i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image
26,AEVO_USDT_SWAP_31925,AEVO_USDT_SWAP,31925,2026-05-02 02:45:00+00:00,0.1029,1,,,drop,,images/train/AEVO_USDT_SWAP_31925.png
27,BCH_USDT_SWAP_31316,BCH_USDT_SWAP,31316,2026-04-25 20:45:00+00:00,0.0769,1,,,drop,,images/train/BCH_USDT_SWAP_31316.png
28,BCH_USDT_SWAP_31937,BCH_USDT_SWAP,31937,2026-05-02 08:00:00+00:00,0.0547,1,,,drop,,images/train/BCH_USDT_SWAP_31937.png
29,AEVO_USDT_SWAP_32070,AEVO_USDT_SWAP,32070,2026-05-03 15:00:00+00:00,0.3476,1,,,drop,,images/train/AEVO_USDT_SWAP_32070.png
30,ICX_USDT_SWAP_31947,ICX_USDT_SWAP,31947,2026-05-02 10:45:00+00:00,0.3263,1,,,drop,,images/train/ICX_USDT_SWAP_31947.png
31,ICX_USDT_SWAP_31501,ICX_USDT_SWAP,31501,2026-04-27 19:15:00+00:00,0.0647,1,,,drop,,images/train/ICX_USDT_SWAP_31501.png
32,BCH_USDT_SWAP_31375,BCH_USDT_SWAP,31375,2026-04-26 11:30:00+00:00,0.1683,1,,,drop,,images/train/BCH_USDT_SWAP_31375.png
33,ZIL_USDT_SWAP_31787,ZIL_USDT_SWAP,31787,2026-04-30 20:45:00+00:00,0.1755,1,,,drop,,images/train/ZIL_USDT_SWAP_31787.png
34,GPS_USDT_SWAP_31665,GPS_USDT_SWAP,31665,2026-04-29 12:00:00+00:00,0.0912,1,,,drop,,images/train/GPS_USDT_SWAP_31665.png
35,ZAMA_USDT_SWAP_10530,ZAMA_USDT_SWAP,10530,2026-04-29 07:00:00+00:00,0.3617,1,,,drop,,images/train/ZAMA_USDT_SWAP_10530.png
36,VIRTUAL_USDT_SWAP_31872,VIRTUAL_USDT_SWAP,31872,2026-04-30 16:00:00+00:00,0.2228,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_31872.png
37,AEVO_USDT_SWAP_31391,AEVO_USDT_SWAP,31391,2026-04-26 13:15:00+00:00,0.2423,1,,,drop,,images/train/AEVO_USDT_SWAP_31391.png
38,PENGU_USDT_SWAP_31714,PENGU_USDT_SWAP,31714,2026-04-29 00:00:00+00:00,0.1063,1,,,drop,,images/train/PENGU_USDT_SWAP_31714.png
39,APE_USDT_SWAP_31515,APE_USDT_SWAP,31515,2026-04-26 21:30:00+00:00,0.1903,1,,,drop,,images/train/APE_USDT_SWAP_31515.png
40,ICX_USDT_SWAP_31314,ICX_USDT_SWAP,31314,2026-04-25 20:30:00+00:00,0.0796,1,,,drop,,images/train/ICX_USDT_SWAP_31314.png
41,BCH_USDT_SWAP_31955,BCH_USDT_SWAP,31955,2026-05-02 12:30:00+00:00,0.115,1,,,drop,,images/train/BCH_USDT_SWAP_31955.png
42,AI_USDT_SWAP_392,AI_USDT_SWAP,392,2026-05-03 14:00:00+00:00,0.1644,1,,,drop,,images/train/AI_USDT_SWAP_392.png
43,VANA_USDT_SWAP_31325,VANA_USDT_SWAP,31325,2026-04-26 01:00:00+00:00,0.197,1,,,drop,,images/train/VANA_USDT_SWAP_31325.png
44,AEVO_USDT_SWAP_31494,AEVO_USDT_SWAP,31494,2026-04-27 15:00:00+00:00,0.1922,1,,,drop,,images/train/AEVO_USDT_SWAP_31494.png
45,W_USDT_SWAP_31523,W_USDT_SWAP,31523,2026-04-28 02:30:00+00:00,0.1394,1,,,drop,,images/train/W_USDT_SWAP_31523.png
46,APE_USDT_SWAP_31810,APE_USDT_SWAP,31810,2026-04-29 23:15:00+00:00,0.3146,1,,,drop,,images/train/APE_USDT_SWAP_31810.png
47,ATOM_USDT_SWAP_32117,ATOM_USDT_SWAP,32117,2026-05-03 04:00:00+00:00,0.0661,1,,,drop,,images/train/ATOM_USDT_SWAP_32117.png
48,BCH_USDT_SWAP_31777,BCH_USDT_SWAP,31777,2026-04-30 16:00:00+00:00,0.265,1,,,drop,,images/train/BCH_USDT_SWAP_31777.png
49,ZIL_USDT_SWAP_31288,ZIL_USDT_SWAP,31288,2026-04-25 16:00:00+00:00,0.1891,1,,,drop,,images/train/ZIL_USDT_SWAP_31288.png
50,AEVO_USDT_SWAP_31821,AEVO_USDT_SWAP,31821,2026-05-01 00:45:00+00:00,0.071,1,,,drop,,images/train/AEVO_USDT_SWAP_31821.png
51,BCH_USDT_SWAP_31334,BCH_USDT_SWAP,31334,2026-04-26 01:15:00+00:00,0.271,1,,,drop,,images/train/BCH_USDT_SWAP_31334.png
52,ICX_USDT_SWAP_31825,ICX_USDT_SWAP,31825,2026-05-01 04:15:00+00:00,0.056,1,,,drop,,images/train/ICX_USDT_SWAP_31825.png
53,VANA_USDT_SWAP_31639,VANA_USDT_SWAP,31639,2026-04-29 07:30:00+00:00,0.298,1,,,keep,,images/train/VANA_USDT_SWAP_31639.png
54,GPS_USDT_SWAP_31707,GPS_USDT_SWAP,31707,2026-04-29 22:30:00+00:00,0.058,1,,,drop,,images/train/GPS_USDT_SWAP_31707.png
55,NOT_USDT_SWAP_31887,NOT_USDT_SWAP,31887,2026-05-01 20:30:00+00:00,0.2108,1,,,drop,,images/train/NOT_USDT_SWAP_31887.png
56,LINEA_USDT_SWAP_23260,LINEA_USDT_SWAP,23260,2026-05-01 21:00:00+00:00,0.0914,1,,,drop,,images/train/LINEA_USDT_SWAP_23260.png
57,ATOM_USDT_SWAP_31867,ATOM_USDT_SWAP,31867,2026-04-30 13:30:00+00:00,0.1065,1,,,drop,,images/train/ATOM_USDT_SWAP_31867.png
58,ZAMA_USDT_SWAP_10187,ZAMA_USDT_SWAP,10187,2026-04-25 17:15:00+00:00,0.2233,1,,,drop,,images/train/ZAMA_USDT_SWAP_10187.png
59,ZIL_USDT_SWAP_31476,ZIL_USDT_SWAP,31476,2026-04-27 15:00:00+00:00,0.2958,1,,,drop,,images/train/ZIL_USDT_SWAP_31476.png
60,ZIL_USDT_SWAP_31916,ZIL_USDT_SWAP,31916,2026-05-02 05:00:00+00:00,0.3556,1,,,drop,,images/train/ZIL_USDT_SWAP_31916.png
61,W_USDT_SWAP_31644,W_USDT_SWAP,31644,2026-04-29 08:45:00+00:00,0.1195,1,,,drop,,images/train/W_USDT_SWAP_31644.png
62,ATOM_USDT_SWAP_31948,ATOM_USDT_SWAP,31948,2026-05-01 09:45:00+00:00,0.2579,1,,,drop,,images/train/ATOM_USDT_SWAP_31948.png
63,BCH_USDT_SWAP_31546,BCH_USDT_SWAP,31546,2026-04-28 06:15:00+00:00,0.1922,1,,,drop,,images/train/BCH_USDT_SWAP_31546.png
64,AEVO_USDT_SWAP_31989,AEVO_USDT_SWAP,31989,2026-05-02 18:45:00+00:00,0.0937,1,,,drop,,images/train/AEVO_USDT_SWAP_31989.png
65,NOT_USDT_SWAP_32040,NOT_USDT_SWAP,32040,2026-05-03 10:45:00+00:00,0.3517,1,,,drop,,images/train/NOT_USDT_SWAP_32040.png
66,ICX_USDT_SWAP_31384,ICX_USDT_SWAP,31384,2026-04-26 14:00:00+00:00,0.068,1,,,drop,,images/train/ICX_USDT_SWAP_31384.png
67,PENGU_USDT_SWAP_31924,PENGU_USDT_SWAP,31924,2026-05-01 04:30:00+00:00,0.1251,1,,,drop,,images/train/PENGU_USDT_SWAP_31924.png
68,ICX_USDT_SWAP_31479,ICX_USDT_SWAP,31479,2026-04-27 13:45:00+00:00,0.0952,1,,,drop,,images/train/ICX_USDT_SWAP_31479.png
69,PENGU_USDT_SWAP_31897,PENGU_USDT_SWAP,31897,2026-04-30 21:45:00+00:00,0.0996,1,,,drop,,images/train/PENGU_USDT_SWAP_31897.png
70,APE_USDT_SWAP_31950,APE_USDT_SWAP,31950,2026-05-01 10:15:00+00:00,0.3518,1,,,drop,,images/train/APE_USDT_SWAP_31950.png
71,AEVO_USDT_SWAP_31565,AEVO_USDT_SWAP,31565,2026-04-28 08:45:00+00:00,0.3743,1,,,drop,,images/train/AEVO_USDT_SWAP_31565.png
72,ZIL_USDT_SWAP_31538,ZIL_USDT_SWAP,31538,2026-04-28 06:30:00+00:00,0.3717,1,,,drop,,images/train/ZIL_USDT_SWAP_31538.png
73,VIRTUAL_USDT_SWAP_31817,VIRTUAL_USDT_SWAP,31817,2026-04-30 02:15:00+00:00,0.1085,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_31817.png
74,XLM_USDT_SWAP_31803,XLM_USDT_SWAP,31803,2026-04-29 22:45:00+00:00,0.1618,1,,,drop,,images/train/XLM_USDT_SWAP_31803.png
75,VIRTUAL_USDT_SWAP_32032,VIRTUAL_USDT_SWAP,32032,2026-05-02 08:00:00+00:00,0.3322,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_32032.png
76,AEVO_USDT_SWAP_31689,AEVO_USDT_SWAP,31689,2026-04-29 15:45:00+00:00,0.3123,1,,,drop,,images/train/AEVO_USDT_SWAP_31689.png
77,VANA_USDT_SWAP_31981,VANA_USDT_SWAP,31981,2026-05-02 21:00:00+00:00,0.1974,1,,,drop,,images/train/VANA_USDT_SWAP_31981.png
78,XLM_USDT_SWAP_31849,XLM_USDT_SWAP,31849,2026-04-30 10:15:00+00:00,0.3577,1,,,drop,,images/train/XLM_USDT_SWAP_31849.png
79,ATOM_USDT_SWAP_31885,ATOM_USDT_SWAP,31885,2026-04-30 18:00:00+00:00,0.0876,1,,,drop,,images/train/ATOM_USDT_SWAP_31885.png
80,ATOM_USDT_SWAP_31991,ATOM_USDT_SWAP,31991,2026-05-01 20:30:00+00:00,0.3481,1,,,drop,,images/train/ATOM_USDT_SWAP_31991.png
81,ICX_USDT_SWAP_31545,ICX_USDT_SWAP,31545,2026-04-28 06:15:00+00:00,0.3299,1,,,drop,,images/train/ICX_USDT_SWAP_31545.png
82,ATOM_USDT_SWAP_31749,ATOM_USDT_SWAP,31749,2026-04-29 08:00:00+00:00,0.3322,1,,,drop,,images/train/ATOM_USDT_SWAP_31749.png
83,VANA_USDT_SWAP_31418,VANA_USDT_SWAP,31418,2026-04-27 00:15:00+00:00,0.3666,1,,,drop,,images/train/VANA_USDT_SWAP_31418.png
84,NOT_USDT_SWAP_31663,NOT_USDT_SWAP,31663,2026-04-29 12:30:00+00:00,0.1836,1,,,drop,,images/train/NOT_USDT_SWAP_31663.png
85,APE_USDT_SWAP_32101,APE_USDT_SWAP,32101,2026-05-03 00:00:00+00:00,0.3544,1,,,drop,,images/train/APE_USDT_SWAP_32101.png
86,XLM_USDT_SWAP_31764,XLM_USDT_SWAP,31764,2026-04-29 13:00:00+00:00,0.2207,1,,,drop,,images/train/XLM_USDT_SWAP_31764.png
87,NOT_USDT_SWAP_31784,NOT_USDT_SWAP,31784,2026-04-30 18:45:00+00:00,0.1668,1,,,drop,,images/train/NOT_USDT_SWAP_31784.png
88,XLM_USDT_SWAP_31627,XLM_USDT_SWAP,31627,2026-04-28 02:45:00+00:00,0.1234,1,,,drop,,images/train/XLM_USDT_SWAP_31627.png
89,PENGU_USDT_SWAP_31738,PENGU_USDT_SWAP,31738,2026-04-29 06:00:00+00:00,0.3352,1,,,drop,,images/train/PENGU_USDT_SWAP_31738.png
90,PENGU_USDT_SWAP_31988,PENGU_USDT_SWAP,31988,2026-05-01 20:30:00+00:00,0.3463,1,,,drop,,images/train/PENGU_USDT_SWAP_31988.png
91,VIRTUAL_USDT_SWAP_31660,VIRTUAL_USDT_SWAP,31660,2026-04-28 11:00:00+00:00,0.176,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_31660.png
92,VANA_USDT_SWAP_31942,VANA_USDT_SWAP,31942,2026-05-02 11:15:00+00:00,0.0687,1,,,drop,,images/train/VANA_USDT_SWAP_31942.png
93,BCH_USDT_SWAP_31395,BCH_USDT_SWAP,31395,2026-04-26 16:30:00+00:00,0.1655,1,,,drop,,images/train/BCH_USDT_SWAP_31395.png
94,GPS_USDT_SWAP_31533,GPS_USDT_SWAP,31533,2026-04-28 03:00:00+00:00,0.3686,1,,,drop,,images/train/GPS_USDT_SWAP_31533.png
95,W_USDT_SWAP_31841,W_USDT_SWAP,31841,2026-05-01 10:00:00+00:00,0.372,1,,,drop,,images/train/W_USDT_SWAP_31841.png
96,APE_USDT_SWAP_31750,APE_USDT_SWAP,31750,2026-04-29 08:15:00+00:00,0.195,1,,,drop,,images/train/APE_USDT_SWAP_31750.png
97,ATOM_USDT_SWAP_31647,ATOM_USDT_SWAP,31647,2026-04-28 06:30:00+00:00,0.3553,1,,,drop,,images/train/ATOM_USDT_SWAP_31647.png
98,LINEA_USDT_SWAP_23075,LINEA_USDT_SWAP,23075,2026-04-29 22:45:00+00:00,0.0675,1,,,drop,,images/train/LINEA_USDT_SWAP_23075.png
99,BCH_USDT_SWAP_31587,BCH_USDT_SWAP,31587,2026-04-28 16:30:00+00:00,0.1772,1,,,drop,,images/train/BCH_USDT_SWAP_31587.png
100,AEVO_USDT_SWAP_31723,AEVO_USDT_SWAP,31723,2026-04-30 00:15:00+00:00,0.2377,1,,,drop,,images/train/AEVO_USDT_SWAP_31723.png
101,ATOM_USDT_SWAP_31621,ATOM_USDT_SWAP,31621,2026-04-28 00:00:00+00:00,0.2435,1,,,drop,,images/train/ATOM_USDT_SWAP_31621.png
102,XLM_USDT_SWAP_31746,XLM_USDT_SWAP,31746,2026-04-29 08:30:00+00:00,0.3472,1,,,drop,,images/train/XLM_USDT_SWAP_31746.png
103,PENGU_USDT_SWAP_31777,PENGU_USDT_SWAP,31777,2026-04-29 15:45:00+00:00,0.3328,1,,,drop,,images/train/PENGU_USDT_SWAP_31777.png
104,ZIL_USDT_SWAP_31769,ZIL_USDT_SWAP,31769,2026-04-30 16:15:00+00:00,0.2126,1,,,drop,,images/train/ZIL_USDT_SWAP_31769.png
105,W_USDT_SWAP_31756,W_USDT_SWAP,31756,2026-04-30 12:45:00+00:00,0.3656,1,,,drop,,images/train/W_USDT_SWAP_31756.png
106,NOT_USDT_SWAP_31325,NOT_USDT_SWAP,31325,2026-04-26 00:00:00+00:00,0.3706,1,,,drop,,images/train/NOT_USDT_SWAP_31325.png
107,ZIL_USDT_SWAP_31891,ZIL_USDT_SWAP,31891,2026-05-01 22:45:00+00:00,0.1912,1,,,drop,,images/train/ZIL_USDT_SWAP_31891.png
108,ICX_USDT_SWAP_31905,ICX_USDT_SWAP,31905,2026-05-02 00:15:00+00:00,0.0749,1,,,drop,,images/train/ICX_USDT_SWAP_31905.png
109,W_USDT_SWAP_31662,W_USDT_SWAP,31662,2026-04-29 13:15:00+00:00,0.3665,1,,,drop,,images/train/W_USDT_SWAP_31662.png
110,LINEA_USDT_SWAP_22725,LINEA_USDT_SWAP,22725,2026-04-26 07:15:00+00:00,0.3339,1,,,drop,,images/train/LINEA_USDT_SWAP_22725.png
111,W_USDT_SWAP_32051,W_USDT_SWAP,32051,2026-05-03 14:30:00+00:00,0.2375,1,,,drop,,images/train/W_USDT_SWAP_32051.png
112,ATOM_USDT_SWAP_31399,ATOM_USDT_SWAP,31399,2026-04-25 16:30:00+00:00,0.0635,1,,,drop,,images/train/ATOM_USDT_SWAP_31399.png
113,PENGU_USDT_SWAP_31394,PENGU_USDT_SWAP,31394,2026-04-25 16:00:00+00:00,0.3168,1,,,drop,,images/train/PENGU_USDT_SWAP_31394.png
114,XLM_USDT_SWAP_32072,XLM_USDT_SWAP,32072,2026-05-02 18:00:00+00:00,0.3597,1,,,drop,,images/train/XLM_USDT_SWAP_32072.png
115,VANA_USDT_SWAP_31621,VANA_USDT_SWAP,31621,2026-04-29 03:00:00+00:00,0.291,1,,,drop,,images/train/VANA_USDT_SWAP_31621.png
116,AEVO_USDT_SWAP_31971,AEVO_USDT_SWAP,31971,2026-05-02 14:15:00+00:00,0.1891,1,,,drop,,images/train/AEVO_USDT_SWAP_31971.png
117,APE_USDT_SWAP_31690,APE_USDT_SWAP,31690,2026-04-28 17:15:00+00:00,0.0547,1,,,drop,,images/train/APE_USDT_SWAP_31690.png
118,ACH_USDT_SWAP_31902,ACH_USDT_SWAP,31902,2026-05-01 20:45:00+00:00,0.2664,1,,,drop,,images/train/ACH_USDT_SWAP_31902.png
119,ICX_USDT_SWAP_32005,ICX_USDT_SWAP,32005,2026-05-03 01:15:00+00:00,0.2678,1,,,drop,,images/train/ICX_USDT_SWAP_32005.png
120,LINEA_USDT_SWAP_23168,LINEA_USDT_SWAP,23168,2026-04-30 22:00:00+00:00,0.3859,1,,,drop,,images/train/LINEA_USDT_SWAP_23168.png
121,VIRTUAL_USDT_SWAP_31642,VIRTUAL_USDT_SWAP,31642,2026-04-28 06:30:00+00:00,0.3569,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_31642.png
122,ACH_USDT_SWAP_31884,ACH_USDT_SWAP,31884,2026-05-01 16:15:00+00:00,0.282,1,,,drop,,images/train/ACH_USDT_SWAP_31884.png
123,GPS_USDT_SWAP_31600,GPS_USDT_SWAP,31600,2026-04-28 19:45:00+00:00,0.0829,1,,,drop,,images/train/GPS_USDT_SWAP_31600.png
124,VANA_USDT_SWAP_31437,VANA_USDT_SWAP,31437,2026-04-27 05:00:00+00:00,0.3511,1,,,drop,,images/train/VANA_USDT_SWAP_31437.png
125,GPS_USDT_SWAP_31334,GPS_USDT_SWAP,31334,2026-04-26 01:15:00+00:00,0.2117,1,,,drop,,images/train/GPS_USDT_SWAP_31334.png
126,LINEA_USDT_SWAP_23214,LINEA_USDT_SWAP,23214,2026-05-01 09:30:00+00:00,0.3531,1,,,drop,,images/train/LINEA_USDT_SWAP_23214.png
127,AEVO_USDT_SWAP_31800,AEVO_USDT_SWAP,31800,2026-04-30 19:30:00+00:00,0.1593,1,,,drop,,images/train/AEVO_USDT_SWAP_31800.png
128,AEVO_USDT_SWAP_32052,AEVO_USDT_SWAP,32052,2026-05-03 10:30:00+00:00,0.1863,1,,,drop,,images/train/AEVO_USDT_SWAP_32052.png
129,BCH_USDT_SWAP_31974,BCH_USDT_SWAP,31974,2026-05-02 17:15:00+00:00,0.1788,1,,,drop,,images/train/BCH_USDT_SWAP_31974.png
130,VIRTUAL_USDT_SWAP_31392,VIRTUAL_USDT_SWAP,31392,2026-04-25 16:00:00+00:00,0.3264,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_31392.png
131,XLM_USDT_SWAP_31510,XLM_USDT_SWAP,31510,2026-04-26 21:30:00+00:00,0.2985,1,,,drop,,images/train/XLM_USDT_SWAP_31510.png
132,XLM_USDT_SWAP_31867,XLM_USDT_SWAP,31867,2026-04-30 14:45:00+00:00,0.2577,1,,,drop,,images/train/XLM_USDT_SWAP_31867.png
133,NOT_USDT_SWAP_31360,NOT_USDT_SWAP,31360,2026-04-26 08:45:00+00:00,0.2803,1,,,drop,,images/train/NOT_USDT_SWAP_31360.png
134,W_USDT_SWAP_31570,W_USDT_SWAP,31570,2026-04-28 14:15:00+00:00,0.2067,1,,,drop,,images/train/W_USDT_SWAP_31570.png
135,XLM_USDT_SWAP_31446,XLM_USDT_SWAP,31446,2026-04-26 05:30:00+00:00,0.0665,1,,,drop,,images/train/XLM_USDT_SWAP_31446.png
136,LINEA_USDT_SWAP_23379,LINEA_USDT_SWAP,23379,2026-05-03 02:45:00+00:00,0.1634,1,,,drop,,images/train/LINEA_USDT_SWAP_23379.png
137,ZAMA_USDT_SWAP_10586,ZAMA_USDT_SWAP,10586,2026-04-29 21:00:00+00:00,0.0782,1,,,drop,,images/train/ZAMA_USDT_SWAP_10586.png
138,ATOM_USDT_SWAP_31538,ATOM_USDT_SWAP,31538,2026-04-27 03:15:00+00:00,0.2485,1,,,drop,,images/train/ATOM_USDT_SWAP_31538.png
139,XLM_USDT_SWAP_32115,XLM_USDT_SWAP,32115,2026-05-03 04:45:00+00:00,0.121,1,,,drop,,images/train/XLM_USDT_SWAP_32115.png
140,XLM_USDT_SWAP_31944,XLM_USDT_SWAP,31944,2026-05-01 10:00:00+00:00,0.3503,1,,,drop,,images/train/XLM_USDT_SWAP_31944.png
141,AEVO_USDT_SWAP_32031,AEVO_USDT_SWAP,32031,2026-05-03 05:15:00+00:00,0.2205,1,,,drop,,images/train/AEVO_USDT_SWAP_32031.png
142,APE_USDT_SWAP_31932,APE_USDT_SWAP,31932,2026-05-01 05:45:00+00:00,0.2554,1,,,drop,,images/train/APE_USDT_SWAP_31932.png
143,ACH_USDT_SWAP_31817,ACH_USDT_SWAP,31817,2026-04-30 23:30:00+00:00,0.3848,1,,,drop,,images/train/ACH_USDT_SWAP_31817.png
144,VANA_USDT_SWAP_31355,VANA_USDT_SWAP,31355,2026-04-26 08:30:00+00:00,0.223,1,,,drop,,images/train/VANA_USDT_SWAP_31355.png
145,LINEA_USDT_SWAP_22914,LINEA_USDT_SWAP,22914,2026-04-28 06:30:00+00:00,0.3381,1,,,drop,,images/train/LINEA_USDT_SWAP_22914.png
146,XLM_USDT_SWAP_31415,XLM_USDT_SWAP,31415,2026-04-25 21:45:00+00:00,0.058,1,,,drop,,images/train/XLM_USDT_SWAP_31415.png
147,ACH_USDT_SWAP_32014,ACH_USDT_SWAP,32014,2026-05-03 00:45:00+00:00,0.1108,1,,,drop,,images/train/ACH_USDT_SWAP_32014.png
148,ZIL_USDT_SWAP_31324,ZIL_USDT_SWAP,31324,2026-04-26 01:00:00+00:00,0.3366,1,,,drop,,images/train/ZIL_USDT_SWAP_31324.png
149,ICX_USDT_SWAP_31414,ICX_USDT_SWAP,31414,2026-04-26 21:30:00+00:00,0.3356,1,,,drop,,images/train/ICX_USDT_SWAP_31414.png
150,BCH_USDT_SWAP_31670,BCH_USDT_SWAP,31670,2026-04-29 13:15:00+00:00,0.294,1,,,drop,,images/train/BCH_USDT_SWAP_31670.png
151,ZAMA_USDT_SWAP_10550,ZAMA_USDT_SWAP,10550,2026-04-29 12:00:00+00:00,0.3351,1,,,drop,,images/train/ZAMA_USDT_SWAP_10550.png
152,XLM_USDT_SWAP_31392,XLM_USDT_SWAP,31392,2026-04-25 16:00:00+00:00,0.2133,1,,,drop,,images/train/XLM_USDT_SWAP_31392.png
153,ATOM_USDT_SWAP_31432,ATOM_USDT_SWAP,31432,2026-04-26 00:45:00+00:00,0.3635,1,,,drop,,images/train/ATOM_USDT_SWAP_31432.png
154,VIRTUAL_USDT_SWAP_31428,VIRTUAL_USDT_SWAP,31428,2026-04-26 01:00:00+00:00,0.3683,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_31428.png
155,GPS_USDT_SWAP_31646,GPS_USDT_SWAP,31646,2026-04-29 07:15:00+00:00,0.0743,1,,,drop,,images/train/GPS_USDT_SWAP_31646.png
156,GPS_USDT_SWAP_32062,GPS_USDT_SWAP,32062,2026-05-03 15:15:00+00:00,0.3234,1,,,drop,,images/train/GPS_USDT_SWAP_32062.png
157,VIRTUAL_USDT_SWAP_31761,VIRTUAL_USDT_SWAP,31761,2026-04-29 12:15:00+00:00,0.1873,1,,,drop,,images/train/VIRTUAL_USDT_SWAP_31761.png
158,W_USDT_SWAP_31614,W_USDT_SWAP,31614,2026-04-29 01:15:00+00:00,0.12,1,,,drop,,images/train/W_USDT_SWAP_31614.png
