dimension,family_status,level,eligible,selected,discovery_score,n,n_long,n_short,gross_bp,net_bp,control_net_bp,paired_excess_bp,profit_factor,win_rate,stop_rate,median_mfe_r,hit_2r_rate,half_count,min_half_n,positive_net_halves,positive_excess_halves,median_half_net_bp,median_half_excess_bp
atr_release,original_preregistered,0.80-1.00,True,False,-23.379879834715823,1741,924,817,-3.379879834715827,-23.379879834715823,-18.963123633164226,-4.416756201551656,0.7357452379265733,0.15393452039058012,0.8334290637564618,1.000000000000025,0.31016657093624356,4,383,0,2,-19.84085757357763,-9.331420019071354
atr_release,original_preregistered,<0.80,True,True,-0.2750123660288626,124,66,58,19.72498763397114,-0.2750123660288626,-21.01038651341036,20.735374147381407,0.9960886172956936,0.13709677419354838,0.8548387096774194,1.0499999999999776,0.3064516129032258,4,27,3,3,3.2254696312606383,19.35368157685562
atr_release,original_preregistered,>1.25,True,False,-4.266734352436395,207,128,79,23.42516855839276,3.425168558392759,-27.031955736932154,30.45712429532493,1.0308187762566685,0.2608695652173913,0.7004830917874396,1.097999999999998,0.37681159420289856,4,33,2,2,-4.266734352436395,24.433013614281794
atr_percent_of_price,original_preregistered,0.6-1.0%,True,False,-25.952635896662727,829,454,375,-1.0725035413124586,-21.072503541312457,-20.02161218904496,-1.0508913522676067,0.6724872926979442,0.15078407720144751,0.827503015681544,0.9999999999999368,0.316043425814234,4,166,1,2,-25.952635896662727,-3.3092446426523257
atr_percent_of_price,original_preregistered,<0.6%,True,False,-13.88939498185714,303,162,141,6.473738984344731,-13.526261015655262,0.3631339662018128,-13.88939498185714,0.7094099889213415,0.15181518151815182,0.8250825082508251,1.1034482758620772,0.33003300330033003,4,26,1,2,-10.999960181911893,4.992048937432009
atr_percent_of_price,original_preregistered,1.0-1.6%,True,False,-19.010374958479293,1165,679,486,7.378746672625812,-12.621253327374188,-16.258510224209513,3.637256896835271,0.8597483012886148,0.18626609442060085,0.8060085836909872,0.9999999999999768,0.31072961373390556,4,224,1,2,-19.010374958479293,-8.612404061221115
atr_percent_of_price,original_preregistered,1.6-2.5%,True,True,-10.35870892367491,664,341,323,9.641291076325091,-10.35870892367491,-27.23280860514655,16.874099681471634,0.9182090880916138,0.21234939759036145,0.7725903614457831,1.1578064288237386,0.35240963855421686,4,84,2,3,-7.940755601651159,17.315216307190973
atr_percent_of_price,original_preregistered,>2.5%,False,False,-21.486240154804076,231,110,121,7.269947965932592,-12.73005203406744,-66.41972118185409,53.689669147786766,0.9307898058032263,0.21645021645021645,0.7662337662337663,1.2191780821917813,0.35064935064935066,4,17,2,2,-21.486240154804076,22.882982393450654
side_coloured_volume_share,original_preregistered,40-50%,True,False,-23.193865459816564,1051,631,420,6.837628315240874,-13.16237168475913,-26.724849653625782,13.562477968866569,0.85722139334844,0.17411988582302568,0.8125594671741199,1.0,0.31874405328258804,4,225,1,2,-23.193865459816564,1.0056454758318827
side_coloured_volume_share,original_preregistered,>60%,True,False,-3.242006305183127,547,220,327,16.75799369481687,-3.242006305183127,-29.457982176173225,26.215975870990093,0.9658997729846824,0.1956124314442413,0.7842778793418648,1.0789473684210678,0.3217550274223035,4,105,2,4,-0.9339340299765748,31.93928672227426
side_coloured_volume_share,original_preregistered,50-60%,True,False,-30.496776623641324,1189,608,581,-5.964445302624845,-25.96444530262484,-11.455387638476436,-14.509057664148443,0.7326197850229015,0.1808242220353238,0.8031959629941127,1.1940298507462772,0.33389402859545836,4,230,0,1,-30.496776623641324,-26.062879496355812
side_coloured_volume_share,original_preregistered,<40%,True,True,-2.7400180049964433,405,287,118,20.95952631942158,0.9595263194215715,-27.24148812966139,28.201014449082948,1.0112605572192797,0.18271604938271604,0.8074074074074075,0.937499999999974,0.3234567901234568,4,87,2,3,-2.7400180049964433,36.331715098470404
utc_session,original_preregistered,06-11,True,False,-24.625165514902484,697,368,329,6.530025398660661,-13.469974601339349,-27.843848469991507,14.373873868652122,0.8452539660710616,0.1606886657101865,0.8335724533715926,1.0789473684210678,0.3199426111908178,4,130,1,3,-24.625165514902484,4.455320216399262
utc_session,original_preregistered,12-17,True,False,-28.549928687131775,846,424,422,-8.549928687131775,-28.549928687131775,-26.533230066854745,-2.0166986202770723,0.7261510899135731,0.19148936170212766,0.7860520094562647,0.9376237973967192,0.30023640661938533,4,172,0,1,-25.861929162158162,-4.568590354435221
utc_session,original_preregistered,18-23,True,True,-8.281093949360926,951,542,409,18.59398936450581,-1.4060106354941924,-14.141573307436145,12.735562671941901,0.9841021763675731,0.17981072555205047,0.8065194532071503,1.1112748710390266,0.3438485804416404,4,202,1,2,-8.281093949360926,5.023843034869818
utc_session,original_preregistered,00-05,True,False,-19.041483238291505,698,412,286,3.938081211647224,-16.061918788352777,-19.41501517976194,3.3530963914091143,0.8298427986408121,0.19197707736389685,0.7908309455587392,1.1365555333066228,0.336676217765043,4,143,1,3,-19.041483238291505,7.4022893755021455
weekpart,original_preregistered,weekend,True,False,-32.27287093458972,836,448,388,-11.520768551108736,-31.52076855110874,-10.562579123956448,-20.95818942715238,0.6277309015250813,0.1423444976076555,0.8492822966507177,0.937499999999993,0.30861244019138756,4,189,0,1,-32.27287093458972,-20.96665915616286
weekpart,original_preregistered,weekday,True,True,-14.536389310342262,2356,1298,1058,11.621907942977371,-8.37809205702263,-25.47719680957607,17.099104752553405,0.9134561729821001,0.19524617996604415,0.7873514431239389,1.109841269841288,0.33149405772495755,4,458,1,3,-14.536389310342262,9.107382252246879
anchor_score,original_preregistered,50-60,True,False,-21.262354844596167,1075,589,486,7.771615521107442,-12.228384478892558,-15.289977791607274,3.0615933127146575,0.8655110864237654,0.17488372093023255,0.8093023255813954,1.1190476190476382,0.31813953488372093,4,206,1,1,-21.262354844596167,-6.798795756255668
anchor_score,original_preregistered,<50,True,True,-4.9701288591107184,380,201,179,15.02987114088927,-4.9701288591107184,-32.867397980764636,27.897269121653864,0.947908871807067,0.1868421052631579,0.8,0.947010869565186,0.31842105263157894,4,69,3,3,0.5253403750195059,38.38003071014484
anchor_score,original_preregistered,60-70,True,False,-12.920750234564851,1239,659,580,7.079249765435157,-12.920750234564851,-21.526302844410402,8.605552609845525,0.8623408460513785,0.17756255044390637,0.8062953995157385,1.0000000000000144,0.3252623083131558,4,250,1,1,-12.88308332762054,-2.1443127645530726
anchor_score,original_preregistered,70-80,True,False,-33.93446377160068,457,269,188,-10.618516616946927,-30.61851661694693,-26.785943552347554,-3.832573064599427,0.6867706676086933,0.19912472647702406,0.7921225382932167,1.172413793103445,0.3522975929978118,4,93,0,2,-33.93446377160068,-5.379470865308074
anchor_score,original_preregistered,80-90,False,False,-28.783147125931507,41,28,13,-5.719840956830485,-25.71984095683048,-24.78022060178285,-0.93962035504761,0.729477891397479,0.21951219512195122,0.7317073170731707,1.000000000000014,0.2926829268292683,4,5,1,2,-28.783147125931507,-2.7777631149283053
