symbol,timeframe_min,arm,policy,year,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r
ETHUSDT,15,joint,baseline,2021,3,2,1,0,0.6666666666666666,0.2076595988078242,0.9385080559790691,0.6666666666666666,1.9716306951434523,5.914892085430357,1.6592514812376895,193.420044652976,213.420044652976,5.9290551286734985,3.5574486731404305,-1.200005260850504,5.455645865043171,-1.200005260850504,1.2000052608505039,13.416666666666666,18.0,99.997369643937,3,1,0,1,0,1,1,0,3,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
ETHUSDT,15,joint,baseline,2022,19,6,13,0,0.3157894736842105,0.15364378998470052,0.5398959249530334,0.3157894736842105,0.20447685547927894,3.8850602541062997,-1.0659234113020066,-1.420567086761465,18.579432913238538,1.2639741424457693,3.100439849610766,-1.1321214495044845,5.511131370328398,-1.4356351931330489,6.198939954025692,11.671052631578947,5.5,112.92793851791,17,11,0,1,0,7,9,0,18,10,12,1,12,4,6,1,10,2,4,2,6,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0
ETHUSDT,15,joint,baseline,2023,17,2,15,0,0.11764705882352941,0.032879773465990136,0.3433635080603935,0.11764705882352941,-0.5390647426154394,-9.164100624462469,-1.1603528859690322,-37.18950109395058,-17.189501093950593,0.4886804086799651,4.379175484734815,-1.1948301062621398,7.669407471017605,-2.1300800000000937,16.833508095480074,17.485294117647058,6.5,122.918590843118,14,12,0,1,0,8,11,1,16,11,14,1,10,5,8,0,6,3,4,0,3,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0
ETHUSDT,15,joint,baseline,2024,24,8,16,0,0.3333333333333333,0.1797219023644938,0.5329368331526154,0.3333333333333333,0.41814239331752184,10.035417439620524,-1.0436569417983188,54.31507052053238,74.31507052053239,1.5654914248155,3.4727228514772768,-1.1091478357623556,17.323333539221668,-1.397436519979776,11.012990774822843,21.052083333333332,18.125,104.3149127369275,19,12,0,2,1,8,12,0,23,11,15,0,16,4,8,0,14,3,6,0,8,0,1,0,3,0,0,0,2,0,0,0,1,0,0,0
ETHUSDT,15,joint,baseline,2025,21,2,19,0,0.09523809523809523,0.026518767198269788,0.2891413926484656,0.09523809523809523,-0.7238128789747004,-15.200070458468709,-1.1202802896848716,-80.63198372106287,-60.63198372106284,0.29242517339519797,3.1409280490977074,-1.1306277135086382,3.203586539336065,-1.3140679886685516,15.200070458468705,17.0,11.75,125.03659932391,19,17,0,0,0,14,16,3,21,17,19,0,16,12,14,0,10,6,8,1,6,3,4,0,2,0,0,0,1,0,0,0,0,0,0,0
ETHUSDT,15,joint,baseline,2026,28,7,21,0,0.25,0.12676494850621306,0.4335567047135223,0.32142857142857145,-0.13640698650896316,-3.819395622250968,-0.6789960463120976,2.3741365012640006,22.374136501263933,0.8207841520552752,2.4989016103242534,-1.0148431854533688,5.802444817927115,-2.0886936416184967,15.02005867119365,16.044642857142858,11.875,102.704574302388,21,15,2,2,0,12,18,1,28,15,21,0,20,9,13,0,14,4,7,0,9,3,3,0,7,2,2,0,3,1,1,0,0,0,0,0
ETHUSDT,15,joint,htf_slope,2021,2,1,1,0,0.5,0.09453120463920084,0.9054687953607992,0.5,2.1278203020963335,4.255640604192667,2.1278203020963335,216.13050151059545,236.1305015105955,4.546351622805787,5.455645865043171,-1.200005260850504,5.455645865043171,-1.200005260850504,1.2000052608505039,10.625,10.625,100.612158123425,2,1,0,1,0,1,1,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ETHUSDT,15,joint,htf_slope,2022,16,6,10,0,0.375,0.18481232451546453,0.6135895962338866,0.375,0.4927694686258961,7.884311498014338,-0.9418244945928338,14.146058503447687,34.146058503447705,1.7355915766440662,3.100439849610766,-1.0718327599650255,5.511131370328398,-1.2732454835281706,5.4516099947342544,13.59375,8.125,144.025913212196,14,8,0,1,0,7,9,0,16,8,10,0,12,4,6,0,10,2,4,1,6,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0
ETHUSDT,15,joint,htf_slope,2023,8,1,7,0,0.125,0.022417491199971912,0.47088818505608376,0.125,-0.1665243772970847,-1.3321950183766775,-1.1040633111141382,8.59023739738825,28.590237397388236,0.8520046825055567,7.669407471017605,-1.2859432127706119,7.669407471017605,-2.1300800000000937,9.001602489394283,16.75,10.25,146.460994197182,6,5,0,1,0,3,5,1,8,5,7,0,6,3,5,0,3,2,2,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
ETHUSDT,15,joint,htf_slope,2024,16,7,9,0,0.4375,0.23098652281405668,0.6682144375606189,0.4375,0.988308370636143,15.812933930178287,-0.8239452819528651,110.36004068654194,130.36004068654196,2.5148851298488615,3.7501865055844186,-1.1598190676569597,17.323333539221668,-1.397436519979776,7.658681926035824,23.3125,22.625,109.325449819425,13,7,0,2,1,4,6,0,15,6,8,0,11,2,4,0,10,1,3,0,7,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0
ETHUSDT,15,joint,htf_slope,2025,14,2,12,0,0.14285714285714285,0.04009392090764893,0.39941379723733705,0.14285714285714285,-0.49386388210845045,-6.914094349518306,-1.1182246518846906,-43.98062095538051,-23.9806209553805,0.47604423213666924,3.1409280490977074,-1.0996625373094766,3.203586539336065,-1.2935134228187912,8.454989946712567,16.267857142857142,10.5,140.864244781575,12,10,0,0,0,8,10,2,14,10,12,0,10,6,8,0,7,3,5,0,5,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0
ETHUSDT,15,joint,htf_slope,2026,22,3,19,0,0.13636363636363635,0.047490036769455096,0.3333498734888326,0.22727272727272727,-0.49430224335625056,-10.874649353837512,-0.9434837636547548,-37.14502499782068,-17.145024997820773,0.42035239585874806,2.628714916529096,-0.9874102159697263,5.362201476335206,-2.0886936416184967,14.322583460468113,13.318181818181818,10.625,94.3678412783115,16,13,2,1,0,10,16,1,22,13,19,0,15,8,12,0,10,4,7,0,6,3,3,0,5,2,2,0,2,1,1,0,0,0,0,0
ETHUSDT,15,joint,take_4r,2021,3,2,1,0,0.6666666666666666,0.2076595988078242,0.9385080559790691,0.6666666666666666,2.1260647998437183,6.3781943995311545,3.775775510204085,200.565236158698,220.565236158698,6.315138697817547,3.789099830190829,-1.200005260850504,3.802424150177573,-1.200005260850504,1.2000052608505039,5.416666666666667,3.25,99.997369643937,1,1,0,0,0,1,1,0,3,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,15,joint,take_4r,2022,19,6,13,0,0.3157894736842105,0.15364378998470052,0.5398959249530334,0.3157894736842105,0.26154185218110315,4.96929519144096,-1.0659234113020066,5.978672918561424,25.97867291856144,1.3376435244045566,3.281145672499876,-1.1321214495044845,3.8910805300713514,-1.4356351931330489,6.198939954025692,7.7631578947368425,4.5,112.92793851791,12,11,0,0,0,7,9,0,18,10,12,1,12,4,6,1,10,2,4,2,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,15,joint,take_4r,2023,17,2,15,0,0.11764705882352941,0.032879773465990136,0.3433635080603935,0.11764705882352941,-0.7644833772225667,-12.996217412783633,-1.1603528859690322,-64.8976420096386,-44.89764200963859,0.27486385751022546,2.4631170905742326,-1.1948301062621398,3.83729068269644,-2.1300800000000937,16.833508095480074,16.235294117647058,6.5,122.918590843118,13,12,0,0,0,8,11,1,16,11,14,1,10,5,8,0,6,3,4,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,15,joint,take_4r,2024,24,8,16,0,0.3333333333333333,0.1797219023644938,0.5329368331526154,0.3333333333333333,-0.20711319878021317,-4.970716770725116,-1.0436569417983188,-8.330993557211292,11.669006442788708,0.7199022635636433,1.596956075184072,-1.1091478357623556,3.806965410747372,-1.397436519979776,11.012990774822843,18.760416666666668,14.125,104.3149127369275,17,12,0,0,0,8,12,0,23,11,15,0,16,4,8,0,14,3,6,0,8,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,15,joint,take_4r,2025,21,2,19,0,0.09523809523809523,0.026518767198269788,0.2891413926484656,0.09523809523809523,-0.6541682942058872,-13.737534178323632,-1.1202802896848716,-67.84300959438525,-47.84300959438524,0.36050734825448066,3.872196189170245,-1.1306277135086382,3.922276853115054,-1.3140679886685516,13.737534178323632,16.488095238095237,11.75,125.03659932391,17,17,0,0,0,14,16,3,21,17,19,0,16,12,14,0,10,6,8,1,6,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,15,joint,take_4r,2026,28,8,20,0,0.2857142857142857,0.15253995979312637,0.47059288582378966,0.32142857142857145,0.017112251313379716,0.4791430367746321,-0.6789960463120976,9.97709525286118,29.97709525286114,1.02270463563593,2.6978070288134943,-1.0551656596866663,3.8281155015197648,-2.0886936416184967,14.81166497040623,13.883928571428571,9.25,102.704574302388,16,14,1,0,0,11,17,1,28,14,20,0,20,8,12,0,14,3,6,0,9,2,2,0,7,1,1,0,0,0,0,0,0,0,0,0
ETHUSDT,15,ordinary,baseline,2021,15,4,11,0,0.26666666666666666,0.1089745324961737,0.5195043425155202,0.26666666666666666,-0.20942490831071472,-3.1413736246607207,-1.1177290969899711,-53.85669317415554,-33.85669317415546,0.7400939156992594,2.236299616460059,-1.0987792809546322,5.455645865043171,-1.4157903391572426,5.350914879802421,10.95,8.0,124.112717517745,14,11,0,1,0,7,7,1,15,11,11,0,9,5,5,0,8,4,4,0,6,2,2,0,4,1,1,0,1,0,0,0,0,0,0,0
ETHUSDT,15,ordinary,baseline,2022,49,15,34,0,0.30612244897959184,0.19515491195987475,0.44527893672167007,0.30612244897959184,0.14882398101908403,7.292375069935118,-1.043400898941568,-34.103463020609105,-14.103463020609057,1.2025489672214515,2.8863598530404118,-1.0589124331079722,6.254340921122257,-1.4356351931330489,12.746654237036847,15.89795918367347,13.0,141.38571171926398,41,27,0,2,0,21,28,0,48,26,33,1,30,9,15,1,25,4,10,2,16,0,2,0,12,0,0,0,9,0,0,0,0,0,0,0
ETHUSDT,15,ordinary,baseline,2023,45,9,36,0,0.2,0.10896126755287432,0.3382296923727772,0.2,-0.41987463997946844,-18.89435879907608,-1.1603528859690322,-27.478436990002137,-7.478436990002132,0.538527228051307,2.4499162219512622,-1.1373223554621512,7.669407471017605,-1.7391393939393636,27.49824136457198,14.772222222222222,8.25,74.269936104446,36,28,0,3,0,17,25,2,43,26,34,2,30,13,21,1,21,7,12,0,12,3,4,0,10,2,2,0,6,1,1,0,1,0,0,0
ETHUSDT,15,ordinary,baseline,2024,55,14,41,0,0.2545454545454545,0.1581211471211116,0.3830187138998645,0.3090909090909091,0.015228508583011894,0.8375679720656541,-1.0981725565106673,9.31685388891778,29.31685388891773,1.0201774882581922,3.0248278217416638,-1.0124395495687233,17.323333539221668,-1.405797739440832,13.202240203708008,16.6,12.0,115.042525215208,44,31,3,3,1,21,31,0,54,30,40,0,36,12,22,0,27,6,13,0,16,2,3,0,9,2,2,0,4,0,0,0,1,0,0,0
ETHUSDT,15,ordinary,baseline,2025,49,13,36,0,0.2653061224489796,0.1621128207018636,0.40262289086000647,0.2653061224489796,-0.1871740489619719,-9.171528399136623,-1.102690298507463,-27.259453815297064,-7.259453815297066,0.7680803313742144,2.336508821802265,-1.0985039745157243,6.533565135894974,-1.343816720257222,21.810993406494806,16.03061224489796,11.75,134.735604985427,43,30,0,1,0,26,32,3,49,30,36,0,35,17,22,0,24,6,11,1,17,3,4,0,11,0,0,0,5,0,0,0,1,0,0,0
ETHUSDT,15,ordinary,baseline,2026,54,17,37,0,0.3148148148148148,0.20679280588636495,0.4474344493243897,0.35185185185185186,0.04817649096045626,2.601530511864638,-1.0826538012281473,32.983542060152594,52.98354206015255,1.0645586947805499,2.5234509788582256,-1.0891117872628433,7.39237337576239,-2.0886936416184967,17.86036570633234,16.73611111111111,11.875,112.78848811520452,44,30,2,3,0,22,29,2,53,29,36,1,36,14,19,0,27,7,10,0,21,4,5,0,14,3,3,0,7,1,1,0,1,0,0,0
ETHUSDT,15,ordinary,htf_slope,2021,9,2,7,0,0.2222222222222222,0.06322510654056959,0.5474110333077882,0.2222222222222222,-0.17616185718361851,-1.5854567146525667,-1.1019051471613888,-45.99063183269178,-25.990631832691776,0.7901626199091384,2.985094054405241,-1.0793778319232925,5.455645865043171,-1.4157903391572426,3.7787053825983787,7.777777777777778,7.25,101.226946602913,9,7,0,1,0,5,5,1,9,7,7,0,6,4,4,0,5,3,3,0,4,2,2,0,3,1,1,0,1,0,0,0,0,0,0,0
ETHUSDT,15,ordinary,htf_slope,2022,32,12,20,0,0.375,0.22933887215513343,0.5474559277860367,0.375,0.33903434678931726,10.849099097258152,-0.8024982893805951,0.22774450310147643,20.227744503101533,1.5195328674924522,2.644292545040626,-1.0441205721614684,5.511131370328398,-1.3076853360488636,5.503602368213954,16.5390625,14.625,139.4948378554825,27,15,0,1,0,13,18,0,32,15,20,0,22,5,10,0,20,3,8,1,13,0,1,0,10,0,0,0,7,0,0,0,0,0,0,0
ETHUSDT,15,ordinary,htf_slope,2023,24,7,17,0,0.2916666666666667,0.14914648116318613,0.4916769382332005,0.2916666666666667,0.022358980302230453,0.5366155272535309,-1.1040633111141382,7.647742903846207,27.647742903846204,1.0265844161203574,2.9602796252223262,-1.1873730499589854,7.669407471017605,-1.7391393939393636,12.81189198825946,15.458333333333334,11.75,70.709490955436,20,13,0,3,0,6,10,1,24,13,17,0,17,6,10,0,13,4,6,0,8,1,1,0,8,1,1,0,5,0,0,0,1,0,0,0
ETHUSDT,15,ordinary,htf_slope,2024,40,11,29,0,0.275,0.16108016177777446,0.4283495593285342,0.325,0.08393088021780079,3.357235208712032,-1.123655482828434,12.655157894346754,32.65515789434671,1.1114980896882267,3.0424985360342287,-1.038284437505672,17.323333539221668,-1.405797739440832,17.502134470503155,15.2375,9.75,111.62067639572099,34,24,2,2,1,16,21,0,39,23,28,0,25,9,14,0,18,3,7,0,13,2,3,0,6,1,1,0,3,0,0,0,1,0,0,0
ETHUSDT,15,ordinary,htf_slope,2025,32,8,24,0,0.25,0.1325240085114254,0.4210655913709147,0.28125,-0.04257103358972915,-1.3622730748713328,-1.0895011914783028,-11.876515850503715,8.123484149496253,0.9456977381528012,2.965572984043987,-1.0452857061343013,6.533565135894974,-1.343816720257222,15.336133265084454,15.6171875,9.375,144.9821011886495,28,20,1,1,0,18,22,3,32,20,24,0,23,12,15,0,17,6,9,0,13,4,5,0,8,0,0,0,4,0,0,0,1,0,0,0
ETHUSDT,15,ordinary,htf_slope,2026,34,8,26,0,0.23529411764705882,0.12436985469356415,0.3999613806199636,0.29411764705882354,-0.21492248286058432,-7.307364417259867,-1.1106724215581036,1.0915680980059983,21.091568098005943,0.7432526804944898,2.6442428887567653,-1.0946656741274612,7.39237337576239,-2.0886936416184967,15.08743551956724,13.338235294117647,10.0,110.03994359378149,28,21,2,2,0,16,21,2,33,20,25,1,21,10,13,0,15,5,7,0,12,4,4,0,9,3,3,0,4,1,1,0,1,0,0,0
ETHUSDT,15,ordinary,take_4r,2021,15,4,11,0,0.26666666666666666,0.1089745324961737,0.5195043425155202,0.26666666666666666,-0.041028174603016214,-0.6154226190452432,-1.1177290969899711,-40.90480964728341,-20.904809647283326,0.9490821206842498,2.867787367863928,-1.0987792809546322,3.802424150177573,-1.4157903391572426,4.8200668976543675,8.933333333333334,7.25,124.112717517745,11,11,0,0,0,7,7,1,15,11,11,0,9,5,5,0,8,4,4,0,6,2,2,0,4,1,1,0,0,0,0,0,0,0,0,0
ETHUSDT,15,ordinary,take_4r,2022,49,15,34,0,0.30612244897959184,0.19515491195987475,0.44527893672167007,0.30612244897959184,0.1733383403714056,8.493578678198874,-1.043400898941568,-28.259886141472162,-8.25988614147215,1.235912932725583,2.966440093591329,-1.0589124331079722,3.917553429898878,-1.4356351931330489,11.436675532744438,12.775510204081632,10.0,141.38571171926398,30,27,0,0,0,21,28,0,48,26,33,1,30,9,15,1,25,4,10,2,16,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,15,ordinary,take_4r,2023,45,10,35,0,0.2222222222222222,0.12544685475248524,0.36269292295645134,0.2222222222222222,-0.36723252806878837,-16.525463763095477,-1.1603528859690322,-34.20819415675535,-14.208194156755331,0.5872059468190745,2.3507728662407934,-1.1438054978715262,3.83729068269644,-1.7391393939393636,23.077777710143355,13.133333333333333,8.0,74.269936104446,30,27,0,0,0,16,24,2,43,25,33,2,30,12,20,1,21,6,11,0,12,2,3,0,10,1,1,0,0,0,0,0,0,0,0,0
ETHUSDT,15,ordinary,take_4r,2024,55,15,40,0,0.2727272727272727,0.1728075187496099,0.40232198219573845,0.3090909090909091,-0.15847871546845008,-8.716329350764754,-1.0981725565106673,-15.116344383908388,4.883655616091586,0.7897376202926071,2.1825470978178125,-1.0363633954507985,3.864395946999219,-1.405797739440832,8.9965561848625,14.686363636363636,9.5,115.042525215208,37,30,2,0,0,20,30,0,54,29,39,0,36,11,21,0,27,5,12,0,16,1,2,0,9,1,1,0,0,0,0,0,0,0,0,0
ETHUSDT,15,ordinary,take_4r,2025,49,13,36,0,0.2653061224489796,0.1621128207018636,0.40262289086000647,0.2653061224489796,-0.08958891542022095,-4.389856855590827,-1.102690298507463,-13.28328541520132,6.716714584798664,0.8889940582467043,2.7043297097673267,-1.0985039745157243,3.922276853115054,-1.343816720257222,21.03095748777811,14.668367346938776,11.0,134.735604985427,36,30,0,0,0,26,32,3,49,30,36,0,35,17,22,0,24,6,11,1,17,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,15,ordinary,take_4r,2026,54,18,36,0,0.3333333333333333,0.22241416463223138,0.4663903650574477,0.35185185185185186,0.09660991321889932,5.216935313820564,-1.0826538012281473,29.634690023275464,49.63469002327543,1.1301346711785323,2.516982096764352,-1.1135761785538272,3.8826942455582056,-2.0886936416184967,14.04997829063582,14.49537037037037,9.25,112.78848811520452,34,29,1,0,0,21,28,2,53,28,35,1,36,13,18,0,27,6,9,0,21,3,4,0,14,2,2,0,0,0,0,0,0,0,0,0
ETHUSDT,60,joint,baseline,2021,5,1,4,0,0.2,0.03622410822563066,0.6244653729700049,0.2,-0.3971267295924894,-1.985633647962447,-0.6435131314229791,-118.7933342742426,-98.79333427424243,0.4069214867739898,1.3623777934936394,-0.8370028603640216,1.3623777934936394,-1.0694833452013588,3.3480114414560864,44.6,56.0,389.70175345658697,3,2,0,0,0,2,4,0,5,2,4,0,3,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,joint,baseline,2022,10,4,6,0,0.4,0.1681803285264069,0.6873262320788047,0.4,0.39586103447724225,3.9586103447724224,-0.7150082729041085,129.5697935100856,149.5697935100856,1.6787207847477237,2.447767039783846,-0.9720763023938268,3.929233495374008,-1.2416229022704826,1.827005999823371,76.5,68.5,274.501620432273,8,4,0,0,0,3,5,0,10,4,6,0,8,2,4,0,8,2,4,0,5,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0
ETHUSDT,60,joint,baseline,2023,6,2,4,0,0.3333333333333333,0.09677141021353453,0.7000066870052566,0.3333333333333333,1.6007953865997724,9.604772319598634,-0.47850506042679863,153.04042068915203,173.04042068915203,4.115382477662134,6.343893886132539,-0.7707538631666111,10.362909645909726,-1.071560659381366,2.0285707802349635,99.83333333333333,110.0,299.92481082105354,4,2,0,1,1,2,4,0,6,2,4,0,4,1,2,0,4,1,2,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
ETHUSDT,60,joint,baseline,2024,11,3,8,0,0.2727272727272727,0.09746059213308628,0.5656453033189257,0.2727272727272727,0.4269534537975426,4.696487991772969,-1.0690724637681162,120.4827659316702,140.48276593167017,1.5262759388597469,4.540163622476339,-1.115500359457006,7.590185177228789,-1.2133266275495949,4.260596215972177,51.18181818181818,39.0,201.459931270113,11,8,0,1,0,7,7,0,11,8,8,0,8,5,5,0,4,1,1,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
ETHUSDT,60,joint,baseline,2025,8,0,8,0,0.0,0.0,0.3244075683414076,0.0,-1.0634830836282951,-8.507864669026361,-1.0665211664929874,-322.6640773748321,-302.6640773748321,0.0,,-1.0634830836282951,-0.97945552525646,-1.1168554740152774,8.507864669026361,41.625,25.0,305.3609934229595,7,7,0,0,0,7,8,1,8,7,8,0,7,6,7,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,joint,baseline,2026,4,1,3,0,0.25,0.04558726029536886,0.6993581599030918,0.25,3.6265342894756314,14.506137157902526,-0.9044884466496519,398.5811296153715,418.5811296153715,5.926814004096465,17.45046124763703,-0.9814413632448344,17.45046124763703,-1.1353471964351995,2.9443240897345033,65.0,67.5,241.061354884986,3,2,0,1,1,2,3,0,4,2,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
ETHUSDT,60,joint,htf_slope,2021,4,1,3,0,0.25,0.04558726029536886,0.6993581599030918,0.25,-0.22903757569027208,-0.9161503027610883,-0.612345394637555,-71.53197756723975,-51.53197756723952,0.5979201203325134,1.3623777934936394,-0.7595093654182424,1.3623777934936394,-1.0538373069796176,2.278528096254728,50.75,56.5,419.66894758784304,2,1,0,0,0,1,3,0,4,1,3,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,joint,htf_slope,2022,6,2,4,0,0.3333333333333333,0.09677141021353453,0.7000066870052566,0.3333333333333333,0.14787681011567647,0.8872608606940589,-0.8506965573018686,132.02951949913867,152.02951949913864,1.2215133028122687,2.446356337616824,-1.0013629536348974,3.2466939252336493,-1.2416229022704826,2.3594330645395907,81.5,63.5,284.52256302873053,5,3,0,0,0,2,3,0,6,3,4,0,4,1,2,0,4,1,2,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
ETHUSDT,60,joint,htf_slope,2023,5,2,3,0,0.4,0.11762077314099711,0.7692757205908813,0.4,2.068115773743404,10.34057886871702,-0.2212035717352098,199.41397263925302,219.41397263925305,5.405478716907614,6.343893886132539,-0.7824029678493524,10.362909645909726,-1.071560659381366,1.292764231116576,88.8,106.0,320.366450680611,4,2,0,1,1,2,3,0,5,2,3,0,3,1,1,0,3,1,1,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
ETHUSDT,60,joint,htf_slope,2024,6,1,5,0,0.16666666666666666,0.030053369411815023,0.5635028250257673,0.16666666666666666,-0.1544995252427633,-0.9269971514565798,-1.0986197057690656,-101.04470929026117,-81.04470929026117,0.8358112752910851,4.7189273972603,-1.1291849097433762,4.7189273972603,-1.2133266275495949,4.4567503708849605,40.833333333333336,25.0,137.37906277076,6,5,0,0,0,4,4,0,6,5,5,0,4,3,3,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ETHUSDT,60,joint,htf_slope,2025,5,0,5,0,0.0,0.0,0.43448246865939283,0.0,-1.0614169293369091,-5.307084646684546,-1.0747782018659906,-314.9397686192234,-294.9397686192234,0.0,,-1.0614169293369091,-0.97945552525646,-1.1168554740152774,5.307084646684546,55.6,74.0,267.457621351238,4,4,0,0,0,4,5,1,5,4,5,0,5,4,5,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,joint,htf_slope,2026,2,0,2,0,0.0,0.0,0.6576197760453506,0.0,-1.094532791042712,-2.189065582085424,-1.094532791042712,-280.0400609155955,-260.0400609155955,0.0,,-1.094532791042712,-1.0537183856502246,-1.1353471964351995,2.189065582085424,17.0,17.0,260.040060915596,2,2,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,joint,take_4r,2021,5,1,4,0,0.2,0.03622410822563066,0.6244653729700049,0.2,-0.3971267295924894,-1.985633647962447,-0.6435131314229791,-118.7933342742426,-98.79333427424243,0.4069214867739898,1.3623777934936394,-0.8370028603640216,1.3623777934936394,-1.0694833452013588,3.3480114414560864,44.6,56.0,389.70175345658697,3,2,0,0,0,2,4,0,5,2,4,0,3,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,joint,take_4r,2022,10,4,6,0,0.4,0.1681803285264069,0.6873262320788047,0.4,0.6811648937026411,6.811648937026411,-0.7150082729041085,187.18179554977002,207.18179554977002,2.1678865332299706,3.1610266878473428,-0.9720763023938268,3.961179906542056,-1.2416229022704826,1.827005999823371,66.9,65.5,274.501620432273,5,4,0,0,0,3,5,0,10,4,6,0,8,2,4,0,8,2,4,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,joint,take_4r,2023,6,2,4,0,0.3333333333333333,0.09677141021353453,0.7000066870052566,0.3333333333333333,0.5081010439054163,3.048606263432498,-0.47850506042679863,39.95808192020001,59.95808192020002,1.9888391123034475,3.0658108580494714,-0.7707538631666111,3.8067435897435895,-1.071560659381366,2.0285707802349635,89.66666666666667,79.5,299.92481082105354,3,2,0,0,0,2,4,0,6,2,4,0,4,1,2,0,4,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,joint,take_4r,2024,11,3,8,0,0.2727272727272727,0.09746059213308628,0.5656453033189257,0.2727272727272727,0.01477376511666607,0.16251141628332677,-1.0690724637681162,8.28131149694592,28.28131149694592,1.0182105965840333,3.028838097313125,-1.115500359457006,3.9349757250268538,-1.2133266275495949,4.260596215972177,37.0,39.0,201.459931270113,9,8,0,0,0,7,7,0,11,8,8,0,8,5,5,0,4,1,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ETHUSDT,60,joint,take_4r,2025,8,0,8,0,0.0,0.0,0.3244075683414076,0.0,-1.0634830836282951,-8.507864669026361,-1.0665211664929874,-322.6640773748321,-302.6640773748321,0.0,,-1.0634830836282951,-0.97945552525646,-1.1168554740152774,8.507864669026361,41.625,25.0,305.3609934229595,7,7,0,0,0,7,8,1,8,7,8,0,7,6,7,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
