symbol,timeframe_min,arm,policy,fold,censored,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r,random_mean_net_bp,target_matched_net_bp,matched_n,excess_weeks,excess_mean_excess_bp,excess_ci_low_bp,excess_ci_high_bp,excess_p_one_sided,excess_minimum_p_resolution,later_excess_p_holm_36
ETHUSDT,15,joint,take_4r,all,0,112,28,84,0,0.25,0.17900299644282464,0.33757767734354566,0.25892857142857145,-0.17748067619719318,-19.877835734085636,-1.109227629534391,-15.475516071519134,4.524483928480859,0.7889190890080953,2.6533501816732286,-1.1210909621540002,3.922276853115054,-2.1300800000000937,39.28706873274905,14.508928571428571,9.5,112.1670418052895,76,67,1,0,0,49,66,5,109,64,81,2,76,33,48,1,56,17,28,3,34,6,8,0,21,1,1,0,0,0,0,0,0,0,0,0,-26.406653658086043,-15.475516071519134,112,96,10.931137586566667,-40.453673946213044,63.539816069409056,0.3411658834116588,9.999000099990002e-05,
ETHUSDT,15,joint,take_4r,earlier,0,54,17,37,0,0.3148148148148148,0.20679280588636495,0.4474344493243897,0.3148148148148148,0.01819795178170926,0.9826893962123,-1.07712727061836,4.81173707119209,24.811737071192084,1.0231472714363543,2.5550870120749805,-1.147399724569253,3.8910805300713514,-2.1300800000000937,22.285118090214326,14.333333333333334,6.625,104.39670393033451,36,30,0,0,0,20,27,1,51,27,34,2,35,11,18,1,28,7,11,2,17,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,-15.196951020427518,4.81173707119209,54,52,20.00868809161945,-57.315909818720954,100.06970631278459,0.3287671232876712,9.999000099990002e-05,
ETHUSDT,15,joint,take_4r,later,0,58,11,47,0,0.1896551724137931,0.10934251613206783,0.30852373975459213,0.20689655172413793,-0.35966422638444717,-20.860525130297937,-1.1239596570375592,-34.36364830783648,-14.363648307836499,0.5966474878179168,2.8052114437796116,-1.1003798087632695,3.922276853115054,-2.0886936416184967,23.470658543254984,14.672413793103448,10.875,112.862346146935,40,37,1,0,0,29,39,4,58,37,47,0,41,22,30,0,28,10,17,1,17,5,7,0,10,1,1,0,0,0,0,0,0,0,0,0,-36.84327335521639,-34.36364830783648,58,44,2.479625047379601,-61.0365503885264,74.99233978807294,0.46395360463953605,9.999000099990002e-05,1.0
ETHUSDT,15,ordinary,baseline,all,0,267,72,195,0,0.2696629213483146,0.2199768457073696,0.3258829332642529,0.2883895131086142,-0.07668834183149073,-20.475787269008023,-1.0906528799019586,-10.328182591697054,9.671817408302939,0.9026753749203504,2.6376487928806998,-1.0789051300329147,17.323333539221668,-2.0886936416184967,50.39770333377549,15.7687265917603,11.0,116.667734563551,222,157,5,13,1,114,152,8,262,152,190,4,176,70,104,2,132,34,60,3,88,14,20,0,60,8,8,0,32,2,2,0,4,0,0,0,-12.204860521290444,-10.328182591697054,267,164,1.8766779295931897,-36.90210294305619,42.123720516747845,0.4537546245375462,9.999000099990002e-05,
ETHUSDT,15,ordinary,baseline,earlier,0,145,38,107,0,0.2620689655172414,0.1972950489380823,0.33912443714725066,0.27586206896551724,-0.022984237428992842,-3.332714427203962,-1.0869777432712266,-12.807926946881357,7.192073053118647,0.9712240682528435,2.9600874830091817,-1.0823928858089056,17.323333539221668,-1.7391393939393636,37.91044285143278,15.362068965517242,9.5,112.150829788027,120,86,2,9,1,57,78,3,141,82,103,3,92,34,54,2,71,19,33,2,44,6,9,0,31,4,4,0,20,1,1,0,2,0,0,0,-11.500535752985794,-12.807926946881357,145,97,-1.30739119389575,-55.73972592958913,56.042910068926,0.5224477552244775,9.999000099990002e-05,
ETHUSDT,15,ordinary,baseline,later,0,122,34,88,0,0.2786885245901639,0.20681829970832086,0.364070336834448,0.30327868852459017,-0.14051699050659067,-17.143072841804063,-1.0956266659774667,-7.380945448240293,12.619054551759683,0.8187269834965014,2.2772761392076886,-1.0746643360780168,7.39237337576239,-2.0886936416184967,32.38406836102688,16.25204918032787,12.25,124.41711114898901,102,71,3,4,0,57,74,5,121,70,87,1,84,36,50,0,61,15,27,1,44,8,11,0,29,4,4,0,12,1,1,0,2,0,0,0,-13.04196782788203,-7.380945448240293,122,67,5.661022379641514,-50.006089076568244,64.10878443453468,0.42795720427957207,9.999000099990002e-05,1.0
ETHUSDT,15,ordinary,htf_slope,all,0,171,48,123,0,0.2807017543859649,0.21874152358970023,0.3522984318082968,0.30994152046783624,0.026244769745262856,4.4878556264399485,-1.0761341463414629,-0.34977139656558653,19.650228603434396,1.0339264754774316,2.8493680605132674,-1.0754618803105436,17.323333539221668,-2.0886936416184967,32.15809830441272,14.812865497076023,10.5,114.812611540749,146,100,5,10,1,74,97,7,169,98,121,1,114,46,66,0,88,24,40,1,63,13,16,0,44,6,6,0,24,1,1,0,4,0,0,0,-1.3946636820651581,-0.34977139656558653,171,125,1.0448922854993592,-47.66297891776577,52.00444845179106,0.4794520547945205,9.999000099990002e-05,
ETHUSDT,15,ordinary,htf_slope,earlier,0,90,30,60,0,0.3333333333333333,0.24453505217061955,0.4357768232239406,0.34444444444444444,0.269837710677665,24.285393960989847,-1.0404742589241094,19.438789020591592,39.43878902059159,1.3708562263322852,2.992335138390992,-1.0914110031789988,17.323333539221668,-1.7391393939393636,13.247876097721191,15.488888888888889,11.25,103.5424792754345,77,48,1,7,1,30,42,2,89,47,59,0,61,19,31,0,51,12,21,1,34,4,5,0,25,3,3,0,16,0,0,0,2,0,0,0,-0.5592174423622168,19.438789020591592,90,72,19.998006462953672,-47.45618264740674,89.688130636218,0.28647135286471354,9.999000099990002e-05,
ETHUSDT,15,ordinary,htf_slope,later,0,81,18,63,0,0.2222222222222222,0.14544607354992262,0.3241528631802822,0.2716049382716049,-0.24441405351296167,-19.797538334549895,-1.1074028447444593,-22.337060748962443,-2.3370607489624926,0.7036170253933565,2.611089597383725,-1.0602722394834432,7.39237337576239,-2.0886936416184967,25.783864676328253,14.061728395061728,9.5,121.92734477168901,69,52,4,3,0,44,55,5,80,51,62,1,53,27,35,0,37,12,19,0,29,9,11,0,19,3,3,0,8,1,1,0,2,0,0,0,-2.3229372817350886,-22.337060748962443,81,53,-20.01412346722765,-91.03979298523079,51.08400764868822,0.6803319668033196,9.999000099990002e-05,1.0
ETHUSDT,15,ordinary,take_4r,all,0,267,75,192,0,0.2808988764044944,0.23039087271620048,0.3376220877690015,0.29213483146067415,-0.06193467639129912,-16.536558596476866,-1.0906528799019586,-12.807797632578003,7.192202367421988,0.9209579655533,2.569008666316458,-1.0896469196365166,3.922276853115054,-2.0886936416184967,51.706312873946594,13.708801498127341,9.25,116.667734563551,178,154,3,0,0,111,149,8,262,149,187,4,176,67,101,2,132,31,57,3,88,11,17,0,60,5,5,0,0,0,0,0,0,0,0,0,-8.486711122037358,-12.807797632578003,267,164,-4.321086510540858,-37.43931454997814,27.84870884324747,0.5963403659634037,9.999000099990002e-05,
ETHUSDT,15,ordinary,take_4r,earlier,0,145,40,105,0,0.27586206896551724,0.20961118014538654,0.35368253863065174,0.2827586206896552,-0.08454524447482727,-12.259060448849954,-1.0869777432712266,-24.435523902311655,-4.43552390231165,0.893260379355698,2.56477700618208,-1.0938108637726969,3.917553429898878,-1.7391393939393636,32.23011920922856,12.979310344827587,8.0,112.150829788027,95,84,1,0,0,55,76,3,141,80,101,3,92,32,52,2,71,17,31,2,44,4,7,0,31,2,2,0,0,0,0,0,0,0,0,0,-12.392432221789031,-24.435523902311655,145,97,-12.043091680522831,-60.897241179217524,33.43904141157867,0.7036296370362963,9.999000099990002e-05,
ETHUSDT,15,ordinary,take_4r,later,0,122,35,87,0,0.28688524590163933,0.21409749373678513,0.37268415626736273,0.30327868852459017,-0.03506146022645008,-4.277498147626909,-1.0956266659774667,1.0120409666955905,21.012040966695572,0.9546693046899416,2.5738448493271755,-1.084621469816989,3.922276853115054,-2.0886936416184967,26.47009179902259,14.575819672131148,10.25,124.41711114898901,83,70,2,0,0,56,73,5,121,69,86,1,84,35,49,0,61,14,26,1,44,7,10,0,29,3,3,0,0,0,0,0,0,0,0,0,-3.844665552660374,1.0120409666955905,122,67,4.8567065193557575,-40.94905112620936,53.42045152472684,0.41985801419858015,9.999000099990002e-05,1.0
ETHUSDT,60,joint,baseline,all,0,44,11,33,0,0.25,0.14574213765542338,0.3944056648063223,0.25,0.5061933976604032,22.27250949705774,-1.0513977116750386,44.50672983126719,64.5067298312672,1.6823753171774622,4.992016894541831,-0.9890811013000729,17.45046124763703,-1.2416229022704826,15.71278497473304,62.34090909090909,51.0,288.694873627082,36,25,0,3,2,23,31,1,44,25,33,0,31,16,20,0,21,7,10,0,13,1,2,0,8,0,0,0,6,0,0,0,2,0,0,0,128.38712339307503,44.50672983126719,44,40,-83.88039356180802,-229.50528101506302,92.50183955284912,0.8278172182781722,9.999000099990002e-05,
ETHUSDT,60,joint,baseline,earlier,0,30,10,20,0,0.3333333333333333,0.19230497996726426,0.5121994849532198,0.3333333333333333,0.6151360628951271,18.454081886853814,-0.7562362456524359,118.93214316693484,138.9321431669349,1.9708769347576065,3.7461724592323113,-0.950382135273465,10.362909645909726,-1.2416229022704826,3.4188818562468266,69.96666666666667,56.5,288.694873627082,24,14,0,2,1,12,18,0,30,14,20,0,22,9,12,0,18,5,8,0,11,0,1,0,7,0,0,0,5,0,0,0,1,0,0,0,109.50657462288899,118.93214316693484,30,27,9.425568544045719,-190.9333122598641,248.04070081352148,0.46815318468153183,9.999000099990002e-05,
ETHUSDT,60,joint,baseline,later,0,14,1,13,0,0.07142857142857142,0.012722215106604151,0.31468704666737907,0.07142857142857142,0.2727448293002807,3.81842761020393,-1.0576183297769655,-114.97629874516348,-94.97629874516353,1.2801069680255672,17.45046124763703,-1.0486179721102384,17.45046124763703,-1.1353471964351995,13.6320336374331,46.0,29.0,300.906108384825,12,11,0,1,1,11,13,1,14,11,13,0,9,7,8,0,3,2,2,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,168.8454421863308,-114.97629874516348,14,13,-283.8217409314946,-436.0296968031701,-139.12904408590228,0.9993896484375,0.0001220703125,1.0
ETHUSDT,60,joint,htf_slope,all,0,28,6,22,0,0.21428571428571427,0.10212460273388577,0.3953858580886689,0.21428571428571427,0.0674479302294086,1.8885420464234408,-1.053777846314921,-44.21171966952632,-24.21171966952628,1.0867367465818103,3.943634273042111,-0.9896937996286009,10.362909645909726,-1.2416229022704826,11.952900599654932,60.464285714285715,48.0,317.44949979757297,23,17,0,1,1,15,20,1,28,17,22,0,18,10,12,0,11,4,5,0,8,1,2,0,5,0,0,0,3,0,0,0,1,0,0,0,13.767106720137852,-44.21171966952632,28,25,-57.97882638966433,-256.5785851900378,171.81452327274243,0.6887311268873113,9.999000099990002e-05,
ETHUSDT,60,joint,htf_slope,earlier,0,19,6,13,0,0.3157894736842105,0.15364378998470052,0.5398959249530334,0.3157894736842105,0.6086598502034551,11.564537153865649,-0.6533506036217327,79.9753103197731,99.97531031977317,1.9559626761025497,3.943634273042111,-0.9305591141836167,10.362909645909726,-1.2416229022704826,3.6521972956561664,70.0,56.0,320.32905396983705,15,9,0,1,1,7,11,0,19,9,13,0,12,5,6,0,10,3,4,0,7,0,1,0,5,0,0,0,3,0,0,0,1,0,0,0,10.286836764544315,79.9753103197731,19,17,69.68847355522878,-196.1949772652901,388.8183002925106,0.34366563343665635,9.999000099990002e-05,
ETHUSDT,60,joint,htf_slope,later,0,9,0,9,0,0.0,-2.7755575615628914e-17,0.299145051727044,0.0,-1.0751105674935784,-9.675995107442205,-1.0747782018659906,-306.3843385358251,-286.3843385358251,0.0,,-1.0751105674935784,-0.97945552525646,-1.1353471964351995,9.675995107442205,40.333333333333336,28.0,267.457621351238,8,8,0,0,0,8,9,1,9,8,9,0,6,5,6,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.11434329305754,-306.3843385358251,9,8,-327.4986818288831,-467.6381383487908,-169.40513815863292,1.0,0.00390625,1.0
ETHUSDT,60,joint,take_4r,all,0,44,11,33,0,0.25,0.14574213765542338,0.3944056648063223,0.25,0.009998689083176117,0.43994231965974917,-1.0513977116750386,-28.488766960401573,-8.48876696040155,1.0134787586444747,3.007238060232923,-0.9890811013000729,3.961179906542056,-1.2416229022704826,15.712784974733044,53.29545454545455,42.0,288.694873627082,29,25,0,0,0,23,31,1,44,25,33,0,31,16,20,0,21,7,10,0,13,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,11.862992841971742,-28.488766960401573,44,40,-40.35175980237353,-175.86540674195174,122.99113249826588,0.6951304869513049,9.999000099990002e-05,
ETHUSDT,60,joint,take_4r,earlier,0,30,10,20,0,0.3333333333333333,0.19230497996726426,0.5121994849532198,0.3333333333333333,0.34056592824840076,10.216977847452023,-0.7562362456524359,74.37914280030697,94.37914280030704,1.5375194602386004,2.922462055292133,-0.950382135273465,3.961179906542056,-1.2416229022704826,3.3635074916430896,59.53333333333333,53.0,288.694873627082,18,14,0,0,0,12,18,0,30,14,20,0,22,9,12,0,18,5,8,0,11,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,47.746095551302524,74.37914280030697,30,27,26.633047249004328,-169.80994265735453,242.34587860147178,0.40535946405359463,9.999000099990002e-05,
ETHUSDT,60,joint,take_4r,later,0,14,1,13,0,0.07142857142857142,0.012722215106604151,0.31468704666737907,0.07142857142857142,-0.6983596805565909,-9.777035527792274,-1.0576183297769655,-248.9200021619199,-228.92000216191997,0.28278965649374077,3.854998109640826,-1.0486179721102384,3.854998109640826,-1.1353471964351995,13.6320336374331,39.92857142857143,25.0,300.906108384825,11,11,0,0,0,11,13,1,14,11,13,0,9,7,8,0,3,2,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-65.0293701065942,-248.9200021619199,14,13,-183.89063205532605,-329.7747872374753,-59.805695720090995,0.994873046875,0.0001220703125,1.0
ETHUSDT,60,ordinary,baseline,all,0,105,22,83,0,0.20952380952380953,0.14263552733800833,0.29691627004714577,0.20952380952380953,0.14754102765726237,15.491807904012548,-1.0582641311199843,-7.586497457773605,12.413502542226398,1.1863595455900897,4.48274576076203,-1.0015493835271339,18.017780202649984,-1.2416229022704826,25.060319612784248,52.63809523809524,30.0,256.12971745618904,89,67,0,7,3,59,75,2,104,66,82,1,61,29,39,0,40,12,18,0,25,2,3,0,16,0,0,0,13,0,0,0,5,0,0,0,78.61215389228275,-7.586497457773605,105,77,-86.19865135005661,-164.84254407002823,-1.1459886108002462,0.9756024397560243,9.999000099990002e-05,
ETHUSDT,60,ordinary,baseline,earlier,0,66,16,50,0,0.24242424242424243,0.15509184885760655,0.3580912869960259,0.24242424242424243,0.12270144531440863,8.09829539075097,-1.0541409897055494,16.96720136269008,36.96720136269008,1.1664763682319144,3.5464756561997333,-0.9729063021688954,10.362909645909726,-1.2416229022704826,9.93568106039516,57.28787878787879,39.0,267.8064442088425,55,39,0,4,1,34,45,1,65,38,49,1,39,16,23,0,29,8,13,0,18,1,2,0,12,0,0,0,9,0,0,0,3,0,0,0,87.82935951809776,16.96720136269008,66,48,-70.86215815540788,-159.25818331168125,16.369607456308216,0.9403059694030597,9.999000099990002e-05,
ETHUSDT,60,ordinary,baseline,later,0,39,6,33,0,0.15384615384615385,0.07247472334686095,0.29729463780372695,0.15384615384615385,0.18957724392978412,7.39351251326158,-1.0625709398054122,-49.13891084625062,-29.138910846250628,1.2144085978694041,6.979466039594823,-1.0449479916456774,18.017780202649984,-1.213129197495734,23.208968785202302,44.76923076923077,21.0,253.091137744674,34,28,0,3,2,25,30,1,39,28,33,0,22,13,16,0,11,4,5,0,7,1,1,0,4,0,0,0,4,0,0,0,2,0,0,0,63.0138059101343,-49.13891084625062,39,29,-112.15271675638523,-261.8088905395051,80.7289373428671,0.8768123187681232,9.999000099990002e-05,1.0
ETHUSDT,60,ordinary,htf_slope,all,0,60,15,45,0,0.25,0.15776522471268753,0.3723207018044261,0.25,0.35063795507170553,21.038277304302333,-1.0604933756522992,62.98649936026491,82.9864993602649,1.458243080408868,4.463267585018921,-1.0202385882440332,14.447197356426582,-1.2416229022704826,12.532013899869341,58.36666666666667,35.5,264.5398141457615,53,38,0,5,2,32,39,2,59,37,44,1,35,16,20,0,22,6,7,0,18,2,3,0,12,0,0,0,10,0,0,0,4,0,0,0,97.60695499171628,62.98649936026491,60,51,-34.62045563145156,-157.27816887357864,108.77059107703296,0.6741325867413258,9.999000099990002e-05,
ETHUSDT,60,ordinary,htf_slope,earlier,0,41,11,30,0,0.2682926829268293,0.1569496397965945,0.4193353323249267,0.2682926829268293,0.32507066485742864,13.327897259154573,-1.0544446724314809,81.02831660863298,101.028316608633,1.4475847035753104,3.9186610528304344,-0.9925791440660069,10.362909645909726,-1.2416229022704826,9.311366334159043,61.48780487804878,32.0,248.716072087624,35,24,0,3,1,20,26,1,40,23,29,1,24,10,13,0,17,5,6,0,13,1,2,0,9,0,0,0,7,0,0,0,3,0,0,0,77.60577550724955,81.02831660863298,41,34,3.422541101383252,-143.98628418406065,169.91448044661172,0.47895210478952105,9.999000099990002e-05,
ETHUSDT,60,ordinary,htf_slope,later,0,19,4,15,0,0.21052631578947367,0.08507676573617337,0.43334278630883716,0.21052631578947367,0.40580947606040824,7.710380045147756,-1.0625709398054122,24.05415687694437,44.054156876944354,1.477915264898771,5.960935548537262,-1.075557476600086,14.447197356426582,-1.1353471964351995,10.498958396252018,51.63157894736842,43.0,267.457621351238,18,14,0,2,1,12,13,1,19,14,15,0,11,6,7,0,5,1,1,0,5,1,1,0,3,0,0,0,3,0,0,0,1,0,0,0,140.7673949318813,24.05415687694437,19,17,-116.71323805493721,-338.6732199833408,208.80584699677536,0.7468253174682532,9.999000099990002e-05,1.0
ETHUSDT,60,ordinary,take_4r,all,0,105,22,83,0,0.20952380952380953,0.14263552733800833,0.29691627004714577,0.20952380952380953,-0.20005678120460346,-21.005962026483363,-1.0582641311199843,-67.45253044489687,-47.452530444896844,0.7473076375466688,2.823756218466762,-1.0015493835271339,3.961179906542056,-1.2416229022704826,28.82156937125314,44.25714285714286,24.0,256.12971745618904,75,67,0,0,0,59,75,2,104,66,82,1,61,29,39,0,40,12,18,0,25,2,3,0,16,0,0,0,0,0,0,0,0,0,0,0,19.584536716581656,-67.45253044489687,105,77,-87.03706716147879,-172.14018910446768,1.0946158561397432,0.9763023697630236,9.999000099990002e-05,
ETHUSDT,60,ordinary,take_4r,earlier,0,66,16,50,0,0.24242424242424243,0.15509184885760655,0.3580912869960259,0.24242424242424243,-0.049644599835575356,-3.2765435891479737,-1.0541409897055494,-21.565055149659177,-1.5650551496591503,0.9326442108177612,2.835548219956049,-0.9729063021688954,3.961179906542056,-1.2416229022704826,9.321757009762244,48.84848484848485,31.5,267.8064442088425,45,39,0,0,0,34,45,1,65,38,49,1,39,16,23,0,29,8,13,0,18,1,2,0,12,0,0,0,0,0,0,0,0,0,0,0,27.503316802191637,-21.565055149659177,66,48,-49.06837195185103,-164.26763642863173,75.09033957935698,0.7718228177182281,9.999000099990002e-05,
ETHUSDT,60,ordinary,take_4r,later,0,39,6,33,0,0.15384615384615385,0.07247472334686095,0.29729463780372695,0.15384615384615385,-0.4546004727521894,-17.729418437335386,-1.0625709398054122,-145.1082578676068,-125.10825786760677,0.4858546947245087,2.792310881161995,-1.0449479916456774,3.923553831598865,-1.213129197495734,21.580012357834214,36.48717948717949,20.0,253.091137744674,30,28,0,0,0,25,30,1,39,28,33,0,22,13,16,0,11,4,5,0,7,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,6.183524264010928,-145.1082578676068,39,29,-151.29178213161805,-232.9654559942329,-54.18607247323681,0.997000299970003,9.999000099990002e-05,1.0
