fold,minutes,cohort,arm,month,capital_sleeves,start_equity,end_equity,initial_capital_change_bp,net_pct
audit_pre,60,high_vol,exit_chandelier,2026-02,215,1.002743196306714,1.0103697289931917,76.26532686477728,0.7605668843795321
audit_pre,60,high_vol,exit_chandelier,2026-03,215,1.0103697289931917,1.0178689214120846,74.99192418892963,0.7422225947293359
audit_pre,60,high_vol,exit_chandelier,2026-04,215,1.0178689214120846,1.013731022003639,-41.378994084455556,-0.4065257639171316
audit_pre,60,high_vol,exit_chandelier,2026-05,215,1.013731022003639,1.0127145547523118,-10.164672513273132,-0.10026991670021301
audit_pre,60,high_vol,exit_fixed3r,2026-01,215,1.0,1.0083122003281215,83.12200328121521,0.8312200328121522
audit_pre,60,high_vol,exit_fixed3r,2026-02,215,1.0083122003281215,1.01589733947745,75.85139149328457,0.7522609710425066
audit_pre,60,high_vol,exit_fixed3r,2026-03,215,1.01589733947745,1.017897700274595,20.00360797145051,0.19690580134543723
audit_pre,60,high_vol,exit_fixed3r,2026-04,215,1.017897700274595,1.0190103108113668,11.126105367718075,0.10930475002268736
audit_pre,60,high_vol,exit_fixed3r,2026-05,215,1.0190103108113668,1.0185674303986632,-4.428804127036834,-0.04346181859053999
audit_pre,60,high_vol,exit_sma60,2026-01,215,1.0,1.0103954474307573,103.95447430757265,1.0395447430757265
audit_pre,60,high_vol,exit_sma60,2026-02,215,1.0103954474307573,1.0193035408554836,89.08093424726316,0.8816442559572035
audit_pre,60,high_vol,exit_sma60,2026-03,215,1.0193035408554836,1.0264783381748652,71.74797319381642,0.7038921216107941
audit_pre,60,high_vol,exit_sma60,2026-04,215,1.0264783381748652,1.2053062103496082,1788.2787217474295,17.421494981833586
audit_pre,60,high_vol,exit_sma60,2026-05,215,1.2053062103496082,1.2031097596400284,-21.964507095797448,-0.18223175909320988
audit_pre,60,high_vol,gate_box_break,2026-01,215,1.0,1.000768698573742,7.68698573742066,0.0768698573742066
audit_pre,60,high_vol,gate_box_break,2026-02,215,1.000768698573742,1.0016113624833094,8.426639095673316,0.08420166525673345
audit_pre,60,high_vol,gate_box_break,2026-03,215,1.0016113624833094,1.007073197139202,54.61834655892561,0.5453047819216961
audit_pre,60,high_vol,gate_box_break,2026-04,215,1.007073197139202,1.0060195891272794,-10.536080119225577,-0.10462079766551113
audit_pre,60,high_vol,gate_box_break,2026-05,215,1.0060195891272794,1.0050048017435158,-10.147873837635935,-0.10087153319190412
audit_pre,240,all_core,base,2026-01,215,1.0,1.0163387663118948,163.38766311894793,1.6338766311894792
audit_pre,240,all_core,base,2026-02,215,1.0163387663118948,1.0100504543328621,-62.88311979032679,-0.6187220430301843
audit_pre,240,all_core,base,2026-03,215,1.0100504543328621,0.9882584742593004,-217.91980073561757,-2.1575140113129665
audit_pre,240,all_core,base,2026-04,215,0.9882584742593004,0.9782271183630157,-100.31355896284677,-1.0150538707804357
audit_pre,240,all_core,base,2026-05,215,0.9782271183630157,0.9755409192630471,-26.861990999685894,-0.27459871532325986
audit_pre,240,all_core,exit_chandelier,2026-01,215,1.0,1.0023758831556955,23.758831556954796,0.23758831556954796
audit_pre,240,all_core,exit_chandelier,2026-02,215,1.0023758831556955,0.9974943276647551,-48.815554909403815,-0.4869984975668151
audit_pre,240,all_core,exit_chandelier,2026-03,215,0.9974943276647551,0.9872412186817453,-102.53108983009795,-1.0278864449298153
audit_pre,240,all_core,exit_chandelier,2026-04,215,0.9872412186817453,0.9894828986814356,22.416799996902714,0.22706507358793981
audit_pre,240,all_core,exit_chandelier,2026-05,215,0.9894828986814356,0.9853346837296622,-41.482149517734214,-0.41923058572322924
audit_pre,240,all_core,exit_fixed3r,2026-01,215,1.0,1.0206389930293291,206.38993029329146,2.0638993029329145
audit_pre,240,all_core,exit_fixed3r,2026-02,215,1.0206389930293291,1.0107379252057573,-99.01067823571807,-0.9700852006628402
audit_pre,240,all_core,exit_fixed3r,2026-03,215,1.0107379252057573,0.9916017940595492,-191.36131146208157,-1.8932831814253537
audit_pre,240,all_core,exit_fixed3r,2026-04,215,0.9916017940595492,0.9926819678865837,10.80173827034514,0.10893221790295726
audit_pre,240,all_core,exit_fixed3r,2026-05,215,0.9926819678865837,0.9878184617737197,-48.63506112864013,-0.4899359785106583
audit_pre,240,all_core,exit_sma60,2026-01,215,1.0,1.009869948225507,98.69948225506909,0.9869948225506908
audit_pre,240,all_core,exit_sma60,2026-02,215,1.009869948225507,1.0015503907166987,-83.19557508808195,-0.823824644294735
audit_pre,240,all_core,exit_sma60,2026-03,215,1.0015503907166987,0.981836514191667,-197.1387652503176,-1.9683359626992636
audit_pre,240,all_core,exit_sma60,2026-04,215,0.981836514191667,0.9713671509329056,-104.69363258761355,-1.0663041257312211
audit_pre,240,all_core,exit_sma60,2026-05,215,0.9713671509329056,0.9673633513130583,-40.037996198473145,-0.41218190423693013
audit_pre,240,all_core,signal5,2026-01,215,1.0,1.0200900944693219,200.9009446932186,2.009009446932186
audit_pre,240,all_core,signal5,2026-02,215,1.0200900944693219,1.00922047838222,-108.69616087101797,-1.0655545177856496
audit_pre,240,all_core,signal5,2026-03,215,1.00922047838222,0.9801758106917089,-290.4466769051117,-2.8779308696816885
audit_pre,240,all_core,signal5,2026-04,215,0.9801758106917089,0.9667116000882862,-134.64210603422734,-1.3736526097212098
audit_pre,240,all_core,signal5,2026-05,215,0.9667116000882862,0.9617833044081392,-49.28295680146966,-0.509799994093052
audit_pre,240,high_vol,base,2026-01,215,1.0,1.009541046976005,95.41046976005107,0.9541046976005108
audit_pre,240,high_vol,base,2026-02,215,1.009541046976005,1.0066422993978599,-28.987475781452332,-0.28713518750209666
audit_pre,240,high_vol,base,2026-03,215,1.0066422993978599,0.9982510292052912,-83.91270192568689,-0.833590064473555
audit_pre,240,high_vol,base,2026-04,215,0.9982510292052912,1.005240112254883,69.89083049591893,0.7001328168082077
audit_pre,240,high_vol,base,2026-05,215,1.005240112254883,1.0030708746425414,-21.69237612341668,-0.21579298178578954
audit_pre,240,high_vol,exit_chandelier,2026-01,215,1.0,1.0046142559606104,46.1425596061038,0.46142559606103806
audit_pre,240,high_vol,exit_chandelier,2026-02,215,1.0046142559606104,1.0026910637786084,-19.23192182001987,-0.19143588403123246
audit_pre,240,high_vol,exit_chandelier,2026-03,215,1.0026910637786084,0.9998586065380293,-28.324572405791226,-0.28248553746007543
audit_pre,240,high_vol,exit_chandelier,2026-04,215,0.9998586065380293,1.0069740643990719,71.15457861042617,0.71164640825363
audit_pre,240,high_vol,exit_chandelier,2026-05,215,1.0069740643990719,1.0047313206993944,-22.42743699677474,-0.222721098682499
audit_pre,240,high_vol,exit_fixed3r,2026-01,215,1.0,1.0138000660940039,138.00066094003859,1.380006609400386
audit_pre,240,high_vol,exit_fixed3r,2026-02,215,1.0138000660940039,1.012062548424943,-17.375176690608285,-0.17138662021942697
audit_pre,240,high_vol,exit_fixed3r,2026-03,215,1.012062548424943,1.0086084001739424,-34.541482510006546,-0.3412979026223506
audit_pre,240,high_vol,exit_fixed3r,2026-04,215,1.0086084001739424,1.0144731126885533,58.64712514610959,0.5814657614986674
audit_pre,240,high_vol,exit_fixed3r,2026-05,215,1.0144731126885533,1.0120246342559496,-24.484784326037623,-0.24135468963931705
audit_pre,240,high_vol,exit_sma60,2026-01,215,1.0,1.005761276893018,57.61276893017975,0.5761276893017975
audit_pre,240,high_vol,exit_sma60,2026-02,215,1.005761276893018,1.0035203864439608,-22.408904490571757,-0.22280540129558934
audit_pre,240,high_vol,exit_sma60,2026-03,215,1.0035203864439608,0.9979111820875642,-56.092043563965575,-0.5589527061102495
audit_pre,240,high_vol,exit_sma60,2026-04,215,0.9979111820875642,1.0004337832183186,25.226011307543097,0.25278814147338124
audit_pre,240,high_vol,exit_sma60,2026-05,215,1.0004337832183186,0.998330533856789,-21.032493615295024,-0.21023374028449338
audit_pre,240,high_vol,signal5,2026-01,215,1.0,1.0130788679983307,130.7886799833069,1.307886799833069
audit_pre,240,high_vol,signal5,2026-02,215,1.0130788679983307,1.0078900452982886,-51.88822700042061,-0.5121834897508282
audit_pre,240,high_vol,signal5,2026-03,215,1.0078900452982886,0.9962682019479816,-116.21843350307026,-1.1530864308583855
audit_pre,240,high_vol,signal5,2026-04,215,0.9962682019479816,1.004237658731395,79.69456783413432,0.7999308587618215
audit_pre,240,high_vol,signal5,2026-05,215,1.004237658731395,0.9996578766183692,-45.79782113025787,-0.4560456454910544
audit_seen,60,all_core,base,2026-05,215,1.0,1.0095620608210394,95.62060821039387,0.9562060821039386
audit_seen,60,all_core,base,2026-06,215,1.0095620608210394,0.9993896989381612,-101.72361882878178,-1.007601442015893
audit_seen,60,all_core,base,2026-07,215,0.9993896989381612,0.9836560447761068,-157.33654162054412,-1.5743262291747828
audit_seen,60,all_core,exit_chandelier,2026-05,215,1.0,0.990042547312537,-99.57452687462953,-0.9957452687462953
audit_seen,60,all_core,exit_chandelier,2026-06,215,0.990042547312537,0.9719000114440582,-181.42535868478805,-1.8325006251222797
audit_seen,60,all_core,exit_chandelier,2026-07,215,0.9719000114440582,0.9684697365664051,-34.302748776531274,-0.35294524511388925
audit_seen,60,all_core,exit_fixed3r,2026-05,215,1.0,1.01266725785467,126.67257854670044,1.2667257854670044
audit_seen,60,all_core,exit_fixed3r,2026-06,215,1.01266725785467,1.006672342942927,-59.94914911743088,-0.591992568659061
audit_seen,60,all_core,exit_fixed3r,2026-07,215,1.006672342942927,0.9933628831517515,-133.09459791175482,-1.3221243122927495
audit_seen,60,all_core,exit_sma60,2026-05,215,1.0,1.0008637289243811,8.637289243811352,0.08637289243811352
audit_seen,60,all_core,exit_sma60,2026-06,215,1.0008637289243811,0.992802126723782,-80.6160220059915,-0.8054645170589736
audit_seen,60,all_core,exit_sma60,2026-07,215,0.992802126723782,0.9831709107589697,-96.31215964812311,-0.9701042841835039
audit_seen,60,all_core,gate_box_break,2026-05,215,1.0,0.9989193168347679,-10.806831652321325,-0.10806831652321325
audit_seen,60,all_core,gate_box_break,2026-06,215,0.9989193168347679,1.001474016516315,25.5469968154709,0.25574634892857606
audit_seen,60,all_core,gate_box_break,2026-07,215,1.001474016516315,0.9989341988023315,-25.398177139834832,-0.25360794909271567
audit_seen,60,high_vol,base,2026-05,215,1.0,0.9982433896808168,-17.566103191831715,-0.17566103191831717
audit_seen,60,high_vol,base,2026-06,215,0.9982433896808168,0.9862083089145035,-120.35080766313322,-1.20562589151344
audit_seen,60,high_vol,base,2026-07,215,0.9862083089145035,0.9859433736422868,-2.649352722167153,-0.026864027591522177
audit_seen,60,high_vol,exit_chandelier,2026-05,215,1.0,0.9967110715109752,-32.88928489024845,-0.3288928489024845
audit_seen,60,high_vol,exit_chandelier,2026-06,215,0.9967110715109752,0.9914577509033428,-52.53320607632395,-0.527065541638716
audit_seen,60,high_vol,exit_chandelier,2026-07,215,0.9914577509033428,0.9926567928905627,11.990419872199842,0.12093727505055885
audit_seen,60,high_vol,exit_fixed3r,2026-05,215,1.0,1.000663058677265,6.63058677264905,0.0663058677264905
audit_seen,60,high_vol,exit_fixed3r,2026-06,215,1.000663058677265,0.9918895784796522,-87.73480197612705,-0.8767666720114531
audit_seen,60,high_vol,exit_fixed3r,2026-07,215,0.9918895784796522,0.9904567161191633,-14.328623604888957,-0.14445785010516188
audit_seen,60,high_vol,exit_sma60,2026-05,215,1.0,0.9967110093811163,-32.889906188836584,-0.3288990618883658
audit_seen,60,high_vol,exit_sma60,2026-06,215,0.9967110093811163,0.9890719094023942,-76.39099978722142,-0.7664307815226645
audit_seen,60,high_vol,exit_sma60,2026-07,215,0.9890719094023942,0.990249709826576,11.778004241818074,0.11908137446683398
audit_seen,60,high_vol,gate_box_break,2026-05,215,1.0,0.9973491003263478,-26.508996736521738,-0.2650899673652174
audit_seen,60,high_vol,gate_box_break,2026-06,215,0.9973491003263478,0.9981620816415068,8.129813151589449,0.08151421752853327
audit_seen,60,high_vol,gate_box_break,2026-07,215,0.9981620816415068,0.999530577121601,13.684954800942117,0.13710152942734144
audit_seen,240,all_core,base,2026-05,215,1.0,0.9994662357912288,-5.3376420877115915,-0.053376420877115915
audit_seen,240,all_core,base,2026-06,215,0.9994662357912288,0.9986791727183755,-7.870630728533667,-0.07874834033090305
audit_seen,240,all_core,base,2026-07,215,0.9986791727183755,0.9684896446917622,-301.8952802661323,-3.022945591669668
audit_seen,240,all_core,exit_chandelier,2026-05,215,1.0,1.0118734950216344,118.73495021634372,1.1873495021634373
audit_seen,240,all_core,exit_chandelier,2026-06,215,1.0118734950216344,1.0103405085598176,-15.329864618167655,-0.15149981389560585
audit_seen,240,all_core,exit_chandelier,2026-07,215,1.0103405085598176,0.9977519998856154,-125.88508674202248,-1.245966935656817
audit_seen,240,all_core,exit_fixed3r,2026-05,215,1.0,1.008963535974354,89.63535974354065,0.8963535974354064
audit_seen,240,all_core,exit_fixed3r,2026-06,215,1.008963535974354,1.0087641682455954,-1.9936772875861486,-0.019759656484130694
audit_seen,240,all_core,exit_fixed3r,2026-07,215,1.0087641682455954,0.9876846102777349,-210.7955796786054,-2.089641824265165
audit_seen,240,all_core,exit_sma60,2026-05,215,1.0,1.0016995924577323,16.99592457732324,0.1699592457732324
audit_seen,240,all_core,exit_sma60,2026-06,215,1.0016995924577323,1.0004109899829075,-12.886024748248737,-0.1286416091737852
audit_seen,240,all_core,exit_sma60,2026-07,215,1.0004109899829075,0.9792310073030608,-211.79982679846665,-2.1171281495226846
audit_seen,240,all_core,signal5,2026-05,215,1.0,1.0012951739354814,12.951739354813974,0.12951739354813974
audit_seen,240,all_core,signal5,2026-06,215,1.0012951739354814,1.054720453035817,534.2527910033557,5.335617357502409
audit_seen,240,all_core,signal5,2026-07,215,1.054720453035817,1.00204771672809,-526.7273630772706,-4.993999704482677
audit_seen,240,high_vol,base,2026-05,215,1.0,0.9984794285732218,-15.205714267781945,-0.15205714267781945
audit_seen,240,high_vol,base,2026-06,215,0.9984794285732218,0.9947714409385772,-37.07987634644638,-0.371363448112616
audit_seen,240,high_vol,base,2026-07,215,0.9947714409385772,0.990286484385423,-44.849565531541735,-0.45085296667971564
audit_seen,240,high_vol,exit_chandelier,2026-05,215,1.0,0.997707377270543,-22.926227294569614,-0.22926227294569612
audit_seen,240,high_vol,exit_chandelier,2026-06,215,0.997707377270543,0.9925493973300838,-51.579799404591895,-0.5169832415763076
audit_seen,240,high_vol,exit_chandelier,2026-07,215,0.9925493973300838,0.9886860922911933,-38.63305038890541,-0.38923050573429485
audit_seen,240,high_vol,exit_fixed3r,2026-05,215,1.0,0.9973276172510291,-26.723827489708583,-0.26723827489708585
audit_seen,240,high_vol,exit_fixed3r,2026-06,215,0.9973276172510291,0.9946824190056679,-26.451982453612466,-0.2652286169165019
audit_seen,240,high_vol,exit_fixed3r,2026-07,215,0.9946824190056679,0.991423724865483,-32.586941401848705,-0.32761151478302164
audit_seen,240,high_vol,exit_sma60,2026-05,215,1.0,0.9973913088386909,-26.08691161309129,-0.2608691161309129
audit_seen,240,high_vol,exit_sma60,2026-06,215,0.9973913088386909,0.9932455194479997,-41.457893906912126,-0.4156632761837864
audit_seen,240,high_vol,exit_sma60,2026-07,215,0.9932455194479997,0.9898958194519422,-33.49699996057498,-0.33724793421863186
audit_seen,240,high_vol,signal5,2026-05,215,1.0,1.0015328716997922,15.328716997922154,0.15328716997922154
audit_seen,240,high_vol,signal5,2026-06,215,1.0015328716997922,1.0518760267198937,503.4315502010145,5.026610353253758
audit_seen,240,high_vol,signal5,2026-07,215,1.0518760267198937,1.0277315862417038,-241.44440478189867,-2.295369403320313
external_recent,60,all_core,base,2026-07,215,1.0,0.979458609294401,-205.41390705599017,-2.0541390705599016
external_recent,60,all_core,base,2026-08,215,0.979458609294401,0.9837757000642153,43.170907698143466,0.4407629611755004
external_recent,60,all_core,exit_chandelier,2026-07,215,1.0,0.9903475519221492,-96.52448077850818,-0.9652448077850817
external_recent,60,all_core,exit_chandelier,2026-08,215,0.9903475519221492,0.9843978515472261,-59.497003749230394,-0.6007689283802797
external_recent,60,all_core,exit_fixed3r,2026-07,215,1.0,0.9888299702712682,-111.70029728731822,-1.1170029728731823
external_recent,60,all_core,exit_fixed3r,2026-08,215,0.9888299702712682,0.9810099807858543,-78.19989485413848,-0.7908325718797293
external_recent,60,all_core,exit_sma60,2026-07,215,1.0,0.9838287417755154,-161.7125822448462,-1.617125822448462
external_recent,60,all_core,exit_sma60,2026-08,215,0.9838287417755154,0.9893767937348323,55.480519593169575,0.5639245657028003
external_recent,60,all_core,gate_box_break,2026-07,215,1.0,0.9942975533442037,-57.024466557963336,-0.5702446655796334
external_recent,60,all_core,gate_box_break,2026-08,215,0.9942975533442037,1.0003069381404879,60.09384796284212,0.6043849525800837
external_recent,60,high_vol,base,2026-07,215,1.0,0.9924538171845888,-75.46182815411196,-0.7546182815411195
external_recent,60,high_vol,base,2026-08,215,0.9924538171845888,0.9949450525440784,24.912353594895855,0.25101776186995384
external_recent,60,high_vol,exit_chandelier,2026-07,215,1.0,0.9974250480969928,-25.74951903007161,-0.2574951903007161
external_recent,60,high_vol,exit_chandelier,2026-08,215,0.9974250480969928,0.9959829053791517,-14.42142717841155,-0.14458657526122964
external_recent,60,high_vol,exit_fixed3r,2026-07,215,1.0,0.996124613534536,-38.75386465464037,-0.3875386465464037
external_recent,60,high_vol,exit_fixed3r,2026-08,215,0.996124613534536,0.9931017090142555,-30.22904520280423,-0.30346650200262504
external_recent,60,high_vol,exit_sma60,2026-07,215,1.0,0.9953915528758879,-46.08447124112125,-0.4608447124112125
external_recent,60,high_vol,exit_sma60,2026-08,215,0.9953915528758879,0.9955575052628062,1.6595238691829994,0.01667207104971702
external_recent,60,high_vol,gate_box_break,2026-07,215,1.0,0.9994823813338786,-5.176186661214333,-0.051761866612143326
external_recent,60,high_vol,gate_box_break,2026-08,215,0.9994823813338786,0.9960237941855843,-34.585871482942785,-0.34603783046965875
external_recent,240,all_core,base,2026-07,215,1.0,0.9868032406025649,-131.96759397435142,-1.3196759397435143
external_recent,240,all_core,base,2026-08,215,0.9868032406025649,0.9808161265702817,-59.871140322831366,-0.6067181162302648
external_recent,240,all_core,exit_chandelier,2026-07,215,1.0,0.9870495328090337,-129.50467190966265,-1.2950467190966264
external_recent,240,all_core,exit_chandelier,2026-08,215,0.9870495328090337,0.9869708305732414,-0.7870223579231617,-0.007973483921153157
external_recent,240,all_core,exit_fixed3r,2026-07,215,1.0,0.9907139880890878,-92.86011910912163,-0.9286011910912162
external_recent,240,all_core,exit_fixed3r,2026-08,215,0.9907139880890878,0.9930831362416171,23.6914815252931,0.23913542970146473
external_recent,240,all_core,exit_sma60,2026-07,215,1.0,0.9862697249083394,-137.30275091660582,-1.3730275091660582
external_recent,240,all_core,exit_sma60,2026-08,215,0.9862697249083394,0.9837035583795477,-25.661665287917135,-0.26018912108756176
external_recent,240,all_core,signal5,2026-07,215,1.0,0.9896359547287789,-103.64045271221146,-1.0364045271221145
external_recent,240,all_core,signal5,2026-08,215,0.9896359547287789,0.9824369189917972,-71.99035736981662,-0.7274428240589326
external_recent,240,high_vol,base,2026-07,215,1.0,0.994812396819513,-51.87603180487055,-0.5187603180487055
external_recent,240,high_vol,base,2026-08,215,0.994812396819513,0.9936687357974011,-11.436610221118304,-0.1149624819481776
external_recent,240,high_vol,exit_chandelier,2026-07,215,1.0,0.996218298049519,-37.81701950480998,-0.3781701950480998
external_recent,240,high_vol,exit_chandelier,2026-08,215,0.996218298049519,0.9973963236684568,11.780256189377614,0.11824974719338854
external_recent,240,high_vol,exit_fixed3r,2026-07,215,1.0,0.9954329455506736,-45.67054449326369,-0.4567054449326369
external_recent,240,high_vol,exit_fixed3r,2026-08,215,0.9954329455506736,0.9979441694539957,25.11223903322035,0.2522745419012429
external_recent,240,high_vol,exit_sma60,2026-07,215,1.0,0.9950189327533687,-49.81067246631277,-0.49810672466312766
external_recent,240,high_vol,exit_sma60,2026-08,215,0.9950189327533687,0.9953470133200203,3.2808056665156737,0.03297229387824174
external_recent,240,high_vol,signal5,2026-07,215,1.0,0.9941604489260845,-58.395510739155384,-0.5839551073915539
external_recent,240,high_vol,signal5,2026-08,215,0.9941604489260845,0.9930306983890046,-11.297505370798655,-0.11363865242277615
