stream_key,venue,symbol,asset,timeframe_min,local_i,signal_i,signal_bar_open,side,base_asset,scheduled_open_utc,v9_bundle_allowed,v9_bundle_reasons,v8,v9,strategy_version,asset_type,signal_atr_pct,reference_price,reference_initial_stop,reference_initial_risk,reference_cost_r,risk_basis,available_at,event_key,reference_risk_fraction,atr_fraction,risk_atr,volume_ratio,expansion,body_fraction,close_location,rope_width_atr,past_width_atr,rope_distance_atr,breakout20_atr,momentum20_atr,momentum60_atr,trend_slope20_atr,trend_alignment,atr_relative100,volatility_ratio20_100,efficiency20,prior_range20_atr,volume_trend20,entry_i,entry_time,valid_entry,censored,label_gt10,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,mfe_r,exit_time_precision,quarter,bucket,cohort,pair_id,episode_id,repeat,visual_id,sheet_no,sheet_position,rank
binance_240m_6fe148c017edb3ea,binance,XRPUSDT,XRP,240,463,2605,2024-11-06 04:00:00+00:00,1,XRP,2024-11-06 08:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0173872686385501,0.5364,0.5038,0.0325999999999999,0.0329079754601227,confirmation_close_reference_not_fill,2024-11-06 08:00:00+00:00,binance_240m_6fe148c017edb3ea:2605:1,0.0607755406413123,0.0173872686385501,3.495404707014419,3.652303178004865,1.4129063081901756,0.1874999999999962,0.4843749999999974,1.652275660585656,2.4741807524421495,1.2582384735219032,-0.1501094045957068,2.798468185677193,2.3159736709052567,-0.4911241638171281,0.0,1.328689106209289,1.341018369934571,0.2687950566426363,4.975054552315001,1.251629616297171,2606,2024-11-06 08:00:00+00:00,True,False,True,0.5365,0.5038,0.0326999999999999,0.0609506057781919,2807,2024-12-09 20:00:00+00:00,2.1763,trailing_stop,3.0564771668219946,3.0544771668219948,50.14678899082576,50.11397553516827,72.76758409785944,bar_open_or_intrabar_window,2024Q4,2,winner_gt10,P0009,XRP:1,False,V0476,60,4,11
binance_30m_3c80f4668c5cb2e5,binance,MOVRUSDT,MOVR,30,28107,40394,2026-04-16 01:30:00+00:00,1,MOVR,2026-04-16 02:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0078854844475948,1.229,1.195,0.034,0.0722941176470587,confirmation_close_reference_not_fill,2026-04-16 02:00:00+00:00,binance_30m_3c80f4668c5cb2e5:40394:1,0.0276647681041497,0.0078854844475948,3.5083156003925233,4.560669108494917,2.24762527875631,0.7500000000000056,0.7500000000000056,1.692612803754643,1.3105236756379732,2.380644794054041,1.0318575295272128,4.127430118108851,4.746544635825178,0.9645311098736832,1.0,1.029769438797326,0.862717965287491,0.43478260869565,3.817872859250699,0.7346667527461539,40395,2026-04-16 02:00:00+00:00,True,False,True,1.228,1.195,0.0329999999999999,0.026872964169381,40456,2026-04-17 08:30:00+00:00,2.8841,trailing_stop,1.3486156351791534,1.3466156351791536,50.184848484848615,50.11042424242438,91.39393939393962,bar_open_or_intrabar_window,2026Q2,1,winner_gt10,P0054,MOVR:1,False,V0317,40,5,12
okx_240m_116554a6060f00b9,okx,XRP-USDT-SWAP,XRP,240,463,2605,2024-11-06 04:00:00+00:00,1,XRP,2024-11-06 08:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0172777217204017,0.5365,0.5039,0.0325999999999999,0.0329141104294478,confirmation_close_reference_not_fill,2024-11-06 08:00:00+00:00,okx_240m_116554a6060f00b9:2605:1,0.0607642124883503,0.0172777217204017,3.5169111687103567,3.800180050141822,1.410231610621724,0.1889763779527519,0.4881889763779497,1.6627114536119088,2.496101363706616,1.2678680524622303,-0.1510329949752988,2.826474620251885,2.319435279977688,-0.4916271657572654,0.0,1.3223762236346877,1.3388821793920316,0.2717842323651451,5.0056649763239545,1.623185215556063,2606,2024-11-06 08:00:00+00:00,True,False,True,0.5366,0.5039,0.0326999999999999,0.0609392471114423,2807,2024-12-09 20:00:00+00:00,2.1747,trailing_stop,3.0527394707417077,3.050739470741708,50.094801223241674,50.06198165137623,72.5810397553518,bar_open_or_intrabar_window,2024Q4,2,winner_gt10,P0314,XRP:1,False,V0110,14,6,13
binance_60m_5740b0c9ecf3e80f,binance,XRPUSDT,XRP,60,17124,26052,2026-08-19 12:00:00+00:00,1,XRP,2026-08-19 13:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0040791050529827,1.0109,1.0018,0.0090999999999998,0.2221758241758269,confirmation_close_reference_not_fill,2026-08-19 13:00:00+00:00,binance_60m_5740b0c9ecf3e80f:26052:1,0.0090018795133048,0.0040791050529827,2.2068270849563967,2.7962807133264436,1.8230319063944096,0.7746478873239335,0.8169014084506901,0.5777004346136431,0.7668644939914727,2.03371161591811,0.3637627063114584,2.1583253907815356,4.340901628650529,0.2985149495186903,0.5,1.0217973547112842,0.969587100406863,0.2411924119241186,3.3708677451532254,1.258776707174183,26053,2026-08-19 13:00:00+00:00,True,False,True,1.0109,1.0018,0.0090999999999998,0.0090018795133048,26117,2026-08-22 05:00:00+00:00,1.4671,trailing_stop,0.4512810366999704,0.4492810366999704,50.13186813186877,49.90969230769294,72.86813186813278,bar_open_or_intrabar_window,2026Q3,0,winner_gt10,P0234,XRP:2,False,V0187,24,3,14
binance_30m_7ec91811cf3454c4,binance,NEIROETHUSDT,NEIROETH,30,10827,10871,2025-04-21 01:30:00+00:00,1,NEIROETH,2025-04-21 02:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.012307529382093,0.01975,0.01899,0.00076,0.0519736842105263,confirmation_close_reference_not_fill,2025-04-21 02:00:00+00:00,binance_30m_7ec91811cf3454c4:10871:1,0.0384810126582278,0.012307529382093,3.1266236678025776,1.5273953069290829,1.7315833523991644,0.8749999999999968,0.9500000000000022,1.5554267084232676,1.5921430586364618,1.7587258131389527,0.4113978510266523,3.4557419486239023,1.563311833901296,0.6147327957846819,1.0,0.9920411026875644,0.9375653765314276,0.3499999999999992,3.7437204443425633,2.404456396547481,10872,2025-04-21 02:00:00+00:00,True,False,True,0.01976,0.01899,0.0007699999999999,0.0389676113360323,11039,2025-04-24 13:30:00+00:00,0.05545,trailing_stop,1.806174089068826,1.8041740890688265,46.35064935064936,46.29932467532469,69.32467532467534,bar_open_or_intrabar_window,2025Q2,2,winner_gt10,P0119,NEIROETH:1,False,V0525,66,5,15
binance_30m_4a41ed99d4a87a80,binance,HBARUSDT,HBAR,30,3954,21930,2024-11-28 21:00:00+00:00,1,HBAR,2024-11-28 21:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0133250667052961,0.14497,0.1411,0.0038699999999999,0.0749198966408271,confirmation_close_reference_not_fill,2024-11-28 21:30:00+00:00,binance_30m_4a41ed99d4a87a80:21930:1,0.0266951783127542,0.0133250667052961,2.0033804635397514,1.4166583077687784,1.3358185493291566,0.8373015873015894,0.8412698412698364,1.2920845392957896,1.2637517569665897,1.887354455618229,0.3727219467050707,3.944640602628667,0.7454438934101415,0.2752179430225432,0.75,0.8408413979637954,0.8504070130065076,0.4132321041214747,3.8825202781778176,0.98553405354764,21931,2024-11-28 21:30:00+00:00,True,False,True,0.14497,0.1411,0.0038699999999999,0.0266951783127542,22155,2024-12-03 13:30:00+00:00,0.31433,trailing_stop,1.1682417051803822,1.1662417051803824,43.76227390180895,43.68735400516814,64.00000000000026,bar_open_or_intrabar_window,2024Q4,2,winner_gt10,P0061,HBAR:2,False,V0283,36,3,16
binance_30m_03286464f6bac3f3,binance,VELVETUSDT,VELVET,30,16536,16536,2026-06-24 21:30:00+00:00,1,VELVET,2026-06-24 22:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0289218575311803,0.4846,0.4565,0.0280999999999999,0.034491103202847,confirmation_close_reference_not_fill,2026-06-24 22:00:00+00:00,binance_30m_03286464f6bac3f3:16536:1,0.0579859678085017,0.0289218575311803,2.004918520395435,0.2944375198696049,0.6031438666563473,-0.4827586206896602,0.3793103448275833,0.7372729953152382,0.6858600037811334,0.7288385371850797,-0.7777086075555274,2.290316174544252,0.6492796631885581,0.4440019897288853,0.5,1.194574867102515,1.0031180032347635,0.3404029692470834,8.13383314324128,0.9818577260593336,16537,2026-06-24 22:00:00+00:00,True,False,True,0.4846,0.4565,0.0280999999999999,0.0579859678085017,16742,2026-06-29 04:30:00+00:00,1.6746,trailing_stop,2.45563351217499,2.4536335121749904,42.34875444839864,42.314263345195805,59.98220640569404,bar_open_or_intrabar_window,2026Q2,3,winner_gt10,P0023,VELVET:4,False,V0791,99,7,17
binance_30m_754b50fb6d69d1dd,binance,NKNUSDT,NKN,30,10684,28660,2025-04-18 02:00:00+00:00,1,NKN,2025-04-18 02:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0101787899857629,0.01729,0.0168,0.0004899999999999,0.0705714285714289,confirmation_close_reference_not_fill,2025-04-18 02:30:00+00:00,binance_30m_754b50fb6d69d1dd:28660:1,0.0283400809716597,0.0101787899857629,2.784228873107612,1.164209254702314,1.024573159514816,0.8125000000000041,0.8125000000000041,1.6591731243825274,1.822301449376449,1.9972580589741311,0.0,3.5797228368526555,3.0115128627490613,0.8426748354661382,0.5,0.7480714932312565,0.6587366063978454,0.336898395721925,5.057068769522007,1.733540013775272,28661,2025-04-18 02:30:00+00:00,True,False,True,0.0173,0.0168,0.0004999999999999,0.028901734104046,28766,2025-04-20 07:00:00+00:00,0.03824,trailing_stop,1.2104046242774569,1.208404624277457,41.88000000000026,41.81080000000027,81.3800000000005,bar_open_or_intrabar_window,2025Q2,2,winner_gt10,P0107,NKN:1,False,V0731,92,3,18
okx_240m_cd891c7419eb0dc1,okx,BEAT-USDT-SWAP,BEAT,240,1138,1138,2026-05-21 12:00:00+00:00,1,BEAT,2026-05-21 16:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.056420233498976,0.7533,0.6115,0.1417999999999999,0.0106248236953455,confirmation_close_reference_not_fill,2026-05-21 16:00:00+00:00,okx_240m_cd891c7419eb0dc1:1138:1,0.1882384176290985,0.056420233498976,3.336363675852473,3.6407029797307793,1.7952673498216891,0.7299168975069255,0.8462603878116343,1.3908715196439334,1.3933066123983475,2.6627632892012243,1.1317284401163876,2.590505223634396,4.686908633496564,0.4012410066020928,1.0,1.7175385789561135,1.1538496032102388,0.2976480129764801,3.585767448518459,2.0841141187778867,1139,2026-05-21 16:00:00+00:00,True,False,True,0.7533,0.6115,0.1417999999999999,0.1882384176290985,1273,2026-06-13 00:00:00+00:00,6.463100000000001,trailing_stop,7.57971591663348,7.57771591663348,40.266572637517655,40.25594781382231,76.89915373765872,bar_open_or_intrabar_window,2026Q2,4,winner_gt10,P0322,BEAT:1,False,V0334,42,6,19
binance_60m_b1d1dead1a4f7c30,binance,MAVIAUSDT,MAVIA,60,5112,5112,2025-10-25 17:00:00+00:00,1,MAVIA,2025-10-25 18:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0150106713840804,0.0789,0.07636,0.0025399999999999,0.0621259842519688,confirmation_close_reference_not_fill,2025-10-25 18:00:00+00:00,binance_60m_b1d1dead1a4f7c30:5112:1,0.0321926489226867,0.0150106713840804,2.1446508353269658,5.378544323382355,2.2001598822421267,0.7499999999999986,0.8333333333333343,1.0716217920613484,1.1271441453847468,1.5324965614639594,-1.182091011597545,2.27974695093812,3.7151431793065752,0.7499473154841423,0.75,0.9268768228815064,0.6687899224165903,0.2727272727272727,3.8840133238205032,1.079176234914741,5113,2025-10-25 18:00:00+00:00,True,False,True,0.0789,0.07636,0.0025399999999999,0.0321926489226867,5177,2025-10-28 10:00:00+00:00,0.18052,trailing_stop,1.287959442332066,1.2859594423320662,40.00787401574824,39.94574803149628,74.24803149606339,bar_open_or_intrabar_window,2025Q4,2,winner_gt10,P0257,MAVIA:1,False,V0324,41,4,20
gate_30m_8e39f319b8a2a726,gate,KAT_USDT,KAT,30,9157,9157,2026-09-09 00:00:00+00:00,1,KAT,2026-09-09 00:30:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0052528113005345,0.00484,0.00478,5.999999999999929e-05,0.1613333333333352,confirmation_close_reference_not_fill,2026-09-09 00:30:00+00:00,gate_30m_8e39f319b8a2a726:9157:1,0.0123966942148758,0.0052528113005345,2.3600113359515253,4.47864406779661,2.124665613052384,0.5999999999999965,1.0,2.4854736344390504,1.837956503082652,2.414827681182577,0.3933352226585762,2.7533465586101356,6.686698785196068,1.1921889202328158,1.0,1.1630061271442271,1.328996050208883,0.1794871794871793,4.720022671903119,1.5701694915254236,9158,2026-09-09 00:30:00+00:00,True,False,True,0.0048,0.00478,1.9999999999999185e-05,0.0041666666666664,9167,2026-09-09 05:00:00+00:00,0.0056,trailing_stop,0.1666666666666669,0.1646666666666669,40.0000000000017,39.52000000000167,76.00000000000313,bar_open_or_intrabar_window,2026Q3,1,winner_gt10,P0305,KAT:2,False,V0193,25,1,21
gate_240m_ab3d2d4225acaf1b,gate,BEAT_USDT,BEAT,240,1140,1140,2026-05-21 12:00:00+00:00,1,BEAT,2026-05-21 16:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0557488167728671,0.7536,0.6093000000000001,0.1442999999999999,0.0104449064449064,confirmation_close_reference_not_fill,2026-05-21 16:00:00+00:00,gate_240m_ab3d2d4225acaf1b:1140:1,0.1914808917197452,0.0557488167728671,3.4347077266209975,5.167141453343524,1.8363423291011929,0.7500000000000003,0.8612637362637364,1.3980716135147522,1.415088430098873,2.716952615806911,1.1187197723574986,2.6420828666315392,4.770030688945586,0.4022982522496518,1.0,1.7540560728380563,1.1495560267862728,0.2975871313672924,3.6536911714228903,2.85173752072022,1141,2026-05-21 16:00:00+00:00,True,False,True,0.7524,0.6093000000000001,0.1430999999999999,0.1901913875598085,1275,2026-06-13 00:00:00+00:00,6.3208,trailing_stop,7.400850611376928,7.398850611376927,38.91264849755419,38.90213277428374,75.47449336128587,bar_open_or_intrabar_window,2026Q2,4,winner_gt10,P0297,BEAT:1,False,V0211,27,3,22
binance_240m_6c7fb254f200c7dc,binance,BEATUSDT,BEAT,240,1139,1139,2026-05-21 12:00:00+00:00,1,BEAT,2026-05-21 16:00:00+00:00,True,passed,True,True,spike-v9-entry-bundle-20260915-v1,unknown,0.0561387239247095,0.7524,0.6104,0.1419999999999999,0.0105971830985915,confirmation_close_reference_not_fill,2026-05-21 16:00:00+00:00,binance_240m_6c7fb254f200c7dc:1139:1,0.1887293992557149,0.0561387239247095,3.3618398506675984,6.362205826931537,1.865248600063389,0.7061994609164427,0.8355795148247979,1.3904687098634534,1.386083716387606,2.6672759357137577,1.1482340335026662,2.587669687873018,4.692370833819142,0.4002536466551332,1.0,1.6793054067670343,1.154593145388861,0.2929509514875367,3.570179221694887,3.3429829912353797,1140,2026-05-21 16:00:00+00:00,True,False,True,0.7525,0.6104,0.1420999999999999,0.1888372093023254,1274,2026-06-13 00:00:00+00:00,6.2285,trailing_stop,7.2770764119601345,7.275076411960134,38.53624208304015,38.52565095003522,76.12526389866298,bar_open_or_intrabar_window,2026Q2,4,winner_gt10,P0008,BEAT:1,False,V0091,12,3,23
