id,bb_length,bb_mult,stop_fraction,stoch_length,k_smooth,d_smooth,oversold,eligible,neighborhood_median_usdt,worst_net_mark,tv_stats_total_entries,tv_stats_natural,tv_stats_censored,tv_stats_wins,tv_stats_losses,tv_stats_win_rate,tv_stats_gross_r,tv_stats_net_r,tv_stats_mean_net_r,tv_stats_profit_factor,tv_stats_avg_win_r,tv_stats_avg_loss_r,tv_stats_max_realized_drawdown_r,tv_stats_max_realized_drawdown_usdt,tv_stats_max_loss_streak,tv_stats_gross_pnl,tv_stats_fees,tv_stats_net_pnl,tv_stats_partial,tv_stats_mean_hold_hours,tv_stats_boundary_mark_net_r,tv_stats_boundary_mark_net_pnl,tv_stats_ambiguous_bar_count,tv_stats_entries_open_beyond_target,tv_stats_same_open_be_approximations,tv_stats_marketable_be_approximations,tv_stats_cash_profit_factor,tv_equity_net_liquidation_mark_usdt,tv_equity_gross_mark_usdt,tv_equity_close_mtm_drawdown_usdt,tv_equity_close_mtm_drawdown_percent,tv_equity_ending_equity,tv_control_paired_n,tv_control_unpaired_n,tv_control_drawn,tv_control_censored,tv_control_paired_actual_mean_bp,tv_control_random_mean_bp,tv_control_excess_mean_bp,tv_control_month_blocks,tv_control_p,tv_control_all_boundary_mark_excess_bp,adverse_first_stats_total_entries,adverse_first_stats_natural,adverse_first_stats_censored,adverse_first_stats_wins,adverse_first_stats_losses,adverse_first_stats_win_rate,adverse_first_stats_gross_r,adverse_first_stats_net_r,adverse_first_stats_mean_net_r,adverse_first_stats_profit_factor,adverse_first_stats_avg_win_r,adverse_first_stats_avg_loss_r,adverse_first_stats_max_realized_drawdown_r,adverse_first_stats_max_realized_drawdown_usdt,adverse_first_stats_max_loss_streak,adverse_first_stats_gross_pnl,adverse_first_stats_fees,adverse_first_stats_net_pnl,adverse_first_stats_partial,adverse_first_stats_mean_hold_hours,adverse_first_stats_boundary_mark_net_r,adverse_first_stats_boundary_mark_net_pnl,adverse_first_stats_ambiguous_bar_count,adverse_first_stats_entries_open_beyond_target,adverse_first_stats_same_open_be_approximations,adverse_first_stats_marketable_be_approximations,adverse_first_stats_cash_profit_factor,adverse_first_equity_net_liquidation_mark_usdt,adverse_first_equity_gross_mark_usdt,adverse_first_equity_close_mtm_drawdown_usdt,adverse_first_equity_close_mtm_drawdown_percent,adverse_first_equity_ending_equity,adverse_first_control_paired_n,adverse_first_control_unpaired_n,adverse_first_control_drawn,adverse_first_control_censored,adverse_first_control_paired_actual_mean_bp,adverse_first_control_random_mean_bp,adverse_first_control_excess_mean_bp,adverse_first_control_month_blocks,adverse_first_control_p,adverse_first_control_all_boundary_mark_excess_bp
bb300_m3_sl0.75,300,3.0,0.0075,5,3,3,20.0,False,,-199.73669652499666,9,9,0,0,9,0.0,-8.999999999999993,-11.396999999999995,-1.2663333333333329,0.0,,-1.2663333333333329,11.396999999999995,199.7366965249998,9,-157.71787499999982,42.018821525,-199.73669652499981,0,1.8796296296296298,0.0,0.0,0,0,0,0,0.0,-199.73669652499666,-157.7178750000021,199.73669652499666,0.19973669652499668,99800.263303475,9,0,45,0,-94.97499999999995,5.043362068595652,-100.01836206859561,2,1.0,-100.01836206859561,9,9,0,0,9,0.0,-8.999999999999993,-11.396999999999995,-1.2663333333333329,0.0,,-1.2663333333333329,11.396999999999995,199.7366965249998,9,-157.71787499999982,42.018821525,-199.73669652499981,0,1.8796296296296298,0.0,0.0,0,0,0,0,0.0,-199.73669652499666,-157.7178750000021,199.73669652499666,0.19973669652499668,99800.263303475,9,0,45,0,-94.97499999999995,5.043362068595652,-100.01836206859561,2,1.0,-100.01836206859561
bb300_m3_sl1,300,3.0,0.01,5,3,3,20.0,False,,-252.2962286999973,9,9,0,0,9,0.0,-9.0,-10.797,-1.1996666666666667,0.0,,-1.1996666666666667,10.797,252.29622870000009,9,-210.29050000000007,42.005728700000006,-252.29622870000009,0,4.75,0.0,0.0,0,0,0,0,0.0,-252.2962286999973,-210.2905000000028,297.9039286999905,0.2977681235075256,99747.7037713,9,0,45,0,-119.96666666666667,-13.835526820293325,-106.13113984637337,2,1.0,-106.13113984637337,9,9,0,0,9,0.0,-9.0,-10.797,-1.1996666666666667,0.0,,-1.1996666666666667,10.797,252.29622870000009,9,-210.29050000000007,42.005728700000006,-252.29622870000009,0,4.75,0.0,0.0,0,0,0,0,0.0,-252.2962286999973,-210.2905000000028,297.9039286999905,0.2977681235075256,99747.7037713,9,0,45,0,-119.96666666666667,-13.835526820293325,-106.13113984637337,2,1.0,-106.13113984637337
bb300_m3_sl1.5,300,3.0,0.015,5,3,3,20.0,False,,-195.18757739999273,9,9,0,1,8,0.1111111111111111,-5.416114098315696,-6.609530212414012,-0.7343922458237792,0.2706859409576997,2.4531364542526433,-1.1328333333333318,7.92833333333332,255.55312389999958,7,-153.37009999999987,41.8174774,-195.1875773999999,1,8.287037037037036,0.0,0.0,0,0,0,0,0.36238215121613343,-195.18757739999273,-153.3701000000001,284.37758389998635,0.2841241735311459,99804.8124226,8,1,45,1,-102.69744148276277,-41.34086651812035,-61.35657496464242,2,1.0,-73.77058774319657,9,9,0,1,8,0.1111111111111111,-5.416114098315696,-6.609530212414012,-0.7343922458237792,0.2706859409576997,2.4531364542526433,-1.1328333333333318,7.92833333333332,255.55312389999958,7,-153.37009999999987,41.8174774,-195.1875773999999,1,8.287037037037036,0.0,0.0,0,0,0,0,0.36238215121613343,-195.18757739999273,-153.3701000000001,284.37758389998635,0.2841241735311459,99804.8124226,8,1,45,1,-102.69744148276277,-41.34086651812035,-61.35657496464242,2,1.0,-73.77058774319657
bb300_m3_sl2,300,3.0,0.02,5,3,3,20.0,False,,-396.1504431999929,8,8,0,0,8,0.0,-7.999999999999995,-8.795999999999994,-1.0994999999999993,0.0,,-1.0994999999999993,8.795999999999994,396.1504431999999,8,-360.28679999999986,35.8636432,-396.15044319999987,0,9.15625,0.0,0.0,0,0,0,0,0.0,-396.1504431999929,-360.2868000000017,441.7581431999861,0.4415567593178667,99603.8495568,7,1,40,1,-219.91428571428563,-152.36946593020477,-67.54481978408089,2,1.0,-83.23455355752442,8,8,0,0,8,0.0,-7.999999999999995,-8.795999999999994,-1.0994999999999993,0.0,,-1.0994999999999993,8.795999999999994,396.1504431999999,8,-360.28679999999986,35.8636432,-396.15044319999987,0,9.15625,0.0,0.0,0,0,0,0,0.0,-396.1504431999929,-360.2868000000017,441.7581431999861,0.4415567593178667,99603.8495568,7,1,40,1,-219.91428571428563,-152.36946593020477,-67.54481978408089,2,1.0,-83.23455355752442
bb300_m3_sl3,300,3.0,0.03,5,3,3,20.0,False,,-490.2684678000078,8,8,0,0,8,0.0,-7.037013358457563,-7.565383705149353,-0.9456729631436691,0.0,,-0.9456729631436691,7.565383705149354,490.2684678000008,8,-454.5732000000007,35.695267799999996,-490.26846780000074,1,14.197916666666666,0.0,0.0,1,0,0,1,0.0,-490.2684678000078,-454.5731999999989,535.876167800001,0.535631878419787,99509.73153219999,7,1,40,1,-278.5593016492579,-162.33899508866847,-116.22030656058948,2,1.0,-140.96445440580032,8,8,0,0,8,0.0,-7.037013358457563,-7.565383705149353,-0.9456729631436691,0.0,,-0.9456729631436691,7.565383705149354,490.2684678000008,8,-454.5732000000007,35.695267799999996,-490.26846780000074,1,14.197916666666666,0.0,0.0,1,0,0,1,0.0,-490.2684678000078,-454.5731999999989,535.876167800001,0.535631878419787,99509.73153219999,7,1,40,1,-278.5593016492579,-162.33899508866847,-116.22030656058948,2,1.0,-140.96445440580032
bb300_m3_sl4,300,3.0,0.04,5,3,3,20.0,False,,-550.5667796000052,7,7,0,0,7,0.0,-6.027760018843164,-6.373787778862007,-0.910541111266001,0.0,,-0.910541111266001,6.373787778862007,550.5667796,7,-519.1884,31.378379600000002,-550.5667796,1,16.57142857142857,0.0,0.0,1,0,0,1,0.0,-550.5667796000052,-519.1883999999991,596.1744795999984,0.5959027020833404,99449.4332204,5,2,35,2,-341.9030223089605,-193.33307561262177,-148.56994669633877,2,1.0,-183.68363861737058,7,7,0,0,7,0.0,-6.027760018843164,-6.373787778862007,-0.910541111266001,0.0,,-0.910541111266001,6.373787778862007,550.5667796,7,-519.1884,31.378379600000002,-550.5667796,1,16.57142857142857,0.0,0.0,1,0,0,1,0.0,-550.5667796000052,-519.1883999999991,596.1744795999984,0.5959027020833404,99449.4332204,5,2,35,2,-341.9030223089605,-193.33307561262177,-148.56994669633877,2,1.0,-183.68363861737058
bb300_m3_sl5,300,3.0,0.05,5,3,3,20.0,False,,-573.4047439999995,7,7,0,1,6,0.14285714285714285,-4.971425740365193,-5.248498730654978,-0.7497855329507112,0.0020405063059446256,0.010731492434628903,-0.8765383705149344,5.248498730654978,573.404744,4,-542.0110000000001,31.393744000000005,-573.404744,2,26.345238095238095,0.0,0.0,1,0,0,1,0.0018870514722658547,-573.4047439999995,-542.0109999999986,619.0124439999927,0.6187302553613183,99426.595256,5,2,35,2,-316.8498730654979,-249.28507561262182,-67.56479745287602,2,1.0,-157.90440080701225,7,7,0,1,6,0.14285714285714285,-4.971425740365193,-5.248498730654978,-0.7497855329507112,0.0020405063059446256,0.010731492434628903,-0.8765383705149344,5.248498730654978,573.404744,4,-542.0110000000001,31.393744000000005,-573.404744,2,26.345238095238095,0.0,0.0,1,0,0,1,0.0018870514722658547,-573.4047439999995,-542.0109999999986,619.0124439999927,0.6187302553613183,99426.595256,5,2,35,2,-316.8498730654979,-249.28507561262182,-67.56479745287602,2,1.0,-157.90440080701225
bb400_m1_sl0.3,400,1.0,0.003,5,3,3,20.0,True,-801.6265548899974,-889.1976594500011,125,125,0,11,114,0.088,-42.080942926301745,-125.38010172195816,-1.0030408137756652,0.3400144139621308,5.872172570731076,-1.666438596491228,125.38010172195816,889.1976594499998,45,-266.84712999999977,622.3505294500001,-889.1976594499998,11,3.258,0.0,0.0,0,0,0,0,0.3715571555336606,-889.1976594500011,-266.84712999999465,890.0765394500049,0.8900687168140665,99110.80234055,124,1,625,1,-29.930427835957612,-21.70494035823406,-8.225487477723554,2,1.0,-8.35747176713902,125,125,0,11,114,0.088,-42.080942926301745,-125.38010172195816,-1.0030408137756652,0.3400144139621308,5.872172570731076,-1.666438596491228,125.38010172195816,889.1976594499998,45,-266.84712999999977,622.3505294500001,-889.1976594499998,11,3.258,0.0,0.0,0,0,0,0,0.3715571555336606,-889.1976594500011,-266.84712999999465,890.0765394500049,0.8900687168140665,99110.80234055,124,1,625,1,-29.930427835957612,-21.878167083510395,-8.052260752447221,2,1.0,-8.1856308556649
bb400_m1_sl0.5,400,1.0,0.005,5,3,3,20.0,True,-889.1976594500011,-1018.7687146000098,119,118,1,14,104,0.11864406779661017,-48.03763996450619,-95.19265927876506,-0.8067174515149582,0.34607850906242293,3.5985243372310767,-1.3997307692307703,95.19265927876506,1102.2159446000016,43,-514.9699000000018,587.2460445999999,-1102.2159446000019,14,4.5889830508474585,9.040702984874848,84.42886499999999,0,0,0,0,0.38735317148572934,-1018.7687146000098,-427.6999000000069,1112.0051445999998,1.1119953714950788,98981.23128539999,117,2,595,1,-40.08190567468591,-25.179129915149513,-14.902775759536397,2,1.0,-11.037244969257504,119,118,1,14,104,0.11864406779661017,-48.03763996450619,-95.19265927876506,-0.8067174515149582,0.34607850906242293,3.5985243372310767,-1.3997307692307703,95.19265927876506,1102.2159446000016,43,-514.9699000000018,587.2460445999999,-1102.2159446000019,14,4.5889830508474585,9.040702984874848,84.42886499999999,0,0,0,0,0.38735317148572934,-1018.7687146000098,-427.6999000000069,1112.0051445999998,1.1119953714950788,98981.23128539999,117,2,595,1,-40.08190567468591,-25.279027610844288,-14.802878063841627,2,1.0,-10.939026226431553
bb400_m1_sl0.75,400,1.0,0.0075,5,3,3,20.0,True,-1018.7687146000098,-1048.1411252000107,107,106,1,17,89,0.16037735849056603,-37.29990960902441,-65.52114666568572,-0.6181240251479785,0.4186250854121784,2.7752462745675097,-1.2662958801498132,66.95725710134934,1169.5510785000006,42,-622.4941500000014,520.6157152,-1143.1098652000014,17,6.535377358490566,6.89209549052565,95.95037499999998,0,0,0,0,0.4441729686853393,-1048.1411252000107,-523.7141499999998,1180.771548500008,1.180761171026228,98951.85887479999,105,2,535,1,-45.89534285644218,-33.19416175713154,-12.70118109931064,2,1.0,-8.39994217452347,107,106,1,17,89,0.16037735849056603,-37.29990960902441,-65.52114666568572,-0.6181240251479785,0.4186250854121784,2.7752462745675097,-1.2662958801498132,66.95725710134934,1169.5510785000006,42,-622.4941500000014,520.6157152,-1143.1098652000014,17,6.535377358490566,6.89209549052565,95.95037499999998,0,0,0,0,0.4441729686853393,-1048.1411252000107,-523.7141499999998,1180.771548500008,1.180761171026228,98951.85887479999,105,2,535,1,-45.89534285644218,-33.35304776090571,-12.542295095536467,2,1.0,-8.244026002595545
bb400_m1_sl1,400,1.0,0.01,5,3,3,20.0,True,-924.3048653500009,-1147.1552288000094,102,101,1,21,80,0.2079207920792079,-32.986269898165965,-53.15516973941955,-0.5262888093011836,0.44615031425782403,2.038991917170494,-1.199674999999999,53.483002566167265,1254.1185432,35,-746.3203999999986,495.80356880000005,-1242.123968799999,21,7.842409240924091,5.169071617894237,95.95037499999998,0,0,0,0,0.4664114901395229,-1147.1552288000094,-647.540399999998,1265.3390132000059,1.2653278924862243,98852.84477119999,99,3,510,2,-53.268010559298254,-38.74414733418209,-14.523863225116157,2,1.0,-10.014641019513418,102,101,1,21,80,0.2079207920792079,-32.986269898165965,-53.15516973941955,-0.5262888093011836,0.44615031425782403,2.038991917170494,-1.199674999999999,53.483002566167265,1254.1185432,35,-746.3203999999986,495.80356880000005,-1242.123968799999,21,7.842409240924091,5.169071617894237,95.95037499999998,0,0,0,0,0.4664114901395229,-1147.1552288000094,-647.540399999998,1265.3390132000059,1.2653278924862243,98852.84477119999,99,3,510,2,-53.268010559298254,-38.963117338185,-14.304893221113247,2,1.0,-9.802111309745891
bb400_m1_sl1.5,400,1.0,0.015,5,3,3,20.0,True,-829.9350338000077,-924.3048653500009,88,87,1,27,60,0.3103448275862069,-16.197920336434603,-27.77084646441115,-0.31920513177484083,0.5847256352514093,1.4482460913122865,-1.1145581821640482,32.047731757865826,1160.4395349000004,16,-591.8636500000002,427.40995535,-1019.2736053500005,28,11.392720306513409,3.446047745262825,95.95037499999998,0,0,0,0,0.5811131013934266,-924.3048653500009,-493.0836500000005,1173.9487448999862,1.1739384273899356,99075.69513465,83,5,440,4,-44.98666314566558,-44.28082394173757,-0.705839203928007,2,0.75,-1.7323830679262138,88,87,1,27,60,0.3103448275862069,-16.197920336434603,-27.77084646441115,-0.31920513177484083,0.5847256352514093,1.4482460913122865,-1.1145581821640482,32.047731757865826,1160.4395349000004,16,-591.8636500000002,427.40995535,-1019.2736053500005,28,11.392720306513409,3.446047745262825,95.95037499999998,0,0,0,0,0.5811131013934266,-924.3048653500009,-493.0836500000005,1173.9487448999862,1.1739384273899356,99075.69513465,83,5,440,4,-44.98666314566558,-44.28082394173757,-0.705839203928007,2,0.75,-1.7323830679262138
bb400_m1_sl2,400,1.0,0.02,5,3,3,20.0,True,-886.1109596000024,-829.9350338000077,77,76,1,29,47,0.3815789473684211,-11.353287470333704,-18.93021735287578,-0.2490818072746813,0.6185193708256659,1.0583721852436792,-1.0558087388285635,23.183030091626257,1087.0401640000007,12,-534.9334000000005,376.60702380000004,-911.5404238000004,31,14.183114035087721,2.2086934835980103,82.58702500000007,1,0,0,1,0.6227915749946766,-829.9350338000077,-449.5034000000014,1100.5493739999947,1.1005397015766654,99170.06496619999,72,5,385,4,-54.86449816209627,-54.466112409611895,-0.39838575248437436,2,0.75,2.34401080004252,77,76,1,29,47,0.3815789473684211,-11.353287470333704,-18.93021735287578,-0.2490818072746813,0.6185193708256659,1.0583721852436792,-1.0558087388285635,23.183030091626257,1087.0401640000007,12,-534.9334000000005,376.60702380000004,-911.5404238000004,31,14.183114035087721,2.2086934835980103,82.58702500000007,1,0,0,1,0.6227915749946766,-829.9350338000077,-449.5034000000014,1100.5493739999947,1.1005397015766654,99170.06496619999,72,5,385,4,-54.86449816209627,-54.466112409611895,-0.39838575248437436,2,0.75,2.34401080004252
bb400_m1_sl3,400,1.0,0.03,5,3,3,20.0,True,-1117.1244248000148,-1117.1244248000148,67,66,1,28,38,0.42424242424242425,-11.456652894459204,-15.841502720009043,-0.2400227684849855,0.566683167069045,0.7399001187938448,-0.9620712117430709,16.731086641218432,1246.9706206000003,8,-870.8982000000001,327.83161479999995,-1198.7298148000002,32,17.267676767676765,1.4724623223986733,82.58702500000007,3,0,0,3,0.5545483265209576,-1117.1244248000148,-785.468200000003,1289.3241205999948,1.2893127890877538,98882.87557519999,61,6,335,5,-88.96098538486407,-64.72115374182587,-24.23983164303821,2,1.0,-10.74914503912607,67,66,1,28,38,0.42424242424242425,-11.456652894459204,-15.841502720009043,-0.2400227684849855,0.566683167069045,0.7399001187938448,-0.9620712117430709,16.731086641218432,1246.9706206000003,8,-870.8982000000001,327.83161479999995,-1198.7298148000002,32,17.267676767676765,1.4724623223986733,82.58702500000007,3,0,0,3,0.5545483265209576,-1117.1244248000148,-785.468200000003,1289.3241205999948,1.2893127890877538,98882.87557519999,61,6,335,5,-88.96098538486407,-64.72115374182587,-24.23983164303821,2,1.0,-10.74914503912607
bb400_m1_sl4,400,1.0,0.04,5,3,3,20.0,True,-1117.1244248000148,-1190.2048181999999,57,56,1,25,31,0.44642857142857145,-10.47892469005181,-13.264915587854668,-0.23687349264026195,0.513746248271714,0.5605962395296321,-0.8799942443901765,13.264915587854668,1285.1735582000006,7,-1008.2606000000006,276.9129582,-1285.1735582000006,31,20.986607142857142,1.2922679044735592,95.95037499999998,5,0,0,5,0.5119166169332684,-1190.2048181999999,-909.4805999999953,1301.7529182000144,1.3017414774545173,98809.7951818,51,6,285,5,-115.29873583560514,-84.90157220774934,-30.397163627855797,2,1.0,-9.841113209576218,57,56,1,25,31,0.44642857142857145,-10.47892469005181,-13.264915587854668,-0.23687349264026195,0.513746248271714,0.5605962395296321,-0.8799942443901765,13.264915587854668,1285.1735582000006,7,-1008.2606000000006,276.9129582,-1285.1735582000006,31,20.986607142857142,1.2922679044735592,95.95037499999998,5,0,0,5,0.5119166169332684,-1190.2048181999999,-909.4805999999953,1301.7529182000144,1.3017414774545173,98809.7951818,51,6,285,5,-115.29873583560514,-84.90157220774934,-30.397163627855797,2,1.0,-9.841113209576218
bb400_m1_sl5,400,1.0,0.05,5,3,3,20.0,True,-1063.150622250003,-1017.8961400000117,51,50,1,23,27,0.46,-6.83123894055352,-8.822687851530937,-0.17645375703061872,0.5412079396173235,0.4525028757539788,-0.7122316294026831,9.686808812698784,1190.3162945,7,-848.6489999999999,250.85252999999997,-1099.50153,33,24.083333333333336,0.883477393439204,82.58702500000007,9,0,0,8,0.534061612453762,-1017.8961400000117,-763.2189999999973,1232.669794500005,1.2326589609069294,98982.10385999999,45,6,255,5,-108.57140484976586,-94.02744169933727,-14.543963150428615,2,0.75,0.471346486952872,51,50,1,23,27,0.46,-6.83123894055352,-8.822687851530937,-0.17645375703061872,0.5412079396173235,0.4525028757539788,-0.7122316294026831,9.686808812698784,1190.3162945,7,-848.6489999999999,250.85252999999997,-1099.50153,33,24.083333333333336,0.883477393439204,82.58702500000007,9,0,0,8,0.534061612453762,-1017.8961400000117,-763.2189999999973,1232.669794500005,1.2326589609069294,98982.10385999999,45,6,255,5,-108.57140484976586,-94.02744169933727,-14.543963150428615,2,0.75,0.471346486952872
bb400_m1.5_sl0.3,400,1.5,0.003,5,3,3,20.0,True,-532.0802211300033,-531.9334926900046,69,69,0,5,64,0.07246376811594203,-29.43369940627652,-75.42183104593134,-1.0930700151584252,0.29285403901055135,6.246967124147077,-1.6665104166666673,75.42183104593133,531.9334926900001,22,-182.42285000000004,349.51064269,-531.9334926900001,5,3.3599033816425123,0.0,0.0,0,0,0,0,0.33713692645608057,-531.9334926900046,-182.42285000000265,531.9334926900046,0.5319334926900047,99468.06650731,68,1,345,1,-32.53860193202853,-20.691696735307133,-11.846905196721401,2,1.0,-11.85943589901032,69,69,0,5,64,0.07246376811594203,-29.43369940627652,-75.42183104593134,-1.0930700151584252,0.29285403901055135,6.246967124147077,-1.6665104166666673,75.42183104593133,531.9334926900001,22,-182.42285000000004,349.51064269,-531.9334926900001,5,3.3599033816425123,0.0,0.0,0,0,0,0,0.33713692645608057,-531.9334926900046,-182.42285000000265,531.9334926900046,0.5319334926900047,99468.06650731,68,1,345,1,-32.53860193202853,-20.691696735307133,-11.846905196721401,2,1.0,-11.85943589901032
bb400_m1.5_sl0.5,400,1.5,0.005,5,3,3,20.0,True,-558.2723397500013,-575.3539033499983,64,64,0,7,57,0.109375,-24.765793243893004,-50.340915286752434,-0.7865768013555068,0.3690586776448243,4.206583530463945,-1.3997719298245623,51.97591020414162,605.7171627500009,20,-250.58055000000047,324.7733533500001,-575.3539033500006,7,5.361979166666667,0.0,0.0,0,0,0,0,0.42505145742179423,-575.3539033499983,-250.58054999999877,619.9803427499864,0.6197037910132306,99424.64609665,63,1,320,1,-38.84120260853367,-21.738505866265303,-17.102696742268368,2,1.0,-19.502229844626786,64,64,0,7,57,0.109375,-24.765793243893004,-50.340915286752434,-0.7865768013555068,0.3690586776448243,4.206583530463945,-1.3997719298245623,51.97591020414162,605.7171627500009,20,-250.58055000000047,324.7733533500001,-575.3539033500006,7,5.361979166666667,0.0,0.0,0,0,0,0,0.42505145742179423,-575.3539033499983,-250.58054999999877,619.9803427499864,0.6197037910132306,99424.64609665,63,1,320,1,-38.84120260853367,-21.738505866265303,-17.102696742268368,2,1.0,-19.502229844626786
bb400_m1.5_sl0.75,400,1.5,0.0075,5,3,3,20.0,True,-596.5636324000006,-577.6234269999986,60,59,1,8,51,0.13559322033898305,-22.07938479363974,-37.797746724544226,-0.640639774992275,0.41475966982203016,3.348406659431981,-1.2663725490196092,37.797746724544226,679.4652870000012,20,-383.2448000000013,296.22048700000005,-679.4652870000014,8,6.998587570621468,7.385790271372953,102.82349499999997,0,0,0,0,0.4358039643596149,-577.6234269999986,-277.5847999999969,714.72503495001,0.7145852673028471,99422.376573,58,2,300,1,-47.237172488634776,-33.895911704292445,-13.34126078434232,2,1.0,-7.293769610643509,60,59,1,8,51,0.13559322033898305,-22.07938479363974,-37.797746724544226,-0.640639774992275,0.41475966982203016,3.348406659431981,-1.2663725490196092,37.797746724544226,679.4652870000012,20,-383.2448000000013,296.22048700000005,-679.4652870000014,8,6.998587570621468,7.385790271372953,102.82349499999997,0,0,0,0,0.4358039643596149,-577.6234269999986,-277.5847999999969,714.72503495001,0.7145852673028471,99422.376573,58,2,300,1,-47.237172488634776,-33.895911704292445,-13.34126078434232,2,1.0,-7.293769610643509
bb400_m1.5_sl1,400,1.5,0.01,5,3,3,20.0,True,-649.249354450003,-676.8519392000017,57,56,1,10,46,0.17857142857142858,-20.895774135169262,-32.08920934780768,-0.5730215954965657,0.41856841188969535,2.3100790652192265,-1.1997826086956511,32.08920934780768,778.6937991999982,16,-497.29319999999836,281.40059920000004,-778.6937991999985,10,8.159226190476192,5.539342703529714,102.82349499999997,0,0,0,0,0.4317545771936006,-676.8519392000017,-391.6331999999966,794.8067891999963,0.7948035105560349,99323.1480608,55,2,285,1,-56.16038063237762,-37.71600986703257,-18.44437076534505,2,1.0,-11.812428828784794,57,56,1,10,46,0.17857142857142858,-20.895774135169262,-32.08920934780768,-0.5730215954965657,0.41856841188969535,2.3100790652192265,-1.1997826086956511,32.08920934780768,778.6937991999982,16,-497.29319999999836,281.40059920000004,-778.6937991999985,10,8.159226190476192,5.539342703529714,102.82349499999997,0,0,0,0,0.4317545771936006,-676.8519392000017,-391.6331999999966,794.8067891999963,0.7948035105560349,99323.1480608,55,2,285,1,-56.16038063237762,-37.71600986703257,-18.44437076534505,2,1.0,-11.812428828784794
bb400_m1.5_sl1.5,400,1.5,0.015,5,3,3,20.0,True,-742.1265030000068,-807.4010668000119,52,51,1,12,39,0.23529411764705882,-19.389939484932793,-26.179712481612434,-0.5133276957178908,0.4075513706666271,1.500773959865633,-1.1330512820512826,26.179712481612434,909.2429268000005,14,-653.2046000000006,256.03832679999994,-909.2429268000005,12,14.330065359477125,3.6928951356864763,102.82349499999997,0,0,0,0,0.4368615423191015,-807.4010668000119,-547.5446000000084,925.3559168000065,0.9253520996300604,99192.59893319999,49,3,260,2,-73.20320147432376,-47.18304092332329,-26.02016055100047,2,1.0,-22.657146086880566,52,51,1,12,39,0.23529411764705882,-19.389939484932793,-26.179712481612434,-0.5133276957178908,0.4075513706666271,1.500773959865633,-1.1330512820512826,26.179712481612434,909.2429268000005,14,-653.2046000000006,256.03832679999994,-909.2429268000005,12,14.330065359477125,3.6928951356864763,102.82349499999997,0,0,0,0,0.4368615423191015,-807.4010668000119,-547.5446000000084,925.3559168000065,0.9253520996300604,99192.59893319999,49,3,260,2,-73.20320147432376,-47.18304092332329,-26.02016055100047,2,1.0,-22.657146086880566
bb400_m1.5_sl2,400,1.5,0.02,5,3,3,20.0,True,-818.6680503000098,-886.1109596000024,45,44,1,13,31,0.29545454545454547,-16.39652269879721,-20.786206514392035,-0.4724137844180008,0.39023712885705025,1.0232918065852301,-1.099645161290323,20.786206514392035,974.5894696000008,12,-750.3820000000009,224.20746960000002,-974.5894696000008,13,18.374999999999996,2.392507046999611,89.46014500000005,1,0,0,0,0.41591596868946534,-886.1109596000024,-658.0720000000001,1006.4933795999968,1.0064892277312836,99113.8890404,41,4,225,3,-104.22814274165233,-52.39718493023381,-51.83095781141854,2,1.0,-40.454111670740765,45,44,1,13,31,0.29545454545454547,-16.39652269879721,-20.786206514392035,-0.4724137844180008,0.39023712885705025,1.0232918065852301,-1.099645161290323,20.786206514392035,974.5894696000008,12,-750.3820000000009,224.20746960000002,-974.5894696000008,13,18.374999999999996,2.392507046999611,89.46014500000005,1,0,0,0,0.41591596868946534,-886.1109596000024,-658.0720000000001,1006.4933795999968,1.0064892277312836,99113.8890404,41,4,225,3,-104.22814274165233,-52.39718493023381,-51.83095781141854,2,1.0,-40.454111670740765
bb400_m1.5_sl3,400,1.5,0.03,5,3,3,20.0,True,-1041.91410585001,-1190.7961629000056,40,39,1,12,27,0.3076923076923077,-15.192786533088002,-17.781769603241784,-0.45594281033953293,0.311292910533637,0.669774192213883,-0.9562614781410514,17.781769603241784,1279.274672899999,13,-1081.6972999999987,197.5773729,-1279.274672899999,15,22.07051282051282,1.5950046979997408,89.46014500000005,4,0,0,1,0.32422923375802065,-1190.7961629000056,-989.3873000000021,1311.1785828999855,1.3111731741795247,98809.2038371,36,4,200,3,-154.61528503141523,-64.45599428310496,-90.15929074831028,2,1.0,-68.14133478063175,40,39,1,12,27,0.3076923076923077,-15.192786533088002,-17.781769603241784,-0.45594281033953293,0.311292910533637,0.669774192213883,-0.9562614781410514,17.781769603241784,1279.274672899999,13,-1081.6972999999987,197.5773729,-1279.274672899999,15,22.07051282051282,1.5950046979997408,89.46014500000005,4,0,0,1,0.32422923375802065,-1190.7961629000056,-989.3873000000021,1311.1785828999855,1.3111731741795247,98809.2038371,36,4,200,3,-154.61528503141523,-64.45599428310496,-90.15929074831028,2,1.0,-68.14133478063175
