step,family,arm,description,eligible,accepted,n_events,n_long,n_short,mean_gross_bp,mean_net_bp,control_net_bp,paired_excess_bp,win_rate,stop_rate,profit_factor,mean_terminal_r,median_mfe_r,hit_1r_rate,hit_2r_rate,hit_3r_rate,hit_5r_rate,robust_score,worst_fold_excess_bp,positive_folds,fold_count,min_fold_n
18,path_variation,path_8,K1→K2 path variation ≤ 8 ATR,True,False,628,319,309,37.040986981917825,17.04098698191781,-35.6971115505398,52.73809853245763,0.1735668789808917,0.821656050955414,1.209660446361719,0.4427852535727553,1.3558510638298469,0.4697452229299363,0.34394904458598724,0.26910828025477707,0.18471337579617833,40.08591147468687,34.97342373324155,4,4,116
19,wrong_side_closes,wrong_0,intermediate wrong-side closes ≤ 0,True,False,557,293,264,35.04045291658232,15.040452916582304,-33.22066124269292,48.26111415927524,0.17235188509874327,0.822262118491921,1.1877682026334595,0.47443827389548654,1.416666666666568,0.47217235188509876,0.3500897666068223,0.2764811490125673,0.19210053859964094,37.43716928918168,15.343936656132618,4,4,100
19,wrong_side_closes,wrong_1,intermediate wrong-side closes ≤ 1,True,False,583,308,275,34.42522581915447,14.425225819154456,-32.430790078657914,46.85601589781238,0.1732418524871355,0.8216123499142367,1.1800253792275117,0.4632535197991122,1.4057971014492618,0.4716981132075472,0.346483704974271,0.27101200686106347,0.18696397941680962,38.318406682084486,9.002342528791031,4,4,106
19,wrong_side_closes,wrong_2,intermediate wrong-side closes ≤ 2,True,False,595,311,284,34.14982457950038,14.149824579500367,-33.4239598033085,47.57378438280887,0.17142857142857143,0.8235294117647058,1.1760624025190984,0.44623165802628756,1.3972602739726039,0.47058823529411764,0.34285714285714286,0.2689075630252101,0.18487394957983194,37.51281469304051,8.71140035823107,4,4,108
20,intermediate_colour,colour_share_0.5,intermediate MA-side colour share ≥ 0.5,True,False,592,306,286,35.4697665200392,15.469766520039183,-34.08610877443749,49.55587529447667,0.17229729729729729,0.8226351351351351,1.1927950076875073,0.46487315223430864,1.400757796560778,0.46959459459459457,0.33952702702702703,0.2685810810810811,0.18412162162162163,43.30138094976778,10.20967720512413,4,4,102
20,intermediate_colour,colour_share_0.75,intermediate MA-side colour share ≥ 0.75,True,False,573,302,271,33.81994460120965,13.819944601209633,-32.936897961714756,46.756842562924405,0.17102966841186737,0.8237347294938918,1.1715410092058862,0.4594953732384378,1.3972602739726039,0.4694589877835951,0.3403141361256545,0.268760907504363,0.18673647469458987,37.41304597112951,7.376181242724415,4,4,99
20,intermediate_colour,colour_share_1,intermediate MA-side colour share ≥ 1,True,False,565,297,268,35.58815061782358,15.588150617823567,-32.37796625583813,47.96611687366172,0.17345132743362832,0.8212389380530973,1.1945316356726479,0.48016079445243337,1.3972602739726039,0.4690265486725664,0.3433628318584071,0.27256637168141595,0.18938053097345134,38.370252559137896,8.318958573076587,4,4,99
21,volume_relation,k2_volume_lower,K2 volume < K1 volume,True,False,581,297,284,31.047578381226526,11.04757838122651,-33.008035730032596,44.05561411125912,0.16523235800344235,0.8278829604130808,1.141213321460475,0.374475606384708,1.3972602739726039,0.47332185886402756,0.3459552495697074,0.270223752151463,0.18760757314974183,36.561939926920346,23.773987087151593,4,4,109
21,volume_relation,k2_volume_similar,K2/K1 volume 0.5–1.5,True,False,408,229,179,51.68738487643847,31.68738487643847,-30.918872738454127,62.606257614892606,0.20098039215686275,0.7916666666666666,1.3683388515338766,0.806556568874776,1.31666666666669,0.45098039215686275,0.3431372549019608,0.27450980392156865,0.18382352941176472,50.723977808088264,28.979136992560843,4,4,65
21,volume_relation,k2_volume_higher,K2 volume ≥ K1 volume,False,False,112,66,46,78.57664703430012,58.576647034300116,-26.53487391008208,85.1115209443822,0.25,0.7410714285714286,1.5824773819860731,1.5397538306970862,1.1786996410052049,0.44642857142857145,0.30357142857142855,0.24107142857142858,0.16964285714285715,52.88135373998845,22.650852583368803,4,4,16
22,ma_shift_candle_colour,both_ma_colour,K1 and K2 ChartPrime candle colours side-aligned,True,False,390,213,177,43.55030521629196,23.55030521629194,-38.17553146445117,61.725836680743136,0.17692307692307693,0.8179487179487179,1.2935978153201746,0.6782974514944115,1.4212879871019786,0.4717948717948718,0.35128205128205126,0.2743589743589744,0.20512820512820512,31.0231392908251,-1.055453332129568,3,4,69
22,ma_shift_candle_colour,k2_ma_colour,K2 ChartPrime candle colour side-aligned,True,False,583,308,275,39.08941288222057,19.08941288222055,-32.95634495144861,52.04575783366917,0.17152658662092624,0.823327615780446,1.2362514050797078,0.49157858232393736,1.3181818181819005,0.451114922813036,0.3379073756432247,0.2658662092624357,0.19382504288164665,42.89267418803728,31.826129602393134,4,4,101
23,ma_shift_oscillator,k2_osc_sign,K2 oscillator sign side-aligned,True,False,465,263,202,32.50427769599945,12.504277695999432,-24.65802599572578,37.162303691725214,0.17634408602150536,0.8150537634408602,1.1592167932661253,0.4847943566748686,1.2608695652173658,0.45806451612903226,0.32903225806451614,0.26021505376344084,0.18064516129032257,27.879046386174384,-4.8075882864866175,3,4,86
23,ma_shift_oscillator,k2_osc_accel,K2 oscillator acceleration side-aligned,True,False,543,269,274,35.644348357732085,15.644348357732076,-33.27348540955095,48.917833767283035,0.1731123388581952,0.8213627992633518,1.198087780431659,0.272505079377002,1.326923076923069,0.44935543278084716,0.3406998158379374,0.27255985267034993,0.1841620626151013,34.89213350628574,26.979725406755524,4,4,106
23,ma_shift_oscillator,both_osc_sign,K1 and K2 oscillator signs side-aligned,False,False,218,129,89,24.09230031513249,4.092300315132476,-30.80288572646732,34.89518604159981,0.18807339449541285,0.8027522935779816,1.0492780753905726,0.8611002488248192,1.2777938284980332,0.45871559633027525,0.3440366972477064,0.27522935779816515,0.2018348623853211,22.509340393262406,19.774645327223094,4,4,38
24,market_break,structure_not_opposite,confirmed 10/10 structure is not opposite at K2,True,False,322,171,151,39.76751621676798,19.767516216767966,-30.619212323833843,50.386728540601815,0.17701863354037267,0.8136645962732919,1.2316100152162814,0.283386768391036,1.504545454545426,0.4720496894409938,0.35093167701863354,0.2857142857142857,0.18944099378881987,33.371823346357665,5.714254514170035,4,4,49
24,market_break,structure_aligned,confirmed 10/10 structure is side-aligned at K2,True,False,322,171,151,39.76751621676798,19.767516216767966,-30.619212323833843,50.386728540601815,0.17701863354037267,0.8136645962732919,1.2316100152162814,0.283386768391036,1.504545454545426,0.4720496894409938,0.35093167701863354,0.2857142857142857,0.18944099378881987,33.371823346357665,5.714254514170035,4,4,49
24,market_break,break_event,K2 itself closes through confirmed pivot,False,False,43,26,17,34.45391858624774,14.453918586247728,-56.028269440618374,70.48218802686608,0.18604651162790697,0.7674418604651163,1.117497442120373,0.08346036161206337,1.4528807503349384,0.627906976744186,0.3488372093023256,0.20930232558139536,0.11627906976744186,-70.48385176742167,-136.005241153438,3,4,6
25,ma_alignment,align_6,six-MA side alignment ≥ 6/12,False,False,298,145,153,27.439527424259275,7.43952742425926,-27.140248988254516,34.57977641251379,0.15436241610738255,0.8422818791946308,1.0853113277822477,0.26595713062143583,1.4443353622620445,0.48322147651006714,0.35570469798657717,0.2516778523489933,0.17114093959731544,26.125809398875923,-25.28392364691056,3,4,50
25,ma_alignment,align_8,six-MA side alignment ≥ 8/12,False,False,199,94,105,8.470593237713764,-11.529406762286253,-28.298352573421703,16.768945811135456,0.1407035175879397,0.8542713567839196,0.8692240454272401,0.040558627980005764,1.3650793650793567,0.48743718592964824,0.35678391959798994,0.27638190954773867,0.16080402010050251,-0.424701959135259,-24.492810726072424,3,4,30
25,ma_alignment,align_10,six-MA side alignment ≥ 10/12,False,False,101,41,60,1.7782645411610916,-18.221735458838925,-28.57646349551968,10.354728036680756,0.1188118811881188,0.8613861386138614,0.791299653066646,-0.13473368385098522,1.5090909090908422,0.48514851485148514,0.3465346534653465,0.297029702970297,0.1188118811881188,-26.827749858389687,-74.71966043408658,2,4,14
25,ma_alignment,align_12,six-MA side alignment ≥ 12/12,False,False,38,12,26,26.972885670714916,6.972885670714905,-33.828310482418324,40.80119615313324,0.15789473684210525,0.8157894736842105,1.0843141243132939,0.06364819004862819,2.002450980392174,0.5263157894736842,0.47368421052631576,0.42105263157894735,0.15789473684210525,-55.09126749835113,-77.39196302462514,2,4,6
26,rope_slope,slope_0,side-aligned rope slope ≥ 0 ATR/bar,True,True,558,305,253,45.77864781876458,25.778647818764572,-35.14928473562889,60.92793255439346,0.18996415770609318,0.8010752688172043,1.3187491236268225,0.6289196960090857,1.341666666666707,0.48566308243727596,0.34767025089605735,0.27060931899641577,0.1971326164874552,42.1040217206876,45.45978253464306,4,4,102
26,rope_slope,slope_0.01,side-aligned rope slope ≥ 0.01 ATR/bar,True,False,482,272,210,49.84715337832302,29.847153378323004,-17.275649624260428,47.12280300258343,0.1950207468879668,0.7925311203319502,1.3750813540992548,0.6555298500839245,1.4087809036658339,0.504149377593361,0.35269709543568467,0.27800829875518673,0.1908713692946058,41.07170809227142,-20.075304512555814,3,4,88
26,rope_slope,slope_0.03,side-aligned rope slope ≥ 0.03 ATR/bar,False,False,227,148,79,38.763004409060386,18.76300440906037,-24.381558749079144,43.14456315813951,0.17180616740088106,0.8149779735682819,1.2393429257080881,0.3039501074810129,1.3333333333333273,0.44933920704845814,0.31718061674008813,0.24669603524229075,0.1762114537444934,25.578167334659224,-14.92010741642865,3,4,41
26,rope_slope,slope_0.05,side-aligned rope slope ≥ 0.05 ATR/bar,False,False,60,43,17,61.77800427604549,41.778004276045486,-10.975555723413835,52.753559999459306,0.15,0.85,1.51978406155054,0.3827112538598467,1.2113095238095362,0.38333333333333336,0.23333333333333334,0.18333333333333332,0.13333333333333333,-88.93068352946595,-100.14742888534968,2,4,11
27,prior_compression,compression_0.25,prior20 mean rope width ≤ 0.25 ATR,False,False,0,0,0,,,,,,,,,,,,,,-inf,-inf,0,0,0
27,prior_compression,compression_0.5,prior20 mean rope width ≤ 0.5 ATR,False,False,8,3,5,58.682459940008755,38.68245994000874,63.60439886839724,-24.921938928388474,0.25,0.75,1.4669719360747766,0.780161290322595,1.8734249713630189,0.75,0.375,0.375,0.25,-66.02246124869554,-148.22350588930962,1,2,0
27,prior_compression,compression_0.75,prior20 mean rope width ≤ 0.75 ATR,False,False,60,30,30,-11.039844667983838,-31.03984466798385,-21.431846274550654,-9.60799839343319,0.11666666666666667,0.8666666666666667,0.6093815546911224,0.05920489532068672,1.1072058823529147,0.4166666666666667,0.21666666666666667,0.15,0.15,-56.643078173912556,-64.24561258273648,1,4,7
27,prior_compression,compression_1,prior20 mean rope width ≤ 1 ATR,False,False,138,68,70,34.88460228140402,14.884602281404,-27.62849493748039,42.5130972188844,0.14492753623188406,0.8405797101449275,1.1777627814764982,0.27683073760127463,1.1563373493975768,0.43478260869565216,0.26811594202898553,0.21739130434782608,0.18115942028985507,0.5285534595762158,-31.310953557323295,3,4,20
28,time_block,utc_block_0_6,K2 UTC hour 00:00–06:00,False,False,203,110,93,60.403809710938155,40.40380971093813,-23.04561659712148,63.44942630805962,0.18226600985221675,0.8177339901477833,1.5277642013559871,0.6727481030220196,1.2083333333333852,0.45320197044334976,0.32019704433497537,0.2660098522167488,0.2019704433497537,22.543478492393923,-13.984045837912143,3,4,28
28,time_block,utc_block_6_12,K2 UTC hour 06:00–12:00,False,False,189,108,81,6.82477767543922,-13.17522232456079,-35.284474446941886,22.109252122381093,0.15343915343915343,0.8465608465608465,0.8298753811216899,0.4242390598086468,1.4400000000000064,0.455026455026455,0.30687830687830686,0.24338624338624337,0.15343915343915343,5.6525076800058685,-33.32231440476511,3,4,36
28,time_block,utc_block_12_18,K2 UTC hour 12:00–18:00,False,False,242,137,105,13.399696733047701,-6.600303266952315,-20.49601610269589,13.895712835743582,0.18181818181818182,0.8099173553719008,0.9240708255894959,0.11312084148198703,1.1676706827309302,0.4256198347107438,0.32644628099173556,0.2396694214876033,0.1652892561983471,11.799641537538898,-22.921966935420443,3,4,29
28,time_block,utc_block_18_24,K2 UTC hour 18:00–24:00,False,False,207,112,95,30.22288690176024,10.222886901760228,-41.34260511395789,51.56549201571813,0.14009661835748793,0.8405797101449275,1.121892622648646,0.1335847911558427,1.4042553191489522,0.5265700483091788,0.3671497584541063,0.27053140096618356,0.178743961352657,44.13452911914021,46.33739004078253,4,4,40
29,weekpart,weekday,K2 Monday–Friday,True,False,500,272,228,45.81783955639988,25.817839556399868,-34.755534823722954,60.573374380122836,0.196,0.794,1.3136121709482143,0.5098654853536421,1.3752955082742502,0.482,0.348,0.272,0.196,41.863104936757296,33.598982139956426,4,4,89
29,weekpart,weekend,K2 Saturday–Sunday,False,False,69,38,31,24.748582571325475,4.748582571325455,-39.63827080694635,44.38685337827182,0.11594202898550725,0.8840579710144928,1.0640723396115808,1.2319485173369387,1.2857142857142716,0.4782608695652174,0.3188405797101449,0.2318840579710145,0.17391304347826086,40.717544171061995,-33.68912098527008,3,4,13
