scope,minutes,definition,side,bars,duration_hours,start_utc,last_open_utc,end_close_utc,break_bar_open_utc,left_censored,right_censored,right_boundary,start_close,end_close,price_change_pct,zero_volume_bars,max_wick_dip_into_ma_pct,rank
common,60,body,below,296,296.0,2026-05-26T16:00:00+00:00,2026-06-07T23:00:00+00:00,2026-06-08T00:00:00+00:00,2026-06-08T00:00:00+00:00,False,False,condition_failed,2078.7,1689.63,-18.716986578149797,0,1.4672628212608059,1
common,60,close,above,200,200.0,2025-12-30T07:00:00+00:00,2026-01-07T14:00:00+00:00,2026-01-07T15:00:00+00:00,2026-01-07T15:00:00+00:00,False,False,condition_failed,2949.32,3190.15,8.165611056107846,0,0.3830165448978477,1
common,60,close,below,297,297.0,2026-05-26T15:00:00+00:00,2026-06-07T23:00:00+00:00,2026-06-08T00:00:00+00:00,2026-06-08T00:00:00+00:00,False,False,condition_failed,2086.31,1689.63,-19.013473548993186,0,1.4619108505230944,1
common,60,wick,above,161,161.0,2025-12-31T21:00:00+00:00,2026-01-07T13:00:00+00:00,2026-01-07T14:00:00+00:00,2026-01-07T14:00:00+00:00,False,False,condition_failed,2980.89,3210.56,7.7047458980371575,0,0.0,1
common,60,wick,below,220,220.0,2026-01-29T12:00:00+00:00,2026-02-07T15:00:00+00:00,2026-02-07T16:00:00+00:00,2026-02-07T16:00:00+00:00,False,False,condition_failed,2935.18,2051.49,-30.106841829121212,0,0.0,1
full,5,body,above,351,29.25,2026-01-13T03:15:00+00:00,2026-01-14T08:25:00+00:00,2026-01-14T08:30:00+00:00,2026-01-14T08:30:00+00:00,False,False,condition_failed,3108.55,3335.85,7.31209084621447,0,0.1181472605126626,1
full,5,body,below,365,30.416666666666668,2026-01-19T21:10:00+00:00,2026-01-21T03:30:00+00:00,2026-01-21T03:35:00+00:00,2026-01-21T03:35:00+00:00,False,False,condition_failed,3213.42,2971.95,-7.514423884832988,0,0.01714998186082089,1
full,5,close,above,352,29.333333333333332,2026-01-13T03:10:00+00:00,2026-01-14T08:25:00+00:00,2026-01-14T08:30:00+00:00,2026-01-14T08:30:00+00:00,False,False,condition_failed,3108.0,3335.85,7.33108108108107,0,0.11944813702904605,1
full,5,close,below,366,30.5,2026-01-19T21:05:00+00:00,2026-01-21T03:30:00+00:00,2026-01-21T03:35:00+00:00,2026-01-21T03:35:00+00:00,False,False,condition_failed,3216.85,2971.95,-7.613037598893335,0,0.06600569887855069,1
full,5,wick,above,258,21.5,2026-04-13T13:50:00+00:00,2026-04-14T11:15:00+00:00,2026-04-14T11:20:00+00:00,2026-04-14T11:20:00+00:00,False,False,condition_failed,2202.98,2373.32,7.732253583781978,0,0.0,1
full,5,wick,below,297,24.75,2026-01-20T02:50:00+00:00,2026-01-21T03:30:00+00:00,2026-01-21T03:35:00+00:00,2026-01-21T03:35:00+00:00,False,False,condition_failed,3194.06,2971.95,-6.9538455758501705,0,0.0,1
full,15,body,above,464,116.0,2024-11-06T00:30:00+00:00,2024-11-10T20:15:00+00:00,2024-11-10T20:30:00+00:00,2024-11-10T20:30:00+00:00,False,False,condition_failed,2477.01,3162.67,27.680954053475748,0,0.44686620628267115,1
full,15,body,below,469,117.25,2023-08-14T17:45:00+00:00,2023-08-19T14:45:00+00:00,2023-08-19T15:00:00+00:00,2023-08-19T15:00:00+00:00,False,False,condition_failed,1847.47,1662.96,-9.987171645547699,0,0.04705083167791441,1
full,15,close,above,465,116.25,2024-11-06T00:15:00+00:00,2024-11-10T20:15:00+00:00,2024-11-10T20:30:00+00:00,2024-11-10T20:30:00+00:00,False,False,condition_failed,2453.12,3162.67,28.924390164362123,0,0.4512180658199515,1
full,15,close,below,470,117.5,2023-08-14T17:30:00+00:00,2023-08-19T14:45:00+00:00,2023-08-19T15:00:00+00:00,2023-08-19T15:00:00+00:00,False,False,condition_failed,1848.55,1662.96,-10.03976089367341,0,0.08442202446963283,1
full,15,wick,above,461,115.25,2024-11-06T00:30:00+00:00,2024-11-10T19:30:00+00:00,2024-11-10T19:45:00+00:00,2024-11-10T19:45:00+00:00,False,False,condition_failed,2477.01,3189.19,28.75159971094181,0,0.0,1
full,15,wick,below,454,113.5,2026-06-02T06:00:00+00:00,2026-06-06T23:15:00+00:00,2026-06-06T23:30:00+00:00,2026-06-06T23:30:00+00:00,False,False,condition_failed,1981.35,1559.44,-21.294067176420107,0,0.0,1
full,60,body,above,396,396.0,2023-01-02T04:00:00+00:00,2023-01-18T15:00:00+00:00,2023-01-18T16:00:00+00:00,2023-01-18T16:00:00+00:00,False,False,condition_failed,1201.48,1550.45,29.045011152911403,0,1.5387827235298763,1
full,60,body,below,296,296.0,2026-05-26T16:00:00+00:00,2026-06-07T23:00:00+00:00,2026-06-08T00:00:00+00:00,2026-06-08T00:00:00+00:00,False,False,condition_failed,2078.7,1689.63,-18.716986578149797,0,1.4672628212608059,1
full,60,close,above,417,417.0,2024-02-05T23:00:00+00:00,2024-02-23T07:00:00+00:00,2024-02-23T08:00:00+00:00,2024-02-23T08:00:00+00:00,False,False,condition_failed,2302.19,2933.97,27.442565557143396,0,0.9413609070783331,1
full,60,close,below,297,297.0,2026-05-26T15:00:00+00:00,2026-06-07T23:00:00+00:00,2026-06-08T00:00:00+00:00,2026-06-08T00:00:00+00:00,False,False,condition_failed,2086.31,1689.63,-19.013473548993186,0,1.4619108505230944,1
full,60,wick,above,289,289.0,2023-01-06T14:00:00+00:00,2023-01-18T14:00:00+00:00,2023-01-18T15:00:00+00:00,2023-01-18T15:00:00+00:00,False,False,condition_failed,1248.2,1593.41,27.656625540778723,0,0.0,1
full,60,wick,below,242,242.0,2022-05-05T15:00:00+00:00,2022-05-15T16:00:00+00:00,2022-05-15T17:00:00+00:00,2022-05-15T17:00:00+00:00,False,False,condition_failed,2741.87,2083.19,-24.023020785084626,0,0.0,1
