source_file,source_sha256,source_rows,hourly_rows,incomplete_hours_dropped,hourly_gap_count,first_hour,last_hour,symbol,broad_pairs,broad_k2_events
data/kline_deep/okx_ETHFI_USDT_SWAP_15m_81231.csv,6110216935750f89d9e188b277dfc4dbf7a95fd3a238431caa8182a7b5810a27,74543,18635,1,0,2024-03-18T13:00:00+00:00,2026-05-03T23:00:00+00:00,ETHFI,207,189
data/kline_deep/okx_FIL_USDT_SWAP_15m_158499.csv,3b80c237bc37c3e5405ea25b0ac5e6ebfaf38b1e32273a1a576e192cba098333,151810,37952,1,0,2022-01-03T16:00:00+00:00,2026-05-03T23:00:00+00:00,FIL,336,309
data/kline_deep/okx_GALA_USDT_SWAP_15m_158499.csv,bb8aa062897b1d689301fb4823b6931fe50abfea409ab679d6b9da2b8e1bbafc,151810,37952,1,0,2022-01-03T16:00:00+00:00,2026-05-03T23:00:00+00:00,GALA,379,335
data/kline_deep/okx_GRT_USDT_SWAP_15m_158499.csv,ea306e8c8b7fa1a978c91f0dcdfe90ddcd2425f46ad6258e14fe20b98b75ee4b,151810,37952,1,0,2022-01-03T16:00:00+00:00,2026-05-03T23:00:00+00:00,GRT,393,354
data/kline_deep/okx_HBAR_USDT_SWAP_15m_101898.csv,9357c1aa1a2c6441c707e39d6ad1cb9c130e56a1c6b8d48294de3ee51daf236b,95209,23802,1,0,2023-08-16T06:00:00+00:00,2026-05-03T23:00:00+00:00,HBAR,236,212
data/kline_deep/okx_HYPE_USDT_SWAP_15m_48613.csv,9edb5acd7e2929b65b3a76a0bee4120747367317bc3c8006c601ca7bf3195192,41924,10481,0,0,2025-02-21T07:00:00+00:00,2026-05-03T23:00:00+00:00,HYPE,128,119
data/kline_deep/okx_ICP_USDT_SWAP_15m_158499.csv,4247a864498f120dfea5880f0e9df86cf4ea66902d1012bff7653206ff925afc,151810,37952,1,0,2022-01-03T16:00:00+00:00,2026-05-03T23:00:00+00:00,ICP,406,360
data/kline_deep/okx_INJ_USDT_SWAP_15m_91699.csv,f705ac7c1e4a31b5b095743e6fcb5db5aa44b64abead3435c44f56849e40d4b6,85009,21252,1,0,2023-11-30T12:00:00+00:00,2026-05-03T23:00:00+00:00,INJ,205,181
data/kline_deep/okx_JTO_USDT_SWAP_15m_87975.csv,2affd294e29394dc4fc8066bc93555687c6db30bea09ef6655fe69d6a907f191,81285,20321,1,0,2024-01-08T07:00:00+00:00,2026-05-03T23:00:00+00:00,JTO,213,194
data/kline_deep/okx_LINK_USDT_SWAP_15m_158499.csv,52c7e002d840b59df9b39ffe811c98651960fd77ba42df53dac8bfa2f45185fb,151809,37952,1,0,2022-01-03T16:00:00+00:00,2026-05-03T23:00:00+00:00,LINK,310,285
data/kline_deep/okx_LTC_USDT_SWAP_15m_158499.csv,c3d93ad57fa7b9ed69b8726415daa2b87eeb4b3f10b84e0dfc74c7fca13882f0,151809,37952,1,0,2022-01-03T16:00:00+00:00,2026-05-03T23:00:00+00:00,LTC,413,380
data/kline_deep/okx_NEAR_USDT_SWAP_15m_158499.csv,91ffb94cc43b26a55cefec69d1827babcd0025acd5820063ee09c8e0f2f67c61,151808,37952,0,0,2022-01-03T16:00:00+00:00,2026-05-03T23:00:00+00:00,NEAR,432,398
data/kline_deep/okx_OKB_USDT_SWAP_15m_29915.csv,0486ba54b96b71086410f7dd085f36ab8647b24f1f88fbb4590f0c076bdc1bc8,23224,5806,0,0,2025-09-04T02:00:00+00:00,2026-05-03T23:00:00+00:00,OKB,48,45
data/kline_deep/okx_ONDO_USDT_SWAP_15m_67705.csv,ff77b9932d045a93fa6ae8e47caf2bd804bdecd8d24f82f259d02c36f8390da0,61014,15253,1,0,2024-08-06T11:00:00+00:00,2026-05-03T23:00:00+00:00,ONDO,174,152
data/kline_deep/okx_OP_USDT_SWAP_15m_144244.csv,335e02ff9b67dd8ea2f2585c4aebe5da5ca482971c908887507579d6eacd9896,137553,34388,1,0,2022-06-01T04:00:00+00:00,2026-05-03T23:00:00+00:00,OP,339,305
data/kline_deep/okx_ORDI_USDT_SWAP_15m_110236.csv,ffe49fd58348edf345a84a736c79bdb66580772f4bc31182aaaab90010803720,103545,25886,1,0,2023-05-21T10:00:00+00:00,2026-05-03T23:00:00+00:00,ORDI,275,254
data/kline_deep/okx_PENGU_USDT_SWAP_15m_54916.csv,bed3268ea3fb17a6cd3cf727265290c0c6cce42dbf4df9430675814386bd0139,48225,12056,1,0,2024-12-17T16:00:00+00:00,2026-05-03T23:00:00+00:00,PENGU,122,105
data/kline_deep/okx_PEPE_USDT_SWAP_15m_111988.csv,786cf42e9715e16e8144519b281a2788b7d6c317c9058947fe0047ff11e6fa55,105297,26324,1,0,2023-05-03T04:00:00+00:00,2026-05-03T23:00:00+00:00,PEPE,243,222
data/kline_deep/okx_PI_USDT_SWAP_15m_48704.csv,65fe1443525a1b745070c24b4e3cb03edffaf89ac31e6047e91360a7d18b0aca,42012,10503,0,0,2025-02-20T09:00:00+00:00,2026-05-03T23:00:00+00:00,PI,51,51
data/kline_deep/okx_POL_USDT_SWAP_15m_63010.csv,e3c385c86b69672b33fb37b6360a40926d97b02675f0868380be4364e2a9ffe1,56318,14079,1,0,2024-09-24T09:00:00+00:00,2026-05-03T23:00:00+00:00,POL,137,125
data/kline_deep/okx_SAND_USDT_SWAP_15m_158499.csv,2ac5802eb1b92793d14e3f1ea5766dc4ce596225c11f3cedc0cbc3d3702009e7,151807,37951,1,0,2022-01-03T17:00:00+00:00,2026-05-03T23:00:00+00:00,SAND,384,355
data/kline_deep/okx_SHIB_USDT_SWAP_15m_158499.csv,b46c46528323c5f1b3de12fbfadd664dc5fff176fd23cde858b9d04328add144,151807,37951,1,0,2022-01-03T17:00:00+00:00,2026-05-03T23:00:00+00:00,SHIB,338,305
data/kline_deep/okx_SOL_USDT_SWAP_15m_158499.csv,72837586eff583cb06cd152ba873ce03ae0eb33196d0a04703f5252f6dbbc1eb,151807,37951,1,0,2022-01-03T17:00:00+00:00,2026-05-03T23:00:00+00:00,SOL,323,296
data/kline_deep/okx_SUI_USDT_SWAP_15m_111797.csv,4b40d01cf6597cff9acf5a0fc5272805d4f5091fd308219b7e87fc152d432cfb,105105,26276,1,0,2023-05-05T04:00:00+00:00,2026-05-03T23:00:00+00:00,SUI,257,231
data/kline_deep/okx_TIA_USDT_SWAP_15m_94555.csv,f80676c3775f6bfb12cad7863a315b1bbc149c5a53c8bdf8b105675dee4c2139,87863,21965,1,0,2023-10-31T19:00:00+00:00,2026-05-03T23:00:00+00:00,TIA,236,217
data/kline_deep/okx_TRUMP_USDT_SWAP_15m_51790.csv,5f41d8f19ea424df90ecee252b87069667f20c04c44b6e5654ade7e2a944d7c8,45098,11274,1,0,2025-01-19T06:00:00+00:00,2026-05-03T23:00:00+00:00,TRUMP,88,83
data/kline_deep/okx_TRX_USDT_SWAP_15m_158499.csv,f9ccea74665a0dbc674f7e6a07144d35dd20c5a08d10686da226211490f9a70a,151806,37951,1,0,2022-01-03T17:00:00+00:00,2026-05-03T23:00:00+00:00,TRX,406,361
data/kline_deep/okx_UNI_USDT_SWAP_15m_158499.csv,fe9963c89bea5356116a9a371ff2f0587334f58e771d5ffdb7612a0d5ff28c10,151806,37951,1,0,2022-01-03T17:00:00+00:00,2026-05-03T23:00:00+00:00,UNI,442,387
data/kline_deep/okx_VIRTUAL_USDT_SWAP_15m_55517.csv,a457769d7a1c3d7a4a39e20335f3782d749445a6fb035f3effbba19d9f9431f1,48824,12206,0,0,2024-12-11T10:00:00+00:00,2026-05-03T23:00:00+00:00,VIRTUAL,100,90
data/kline_deep/okx_WLD_USDT_SWAP_15m_104087.csv,f495bc8e031ca96a2a856dd4debd23f0ec49b01bdbfb1b27279ccbb68098fc47,97393,24348,1,0,2023-07-24T12:00:00+00:00,2026-05-03T23:00:00+00:00,WLD,199,179
data/kline_deep/okx_XLM_USDT_SWAP_15m_158499.csv,db4133f4a0d632592f5c4ac11fba54ae4e89ee9ef3e7fbf1d133f2b8af56443b,151805,37951,1,0,2022-01-03T17:00:00+00:00,2026-05-03T23:00:00+00:00,XLM,400,349
data/kline_deep/okx_XRP_USDT_SWAP_15m_158499.csv,6c398128cf0ae6b49787ec1eea83764f4eda623a00cce31ce3706103c119c0fb,151805,37951,1,0,2022-01-03T17:00:00+00:00,2026-05-03T23:00:00+00:00,XRP,359,327
data/kline_deep/okx_ZEC_USDT_SWAP_15m_23866.csv,f909917127b10c4192bb3a21d2a32dd75afaea1bf445714d5aaf82076514997e,17171,4292,1,0,2025-11-06T04:00:00+00:00,2026-05-03T23:00:00+00:00,ZEC,24,22
data/kline_deep/okx_ZK_USDT_SWAP_15m_72422.csv,bb072473cfc13ff0b02a78385d896dbf786e09f6d35e782b1b03d36e39bc8688,65727,16431,1,0,2024-06-18T09:00:00+00:00,2026-05-03T23:00:00+00:00,ZK,187,169
data/kline_deep/okx_ZRO_USDT_SWAP_15m_72214.csv,9b90a7d2d238a6b99507135e4c42b49ef831bac88758bb5660bf68f6cb856d4e,65519,16379,1,0,2024-06-20T13:00:00+00:00,2026-05-03T23:00:00+00:00,ZRO,174,157
