symbol,period,arm,entries,complete,net_profit_sum_independent_accounts,win_rate,mean_final_balance,max_adds
WIFUSDT,later,continuous_unprotected,1.0,1.0,-6.298863599999962,0.0,93.70113640000004,0.0
WIFUSDT,later,none,1.0,1.0,-6.298863599999962,0.0,93.70113640000004,0.0
WIFUSDT,later,two,1.0,1.0,-6.298863599999962,0.0,93.70113640000004,0.0
XTZUSDT,earlier,continuous,12.0,12.0,-189.6239777799994,0.25,84.19800185166672,0.0
XTZUSDT,earlier,continuous_unprotected,12.0,12.0,-189.6239777799994,0.25,84.19800185166672,0.0
XTZUSDT,earlier,none,12.0,12.0,-189.6239777799994,0.25,84.19800185166672,0.0
XTZUSDT,earlier,two,12.0,12.0,-189.6239777799994,0.25,84.19800185166672,0.0
XTZUSDT,later,continuous,5.0,5.0,-86.18934870999972,0.2,82.76213025800004,3.0
XTZUSDT,later,continuous_unprotected,5.0,4.0,-128.13101658999972,0.0,67.96724585250007,3.0
XTZUSDT,later,none,5.0,5.0,-60.14156364999958,0.2,87.97168727000007,0.0
XTZUSDT,later,two,5.0,5.0,-66.85768323999964,0.2,86.62846335200007,2.0
ZECUSDT,earlier,continuous,11.0,11.0,247.78166293000044,0.6363636363636364,122.52560572090914,3.0
ZECUSDT,earlier,continuous_unprotected,11.0,9.0,105.03184792000062,0.5555555555555556,111.67020532444451,3.0
ZECUSDT,earlier,none,11.0,11.0,410.7484648700005,0.6363636363636364,137.3407695336364,0.0
ZECUSDT,earlier,two,11.0,11.0,291.6022806100008,0.6363636363636364,126.5092982372728,2.0
ZECUSDT,later,continuous,4.0,4.0,580.3143806000032,0.5,245.0785951500008,5.0
ZECUSDT,later,continuous_unprotected,4.0,3.0,4.242368460000236,0.3333333333333333,101.41412282000009,5.0
ZECUSDT,later,none,4.0,4.0,441.56727017000037,0.5,210.39181754250012,0.0
ZECUSDT,later,two,4.0,4.0,578.3392866000006,0.5,244.58482165000015,2.0
ZENUSDT,earlier,continuous,9.0,9.0,529.7517369000009,0.5555555555555556,158.8613041000001,7.0
ZENUSDT,earlier,continuous_unprotected,9.0,7.0,-128.03073900000032,0.42857142857142855,81.70989442857139,7.0
ZENUSDT,earlier,none,9.0,9.0,546.9569614999997,0.5555555555555556,160.7729957222222,0.0
ZENUSDT,earlier,two,9.0,9.0,783.8720733999994,0.5555555555555556,187.09689704444438,2.0
ZENUSDT,later,continuous,4.0,4.0,-58.80936950000005,0.5,85.297657625,1.0
ZENUSDT,later,continuous_unprotected,4.0,4.0,-58.80936950000005,0.5,85.297657625,1.0
ZENUSDT,later,none,4.0,4.0,-14.435193499999905,0.5,96.39120162500004,0.0
ZENUSDT,later,two,4.0,4.0,-58.80936950000005,0.5,85.297657625,1.0
