policy_id,exit_id,take_profit_r,protection_mode,trigger_r,schedule,factor,reset_mode,max_losses,leverage_cap,n_candidates,n_accepted,n_natural,n_blocked,n_rejected_capacity,n_rejected_ruined,net_wins,net_losses,max_consecutive_net_loss,max_consecutive_losing_stop,max_risk,max_effective_leverage,max_realized_drawdown,recovered_cycles,abandoned_cycles,capacity_failed_cycles,capped_cycles,natural_sum_net_r,natural_positive_cash,natural_negative_cash,n_boundary_marks,boundary_mark_pnl,initial_balance,final_balance,profit,final_cash_excluding_boundary,win_rate,active_months,ruined,cash_pf,coverage_pass,hard_target_pass
f8eb344dfdd9,1d0a6965e1ac,,entry,1.0,double,1.5,net_win,6,10.0,923,551,551,112,260,0,93,458,29,17,7.59375,9.793081037717247,0.9890173073258108,66,142,92,23,-385.30216665786674,384.2036519562664,-1364.6266084005622,0,0.0,1000.0,19.5770435557037,-980.4229564442963,19.5770435557037,0.16878402903811252,17,False,0.2815448926403245,True,False
6dcdef6dfaf6,1d0a6965e1ac,,entry,1.0,double,1.5,be_or_win,6,10.0,923,729,729,145,49,0,130,599,30,17,7.59375,9.67877567536841,0.9777700863046164,98,308,35,4,-528.5325208140076,330.66418647797263,-1300.7924200184532,0,0.0,1000.0,29.871766459519865,-970.1282335404801,29.871766459519865,0.17832647462277093,17,False,0.2542021166400107,True,False
d4b876541a0c,1d0a6965e1ac,,entry,1.0,double,2.0,recovery,6,10.0,923,458,458,92,373,0,77,381,24,20,16.0,9.797703240473677,0.9888828046960302,66,164,164,0,-310.21327095937806,288.20330359746504,-1275.6307670659835,0,0.0,1000.0,12.57253653148108,-987.4274634685189,12.57253653148108,0.16812227074235808,17,False,0.22593003480180043,True,False
d78593e0dcac,1d0a6965e1ac,,entry,1.0,double,2.0,net_win,6,10.0,923,452,452,93,378,0,67,385,24,16,16.0,9.774054824746623,0.9918242007221282,55,155,143,0,-333.4132513179115,326.2437681644018,-1315.6465534278882,0,0.0,1000.0,10.597214736512045,-989.402785263488,10.597214736512045,0.14823008849557523,17,False,0.2479721983950635,True,False
1313c3ce67aa,1d0a6965e1ac,,entry,1.0,double,2.0,be_or_win,6,10.0,923,643,643,135,145,0,108,535,28,16,32.0,9.780230361144477,0.9838111761975676,92,315,81,1,-450.6693376780598,337.360390764398,-1312.739891084856,0,0.0,1000.0,24.620499679542196,-975.3795003204579,24.620499679542196,0.16796267496111975,17,False,0.2569895171583469,True,False
4ee34e7a93d9,1d0a6965e1ac,,entry,1.0,debt,1.0,recovery,6,10.0,923,559,559,119,245,0,94,465,44,19,29.265962050121573,9.77950821736987,0.9873436154625347,72,132,121,11,-382.0753429192095,565.4202167847784,-1544.7980685917498,0,0.0,1000.0,20.622148193027574,-979.3778518069724,20.622148193027574,0.16815742397137745,17,False,0.36601561607351046,True,False
9aaadf362d90,1d0a6965e1ac,,entry,1.0,debt,1.0,net_win,6,10.0,923,558,558,114,251,0,93,465,44,19,27.319678984866755,9.798625683485444,0.988294426709452,70,152,122,7,-388.50799684321436,457.4697908782024,-1441.5855411096647,0,0.0,1000.0,15.884249768535513,-984.1157502314645,15.884249768535513,0.16666666666666666,17,False,0.31733794341892724,True,False
116c1d869b24,1d0a6965e1ac,,entry,1.0,debt,1.0,be_or_win,6,10.0,923,684,684,143,96,0,126,558,25,15,29.265962050121573,9.80145878670383,0.9841500790921525,98,325,71,0,-456.7662320899318,344.9761766930751,-1321.9830107001967,0,0.0,1000.0,22.993165992878357,-977.0068340071216,22.993165992878357,0.18421052631578946,17,False,0.2609535628679194,True,False
7b49bd3fdbea,1d0a6965e1ac,,entry,1.0,debt,1.5,recovery,6,10.0,923,525,525,101,297,0,86,439,42,15,23.512660025021603,9.775504514901343,0.988636795197076,69,164,161,3,-387.5224250925605,333.4271366597648,-1322.0639318568406,0,0.0,1000.0,11.363204802923914,-988.6367951970761,11.363204802923914,0.16380952380952382,17,False,0.25220197648949244,True,False
fbd760c58bcd,1d0a6965e1ac,,entry,1.0,debt,1.5,net_win,6,10.0,923,619,619,128,176,0,109,510,42,14,24.994503834597253,9.753360184093758,0.9707121802044152,91,185,166,1,-417.2477101919893,539.7521944719776,-1507.8747231257094,0,0.0,1000.0,31.877471346268067,-968.1225286537319,31.877471346268067,0.17609046849757673,17,False,0.3579555955106884,True,False
737651153fca,1d0a6965e1ac,,entry,1.0,debt,1.5,be_or_win,6,10.0,923,684,684,138,101,0,118,566,25,16,28.74701579573133,9.574672470188222,0.971469271332285,103,342,97,0,-474.35632320962736,441.0098438968714,-1409.889463678472,0,0.0,1000.0,31.120380218398253,-968.8796197816017,31.120380218398253,0.17251461988304093,17,False,0.3127974605514497,True,False
9e4b9eba9c0a,1d0a6965e1ac,,entry,1.0,debt,2.0,recovery,6,10.0,923,484,484,97,342,0,80,404,40,17,17.407690941337705,9.658538437367966,0.988941952021151,74,180,180,0,-338.4544953037385,293.2292860183332,-1282.1712380394852,0,0.0,1000.0,11.058047978849004,-988.941952021151,11.058047978849004,0.1652892561983471,17,False,0.22869744486446125,True,False
fb2cc64db992,1d0a6965e1ac,,entry,1.0,debt,2.0,net_win,6,10.0,923,444,444,96,383,0,70,374,40,13,17.407690941337705,9.775893079981481,0.9902244067883025,64,174,168,0,-333.93041158015706,226.77457510350652,-1216.9989818918102,0,0.0,1000.0,9.775593211697565,-990.2244067883024,9.775593211697565,0.15765765765765766,17,False,0.1863391658315015,True,False
4446849ae05d,1d0a6965e1ac,,entry,1.0,debt,2.0,be_or_win,6,10.0,923,656,656,130,137,0,114,542,25,16,17.173253103283514,9.640150751285015,0.9719805250463025,107,352,126,0,-445.81737172028437,415.2464780051502,-1382.418331679496,0,0.0,1000.0,32.8281463256542,-967.1718536743458,32.8281463256542,0.17378048780487804,17,False,0.3003768602378619,True,False
29f3a9bdc380,1d0a6965e1ac,,entry,1.0,factorial,2.0,recovery,6,10.0,923,566,566,118,239,0,97,469,43,13,24.0,9.79221460181046,0.982294587498258,80,191,191,0,-365.2852453494551,449.20394732660037,-1423.7047966120294,0,0.0,1000.0,25.499150714571233,-974.5008492854288,25.499150714571233,0.17137809187279152,17,False,0.31551761881786505,True,False
25ec1cd2ff5f,1d0a6965e1ac,,entry,1.0,factorial,2.0,net_win,6,10.0,923,617,617,126,180,0,111,506,43,18,24.0,9.733171237811698,0.9637648545214811,91,198,178,0,-394.94506989136556,633.0793541329368,-1588.5102869606842,0,0.0,1000.0,44.56906717225274,-955.4309328277473,44.56906717225274,0.17990275526742303,17,False,0.3985365152052085,True,False
fddae95f925d,1d0a6965e1ac,,entry,1.0,factorial,2.0,be_or_win,6,10.0,923,689,689,141,93,0,119,570,50,15,24.0,9.591376455569275,0.9716619829664098,102,339,88,0,-479.0498631529672,396.2826350524188,-1360.0905386471738,0,0.0,1000.0,36.192096405244094,-963.8079035947559,36.192096405244094,0.17271407837445574,17,False,0.2913648935802354,True,False
ef05169251a4,dec12d9802e1,,entry,1.5,fixed,1.0,recovery,6,10.0,923,758,758,165,0,0,148,610,30,17,1.0,2.834108440500552,0.5831697740308719,65,89,0,89,-583.1697740308716,302.3228254656844,-885.4925994965565,0,0.0,1000.0,416.8302259691281,-583.1697740308718,416.8302259691281,0.19525065963060687,17,False,0.34141767603429873,True,False
94d1d6b0a40f,dec12d9802e1,,entry,1.5,double,1.5,recovery,6,10.0,923,556,556,124,243,0,98,458,28,16,7.59375,9.73687745676255,0.9898304769987619,64,114,89,25,-416.5224519711746,574.8361852803934,-1559.423347855856,0,0.0,1000.0,15.412837424535889,-984.5871625754642,15.412837424535889,0.17625899280575538,17,False,0.3686209944661723,True,False
2ff4102d27a6,dec12d9802e1,,entry,1.5,double,1.5,net_win,6,10.0,923,503,503,113,307,0,91,412,28,16,7.59375,9.703506292407015,0.9906466764718076,63,133,85,20,-380.996617732051,343.2681648110709,-1330.0462812109456,0,0.0,1000.0,13.221883600123679,-986.7781163998764,13.221883600123679,0.18091451292246521,17,False,0.25808738361987005,True,False
20b8aa07fd77,dec12d9802e1,,entry,1.5,double,1.5,be_or_win,6,10.0,923,613,613,132,178,0,110,503,30,17,7.59375,9.715803294950062,0.9887637827624997,75,220,57,7,-478.979960424635,358.00631309162424,-1342.593626657311,0,0.0,1000.0,15.41268643431246,-984.5873135656875,15.41268643431246,0.17944535073409462,17,False,0.2666527726509186,True,False
a28e71d79a48,dec12d9802e1,,entry,1.5,double,2.0,recovery,6,10.0,923,454,454,103,366,0,84,370,24,13,16.0,9.796180977901304,0.9897949189553321,70,158,158,0,-317.13293212370615,334.85180056581913,-1323.8778946907512,0,0.0,1000.0,10.973905875066627,-989.0260941249334,10.973905875066627,0.18502202643171806,17,False,0.25293254151965294,True,False
ce4dbcf46c68,dec12d9802e1,,entry,1.5,double,2.0,net_win,6,10.0,923,462,462,102,359,0,82,380,24,13,16.0,9.714693951198747,0.9896547717547227,68,163,149,0,-329.38370366809556,363.24636127983734,-1352.1323082041613,0,0.0,1000.0,11.114053075676061,-988.8859469243239,11.114053075676061,0.1774891774891775,17,False,0.2686470540462746,True,False
a6bd67801b25,dec12d9802e1,,entry,1.5,double,2.0,be_or_win,6,10.0,923,526,526,118,279,0,94,432,28,16,32.0,9.802381724874186,0.9904697996020465,77,220,96,1,-404.5547845413516,345.98620614542455,-1336.4560057474719,0,0.0,1000.0,9.53020039795345,-990.4697996020466,9.53020039795345,0.17870722433460076,17,False,0.25888334869049173,True,False
6aa2baaec370,dec12d9802e1,,entry,1.5,debt,1.0,recovery,6,10.0,923,564,564,124,235,0,102,462,23,13,27.319678984866755,9.793547237991437,0.9883706854731595,75,138,132,6,-406.01127166711535,599.7354467828516,-1584.902437781083,0,0.0,1000.0,14.833009001768454,-985.1669909982315,14.833009001768454,0.18085106382978725,17,False,0.3784052775024445,True,False
02215e8806b3,dec12d9802e1,,entry,1.5,debt,1.0,net_win,6,10.0,923,570,570,127,226,0,103,467,23,13,27.319678984866755,9.747171349301084,0.9885616694920984,76,155,125,3,-399.0868751677888,498.75862817873843,-1484.1166031959076,0,0.0,1000.0,14.642024982829591,-985.3579750171704,14.642024982829591,0.18070175438596492,17,False,0.3360643140200089,True,False
899feb1aceae,dec12d9802e1,,entry,1.5,debt,1.0,be_or_win,6,10.0,923,606,606,138,179,0,115,491,25,14,29.265962050121573,9.798002296222782,0.9857316366380837,86,254,100,0,-411.46117320686017,382.4253157448253,-1361.2853315280809,0,0.0,1000.0,21.139984216743912,-978.8600157832561,21.139984216743912,0.18976897689768976,17,False,0.28092957948466407,True,False
73bd7944f4d7,dec12d9802e1,,entry,1.5,debt,1.5,recovery,6,10.0,923,604,604,122,197,0,117,487,22,12,21.093196298673377,9.801645469119062,0.9837919855374093,100,177,175,2,-418.3047161273327,687.9431717235835,-1664.4644907995614,0,0.0,1000.0,23.478680924020345,-976.5213190759797,23.478680924020345,0.19370860927152317,17,False,0.4133120144804743,True,False
e9b117367459,dec12d9802e1,,entry,1.5,debt,1.5,net_win,6,10.0,923,602,602,128,193,0,115,487,22,12,24.994503834597253,9.776284840056732,0.9846777648229289,97,189,171,0,-416.50727847357416,681.9235975429928,-1659.3306959044912,0,0.0,1000.0,22.592901638500848,-977.4070983614992,22.592901638500848,0.19102990033222592,17,False,0.410963046260818,True,False
ce9a43f9e0d6,dec12d9802e1,,entry,1.5,debt,1.5,be_or_win,6,10.0,923,645,645,143,135,0,131,514,23,14,30.022753897285895,9.747536955959216,0.9702163181000778,110,270,128,0,-428.442122735684,522.4959457989833,-1490.5101541940971,0,0.0,1000.0,31.985791604883886,-968.0142083951162,31.985791604883886,0.20310077519379846,17,False,0.3505483973582798,True,False
d14df15806b8,dec12d9802e1,,entry,1.5,debt,2.0,recovery,6,10.0,923,524,524,113,286,0,98,426,21,13,22.60377153482409,9.78375955523949,0.9859770798345826,89,195,195,0,-359.88248024346876,410.5536798021921,-1395.626032298355,0,0.0,1000.0,14.927647503838232,-985.0723524961618,14.927647503838232,0.18702290076335878,17,False,0.2941716980773718,True,False
f0bd30822346,dec12d9802e1,,entry,1.5,debt,2.0,net_win,6,10.0,923,567,567,117,239,0,109,458,21,13,22.60377153482409,9.755341259745888,0.9854291859917973,98,212,201,0,-388.8164508221247,529.2659676937478,-1514.3544463603705,0,0.0,1000.0,14.911521333377662,-985.0884786666223,14.911521333377662,0.19223985890652556,17,False,0.34949939821935094,True,False
422108eedb59,dec12d9802e1,,entry,1.5,debt,2.0,be_or_win,6,10.0,923,609,609,123,191,0,116,493,23,14,19.97532007518089,9.743817792341963,0.9853060673730947,107,291,166,0,-417.3998746089518,564.6505647692518,-1549.615924817172,0,0.0,1000.0,15.0346399520803,-984.9653600479197,15.0346399520803,0.19047619047619047,17,False,0.364380977070735,True,False
