instrument,asset,symbol,venue,minutes,bar_open,confirmed_at,requested_bar_open,requested_confirmed_cutoff,open,high,low,close,atr,rv,expansion,ready,v1_burst,v1_route,v1_trend_side,v1_quiet_bars,v1_pending_side,v2_burst,v2_route,v2_trend_side,v2_quiet_bars,v2_pending_side
okx:HYPE-USDT-SWAP:segment0,HYPE,HYPE-USDT-SWAP,okx,60,2026-08-19 19:00:00+00:00,2026-08-19 20:00:00+00:00,False,False,62.232,72.321,62.022,70.266,1.3924217296203805,39.53615419880401,14.560999970632317,True,False,,0,23,0,False,,1,0,0
okx:HYPE-USDT-SWAP:segment0,HYPE,HYPE-USDT-SWAP,okx,60,2026-08-19 20:00:00+00:00,2026-08-19 21:00:00+00:00,False,False,70.266,71.172,68.346,71.119,1.4948201775046386,8.7207506069835,2.029557525485079,True,False,,0,23,0,False,,1,0,0
okx:HYPE-USDT-SWAP:segment0,HYPE,HYPE-USDT-SWAP,okx,60,2026-08-19 21:00:00+00:00,2026-08-19 22:00:00+00:00,False,False,71.119,72.621,69.872,71.332,1.5844044505400212,7.966568004708552,1.8390171884012214,True,False,,0,23,0,False,,1,0,0
okx:HYPE-USDT-SWAP:segment0,HYPE,HYPE-USDT-SWAP,okx,60,2026-08-19 22:00:00+00:00,2026-08-19 23:00:00+00:00,False,False,71.332,72.0,70.275,70.89,1.594446989787162,5.358666835245964,1.0887371588814039,True,False,,0,23,0,False,,1,0,0
okx:HYPE-USDT-SWAP:segment0,HYPE,HYPE-USDT-SWAP,okx,60,2026-08-19 23:00:00+00:00,2026-08-20 00:00:00+00:00,False,False,70.895,71.351,69.124,69.768,1.6396293476595079,3.963910734927243,1.3967225089730197,True,False,,0,23,0,False,,1,0,0
okx:HYPE-USDT-SWAP:segment0,HYPE,HYPE-USDT-SWAP,okx,60,2026-08-20 00:00:00+00:00,2026-08-20 01:00:00+00:00,False,False,69.768,71.07,69.05,69.744,1.6667986799695427,2.5512681475314856,1.2319857551241378,True,False,,0,23,0,False,,1,0,0
okx:HYPE-USDT-SWAP:segment0,HYPE,HYPE-USDT-SWAP,okx,60,2026-08-20 01:00:00+00:00,2026-08-20 02:00:00+00:00,False,False,69.746,69.895,68.432,69.509,1.652241631400289,2.1630274586247684,0.8777304767404347,True,False,,0,23,0,False,,1,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 06:00:00+00:00,2026-08-19 07:00:00+00:00,False,False,1.601,1.624,1.598,1.62,0.016036739737618315,1.9683683973527135,1.70264763846006,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 07:00:00+00:00,2026-08-19 08:00:00+00:00,False,False,1.619,1.622,1.61,1.611,0.015748401184931295,1.383903755052413,0.7482817702560148,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 08:00:00+00:00,2026-08-19 09:00:00+00:00,False,False,1.612,1.619,1.606,1.609,0.015552086814579051,0.6593127554576436,0.8254806216416956,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 09:00:00+00:00,2026-08-19 10:00:00+00:00,False,False,1.61,1.611,1.6,1.602,0.015226937756394826,0.292049159944942,0.7073005784463682,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 10:00:00+00:00,2026-08-19 11:00:00+00:00,False,False,1.603,1.611,1.598,1.61,0.01506787077379519,0.4412599324467372,0.8537501241535131,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 11:00:00+00:00,2026-08-19 12:00:00+00:00,False,False,1.611,1.627,1.611,1.617,0.015205880004238384,1.2971778558158402,1.1282284176185606,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 12:00:00+00:00,2026-08-19 13:00:00+00:00,False,False,1.618,1.628,1.613,1.623,0.01519117428964992,1.0257921523191424,0.9864605005313013,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,1.622,1.623,1.613,1.619,0.014820376126103499,1.0366121919644549,0.6582769580106278,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,1.619,1.64,1.619,1.638,0.015261777831381813,1.733181951803269,1.4169680864584862,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,1.638,1.696,1.634,1.66,0.0186002222719974,10.088969079537266,4.062436282653351,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 16:00:00+00:00,2026-08-19 17:00:00+00:00,False,False,1.66,1.695,1.657,1.68,0.019985920681140443,2.9737930004427398,2.042986338782035,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 17:00:00+00:00,2026-08-19 18:00:00+00:00,False,False,1.68,1.705,1.673,1.702,0.020844069203916127,1.9964242220595003,1.6011271389762183,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 18:00:00+00:00,2026-08-19 19:00:00+00:00,False,False,1.702,1.711,1.692,1.693,0.020712349975064985,1.595288363863083,0.9115302685922027,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 19:00:00+00:00,2026-08-19 20:00:00+00:00,False,False,1.693,1.703,1.689,1.7,0.020232896405417485,1.3884733980028683,0.675925233826882,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 20:00:00+00:00,2026-08-19 21:00:00+00:00,False,False,1.699,1.731,1.698,1.723,0.021144832376459106,1.6119354287926455,1.6310072141309528,True,False,,0,19,0,False,,0,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 21:00:00+00:00,2026-08-19 22:00:00+00:00,False,False,1.723,1.776,1.72,1.77,0.02363448720671203,4.7001773358375605,2.64840122650231,True,False,,0,19,0,True,progressive,1,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 22:00:00+00:00,2026-08-19 23:00:00+00:00,False,False,1.771,1.774,1.721,1.734,0.02573202383480402,2.167119677690062,2.24248571743703,True,False,,0,19,0,False,,1,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-19 23:00:00+00:00,2026-08-20 00:00:00+00:00,False,False,1.735,1.744,1.726,1.733,0.025179736418032308,0.5266239551953837,0.6995174618039175,True,False,,0,19,0,False,,1,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-20 00:00:00+00:00,2026-08-20 01:00:00+00:00,False,False,1.732,1.753,1.732,1.743,0.02488118381674428,0.756383111221821,0.8340039645911818,True,False,,0,19,0,False,,1,0,0
okx:NEAR-USDT-SWAP:segment0,NEAR,NEAR-USDT-SWAP,okx,60,2026-08-20 01:00:00+00:00,2026-08-20 02:00:00+00:00,False,False,1.743,1.756,1.73,1.751,0.024961099258405405,0.6208921231962707,1.0449663565647072,True,False,,0,19,0,False,,1,0,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 06:00:00+00:00,2026-08-19 07:00:00+00:00,False,False,2.591e-06,2.605e-06,2.581e-06,2.604e-06,1.914646880484838e-08,2.1338310927780233,1.2784236013319128,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 07:00:00+00:00,2026-08-19 08:00:00+00:00,False,False,2.605e-06,2.606e-06,2.586e-06,2.587e-06,1.9207435318787796e-08,1.9769594508243113,1.044579039814157,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 08:00:00+00:00,2026-08-19 09:00:00+00:00,False,False,2.586e-06,2.593e-06,2.577e-06,2.583e-06,1.897833279601723e-08,1.2608858379128403,0.8330107447686936,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 09:00:00+00:00,2026-08-19 10:00:00+00:00,False,False,2.584e-06,2.591e-06,2.582e-06,2.582e-06,1.8265594739158847e-08,0.7415058514231464,0.4742250068398294,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 10:00:00+00:00,2026-08-19 11:00:00+00:00,False,False,2.583e-06,2.587e-06,2.574e-06,2.584e-06,1.7889480829218938e-08,1.138317574419703,0.7117205974207876,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 11:00:00+00:00,2026-08-19 12:00:00+00:00,False,False,2.583e-06,2.601e-06,2.581e-06,2.6e-06,1.8040232198560457e-08,0.9919867711733232,1.1179754287410162,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 12:00:00+00:00,2026-08-19 13:00:00+00:00,False,False,2.6e-06,2.628e-06,2.6e-06,2.616e-06,1.8751644184377566e-08,3.2403737685957816,1.552086452758312,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 13:00:00+00:00,2026-08-19 14:00:00+00:00,False,True,2.616e-06,2.617e-06,2.59e-06,2.596e-06,1.9340812456922018e-08,2.3651492753091996,1.4398737377117172,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 14:00:00+00:00,2026-08-19 15:00:00+00:00,True,True,2.595e-06,2.656e-06,2.594e-06,2.65e-06,2.238789728142759e-08,3.883570960240762,3.205656439619236,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 15:00:00+00:00,2026-08-19 16:00:00+00:00,True,False,2.65e-06,2.765e-06,2.642e-06,2.691e-06,2.957447604703993e-08,21.1559564851069,5.494039857956554,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 16:00:00+00:00,2026-08-19 17:00:00+00:00,False,False,2.691e-06,2.727e-06,2.685e-06,2.714e-06,3.046201347225135e-08,4.7535914208352485,1.420143502566075,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 17:00:00+00:00,2026-08-19 18:00:00+00:00,False,False,2.714e-06,2.717e-06,2.676e-06,2.704e-06,3.121472679566197e-08,3.482064188370245,1.3459386076809432,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 18:00:00+00:00,2026-08-19 19:00:00+00:00,False,False,2.705e-06,2.719e-06,2.685e-06,2.706e-06,3.141367488168612e-08,1.1651772987521798,1.0892294596256125,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 19:00:00+00:00,2026-08-19 20:00:00+00:00,False,False,2.706e-06,2.72e-06,2.693e-06,2.716e-06,3.1098412390137106e-08,1.2550339817498388,0.859498294984286,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 20:00:00+00:00,2026-08-19 21:00:00+00:00,False,False,2.717e-06,2.765e-06,2.712e-06,2.755e-06,3.2662811505127326e-08,2.770336527952663,1.7042670646688438,True,False,,0,27,0,False,,0,27,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 21:00:00+00:00,2026-08-19 22:00:00+00:00,False,False,2.755e-06,2.928e-06,2.751e-06,2.916e-06,4.2972610683332526e-08,8.515220570351921,5.419006871843079,True,False,,0,27,0,True,progressive,1,0,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 22:00:00+00:00,2026-08-19 23:00:00+00:00,False,False,2.916e-06,2.932e-06,2.847e-06,2.89e-06,4.5974567063094496e-08,4.52350293687449,1.9780040972229869,True,False,,0,27,0,False,,1,0,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-19 23:00:00+00:00,2026-08-20 00:00:00+00:00,False,False,2.889e-06,2.909e-06,2.868e-06,2.875e-06,4.5619240844302044e-08,2.09918268900871,0.8917974136381231,True,False,,0,27,0,False,,1,0,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-20 00:00:00+00:00,2026-08-20 01:00:00+00:00,False,False,2.876e-06,2.945e-06,2.873e-06,2.908e-06,4.750358078399478e-08,3.6819360722943855,1.5782814151979319,True,False,,0,27,0,False,,1,0,0
okx:PEPE-USDT-SWAP:segment0,PEPE,PEPE-USDT-SWAP,okx,60,2026-08-20 01:00:00+00:00,2026-08-20 02:00:00+00:00,False,False,2.908e-06,2.949e-06,2.886e-06,2.925e-06,4.8610467870852304e-08,2.138748653241339,1.3262158127925052,True,False,,0,27,0,False,,1,0,0
