id,bb_length,bb_mult,stop_fraction,stoch_length,k_smooth,d_smooth,oversold,partial_fraction,be_cost_fraction,eligible,neighborhood_median_usdt,worst_net_mark,tv_stats_total_entries,tv_stats_natural,tv_stats_censored,tv_stats_wins,tv_stats_losses,tv_stats_win_rate,tv_stats_gross_r,tv_stats_net_r,tv_stats_mean_net_r,tv_stats_profit_factor,tv_stats_avg_win_r,tv_stats_avg_loss_r,tv_stats_max_realized_drawdown_r,tv_stats_max_realized_drawdown_usdt,tv_stats_max_loss_streak,tv_stats_gross_pnl,tv_stats_fees,tv_stats_net_pnl,tv_stats_partial,tv_stats_mean_hold_hours,tv_stats_boundary_mark_net_r,tv_stats_boundary_mark_net_pnl,tv_stats_ambiguous_bar_count,tv_stats_entries_open_beyond_target,tv_stats_same_open_be_approximations,tv_stats_marketable_be_approximations,tv_stats_cash_profit_factor,tv_equity_net_liquidation_mark_usdt,tv_equity_gross_mark_usdt,tv_equity_close_mtm_drawdown_usdt,tv_equity_close_mtm_drawdown_percent,tv_equity_ending_equity,tv_control_paired_n,tv_control_unpaired_n,tv_control_drawn,tv_control_censored,tv_control_paired_actual_mean_bp,tv_control_random_mean_bp,tv_control_excess_mean_bp,tv_control_month_blocks,tv_control_p,tv_control_all_boundary_mark_excess_bp,adverse_first_stats_total_entries,adverse_first_stats_natural,adverse_first_stats_censored,adverse_first_stats_wins,adverse_first_stats_losses,adverse_first_stats_win_rate,adverse_first_stats_gross_r,adverse_first_stats_net_r,adverse_first_stats_mean_net_r,adverse_first_stats_profit_factor,adverse_first_stats_avg_win_r,adverse_first_stats_avg_loss_r,adverse_first_stats_max_realized_drawdown_r,adverse_first_stats_max_realized_drawdown_usdt,adverse_first_stats_max_loss_streak,adverse_first_stats_gross_pnl,adverse_first_stats_fees,adverse_first_stats_net_pnl,adverse_first_stats_partial,adverse_first_stats_mean_hold_hours,adverse_first_stats_boundary_mark_net_r,adverse_first_stats_boundary_mark_net_pnl,adverse_first_stats_ambiguous_bar_count,adverse_first_stats_entries_open_beyond_target,adverse_first_stats_same_open_be_approximations,adverse_first_stats_marketable_be_approximations,adverse_first_stats_cash_profit_factor,adverse_first_equity_net_liquidation_mark_usdt,adverse_first_equity_gross_mark_usdt,adverse_first_equity_close_mtm_drawdown_usdt,adverse_first_equity_close_mtm_drawdown_percent,adverse_first_equity_ending_equity,adverse_first_control_paired_n,adverse_first_control_unpaired_n,adverse_first_control_drawn,adverse_first_control_censored,adverse_first_control_paired_actual_mean_bp,adverse_first_control_random_mean_bp,adverse_first_control_excess_mean_bp,adverse_first_control_month_blocks,adverse_first_control_p,adverse_first_control_all_boundary_mark_excess_bp
bb300_m2_sl3,300,2.0,0.03,5,3,3,20.0,0.5,0.0,True,-52986.53803199994,-52521.61646000002,410,410,0,225,185,0.5487804878048781,4.808760220243166,-22.55651864443918,-0.05501589913277849,0.8613917595940273,0.6230188921441067,-0.8796528074425038,26.061152752305514,55276.621099000076,6,12106.609999999964,64628.22645999999,-52521.61646000005,264,27.647154471544717,0.0,0.0,40,0,0,28,0.8596863360218707,-52521.61646000002,12106.609999999957,58173.100999000075,56.885549284040124,47478.38353999998,410,0,0,0,-16.504769739833545,,,20,1.0,,410,410,0,225,185,0.5487804878048781,4.808760220243166,-22.55651864443918,-0.05501589913277849,0.8613917595940273,0.6230188921441067,-0.8796528074425038,26.061152752305514,55276.621099000076,6,12106.609999999964,64628.22645999999,-52521.61646000005,264,27.647154471544717,0.0,0.0,40,0,0,28,0.8596863360218707,-52521.61646000002,12106.609999999957,58173.100999000075,56.885549284040124,47478.38353999998,410,0,0,0,-16.504769739833545,,,20,1.0,
bb300_m2_sl4,300,2.0,0.04,5,3,3,20.0,0.5,0.0,True,-52521.61646000002,-52986.53803199994,371,371,0,223,148,0.601078167115903,3.008874593825101,-15.565492956120952,-0.04195550662027211,0.8593798331571814,0.4265751629238027,-0.7479172587035742,18.34636291978881,58084.99745499994,8,5508.538000000062,58495.076032,-52986.538031999946,275,30.85557053009883,0.0,0.0,56,0,0,41,0.8450161803244902,-52986.53803199994,5508.538000000059,59562.32932999995,56.787475197831775,47013.46196800006,371,0,0,0,-16.782202648108843,,,20,1.0,,371,371,0,223,148,0.601078167115903,3.008874593825101,-15.565492956120952,-0.04195550662027211,0.8593798331571814,0.4265751629238027,-0.7479172587035742,18.34636291978881,58084.99745499994,8,5508.538000000062,58495.076032,-52986.538031999946,275,30.85557053009883,0.0,0.0,56,0,0,41,0.8450161803244902,-52986.53803199994,5508.538000000059,59562.32932999995,56.787475197831775,47013.46196800006,371,0,0,0,-16.782202648108843,,,20,1.0,
bb300_m2_sl5,300,2.0,0.05,5,3,3,20.0,0.5,0.0,True,-37545.55831099992,-22104.578589999903,350,350,0,217,133,0.62,7.747426287524719,-6.27095014788282,-0.017917000422522342,0.9226424059258348,0.34467046637400217,-0.6095070778273781,13.314402223990287,47674.23043499999,6,33092.71000000009,55197.28858999999,-22104.57858999991,285,33.6347619047619,0.0,0.0,71,0,0,53,0.9280109568483678,-22104.578589999903,33092.71000000008,49733.16830999995,47.63573691734094,77895.4214100001,350,0,0,0,-8.95850021126117,,,20,1.0,,350,350,0,217,133,0.62,7.747426287524719,-6.27095014788282,-0.017917000422522342,0.9226424059258348,0.34467046637400217,-0.6095070778273781,13.314402223990287,47674.23043499999,6,33092.71000000009,55197.28858999999,-22104.57858999991,285,33.6347619047619,0.0,0.0,71,0,0,53,0.9280109568483678,-22104.578589999903,33092.71000000008,49733.16830999995,47.63573691734094,77895.4214100001,350,0,0,0,-8.95850021126117,,,20,1.0,
bb300_m2.5_sl0.3,300,2.5,0.003,5,3,3,20.0,0.5,0.0,True,-64142.72299980006,-61834.95347800004,461,461,0,55,406,0.1193058568329718,34.413357138484685,-272.9892544574624,-0.5921675801680312,0.5965926433273665,7.340352949258267,-1.6667701149425298,302.78261902962356,68666.19269520011,33,12482.287799999904,74317.24127799997,-61834.9534780001,55,6.672089660159075,0.0,0.0,0,0,0,0,0.6194301577319743,-61834.95347800004,12482.287799999904,69501.87019520003,67.24716501541096,38165.04652199996,461,0,0,0,-17.76502740504094,,,20,1.0,,461,461,0,55,406,0.1193058568329718,34.413357138484685,-272.9892544574624,-0.5921675801680312,0.5965926433273665,7.340352949258267,-1.6667701149425298,302.78261902962356,68666.19269520011,33,12482.287799999904,74317.24127799997,-61834.9534780001,55,6.672089660159075,0.0,0.0,0,0,0,0,0.6194301577319743,-61834.95347800004,12482.287799999904,69501.87019520003,67.24716501541096,38165.04652199996,461,0,0,0,-17.76502740504094,,,20,1.0,
bb300_m2.5_sl0.5,300,2.5,0.005,5,3,3,20.0,0.5,0.0,True,-56955.66340449997,-54123.77492050005,428,428,0,75,353,0.17523364485981308,15.367341099161777,-155.8765502355559,-0.36419754727933623,0.6846117343793444,4.511472663525922,-1.4001048158640228,177.39699835869558,60716.16754300005,29,14391.128499999937,68514.9034205,-54123.774920500065,75,10.497858255451712,0.0,0.0,0,0,0,0,0.7231773453151337,-54123.77492050005,14391.128499999933,61234.985288000054,59.72062249563533,45876.22507949995,428,0,0,0,-18.209877363966807,,,20,1.0,,428,428,0,75,353,0.17523364485981308,15.367341099161777,-155.8765502355559,-0.36419754727933623,0.6846117343793444,4.511472663525922,-1.4001048158640228,177.39699835869558,60716.16754300005,29,14391.128499999937,68514.9034205,-54123.774920500065,75,10.497858255451712,0.0,0.0,0,0,0,0,0.7231773453151337,-54123.77492050005,14391.128499999933,61234.985288000054,59.72062249563533,45876.22507949995,428,0,0,0,-18.209877363966807,,,20,1.0,
bb300_m2.5_sl0.75,300,2.5,0.0075,5,3,3,20.0,0.5,0.0,True,-51688.96757899974,-32241.131277499924,393,393,0,99,294,0.25190839694656486,40.40087892393341,-64.45053202580705,-0.16399626469671005,0.8269487052116147,3.1109643229716437,-1.2667891156462576,88.81578798746293,46826.63566199984,24,30035.01250000009,62276.143777500016,-32241.13127749991,99,14.898430873621715,0.0,0.0,0,0,0,0,0.8517393213292387,-32241.131277499924,30035.0125000001,47342.69606199982,46.539710710509304,67758.86872250008,393,0,0,0,-12.299719852253252,,,20,1.0,,393,393,0,99,294,0.25190839694656486,40.40087892393341,-64.45053202580705,-0.16399626469671005,0.8269487052116147,3.1109643229716437,-1.2667891156462576,88.81578798746293,46826.63566199984,24,30035.01250000009,62276.143777500016,-32241.13127749991,99,14.898430873621715,0.0,0.0,0,0,0,0,0.8517393213292387,-32241.131277499924,30035.0125000001,47342.69606199982,46.539710710509304,67758.86872250008,393,0,0,0,-12.299719852253252,,,20,1.0,
bb300_m2.5_sl1,300,2.5,0.01,5,3,3,20.0,0.5,0.0,True,-31986.808456000028,-2956.3678580001288,369,369,0,120,249,0.3252032520325203,68.30408474068362,-5.533636909321498,-0.014996305987321133,0.9814821387982965,2.444111359088988,-1.2001084337349397,48.201654429985865,35098.17089200005,22,55688.46999999987,58644.83785800003,-2956.367858000128,120,18.880532971996388,0.0,0.0,0,0,0,0,0.9873442171309998,-2956.3678580001288,55688.469999999856,35930.13409200005,31.289368411052493,97043.63214199987,369,0,0,0,-1.4996305987321126,,,20,1.0,,369,369,0,120,249,0.3252032520325203,68.30408474068362,-5.533636909321498,-0.014996305987321133,0.9814821387982965,2.444111359088988,-1.2001084337349397,48.201654429985865,35098.17089200005,22,55688.46999999987,58644.83785800003,-2956.367858000128,120,18.880532971996388,0.0,0.0,0,0,0,0,0.9873442171309998,-2956.3678580001288,55688.469999999856,35930.13409200005,31.289368411052493,97043.63214199987,369,0,0,0,-1.4996305987321126,,,20,1.0,
bb300_m2.5_sl1.5,300,2.5,0.015,5,3,3,20.0,0.5,0.0,True,-18073.31261600014,-8433.943907000095,320,320,0,131,189,0.409375,34.72671380273469,-7.943514254791393,-0.024823482046223103,0.9627265068868188,1.5661891757809974,-1.1275888692174711,34.39830285178621,37128.663866500036,8,42050.75499999991,50484.69890700001,-8433.943907000092,132,24.914843749999996,0.0,0.0,1,0,0,0,0.9658601858794571,-8433.943907000095,42050.75499999992,37301.436916500024,31.58141941886402,91566.0560929999,320,0,0,0,-3.7235223069334653,,,20,1.0,,320,320,0,131,189,0.409375,34.72671380273469,-7.943514254791393,-0.024823482046223103,0.9627265068868188,1.5661891757809974,-1.1275888692174711,34.39830285178621,37128.663866500036,8,42050.75499999991,50484.69890700001,-8433.943907000092,132,24.914843749999996,0.0,0.0,1,0,0,0,0.9658601858794571,-8433.943907000095,42050.75499999992,37301.436916500024,31.58141941886402,91566.0560929999,320,0,0,0,-3.7235223069334653,,,20,1.0,
bb300_m2.5_sl2,300,2.5,0.02,5,3,3,20.0,0.5,0.0,True,-8433.943907000095,-2032.2375930000708,299,299,0,142,157,0.47491638795986624,26.38328786682308,-3.5395008743294154,-0.011837795566319115,0.9790314348978261,1.163808711382657,-1.0751613878386415,23.530150977528937,33841.29045300004,6,45050.058999999914,47082.29659300001,-2032.2375930000853,146,28.857859531772576,0.0,0.0,3,0,0,2,0.9921783589625777,-2032.2375930000708,45050.05899999992,35627.92635300003,30.577506068327526,97967.76240699993,299,0,0,0,-2.3675591132638174,,,20,1.0,,299,299,0,142,157,0.47491638795986624,26.38328786682308,-3.5395008743294154,-0.011837795566319115,0.9790314348978261,1.163808711382657,-1.0751613878386415,23.530150977528937,33841.29045300004,6,45050.058999999914,47082.29659300001,-2032.2375930000853,146,28.857859531772576,0.0,0.0,3,0,0,2,0.9921783589625777,-2032.2375930000708,45050.05899999992,35627.92635300003,30.577506068327526,97967.76240699993,299,0,0,0,-2.3675591132638174,,,20,1.0,
bb300_m2.5_sl3,300,2.5,0.03,5,3,3,20.0,0.5,0.0,True,-2032.2375930000708,32412.509324999904,270,270,0,158,112,0.5851851851851851,29.650495129914532,11.635346658762273,0.04309387651393434,1.1111546844446156,0.7361545343530446,-0.934616694366239,15.198176602011205,33254.00323600002,4,75067.99099999989,42655.481674999995,32412.50932499989,175,37.264197530864195,0.0,0.0,16,0,0,11,1.1339165969514775,32412.509324999904,75067.99099999989,34609.107236000025,27.289923097697166,132412.5093249999,270,0,0,0,12.928162954180307,,,20,1.0,,270,270,0,158,112,0.5851851851851851,29.650495129914532,11.635346658762273,0.04309387651393434,1.1111546844446156,0.7361545343530446,-0.934616694366239,15.198176602011205,33254.00323600002,4,75067.99099999989,42655.481674999995,32412.50932499989,175,37.264197530864195,0.0,0.0,16,0,0,11,1.1339165969514775,32412.509324999904,75067.99099999989,34609.107236000025,27.289923097697166,132412.5093249999,270,0,0,0,12.928162954180307,,,20,1.0,
bb300_m2.5_sl4,300,2.5,0.04,5,3,3,20.0,0.5,0.0,True,13956.342073999884,13956.342073999884,254,254,0,152,102,0.5984251968503937,16.232118545781386,3.5218560748651258,0.013865575097894196,1.0441423695716578,0.5480650305303755,-0.7821963584877641,11.910591014348922,38335.36526200005,5,53913.25799999989,39956.91592600001,13956.342073999896,184,40.169947506561684,0.0,0.0,32,0,0,24,1.056983604598766,13956.342073999884,53913.257999999885,40358.692562000055,33.75559034005486,113956.34207399988,254,0,0,0,5.546230039157678,,,20,1.0,,254,254,0,152,102,0.5984251968503937,16.232118545781386,3.5218560748651258,0.013865575097894196,1.0441423695716578,0.5480650305303755,-0.7821963584877641,11.910591014348922,38335.36526200005,5,53913.25799999989,39956.91592600001,13956.342073999896,184,40.169947506561684,0.0,0.0,32,0,0,24,1.056983604598766,13956.342073999884,53913.257999999885,40358.692562000055,33.75559034005486,113956.34207399988,254,0,0,0,5.546230039157678,,,20,1.0,
bb300_m2.5_sl5,300,2.5,0.05,5,3,3,20.0,0.5,0.0,True,-6284.1796374999685,19254.336159999948,242,242,0,151,91,0.6239669421487604,12.816226566141923,3.126084057956953,0.012917702718830385,1.0491621253652645,0.4418101191576886,-0.6987609223610333,9.633918293239738,38717.51976000006,4,57298.02999999993,38043.693839999985,19254.336159999937,188,43.85674931129476,0.0,0.0,35,0,0,29,1.0804352395403898,19254.336159999948,57298.02999999994,41497.051260000066,37.14654783598241,119254.33615999995,242,0,0,0,6.458851359415195,,,20,1.0,,242,242,0,151,91,0.6239669421487604,12.816226566141923,3.126084057956953,0.012917702718830385,1.0491621253652645,0.4418101191576886,-0.6987609223610333,9.633918293239738,38717.51976000006,4,57298.02999999993,38043.693839999985,19254.336159999937,188,43.85674931129476,0.0,0.0,35,0,0,29,1.0804352395403898,19254.336159999948,57298.02999999994,41497.051260000066,37.14654783598241,119254.33615999995,242,0,0,0,6.458851359415195,,,20,1.0,
bb300_m3_sl0.3,300,3.0,0.003,5,3,3,20.0,0.5,0.0,True,-28469.014853000117,-28469.014853000117,258,258,0,28,230,0.10852713178294573,40.22644877723421,-131.81654135774127,-0.5109168269679895,0.6561630524496629,8.984028284842594,-1.6668231884057996,164.94162321306126,33053.03787410014,40,13385.043999999874,41854.058852999995,-28469.014853000128,28,10.806201550387597,0.0,0.0,0,0,0,0,0.691625780418179,-28469.014853000117,13385.043999999878,33739.79281030012,32.17050708752636,71530.98514699988,258,0,0,0,-15.327504809039683,,,20,1.0,,258,258,0,28,230,0.10852713178294573,40.22644877723421,-131.81654135774127,-0.5109168269679895,0.6561630524496629,8.984028284842594,-1.6668231884057996,164.94162321306126,33053.03787410014,40,13385.043999999874,41854.058852999995,-28469.014853000128,28,10.806201550387597,0.0,0.0,0,0,0,0,0.691625780418179,-28469.014853000117,13385.043999999878,33739.79281030012,32.17050708752636,71530.98514699988,258,0,0,0,-15.327504809039683,,,20,1.0,
bb300_m3_sl0.5,300,3.0,0.005,5,3,3,20.0,0.5,0.0,True,-26220.809300875015,-18561.895265500047,240,240,0,40,200,0.16666666666666666,42.93063766008773,-53.14793076082889,-0.22144971150345372,0.8102130739864701,5.672301730979278,-1.4002000000000001,79.52431307845575,27017.71087900002,29,20195.927499999987,38757.82276549999,-18561.895265500018,40,16.457638888888887,0.0,0.0,0,0,0,0,0.8329386218585577,-18561.895265500047,20195.92749999999,27767.036779000045,26.546607969779444,81438.10473449995,240,0,0,0,-11.072485575172685,,,20,1.0,,240,240,0,40,200,0.16666666666666666,42.93063766008773,-53.14793076082889,-0.22144971150345372,0.8102130739864701,5.672301730979278,-1.4002000000000001,79.52431307845575,27017.71087900002,29,20195.927499999987,38757.82276549999,-18561.895265500018,40,16.457638888888887,0.0,0.0,0,0,0,0,0.8329386218585577,-18561.895265500047,20195.92749999999,27767.036779000045,26.546607969779444,81438.10473449995,240,0,0,0,-11.072485575172685,,,20,1.0,
bb300_m3_sl0.75,300,3.0,0.0075,5,3,3,20.0,0.5,0.0,True,-23543.884559999904,-23972.603748749912,225,225,0,48,177,0.21333333333333335,20.06802664196514,-39.985474160501425,-0.17771321849111746,0.8216804951925372,3.8385317883228836,-1.2668644067796597,56.44512655570448,33183.77220424991,27,12197.769250000085,36170.372998750005,-23972.60374874992,48,21.310740740740737,0.0,0.0,0,0,0,0,0.8200214653812206,-23972.603748749912,12197.769250000085,33692.70200424992,32.320252853829004,76027.39625125009,225,0,0,0,-13.3284913868338,,,20,1.0,,225,225,0,48,177,0.21333333333333335,20.06802664196514,-39.985474160501425,-0.17771321849111746,0.8216804951925372,3.8385317883228836,-1.2668644067796597,56.44512655570448,33183.77220424991,27,12197.769250000085,36170.372998750005,-23972.60374874992,48,21.310740740740737,0.0,0.0,0,0,0,0,0.8200214653812206,-23972.603748749912,12197.769250000085,33692.70200424992,32.320252853829004,76027.39625125009,225,0,0,0,-13.3284913868338,,,20,1.0,
bb300_m3_sl1,300,3.0,0.01,5,3,3,20.0,0.5,0.0,True,-19675.082169874993,-15377.560591000074,212,212,0,58,154,0.27358490566037735,20.999121013679307,-21.444274500676357,-0.10115223821073753,0.8839783882450015,2.816995267229718,-1.200194805194805,39.02397243386207,28455.556725000024,21,18421.92299999993,33799.48359099998,-15377.560591000069,58,26.426100628930815,0.0,0.0,0,0,0,0,0.8933049799724612,-15377.560591000074,18421.922999999922,30011.157472000035,28.696063399285997,84622.43940899993,212,0,0,0,-10.115223821073753,,,20,1.0,,212,212,0,58,154,0.27358490566037735,20.999121013679307,-21.444274500676357,-0.10115223821073753,0.8839783882450015,2.816995267229718,-1.200194805194805,39.02397243386207,28455.556725000024,21,18421.92299999993,33799.48359099998,-15377.560591000069,58,26.426100628930815,0.0,0.0,0,0,0,0,0.8933049799724612,-15377.560591000074,18421.922999999922,30011.157472000035,28.696063399285997,84622.43940899993,212,0,0,0,-10.115223821073753,,,20,1.0,
bb300_m3_sl1.5,300,3.0,0.015,5,3,3,20.0,0.5,0.0,True,-18781.092938500078,-34204.04901150006,193,193,0,64,129,0.3316062176165803,-2.9011559062903354,-28.64930538966465,-0.14844199683764067,0.80407382192057,1.8371202282864898,-1.1335271317829456,36.55766694437553,43957.601429500006,17,-3708.47350000008,30495.575511499996,-34204.04901150009,64,33.22538860103627,0.0,0.0,0,0,0,0,0.7994270825945342,-34204.04901150006,-3708.47350000008,44138.56187949999,41.72851850472079,65795.95098849994,193,0,0,0,-22.2662995256461,,,20,1.0,,193,193,0,64,129,0.3316062176165803,-2.9011559062903354,-28.64930538966465,-0.14844199683764067,0.80407382192057,1.8371202282864898,-1.1335271317829456,36.55766694437553,43957.601429500006,17,-3708.47350000008,30495.575511499996,-34204.04901150009,64,33.22538860103627,0.0,0.0,0,0,0,0,0.7994270825945342,-34204.04901150006,-3708.47350000008,44138.56187949999,41.72851850472079,65795.95098849994,193,0,0,0,-22.2662995256461,,,20,1.0,
bb300_m3_sl2,300,3.0,0.02,5,3,3,20.0,0.5,0.0,True,-18575.318297000107,-22184.625286000082,184,184,0,75,109,0.4076086956521739,5.4588598184511365,-12.971359442129067,-0.07049651870722319,0.888109137351143,1.3727642063229164,-1.063565824920622,19.232736271377725,29920.26745600008,13,7040.067999999905,29224.693286000012,-22184.62528600009,79,39.03034420289855,0.0,0.0,4,0,0,1,0.8780837143227053,-22184.625286000082,7040.067999999912,32146.74060300007,29.41761870313601,77815.37471399992,184,0,0,0,-14.09930374144464,,,20,1.0,,184,184,0,75,109,0.4076086956521739,5.4588598184511365,-12.971359442129067,-0.07049651870722319,0.888109137351143,1.3727642063229164,-1.063565824920622,19.232736271377725,29920.26745600008,13,7040.067999999905,29224.693286000012,-22184.62528600009,79,39.03034420289855,0.0,0.0,4,0,0,1,0.8780837143227053,-22184.625286000082,7040.067999999912,32146.74060300007,29.41761870313601,77815.37471399992,184,0,0,0,-14.09930374144464,,,20,1.0,
bb300_m3_sl3,300,3.0,0.03,5,3,3,20.0,0.5,0.0,True,-11526.57726550007,-14966.011308000132,164,164,0,82,82,0.5,2.6750827298871824,-8.2818495506321,-0.050499082625805485,0.8969161319129465,0.878768767497936,-0.9797669327495474,16.40581795451199,33910.948145000024,12,11024.53799999987,25990.549307999998,-14966.01130800013,90,50.82825203252033,0.0,0.0,9,0,0,5,0.9194147825758591,-14966.011308000132,11024.53799999987,36375.14216500004,33.0506855049885,85033.98869199987,164,0,0,0,-15.149724787741647,,,20,1.0,,164,164,0,82,82,0.5,2.6750827298871824,-8.2818495506321,-0.050499082625805485,0.8969161319129465,0.878768767497936,-0.9797669327495474,16.40581795451199,33910.948145000024,12,11024.53799999987,25990.549307999998,-14966.01130800013,90,50.82825203252033,0.0,0.0,9,0,0,5,0.9194147825758591,-14966.011308000132,11024.53799999987,36375.14216500004,33.0506855049885,85033.98869199987,164,0,0,0,-15.149724787741647,,,20,1.0,
bb300_m3_sl4,300,3.0,0.04,5,3,3,20.0,0.5,0.0,True,-18163.174731500054,-22305.605755000142,154,154,0,82,72,0.5324675324675324,-1.1621701415531238,-8.88184610290136,-0.057674325343515326,0.8528989965534137,0.6280169416712543,-0.8386004905547808,14.214513773548017,40988.956275000026,6,2063.566999999868,24369.172755,-22305.605755000128,100,59.29329004329005,0.0,0.0,19,0,0,13,0.8800888299832441,-22305.605755000142,2063.5669999998645,45461.97711500005,42.85785350310352,77694.39424499986,154,0,0,0,-23.06973013740613,,,20,1.0,,154,154,0,82,72,0.5324675324675324,-1.1621701415531238,-8.88184610290136,-0.057674325343515326,0.8528989965534137,0.6280169416712543,-0.8386004905547808,14.214513773548017,40988.956275000026,6,2063.566999999868,24369.172755,-22305.605755000128,100,59.29329004329005,0.0,0.0,19,0,0,13,0.8800888299832441,-22305.605755000142,2063.5669999998645,45461.97711500005,42.85785350310352,77694.39424499986,154,0,0,0,-23.06973013740613,,,20,1.0,
bb300_m3_sl5,300,3.0,0.05,5,3,3,20.0,0.5,0.0,True,-22305.605755000142,-42598.44541500011,148,148,0,81,67,0.5472972972972973,-6.584925331155789,-12.51971231794992,-0.08459265079695892,0.765119207784872,0.5034900964261325,-0.7955583601263678,16.63034038394942,61676.9311150001,5,-19221.555000000088,23376.890414999998,-42598.44541500008,101,63.46903153153153,0.0,0.0,21,0,0,16,0.7909617508892928,-42598.44541500011,-19221.55500000008,65549.3605150001,63.425347454957624,57401.55458499989,148,0,0,0,-42.29632539847946,,,20,1.0,,148,148,0,81,67,0.5472972972972973,-6.584925331155789,-12.51971231794992,-0.08459265079695892,0.765119207784872,0.5034900964261325,-0.7955583601263678,16.63034038394942,61676.9311150001,5,-19221.555000000088,23376.890414999998,-42598.44541500008,101,63.46903153153153,0.0,0.0,21,0,0,16,0.7909617508892928,-42598.44541500011,-19221.55500000008,65549.3605150001,63.425347454957624,57401.55458499989,148,0,0,0,-42.29632539847946,,,20,1.0,
bb400_m1_sl0.3,400,1.0,0.003,5,3,3,20.0,0.5,0.0,True,-269915.87911595014,-278988.58315990004,1800,1799,1,260,1539,0.14452473596442467,69.95422197117357,-1129.4790244173532,-0.6278371453125922,0.5591981833604871,5.510959231703918,-1.6649307502666482,1153.098901764567,283112.02719850006,44,14079.979699999953,292844.55585989956,-278764.57615990005,262,4.399620159347786,-0.3567451857068356,-115.80730000000582,0,0,0,0,0.5533065820768922,-278988.58315990004,14072.379699999947,284038.6424703,275.914663981957,-178988.5831599,1799,1,0,0,-18.835114359377766,,,20,1.0,,1800,1799,1,260,1539,0.14452473596442467,69.95422197117357,-1129.4790244173532,-0.6278371453125922,0.5591981833604871,5.510959231703918,-1.6649307502666482,1153.098901764567,283112.02719850006,44,14079.979699999953,292844.55585989956,-278764.57615990005,262,4.399620159347786,-0.3567451857068356,-115.80730000000582,0,0,0,0,0.5533065820768922,-278988.58315990004,14072.379699999947,284038.6424703,275.914663981957,-178988.5831599,1799,1,0,0,-18.835114359377766,,,20,1.0,
bb400_m1_sl0.5,400,1.0,0.005,5,3,3,20.0,0.5,0.0,True,-260843.17507200025,-260843.17507200025,1474,1473,1,301,1172,0.2043448744059742,-72.6739170314111,-661.9497921722715,-0.4493888609451945,0.5959810799613133,3.2440633309765827,-1.397963186686197,676.793100092787,265125.53171999997,35,-23568.129000000015,237051.03907200007,-260619.16807200003,303,6.509051821679114,-0.21404711142410135,-115.80730000000582,0,0,0,0,0.6016171135408483,-260843.17507200025,-23575.72900000002,266185.45679500024,257.8401927420612,-160843.17507200025,1473,1,0,0,-22.469443047259727,,,20,1.0,,1474,1473,1,301,1172,0.2043448744059742,-72.6739170314111,-661.9497921722715,-0.4493888609451945,0.5959810799613133,3.2440633309765827,-1.397963186686197,676.793100092787,265125.53171999997,35,-23568.129000000015,237051.03907200007,-260619.16807200003,303,6.509051821679114,-0.21404711142410135,-115.80730000000582,0,0,0,0,0.6016171135408483,-260843.17507200025,-23575.72900000002,266185.45679500024,257.8401927420612,-160843.17507200025,1473,1,0,0,-22.469443047259727,,,20,1.0,
bb400_m1_sl0.75,400,1.0,0.0075,5,3,3,20.0,0.5,0.0,True,-191570.42933074973,-191570.42933074973,1212,1211,1,347,864,0.2865400495458299,-15.63340318165433,-338.6238161988013,-0.27962329991643375,0.68894966305797,2.1614482447844514,-1.2600073577997752,347.73412187342154,195567.36709524982,22,1475.4342500001367,192821.85658074968,-191346.42233074986,352,9.065304156344618,-0.14269807428273426,-115.80730000000582,0,0,0,0,0.7013594888855049,-191570.42933074973,1467.8342500001309,197017.86654524974,191.46591660131537,-91570.42933074973,1211,1,0,0,-20.971747493732533,,,20,1.0,,1212,1211,1,347,864,0.2865400495458299,-15.63340318165433,-338.6238161988013,-0.27962329991643375,0.68894966305797,2.1614482447844514,-1.2600073577997752,347.73412187342154,195567.36709524982,22,1475.4342500001367,192821.85658074968,-191346.42233074986,352,9.065304156344618,-0.14269807428273426,-115.80730000000582,0,0,0,0,0.7013594888855049,-191570.42933074973,1467.8342500001309,197017.86654524974,191.46591660131537,-91570.42933074973,1211,1,0,0,-20.971747493732533,,,20,1.0,
bb400_m1_sl1,400,1.0,0.01,5,3,3,20.0,0.5,0.0,True,-187770.4505130001,-187770.4505130001,1057,1056,1,361,695,0.3418560606060606,-27.76662492287618,-239.03383550613324,-0.22635779877474738,0.7102438524151852,1.623031701593104,-1.186975942131286,247.93231734774866,192414.411425,21,-19346.6090000001,168199.83451300004,-187546.4435130001,369,11.09643308080808,-0.10702355571205067,-115.80730000000582,1,0,0,0,0.7105271549165267,-187770.4505130001,-19354.209000000104,193745.4939750001,187.32527078204805,-87770.4505130001,1056,1,0,0,-22.635779877474736,,,20,1.0,,1057,1056,1,361,695,0.3418560606060606,-27.76662492287618,-239.03383550613324,-0.22635779877474738,0.7102438524151852,1.623031701593104,-1.186975942131286,247.93231734774866,192414.411425,21,-19346.6090000001,168199.83451300004,-187546.4435130001,369,11.097064393939394,-0.10702355571205067,-115.80730000000582,1,0,0,0,0.7105271549165267,-187770.4505130001,-19354.209000000104,193745.4939750001,187.32527078204805,-87770.4505130001,1056,1,0,0,-22.635779877474736,,,20,1.0,
