symbol,timeframe_min,arm,raw_signal_candidates,status_rows,skipped_in_position,trades_taken,closed_trades,censored_unclosed_trades,censored_mfe_known_n,censored_mfe_known_mean_r,censored_mfe_known_median_r,wins_net,losses_net,breakeven_net,fee_only_losses,win_rate_net,gross_win_rate,mean_net_r,median_net_r,sum_net_r_trade_units_nonportfolio,mean_gross_r,median_gross_r,sum_gross_r_trade_units_nonportfolio,mean_net_bp,median_net_bp,mean_gross_bp,median_gross_bp,profit_factor_net_r,profit_factor_gross_r,mean_cost_r,median_cost_r,sum_cost_r_trade_units_nonportfolio,fixed_round_trip_cost_bp,mfe_known_n,mfe_known_mean_r,mfe_known_median_r,mfe_known_q25_r,mfe_known_q75_r,mfe_known_q90_r,mfe_known_max_r,mfe_upper_mean_r,stop_bar_excursion_ambiguous_n,net_floating_profit_then_loss_n,net_floating_profit_n,mean_holding_hours,median_holding_hours,mfe_ge_0p5r_n,mfe_ge_0p5r_then_net_loss_n,mfe_ge_1r_n,mfe_ge_1r_then_net_loss_n,mfe_ge_2r_n,mfe_ge_2r_then_net_loss_n,mfe_ge_3r_n,mfe_ge_3r_then_net_loss_n,mfe_ge_5r_n,mfe_ge_5r_then_net_loss_n,mfe_ge_10r_n,mfe_ge_10r_then_net_loss_n,best_net_return_bp,mean_net_bp_ex_best_price_return,mean_net_r_ex_best_price_return,sum_net_r_ex_best_price_return,top_1pct_price_return_removed_n,mean_net_bp_ex_top_1pct_price_returns,mean_net_r_ex_top_1pct_price_returns,sum_net_r_ex_top_1pct_price_returns,closed_trade_drawdown_r_single_symbol,max_loss_streak_single_symbol
1000000BOBUSDT,60,v9_both,2,2,0,2,2,0,0,,,0,2,0,0,0.0,0.0,-0.8995369553226658,-0.8995369553226658,-1.7990739106453315,-0.8367346938775475,-0.8367346938775475,-1.673469387755095,-303.475894245723,-303.475894245723,-283.475894245723,-283.475894245723,0.0,0.0,0.06280226144511836,0.06280226144511836,0.12560452289023671,20.0,2,1.539851075565351,1.539851075565351,1.411817429674566,1.6678847214561356,1.7447049089906066,1.7959183673469206,1.539851075565351,0,2,2,70.0,70.0,2,2,2,2,0,0,0,0,0,0,0,0,-203.333333333333,-403.61845515811297,-1.052135135135135,-1.052135135135135,1,-403.61845515811297,-1.052135135135135,-1.052135135135135,1.7990739106453315,2
1000000BOBUSDT,60,joint,1,1,0,1,1,0,0,,,0,1,0,0,0.0,0.0,-1.0902790697674412,-1.0902790697674412,-1.0902790697674412,-0.9999999999999992,-0.9999999999999992,-0.9999999999999992,-241.535291087068,-241.535291087068,-221.53529108706798,-221.53529108706798,0.0,0.0,0.09027906976744209,0.09027906976744209,0.09027906976744209,20.0,1,1.9302325581395376,1.9302325581395376,1.9302325581395376,1.9302325581395376,1.9302325581395376,1.9302325581395376,1.9302325581395376,0,1,1,9.0,9.0,1,1,1,1,0,0,0,0,0,0,0,0,-241.535291087068,,,0.0,1,,,0.0,1.0902790697674412,1
1000000MOGUSDT,5,v9_both,42,42,10,32,32,0,0,,,8,24,0,3,0.25,0.34375,-0.09772537426793204,-1.12021842105263,-3.1272119765738253,0.15495851042726105,-0.9999999999999908,4.958672333672354,-10.006655439964284,-75.311619904067,9.993344560035625,-55.311619904067,0.8789090593194718,1.2465787881771497,0.2526838846951948,0.25588888888888933,8.085884310246234,20.0,32,1.969389467973559,1.0120772946859822,0.5340909090909125,2.66666666666663,3.990909090909039,9.75000000000006,1.983278356862448,1,19,27,5.760416666666667,4.25,26,18,16,8,11,3,7,1,3,0,0,0,547.307692307694,-27.984537625372607,-0.33039393472819034,-10.2422119765739,1,-27.984537625372607,-0.33039393472819034,-10.2422119765739,21.66662850479037,11
1000000MOGUSDT,5,joint,12,12,0,12,12,0,0,,,1,11,0,1,0.08333333333333333,0.16666666666666666,-0.8223708162176399,-1.1885873015873134,-9.868449794611678,-0.5768398268398234,-0.9999999999999956,-6.9220779220778805,-71.89336883094926,-88.07201006022851,-51.89336883094932,-68.07201006022851,0.18115856246343265,0.2767978290366407,0.24553098937781795,0.2720892857142896,2.9463718725338155,20.0,12,1.0239988764731411,0.7180451127819468,0.2812500000000126,0.9347826086956502,2.92857142857147,3.9090909090909434,1.0239988764731411,0,7,8,3.652777777777777,3.375,8,7,3,2,2,1,2,1,0,0,0,0,242.096774193549,-100.43792728772182,-1.0956111383531306,-12.051722521884438,1,-100.43792728772182,-1.0956111383531306,-12.051722521884438,12.051722521884436,11
1000000MOGUSDT,15,v9_both,14,14,2,12,12,0,0,,,3,9,0,1,0.25,0.25,0.2427634624199612,-1.0601176079734245,2.9131615490395344,0.33945315875896703,-0.9999999999999986,4.073437905107604,-8.761678952062235,-202.9867128827265,11.238321047937745,-182.9867128827265,1.339858893404588,1.5226977842837188,0.09668969633900566,0.09973863636363622,1.160276356068068,20.0,12,1.9977540020009084,0.8660714285714269,0.22601010101010036,1.233297413793107,3.345535714285723,14.210526315789489,1.9977540020009084,0,8,11,17.541666666666668,7.5,7,4,5,2,2,0,2,0,1,0,1,0,1616.363636363635,-156.50034398076198,-0.5858848352547793,-6.444733187802573,1,-156.50034398076198,-0.5858848352547793,-6.444733187802573,7.448929616374008,8
1000000MOGUSDT,15,joint,5,5,0,5,5,0,0,,,2,3,0,0,0.4,0.4,0.9224886363636422,-1.0997272727272738,4.612443181818211,1.031818181818188,-0.9999999999999986,5.15909090909094,189.00173938478224,-186.66666666666598,209.00173938478224,-166.666666666666,2.3895088903647292,2.71969696969698,0.10932954545454587,0.10054545454545522,0.5466477272727294,20.0,5,2.952398989898999,1.0,0.2272727272727267,1.3125000000000109,7.725000000000026,12.000000000000036,2.952398989898999,0,3,5,17.25,2.5,3,1,3,1,1,0,1,0,1,0,1,0,1553.2368896925861,-152.05704819216874,-0.7990255681818172,-3.196102272727269,1,-152.05704819216874,-0.7990255681818172,-3.196102272727269,3.319477272727273,3
1000000MOGUSDT,60,v9_both,3,3,1,2,2,0,0,,,0,2,0,0,0.0,0.0,-1.0760885714285733,-1.0760885714285733,-2.1521771428571466,-1.000000000000002,-1.000000000000002,-2.000000000000004,-284.6264465470685,-284.6264465470685,-264.6264465470685,-264.6264465470685,0.0,0.0,0.07608857142857148,0.07608857142857148,0.15217714285714296,20.0,2,1.0464285714285677,1.0464285714285677,0.6232142857142838,1.4696428571428515,1.7235714285714216,1.8928571428571352,1.0464285714285677,0,2,2,68.5,68.5,1,1,1,1,0,0,0,0,0,0,0,0,-262.954324586978,-306.298568507159,-1.069857142857146,-1.069857142857146,1,-306.298568507159,-1.069857142857146,-1.069857142857146,2.1521771428571466,2
1000000MOGUSDT,60,joint,1,1,0,1,1,0,0,,,0,1,0,0,0.0,0.0,-1.0823200000000008,-1.0823200000000008,-1.0823200000000008,-1.0000000000000009,-1.0000000000000009,-1.0000000000000009,-262.954324586978,-262.954324586978,-242.954324586978,-242.954324586978,0.0,0.0,0.08232000000000023,0.08232000000000023,0.08232000000000023,20.0,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,1,1,32.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,-262.954324586978,,,0.0,1,,,0.0,1.0823200000000008,1
1000BONKUSDT,5,v9_both,33,33,4,29,29,0,0,,,7,22,0,0,0.2413793103448276,0.2413793103448276,-0.46294769836072797,-1.146974358974354,-13.425483252461111,-0.2564720444133651,-0.9999999999999948,-7.437689287987586,-48.891592404332044,-99.312623925973,-28.891592404332002,-79.312623925973,0.4810826813068484,0.6457909854379559,0.20647565394736422,0.18533333333333368,5.987793964473562,20.0,29,1.3852593662711445,0.9310344827586264,0.3589743589743624,1.5263157894736878,4.105254901960755,7.562500000000022,1.3852593662711445,0,16,23,4.525862068965517,2.3333333333333335,20,13,12,5,5,0,4,0,1,0,0,0,564.284754869037,-70.7907476640952,-0.5778679615925798,-16.180302924592233,1,-70.7907476640952,-0.5778679615925798,-16.180302924592233,16.098399168620674,8
1000BONKUSDT,5,joint,9,9,0,9,9,0,0,,,4,5,0,0,0.4444444444444444,0.4444444444444444,0.050900590268541324,-1.0648932038834962,0.4581053124168719,0.23079600015135857,-0.999999999999996,2.077164001362227,23.988207292597778,-72.502625131257,43.988207292597885,-52.502625131257005,1.0760475817148503,1.4154328002724443,0.17989540988281794,0.12090196078431421,1.6190586889453615,20.0,9,1.9482324648351634,1.5263157894736878,0.0666666666666454,4.686274509803939,4.740293356341695,4.754098360655713,1.9482324648351634,0,2,6,4.5740740740740735,2.3333333333333335,5,1,5,1,3,0,3,0,0,0,0,0,564.284754869037,-43.54886115445712,-0.28708929496428165,-2.296714359714253,1,-43.54886115445712,-0.28708929496428165,-2.296714359714253,3.7758368421052597,3
1000BONKUSDT,15,v9_both,14,14,4,10,10,0,0,,,5,5,0,0,0.5,0.5,0.3634654037917153,-0.16285249679897765,3.6346540379171532,0.4902150923499943,-0.07208706786171756,4.902150923499943,128.29360542456098,-14.875362839273004,148.2936054245611,5.124637160727001,1.8030226033034875,2.3152112233780335,0.12674968855827912,0.12281435406698546,1.267496885582791,20.0,10,2.354630392787521,2.1600985221674938,1.4303457106273985,2.99131578947369,4.841260273972602,4.9726027397260175,2.354630392787521,0,4,9,22.075,20.25,8,3,8,3,6,2,3,1,0,0,0,0,908.9067739771959,41.55880891871266,-0.00868531998789516,-0.07816787989105645,1,41.55880891871266,-0.00868531998789516,-0.07816787989105645,4.526216351774974,5
1000BONKUSDT,15,joint,2,2,0,2,2,0,0,,,1,1,0,0,0.5,0.5,-0.5064950738916261,-0.5064950738916261,-1.0129901477832521,-0.38690476190476214,-0.38690476190476214,-0.7738095238095243,-52.21169470763251,-52.21169470763251,-32.2116947076325,-32.2116947076325,0.12844258334675415,0.2261904761904757,0.11959031198686407,0.11959031198686407,0.23918062397372813,20.0,2,1.2118226600985276,1.2118226600985276,0.674876847290645,1.7487684729064104,2.07093596059114,2.285714285714293,1.2118226600985276,0,0,1,8.0,8.0,1,0,1,0,1,0,0,0,0,0,0,0,38.823529411764,-143.24691882702902,-1.162275862068966,-1.162275862068966,1,-143.24691882702902,-1.162275862068966,-1.162275862068966,1.162275862068966,1
1000BONKUSDT,60,v9_both,5,5,1,4,4,0,0,,,3,1,0,0,0.75,0.75,3.8127902541883483,4.134140764331205,15.251161016753393,3.8565421915084794,4.1764331210191035,15.426168766033918,1684.9805770387447,1982.8967784181325,1704.9805770387447,2002.8967784181325,22.478422177828705,24.05973681520536,0.043751937320131086,0.04425172413793117,0.17500774928052434,20.0,4,6.81422032167151,6.713190021231414,4.100215517241384,9.42719482566154,11.663661435419229,13.154639175257689,6.81422032167151,0,1,4,131.0,88.5,4,1,3,0,3,0,3,0,3,0,1,0,3119.632107023411,1206.7634003771893,2.5194041877150566,7.55821256314517,1,1206.7634003771893,2.5194041877150566,7.55821256314517,0.710068965517241,1
1000BONKUSDT,60,joint,3,3,0,3,3,0,0,,,2,1,0,0,0.6666666666666666,0.6666666666666666,3.5909503041677286,4.115681528662405,10.772850912503186,3.63171142775843,4.152866242038201,10.89513428327529,1584.7625799253776,2213.641658102088,1604.7625799253776,2233.641658102088,11.400722728372905,11.89513428327528,0.04076112359070131,0.037184713375796104,0.12228337077210394,20.0,3,7.140249299963685,8.184713375796155,4.133054362316683,10.669676275526921,12.160654015365383,13.154639175257689,7.140249299963685,0,1,3,61.666666666666664,58.0,2,0,2,0,2,0,2,0,2,0,1,0,3119.632107023411,817.3278163763609,1.5399512294474813,3.0799024588949626,1,817.3278163763609,1.5399512294474813,3.0799024588949626,1.0357790697674425,1
1000CATUSDT,5,v9_both,34,34,5,29,29,0,0,,,11,18,0,0,0.3793103448275862,0.3793103448275862,0.21169770958943343,-1.1401666666666652,6.139233578093569,0.44914034897499105,-0.9999999999999932,13.02507012027474,22.426442623937962,-80.947022972339,42.426442623937966,-60.947022972339006,1.2986876085497367,1.7896394845955947,0.23744263938555898,0.23383333333333234,6.88583654218121,20.0,29,2.2575596769999793,0.809523809523815,0.2222222222222302,4.000000000000099,5.08188153310106,10.00000000000012,2.2575596769999793,0,10,21,3.568965517241379,2.8333333333333335,16,5,13,2,12,1,9,1,4,0,1,0,700.8791208791209,-1.8040101708900005,0.08036461385177314,2.2502091878496477,1,-1.8040101708900005,0.08036461385177314,2.2502091878496477,9.90767365885753,6
1000CATUSDT,5,joint,11,11,0,11,11,0,0,,,4,7,0,0,0.36363636363636365,0.36363636363636365,0.31867209065443924,-1.0594117647058543,3.5053929971988316,0.5560860707919473,-0.823529411764679,6.11694677871142,18.358752805707912,-80.539350577876,38.358752805707915,-60.539350577876,1.4440392834470646,1.9776379997313807,0.2374139801375093,0.23588235294117657,2.6115537815126024,20.0,11,2.3315531171146002,0.809523809523815,0.14215686274510775,4.285714285714249,4.84999999999998,8.916666666666602,2.3315531171146002,0,3,7,3.8181818181818183,2.8333333333333335,6,2,5,1,4,0,4,0,1,0,0,0,426.756425948591,-22.4810145085804,-0.2305607002801117,-2.305607002801117,1,-22.4810145085804,-0.2305607002801117,-2.305607002801117,2.690963636363622,2
1000CATUSDT,15,v9_both,14,14,3,11,11,0,0,,,5,6,0,0,0.45454545454545453,0.45454545454545453,-0.08850545891004998,-1.0757333333333314,-0.9735600480105497,0.034047795023403715,-0.999999999999998,0.37452574525744087,-13.771948995418184,-134.182692307691,6.228051004581821,-114.182692307691,0.8550414370017638,1.0624209575429067,0.12255325393345416,0.11211428571428497,1.3480857932679957,20.0,11,1.7602228328528526,1.3714285714285557,0.7651162790697634,2.892411924119235,3.39999999999993,3.87500000000001,1.7697922108432826,1,5,10,13.477272727272727,8.5,9,4,6,1,5,0,2,0,0,0,0,0,399.33892451899396,-55.0830363468594,-0.277236004801056,-2.77236004801056,1,-55.0830363468594,-0.277236004801056,-2.77236004801056,5.5987931780918405,5
1000CATUSDT,15,joint,4,4,0,4,4,0,0,,,1,3,0,0,0.25,0.25,-0.575716524327119,-1.1147238095238112,-2.302866097308476,-0.4374999999999972,-1.0000000000000004,-1.749999999999989,-104.91594997636076,-172.321788479899,-84.91594997636075,-152.321788479899,0.318374377501519,0.4166666666666711,0.13821652432712236,0.13318840579710142,0.5528660973084895,20.0,4,1.6201820220841925,1.1639751552794924,0.7868357487922656,1.9973214285714194,3.123928571428574,3.87500000000001,1.6201820220841925,0,3,4,7.3125,7.375,3,2,2,1,1,0,1,0,0,0,0,0,123.36917562724099,-181.01099184422802,-1.12616369910283,-3.3784910973084905,1,-181.01099184422802,-1.12616369910283,-3.3784910973084905,3.3784910973084905,3
1000CATUSDT,60,v9_both,3,3,1,2,2,0,0,,,1,1,0,0,0.5,0.5,0.5891998798918995,0.5891998798918995,1.178399759783799,0.6262135922330065,0.6262135922330065,1.252427184466013,412.892832366972,412.892832366972,432.892832366972,432.892832366972,2.132201278739957,2.2524271844660144,0.03701371234110701,0.03701371234110701,0.07402742468221402,20.0,2,1.8895505955359795,1.8895505955359795,0.9653938544690212,2.8137073366029375,3.3682013812431126,3.737864077669896,1.9914923431087934,1,1,2,44.0,44.0,1,0,1,0,1,0,1,0,0,0,0,0,1335.932203389829,-510.14653865588497,-1.0408041237113392,-1.0408041237113392,1,-510.14653865588497,-1.0408041237113392,-1.0408041237113392,1.0408041237113392,1
1000CATUSDT,60,joint,2,2,0,2,2,0,0,,,1,1,0,0,0.5,0.5,0.5891998798918995,0.5891998798918995,1.178399759783799,0.6262135922330065,0.6262135922330065,1.252427184466013,412.892832366972,412.892832366972,432.892832366972,432.892832366972,2.132201278739957,2.2524271844660144,0.03701371234110701,0.03701371234110701,0.07402742468221402,20.0,2,1.8895505955359795,1.8895505955359795,0.9653938544690212,2.8137073366029375,3.3682013812431126,3.737864077669896,1.9914923431087934,1,1,2,44.0,44.0,1,0,1,0,1,0,1,0,0,0,0,0,1335.932203389829,-510.14653865588497,-1.0408041237113392,-1.0408041237113392,1,-510.14653865588497,-1.0408041237113392,-1.0408041237113392,1.0408041237113392,1
1000CHEEMSUSDT,5,v9_both,42,42,7,35,35,0,0,,,9,26,0,1,0.2571428571428571,0.2857142857142857,-0.45916608587067537,-1.1911379310344818,-16.07081300547364,-0.19729887922427483,-0.9999999999999956,-6.905460772849619,-40.719400775270856,-81.224489795919,-20.71940077527086,-61.224489795919,0.47424046441397766,0.7110280450210477,0.2618672066464028,0.24323809523809792,9.165352232624098,20.0,35,1.4518105633048215,0.8717948717948562,0.20127067849436836,2.2785714285714196,3.4239108409320846,6.681818181818174,1.4518105633048215,0,18,27,4.84047619047619,2.5,23,14,16,7,11,2,5,0,1,0,0,0,333.83159886471304,-51.73560664703508,-0.590605462727835,-20.08058573274639,1,-51.73560664703508,-0.590605462727835,-20.08058573274639,17.291068324622554,11
1000CHEEMSUSDT,5,joint,14,14,0,14,14,0,0,,,4,10,0,0,0.2857142857142857,0.2857142857142857,-0.6174352593320406,-1.187908251231526,-8.644093630648568,-0.3961140876012973,-0.9999999999999996,-5.545597226418162,-65.93828647703756,-106.8149277085005,-45.93828647703757,-86.8149277085005,0.2870706181083405,0.44544027735818464,0.22132117173074434,0.21595686274509812,3.0984964042304206,20.0,14,1.2690771834080565,0.822222222222216,0.2516568483063282,2.35823754789272,2.743764705882339,3.5319148936169698,1.2690771834080565,0,7,11,4.0,3.166666666666667,9,5,6,2,4,0,1,0,0,0,0,0,118.88888888888799,-80.1557615051857,-0.7587960730613449,-9.864348949797483,1,-80.1557615051857,-0.7587960730613449,-9.864348949797483,9.864348949797483,6
1000CHEEMSUSDT,15,v9_both,12,12,0,12,12,0,0,,,4,8,0,0,0.3333333333333333,0.3333333333333333,-0.11922338052966053,-0.9773585714285706,-1.4306805663559263,0.045006517214555376,-0.8399999999999899,0.5400782065746645,-21.041993088672687,-104.797298493146,-1.0419930886725883,-84.797298493146,0.8352467312224562,1.073597906436553,0.16422989774421667,0.1529642424242436,1.9707587729306002,20.0,12,1.522486802913801,0.7474358974359057,0.3121609403254952,2.0817099567099504,4.306060606060651,5.452054794520495,1.522486802913801,0,6,10,12.8125,8.0,7,3,5,1,3,0,2,0,1,0,0,0,412.926829268291,-60.493704212033,-0.3830631149987303,-4.213694264986033,1,-60.493704212033,-0.3830631149987303,-4.213694264986033,7.894156262903758,7
