timeframe_min,arm,period,policy,control_pool,matched,weeks,mean_excess_bp,p_one_sided,ci_low_bp,ci_high_bp,minimum_p_resolution,target_mean_net_bp,random_mean_net_bp,target_mean_net_r,random_mean_net_r,target_win_rate,random_win_rate,holm_primary_p
15,v9_both,all,high20,high20,1603,10,-36.95804149212118,0.9951171875,-69.08529131526069,-11.591628299297973,0.0009765625,-36.96816314296316,-0.010121650841967107,-0.09181007984273007,0.03499007803808846,0.28509045539613226,0.3169058016219588,1.0
15,v9_both,earlier,baseline,all,2739,5,-21.336932173582806,0.9375,-47.99472935883159,0.3984738695923455,0.03125,-1.805230175015095,19.531701998567705,0.026992552958524308,0.07968485272578019,0.28039430449069,0.2778386272362176,
15,v9_both,earlier,high20,all,774,5,-15.850430541675157,1.0,-29.779787278244495,-7.8887779095040536,0.03125,-21.544917644640403,-5.694487102965246,-0.016717792053879098,0.06820707799431856,0.29844961240310075,0.2648578811369509,
15,v9_both,earlier,high20,high20,774,5,-13.542180768558884,0.84375,-28.571073753981622,6.7992741399277055,0.03125,-17.93291665542286,-4.390735886863983,-0.001627737165345578,0.02746479076129322,0.30103359173126615,0.3152454780361757,
15,v9_both,later,baseline,all,3038,5,-21.814638857651985,0.78125,-48.037382473498674,6.124263031306303,0.03125,-43.18309626764117,-21.36845740998918,-0.18971035693522992,-0.12616525372100507,0.2564186965108624,0.27221856484529294,
15,v9_both,later,high20,all,818,5,-47.88525938596353,0.90625,-94.250905878537,9.247284412856793,0.03125,-57.397096862583325,-9.51183747661979,-0.1834645676972175,-0.03119249588651835,0.2665036674816626,0.2885085574572127,
15,v9_both,later,high20,high20,819,5,-56.864428550418886,1.0,-108.68236505156099,-13.034094530069881,0.03125,-54.747475416578425,2.11695313384046,-0.17509760540839642,0.04044651275645592,0.27106227106227104,0.3162393162393162,
60,joint,all,baseline,all,651,10,-51.90035947345087,0.7734375,-174.41858833441887,80.32132427292713,0.0009765625,137.6757974950999,189.57615696855078,0.5990816733776091,0.8847130249710651,0.38095238095238093,0.4116743471582181,
60,joint,all,high20,all,178,9,23.844454324588032,0.484375,-216.16792288208336,279.3676197881675,0.001953125,281.3846256282903,257.54017130370227,1.0191591468796009,1.2104073190564102,0.4157303370786517,0.4101123595505618,
60,joint,all,high20,high20,176,9,86.52614776324008,0.330078125,-189.0191742999238,351.0260520134239,0.001953125,290.17291358932147,203.64676582608146,1.042629348980424,0.9921269342544903,0.42045454545454547,0.42045454545454547,1.0
60,joint,earlier,baseline,all,398,5,17.799816650798004,0.5,-156.9657788641648,170.5993067522341,0.03125,240.76168178922873,222.96186513843074,0.8975736726454255,1.0673573675824388,0.4221105527638191,0.41708542713567837,
60,joint,earlier,high20,all,128,5,107.32750377917175,0.4375,-148.19060583875728,370.39340975583525,0.03125,423.69996605744234,316.3724622782706,1.3741538058565235,1.3575060106136203,0.4765625,0.40625,
60,joint,earlier,high20,high20,125,5,175.03719167701735,0.1875,-99.38947978716048,448.9997612725662,0.03125,421.41332117503833,246.37612949802104,1.3790662641379063,1.133773100825438,0.472,0.456,
60,joint,later,baseline,all,248,5,-174.90917615673536,1.0,-213.48818075497638,-157.72502629908243,0.03125,-46.00643804579277,128.90273811094258,0.038628633546677976,0.49225847171493986,0.31048387096774194,0.39919354838709675,
60,joint,later,high20,all,48,4,-264.1302573350262,0.9375,-324.9933172936932,-91.58409420096083,0.0625,-201.53527486654914,62.59498246847712,-0.40884934804815226,0.2902911824472075,0.22916666666666666,0.4166666666666667,
60,joint,later,high20,high20,47,4,-275.351039289696,0.9375,-345.88911966094264,-78.7432638360035,0.0625,-198.25174195356476,77.09929733613123,-0.3950046876428623,0.22534197279059348,0.23404255319148937,0.3404255319148936,
60,v9_both,all,baseline,all,1269,10,-48.685771604937905,0.8525390625,-117.50155620885275,35.08807341271227,0.0009765625,44.3635959402693,93.04936754520722,0.26514404608279946,0.5225181469399672,0.34436564223798266,0.37667454688731283,
60,v9_both,all,high20,all,421,9,9.184487688623106,0.470703125,-151.84364428126437,178.69162878473787,0.001953125,99.64080765497917,90.45631996635603,0.39897645997597714,0.5032639707227178,0.3681710213776722,0.35629453681710216,
60,v9_both,all,high20,high20,417,9,-39.52461378084316,0.6953125,-175.9541912391741,119.89062201467033,0.001953125,106.01246751986065,145.53708130070382,0.41665980581941087,0.5643289714730481,0.37170263788968827,0.4028776978417266,1.0
60,v9_both,earlier,baseline,all,764,5,11.599780312819917,0.4375,-63.20187427546728,121.27401463529941,0.03125,155.81127212628303,144.2114918134631,0.5663284129165356,0.782430343556884,0.4083769633507853,0.4280104712041885,
60,v9_both,earlier,high20,all,279,5,97.99637653628608,0.28125,-133.06479144646207,337.9422616599055,0.03125,248.81542124547144,150.81904470918536,0.7267979782378211,0.7155544900296018,0.45161290322580644,0.4014336917562724,
60,v9_both,earlier,high20,high20,275,5,44.833870822715475,0.5,-109.44825290188537,235.6900679013686,0.03125,252.31069629976844,207.47682547705298,0.7331561298233529,0.7294178336929508,0.4509090909090909,0.4254545454545455,
60,v9_both,later,baseline,all,493,5,-138.40170435695194,0.9375,-198.2996937531939,-47.64677441921216,0.03125,-132.50739302282327,5.894311334128674,-0.22758337624170225,0.03659613627761946,0.24543610547667344,0.2920892494929006,
60,v9_both,later,high20,all,137,4,-158.16364999182807,1.0,-361.84140207569436,-93.80603876396033,0.0625,-207.40028370591804,-49.236633714089976,-0.3709549599940978,-0.22609856907253584,0.20437956204379562,0.26277372262773724,
60,v9_both,later,high20,high20,135,4,-214.87202439298517,1.0,-278.7749268016029,-134.993396382213,0.0625,-200.74557910357802,14.126445289407158,-0.3492072647251954,0.07169254889111845,0.2074074074074074,0.362962962962963,
