timeframe_min,arm,period,quintile,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r,net_ge3r,net_ge3r_rate,net_ge5r,net_ge5r_rate,net_ge10r,net_ge10r_rate,control_matched,control_weeks,control_mean_excess_bp,control_p_one_sided,control_ci_low_bp,control_ci_high_bp,control_minimum_p_resolution,control_target_mean_net_bp,control_random_mean_net_bp,control_target_mean_net_r,control_random_mean_net_r,control_target_win_rate,control_random_win_rate
15,joint,later,1,122,33,89,0,0.27049180327868855,0.1995703289475113,0.35542529413387874,0.2786885245901639,0.17630258946340988,21.508915914536004,-1.1254638723041313,23.12094086887863,43.12094086887862,1.2207914922835221,3.603825393530658,-1.094576652494109,16.660335684061973,-1.9914074074074104,40.338240667950025,9.989754098360656,5.75,132.96002917710248,115,82,1,7,4,63,70,0,118,78,85,0,80,41,47,1,64,25,31,0,37,3,4,0,26,1,1,0,16,0,0,0,5,0,0,0,14,0.11475409836065574,7,0.05737704918032787,4,0.03278688524590164,118,5,11.181950992847131,0.4375,-46.610296506355525,153.81697822735813,0.03125,29.32579632857499,18.143845335727864,0.2211169656759631,0.4736432776642557,0.2796610169491525,0.2711864406779661
15,joint,later,2,274,71,203,0,0.2591240875912409,0.2108268877682109,0.314082027800091,0.2591240875912409,-0.1500850924327688,-41.12331532657865,-1.1001350000000008,-20.09464338198802,-0.09464338198800382,0.8112064019951127,2.488707618573878,-1.0730125923414975,19.689782608695932,-1.3872087912087772,73.2600283634257,9.630474452554745,5.0,155.5966972964035,259,189,0,7,3,157,171,11,263,178,192,2,176,92,105,1,135,54,64,1,91,18,21,0,55,2,2,0,27,0,0,0,7,0,0,0,16,0.058394160583941604,7,0.025547445255474453,3,0.010948905109489052,268,5,5.614937708149392,0.5,-55.0280539856227,102.84987649275558,0.03125,-16.81040771808421,-22.425345426233598,-0.13809195100732166,-0.1262679901129765,0.26119402985074625,0.291044776119403
15,joint,later,3,347,83,264,0,0.23919308357348704,0.19731953689409754,0.2867779224622105,0.24495677233429394,-0.2388977386430452,-82.89751530913668,-1.0907428571428597,-43.01882564752032,-23.018825647520313,0.7031378195303368,2.3656419125596457,-1.057749219892376,24.859655172413778,-1.407820359281455,108.7299730457049,10.97550432276657,6.0,184.210526315789,317,236,2,9,1,188,215,8,338,227,255,4,201,92,118,1,157,55,74,1,95,10,13,0,57,1,1,0,29,0,0,0,9,0,0,0,23,0.06628242074927954,9,0.025936599423631124,1,0.002881844380403458,331,5,-33.08899086242703,0.875,-67.45948387218873,9.576871391500598,0.03125,-39.31398218602124,-6.224991323594211,-0.2213170291348396,0.07414061645988924,0.24169184290030213,0.311178247734139
15,joint,later,4,352,96,256,0,0.2727272727272727,0.22884223547493665,0.32151932019366836,0.2784090909090909,-0.2269379419312104,-79.88215555978606,-1.0721037694013311,-52.234320359276445,-32.23432035927644,0.694311917319385,1.8899688838850335,-1.0207780016123018,11.008488888888948,-1.2371864406779725,112.00862558249369,11.846590909090908,7.5,197.63224003944399,318,225,2,4,1,187,218,3,345,218,249,1,218,94,122,0,162,49,66,0,104,9,11,0,80,4,4,0,32,1,1,0,4,0,0,0,14,0.03977272727272727,4,0.011363636363636364,1,0.002840909090909091,347,5,-30.852510858249868,0.71875,-112.69560634908744,68.61223800093799,0.03125,-52.02718041557561,-21.174669557325736,-0.22852618276906989,-0.10077846017568619,0.27089337175792505,0.30547550432276654
15,joint,later,5,316,78,238,0,0.2468354430379747,0.20252534714763337,0.2972268095626653,0.25316455696202533,-0.3210008564943922,-101.43627065222793,-1.0559495798319336,-67.28580533335773,-47.28580533335772,0.5608706481644583,1.660997264487798,-0.9705632658919165,15.762078431372576,-1.3448786677240263,133.13007098318135,13.978639240506329,8.375,241.61369668176897,263,191,3,2,1,166,212,9,309,184,231,2,196,79,118,0,140,42,63,0,88,14,15,0,50,2,2,0,18,1,1,0,5,0,0,0,10,0.03164556962025317,2,0.006329113924050633,1,0.0031645569620253164,308,5,-47.509995337076894,0.90625,-92.28838778088773,12.404612742347574,0.03125,-70.79795324442968,-23.28795790735278,-0.3408282854705658,-0.12071652736928194,0.23376623376623376,0.2694805194805195
15,v9_both,all,1,507,133,374,0,0.26232741617357,0.2259259855944205,0.3023033783108277,0.27416173570019725,-0.1519201523866558,-77.02351726003448,-1.121250000000004,-28.88273098063551,-8.882730980635518,0.817306767900074,2.590802704839772,-1.127273467924396,16.660335684061973,-2.8925263157896213,157.74639493694838,10.739151873767259,6.5,120.79615648593001,481,349,8,18,6,258,283,12,488,330,355,3,335,181,202,1,260,108,127,1,168,29,36,0,114,9,9,1,59,1,1,0,14,0,0,0,39,0.07692307692307693,18,0.03550295857988166,6,0.011834319526627219,503,10,-7.132987163960376,0.6357421875,-37.59123761153076,32.5874815260552,0.0009765625,-27.896205236853483,-20.7632180728931,-0.14396420464252468,-0.17099505448454352,0.2644135188866799,0.27236580516898606
15,v9_both,all,2,951,254,697,0,0.26708727655099895,0.23994560605940082,0.29610302706234876,0.2744479495268139,0.010108358410470924,9.613048848357849,-1.1003181818181864,7.1592766740137455,27.15927667401375,1.0127053146700875,3.016651188056728,-1.085532787543832,78.61485477178441,-2.377349999999836,171.73199027687912,11.22844374342797,6.25,144.353240871779,896,645,9,34,10,517,568,22,913,607,659,3,622,320,368,2,476,184,222,4,306,44,54,0,201,9,9,0,94,0,0,0,23,0,0,0,63,0.06624605678233439,34,0.035751840168243953,10,0.010515247108307046,940,10,-13.22963311252014,0.806640625,-33.19300302392344,12.344745980409092,0.0009765625,11.677097060993715,24.906730173513854,0.023134570567623525,0.07635958856338358,0.2702127659574468,0.28829787234042553
15,v9_both,all,3,1369,335,1034,0,0.24470416362308253,0.22266591408539216,0.2681711410763869,0.2534696859021183,-0.17982062642083405,-246.17443757012182,-1.093462365591395,-34.97585804617676,-14.975858046176752,0.7770439284062391,2.5610874914318433,-1.0678324441003764,37.7162500000001,-2.066070796460163,347.86825901860675,12.29072315558802,6.75,161.68148746968401,1235,920,14,39,10,724,837,40,1325,876,990,12,865,429,530,5,646,234,311,4,387,56,68,1,238,10,10,1,115,1,1,0,30,0,0,0,88,0.06428049671292914,39,0.028487947406866325,10,0.007304601899196494,1356,10,-23.48954005584491,0.873046875,-56.51234488766888,12.37763103018681,0.0009765625,-35.053259565453715,-11.563719509608807,-0.18073324117013292,-0.08531830314575543,0.24262536873156343,0.2581120943952802
15,v9_both,all,4,1577,431,1146,0,0.2733037412809131,0.25187906886720374,0.29583016156632785,0.2872542802790108,-0.027314924773544386,-43.0756363678795,-1.073420000000001,-19.05709371969789,0.9429062803021107,0.9635151051453135,2.6393674744811286,-1.0302295094845078,80.7416571428571,-2.0237500000000224,274.2011525063387,14.623335447051364,8.5,178.326474622769,1372,977,24,35,13,786,955,29,1539,939,1108,4,1031,460,600,0,774,244,343,3,480,55,73,2,300,14,15,2,125,5,5,1,34,0,0,1,93,0.05897273303741281,35,0.02219403931515536,13,0.008243500317057704,1567,10,-24.774555560151736,0.8759765625,-53.1427085308064,17.763702397025018,0.0009765625,-19.129239835161233,5.645315724990506,-0.027170959185647256,0.014988305427196539,0.2724952137843012,0.28334396936821954
15,v9_both,all,5,1438,417,1021,0,0.2899860917941586,0.2671176242821235,0.313973627963713,0.29902642559109877,-0.10340767370747499,-148.70023479134903,-1.0406758620689653,-36.00616632810931,-16.006166328109302,0.8479996655857068,1.9894211780462603,-0.9581673516519486,20.366499999999863,-1.7192578512396628,348.8896505191398,18.326668984700973,11.375,224.0427608452255,1128,767,18,27,6,630,875,23,1403,734,986,6,903,300,486,0,647,138,233,1,420,38,48,0,253,7,7,0,95,3,3,0,19,1,1,0,76,0.05285118219749652,27,0.018776077885952713,6,0.004172461752433936,1433,10,-23.26431086215153,0.9140625,-57.070604095145534,4.647664933230224,0.0009765625,-36.66858319481511,-13.404272332663579,-0.10568671598774539,-0.042174869617980656,0.2882065596650384,0.27424982554082344
15,v9_both,earlier,1,248,65,183,0,0.2620967741935484,0.21129013144561704,0.32016112156027265,0.2782258064516129,-0.2822789995035151,-70.00519187687175,-1.1282954545454524,-41.01993374583811,-21.01993374583811,0.6683063233077047,2.169977704091758,-1.1532991401247872,10.935833333333116,-2.8925263157896213,88.01968263926037,10.740927419354838,7.75,98.55858066646,234,170,6,6,1,120,133,7,237,159,172,3,165,90,100,0,130,55,65,0,88,19,24,0,60,7,7,1,29,0,0,0,5,0,0,0,18,0.07258064516129033,6,0.024193548387096774,1,0.004032258064516129,248,5,-19.180657292368977,0.875,-55.4501452867235,9.048959803114938,0.03125,-41.01993374583811,-21.839276453469125,-0.2822789995035151,-0.3084341673550906,0.2620967741935484,0.24193548387096775
15,v9_both,earlier,2,423,123,300,0,0.2907801418439716,0.24954075412718932,0.33578537500774214,0.30260047281323876,0.2806027049629226,118.69494419931627,-1.105483870967744,60.24107863036158,80.24107863036157,1.3586156738972102,3.6559013015461415,-1.103269719636197,78.61485477178441,-2.377349999999836,77.38929602360847,10.810874704491725,6.75,125.70294409527,396,273,7,17,7,206,232,7,402,252,279,0,276,127,153,0,209,66,86,1,143,15,20,0,97,5,5,0,45,0,0,0,14,0,0,0,28,0.06619385342789598,17,0.04018912529550828,7,0.016548463356973995,421,5,7.938782444798322,0.28125,-11.543654635464142,26.93114752197092,0.03125,61.12632122888397,53.187538784085625,0.28386786174478473,0.16065333589986375,0.28978622327790976,0.28028503562945367
15,v9_both,earlier,3,626,156,470,0,0.24920127795527156,0.21691555084250766,0.28454629233670026,0.25559105431309903,-0.16591143108622183,-103.86055585997487,-1.1105064072312754,-28.269429329505087,-8.269429329505078,0.7978945210000693,2.6284119914586905,-1.0933889926117673,37.7162500000001,-2.066070796460163,231.9189893070686,11.610623003194888,6.5,131.6233715866995,570,425,6,19,8,326,371,17,603,402,447,5,406,212,250,2,296,112,140,1,178,29,32,1,108,6,6,1,50,1,1,0,16,0,0,0,32,0.051118210862619806,19,0.03035143769968051,8,0.012779552715654952,626,5,-55.74142494245766,1.0,-111.14640179226397,-20.212996659281362,0.03125,-28.269429329505087,27.471995612952565,-0.16591143108622183,0.16192851277931117,0.24920127795527156,0.29073482428115016
15,v9_both,earlier,4,771,218,553,0,0.2827496757457847,0.2520997821964208,0.3155537085142236,0.3022049286640726,0.19776956977907803,152.48033829966917,-1.0712812500000015,15.9174685812352,35.917468581235184,1.2650395124111036,3.33849568973181,-1.0403466945060857,80.7416571428571,-2.0237500000000224,134.14270774246677,14.769130998702984,9.5,154.211150652431,671,464,16,26,11,366,455,20,751,444,533,3,528,235,310,0,406,131,188,2,260,38,48,2,163,10,10,2,72,5,5,1,25,0,0,1,53,0.06874189364461739,26,0.03372243839169909,11,0.014267185473411154,763,5,-20.298371795371,0.75,-70.72544137402805,51.679159037316914,0.03125,14.992998193691225,35.291369989062225,0.1957233327188146,0.16302144177621405,0.2817824377457405,0.2870249017038008
15,v9_both,earlier,5,687,213,474,0,0.31004366812227074,0.27659471696769466,0.34560514286317523,0.32168850072780203,-0.017818379598059757,-12.241226783867052,-1.0265166666666667,-19.140113203308854,0.8598867966911616,0.973465829246353,2.1084365311089,-0.9732873584600482,20.366499999999863,-1.551843112244872,145.4588680614075,18.562590975254732,11.75,190.355329949237,544,355,9,16,4,288,401,10,669,339,456,4,447,147,234,0,325,70,113,1,221,19,25,0,139,4,4,0,54,2,2,0,11,1,1,0,41,0.05967976710334789,16,0.023289665211062592,4,0.005822416302765648,681,5,-9.758431615784609,0.8125,-38.983006042179184,7.9787122415448914,0.03125,-20.923286313178963,-11.16485469739435,-0.030905906562063375,0.0019982696490919156,0.30837004405286345,0.26725403817914833
15,v9_both,later,1,259,68,191,0,0.2625482625482625,0.2127103551953159,0.31932694012517215,0.2702702702702703,-0.02709778140217276,-7.018325383162745,-1.118461538461534,-17.2610078695535,2.738992130446498,0.9666661557528514,2.9930618967312554,-1.1023378762350164,16.660335684061973,-1.9914074074074104,76.43024492015999,10.737451737451737,5.75,136.090028788275,247,179,2,12,5,138,150,5,251,171,183,0,170,91,102,1,130,53,62,1,80,10,12,0,54,2,2,0,30,1,1,0,9,0,0,0,21,0.08108108108108109,12,0.04633204633204633,5,0.019305019305019305,255,5,4.583962607982106,0.4375,-46.93589917691867,75.74239722698792,0.03125,-15.13273594184099,-19.71669854982309,-0.009446286503208483,-0.03732878000652126,0.26666666666666666,0.30196078431372547
15,v9_both,later,2,527,131,396,0,0.24857685009487665,0.2135859769978669,0.287206593803846,0.2523719165085389,-0.20501732214935312,-108.04412877270909,-1.0974910714285695,-34.39076922959889,-14.390769229598876,0.7455376317574468,2.4164392494368965,-1.0722163395175317,19.689782608695932,-1.3872087912087772,168.63230548289036,11.55740037950664,6.0,159.894381692827,499,371,2,17,3,310,335,15,510,354,379,3,346,193,215,2,267,118,136,3,163,29,34,0,104,4,4,0,49,0,0,0,9,0,0,0,35,0.06641366223908918,17,0.03225806451612903,3,0.0056925996204933585,516,5,-31.093799998657182,0.90625,-65.08667121614273,8.761233912288896,0.03125,-27.046388107851953,4.047411890805227,-0.18587341334786978,0.013321330350974398,0.25387596899224807,0.29651162790697677
15,v9_both,later,3,742,178,564,0,0.2398921832884097,0.2105568350381426,0.27190690386560523,0.25067385444743934,-0.19472832572816148,-144.48841769029582,-1.0892407080846458,-41.67924566718183,-21.679245667181817,0.7552064103624279,2.5042556347301286,-1.0465353203408843,24.859655172413778,-1.4978173076922772,246.18223913878043,12.827156334231805,6.75,185.2017550836445,664,495,8,20,2,398,466,23,721,474,543,7,458,217,280,3,349,122,171,3,208,27,36,0,129,4,4,0,65,0,0,0,14,0,0,0,56,0.07547169811320754,20,0.026954177897574125,2,0.0026954177897574125,729,5,2.61983365351125,0.46875,-32.57055054091747,52.512811083714595,0.03125,-41.94275801178075,-44.562591665292,-0.19669170802040362,-0.29630324765508753,0.23593964334705075,0.23045267489711935
15,v9_both,later,4,806,213,593,0,0.2642679900744417,0.23499661948625009,0.29577573622282066,0.2729528535980149,-0.24262527874385692,-195.55597466754867,-1.0753648165384804,-52.51290951872941,-32.51290951872941,0.6769438883764972,1.9238277987785528,-1.0207947652738287,14.213583333333082,-1.4670068027210863,272.003762706703,14.483870967741936,8.0,200.2842150580365,701,513,8,9,2,420,500,9,788,495,575,1,503,225,290,0,368,113,155,1,220,17,25,0,137,4,5,0,53,0,0,0,9,0,0,0,40,0.04962779156327544,9,0.011166253101736972,2,0.0024813895781637717,796,5,-29.98839721048667,0.875,-54.601522830695885,10.488337613445436,0.03125,-53.075235047525105,-23.086837837038434,-0.24504677304469646,-0.12848915965777963,0.26256281407035176,0.27889447236180903
15,v9_both,later,5,747,203,544,0,0.2717536813922356,0.24107996739245643,0.30476290533853606,0.2784471218206158,-0.1831676898445337,-136.82626431386666,-1.045898412698412,-53.25581299264497,-33.25581299264497,0.7344761653704572,1.8644366329808697,-0.9472553323694544,15.762078431372576,-1.7192578512396628,293.9288175052379,18.028112449799195,11.0,249.28970763449803,582,411,9,11,2,341,471,13,730,394,527,2,454,153,251,0,321,68,120,0,198,19,23,0,114,3,3,0,41,1,1,0,8,0,0,0,35,0.04685408299866131,11,0.014725568942436412,2,0.002677376171352075,742,5,-39.67180197996951,0.90625,-94.79702226610212,14.17833592956471,0.03125,-54.6513542370009,-14.979552257031386,-0.18810659505789323,-0.08404658994029894,0.26819407008086255,0.27897574123989216
60,joint,all,1,33,11,22,0,0.3333333333333333,0.1975022759413631,0.5039210570639272,0.3333333333333333,0.01092744251933016,0.36060560313789525,-1.0204329140461217,-62.78812908964345,-42.78812908964339,1.0166887743286932,1.9971163710489535,-0.9821670217454816,4.015207547169751,-1.1783225806451627,6.201821329872531,45.666666666666664,37.0,240.72655651602898,30,19,0,0,0,18,21,2,33,19,22,0,30,16,19,0,22,8,11,0,15,4,4,0,9,0,0,0,7,0,0,0,1,0,0,0,3,0.09090909090909091,0,0.0,0,0.0,33,8,-28.75145611085503,0.69140625,-129.3507494656643,72.2633492892694,0.00390625,-62.78812908964345,-34.03667297878843,0.01092744251933016,0.112117440163289,0.3333333333333333,0.36363636363636365
60,joint,all,2,90,33,57,0,0.36666666666666664,0.2744725471318348,0.4697769531838133,0.36666666666666664,0.49195416442864626,44.275874798578165,-1.0481694243971131,96.48023288472181,116.48023288472181,1.7539967636858829,3.1211347334682342,-1.030203007120589,25.983122302158147,-1.2063999999999977,17.33638416649903,40.9,24.0,274.465169353557,89,56,0,5,2,47,48,3,87,53,54,1,61,27,28,1,47,13,14,1,39,6,6,1,27,0,0,1,15,0,0,0,4,0,0,0,7,0.07777777777777778,5,0.05555555555555555,2,0.022222222222222223,90,9,-217.50948627597725,0.994140625,-376.45275088798485,-85.08006084994406,0.001953125,96.48023288472181,313.98971916069905,0.49195416442864626,1.3591090362059715,0.36666666666666664,0.43333333333333335
60,joint,all,3,146,54,92,0,0.3698630136986301,0.2958290298717652,0.4505695951569494,0.3835616438356164,0.28706002350121584,41.910763431177514,-1.0321510374756513,47.857172351995764,67.85717235199574,1.4652626424952269,2.44426959954446,-0.9791282059154709,16.516455782312935,-1.1696000000000004,22.887998868581803,53.62328767123287,43.0,320.0422128585085,137,85,2,6,2,79,86,6,145,84,91,0,107,46,53,1,93,32,39,0,66,11,13,0,48,1,1,0,21,0,0,0,7,0,0,0,11,0.07534246575342465,6,0.0410958904109589,2,0.0136986301369863,146,10,-113.94296538723985,0.9970703125,-197.19888622316424,-51.548392732032454,0.0009765625,47.857172351995764,161.80013773923557,0.28706002350121584,0.7143638224408156,0.3698630136986301,0.4452054794520548
