timeframe_min,arm,policy,period,candidates,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r,net_ge3r,net_ge3r_rate,net_ge5r,net_ge5r_rate,net_ge10r,net_ge10r_rate,all_matched,all_weeks,all_mean_excess_bp,all_p_one_sided,all_ci_low_bp,all_ci_high_bp,all_minimum_p_resolution,all_target_mean_net_bp,all_random_mean_net_bp,all_target_mean_net_r,all_random_mean_net_r,all_target_win_rate,all_random_win_rate,high20_matched,high20_weeks,high20_mean_excess_bp,high20_p_one_sided,high20_ci_low_bp,high20_ci_high_bp,high20_minimum_p_resolution,high20_target_mean_net_bp,high20_random_mean_net_bp,high20_target_mean_net_r,high20_random_mean_net_r,high20_target_win_rate,high20_random_win_rate
15,v9_both,high20,earlier,840,836,258,578,0,0.30861244019138756,0.27823516441616797,0.34074054032427986,0.32057416267942584,-0.0009799290527125113,-0.8192206880676594,-1.03864209563029,-19.104962949085834,0.8950370509141753,0.998560498435021,2.2026396150077625,-0.9846024937025439,29.207911111111184,-1.608875000000039,184.2446024756262,18.060406698564595,11.125,189.8484908059075,680,449,11,20,5,366,488,16,813,428,555,4,547,194,289,0,403,97,146,1,275,28,36,0,169,5,5,0,67,2,2,0,14,1,1,0,51,0.061004784688995214,20,0.023923444976076555,5,0.005980861244019139,830,5,-17.590594084205286,1.0,-31.6154432907052,-6.706836336157799,0.03125,-20.567770161490902,-2.977176077285606,-0.011596284666223793,0.09701724120021302,0.3072289156626506,0.26385542168674697,830.0,5.0,-20.177489374188337,0.96875,-32.349148322655275,-3.2702617668772516,0.03125,-17.199470443835025,2.9780189303533118,0.0024756460370592647,0.057696640659389675,0.3096385542168675,0.3204819277108434
15,v9_both,high20,later,896,881,237,644,0,0.2690124858115778,0.2407796845462606,0.29925090973153284,0.2758229284903519,-0.19444423808851766,-171.30537375598405,-1.046877952755905,-55.42684087176433,-35.426840871764306,0.7194886356069023,1.8539418955109022,-0.9482757810435837,15.762078431372576,-1.7192578512396628,336.97361773297075,17.90550510783201,11.0,251.107828655835,695,496,10,13,2,414,559,16,859,474,622,6,540,194,303,0,380,88,146,0,234,26,30,0,135,6,6,0,47,1,1,0,10,0,0,0,40,0.04540295119182747,13,0.014755959137343927,2,0.0022701475595913734,876,5,-41.194252759459125,0.875,-94.45446711487116,16.40962071085236,0.03125,-56.621300623713736,-15.427047864254607,-0.19869201252862345,-0.05956854117690041,0.2659817351598174,0.2853881278538813,877.0,5.0,-51.58590802737841,0.9375,-107.97031990131076,-1.1412311560842858,0.03125,-54.14779530097812,-2.5618872735997087,-0.19086103241531002,0.015549366534517337,0.2702394526795895,0.31014823261117447
60,joint,baseline,all,689,656,249,407,0,0.3795731707317073,0.34324039421092734,0.4173081468463816,0.38414634146341464,0.589337724708446,386.6055474087406,-1.028348076923077,133.2737228416074,153.27372284160742,1.9517312528052675,3.1840099774270874,-0.9980661842029591,49.90969230769294,-1.3708453608247366,66.0501353895736,52.84146341463415,43.0,342.1130961705955,606,367,3,39,11,329,367,21,650,361,401,1,483,201,234,3,385,112,136,4,278,33,37,1,208,2,2,1,123,0,0,0,39,0,0,0,75,0.11432926829268293,39,0.05945121951219512,11,0.01676829268292683,651,10,-51.90035947345087,0.7734375,-174.41858833441887,80.32132427292713,0.0009765625,137.6757974950999,189.57615696855078,0.5990816733776091,0.8847130249710651,0.38095238095238093,0.4116743471582181,,,,,,,,,,,,,
60,joint,baseline,earlier,403,402,170,232,0,0.4228855721393035,0.3755467936843183,0.47168419111722626,0.42786069651741293,0.9029149427900756,362.9718070016104,-1.0181237989544956,245.3472935612255,265.3472935612255,2.549487595329431,3.513085920617328,-1.0097103426867904,49.90969230769294,-1.3708453608247366,63.431126686835945,52.51243781094527,45.5,320.22104047107746,372,207,2,31,7,179,202,11,398,203,228,0,304,113,134,1,246,61,76,4,185,16,19,1,153,2,2,1,94,0,0,0,32,0,0,0,60,0.14925373134328357,31,0.07711442786069651,7,0.017412935323383085,398,5,17.799816650798004,0.5,-156.9657788641648,170.5993067522341,0.03125,240.76168178922873,222.96186513843074,0.8975736726454255,1.0673573675824388,0.4221105527638191,0.41708542713567837,,,,,,,,,,,,,
60,joint,baseline,later,286,253,78,175,0,0.308300395256917,0.2546191616079956,0.36771595351518116,0.31225296442687744,0.0244398385750718,6.183279159493166,-1.034280821917808,-53.79042933032484,-33.790429330324834,1.035957630940311,2.28388995675336,-0.9826293569558223,25.983122302158147,-1.3422914572864248,66.0501353895736,53.1501976284585,35.0,383.615889122634,233,160,1,7,3,150,165,10,251,158,173,1,178,88,100,2,138,51,60,0,92,17,18,0,54,0,0,0,28,0,0,0,6,0,0,0,14,0.05533596837944664,7,0.02766798418972332,3,0.011857707509881422,248,5,-174.90917615673536,1.0,-213.48818075497638,-157.72502629908243,0.03125,-46.00643804579277,128.90273811094258,0.038628633546677976,0.49225847171493986,0.31048387096774194,0.39919354838709675,,,,,,,,,,,,,
60,joint,high20,all,185,178,74,104,0,0.4157303370786517,0.3458552734127156,0.4891658478180393,0.4157303370786517,1.0191591468796009,181.41032814456895,-1.0244978829336793,281.3846256282903,301.3846256282903,2.7103080248676314,3.884853148745095,-1.0198923544477696,28.19157894736854,-1.3708453608247366,25.106135744683883,52.41573033707865,44.0,388.964069883569,166,95,0,17,5,86,94,2,177,94,103,0,126,46,52,0,98,22,24,2,74,3,3,0,63,0,0,0,45,0,0,0,15,0,0,0,30,0.16853932584269662,17,0.09550561797752809,5,0.028089887640449437,178,9,23.844454324588032,0.484375,-216.16792288208336,279.3676197881675,0.001953125,281.3846256282903,257.54017130370227,1.0191591468796009,1.2104073190564102,0.4157303370786517,0.4101123595505618,176.0,9.0,86.52614776324008,0.330078125,-189.0191742999238,351.0260520134239,0.001953125,290.17291358932147,203.64676582608146,1.042629348980424,0.9921269342544903,0.42045454545454547,0.42045454545454547
60,joint,high20,earlier,130,129,62,67,0,0.4806201550387597,0.39621670915436646,0.5661444389231485,0.4806201550387597,1.4231367101026606,183.5846356032432,-0.7461428571428562,444.5986648246204,464.5986648246204,3.665570465663735,4.071890092966447,-1.0279485098608423,28.19157894736854,-1.3708453608247366,16.13768178316547,53.8062015503876,49.0,354.368270410249,122,61,0,16,4,53,58,2,128,60,66,0,95,28,33,0,78,14,16,2,64,3,3,0,54,0,0,0,38,0,0,0,14,0,0,0,27,0.20930232558139536,16,0.12403100775193798,4,0.031007751937984496,128,5,107.32750377917175,0.4375,-148.19060583875728,370.39340975583525,0.03125,423.69996605744234,316.3724622782706,1.3741538058565235,1.3575060106136203,0.4765625,0.40625,125.0,5.0,175.03719167701735,0.1875,-99.38947978716048,448.9997612725662,0.03125,421.41332117503833,246.37612949802104,1.3790662641379063,1.133773100825438,0.472,0.456
60,joint,high20,later,55,48,11,37,0,0.22916666666666666,0.13307826208858892,0.3653926420668379,0.22916666666666666,-0.40884934804815226,-19.624768706311308,-1.0352304262947456,-201.53527486654914,-181.53527486654912,0.47239933526658784,1.5974078177800257,-1.0053041811322054,3.4383982683982786,-1.0736170212765943,25.106135744683886,47.541666666666664,31.0,478.53491178746407,43,34,0,0,0,33,36,0,48,34,37,0,30,18,19,0,19,8,8,0,9,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,2,0.041666666666666664,0,0.0,0,0.0,48,4,-264.1302573350262,0.9375,-324.9933172936932,-91.58409420096083,0.0625,-201.53527486654914,62.59498246847712,-0.40884934804815226,0.2902911824472075,0.22916666666666666,0.4166666666666667,47.0,4.0,-275.351039289696,0.9375,-345.88911966094264,-78.7432638360035,0.0625,-198.25174195356476,77.09929733613123,-0.3950046876428623,0.22534197279059348,0.23404255319148937,0.3404255319148936
60,v9_both,baseline,all,1615,1564,529,1035,0,0.3382352941176471,0.3152098319594157,0.3620534543673492,0.34271099744245526,0.2156421419798618,337.26431005650386,-1.034336099184444,31.182405106783932,51.18240510678393,1.329500547749539,2.5724508954932075,-0.988948998704737,49.90969230769294,-1.3818651685393262,188.01180058669735,59.08312020460358,44.0,333.69793924077896,1398,901,8,54,13,815,947,38,1550,887,1021,6,1091,455,562,5,853,247,327,5,567,56,62,1,383,4,4,1,186,0,0,0,48,0,0,0,134,0.08567774936061381,54,0.034526854219948847,13,0.008312020460358057,1551,10,-57.06457841883848,0.91796875,-117.86041215598658,13.878999866769322,0.0009765625,32.17568187898994,89.24026029782843,0.21719399827975394,0.4992934660901801,0.33849129593810445,0.37459703417150225,,,,,,,,,,,,,
60,v9_both,baseline,earlier,972,963,381,582,0,0.3956386292834891,0.3652279685415138,0.42687858817092666,0.40083073727933544,0.4751777519191239,457.59617509811636,-1.0262547770700634,125.61614469302732,145.6161446930273,1.7852815588178794,2.7304783045135275,-1.0012303417895836,49.90969230769294,-1.3708453608247366,151.8969086628611,61.12149532710281,46.0,299.394483067952,866,508,5,44,9,451,523,21,953,498,572,5,699,259,318,2,557,136,179,5,400,31,36,1,286,4,4,1,143,0,0,0,36,0,0,0,109,0.11318795430944964,44,0.04569055036344756,9,0.009345794392523364,959,5,-9.611665345194945,0.59375,-83.17395128157185,85.59737299630508,0.03125,126.32599261871862,135.9376579639136,0.477107429939873,0.7356262932920654,0.3962460896767466,0.4191866527632951,,,,,,,,,,,,,
60,v9_both,baseline,later,643,592,144,448,0,0.24324324324324326,0.2104094661928653,0.27938770137790775,0.24662162162162163,-0.23585902041751045,-139.6285400871662,-1.0386823914527852,-128.84974996353495,-108.84974996353495,0.6814682751570795,2.074458038302878,-0.9784609321490639,25.983122302158147,-1.3818651685393262,189.03635971263154,54.6097972972973,36.0,384.73589500053646,527,392,3,9,3,363,419,17,588,388,444,1,384,195,240,3,290,111,146,0,163,25,26,0,93,0,0,0,40,0,0,0,11,0,0,0,24,0.04054054054054054,9,0.015202702702702704,3,0.005067567567567568,579,5,-135.72528797316792,1.0,-172.94788919299,-79.70413594446443,0.03125,-129.78212602954983,5.943161943618092,-0.24183930710150545,0.03926731997523073,0.24179620034542315,0.2970639032815199,,,,,,,,,,,,,
60,v9_both,high20,all,485,468,175,293,0,0.37393162393162394,0.3312886206273417,0.4186273781071273,0.38247863247863245,0.39742155973043874,185.99328995384533,-0.9322029869891884,97.3920007156363,117.3920007156363,1.6688569375964748,2.651826463401195,-0.9490660107213785,28.19157894736854,-1.3708453608247366,64.38930455982106,67.19658119658119,50.0,388.03351211011403,394,234,5,20,5,215,273,5,464,230,289,1,330,111,155,1,254,53,81,3,171,6,7,0,117,0,0,0,62,0,0,0,16,0,0,0,45,0.09615384615384616,20,0.042735042735042736,5,0.010683760683760684,464,9,-1.2803169082162453,0.501953125,-160.64257794656308,146.3235673225971,0.001953125,98.6187291693031,99.89904607751932,0.40119476212667016,0.5413565203905111,0.375,0.3620689655172414,460.0,9.0,-41.491769503926,0.716796875,-178.184780669754,99.83781574874709,0.001953125,104.38588971215717,145.87765921608315,0.4172443891382237,0.5741762457170044,0.3782608695652174,0.41739130434782606
60,v9_both,high20,earlier,318,313,144,169,0,0.46006389776357826,0.4056668092211078,0.5154293753240902,0.4696485623003195,0.7305486021957042,228.66171248725541,-0.4323095238095267,245.28287108930238,265.2828710893024,2.397396570660293,2.724276387665482,-0.9682490374945208,28.19157894736854,-1.3708453608247366,46.46661110675883,67.1405750798722,55.0,347.734457323497,269,138,3,18,4,124,154,2,310,135,166,1,232,64,88,0,185,28,43,3,139,3,4,0,97,0,0,0,51,0,0,0,14,0,0,0,40,0.12779552715654952,18,0.05750798722044728,4,0.012779552715654952,313,5,85.17671079653125,0.28125,-132.00086360290075,274.13525946934016,0.03125,245.28287108930238,160.1061602927711,0.7305486021957042,0.7579414997545354,0.46006389776357826,0.402555910543131,309.0,5.0,42.4676567570252,0.375,-96.53519726352228,205.4347137337474,0.03125,248.3478239673186,205.88016721029342,0.736255703107849,0.7393398351872507,0.459546925566343,0.4401294498381877
60,v9_both,high20,later,167,150,30,120,0,0.2,0.143840815441767,0.27114133140953167,0.20666666666666667,-0.39121137182757165,-58.68170577413575,-1.0337040423813502,-214.24799119336214,-194.24799119336214,0.47809608247392515,1.7918683689576596,-0.9369813070238796,9.623650000000035,-1.1942322264319238,64.22007258489937,65.8,41.5,483.07643146413005,123,95,2,1,0,90,115,3,149,94,119,0,94,46,64,1,67,25,37,0,31,3,3,0,19,0,0,0,10,0,0,0,1,0,0,0,4,0.02666666666666667,1,0.006666666666666667,0,0.0,146,4,-174.30464271844914,1.0,-395.3914887470263,-98.52185731644168,0.0625,-218.8874293107225,-44.582786592273344,-0.4008262061726447,-0.2003849101432542,0.19863013698630136,0.273972602739726,144.0,4.0,-225.03725541612073,1.0,-293.68123720528155,-141.608416010833,0.0625,-212.80818743498432,12.229067981136419,-0.3808526202771952,0.07366861957335454,0.2013888888888889,0.375
