方向,入场北京时间,入场纽约时间,ICT时段,入场价,初始止损,退出根北京时间,退出价,是否开盘退出,退出原因,毛R,净R,是否边界未平
空,2024-07-19 16:45:00+08:00,2024-07-19 04:45:00-04:00,london,3396.79,3427.81,2024-07-19 21:30:00+08:00,3427.81,False,initial_stop,-1.0,-1.2190064474532636,False
多,2024-07-21 22:45:00+08:00,2024-07-21 10:45:00-04:00,new_york,3515.62,3479.37,2024-07-22 01:45:00+08:00,3479.37,False,initial_stop,-1.0,-1.193965241379305,False
空,2024-07-22 15:15:00+08:00,2024-07-22 03:15:00-04:00,london,3472.99,3504.6800000000003,2024-07-22 20:15:00+08:00,3504.6800000000003,False,initial_stop,-1.0,-1.2191852319343577,False
多,2024-07-28 19:45:00+08:00,2024-07-28 07:45:00-04:00,lunch,3264.73,3245.39,2024-07-29 21:45:00+08:00,3351.53,False,trailing_stop,4.4881075491209685,4.150493278179919,False
空,2024-08-11 21:30:00+08:00,2024-08-11 09:30:00-04:00,new_york,2626.58,2656.6,2024-08-12 16:15:00+08:00,2597.31,False,trailing_stop,0.975016655562958,0.8000279813457675,False
多,2024-08-18 20:45:00+08:00,2024-08-18 08:45:00-04:00,new_york,2670.58,2640.17,2024-08-19 05:45:00+08:00,2640.17,False,initial_stop,-1.0,-1.175638276882602,False
多,2024-09-13 19:30:00+08:00,2024-09-13 07:30:00-04:00,lunch,2366.8,2352.26,2024-09-13 19:45:00+08:00,2352.26,False,initial_stop,-1.0,-1.325557083906461,False
空,2024-09-22 22:45:00+08:00,2024-09-22 10:45:00-04:00,new_york,2561.6,2583.15,2024-09-23 01:00:00+08:00,2583.15,False,initial_stop,-1.0,-1.2377354988399158,False
空,2024-09-29 14:30:00+08:00,2024-09-29 02:30:00-04:00,london,2661.61,2676.11,2024-10-01 09:00:00+08:00,2628.9,False,trailing_stop,2.2558620689655196,1.8887434482758616,False
多,2024-10-06 14:30:00+08:00,2024-10-06 02:30:00-04:00,london,2420.01,2410.41,2024-10-07 05:45:00+08:00,2427.4700000000003,False,trailing_stop,0.7770833333333077,0.2729145833333153,False
空,2024-10-13 22:45:00+08:00,2024-10-13 10:45:00-04:00,new_york,2450.67,2469.39,2024-10-14 05:30:00+08:00,2469.39,False,initial_stop,-1.0,-1.2618237179487344,False
多,2024-10-18 16:00:00+08:00,2024-10-18 04:00:00-04:00,london,2644.72,2623.32,2024-10-18 17:30:00+08:00,2623.32,False,initial_stop,-1.0,-1.2471700934579548,False
多,2024-10-20 18:15:00+08:00,2024-10-20 06:15:00-04:00,lunch,2650.4,2642.76,2024-10-20 21:15:00+08:00,2642.76,False,initial_stop,-1.0,-1.6938219895288251,False
多,2024-10-28 16:15:00+08:00,2024-10-28 04:15:00-04:00,london,2518.74,2489.03,2024-10-29 01:00:00+08:00,2489.03,False,initial_stop,-1.0,-1.1695550319757673,False
空,2024-11-14 20:45:00+08:00,2024-11-14 07:45:00-05:00,lunch,3185.08,3223.24,2024-11-15 17:15:00+08:00,3106.31,False,trailing_stop,2.0642033542976765,1.89727044025156,False
多,2024-11-16 19:30:00+08:00,2024-11-16 06:30:00-05:00,lunch,3153.79,3110.96,2024-11-17 09:30:00+08:00,3110.96,False,initial_stop,-1.0,-1.1472701377539103,False
空,2024-11-17 22:30:00+08:00,2024-11-17 09:30:00-05:00,new_york,3081.59,3123.4300000000003,2024-11-18 08:30:00+08:00,3123.4300000000003,False,initial_stop,-1.0,-1.1473035372848963,False
空,2024-11-18 19:30:00+08:00,2024-11-18 06:30:00-05:00,lunch,3087.14,3128.49,2024-11-18 23:30:00+08:00,3128.49,False,initial_stop,-1.0,-1.1493175332527228,False
空,2024-11-19 22:00:00+08:00,2024-11-19 09:00:00-05:00,new_york,3082.46,3144.9300000000003,2024-11-20 02:45:00+08:00,3144.9300000000003,False,initial_stop,-1.0,-1.0986860893228787,False
多,2024-11-29 23:00:00+08:00,2024-11-29 10:00:00-05:00,new_york,3634.59,3589.8,2024-11-30 00:15:00+08:00,3589.8,False,initial_stop,-1.0,-1.1622947086403257,False
空,2024-12-02 16:30:00+08:00,2024-12-02 03:30:00-05:00,london,3618.49,3680.06,2024-12-02 23:15:00+08:00,3680.06,False,initial_stop,-1.0,-1.117540685398727,False
空,2024-12-09 15:30:00+08:00,2024-12-09 02:30:00-05:00,london,3896.77,3935.77,2024-12-09 22:45:00+08:00,3935.77,False,initial_stop,-1.0,-1.1998343589743607,False
空,2024-12-14 20:00:00+08:00,2024-12-14 07:00:00-05:00,lunch,3894.6,3915.13,2024-12-15 09:45:00+08:00,3892.66,False,trailing_stop,0.0944958597174883,-0.284909887968815,False
多,2024-12-28 22:15:00+08:00,2024-12-28 09:15:00-05:00,new_york,3381.88,3349.2000000000003,2024-12-30 00:15:00+08:00,3349.2000000000003,False,initial_stop,-1.0,-1.206969400244795,False
空,2024-12-30 21:45:00+08:00,2024-12-30 08:45:00-05:00,new_york,3354.45,3429.76,2024-12-31 02:30:00+08:00,3397.28,True,opposite_v6_next_open,-0.5687159739742419,-0.6577997609879208,False
空,2025-01-12 16:45:00+08:00,2025-01-12 03:45:00-05:00,london,3252.79,3275.11,2025-01-12 22:00:00+08:00,3275.11,False,initial_stop,-1.0,-1.2914686379928315,False
空,2025-01-13 15:00:00+08:00,2025-01-13 02:00:00-05:00,london,3191.57,3237.39,2025-01-14 04:45:00+08:00,3100.69,False,trailing_stop,1.983413356612848,1.844104321257104,False
空,2025-01-22 22:15:00+08:00,2025-01-22 09:15:00-05:00,new_york,3283.79,3321.87,2025-01-23 22:30:00+08:00,3247.87,False,trailing_stop,0.9432773109243736,0.7708093487395011,False
多,2025-02-10 22:00:00+08:00,2025-02-10 09:00:00-05:00,new_york,2677.7,2628.18,2025-02-11 22:00:00+08:00,2628.18,False,initial_stop,-1.0,-1.1081462035541176,False
多,2025-03-02 18:00:00+08:00,2025-03-02 05:00:00-05:00,lunch,2242.24,2209.63,2025-03-02 21:15:00+08:00,2209.63,False,initial_stop,-1.0,-1.1375185525912326,False
多,2025-03-08 21:00:00+08:00,2025-03-08 08:00:00-05:00,new_york,2168.54,2126.11,2025-03-09 18:30:00+08:00,2149.22,True,opposite_v6_next_open,-0.4553382041008776,-0.5575555031817161,False
空,2025-03-13 14:15:00+08:00,2025-03-13 02:15:00-04:00,london,1860.97,1884.45,2025-03-13 17:00:00+08:00,1884.45,False,initial_stop,-1.0,-1.1585153321976145,False
多,2025-03-22 17:45:00+08:00,2025-03-22 05:45:00-04:00,lunch,2002.7,1980.53,2025-03-23 07:00:00+08:00,1980.53,False,initial_stop,-1.0,-1.1806675687866464,False
空,2025-04-06 15:45:00+08:00,2025-04-06 03:45:00-04:00,london,1800.0,1810.93,2025-04-07 21:45:00+08:00,1534.12,False,trailing_stop,24.325709057639372,23.996340347666816,False
空,2025-04-17 22:30:00+08:00,2025-04-17 10:30:00-04:00,new_york,1576.67,1599.29,2025-04-18 00:15:00+08:00,1599.29,False,initial_stop,-1.0,-1.139404951370462,False
空,2025-05-03 14:30:00+08:00,2025-05-03 02:30:00-04:00,london,1824.94,1838.06,2025-05-03 23:00:00+08:00,1838.06,False,initial_stop,-1.0,-1.2781920731707457,False
空,2025-05-04 17:00:00+08:00,2025-05-04 05:00:00-04:00,lunch,1830.25,1841.94,2025-05-05 04:15:00+08:00,1841.94,False,initial_stop,-1.0,-1.3131308810949394,False
多,2025-05-26 15:00:00+08:00,2025-05-26 03:00:00-04:00,london,2581.42,2561.71,2025-05-26 17:30:00+08:00,2561.71,False,initial_stop,-1.0,-1.261940131912733,False
空,2025-06-05 18:45:00+08:00,2025-06-05 06:45:00-04:00,lunch,2590.63,2614.87,2025-06-05 20:00:00+08:00,2614.87,False,initial_stop,-1.0,-1.213748349834975,False
多,2025-06-05 20:45:00+08:00,2025-06-05 08:45:00-04:00,new_york,2627.59,2600.83,2025-06-05 21:45:00+08:00,2600.83,False,initial_stop,-1.0,-1.1963819133034332,False
多,2025-06-15 21:30:00+08:00,2025-06-15 09:30:00-04:00,new_york,2532.1,2514.46,2025-06-16 04:15:00+08:00,2514.46,False,initial_stop,-1.0,-1.2870861678004573,False
多,2025-06-20 15:45:00+08:00,2025-06-20 03:45:00-04:00,london,2538.89,2515.56,2025-06-20 22:15:00+08:00,2515.56,False,initial_stop,-1.0,-1.2176502357479695,False
空,2025-06-26 22:15:00+08:00,2025-06-26 10:15:00-04:00,new_york,2427.96,2453.18,2025-06-26 22:45:00+08:00,2453.18,False,initial_stop,-1.0,-1.1925424266455196,False
多,2025-06-29 17:45:00+08:00,2025-06-29 05:45:00-04:00,lunch,2452.23,2436.53,2025-06-29 22:30:00+08:00,2436.53,False,initial_stop,-1.0,-1.3123859872611523,False
多,2025-07-06 15:15:00+08:00,2025-07-06 03:15:00-04:00,london,2522.44,2507.16,2025-07-06 17:45:00+08:00,2507.16,False,initial_stop,-1.0,-1.330162303664918,False
空,2025-07-22 16:15:00+08:00,2025-07-22 04:15:00-04:00,london,3641.35,3719.96,2025-07-22 19:45:00+08:00,3719.96,False,initial_stop,-1.0,-1.0926434295891096,False
多,2025-07-29 16:00:00+08:00,2025-07-29 04:00:00-04:00,london,3876.25,3810.25,2025-07-29 22:00:00+08:00,3810.25,False,initial_stop,-1.0,-1.1174621212121187,False
空,2025-07-30 18:00:00+08:00,2025-07-30 06:00:00-04:00,lunch,3784.63,3827.72,2025-07-30 22:45:00+08:00,3827.72,False,initial_stop,-1.0,-1.175661638431189,False
多,2025-08-07 14:15:00+08:00,2025-08-07 02:15:00-04:00,london,3699.97,3654.93,2025-08-08 00:45:00+08:00,3782.16,False,trailing_stop,1.824822380106593,1.6605253108348357,False
空,2025-08-11 20:00:00+08:00,2025-08-11 08:00:00-04:00,new_york,4184.75,4253.11,2025-08-11 21:30:00+08:00,4253.11,False,initial_stop,-1.0,-1.1224327091866655,False
多,2025-08-11 22:15:00+08:00,2025-08-11 10:15:00-04:00,new_york,4273.27,4164.55,2025-08-13 23:00:00+08:00,4633.56,False,trailing_stop,3.313925680647527,3.235315121412799,False
空,2025-08-25 14:30:00+08:00,2025-08-25 02:30:00-04:00,london,4677.17,4737.39,2025-08-25 22:00:00+08:00,4669.8,False,trailing_stop,0.122384589837261,-0.0329515111258718,False
多,2025-09-03 21:45:00+08:00,2025-09-03 09:45:00-04:00,new_york,4418.69,4335.93,2025-09-04 22:00:00+08:00,4335.93,False,initial_stop,-1.0,-1.1067832286128578,False
多,2025-09-08 18:15:00+08:00,2025-09-08 06:15:00-04:00,lunch,4322.49,4293.11,2025-09-09 03:30:00+08:00,4293.11,False,initial_stop,-1.0,-1.294247106875418,False
空,2025-10-16 22:30:00+08:00,2025-10-16 10:30:00-04:00,new_york,3993.8,4073.26,2025-10-17 19:15:00+08:00,3806.12,False,trailing_stop,2.3619431160332267,2.2614195821797134,False
多,2025-10-19 22:00:00+08:00,2025-10-19 10:00:00-04:00,new_york,3970.51,3906.31,2025-10-20 08:30:00+08:00,3906.31,False,initial_stop,-1.0,-1.123691900311527,False
多,2025-11-01 17:00:00+08:00,2025-11-01 05:00:00-04:00,lunch,3879.69,3854.7,2025-11-02 18:00:00+08:00,3854.7,False,initial_stop,-1.0,-1.310499399759904,False
空,2025-11-02 18:30:00+08:00,2025-11-02 05:30:00-05:00,lunch,3857.0,3904.79,2025-11-03 07:30:00+08:00,3872.2,True,opposite_v6_next_open,-0.3180581711655122,-0.4794726930320186,False
空,2025-11-11 22:15:00+08:00,2025-11-11 09:15:00-05:00,new_york,3530.39,3576.09,2025-11-12 16:30:00+08:00,3476.9300000000003,False,trailing_stop,1.1698030634573142,1.015300218818368,False
空,2025-11-16 19:45:00+08:00,2025-11-16 06:45:00-05:00,lunch,3163.16,3241.07,2025-11-18 22:30:00+08:00,3086.2000000000003,False,trailing_stop,0.9878064433320404,0.9066060839430026,False
多,2025-11-24 23:15:00+08:00,2025-11-24 10:15:00-05:00,new_york,2831.76,2778.84,2025-11-25 15:45:00+08:00,2901.26,False,trailing_stop,1.3133030990173828,1.2062826908541138,False
多,2025-11-28 22:00:00+08:00,2025-11-28 09:00:00-05:00,new_york,3072.36,3020.67,2025-11-29 00:30:00+08:00,3020.67,False,initial_stop,-1.0,-1.1188763784097504,False
空,2025-12-07 17:45:00+08:00,2025-12-07 04:45:00-05:00,london,3027.1,3043.48,2025-12-07 20:45:00+08:00,3043.48,False,initial_stop,-1.0,-1.3696092796092736,False
空,2025-12-14 19:30:00+08:00,2025-12-14 06:30:00-05:00,lunch,3092.03,3112.96,2025-12-15 09:30:00+08:00,3112.96,False,initial_stop,-1.0,-1.29546392737696,False
空,2025-12-21 21:30:00+08:00,2025-12-21 08:30:00-05:00,new_york,2966.45,3006.1,2025-12-22 07:00:00+08:00,3006.1,False,initial_stop,-1.0,-1.14963177805801,False
多,2026-01-11 17:00:00+08:00,2026-01-11 04:00:00-05:00,london,3101.91,3090.78,2026-01-12 04:15:00+08:00,3102.04,False,trailing_stop,0.0116801437556256,-0.545716082659506,False
空,2026-01-25 16:45:00+08:00,2026-01-25 03:45:00-05:00,london,2930.32,2944.78,2026-01-25 18:15:00+08:00,2944.78,False,initial_stop,-1.0,-1.405300138312576,False
空,2026-02-03 23:15:00+08:00,2026-02-03 10:15:00-05:00,new_york,2257.51,2319.71,2026-02-04 04:15:00+08:00,2229.08,False,trailing_stop,0.4570739549839288,0.3844852090032198,False
空,2026-02-04 21:00:00+08:00,2026-02-04 08:00:00-05:00,new_york,2243.0,2273.74,2026-02-06 09:30:00+08:00,1929.63,False,trailing_stop,10.19420949902399,10.048275862068882,False
多,2026-02-13 18:15:00+08:00,2026-02-13 05:15:00-05:00,lunch,1958.0,1940.16,2026-02-14 21:00:00+08:00,2065.91,False,trailing_stop,6.048766816143518,5.8292600896861275,False
空,2026-02-17 23:15:00+08:00,2026-02-17 10:15:00-05:00,new_york,1951.57,2004.56,2026-02-18 00:30:00+08:00,2004.56,False,initial_stop,-1.0,-1.0736580486884308,False
多,2026-02-18 16:00:00+08:00,2026-02-18 03:00:00-05:00,london,2017.0,1993.72,2026-02-18 19:00:00+08:00,1993.72,False,initial_stop,-1.0,-1.1732817869415777,False
空,2026-02-18 19:30:00+08:00,2026-02-18 06:30:00-05:00,lunch,1982.01,2017.71,2026-02-20 11:45:00+08:00,1953.85,True,opposite_v6_next_open,0.7887955182072842,0.6777585434173703,False
多,2026-02-21 17:45:00+08:00,2026-02-21 04:45:00-05:00,london,1971.88,1961.95,2026-02-22 20:30:00+08:00,1961.95,False,initial_stop,-1.0,-1.3971560926485314,False
空,2026-02-22 21:30:00+08:00,2026-02-22 08:30:00-05:00,new_york,1964.14,1975.7,2026-02-23 06:30:00+08:00,1958.39,False,trailing_stop,0.4974048442906598,0.1575882352941195,False
多,2026-03-02 23:00:00+08:00,2026-03-02 10:00:00-05:00,new_york,1978.54,1917.17,2026-03-04 12:30:00+08:00,1953.11,True,opposite_v6_next_open,-0.4143718429199952,-0.4788509043506604,False
多,2026-03-04 15:00:00+08:00,2026-03-04 02:00:00-05:00,london,1979.21,1956.02,2026-03-05 09:45:00+08:00,2106.59,False,trailing_stop,5.49288486416558,5.322189736955579,False
空,2026-03-06 17:30:00+08:00,2026-03-06 04:30:00-05:00,london,2056.12,2083.4,2026-03-08 17:15:00+08:00,1967.68,False,trailing_stop,3.2419354838709378,3.0911935483870705,False
空,2026-03-08 20:15:00+08:00,2026-03-08 08:15:00-04:00,new_york,1934.54,1975.51,2026-03-09 03:45:00+08:00,1965.24,True,opposite_v6_next_open,-0.7493287771540157,-0.8437656822064947,False
空,2026-03-18 19:30:00+08:00,2026-03-18 07:30:00-04:00,lunch,2294.4,2332.35,2026-03-20 16:00:00+08:00,2163.45,False,trailing_stop,3.4505928853755177,3.329675889328086,False
空,2026-04-16 18:15:00+08:00,2026-04-16 06:15:00-04:00,lunch,2329.55,2348.58,2026-04-16 20:00:00+08:00,2348.58,False,initial_stop,-1.0,-1.244829217025753,False
多,2026-04-17 16:45:00+08:00,2026-04-17 04:45:00-04:00,london,2347.7,2327.64,2026-04-18 16:15:00+08:00,2393.76,False,trailing_stop,2.2961116650050113,2.062043868394843,False
