方向,入场北京时间,入场纽约时间,ICT时段,入场价,初始止损,退出根北京时间,退出价,是否开盘退出,退出原因,毛R,净R,是否边界未平
空,2026-01-22 19:27:00+08:00,2026-01-22 06:27:00-05:00,lunch,2986.04,3006.16,2026-01-22 21:30:00+08:00,3006.16,False,initial_stop,-1.0,-1.2968230616302132,False
多,2026-01-24 17:09:00+08:00,2026-01-24 04:09:00-05:00,london,2961.45,2958.71,2026-01-24 17:39:00+08:00,2958.71,False,initial_stop,-1.0,-3.1616423357665995,False
空,2026-01-24 20:06:00+08:00,2026-01-24 07:06:00-05:00,lunch,2957.59,2961.92,2026-01-24 20:30:00+08:00,2961.92,False,initial_stop,-1.0,-2.3660923787529744,False
空,2026-01-27 16:27:00+08:00,2026-01-27 03:27:00-05:00,london,2925.19,2931.5,2026-01-27 19:33:00+08:00,2914.54,False,trailing_stop,1.687797147385132,0.7606370839936841,False
空,2026-01-30 23:33:00+08:00,2026-01-30 10:33:00-05:00,new_york,2700.28,2737.82,2026-01-30 23:33:00+08:00,2737.82,False,initial_stop,-1.0,-1.1438614810868373,False
空,2026-01-31 15:36:00+08:00,2026-01-31 02:36:00-05:00,london,2680.99,2692.9,2026-02-01 03:09:00+08:00,2419.4,False,trailing_stop,21.96389588580965,21.513687657430147,False
多,2026-02-01 18:09:00+08:00,2026-02-01 05:09:00-05:00,lunch,2429.96,2419.12,2026-02-01 18:33:00+08:00,2419.12,False,initial_stop,-1.0,-1.4483321033210372,False
空,2026-02-04 17:27:00+08:00,2026-02-04 04:27:00-05:00,london,2259.77,2277.4500000000003,2026-02-04 22:36:00+08:00,2219.77,False,trailing_stop,2.26244343891399,2.006813348416257,False
多,2026-02-06 21:12:00+08:00,2026-02-06 08:12:00-05:00,new_york,1933.18,1917.06,2026-02-07 02:06:00+08:00,2035.72,False,trailing_stop,6.3610421836227795,6.121193548387062,False
空,2026-02-12 16:33:00+08:00,2026-02-12 03:33:00-05:00,london,1960.28,1968.01,2026-02-12 17:09:00+08:00,1968.01,False,initial_stop,-1.0,-1.507187580853813,False
多,2026-02-12 17:21:00+08:00,2026-02-12 04:21:00-05:00,london,1969.11,1961.7,2026-02-12 20:51:00+08:00,1979.26,False,trailing_stop,1.369770580296935,0.8382968960863771,False
多,2026-02-17 21:21:00+08:00,2026-02-17 08:21:00-05:00,new_york,1978.55,1963.02,2026-02-17 22:42:00+08:00,1970.9,True,opposite_v6_next_open,-0.492594977462967,-0.7473985833869918,False
空,2026-02-17 22:42:00+08:00,2026-02-17 09:42:00-05:00,new_york,1970.9,1997.98,2026-02-18 00:06:00+08:00,1993.76,True,opposite_v6_next_open,-0.8441654357459365,-0.9897267355982324,False
空,2026-02-19 17:51:00+08:00,2026-02-19 04:51:00-05:00,london,1964.21,1977.2,2026-02-19 22:42:00+08:00,1936.69,False,trailing_stop,2.1185527328714366,1.816133949191682,False
多,2026-02-21 16:18:00+08:00,2026-02-21 03:18:00-05:00,london,1964.0,1961.46,2026-02-21 19:57:00+08:00,1976.1,False,trailing_stop,4.763779527559177,3.2173228346457803,False
多,2026-02-22 19:06:00+08:00,2026-02-22 06:06:00-05:00,lunch,1981.19,1976.1,2026-02-22 20:03:00+08:00,1976.1,False,initial_stop,-1.0,-1.7784636542239642,False
多,2026-02-24 22:45:00+08:00,2026-02-24 09:45:00-05:00,new_york,1826.85,1800.61,2026-02-25 08:15:00+08:00,1846.9,True,opposite_v6_next_open,0.7641006097561108,0.6248589939024581,False
多,2026-02-26 17:15:00+08:00,2026-02-26 04:15:00-05:00,london,2068.76,2051.09,2026-02-26 18:57:00+08:00,2062.59,True,opposite_v6_next_open,-0.3491794001131889,-0.583334465195247,False
空,2026-02-26 18:57:00+08:00,2026-02-26 05:57:00-05:00,lunch,2062.59,2073.3,2026-02-26 21:06:00+08:00,2067.77,True,opposite_v6_next_open,-0.4836601307189373,-0.8688309990662848,False
多,2026-02-26 21:06:00+08:00,2026-02-26 08:06:00-05:00,new_york,2067.77,2060.92,2026-02-26 21:21:00+08:00,2060.92,False,initial_stop,-1.0,-1.6037284671533043,False
空,2026-02-26 22:51:00+08:00,2026-02-26 09:51:00-05:00,new_york,2041.01,2074.82,2026-02-27 16:12:00+08:00,2043.11,True,opposite_v6_next_open,-0.062111801242233,-0.1828459035788246,False
空,2026-03-01 21:24:00+08:00,2026-03-01 08:24:00-05:00,new_york,1972.5,1981.78,2026-03-01 21:51:00+08:00,1981.78,False,initial_stop,-1.0,-1.4251077586206875,False
多,2026-03-05 17:06:00+08:00,2026-03-05 04:06:00-05:00,london,2121.78,2108.75,2026-03-05 19:39:00+08:00,2134.36,False,trailing_stop,0.9654643131235406,0.6397881811204722,False
多,2026-03-06 15:30:00+08:00,2026-03-06 02:30:00-05:00,london,2083.41,2069.24,2026-03-06 17:09:00+08:00,2069.24,False,initial_stop,-1.0,-1.2940592801693875,False
空,2026-03-06 17:21:00+08:00,2026-03-06 04:21:00-05:00,london,2061.62,2077.2200000000003,2026-03-07 03:12:00+08:00,1982.47,False,trailing_stop,5.073717948717822,4.8094076923075715,False
空,2026-03-11 15:36:00+08:00,2026-03-11 03:36:00-04:00,london,2013.64,2021.82,2026-03-11 16:33:00+08:00,2021.82,False,initial_stop,-1.0,-1.4923325183374316,False
空,2026-03-11 19:54:00+08:00,2026-03-11 07:54:00-04:00,lunch,2019.29,2025.66,2026-03-11 20:21:00+08:00,2025.66,False,initial_stop,-1.0,-1.6339999999999637,False
多,2026-03-11 21:18:00+08:00,2026-03-11 09:18:00-04:00,new_york,2036.91,2020.3,2026-03-11 21:51:00+08:00,2050.23,False,trailing_stop,0.8019265502709112,0.5566634557495398,False
多,2026-03-17 21:42:00+08:00,2026-03-17 09:42:00-04:00,new_york,2339.4,2315.44,2026-03-17 23:33:00+08:00,2322.02,True,opposite_v6_next_open,-0.7253756260434091,-0.9206510851419076,False
空,2026-03-18 18:39:00+08:00,2026-03-18 06:39:00-04:00,lunch,2321.04,2331.05,2026-03-19 01:27:00+08:00,2196.7000000000003,False,trailing_stop,12.42157842157812,11.957834165833866,False
多,2026-03-20 15:39:00+08:00,2026-03-20 03:39:00-04:00,london,2147.99,2134.58,2026-03-20 17:54:00+08:00,2134.58,False,initial_stop,-1.0,-1.3203564504101473,False
多,2026-03-21 17:42:00+08:00,2026-03-21 05:42:00-04:00,lunch,2157.0,2153.45,2026-03-21 18:18:00+08:00,2153.45,False,initial_stop,-1.0,-2.2152112676055973,False
多,2026-03-21 20:06:00+08:00,2026-03-21 08:06:00-04:00,new_york,2156.94,2154.49,2026-03-21 21:21:00+08:00,2154.49,False,initial_stop,-1.0,-2.760767346938861,False
多,2026-03-24 15:06:00+08:00,2026-03-24 03:06:00-04:00,london,2148.19,2138.7,2026-03-24 20:33:00+08:00,2157.79,False,trailing_stop,1.0115911485774152,0.5588640674393626,False
多,2026-03-25 15:42:00+08:00,2026-03-25 03:42:00-04:00,london,2172.5,2166.32,2026-03-25 15:45:00+08:00,2166.32,False,initial_stop,-1.0,-1.7030744336569634,False
多,2026-03-25 16:30:00+08:00,2026-03-25 04:30:00-04:00,london,2178.2,2162.92,2026-03-25 23:09:00+08:00,2162.92,False,initial_stop,-1.0,-1.285104712041894,False
多,2026-03-27 14:30:00+08:00,2026-03-27 02:30:00-04:00,london,2063.7,2058.4700000000003,2026-03-27 15:09:00+08:00,2058.4700000000003,False,initial_stop,-1.0,-1.7891778202677504,False
多,2026-03-27 15:15:00+08:00,2026-03-27 03:15:00-04:00,london,2066.96,2057.7,2026-03-27 16:18:00+08:00,2057.7,False,initial_stop,-1.0,-1.446427645788332,False
多,2026-03-28 14:09:00+08:00,2026-03-28 02:09:00-04:00,london,1994.97,1991.53,2026-03-28 16:33:00+08:00,2000.94,False,trailing_stop,1.7354651162790502,0.5755988372093334,False
空,2026-03-29 17:27:00+08:00,2026-03-29 05:27:00-04:00,lunch,2000.25,2004.07,2026-03-29 19:03:00+08:00,2000.7,False,trailing_stop,-0.1178010471204327,-1.1650523560209816,False
多,2026-04-03 15:36:00+08:00,2026-04-03 03:36:00-04:00,london,2070.57,2061.49,2026-04-03 16:39:00+08:00,2061.49,False,initial_stop,-1.0,-1.456072687224669,False
空,2026-04-03 20:54:00+08:00,2026-04-03 08:54:00-04:00,new_york,2048.27,2060.69,2026-04-04 03:51:00+08:00,2051.89,True,opposite_v6_next_open,-0.2914653784218897,-0.621299516908217,False
空,2026-04-04 18:15:00+08:00,2026-04-04 06:15:00-04:00,lunch,2046.95,2050.85,2026-04-04 18:39:00+08:00,2050.85,False,initial_stop,-1.0,-2.0497179487179302,False
多,2026-04-04 18:45:00+08:00,2026-04-04 06:45:00-04:00,lunch,2051.75,2046.48,2026-04-04 20:45:00+08:00,2047.65,True,opposite_v6_next_open,-0.7779886148007444,-1.556641366223883,False
空,2026-04-04 20:45:00+08:00,2026-04-04 08:45:00-04:00,new_york,2047.65,2051.11,2026-04-04 21:36:00+08:00,2051.11,False,initial_stop,-1.0,-2.183612716762952,False
空,2026-04-07 18:30:00+08:00,2026-04-07 06:30:00-04:00,lunch,2105.44,2123.88,2026-04-08 00:00:00+08:00,2084.91,False,trailing_stop,1.1133405639913307,0.8849848156182315,False
空,2026-04-08 18:39:00+08:00,2026-04-08 06:39:00-04:00,lunch,2244.62,2251.77,2026-04-08 19:27:00+08:00,2251.77,False,initial_stop,-1.0,-1.6278657342657143,False
多,2026-04-08 19:30:00+08:00,2026-04-08 07:30:00-04:00,lunch,2252.78,2243.46,2026-04-08 19:36:00+08:00,2243.46,False,initial_stop,-1.0,-1.4834291845493448,False
空,2026-04-08 21:36:00+08:00,2026-04-08 09:36:00-04:00,new_york,2245.43,2266.07,2026-04-09 00:54:00+08:00,2223.54,False,trailing_stop,1.0605620155038529,0.8429815891472647,False
多,2026-04-09 16:48:00+08:00,2026-04-09 04:48:00-04:00,london,2186.99,2181.11,2026-04-09 17:00:00+08:00,2181.11,False,initial_stop,-1.0,-1.7438741496599008,False
多,2026-04-09 17:57:00+08:00,2026-04-09 05:57:00-04:00,lunch,2191.86,2183.14,2026-04-09 19:15:00+08:00,2183.14,False,initial_stop,-1.0,-1.5027201834862358,False
空,2026-04-09 19:21:00+08:00,2026-04-09 07:21:00-04:00,lunch,2182.0,2192.38,2026-04-09 22:48:00+08:00,2179.68,False,trailing_stop,0.223506743737971,-0.1969171483622154,False
空,2026-04-13 16:15:00+08:00,2026-04-13 04:15:00-04:00,london,2182.91,2189.21,2026-04-13 17:00:00+08:00,2189.21,False,initial_stop,-1.0,-1.692987301587264,False
空,2026-04-13 20:33:00+08:00,2026-04-13 08:33:00-04:00,new_york,2179.55,2185.75,2026-04-13 20:51:00+08:00,2185.75,False,initial_stop,-1.0,-1.7030806451612852,False
多,2026-04-13 20:57:00+08:00,2026-04-13 08:57:00-04:00,new_york,2191.88,2172.39,2026-04-13 23:30:00+08:00,2205.27,False,trailing_stop,0.6870189840943925,0.4620954335556666,False
多,2026-04-15 16:45:00+08:00,2026-04-15 04:45:00-04:00,london,2326.06,2320.15,2026-04-15 17:09:00+08:00,2320.15,False,initial_stop,-1.0,-1.7871607445008677,False
多,2026-04-15 19:48:00+08:00,2026-04-15 07:48:00-04:00,lunch,2334.01,2323.39,2026-04-15 21:30:00+08:00,2323.39,False,initial_stop,-1.0,-1.4395499058380166,False
空,2026-04-15 21:42:00+08:00,2026-04-15 09:42:00-04:00,new_york,2322.61,2333.68,2026-04-15 22:15:00+08:00,2333.68,False,initial_stop,-1.0,-1.4196224028906954,False
多,2026-04-15 22:30:00+08:00,2026-04-15 10:30:00-04:00,new_york,2338.8,2327.11,2026-04-15 22:42:00+08:00,2327.11,False,initial_stop,-1.0,-1.4001368691189118,False
空,2026-04-16 14:45:00+08:00,2026-04-16 02:45:00-04:00,london,2352.14,2357.13,2026-04-16 20:00:00+08:00,2338.9,False,trailing_stop,2.6533066132262833,1.7105651302603748,False
多,2026-04-20 15:21:00+08:00,2026-04-20 03:21:00-04:00,london,2294.2,2280.75,2026-04-20 22:57:00+08:00,2283.53,True,opposite_v6_next_open,-0.7933085501858559,-1.1344535315985012,False
多,2026-04-21 14:39:00+08:00,2026-04-21 02:39:00-04:00,london,2318.49,2306.82,2026-04-21 19:15:00+08:00,2316.57,True,opposite_v6_next_open,-0.1645244215938029,-0.5618663239074301,False
多,2026-04-24 19:30:00+08:00,2026-04-24 07:30:00-04:00,lunch,2330.11,2322.5,2026-04-24 20:33:00+08:00,2322.5,False,initial_stop,-1.0,-1.6123810775295595,False
空,2026-04-24 22:03:00+08:00,2026-04-24 10:03:00-04:00,new_york,2308.94,2318.86,2026-04-24 23:42:00+08:00,2318.86,False,initial_stop,-1.0,-1.465512096774179,False
空,2026-04-25 15:09:00+08:00,2026-04-25 03:09:00-04:00,london,2313.72,2316.23,2026-04-25 15:54:00+08:00,2316.23,False,initial_stop,-1.0,-2.84360159362541,False
多,2026-04-25 16:12:00+08:00,2026-04-25 04:12:00-04:00,london,2316.67,2314.71,2026-04-25 19:06:00+08:00,2316.83,False,trailing_stop,0.0816326530611487,-2.2823163265307143,False
空,2026-04-25 19:48:00+08:00,2026-04-25 07:48:00-04:00,lunch,2311.28,2314.62,2026-04-25 20:06:00+08:00,2314.62,False,initial_stop,-1.0,-2.3840000000001917,False
空,2026-04-28 14:27:00+08:00,2026-04-28 02:27:00-04:00,london,2284.61,2289.31,2026-04-28 15:39:00+08:00,2283.0,False,trailing_stop,0.342553191489402,-0.6296212765957324,False
空,2026-04-28 19:42:00+08:00,2026-04-28 07:42:00-04:00,lunch,2270.95,2276.49,2026-04-28 20:06:00+08:00,2276.49,False,initial_stop,-1.0,-1.8198375451262812,False
多,2026-04-30 20:27:00+08:00,2026-04-30 08:27:00-04:00,new_york,2267.39,2256.74,2026-04-30 21:27:00+08:00,2256.74,False,initial_stop,-1.0,-1.4258009389671606,False
空,2026-04-30 22:30:00+08:00,2026-04-30 10:30:00-04:00,new_york,2257.49,2268.71,2026-04-30 23:30:00+08:00,2268.71,False,initial_stop,-1.0,-1.4024046345811096,False
