方向,入场北京时间,入场纽约时间,ICT时段,入场价,初始止损,退出根北京时间,退出价,是否开盘退出,退出原因,毛R,净R,是否边界未平
多,2024-01-19 17:00:00+08:00,2024-01-19 04:00:00-05:00,london,2473.32,2461.98,2024-01-19 22:18:00+08:00,2485.96,False,trailing_stop,1.1146384479717557,0.6784268077601066,False
多,2024-01-20 15:30:00+08:00,2024-01-20 02:30:00-05:00,london,2485.59,2482.74,2024-01-20 15:45:00+08:00,2482.74,False,initial_stop,-1.0,-2.744273684210588,False
空,2024-01-20 15:54:00+08:00,2024-01-20 02:54:00-05:00,london,2479.87,2486.79,2024-01-20 18:24:00+08:00,2473.87,False,trailing_stop,0.8670520231213782,0.1503265895953554,False
空,2024-01-21 15:09:00+08:00,2024-01-21 02:09:00-05:00,london,2468.94,2471.59,2024-01-21 15:33:00+08:00,2471.59,False,initial_stop,-1.0,-2.863350943396059,False
多,2024-01-21 16:12:00+08:00,2024-01-21 03:12:00-05:00,london,2477.4,2474.04,2024-01-21 16:42:00+08:00,2474.04,False,initial_stop,-1.0,-2.4746428571428147,False
多,2024-01-25 18:39:00+08:00,2024-01-25 05:39:00-05:00,lunch,2229.99,2221.4700000000003,2024-01-25 20:18:00+08:00,2221.4700000000003,False,initial_stop,-1.0,-1.5234718309859392,False
空,2024-01-26 15:21:00+08:00,2024-01-26 02:21:00-05:00,london,2207.0,2212.51,2024-01-26 16:15:00+08:00,2212.51,False,initial_stop,-1.0,-1.801088929219591,False
多,2024-01-27 22:18:00+08:00,2024-01-27 09:18:00-05:00,new_york,2270.5,2266.83,2024-01-28 00:45:00+08:00,2266.83,False,initial_stop,-1.0,-2.2373297002724795,False
多,2024-01-30 15:36:00+08:00,2024-01-30 02:36:00-05:00,london,2312.13,2307.49,2024-01-30 16:00:00+08:00,2307.49,False,initial_stop,-1.0,-1.9966077586206896,False
空,2024-01-30 17:24:00+08:00,2024-01-30 04:24:00-05:00,london,2306.0,2309.77,2024-01-30 18:24:00+08:00,2309.77,False,initial_stop,-1.0,-2.2233421750663744,False
多,2024-01-30 20:09:00+08:00,2024-01-30 07:09:00-05:00,lunch,2316.78,2311.88,2024-01-30 20:27:00+08:00,2318.82,False,trailing_stop,0.4163265306122297,-0.5292979591836996,False
空,2024-01-30 20:33:00+08:00,2024-01-30 07:33:00-05:00,lunch,2307.59,2334.0,2024-01-30 22:30:00+08:00,2314.96,True,opposite_v6_next_open,-0.2790609617569076,-0.4538121923513797,False
多,2024-01-30 22:30:00+08:00,2024-01-30 09:30:00-05:00,new_york,2314.96,2300.4,2024-01-31 06:48:00+08:00,2371.38,False,trailing_stop,3.875000000000019,3.5570109890110246,False
空,2024-01-31 17:57:00+08:00,2024-01-31 04:57:00-05:00,london,2319.31,2328.48,2024-01-31 20:12:00+08:00,2301.9,False,trailing_stop,1.8985823336968064,1.3927350054525418,False
多,2024-02-01 18:15:00+08:00,2024-02-01 05:15:00-05:00,lunch,2271.66,2265.56,2024-02-01 19:57:00+08:00,2265.56,False,initial_stop,-1.0,-1.7448065573770728,False
多,2024-02-01 22:12:00+08:00,2024-02-01 09:12:00-05:00,new_york,2273.87,2268.51,2024-02-01 23:54:00+08:00,2287.29,False,trailing_stop,2.5037313432837487,1.65527238805981,False
多,2024-02-07 20:30:00+08:00,2024-02-07 07:30:00-05:00,lunch,2367.41,2362.76,2024-02-07 22:54:00+08:00,2367.99,False,trailing_stop,0.1247311827957908,-0.893509677419368,False
空,2024-02-08 20:39:00+08:00,2024-02-08 07:39:00-05:00,lunch,2418.12,2424.69,2024-02-08 21:45:00+08:00,2424.69,False,initial_stop,-1.0,-1.7361095890410367,False
多,2024-02-08 23:00:00+08:00,2024-02-08 10:00:00-05:00,new_york,2438.61,2425.18,2024-02-09 00:45:00+08:00,2425.18,False,initial_stop,-1.0,-1.3631586001489202,False
多,2024-02-17 15:39:00+08:00,2024-02-17 02:39:00-05:00,london,2796.27,2790.62,2024-02-17 16:09:00+08:00,2790.62,False,initial_stop,-1.0,-1.989830088495535,False
多,2024-02-24 21:51:00+08:00,2024-02-24 08:51:00-05:00,new_york,2966.2,2960.14,2024-02-24 22:06:00+08:00,2960.14,False,initial_stop,-1.0,-1.9789438943894584,False
多,2024-02-26 15:00:00+08:00,2024-02-26 02:00:00-05:00,london,3113.74,3104.4700000000003,2024-02-26 15:15:00+08:00,3104.4700000000003,False,initial_stop,-1.0,-1.6717885652643387,False
空,2024-02-26 15:33:00+08:00,2024-02-26 02:33:00-05:00,london,3098.89,3109.67,2024-02-26 18:39:00+08:00,3068.11,False,trailing_stop,2.8552875695732074,2.280354359925725,False
空,2024-02-27 23:48:00+08:00,2024-02-27 10:48:00-05:00,new_york,3238.2,3260.49,2024-02-28 03:45:00+08:00,3248.5,True,opposite_v6_next_open,-0.4620906235980255,-0.7526424405562875,False
多,2024-02-29 18:42:00+08:00,2024-02-29 05:42:00-05:00,lunch,3476.51,3449.9300000000003,2024-02-29 20:06:00+08:00,3449.9300000000003,False,initial_stop,-1.0,-1.2615884123401124,False
空,2024-02-29 20:15:00+08:00,2024-02-29 07:15:00-05:00,lunch,3467.6,3524.86,2024-03-01 07:24:00+08:00,3353.99,False,trailing_stop,1.9841075794620897,1.8629898707649188,False
多,2024-03-04 16:03:00+08:00,2024-03-04 03:03:00-05:00,london,3483.83,3473.01,2024-03-04 18:36:00+08:00,3498.9700000000003,False,trailing_stop,1.399260628465872,0.755299445471369,False
多,2024-03-07 16:09:00+08:00,2024-03-07 03:09:00-05:00,london,3810.29,3784.12,2024-03-07 17:30:00+08:00,3784.12,False,initial_stop,-1.0,-1.291195261750089,False
多,2024-03-07 21:36:00+08:00,2024-03-07 08:36:00-05:00,new_york,3794.23,3764.57,2024-03-08 05:12:00+08:00,3891.9,False,trailing_stop,3.2929871881321833,3.0371389076197097,False
空,2024-03-09 17:42:00+08:00,2024-03-09 04:42:00-05:00,london,3921.0,3933.02,2024-03-09 19:30:00+08:00,3917.65,False,trailing_stop,0.2787021630615569,-0.3737104825291332,False
多,2024-03-09 21:42:00+08:00,2024-03-09 08:42:00-05:00,new_york,3924.99,3913.59,2024-03-09 22:48:00+08:00,3913.59,False,initial_stop,-1.0,-1.6885947368421157,False
空,2024-03-09 22:54:00+08:00,2024-03-09 09:54:00-05:00,new_york,3910.25,3925.12,2024-03-10 04:36:00+08:00,3896.79,False,trailing_stop,0.9051782111634252,0.3792535305985403,False
空,2024-03-10 20:39:00+08:00,2024-03-10 08:39:00-04:00,new_york,3919.9,3948.77,2024-03-11 07:09:00+08:00,3844.24,False,trailing_stop,2.620713543470736,2.3491582958087953,False
空,2024-03-13 20:30:00+08:00,2024-03-13 08:30:00-04:00,new_york,4037.83,4050.7,2024-03-13 22:09:00+08:00,3998.93,False,trailing_stop,3.022533022532913,2.3950536130535127,False
空,2024-03-16 16:57:00+08:00,2024-03-16 04:57:00-04:00,london,3717.12,3740.13,2024-03-17 08:00:00+08:00,3538.53,False,trailing_stop,7.761408083441895,7.438320730117257,False
多,2024-03-21 14:06:00+08:00,2024-03-21 02:06:00-04:00,london,3520.33,3474.49,2024-03-21 23:06:00+08:00,3514.28,True,opposite_v6_next_open,-0.131980802792316,-0.2855728621291448,False
空,2024-03-22 16:42:00+08:00,2024-03-22 04:42:00-04:00,london,3500.4,3517.86,2024-03-22 23:27:00+08:00,3357.4,False,trailing_stop,8.19014891179838,7.789186712485667,False
空,2024-03-23 18:57:00+08:00,2024-03-23 06:57:00-04:00,lunch,3342.69,3370.11,2024-03-23 20:09:00+08:00,3370.11,False,initial_stop,-1.0,-1.2438140043763544,False
空,2024-03-25 21:30:00+08:00,2024-03-25 09:30:00-04:00,new_york,3440.14,3453.5,2024-03-25 21:51:00+08:00,3453.5,False,initial_stop,-1.0,-1.5149910179640629,False
空,2024-03-26 22:24:00+08:00,2024-03-26 10:24:00-04:00,new_york,3583.82,3618.32,2024-03-27 05:36:00+08:00,3592.02,True,opposite_v6_next_open,-0.2376811594202846,-0.4454388405796935,False
空,2024-03-27 15:54:00+08:00,2024-03-27 03:54:00-04:00,london,3561.15,3582.24,2024-03-27 18:21:00+08:00,3582.24,False,initial_stop,-1.0,-1.3377098150782474,False
空,2024-03-30 16:00:00+08:00,2024-03-30 04:00:00-04:00,london,3492.89,3502.74,2024-03-30 16:12:00+08:00,3502.74,False,initial_stop,-1.0,-1.7092162436548324,False
多,2024-03-30 16:24:00+08:00,2024-03-30 04:24:00-04:00,london,3507.18,3496.74,2024-03-30 16:45:00+08:00,3496.74,False,initial_stop,-1.0,-1.671873563218413,False
空,2024-04-03 21:24:00+08:00,2024-04-03 09:24:00-04:00,new_york,3297.32,3320.9500000000003,2024-04-03 22:00:00+08:00,3320.9500000000003,False,initial_stop,-1.0,-1.2790791366906464,False
多,2024-04-03 22:12:00+08:00,2024-04-03 10:12:00-04:00,new_york,3352.44,3305.54,2024-04-03 23:36:00+08:00,3315.85,True,opposite_v6_next_open,-0.7801705756929653,-0.9231317697228132,False
空,2024-04-05 20:36:00+08:00,2024-04-05 08:36:00-04:00,new_york,3220.12,3256.63,2024-04-05 20:54:00+08:00,3256.63,False,initial_stop,-1.0,-1.1763966036702171,False
空,2024-04-06 20:45:00+08:00,2024-04-06 08:45:00-04:00,new_york,3326.57,3338.28,2024-04-06 22:39:00+08:00,3338.28,False,initial_stop,-1.0,-1.568158838599486,False
多,2024-04-07 20:48:00+08:00,2024-04-07 08:48:00-04:00,new_york,3395.99,3384.52,2024-04-07 23:36:00+08:00,3384.52,False,initial_stop,-1.0,-1.5921517000872027,False
空,2024-04-09 14:24:00+08:00,2024-04-09 02:24:00-04:00,london,3677.14,3698.36,2024-04-09 16:54:00+08:00,3634.28,False,trailing_stop,2.019792648444824,1.673219604147001,False
空,2024-04-13 21:45:00+08:00,2024-04-13 09:45:00-04:00,new_york,3266.39,3282.77,2024-04-13 23:27:00+08:00,3282.77,False,initial_stop,-1.0,-1.398826617826613,False
空,2024-04-17 15:09:00+08:00,2024-04-17 03:09:00-04:00,london,3074.68,3096.74,2024-04-17 21:36:00+08:00,3054.21,False,trailing_stop,0.927923844061624,0.6491677243880142,False
空,2024-04-20 16:15:00+08:00,2024-04-20 04:15:00-04:00,london,3050.94,3062.2000000000003,2024-04-20 20:15:00+08:00,3052.92,True,opposite_v6_next_open,-0.1758436944937815,-0.7177513321491724,False
多,2024-04-20 20:15:00+08:00,2024-04-20 08:15:00-04:00,new_york,3052.92,3045.29,2024-04-20 20:21:00+08:00,3045.29,False,initial_stop,-1.0,-1.800241153342071,False
多,2024-04-20 20:42:00+08:00,2024-04-20 08:42:00-04:00,new_york,3058.74,3043.18,2024-04-21 04:21:00+08:00,3144.07,False,trailing_stop,5.483933161953772,5.090778920308531,False
空,2024-04-21 21:54:00+08:00,2024-04-21 09:54:00-04:00,new_york,3143.52,3161.87,2024-04-21 23:15:00+08:00,3161.87,False,initial_stop,-1.0,-1.3426179836512313,False
多,2024-04-23 21:45:00+08:00,2024-04-23 09:45:00-04:00,new_york,3197.01,3175.25,2024-04-23 23:15:00+08:00,3222.06,False,trailing_stop,1.1511948529411524,0.8573520220587989,False
多,2024-04-24 18:57:00+08:00,2024-04-24 06:57:00-04:00,lunch,3267.71,3252.87,2024-04-24 21:09:00+08:00,3252.87,False,initial_stop,-1.0,-1.4403921832884017,False
空,2024-04-24 22:24:00+08:00,2024-04-24 10:24:00-04:00,new_york,3234.78,3255.4500000000003,2024-04-25 05:33:00+08:00,3150.94,False,trailing_stop,4.056119980648275,3.74312723754232,False
空,2024-04-25 15:27:00+08:00,2024-04-25 03:27:00-04:00,london,3150.48,3161.06,2024-04-25 17:06:00+08:00,3153.78,False,trailing_stop,-0.3119092627599437,-0.907463137996264,False
空,2024-04-26 18:30:00+08:00,2024-04-26 06:30:00-04:00,lunch,3138.24,3151.4500000000003,2024-04-26 20:30:00+08:00,3151.4500000000003,False,initial_stop,-1.0,-1.4751309613928614,False
多,2024-04-27 19:45:00+08:00,2024-04-27 07:45:00-04:00,lunch,3125.72,3118.37,2024-04-27 23:36:00+08:00,3141.71,False,trailing_stop,2.1755102040816916,1.3249741496599132,False
空,2024-05-01 14:30:00+08:00,2024-05-01 02:30:00-04:00,london,2971.38,2991.87,2024-05-01 19:03:00+08:00,2898.2000000000003,False,trailing_stop,3.571498291849713,3.2814660810151604,False
多,2024-05-02 17:27:00+08:00,2024-05-02 05:27:00-04:00,lunch,2945.66,2933.34,2024-05-02 21:09:00+08:00,2976.92,False,trailing_stop,2.53733766233774,2.0591461038961505,False
多,2024-05-04 14:00:00+08:00,2024-05-04 02:00:00-04:00,london,3118.35,3109.55,2024-05-04 14:39:00+08:00,3109.55,False,initial_stop,-1.0,-1.7087159090909487,False
空,2024-05-04 15:15:00+08:00,2024-05-04 03:15:00-04:00,london,3103.56,3110.12,2024-05-04 16:42:00+08:00,3110.12,False,initial_stop,-1.0,-1.9462073170732124,False
空,2024-05-08 16:51:00+08:00,2024-05-08 04:51:00-04:00,london,2986.67,3009.81,2024-05-08 18:21:00+08:00,3009.81,False,initial_stop,-1.0,-1.2581391529818449,False
空,2024-05-09 17:24:00+08:00,2024-05-09 05:24:00-04:00,lunch,2971.42,2986.88,2024-05-09 20:30:00+08:00,2986.88,False,initial_stop,-1.0,-1.3844010349288578,False
多,2024-05-10 14:15:00+08:00,2024-05-10 02:15:00-04:00,london,3038.9,3027.24,2024-05-10 18:06:00+08:00,3027.24,False,initial_stop,-1.0,-1.521252144082342,False
空,2024-05-10 18:09:00+08:00,2024-05-10 06:09:00-04:00,lunch,3027.76,3035.46,2024-05-10 18:30:00+08:00,3035.46,False,initial_stop,-1.0,-1.786431168831219,False
空,2024-05-10 21:03:00+08:00,2024-05-10 09:03:00-04:00,new_york,3025.97,3033.15,2024-05-11 06:00:00+08:00,2908.92,False,trailing_stop,16.30222841225557,15.459339832868414,False
空,2024-05-11 17:24:00+08:00,2024-05-11 05:24:00-04:00,lunch,2901.51,2911.98,2024-05-11 21:09:00+08:00,2911.98,False,initial_stop,-1.0,-1.55425214899717,False
空,2024-05-12 14:51:00+08:00,2024-05-12 02:51:00-04:00,london,2917.4,2922.73,2024-05-12 15:06:00+08:00,2922.73,False,initial_stop,-1.0,-2.0947091932457766,False
空,2024-05-12 15:18:00+08:00,2024-05-12 03:18:00-04:00,london,2914.03,2923.31,2024-05-12 18:03:00+08:00,2923.31,False,initial_stop,-1.0,-1.6280237068966024,False
多,2024-05-16 14:18:00+08:00,2024-05-16 02:18:00-04:00,london,3017.02,3004.48,2024-05-16 16:33:00+08:00,3008.02,True,opposite_v6_next_open,-0.7177033492822987,-1.1988867623604496,False
空,2024-05-16 16:33:00+08:00,2024-05-16 04:33:00-04:00,london,3008.02,3019.1,2024-05-17 01:57:00+08:00,2950.57,False,trailing_stop,5.185018050541534,4.642054151624549,False
多,2024-05-18 15:27:00+08:00,2024-05-18 03:27:00-04:00,london,3108.18,3097.07,2024-05-18 20:15:00+08:00,3126.96,False,trailing_stop,1.6903690369037585,1.1308406840684422,False
空,2024-05-25 19:54:00+08:00,2024-05-25 07:54:00-04:00,lunch,3743.45,3757.67,2024-05-25 23:06:00+08:00,3757.67,False,initial_stop,-1.0,-1.5265049226441596,False
空,2024-05-27 19:39:00+08:00,2024-05-27 07:39:00-04:00,lunch,3889.23,3905.25,2024-05-27 20:00:00+08:00,3905.25,False,initial_stop,-1.0,-1.485546816479428,False
空,2024-05-29 15:27:00+08:00,2024-05-29 03:27:00-04:00,london,3838.4,3857.8,2024-05-29 19:00:00+08:00,3826.19,False,trailing_stop,0.629381443298968,0.2336701030927841,False
空,2024-05-30 14:57:00+08:00,2024-05-30 02:57:00-04:00,london,3740.15,3765.34,2024-05-30 19:30:00+08:00,3754.61,True,opposite_v6_next_open,-0.5740373163953952,-0.8709924573243392,False
空,2024-05-31 14:54:00+08:00,2024-05-31 02:54:00-04:00,london,3738.45,3747.24,2024-05-31 15:18:00+08:00,3747.24,False,initial_stop,-1.0,-1.850614334470969,False
空,2024-05-31 15:42:00+08:00,2024-05-31 03:42:00-04:00,london,3732.01,3750.74,2024-05-31 18:03:00+08:00,3750.74,False,initial_stop,-1.0,-1.3985061398825285,False
多,2024-06-01 16:45:00+08:00,2024-06-01 04:45:00-04:00,london,3787.45,3776.05,2024-06-01 23:57:00+08:00,3799.62,False,trailing_stop,1.067543859649163,0.4030789473684035,False
多,2024-06-03 20:30:00+08:00,2024-06-03 08:30:00-04:00,new_york,3820.3,3812.77,2024-06-03 22:00:00+08:00,3822.42,False,trailing_stop,0.2815405046480524,-0.7331474103585411,False
空,2024-06-03 22:24:00+08:00,2024-06-03 10:24:00-04:00,new_york,3816.43,3836.38,2024-06-04 02:30:00+08:00,3786.51,False,trailing_stop,1.4997493734335443,1.11714987468669,False
多,2024-06-04 15:54:00+08:00,2024-06-04 03:54:00-04:00,london,3779.78,3769.9,2024-06-04 16:03:00+08:00,3769.9,False,initial_stop,-1.0,-1.7651376518218729,False
空,2024-06-04 16:54:00+08:00,2024-06-04 04:54:00-04:00,london,3763.37,3776.49,2024-06-04 21:12:00+08:00,3776.49,False,initial_stop,-1.0,-1.5736844512195245,False
空,2024-06-06 14:36:00+08:00,2024-06-06 02:36:00-04:00,london,3844.18,3853.69,2024-06-06 15:54:00+08:00,3853.69,False,initial_stop,-1.0,-1.8084500525762297,False
空,2024-06-06 21:06:00+08:00,2024-06-06 09:06:00-04:00,new_york,3835.84,3850.17,2024-06-06 21:39:00+08:00,3850.17,False,initial_stop,-1.0,-1.53535799023028,False
空,2024-06-06 22:03:00+08:00,2024-06-06 10:03:00-04:00,new_york,3831.05,3850.2,2024-06-07 00:03:00+08:00,3850.2,False,initial_stop,-1.0,-1.4001096605743926,False
多,2024-06-07 19:42:00+08:00,2024-06-07 07:42:00-04:00,lunch,3823.83,3811.42,2024-06-07 20:30:00+08:00,3811.42,False,initial_stop,-1.0,-1.6162497985495472,False
多,2024-06-13 20:33:00+08:00,2024-06-13 08:33:00-04:00,new_york,3522.38,3495.52,2024-06-13 20:39:00+08:00,3495.52,False,initial_stop,-1.0,-1.2622769918093857,False
空,2024-06-13 20:54:00+08:00,2024-06-13 08:54:00-04:00,new_york,3483.34,3510.54,2024-06-13 21:27:00+08:00,3510.54,False,initial_stop,-1.0,-1.2561279411764692,False
多,2024-06-13 22:54:00+08:00,2024-06-13 10:54:00-04:00,new_york,3521.28,3499.4700000000003,2024-06-13 23:00:00+08:00,3499.4700000000003,False,initial_stop,-1.0,-1.322905089408527,False
空,2024-06-14 22:03:00+08:00,2024-06-14 10:03:00-04:00,new_york,3500.56,3516.01,2024-06-14 23:30:00+08:00,3495.86,False,trailing_stop,0.3042071197410831,-0.1489398058252576,False
多,2024-06-16 14:51:00+08:00,2024-06-16 02:51:00-04:00,london,3570.79,3562.04,2024-06-16 15:48:00+08:00,3562.04,False,initial_stop,-1.0,-1.816180571428564,False
空,2024-06-18 19:15:00+08:00,2024-06-18 07:15:00-04:00,lunch,3412.24,3430.19,2024-06-18 22:18:00+08:00,3430.19,False,initial_stop,-1.0,-1.3801938718662907,False
空,2024-06-19 19:39:00+08:00,2024-06-19 07:39:00-04:00,lunch,3523.09,3547.59,2024-06-19 20:48:00+08:00,3547.59,False,initial_stop,-1.0,-1.2875991836734808,False
空,2024-06-19 22:24:00+08:00,2024-06-19 10:24:00-04:00,new_york,3520.65,3538.24,2024-06-20 00:21:00+08:00,3538.24,False,initial_stop,-1.0,-1.4003013075611026,False
多,2024-06-21 14:06:00+08:00,2024-06-21 02:06:00-04:00,london,3516.85,3509.7000000000003,2024-06-21 14:24:00+08:00,3509.7000000000003,False,initial_stop,-1.0,-1.9837342657342911,False
空,2024-06-22 20:54:00+08:00,2024-06-22 08:54:00-04:00,new_york,3489.75,3494.39,2024-06-22 21:09:00+08:00,3494.39,False,initial_stop,-1.0,-2.504202586206882,False
多,2024-06-22 22:09:00+08:00,2024-06-22 10:09:00-04:00,new_york,3505.31,3496.54,2024-06-23 02:00:00+08:00,3496.54,False,initial_stop,-1.0,-1.79938654503992,False
空,2024-06-23 18:09:00+08:00,2024-06-23 06:09:00-04:00,lunch,3497.33,3503.55,2024-06-23 20:36:00+08:00,3503.55,False,initial_stop,-1.0,-2.124543408360084,False
空,2024-06-25 21:36:00+08:00,2024-06-25 09:36:00-04:00,new_york,3360.0,3374.11,2024-06-25 21:45:00+08:00,3374.11,False,initial_stop,-1.0,-1.476257973068723,False
多,2024-06-25 22:27:00+08:00,2024-06-25 10:27:00-04:00,new_york,3390.97,3369.66,2024-06-26 11:27:00+08:00,3395.11,True,opposite_v6_next_open,0.1942749882684344,-0.1239765368371511,False
多,2024-06-26 15:48:00+08:00,2024-06-26 03:48:00-04:00,london,3401.43,3384.11,2024-06-26 16:18:00+08:00,3384.11,False,initial_stop,-1.0,-1.3927748267898392,False
空,2024-06-26 16:21:00+08:00,2024-06-26 04:21:00-04:00,london,3385.96,3398.58,2024-06-27 01:30:00+08:00,3356.62,False,trailing_stop,2.3248811410459904,1.7882789223455229,False
空,2024-06-27 14:00:00+08:00,2024-06-27 02:00:00-04:00,london,3369.23,3377.62,2024-06-27 15:15:00+08:00,3377.62,False,initial_stop,-1.0,-1.8031537544696457,False
多,2024-06-27 17:21:00+08:00,2024-06-27 05:21:00-04:00,lunch,3385.11,3374.06,2024-06-27 19:00:00+08:00,3392.77,False,trailing_stop,0.6932126696832334,0.0805230769230904,False
多,2024-06-29 15:09:00+08:00,2024-06-29 03:09:00-04:00,london,3392.99,3386.11,2024-06-29 16:06:00+08:00,3396.94,False,trailing_stop,0.5741279069768127,-0.4122063953487795,False
多,2024-06-29 18:06:00+08:00,2024-06-29 06:06:00-04:00,lunch,3395.78,3389.0,2024-06-29 22:15:00+08:00,3389.0,False,initial_stop,-1.0,-2.0017050147492155,False
多,2024-07-02 18:42:00+08:00,2024-07-02 06:42:00-04:00,lunch,3453.4,3446.4700000000003,2024-07-02 21:33:00+08:00,3446.4700000000003,False,initial_stop,-1.0,-1.996652236652273,False
空,2024-07-02 22:06:00+08:00,2024-07-02 10:06:00-04:00,new_york,3437.65,3449.4500000000003,2024-07-03 02:00:00+08:00,3426.32,False,trailing_stop,0.9601694915254028,0.3775169491525298,False
多,2024-07-06 14:21:00+08:00,2024-07-06 02:21:00-04:00,london,2984.57,2974.49,2024-07-06 17:03:00+08:00,2996.83,False,trailing_stop,1.2162698412698263,0.6240932539682388,False
多,2024-07-09 16:39:00+08:00,2024-07-09 04:39:00-04:00,london,3082.47,3067.8,2024-07-09 19:09:00+08:00,3067.8,False,initial_stop,-1.0,-1.4202413087934722,False
空,2024-07-09 21:45:00+08:00,2024-07-09 09:45:00-04:00,new_york,3060.87,3080.91,2024-07-09 22:12:00+08:00,3080.91,False,initial_stop,-1.0,-1.3054760479042058,False
多,2024-07-09 22:18:00+08:00,2024-07-09 10:18:00-04:00,new_york,3085.47,3049.2000000000003,2024-07-09 22:57:00+08:00,3049.2000000000003,False,initial_stop,-1.0,-1.1701389578163803,False
空,2024-07-12 15:27:00+08:00,2024-07-12 03:27:00-04:00,london,3082.31,3095.56,2024-07-12 19:24:00+08:00,3073.74,False,trailing_stop,0.6467924528301667,0.1815381132075347,False
多,2024-07-12 21:18:00+08:00,2024-07-12 09:18:00-04:00,new_york,3092.8,3072.76,2024-07-13 03:30:00+08:00,3128.15,False,trailing_stop,1.763972055888222,1.4553093812375286,False
多,2024-07-15 22:39:00+08:00,2024-07-15 10:39:00-04:00,new_york,3361.91,3344.81,2024-07-16 03:30:00+08:00,3384.04,False,trailing_stop,1.294152046783639,0.9009461988304144,False
空,2024-07-17 19:09:00+08:00,2024-07-17 07:09:00-04:00,lunch,3474.22,3483.29,2024-07-17 21:51:00+08:00,3466.87,False,trailing_stop,0.8103638368246722,0.0442734288864074,False
多,2024-07-19 14:06:00+08:00,2024-07-19 02:06:00-04:00,london,3432.0,3421.36,2024-07-19 15:09:00+08:00,3421.36,False,initial_stop,-1.0,-1.6451127819549092,False
多,2024-07-20 20:42:00+08:00,2024-07-20 08:42:00-04:00,new_york,3495.09,3486.87,2024-07-20 21:12:00+08:00,3486.87,False,initial_stop,-1.0,-1.850386861313862,False
空,2024-07-20 21:18:00+08:00,2024-07-20 09:18:00-04:00,new_york,3481.51,3496.11,2024-07-20 21:30:00+08:00,3496.11,False,initial_stop,-1.0,-1.4769191780821822,False
多,2024-07-24 16:12:00+08:00,2024-07-24 04:12:00-04:00,london,3460.31,3441.7000000000003,2024-07-24 21:57:00+08:00,3441.7000000000003,False,initial_stop,-1.0,-1.371876410531978,False
空,2024-07-24 22:00:00+08:00,2024-07-24 10:00:00-04:00,new_york,3441.39,3466.2000000000003,2024-07-25 12:48:00+08:00,3186.77,False,trailing_stop,10.26279725916952,9.985377670294076,False
多,2024-07-25 20:12:00+08:00,2024-07-25 08:12:00-04:00,new_york,3182.01,3167.41,2024-07-25 20:27:00+08:00,3167.41,False,initial_stop,-1.0,-1.435891780821901,False
多,2024-07-26 22:00:00+08:00,2024-07-26 10:00:00-04:00,new_york,3250.35,3234.55,2024-07-26 22:30:00+08:00,3234.55,False,initial_stop,-1.0,-1.411436708860772,False
空,2024-07-26 22:33:00+08:00,2024-07-26 10:33:00-04:00,new_york,3230.87,3268.6,2024-07-27 03:03:00+08:00,3261.8,True,opposite_v6_next_open,-0.8197720646700312,-0.9910347203816612,False
多,2024-07-30 15:03:00+08:00,2024-07-30 03:03:00-04:00,london,3331.63,3323.46,2024-07-30 16:54:00+08:00,3337.87,False,trailing_stop,0.7637698898408477,-0.0518066095471861,False
多,2024-08-02 21:51:00+08:00,2024-08-02 09:51:00-04:00,new_york,3178.95,3150.9700000000003,2024-08-02 22:03:00+08:00,3150.9700000000003,False,initial_stop,-1.0,-1.2272301644031518,False
空,2024-08-02 22:09:00+08:00,2024-08-02 10:09:00-04:00,new_york,3144.44,3173.03,2024-08-03 04:00:00+08:00,3032.7200000000003,False,trailing_stop,3.907660020986332,3.6876922000699346,False
多,2024-08-04 14:54:00+08:00,2024-08-04 02:54:00-04:00,london,2920.0,2913.12,2024-08-04 15:15:00+08:00,2913.12,False,initial_stop,-1.0,-1.8488372093023104,False
空,2024-08-06 16:33:00+08:00,2024-08-06 04:33:00-04:00,london,2479.12,2503.34,2024-08-06 21:27:00+08:00,2455.81,False,trailing_stop,0.9624277456647276,0.7577109826589508,False
空,2024-08-07 19:03:00+08:00,2024-08-07 07:03:00-04:00,lunch,2504.38,2534.13,2024-08-08 05:48:00+08:00,2369.41,False,trailing_stop,4.536806722689084,4.368445042016817,False
多,2024-08-08 19:51:00+08:00,2024-08-08 07:51:00-04:00,lunch,2455.62,2441.17,2024-08-08 20:15:00+08:00,2441.17,False,initial_stop,-1.0,-1.3398782006920509,False
空,2024-08-09 18:21:00+08:00,2024-08-09 06:21:00-04:00,lunch,2639.48,2663.43,2024-08-09 22:00:00+08:00,2626.43,False,trailing_stop,0.5448851774530389,0.3244693110647335,False
多,2024-08-13 21:42:00+08:00,2024-08-13 09:42:00-04:00,new_york,2656.01,2634.53,2024-08-13 22:33:00+08:00,2634.53,False,initial_stop,-1.0,-1.2473007448789588,False
空,2024-08-13 22:36:00+08:00,2024-08-13 10:36:00-04:00,new_york,2637.55,2668.46,2024-08-13 22:54:00+08:00,2668.46,False,initial_stop,-1.0,-1.1706599805888045,False
空,2024-08-16 22:09:00+08:00,2024-08-16 10:09:00-04:00,new_york,2585.21,2608.4,2024-08-17 00:30:00+08:00,2608.4,False,initial_stop,-1.0,-1.2229590340663978,False
多,2024-08-17 17:33:00+08:00,2024-08-17 05:33:00-04:00,lunch,2606.25,2598.28,2024-08-17 17:45:00+08:00,2598.28,False,initial_stop,-1.0,-1.654015056461739,False
