code,name,collection_status,evaluation_status,error
sz.002542,*ST中岩,uncollected,unavailable,owner_stopped
sz.002543,万和电气,uncollected,unavailable,owner_stopped
sz.002544,普天科技,uncollected,unavailable,owner_stopped
sz.002545,东方铁塔,uncollected,unavailable,owner_stopped
sz.002546,新联电子,uncollected,unavailable,owner_stopped
sz.002547,*ST春兴,uncollected,unavailable,owner_stopped
sz.002548,金新农,uncollected,unavailable,owner_stopped
sz.002549,凯美特气,uncollected,unavailable,owner_stopped
sz.002550,千红制药,uncollected,unavailable,owner_stopped
sz.002551,尚荣医疗,uncollected,unavailable,owner_stopped
sz.002552,宝鼎科技,uncollected,unavailable,owner_stopped
sz.002553,南方精工,uncollected,unavailable,owner_stopped
sz.002554,惠博普,uncollected,unavailable,owner_stopped
sz.002555,三七互娱,uncollected,unavailable,owner_stopped
sz.002556,辉隆股份,uncollected,unavailable,owner_stopped
sz.002557,洽洽食品,uncollected,unavailable,owner_stopped
sz.002558,巨人网络,uncollected,unavailable,owner_stopped
sz.002559,亚威股份,uncollected,unavailable,owner_stopped
sz.002560,通达股份,uncollected,unavailable,owner_stopped
sz.002561,徐家汇,uncollected,unavailable,owner_stopped
sz.002562,兄弟科技,uncollected,unavailable,owner_stopped
sz.002563,森马服饰,uncollected,unavailable,owner_stopped
sz.002564,天沃科技,uncollected,unavailable,owner_stopped
sz.002565,顺灏股份,uncollected,unavailable,owner_stopped
sz.002566,益盛药业,uncollected,unavailable,owner_stopped
sz.002567,唐人神,uncollected,unavailable,owner_stopped
sz.002568,百润股份,uncollected,unavailable,owner_stopped
sz.002569,*ST步森,uncollected,unavailable,owner_stopped
sz.002570,贝因美,uncollected,unavailable,owner_stopped
sz.002571,德力股份,uncollected,unavailable,owner_stopped
sz.002572,索菲亚,uncollected,unavailable,owner_stopped
sz.002573,清新环境,uncollected,unavailable,owner_stopped
sz.002574,明牌珠宝,uncollected,unavailable,owner_stopped
sz.002575,群兴玩具,uncollected,unavailable,owner_stopped
sz.002576,通达动力,uncollected,unavailable,owner_stopped
sz.002577,雷柏科技,uncollected,unavailable,owner_stopped
sz.002578,闽发铝业,uncollected,unavailable,owner_stopped
sz.002579,中京电子,uncollected,unavailable,owner_stopped
sz.002580,圣阳股份,uncollected,unavailable,owner_stopped
sz.002581,*ST未名,uncollected,unavailable,owner_stopped
sz.002582,好想你,uncollected,unavailable,owner_stopped
sz.002583,海能达,uncollected,unavailable,owner_stopped
sz.002584,西陇科学,uncollected,unavailable,owner_stopped
sz.002585,双星新材,uncollected,unavailable,owner_stopped
sz.002586,围海股份,uncollected,unavailable,owner_stopped
sz.002587,奥拓电子,uncollected,unavailable,owner_stopped
sz.002588,史丹利,uncollected,unavailable,owner_stopped
sz.002589,瑞康医药,uncollected,unavailable,owner_stopped
sz.002590,万安科技,uncollected,unavailable,owner_stopped
sz.002591,恒大高新,uncollected,unavailable,owner_stopped
sz.002592,ST八菱,uncollected,unavailable,owner_stopped
sz.002593,日上集团,uncollected,unavailable,owner_stopped
sz.002594,比亚迪,uncollected,unavailable,owner_stopped
sz.002595,豪迈科技,uncollected,unavailable,owner_stopped
sz.002596,海南瑞泽,uncollected,unavailable,owner_stopped
sz.002597,金禾实业,uncollected,unavailable,owner_stopped
sz.002598,ST章鼓,uncollected,unavailable,owner_stopped
sz.002599,盛通股份,uncollected,unavailable,owner_stopped
sz.002600,领益智造,uncollected,unavailable,owner_stopped
sz.002601,龙佰集团,uncollected,unavailable,owner_stopped
sz.002602,世纪华通,uncollected,unavailable,owner_stopped
sz.002603,以岭药业,uncollected,unavailable,owner_stopped
sz.002605,姚记科技,uncollected,unavailable,owner_stopped
sz.002606,大连电瓷,uncollected,unavailable,owner_stopped
sz.002607,中公教育,uncollected,unavailable,owner_stopped
sz.002608,江苏国信,uncollected,unavailable,owner_stopped
sz.002609,捷顺科技,uncollected,unavailable,owner_stopped
sz.002610,ST爱康,uncollected,unavailable,owner_stopped
sz.002611,东方精工,uncollected,unavailable,owner_stopped
sz.002612,朗姿股份,uncollected,unavailable,owner_stopped
sz.002613,北玻股份,uncollected,unavailable,owner_stopped
sz.002614,奥佳华,uncollected,unavailable,owner_stopped
sz.002615,哈尔斯,uncollected,unavailable,owner_stopped
sz.002616,长青集团,uncollected,unavailable,owner_stopped
sz.002617,露笑科技,uncollected,unavailable,owner_stopped
sz.002620,*ST瑞和,uncollected,unavailable,owner_stopped
sz.002621,*ST美吉,uncollected,unavailable,owner_stopped
sz.002622,皓宸医疗,uncollected,unavailable,owner_stopped
sz.002623,亚玛顿,uncollected,unavailable,owner_stopped
sz.002624,完美世界,uncollected,unavailable,owner_stopped
sz.002625,光启技术,uncollected,unavailable,owner_stopped
sz.002626,金达威,uncollected,unavailable,owner_stopped
sz.002627,三峡旅游,uncollected,unavailable,owner_stopped
sz.002628,成都路桥,uncollected,unavailable,owner_stopped
sz.002629,仁智股份,uncollected,unavailable,owner_stopped
sz.002630,*ST华西,uncollected,unavailable,owner_stopped
sz.002631,德尔未来,uncollected,unavailable,owner_stopped
sz.002632,道明光学,uncollected,unavailable,owner_stopped
sz.002633,申科股份,uncollected,unavailable,owner_stopped
sz.002634,*ST棒杰,uncollected,unavailable,owner_stopped
sz.002635,安洁科技,uncollected,unavailable,owner_stopped
sz.002636,金安国纪,uncollected,unavailable,owner_stopped
sz.002637,赞宇科技,uncollected,unavailable,owner_stopped
sz.002638,勤上股份,uncollected,unavailable,owner_stopped
sz.002639,雪人集团,uncollected,unavailable,owner_stopped
sz.002640,跨境通,uncollected,unavailable,owner_stopped
sz.002641,公元股份,uncollected,unavailable,owner_stopped
sz.002642,荣联科技,uncollected,unavailable,owner_stopped
sz.002643,万润股份,uncollected,unavailable,owner_stopped
sz.002644,佛慈制药,uncollected,unavailable,owner_stopped
sz.002645,华宏科技,uncollected,unavailable,owner_stopped
sz.002646,天佑德酒,uncollected,unavailable,owner_stopped
sz.002647,仁东控股,uncollected,unavailable,owner_stopped
sz.002648,卫星化学,uncollected,unavailable,owner_stopped
sz.002649,博彦科技,uncollected,unavailable,owner_stopped
sz.002650,ST加加,uncollected,unavailable,owner_stopped
sz.002651,利君股份,uncollected,unavailable,owner_stopped
sz.002652,扬子新材,uncollected,unavailable,owner_stopped
sz.002653,海思科,uncollected,unavailable,owner_stopped
sz.002654,万润科技,uncollected,unavailable,owner_stopped
sz.002655,共达电声,uncollected,unavailable,owner_stopped
sz.002656,摩登大道,uncollected,unavailable,owner_stopped
sz.002657,中科金财,uncollected,unavailable,owner_stopped
sz.002658,雪迪龙,uncollected,unavailable,owner_stopped
sz.002659,凯文教育,uncollected,unavailable,owner_stopped
sz.002660,茂硕电源,uncollected,unavailable,owner_stopped
sz.002661,克明食品,uncollected,unavailable,owner_stopped
sz.002662,峰璟股份,uncollected,unavailable,owner_stopped
sz.002663,普邦股份,uncollected,unavailable,owner_stopped
sz.002664,信质集团,uncollected,unavailable,owner_stopped
sz.002665,ST航高,uncollected,unavailable,owner_stopped
sz.002666,德联集团,uncollected,unavailable,owner_stopped
sz.002667,*ST威领,uncollected,unavailable,owner_stopped
sz.002668,TCL智家,uncollected,unavailable,owner_stopped
sz.002669,康达新材,uncollected,unavailable,owner_stopped
sz.002670,国盛证券,uncollected,unavailable,owner_stopped
sz.002671,龙泉股份,uncollected,unavailable,owner_stopped
sz.002672,东江环保,uncollected,unavailable,owner_stopped
sz.002673,西部证券,uncollected,unavailable,owner_stopped
sz.002674,兴业科技,uncollected,unavailable,owner_stopped
sz.002675,东诚药业,uncollected,unavailable,owner_stopped
sz.002676,顺威股份,uncollected,unavailable,owner_stopped
sz.002677,浙江美大,uncollected,unavailable,owner_stopped
sz.002678,珠江钢琴,uncollected,unavailable,owner_stopped
sz.002679,福建金森,uncollected,unavailable,owner_stopped
sz.002681,奋达科技,uncollected,unavailable,owner_stopped
sz.002682,龙洲股份,uncollected,unavailable,owner_stopped
sz.002683,广东宏大,uncollected,unavailable,owner_stopped
sz.002685,华东重机,uncollected,unavailable,owner_stopped
sz.002686,亿利达,uncollected,unavailable,owner_stopped
sz.002687,乔治白,uncollected,unavailable,owner_stopped
sz.002688,金河生物,uncollected,unavailable,owner_stopped
sz.002689,ST远智,uncollected,unavailable,owner_stopped
sz.002690,美亚光电,uncollected,unavailable,owner_stopped
sz.002691,*ST冀凯,uncollected,unavailable,owner_stopped
sz.002692,远程股份,uncollected,unavailable,owner_stopped
sz.002693,双成药业,uncollected,unavailable,owner_stopped
sz.002694,*ST顾地,uncollected,unavailable,owner_stopped
sz.002695,煌上煌,uncollected,unavailable,owner_stopped
sz.002696,百洋股份,uncollected,unavailable,owner_stopped
sz.002697,红旗连锁,uncollected,unavailable,owner_stopped
sz.002698,博实股份,uncollected,unavailable,owner_stopped
sz.002699,*ST美盛,uncollected,unavailable,owner_stopped
sz.002700,万憬能源,uncollected,unavailable,owner_stopped
sz.002701,奥瑞金,uncollected,unavailable,owner_stopped
sz.002702,海欣食品,uncollected,unavailable,owner_stopped
sz.002703,浙江世宝,uncollected,unavailable,owner_stopped
sz.002705,新宝股份,uncollected,unavailable,owner_stopped
sz.002706,良信股份,uncollected,unavailable,owner_stopped
sz.002707,众信旅游,uncollected,unavailable,owner_stopped
sz.002708,光洋股份,uncollected,unavailable,owner_stopped
sz.002709,天赐材料,uncollected,unavailable,owner_stopped
sz.002712,思美传媒,uncollected,unavailable,owner_stopped
sz.002713,东易日盛,uncollected,unavailable,owner_stopped
sz.002714,牧原股份,uncollected,unavailable,owner_stopped
sz.002715,登云股份,uncollected,unavailable,owner_stopped
sz.002716,湖南白银,uncollected,unavailable,owner_stopped
sz.002717,*ST岭南,uncollected,unavailable,owner_stopped
sz.002718,友邦吊顶,uncollected,unavailable,owner_stopped
sz.002719,ST麦趣,uncollected,unavailable,owner_stopped
sz.002721,金一文化,uncollected,unavailable,owner_stopped
sz.002722,物产金轮,uncollected,unavailable,owner_stopped
sz.002723,小崧股份,uncollected,unavailable,owner_stopped
sz.002724,海洋王,uncollected,unavailable,owner_stopped
sz.002725,跃岭股份,uncollected,unavailable,owner_stopped
sz.002726,ST龙大,uncollected,unavailable,owner_stopped
sz.002727,一心堂,uncollected,unavailable,owner_stopped
sz.002728,特一药业,uncollected,unavailable,owner_stopped
sz.002729,好利科技,uncollected,unavailable,owner_stopped
sz.002730,电光科技,uncollected,unavailable,owner_stopped
sz.002731,*ST萃华,uncollected,unavailable,owner_stopped
sz.002732,燕塘乳业,uncollected,unavailable,owner_stopped
sz.002733,雄韬股份,uncollected,unavailable,owner_stopped
sz.002734,利民股份,uncollected,unavailable,owner_stopped
sz.002735,王子新材,uncollected,unavailable,owner_stopped
sz.002736,国信证券,uncollected,unavailable,owner_stopped
sz.002737,葵花药业,uncollected,unavailable,owner_stopped
sz.002738,中矿资源,uncollected,unavailable,owner_stopped
sz.002739,儒意电影,uncollected,unavailable,owner_stopped
sz.002740,*ST爱迪,uncollected,unavailable,owner_stopped
sz.002741,光华科技,uncollected,unavailable,owner_stopped
sz.002742,冀衡医药,uncollected,unavailable,owner_stopped
sz.002743,ST富煌,uncollected,unavailable,owner_stopped
sz.002745,木林森,uncollected,unavailable,owner_stopped
sz.002746,仙坛股份,uncollected,unavailable,owner_stopped
sz.002747,埃斯顿,uncollected,unavailable,owner_stopped
sz.002748,世龙实业,uncollected,unavailable,owner_stopped
sz.002749,国光股份,uncollected,unavailable,owner_stopped
sz.002750,龙津退,uncollected,unavailable,owner_stopped
sz.002752,昇兴股份,uncollected,unavailable,owner_stopped
sz.002753,永东股份,uncollected,unavailable,owner_stopped
sz.002755,奥赛康,uncollected,unavailable,owner_stopped
sz.002756,永兴材料,uncollected,unavailable,owner_stopped
sz.002757,南兴股份,uncollected,unavailable,owner_stopped
sz.002758,浙农股份,uncollected,unavailable,owner_stopped
sz.002759,ST天际,uncollected,unavailable,owner_stopped
sz.002760,凤形股份,uncollected,unavailable,owner_stopped
sz.002761,浙江建投,uncollected,unavailable,owner_stopped
sz.002762,金发拉比,uncollected,unavailable,owner_stopped
sz.002763,汇洁股份,uncollected,unavailable,owner_stopped
sz.002765,蓝黛科技,uncollected,unavailable,owner_stopped
sz.002766,索菱股份,uncollected,unavailable,owner_stopped
sz.002767,先锋电子,uncollected,unavailable,owner_stopped
sz.002768,国恩股份,uncollected,unavailable,owner_stopped
sz.002769,普路通,uncollected,unavailable,owner_stopped
sz.002771,真视通,uncollected,unavailable,owner_stopped
sz.002772,众兴菌业,uncollected,unavailable,owner_stopped
sz.002773,康弘药业,uncollected,unavailable,owner_stopped
sz.002774,快意电梯,uncollected,unavailable,owner_stopped
sz.002775,文科股份,uncollected,unavailable,owner_stopped
sz.002776,*ST柏龙,uncollected,unavailable,owner_stopped
sz.002777,久远银海,uncollected,unavailable,owner_stopped
sz.002778,中晟高科,uncollected,unavailable,owner_stopped
sz.002779,中坚科技,uncollected,unavailable,owner_stopped
sz.002780,三夫户外,uncollected,unavailable,owner_stopped
sz.002782,可立克,uncollected,unavailable,owner_stopped
sz.002783,凯龙股份,uncollected,unavailable,owner_stopped
sz.002785,万里石,uncollected,unavailable,owner_stopped
sz.002786,银宝山新,uncollected,unavailable,owner_stopped
sz.002787,华源控股,uncollected,unavailable,owner_stopped
sz.002788,鹭燕医药,uncollected,unavailable,owner_stopped
sz.002789,*ST建艺,uncollected,unavailable,owner_stopped
sz.002790,瑞尔特,uncollected,unavailable,owner_stopped
sz.002791,坚朗五金,uncollected,unavailable,owner_stopped
sz.002792,通宇通讯,uncollected,unavailable,owner_stopped
sz.002793,罗欣药业,uncollected,unavailable,owner_stopped
sz.002795,永和智控,uncollected,unavailable,owner_stopped
sz.002796,世嘉科技,uncollected,unavailable,owner_stopped
sz.002797,第一创业,uncollected,unavailable,owner_stopped
sz.002798,帝欧水华,uncollected,unavailable,owner_stopped
sz.002799,环球印务,uncollected,unavailable,owner_stopped
sz.002800,天顺股份,uncollected,unavailable,owner_stopped
sz.002801,微光股份,uncollected,unavailable,owner_stopped
sz.002802,洪汇新材,uncollected,unavailable,owner_stopped
sz.002803,吉宏股份,uncollected,unavailable,owner_stopped
sz.002805,丰元股份,uncollected,unavailable,owner_stopped
sz.002806,华锋股份,uncollected,unavailable,owner_stopped
sz.002807,江阴银行,uncollected,unavailable,owner_stopped
sz.002808,恒久退,uncollected,unavailable,owner_stopped
sz.002809,红墙股份,uncollected,unavailable,owner_stopped
sz.002810,山东赫达,uncollected,unavailable,owner_stopped
sz.002811,郑中设计,uncollected,unavailable,owner_stopped
sz.002812,恩捷股份,uncollected,unavailable,owner_stopped
sz.002813,路畅科技,uncollected,unavailable,owner_stopped
sz.002815,崇达技术,uncollected,unavailable,owner_stopped
sz.002816,*ST和科,uncollected,unavailable,owner_stopped
sz.002817,黄山胶囊,uncollected,unavailable,owner_stopped
sz.002818,富森美,uncollected,unavailable,owner_stopped
sz.002819,东方中科,uncollected,unavailable,owner_stopped
sz.002820,桂发祥,uncollected,unavailable,owner_stopped
sz.002821,凯莱英,uncollected,unavailable,owner_stopped
sz.002822,ST中装,uncollected,unavailable,owner_stopped
sz.002823,凯中精密,uncollected,unavailable,owner_stopped
sz.002824,和胜股份,uncollected,unavailable,owner_stopped
sz.002825,纳尔股份,uncollected,unavailable,owner_stopped
sz.002826,易明医药,uncollected,unavailable,owner_stopped
sz.002827,高争民爆,uncollected,unavailable,owner_stopped
sz.002828,贝肯能源,uncollected,unavailable,owner_stopped
sz.002829,星网宇达,uncollected,unavailable,owner_stopped
sz.002830,名雕股份,uncollected,unavailable,owner_stopped
sz.002831,裕同科技,uncollected,unavailable,owner_stopped
sz.002832,比音勒芬,uncollected,unavailable,owner_stopped
sz.002833,弘亚数控,uncollected,unavailable,owner_stopped
sz.002835,同为股份,uncollected,unavailable,owner_stopped
sz.002836,新宏泽,uncollected,unavailable,owner_stopped
sz.002837,英维克,uncollected,unavailable,owner_stopped
sz.002838,道恩股份,uncollected,unavailable,owner_stopped
sz.002839,张家港行,uncollected,unavailable,owner_stopped
sz.002840,华统股份,uncollected,unavailable,owner_stopped
sz.002841,视源股份,uncollected,unavailable,owner_stopped
sz.002842,翔鹭钨业,uncollected,unavailable,owner_stopped
sz.002843,泰嘉股份,uncollected,unavailable,owner_stopped
sz.002845,同兴达,uncollected,unavailable,owner_stopped
sz.002846,英联股份,uncollected,unavailable,owner_stopped
sz.002847,盐津铺子,uncollected,unavailable,owner_stopped
sz.002848,高斯贝尔,uncollected,unavailable,owner_stopped
sz.002849,威星智能,uncollected,unavailable,owner_stopped
sz.002850,科达利,uncollected,unavailable,owner_stopped
sz.002851,麦格米特,uncollected,unavailable,owner_stopped
sz.002852,道道全,uncollected,unavailable,owner_stopped
sz.002853,皮阿诺,uncollected,unavailable,owner_stopped
sz.002855,捷荣技术,uncollected,unavailable,owner_stopped
sz.002856,*ST美芝,uncollected,unavailable,owner_stopped
sz.002857,三晖电气,uncollected,unavailable,owner_stopped
sz.002858,力盛体育,uncollected,unavailable,owner_stopped
sz.002859,洁美科技,uncollected,unavailable,owner_stopped
sz.002860,星帅尔,uncollected,unavailable,owner_stopped
sz.002861,瀛通通讯,uncollected,unavailable,owner_stopped
sz.002862,实丰文化,uncollected,unavailable,owner_stopped
sz.002863,今飞凯达,uncollected,unavailable,owner_stopped
sz.002864,盘龙药业,uncollected,unavailable,owner_stopped
sz.002865,钧达股份,uncollected,unavailable,owner_stopped
sz.002866,传艺科技,uncollected,unavailable,owner_stopped
sz.002867,周大生,uncollected,unavailable,owner_stopped
sz.002868,绿康生化,uncollected,unavailable,owner_stopped
sz.002869,金溢科技,uncollected,unavailable,owner_stopped
sz.002870,香山股份,uncollected,unavailable,owner_stopped
sz.002871,伟隆股份,uncollected,unavailable,owner_stopped
sz.002872,ST天圣,uncollected,unavailable,owner_stopped
sz.002873,新天药业,uncollected,unavailable,owner_stopped
sz.002875,安奈儿,uncollected,unavailable,owner_stopped
sz.002876,三利谱,uncollected,unavailable,owner_stopped
sz.002877,智能自控,uncollected,unavailable,owner_stopped
sz.002878,元隆雅图,uncollected,unavailable,owner_stopped
sz.002879,长缆科技,uncollected,unavailable,owner_stopped
sz.002880,卫光生物,uncollected,unavailable,owner_stopped
sz.002881,美格智能,uncollected,unavailable,owner_stopped
sz.002882,金龙羽,uncollected,unavailable,owner_stopped
sz.002883,*ST中设,uncollected,unavailable,owner_stopped
sz.002884,凌霄泵业,uncollected,unavailable,owner_stopped
sz.002885,京泉华,uncollected,unavailable,owner_stopped
sz.002886,沃特股份,uncollected,unavailable,owner_stopped
sz.002887,绿茵生态,uncollected,unavailable,owner_stopped
sz.002888,惠威科技,uncollected,unavailable,owner_stopped
sz.002889,东方嘉盛,uncollected,unavailable,owner_stopped
sz.002890,弘宇股份,uncollected,unavailable,owner_stopped
sz.002891,中宠股份,uncollected,unavailable,owner_stopped
sz.002892,科力尔,uncollected,unavailable,owner_stopped
sz.002893,京能热力,uncollected,unavailable,owner_stopped
sz.002895,川恒股份,uncollected,unavailable,owner_stopped
sz.002896,中大力德,uncollected,unavailable,owner_stopped
sz.002897,意华股份,uncollected,unavailable,owner_stopped
sz.002898,赛隆退,uncollected,unavailable,owner_stopped
sz.002899,英派斯,uncollected,unavailable,owner_stopped
sz.002900,哈三联,uncollected,unavailable,owner_stopped
sz.002901,大博医疗,uncollected,unavailable,owner_stopped
sz.002902,铭普光磁,uncollected,unavailable,owner_stopped
sz.002903,宇环数控,uncollected,unavailable,owner_stopped
sz.002905,金逸影视,uncollected,unavailable,owner_stopped
sz.002906,华阳集团,uncollected,unavailable,owner_stopped
sz.002907,华森制药,uncollected,unavailable,owner_stopped
sz.002908,德生科技,uncollected,unavailable,owner_stopped
sz.002909,集泰股份,uncollected,unavailable,owner_stopped
sz.002910,庄园牧场,uncollected,unavailable,owner_stopped
sz.002911,佛燃能源,uncollected,unavailable,owner_stopped
sz.002912,中新赛克,uncollected,unavailable,owner_stopped
sz.002913,奥士康,uncollected,unavailable,owner_stopped
sz.002915,中欣氟材,uncollected,unavailable,owner_stopped
sz.002916,深南电路,uncollected,unavailable,owner_stopped
sz.002917,金奥博,uncollected,unavailable,owner_stopped
sz.002918,蒙娜丽莎,uncollected,unavailable,owner_stopped
sz.002919,名臣健康,uncollected,unavailable,owner_stopped
sz.002920,德赛西威,uncollected,unavailable,owner_stopped
sz.002921,联诚精密,uncollected,unavailable,owner_stopped
sz.002922,伊戈尔,uncollected,unavailable,owner_stopped
sz.002923,润都股份,uncollected,unavailable,owner_stopped
sz.002925,盈趣科技,uncollected,unavailable,owner_stopped
sz.002926,华西证券,uncollected,unavailable,owner_stopped
sz.002927,泰永长征,uncollected,unavailable,owner_stopped
sz.002928,华夏航空,uncollected,unavailable,owner_stopped
sz.002929,润建股份,uncollected,unavailable,owner_stopped
sz.002930,宏川智慧,uncollected,unavailable,owner_stopped
sz.002931,锋龙股份,uncollected,unavailable,owner_stopped
sz.002932,*ST明德,uncollected,unavailable,owner_stopped
sz.002933,新兴装备,uncollected,unavailable,owner_stopped
sz.002935,天奥电子,uncollected,unavailable,owner_stopped
sz.002936,郑州银行,uncollected,unavailable,owner_stopped
sz.002937,兴瑞科技,uncollected,unavailable,owner_stopped
sz.002938,鹏鼎控股,uncollected,unavailable,owner_stopped
sz.002939,长城证券,uncollected,unavailable,owner_stopped
sz.002940,昂利康,uncollected,unavailable,owner_stopped
sz.002941,新疆交建,uncollected,unavailable,owner_stopped
sz.002942,新农股份,uncollected,unavailable,owner_stopped
sz.002943,宇晶股份,uncollected,unavailable,owner_stopped
sz.002945,华林证券,uncollected,unavailable,owner_stopped
sz.002946,新乳业,uncollected,unavailable,owner_stopped
sz.002947,恒铭达,uncollected,unavailable,owner_stopped
sz.002948,青岛银行,uncollected,unavailable,owner_stopped
sz.002949,华阳国际,uncollected,unavailable,owner_stopped
sz.002950,奥美医疗,uncollected,unavailable,owner_stopped
sz.002951,金时科技,uncollected,unavailable,owner_stopped
sz.002952,亚世光电,uncollected,unavailable,owner_stopped
sz.002953,日丰股份,uncollected,unavailable,owner_stopped
sz.002955,鸿合科技,uncollected,unavailable,owner_stopped
sz.002956,西麦食品,uncollected,unavailable,owner_stopped
sz.002957,科瑞技术,uncollected,unavailable,owner_stopped
sz.002958,青农商行,uncollected,unavailable,owner_stopped
sz.002959,小熊电器,uncollected,unavailable,owner_stopped
sz.002960,青鸟智控,uncollected,unavailable,owner_stopped
sz.002961,瑞达期货,uncollected,unavailable,owner_stopped
sz.002962,五方光电,uncollected,unavailable,owner_stopped
sz.002963,豪尔赛,uncollected,unavailable,owner_stopped
sz.002965,祥鑫科技,uncollected,unavailable,owner_stopped
sz.002966,苏州银行,uncollected,unavailable,owner_stopped
sz.002967,广电计量,uncollected,unavailable,owner_stopped
sz.002968,新大正,uncollected,unavailable,owner_stopped
sz.002969,嘉美包装,uncollected,unavailable,owner_stopped
sz.002970,锐明技术,uncollected,unavailable,owner_stopped
sz.002971,和远气体,uncollected,unavailable,owner_stopped
sz.002972,科安达,uncollected,unavailable,owner_stopped
sz.002973,侨银股份,uncollected,unavailable,owner_stopped
sz.002975,博杰股份,uncollected,unavailable,owner_stopped
sz.002976,瑞玛精密,uncollected,unavailable,owner_stopped
sz.002977,*ST天箭,uncollected,unavailable,owner_stopped
sz.002978,安宁股份,uncollected,unavailable,owner_stopped
sz.002979,雷赛智能,uncollected,unavailable,owner_stopped
sz.002980,华盛昌,uncollected,unavailable,owner_stopped
sz.002981,朝阳科技,uncollected,unavailable,owner_stopped
sz.002982,湘佳股份,uncollected,unavailable,owner_stopped
sz.002983,芯瑞达,uncollected,unavailable,owner_stopped
sz.002984,森麒麟,uncollected,unavailable,owner_stopped
sz.002985,北摩高科,uncollected,unavailable,owner_stopped
sz.002986,宇新股份,uncollected,unavailable,owner_stopped
sz.002987,京北方,uncollected,unavailable,owner_stopped
sz.002988,豪美新材,uncollected,unavailable,owner_stopped
sz.002989,中天精装,uncollected,unavailable,owner_stopped
sz.002990,盛视科技,uncollected,unavailable,owner_stopped
sz.002991,甘源食品,uncollected,unavailable,owner_stopped
sz.002992,宝明科技,uncollected,unavailable,owner_stopped
sz.002993,奥海科技,uncollected,unavailable,owner_stopped
sz.002995,天地在线,uncollected,unavailable,owner_stopped
sz.002996,顺博合金,uncollected,unavailable,owner_stopped
sz.002997,瑞鹄模具,uncollected,unavailable,owner_stopped
sz.002998,优彩资源,uncollected,unavailable,owner_stopped
sz.002999,天禾股份,uncollected,unavailable,owner_stopped
sz.003000,劲仔食品,uncollected,unavailable,owner_stopped
sz.003001,中岩大地,uncollected,unavailable,owner_stopped
sz.003002,壶化股份,uncollected,unavailable,owner_stopped
sz.003003,天元股份,uncollected,unavailable,owner_stopped
sz.003004,声迅股份,uncollected,unavailable,owner_stopped
sz.003005,竞业达,uncollected,unavailable,owner_stopped
sz.003006,百亚股份,uncollected,unavailable,owner_stopped
sz.003007,直真科技,uncollected,unavailable,owner_stopped
sz.003008,开普检测,uncollected,unavailable,owner_stopped
sz.003009,中天火箭,uncollected,unavailable,owner_stopped
sz.003010,若羽臣,uncollected,unavailable,owner_stopped
sz.003011,海象新材,uncollected,unavailable,owner_stopped
sz.003012,东鹏控股,uncollected,unavailable,owner_stopped
sz.003013,地铁设计,uncollected,unavailable,owner_stopped
sz.003015,日久光电,uncollected,unavailable,owner_stopped
sz.003016,欣贺股份,uncollected,unavailable,owner_stopped
sz.003017,大洋生物,uncollected,unavailable,owner_stopped
sz.003018,金富科技,uncollected,unavailable,owner_stopped
sz.003019,宸展光电,uncollected,unavailable,owner_stopped
sz.003020,立方制药,uncollected,unavailable,owner_stopped
sz.003021,兆威机电,uncollected,unavailable,owner_stopped
sz.003022,联泓新科,uncollected,unavailable,owner_stopped
sz.003023,彩虹集团,uncollected,unavailable,owner_stopped
sz.003025,思进智能,uncollected,unavailable,owner_stopped
sz.003026,中晶科技,uncollected,unavailable,owner_stopped
sz.003027,同兴科技,uncollected,unavailable,owner_stopped
sz.003028,振邦智能,uncollected,unavailable,owner_stopped
sz.003029,吉大正元,uncollected,unavailable,owner_stopped
sz.003030,祖名股份,uncollected,unavailable,owner_stopped
sz.003031,中瓷电子,uncollected,unavailable,owner_stopped
sz.003032,传智教育,uncollected,unavailable,owner_stopped
sz.003033,征和工业,uncollected,unavailable,owner_stopped
sz.003035,南网能源,uncollected,unavailable,owner_stopped
sz.003036,泰坦股份,uncollected,unavailable,owner_stopped
sz.003037,三和管桩,uncollected,unavailable,owner_stopped
sz.003038,鑫铂股份,uncollected,unavailable,owner_stopped
sz.003039,顺控发展,uncollected,unavailable,owner_stopped
sz.003040,楚天龙,uncollected,unavailable,owner_stopped
sz.003041,真爱美家,uncollected,unavailable,owner_stopped
sz.003042,中农联合,uncollected,unavailable,owner_stopped
sz.003043,华亚智能,uncollected,unavailable,owner_stopped
sz.003816,中国广核,uncollected,unavailable,owner_stopped
