k1_i,k2_i,direction,entry_time_baseline,gap_bars_baseline,net_return_baseline,entry_time_candidate,gap_bars_candidate,net_return_candidate,sequence_change
51811,51817,1,,,,2024-05-23 10:45:00+00:00,6.0,-0.0036844429153047847,added_after_replay
51815,51817,1,2024-05-23 10:45:00+00:00,2.0,-0.0036844429153047847,,,,removed
52460,52468,1,2024-05-30 05:30:00+00:00,8.0,-0.004105312611027976,2024-05-30 05:30:00+00:00,8.0,-0.004105312611027976,retained
52489,52495,1,2024-05-30 12:15:00+00:00,6.0,0.006904146880900354,2024-05-30 12:15:00+00:00,6.0,0.006904146880900354,retained
52589,52597,1,2024-05-31 13:45:00+00:00,8.0,-0.00648857831480276,2024-05-31 13:45:00+00:00,8.0,-0.00648857831480276,retained
52818,52821,1,2024-06-02 21:45:00+00:00,3.0,-0.0039105474889631325,,,,removed
53156,53163,-1,2024-06-06 11:15:00+00:00,7.0,-0.00396546695690758,2024-06-06 11:15:00+00:00,7.0,-0.00396546695690758,retained
53453,53461,1,,,,2024-06-09 13:45:00+00:00,8.0,0.004376420644904623,added_after_replay
53457,53461,1,2024-06-09 13:45:00+00:00,4.0,0.004376420644904623,,,,removed
53943,53949,-1,2024-06-14 15:45:00+00:00,6.0,0.017124453008229734,2024-06-14 15:45:00+00:00,6.0,0.017124453008229734,retained
54181,54184,-1,2024-06-17 02:30:00+00:00,3.0,-0.004703848608619497,,,,removed
54376,54380,1,2024-06-19 03:30:00+00:00,4.0,-0.004983073008153481,,,,removed
54406,54413,1,2024-06-19 11:45:00+00:00,7.0,-0.004646111366774062,2024-06-19 11:45:00+00:00,7.0,-0.004646111366774062,retained
54467,54470,1,2024-06-20 02:00:00+00:00,3.0,-0.0036694849454809147,,,,removed
54474,54482,1,,,,2024-06-20 05:00:00+00:00,8.0,1.734723475976807e-18,added_after_replay
54958,54964,-1,2024-06-25 05:30:00+00:00,6.0,0.0028263146731060135,2024-06-25 05:30:00+00:00,6.0,0.0028263146731060135,retained
55072,55074,-1,2024-06-26 09:00:00+00:00,2.0,0.0031673408444378177,,,,removed
55175,55180,-1,,,,2024-06-27 11:30:00+00:00,5.0,-0.004075767985082022,added_after_replay
55178,55180,-1,2024-06-27 11:30:00+00:00,2.0,-0.004075767985082022,,,,removed
55608,55615,-1,,,,2024-07-02 00:15:00+00:00,7.0,-0.0038802733554768026,added_after_replay
55612,55615,-1,2024-07-02 00:15:00+00:00,3.0,-0.0038802733554768026,,,,removed
55967,55970,-1,2024-07-05 17:00:00+00:00,3.0,-0.004989806672157425,,,,removed
55971,55979,1,,,,2024-07-05 19:15:00+00:00,8.0,1.734723475976807e-18,added_after_replay
56140,56145,-1,2024-07-07 12:45:00+00:00,5.0,1.734723475976807e-18,2024-07-07 12:45:00+00:00,5.0,1.734723475976807e-18,retained
56248,56251,-1,2024-07-08 15:15:00+00:00,3.0,0.013478232242511769,,,,removed
56508,56510,1,2024-07-11 08:00:00+00:00,2.0,0.006320874362014896,,,,removed
56508,56514,1,,,,2024-07-11 09:00:00+00:00,6.0,0.00393721306909023,added_after_replay
56536,56540,-1,2024-07-11 15:30:00+00:00,4.0,0.014313148788927534,,,,removed
57198,57201,1,2024-07-18 12:45:00+00:00,3.0,-0.0037214916509197265,,,,removed
57263,57266,-1,2024-07-19 05:00:00+00:00,3.0,-0.004149950889446695,,,,removed
57294,57301,1,2024-07-19 13:45:00+00:00,7.0,0.02548285803154049,2024-07-19 13:45:00+00:00,7.0,0.02548285803154049,retained
57510,57512,-1,2024-07-21 18:30:00+00:00,2.0,-0.0038289724161097976,,,,removed
57561,57565,-1,2024-07-22 07:45:00+00:00,4.0,-0.0037573647260324954,,,,removed
57608,57610,-1,2024-07-22 19:00:00+00:00,2.0,-0.0036988751252662305,,,,removed
57627,57634,-1,2024-07-23 01:00:00+00:00,7.0,0.008985249268687602,2024-07-23 01:00:00+00:00,7.0,0.008985249268687602,retained
58093,58098,-1,,,,2024-07-27 21:00:00+00:00,5.0,-0.012434767216480845,added_after_replay
58095,58098,-1,2024-07-27 21:00:00+00:00,3.0,-0.012434767216480845,,,,removed
58193,58200,1,2024-07-28 22:30:00+00:00,7.0,-0.006409056075163398,2024-07-28 22:30:00+00:00,7.0,-0.006409056075163398,retained
58435,58438,-1,2024-07-31 10:00:00+00:00,3.0,-1.0928757898653885e-16,,,,removed
58613,58615,-1,2024-08-02 06:15:00+00:00,2.0,-0.0062361431104098735,,,,removed
58968,58970,1,2024-08-05 23:00:00+00:00,2.0,-0.006270410588278262,,,,removed
59128,59130,-1,2024-08-07 15:00:00+00:00,2.0,0.01716895314196476,,,,removed
59321,59326,-1,2024-08-09 16:00:00+00:00,5.0,-0.0061474007281772085,2024-08-09 16:00:00+00:00,5.0,-0.0061474007281772085,retained
59352,59354,1,2024-08-09 23:00:00+00:00,2.0,-0.0052387064922242415,,,,removed
59355,59362,-1,,,,2024-08-10 01:00:00+00:00,7.0,-0.005547469702825046,added_after_replay
59412,59419,1,2024-08-10 15:15:00+00:00,7.0,-0.0050686770921525275,2024-08-10 15:15:00+00:00,7.0,-0.0050686770921525275,retained
59597,59600,1,2024-08-12 12:30:00+00:00,3.0,-0.006063850469041008,,,,removed
59601,59607,-1,,,,2024-08-12 14:15:00+00:00,6.0,-0.004582258937194659,added_after_replay
59624,59628,-1,2024-08-12 19:30:00+00:00,4.0,-0.004354806645524787,,,,removed
59632,59637,-1,,,,2024-08-12 21:45:00+00:00,5.0,-0.005344402277039915,added_after_replay
59661,59663,-1,2024-08-13 04:15:00+00:00,2.0,-0.0046235005235122344,,,,removed
59664,59672,1,,,,2024-08-13 06:30:00+00:00,8.0,1.734723475976807e-18,added_after_replay
59701,59705,1,2024-08-13 14:45:00+00:00,4.0,0.023567995644568684,,,,removed
59954,59960,1,,,,2024-08-16 06:30:00+00:00,6.0,0.00332972073840976,added_after_replay
59955,59958,-1,2024-08-16 06:00:00+00:00,3.0,-0.0036841960541691404,,,,removed
59984,59992,-1,,,,2024-08-16 14:30:00+00:00,8.0,-0.005746425937165343,added_after_replay
59988,59990,1,2024-08-16 14:00:00+00:00,2.0,-0.012390910009989818,,,,removed
60293,60297,1,2024-08-19 18:45:00+00:00,4.0,-0.005504030819236337,,,,removed
60293,60300,1,,,,2024-08-19 19:30:00+00:00,7.0,1.734723475976807e-18,added_after_replay
60470,60473,1,2024-08-21 14:45:00+00:00,3.0,-0.00838998990702433,,,,removed
60470,60477,1,,,,2024-08-21 15:45:00+00:00,7.0,-0.0065285760683588805,added_after_replay
60572,60578,-1,2024-08-22 17:00:00+00:00,6.0,-0.0060892168660717765,2024-08-22 17:00:00+00:00,6.0,-0.0060892168660717765,retained
60612,60618,-1,2024-08-23 03:00:00+00:00,6.0,-0.0038487275773753087,2024-08-23 03:00:00+00:00,6.0,-0.0038487275773753087,retained
60790,60792,-1,2024-08-24 22:30:00+00:00,2.0,-0.004932045532942462,,,,removed
60913,60921,-1,2024-08-26 06:45:00+00:00,8.0,1.734723475976807e-18,2024-08-26 06:45:00+00:00,8.0,1.734723475976807e-18,retained
61318,61320,-1,2024-08-30 10:30:00+00:00,2.0,1.734723475976807e-18,,,,removed
61318,61323,-1,,,,2024-08-30 11:15:00+00:00,5.0,-0.005092851124375073,added_after_replay
61464,61472,-1,2024-09-01 00:30:00+00:00,8.0,0.003931900158217873,2024-09-01 00:30:00+00:00,8.0,0.003931900158217873,retained
61545,61548,-1,2024-09-01 19:30:00+00:00,3.0,-0.00526149703399059,,,,removed
61546,61552,1,,,,2024-09-01 20:30:00+00:00,6.0,-0.003803332667959845,added_after_replay
61600,61605,1,2024-09-02 09:45:00+00:00,5.0,0.005084160794776251,2024-09-02 09:45:00+00:00,5.0,0.005084160794776251,retained
62098,62102,1,2024-09-07 14:00:00+00:00,4.0,1.734723475976807e-18,,,,removed
62131,62133,-1,2024-09-07 21:45:00+00:00,2.0,-0.004161361954108099,,,,removed
62628,62630,1,2024-09-13 02:00:00+00:00,2.0,-0.005226827388815523,,,,removed
62677,62679,1,2024-09-13 14:15:00+00:00,2.0,-0.008204767639010456,,,,removed
62861,62866,1,2024-09-15 13:00:00+00:00,5.0,-0.004137619440525929,2024-09-15 13:00:00+00:00,5.0,-0.004137619440525929,retained
63142,63150,-1,2024-09-18 12:00:00+00:00,8.0,-0.003941351795667012,2024-09-18 12:00:00+00:00,8.0,-0.003941351795667012,retained
63175,63180,1,2024-09-18 19:30:00+00:00,5.0,-0.010098960831863788,2024-09-18 19:30:00+00:00,5.0,-0.010098960831863788,retained
63354,63359,-1,2024-09-20 16:15:00+00:00,5.0,0.005727414579435599,2024-09-20 16:15:00+00:00,5.0,0.005727414579435599,retained
63386,63392,-1,2024-09-21 00:30:00+00:00,6.0,-0.0009051887083920667,2024-09-21 00:30:00+00:00,6.0,-0.0009051887083920667,retained
63577,63584,1,2024-09-23 00:30:00+00:00,7.0,0.003375025126184818,2024-09-23 00:30:00+00:00,7.0,0.003375025126184818,retained
63636,63643,1,,,,2024-09-23 15:15:00+00:00,7.0,-0.005350998983014497,added_after_replay
63639,63643,1,2024-09-23 15:15:00+00:00,4.0,-0.005350998983014497,,,,removed
63661,63668,-1,,,,2024-09-23 21:30:00+00:00,7.0,0.005437085382095421,added_after_replay
63664,63668,-1,2024-09-23 21:30:00+00:00,4.0,0.005437085382095421,,,,removed
63735,63739,-1,2024-09-24 15:15:00+00:00,4.0,-0.004049209488978354,,,,removed
64211,64219,1,2024-09-29 15:15:00+00:00,8.0,1.734723475976807e-18,2024-09-29 15:15:00+00:00,8.0,1.734723475976807e-18,retained
64249,64254,-1,2024-09-30 00:00:00+00:00,5.0,0.00420996826422715,2024-09-30 00:00:00+00:00,5.0,0.00420996826422715,retained
64509,64515,1,2024-10-02 17:15:00+00:00,6.0,-0.005164582587669829,2024-10-02 17:15:00+00:00,6.0,-0.005164582587669829,retained
64571,64573,-1,2024-10-03 07:45:00+00:00,2.0,0.007403788359926946,,,,removed
64624,64628,-1,2024-10-03 21:30:00+00:00,4.0,-0.0038602266452816263,,,,removed
64624,64629,-1,,,,2024-10-03 21:45:00+00:00,5.0,-0.004420350703877583,added_after_replay
64973,64979,1,2024-10-07 13:15:00+00:00,6.0,0.003846950007862839,2024-10-07 13:15:00+00:00,6.0,0.003846950007862839,retained
65588,65594,1,2024-10-13 23:00:00+00:00,6.0,-0.003807659319868149,2024-10-13 23:00:00+00:00,6.0,-0.003807659319868149,retained
65903,65905,-1,2024-10-17 04:45:00+00:00,2.0,-0.004643695232437349,,,,removed
65977,65984,1,2024-10-18 00:30:00+00:00,7.0,-0.003892070370178023,2024-10-18 00:30:00+00:00,7.0,-0.003892070370178023,retained
66440,66443,1,2024-10-22 19:15:00+00:00,3.0,1.734723475976807e-18,,,,removed
66681,66683,-1,2024-10-25 07:15:00+00:00,2.0,-0.005686313671512176,,,,removed
66689,66696,1,,,,2024-10-25 10:30:00+00:00,7.0,1.734723475976807e-18,added_after_replay
67191,67194,1,2024-10-30 15:00:00+00:00,3.0,-0.005452180397138793,,,,removed
67217,67223,1,2024-10-30 22:15:00+00:00,6.0,-0.005508249350477555,2024-10-30 22:15:00+00:00,6.0,-0.005508249350477555,retained
67266,67273,1,2024-10-31 10:45:00+00:00,7.0,-0.0057588282824940756,2024-10-31 10:45:00+00:00,7.0,-0.0057588282824940756,retained
67389,67392,-1,2024-11-01 16:30:00+00:00,3.0,0.010746489802950345,,,,removed
67618,67620,1,2024-11-04 01:30:00+00:00,2.0,0.006485545807564998,,,,removed
67650,67653,1,2024-11-04 09:45:00+00:00,3.0,0.005659559593529375,,,,removed
67673,67678,-1,2024-11-04 16:00:00+00:00,5.0,-0.0038765525631405656,2024-11-04 16:00:00+00:00,5.0,-0.0038765525631405656,retained
67957,67959,-1,2024-11-07 14:15:00+00:00,2.0,-0.0036679306558162744,,,,removed
68180,68186,1,,,,2024-11-09 23:00:00+00:00,6.0,1.734723475976807e-18,added_after_replay
68184,68186,1,2024-11-09 23:00:00+00:00,2.0,1.734723475976807e-18,,,,removed
68437,68440,-1,2024-11-12 14:30:00+00:00,3.0,-0.00389220476724028,,,,removed
68441,68449,1,,,,2024-11-12 16:45:00+00:00,8.0,0.019911287016847856,added_after_replay
68480,68483,1,2024-11-13 01:15:00+00:00,3.0,-0.009973797153828732,,,,removed
68480,68485,1,,,,2024-11-13 01:45:00+00:00,5.0,-0.006690141963890615,added_after_replay
68523,68529,1,,,,2024-11-13 12:45:00+00:00,6.0,-0.006457723252807688,added_after_replay
68524,68526,-1,2024-11-13 12:00:00+00:00,2.0,-0.003960804443121189,,,,removed
68708,68711,1,2024-11-15 10:15:00+00:00,3.0,0.004803926671033578,,,,removed
68849,68852,1,2024-11-16 21:30:00+00:00,3.0,-0.004345317216231546,,,,removed
68849,68854,1,,,,2024-11-16 22:00:00+00:00,5.0,-0.003711495471347857,added_after_replay
68907,68910,-1,2024-11-17 12:00:00+00:00,3.0,-0.003719900907247718,,,,removed
69010,69017,-1,2024-11-18 14:45:00+00:00,7.0,-0.007478590115797655,2024-11-18 14:45:00+00:00,7.0,-0.007478590115797655,retained
69057,69061,1,2024-11-19 01:45:00+00:00,4.0,-0.0057951101845159485,,,,removed
69111,69113,1,2024-11-19 14:45:00+00:00,2.0,1.734723475976807e-18,,,,removed
69146,69148,1,2024-11-19 23:30:00+00:00,2.0,-0.006035591417823281,,,,removed
69160,69167,1,,,,2024-11-20 04:15:00+00:00,7.0,1.734723475976807e-18,added_after_replay
69396,69398,-1,2024-11-22 14:00:00+00:00,2.0,-0.006355466632297578,,,,removed
69455,69457,-1,2024-11-23 04:45:00+00:00,2.0,-0.005012228734325495,,,,removed
69491,69497,1,2024-11-23 14:45:00+00:00,6.0,-0.003802323579860099,2024-11-23 14:45:00+00:00,6.0,-0.003802323579860099,retained
69543,69547,1,2024-11-24 03:15:00+00:00,4.0,-0.0038297248504268726,,,,removed
69558,69566,1,,,,2024-11-24 08:00:00+00:00,8.0,-0.003721194879089505,added_after_replay
69639,69641,1,2024-11-25 02:45:00+00:00,2.0,-0.0043942219034934765,,,,removed
69959,69963,-1,2024-11-28 11:15:00+00:00,4.0,-0.003758366719487814,,,,removed
69959,69964,-1,,,,2024-11-28 11:30:00+00:00,5.0,-0.0038814100673345547,added_after_replay
70009,70011,1,2024-11-28 23:15:00+00:00,2.0,-0.003775128145654503,,,,removed
70009,70017,1,,,,2024-11-29 00:45:00+00:00,8.0,-0.005188776842004137,added_after_replay
70118,70121,-1,2024-11-30 02:45:00+00:00,3.0,-0.0037080171153880386,,,,removed
70132,70137,1,,,,2024-11-30 06:45:00+00:00,5.0,-0.00441876507860217,added_after_replay
70362,70364,-1,2024-12-02 15:30:00+00:00,2.0,-0.005832273639853057,,,,removed
70362,70369,-1,,,,2024-12-02 16:45:00+00:00,7.0,0.013883024609095075,added_after_replay
70459,70462,1,2024-12-03 16:00:00+00:00,3.0,-0.0057626824655444536,,,,removed
70500,70506,1,2024-12-04 03:00:00+00:00,6.0,0.00814781810951848,2024-12-04 03:00:00+00:00,6.0,0.00814781810951848,retained
70548,70551,-1,2024-12-04 14:15:00+00:00,3.0,-0.0042363779258929295,,,,removed
70552,70557,1,,,,2024-12-04 15:45:00+00:00,5.0,-0.00397202065410218,added_after_replay
70747,70749,-1,2024-12-06 15:45:00+00:00,2.0,-0.004580645161290418,,,,removed
70747,70753,-1,,,,2024-12-06 16:45:00+00:00,6.0,-0.0058291286710558925,added_after_replay
70806,70814,1,2024-12-07 08:00:00+00:00,8.0,-0.005321908195817458,2024-12-07 08:00:00+00:00,8.0,-0.005321908195817458,retained
70869,70873,-1,2024-12-07 22:45:00+00:00,4.0,-0.004130165651705429,,,,removed
70872,70879,-1,,,,2024-12-08 00:15:00+00:00,7.0,-0.003730495601114157,added_after_replay
70904,70908,1,2024-12-08 07:30:00+00:00,4.0,-0.004122187525663621,,,,removed
70906,70911,-1,,,,2024-12-08 08:15:00+00:00,5.0,1.734723475976807e-18,added_after_replay
70941,70948,1,2024-12-08 17:30:00+00:00,7.0,-0.003952049652134691,2024-12-08 17:30:00+00:00,7.0,-0.003952049652134691,retained
70977,70979,-1,2024-12-09 01:15:00+00:00,2.0,0.006869642763889796,,,,removed
71125,71129,1,2024-12-10 14:45:00+00:00,4.0,-0.010838828388345155,,,,removed
71125,71130,1,,,,2024-12-10 15:00:00+00:00,5.0,-0.006378078735907787,added_after_replay
71402,71404,1,2024-12-13 11:30:00+00:00,2.0,-0.003731630993610178,,,,removed
71699,71701,1,2024-12-16 13:45:00+00:00,2.0,0.006199126311567051,,,,removed
71805,71807,1,2024-12-17 16:15:00+00:00,2.0,-0.010294653601512825,,,,removed
71821,71828,-1,,,,2024-12-17 21:30:00+00:00,7.0,1.734723475976807e-18,added_after_replay
72108,72111,1,2024-12-20 20:15:00+00:00,3.0,-0.005366019360528383,,,,removed
72113,72119,-1,,,,2024-12-20 22:15:00+00:00,6.0,-0.003745256601285883,added_after_replay
72203,72211,-1,2024-12-21 21:15:00+00:00,8.0,0.0049053282881191835,2024-12-21 21:15:00+00:00,8.0,0.0049053282881191835,retained
72731,72737,-1,2024-12-27 08:45:00+00:00,6.0,-0.005894611257206693,2024-12-27 08:45:00+00:00,6.0,-0.005894611257206693,retained
73061,73063,1,2024-12-30 18:15:00+00:00,2.0,-0.011272701281786477,,,,removed
