split,key,trades,net_r,net_r_per_trade,gross_r,gross_r_per_trade,cost_r_per_trade,win_rate,avg_win_r,avg_loss_r,share_net_ge_2r,realized_ge_10r,share_mfe_ge_2r,mean_mfe_r,median_initial_risk_frac,breakeven_roundtrip_bp,share_of_period_trades
period_x_side,later_short,24454,239.57457095809883,0.00979694818672196,2096.785155504731,0.08574405641223239,0.07594710822551043,0.32559090537335406,2.078406926312181,-0.988885603707221,0.12558272675226956,65,0.32199231209618057,1.8141208277431393,0.0317815648085543,22.57993975429105,0.48887467263749224
period_x_side,later_long,25567,-2328.7618707727693,-0.09108467441517461,-353.71030308493107,-0.01383464243301643,0.07725003198215818,0.26432510658270425,2.406375367699132,-0.9884122816568399,0.08862987444753002,210,0.309656979700395,2.0723277406997465,0.0313450292397661,-3.5817829657887277,0.5111253273625077
period_x_timeframe_x_side,earlier_30m_short,9151,1840.1201362099569,0.2010840494164525,2514.0335828629622,0.274727743728878,0.07364369431242546,0.34433395257348925,2.4387571136353836,-0.9740672548091893,0.1603103485957819,29,0.34990711397661456,2.0663507790848317,0.0313465783664458,74.60998427465495,0.29241092826330084
period_x_timeframe_x_side,earlier_30m_long,9148,2061.041328262635,0.2252996642176033,2753.572666873948,0.30100269642260036,0.07570303220499706,0.3209444687363358,2.77309147760609,-0.9788723840935039,0.14221687800612157,87,0.3413860953213817,2.2283838777864635,0.03015070881012795,79.52196567437666,0.2923150663045215
period_x_timeframe_x_side,earlier_60m_short,4813,-472.224937933098,-0.09811446871662123,-228.68640379939805,-0.04751431618520632,0.05060015253141491,0.31207147309370453,1.7978598507989965,-0.9582030908587106,0.10824849366299605,1,0.3075005194265531,1.6893964382238962,0.0455758962623951,-18.78030551615719,0.15379453586834957
period_x_timeframe_x_side,earlier_60m_long,5055,221.11338870401931,0.04374152100969719,498.79112540848166,0.0986728240175038,0.05493130300780658,0.32245301681503463,2.138959780854689,-0.9533988479092332,0.10544015825914936,33,0.35173095944609295,2.1005582432147913,0.0410436822046321,35.92589966543516,0.16152740054321776
period_x_timeframe_x_side,earlier_240m_short,1524,-438.02702967907493,-0.2874193108130413,-398.03458721422214,-0.2611775506655001,0.02624176014754119,0.26246719160104987,1.551969194044159,-0.9420059673458528,0.06758530183727034,0,0.26443569553805774,1.348524707974895,0.08494659257216315,-199.05490271769898,0.04869787505991372
period_x_timeframe_x_side,earlier_240m_long,1604,1070.9155413089109,0.667653080616528,1115.2534130997153,0.695295145324012,0.027642064707484124,0.40648379052369077,3.043757093142284,-0.9596786590544731,0.17394014962593515,26,0.43453865336658354,3.0412376732103787,0.08288916693517885,503.0703405710211,0.051254193960696595
period_x_timeframe_x_side,later_30m_short,15178,-1504.4772767515224,-0.09912223459952052,-144.06942431707986,-0.00949199000639609,0.08963024459312441,0.2999736460666754,2.0100867779754408,-1.0029555178234073,0.10824878113058374,35,0.29872183423375936,1.669797671390731,0.0262299515023627,-2.1180328246307667,0.3034325583255033
period_x_timeframe_x_side,later_30m_long,15400,-1253.4914759778276,-0.08139555038817062,147.93390820311802,0.009606097935267404,0.09100164832343803,0.26571428571428574,2.4517173226512554,-0.9980472904374572,0.08811688311688312,128,0.30564935064935067,2.0577131482826854,0.0264812051886185,2.111192074483182,0.3078706943083905
period_x_timeframe_x_side,later_60m_short,7129,1088.1484982125344,0.1526369053461263,1517.6665315100292,0.21288631386029305,0.060249408514166755,0.3635853555898443,2.1096460646850477,-0.9654075603815537,0.14377893112638518,23,0.3569925655772198,2.0118629767975995,0.0387645478961505,70.66834981798567,0.14252014154055298
period_x_timeframe_x_side,later_60m_long,7784,-732.2104174427528,-0.09406608651628376,-239.0909260847444,-0.030715689373682478,0.0633503971426013,0.2647738951695786,2.3546106141026018,-0.9758977622065725,0.09301130524152107,60,0.31269270298047275,2.0726688849719315,0.036671364272267304,-9.697078711137888,0.1556146418504228
period_x_timeframe_x_side,later_240m_short,2147,655.9033494970865,0.30549760106990526,723.1880483117814,0.3368365385709275,0.031338937501022235,0.3805309734513274,2.3600345746777966,-0.956575111289228,0.18770377270610153,7,0.3702841173730787,2.17780647586033,0.0722816814022025,214.96359827766358,0.042921972771435994
period_x_timeframe_x_side,later_240m_long,2383,-343.05997735218904,-0.14396138369793918,-262.55328520330477,-0.11017762702614552,0.033783756671793626,0.25388166177087707,2.2760412809195594,-0.9674156087224537,0.07763323541754091,22,0.3256399496433068,2.1656593631118546,0.0672097759674133,-65.22520754367962,0.04763999120369445
