profile,arm,kind,time_utc,price,quantity,total_quantity,common_stop,net_at_stop,committed_floor,equity_after_exit_fee,entry_notional,entry_fees,funding_paid,margin,maintenance_ratio,rate,payment,frozen_high,pullback_low,raised,prior_stop,deferred,reason,exit_window_end,risk_quantity_cap,retained_target,floor_before
original_base_repaired_margin,two,stop_update,2026-08-21T08:00:00+00:00,0.1753,0.0,61973.0,0.167,1088.9580361800006,1088.9580361800006,1702.8195602800015,9237.7097,9.2377097,3.2360631200000003,,,,,,,,0.1582,False,,,,,
original_base_repaired_margin,two,funding,2026-08-21T08:00:00+00:00,0.1753,0.0,61973.0,0.167,1088.4148428350006,1088.9580361800006,1702.2763669350015,9237.7097,9.2377097,3.7792564650000005,,,5e-05,0.543193345,,,,,,,,,,
original_base_repaired_margin,two,funding,2026-08-21T12:00:00+00:00,0.1849,0.0,61973.0,0.167,1087.8419024500006,1088.9580361800006,2296.049285750002,9237.7097,9.2377097,4.35219685,,,5e-05,0.5729403850000001,,,,,,,,,,
original_base_repaired_margin,two,funding,2026-08-21T16:00:00+00:00,0.1836,0.0,61973.0,0.167,1087.2729903100005,1088.9580361800006,2214.9960385100007,9237.7097,9.2377097,4.9211089900000005,,,5e-05,0.56891214,,,,,,,,,,
original_base_repaired_margin,two,funding,2026-08-21T20:00:00+00:00,0.1871,0.0,61973.0,0.167,1086.6932328950006,1088.9580361800006,2431.1048755949996,9237.7097,9.2377097,5.500866405,,,5e-05,0.579757415,,,,,,,,,,
original_base_repaired_margin,two,structure,2026-08-21T21:00:00+00:00,0.1925,0.0,61973.0,0.18080000000000002,1941.065405495002,1088.9580361800006,2765.4244213950005,9237.7097,9.2377097,5.500866405,,,,,0.1896,0.1809,True,,,,,,,
original_base_repaired_margin,two,stop_update,2026-08-21T21:00:00+00:00,0.1925,0.0,61973.0,0.18080000000000002,1941.065405495002,1941.065405495002,2765.4244213950005,9237.7097,9.2377097,5.500866405,,,,,,,,0.167,False,,,,,
original_base_repaired_margin,two,funding,2026-08-22T00:00:00+00:00,0.1992,0.0,61973.0,0.18080000000000002,1940.448154415002,1941.065405495002,3179.6110512150008,9237.7097,9.2377097,6.118117485,,,5e-05,0.6172510800000001,,,,,,,,,,
original_base_repaired_margin,two,structure,2026-08-22T01:00:00+00:00,0.207,0.0,61973.0,0.1967,2924.833483715002,1941.065405495002,3662.517061815001,9237.7097,9.2377097,6.118117485,,,,,0.204,0.1968,True,,,,,,,
original_base_repaired_margin,two,stop_update,2026-08-22T01:00:00+00:00,0.207,0.0,61973.0,0.1967,2924.833483715002,2924.833483715002,3662.517061815001,9237.7097,9.2377097,6.118117485,,,,,,,,0.18080000000000002,False,,,,,
original_base_repaired_margin,two,funding,2026-08-22T04:00:00+00:00,0.2176,0.0,61973.0,0.1967,2924.1592174750017,2924.833483715002,4318.099681774999,9237.7097,9.2377097,6.792383725,,,5e-05,0.6742662399999999,,,,,,,,,,
original_base_repaired_margin,two,exit,2026-08-22T05:00:00+00:00,0.1967,61973.0,61973.0,0.1967,2924.1592174750017,2924.833483715002,3024.1592174750017,9237.7097,9.2377097,6.792383725,,,,,,,,,,intrabar_stop,2026-08-22T06:00:00+00:00,,,
original_base_repaired_margin,continuous,entry,2026-08-19T18:00:00+00:00,0.1402,25000.0,25000.0,0.1362,-106.91000000000045,-106.91000000000045,92.99,3505.0,3.505,0.0,87.5625,0.01,,,,,,,,,,,,
original_base_repaired_margin,continuous,funding,2026-08-19T20:00:00+00:00,0.1417,0.0,25000.0,0.1362,-107.08712500000046,-106.91000000000045,130.275375,3505.0,3.505,0.177125,,,5e-05,0.177125,,,,,,,,,,
original_base_repaired_margin,continuous,funding,2026-08-20T00:00:00+00:00,0.1465,0.0,25000.0,0.1362,-107.27025000000044,-106.91000000000045,249.97225,3505.0,3.505,0.36025,,,5e-05,0.183125,,,,,,,,,,
original_base_repaired_margin,continuous,funding,2026-08-20T04:00:00+00:00,0.1454,0.0,25000.0,0.1362,-107.45200000000045,-106.91000000000045,222.31799999999998,3505.0,3.505,0.542,,,5e-05,0.18175,,,,,,,,,,
original_base_repaired_margin,continuous,structure,2026-08-20T08:00:00+00:00,0.1503,0.0,25000.0,0.14450000000000002,99.84050000000046,-106.91000000000045,344.6954999999996,3505.0,3.505,0.542,,,,,0.1485,0.1446,True,,,,,,,
original_base_repaired_margin,continuous,stop_update,2026-08-20T08:00:00+00:00,0.1503,0.0,25000.0,0.14450000000000002,99.84050000000046,-106.91000000000045,344.6954999999996,3505.0,3.505,0.542,,,,,,,,0.1362,True,,,,,
original_base_repaired_margin,continuous,funding,2026-08-20T08:00:00+00:00,0.1503,0.0,25000.0,0.14450000000000002,99.65262500000046,-106.91000000000045,344.50762499999956,3505.0,3.505,0.729875,,,5e-05,0.187875,,,,,,,,,,
original_base_repaired_margin,continuous,add,2026-08-20T08:00:00+00:00,0.1503,8175.0,33175.0,0.14450000000000002,49.827635000000946,49.827635000000946,342.05022,4733.702499999999,4.7337025,0.729875,124.65506249999999,0.01,,,,,,,,,,8175.0,49.82631250000023,-106.91000000000045
original_base_repaired_margin,continuous,structure,2026-08-20T11:00:00+00:00,0.1565,0.0,33175.0,0.1517,288.44877500000064,49.827635000000946,547.5295350000004,4733.702499999999,4.7337025,0.729875,,,,,0.1543,0.1518,True,,,,,,,
original_base_repaired_margin,continuous,stop_update,2026-08-20T11:00:00+00:00,0.1565,0.0,33175.0,0.1517,288.44877500000064,49.827635000000946,547.5295350000004,4733.702499999999,4.7337025,0.729875,,,,,,,,0.14450000000000002,True,,,,,
original_base_repaired_margin,continuous,add,2026-08-20T11:00:00+00:00,0.1564,28798.0,61973.0,0.1517,144.22551119999994,144.22551119999994,535.2073381000021,9237.7097,9.2377097,0.729875,242.31443000000004,0.015,,,,,,,,,,28798.0,144.22438750000032,49.827635000000946
original_base_repaired_margin,continuous,funding,2026-08-20T12:00:00+00:00,0.1588,0.0,61973.0,0.1517,143.73344557999994,144.22551119999994,683.3017372799994,9237.7097,9.2377097,1.22194062,,,5e-05,0.49206562,,,,,,,,,,
original_base_repaired_margin,continuous,funding,2026-08-20T16:00:00+00:00,0.1589,0.0,61973.0,0.1517,143.24107009499994,144.22551119999994,689.0004644950011,9237.7097,9.2377097,1.714316105,,,5e-05,0.49237548500000006,,,,,,,,,,
original_base_repaired_margin,continuous,structure,2026-08-20T17:00:00+00:00,0.1616,0.0,61973.0,0.15360000000000001,260.87202139500187,144.22551119999994,856.1602373949997,9237.7097,9.2377097,1.714316105,,,,,0.159,0.1537,True,,,,,,,
original_base_repaired_margin,continuous,stop_update,2026-08-20T17:00:00+00:00,0.1616,0.0,61973.0,0.15360000000000001,260.87202139500187,144.22551119999994,856.1602373949997,9237.7097,9.2377097,1.714316105,,,,,,,,0.1517,True,,,,,
original_base_repaired_margin,continuous,add,2026-08-20T17:00:00+00:00,0.1615,14199.0,76172.0,0.15360000000000001,144.22581649500026,144.22581649500026,845.3828576949999,11530.8482,11.5308482,1.714316105,307.54445,0.015,,,,,,,,,,14199.0,144.22551119999994,144.22551119999994
original_base_repaired_margin,continuous,funding,2026-08-20T20:00:00+00:00,0.1613,0.0,76172.0,0.15360000000000001,143.61148931500026,144.22581649500026,829.5493649149987,11530.8482,11.5308482,2.328643285,,,5e-05,0.61432718,,,,,,,,,,
original_base_repaired_margin,continuous,funding,2026-08-21T00:00:00+00:00,0.1641,0.0,76172.0,0.15360000000000001,142.98649805500025,144.22581649500026,1041.9926920549988,11530.8482,11.5308482,2.953634545,,,5e-05,0.62499126,,,,,,,,,,
original_base_repaired_margin,continuous,funding,2026-08-21T04:00:00+00:00,0.1657,0.0,76172.0,0.15360000000000001,142.35541303500025,144.22581649500026,1163.1149318349994,11530.8482,11.5308482,3.584719565,,,5e-05,0.63108502,,,,,,,,,,
original_base_repaired_margin,continuous,structure,2026-08-21T05:00:00+00:00,0.1669,0.0,76172.0,0.1582,492.39622183500035,144.22581649500026,1254.4299254349992,11530.8482,11.5308482,3.584719565,,,,,0.1659,0.1583,True,,,,,,,
original_base_repaired_margin,continuous,stop_update,2026-08-21T05:00:00+00:00,0.1669,0.0,76172.0,0.1582,492.39622183500035,144.22581649500026,1254.4299254349992,11530.8482,11.5308482,3.584719565,,,,,,,,0.15360000000000001,True,,,,,
original_base_repaired_margin,continuous,add,2026-08-21T05:00:00+00:00,0.1669,27279.0,103451.0,0.1582,246.2005189350013,246.2005189350013,1245.324195235001,16083.7133,16.0837133,3.584719565,431.6492975,0.015,,,,,,,,,,27279.0,246.19811091750017,144.22581649500026
original_base_repaired_margin,continuous,structure,2026-08-21T08:00:00+00:00,0.1753,0.0,103451.0,0.167,1155.6589501350034,246.2005189350013,2113.4436068350033,16083.7133,16.0837133,3.584719565,,,,,0.1705,0.1671,True,,,,,,,
original_base_repaired_margin,continuous,stop_update,2026-08-21T08:00:00+00:00,0.1753,0.0,103451.0,0.167,1155.6589501350034,246.2005189350013,2113.4436068350033,16083.7133,16.0837133,3.584719565,,,,,,,,0.1582,True,,,,,
original_base_repaired_margin,continuous,funding,2026-08-21T08:00:00+00:00,0.1753,0.0,103451.0,0.167,1154.7522021200032,246.2005189350013,2112.5368588200026,16083.7133,16.0837133,4.49146758,,,5e-05,0.9067480150000001,,,,,,,,,,
original_base_repaired_margin,continuous,add,2026-08-21T08:00:00+00:00,0.1753,66808.0,170259.0,0.167,577.3774237200013,577.3774237200013,2089.1139740200033,27795.1557,27.795155700000002,4.49146758,1492.3201350000002,0.03,,,,,,,,,,66808.0,577.3761010600016,246.2005189350013
original_base_repaired_margin,continuous,funding,2026-08-21T12:00:00+00:00,0.1849,0.0,170259.0,0.167,575.8033792650012,577.3774237200013,3720.391843165001,27795.1557,27.795155700000002,6.065512035,,,5e-05,1.5740444550000001,,,,,,,,,,
original_base_repaired_margin,continuous,funding,2026-08-21T16:00:00+00:00,0.1836,0.0,170259.0,0.167,574.2404016450013,577.3774237200013,3497.713502245001,27795.1557,27.795155700000002,7.628489655,,,5e-05,1.56297762,,,,,,,,,,
original_base_repaired_margin,continuous,funding,2026-08-21T20:00:00+00:00,0.1871,0.0,170259.0,0.167,572.6476287000012,577.3774237200013,4091.4313227999983,27795.1557,27.795155700000002,9.2212626,,,5e-05,1.5927729449999999,,,,,,,,,,
original_base_repaired_margin,continuous,structure,2026-08-21T21:00:00+00:00,0.1925,0.0,170259.0,0.18080000000000002,2919.8722545000037,577.3774237200013,5009.9105242,27795.1557,27.795155700000002,9.2212626,,,,,0.1896,0.1809,True,,,,,,,
original_base_repaired_margin,continuous,stop_update,2026-08-21T21:00:00+00:00,0.1925,0.0,170259.0,0.18080000000000002,2919.8722545000037,577.3774237200013,5009.9105242,27795.1557,27.795155700000002,9.2212626,,,,,,,,0.167,True,,,,,
original_base_repaired_margin,continuous,add,2026-08-21T21:00:00+00:00,0.1925,120922.0,291181.0,0.18080000000000002,1459.944671900003,1459.944671900003,4963.355554199995,51072.6407,51.0726407,9.2212626,3083.1871562156216,0.035,,,,,,,,,,120922.0,1459.9361272500018,577.3774237200013
original_base_repaired_margin,continuous,funding,2026-08-22T00:00:00+00:00,0.1992,0.0,291181.0,0.18080000000000002,1457.044509140003,1459.944671900003,6909.4171787399955,51072.6407,51.0726407,12.12142536,,,5e-05,2.90016276,,,,,,,,,,
original_base_repaired_margin,continuous,structure,2026-08-22T01:00:00+00:00,0.207,0.0,291181.0,0.1967,6082.192631240004,1459.944671900003,9178.357766939995,51072.6407,51.0726407,12.12142536,,,,,0.204,0.1968,True,,,,,,,
original_base_repaired_margin,continuous,stop_update,2026-08-22T01:00:00+00:00,0.207,0.0,291181.0,0.1967,6082.192631240004,1459.944671900003,9178.357766939995,51072.6407,51.0726407,12.12142536,,,,,,,,0.18080000000000002,True,,,,,
original_base_repaired_margin,continuous,add,2026-08-22T01:00:00+00:00,0.207,284116.0,575297.0,0.1967,3041.100202040002,3041.100202040002,9060.733742939987,109884.6527,109.8846527,12.12142536,7148.047959183673,0.04,,,,,,,,,,284116.0,3041.096315620002,1459.944671900003
original_base_repaired_margin,continuous,funding,2026-08-22T04:00:00+00:00,0.2176,0.0,575297.0,0.1967,3034.840970680002,3041.100202040002,15146.52456337998,109884.6527,109.8846527,18.380656719999998,,,5e-05,6.259231359999999,,,,,,,,,,
original_base_repaired_margin,continuous,exit,2026-08-22T05:00:00+00:00,0.2253,575297.0,575297.0,0.1967,3034.840970680002,3041.100202040002,19571.88167647999,109884.6527,109.8846527,18.380656719999998,,,,,,,,,,stop_and_maintenance_same_hour,2026-08-22T06:00:00+00:00,,,
previous_adjusted_base,none,entry,2026-08-19T18:00:00+00:00,0.1402,19000.0,19000.0,0.1362,-81.2516,-81.2516,94.6724,2663.7999999999997,2.6637999999999997,0.0,88.73,0.01,,,,,,,,,,,,
previous_adjusted_base,none,funding,2026-08-19T20:00:00+00:00,0.1417,0.0,19000.0,0.1362,-81.38621499999999,-81.2516,123.009285,2663.7999999999997,2.6637999999999997,0.13461499999999998,,,5e-05,0.13461499999999998,,,,,,,,,,
previous_adjusted_base,none,funding,2026-08-20T00:00:00+00:00,0.1465,0.0,19000.0,0.1362,-81.52539,-81.2516,213.97891000000027,2663.7999999999997,2.6637999999999997,0.27379,,,5e-05,0.139175,,,,,,,,,,
previous_adjusted_base,none,funding,2026-08-20T04:00:00+00:00,0.1454,0.0,19000.0,0.1362,-81.66351999999999,-81.2516,192.96168000000017,2663.7999999999997,2.6637999999999997,0.41191999999999995,,,5e-05,0.13813,,,,,,,,,,
previous_adjusted_base,none,structure,2026-08-20T08:00:00+00:00,0.1503,0.0,19000.0,0.14450000000000002,75.87878000000073,-81.2516,285.9685800000001,2663.7999999999997,2.6637999999999997,0.41191999999999995,,,,,0.1485,0.1446,True,,,,,,,
previous_adjusted_base,none,stop_update,2026-08-20T08:00:00+00:00,0.1503,0.0,19000.0,0.14450000000000002,75.87878000000073,75.87878000000073,285.9685800000001,2663.7999999999997,2.6637999999999997,0.41191999999999995,,,,,,,,0.1362,False,,,,,
previous_adjusted_base,none,funding,2026-08-20T08:00:00+00:00,0.1503,0.0,19000.0,0.14450000000000002,75.73599500000073,75.87878000000073,285.8257950000001,2663.7999999999997,2.6637999999999997,0.554705,,,5e-05,0.142785,,,,,,,,,,
previous_adjusted_base,none,structure,2026-08-20T11:00:00+00:00,0.1565,0.0,19000.0,0.1517,212.39919500000045,75.87878000000073,403.5079950000003,2663.7999999999997,2.6637999999999997,0.554705,,,,,0.1543,0.1518,True,,,,,,,
previous_adjusted_base,none,stop_update,2026-08-20T11:00:00+00:00,0.1565,0.0,19000.0,0.1517,212.39919500000045,212.39919500000045,403.5079950000003,2663.7999999999997,2.6637999999999997,0.554705,,,,,,,,0.14450000000000002,False,,,,,
previous_adjusted_base,none,funding,2026-08-20T12:00:00+00:00,0.1588,0.0,19000.0,0.1517,212.24833500000045,212.39919500000045,447.01343500000013,2663.7999999999997,2.6637999999999997,0.705565,,,5e-05,0.15086,,,,,,,,,,
previous_adjusted_base,none,funding,2026-08-20T16:00:00+00:00,0.1589,0.0,19000.0,0.1517,212.09738000000047,212.39919500000045,448.7605800000007,2663.7999999999997,2.6637999999999997,0.8565200000000001,,,5e-05,0.15095500000000003,,,,,,,,,,
previous_adjusted_base,none,structure,2026-08-20T17:00:00+00:00,0.1616,0.0,19000.0,0.15360000000000001,248.16128000000037,212.39919500000045,500.0092800000004,2663.7999999999997,2.6637999999999997,0.8565200000000001,,,,,0.159,0.1537,True,,,,,,,
