open_utc,bar_i,open_bj,open,high,low,close,volume,atr
2026-08-31 07:48:00+00:00,540892,2026-08-31 15:48:00,2438.93,2439.91,2437.01,2438.29,52728.41,3.3050322178080513
2026-08-31 07:51:00+00:00,540893,2026-08-31 15:51:00,2438.29,2439.37,2438.01,2438.19,13314.08,3.1661013451074527
2026-08-31 07:54:00+00:00,540894,2026-08-31 15:54:00,2438.18,2438.99,2438.0,2438.46,9151.73,3.010665534742619
2026-08-31 07:57:00+00:00,540895,2026-08-31 15:57:00,2438.46,2439.68,2438.45,2439.25,7582.84,2.883475139403862
2026-08-31 08:00:00+00:00,540896,2026-08-31 16:00:00,2439.25,2441.32,2437.36,2437.36,35583.71,2.960369772303589
2026-08-31 08:03:00+00:00,540897,2026-08-31 16:03:00,2437.37,2437.51,2435.17,2435.41,50354.62,2.916057645710486
2026-08-31 08:06:00+00:00,540898,2026-08-31 16:06:00,2435.41,2436.76,2432.5,2436.75,74205.83,3.0120535281597527
2026-08-31 08:09:00+00:00,540899,2026-08-31 16:09:00,2436.76,2443.81,2436.75,2442.43,61733.52,3.301192561862624
2026-08-31 08:12:00+00:00,540900,2026-08-31 16:12:00,2442.42,2444.71,2439.0,2439.39,60194.91,3.4732502360152964
2026-08-31 08:15:00+00:00,540901,2026-08-31 16:15:00,2439.39,2439.52,2435.96,2436.73,23998.88,3.4794466477284858
2026-08-31 08:18:00+00:00,540902,2026-08-31 16:18:00,2436.73,2437.7,2432.27,2433.47,58600.65,3.6187718871764396
2026-08-31 08:21:00+00:00,540903,2026-08-31 16:21:00,2433.47,2435.22,2432.94,2433.79,49268.91,3.5231453238066757
2026-08-31 08:24:00+00:00,540904,2026-08-31 16:24:00,2433.78,2435.64,2433.29,2433.32,32381.7,3.4393492292490495
2026-08-31 08:27:00+00:00,540905,2026-08-31 16:27:00,2433.31,2436.06,2432.69,2435.19,26139.06,3.43439571287411
2026-08-31 08:30:00+00:00,540906,2026-08-31 16:30:00,2435.2,2437.84,2434.43,2437.7,20292.45,3.4326531619545526
2026-08-31 08:33:00+00:00,540907,2026-08-31 16:33:00,2437.7,2437.99,2435.8,2437.41,16648.56,3.343892221814913
2026-08-31 08:36:00+00:00,540908,2026-08-31 16:36:00,2437.41,2437.42,2435.62,2435.69,14979.89,3.2336142059710036
2026-08-31 08:39:00+00:00,540909,2026-08-31 16:39:00,2435.69,2440.73,2435.69,2440.2,34914.8,3.3626417626873577
2026-08-31 08:42:00+00:00,540910,2026-08-31 16:42:00,2440.21,2449.93,2440.1,2442.25,186185.9,3.8245959224953983
2026-08-31 08:45:00+00:00,540911,2026-08-31 16:45:00,2442.25,2444.27,2441.59,2442.45,29211.68,3.7428390708885724
2026-08-31 08:48:00+00:00,540912,2026-08-31 16:48:00,2442.45,2445.0,2442.23,2443.1,29688.01,3.673350565825102
2026-08-31 08:51:00+00:00,540913,2026-08-31 16:51:00,2443.1,2447.0,2442.79,2446.2,46699.15,3.7116826682661688
2026-08-31 08:54:00+00:00,540914,2026-08-31 16:54:00,2446.21,2446.78,2444.64,2445.28,43511.51,3.5994196205328945
2026-08-31 08:57:00+00:00,540915,2026-08-31 16:57:00,2445.28,2446.51,2444.78,2444.99,30912.04,3.465889647637689
2026-08-31 09:00:00+00:00,540916,2026-08-31 17:00:00,2444.99,2445.5,2443.28,2444.18,37392.98,3.3768975299492685
2026-08-31 09:03:00+00:00,540917,2026-08-31 17:03:00,2444.18,2446.42,2442.24,2445.9,38736.91,3.43426199209577
2026-08-31 09:06:00+00:00,540918,2026-08-31 17:06:00,2445.9,2452.69,2442.95,2451.64,120443.26,3.884671849803232
2026-08-31 09:09:00+00:00,540919,2026-08-31 17:09:00,2451.64,2451.99,2445.0,2445.45,99235.06,4.1064810033887
2026-08-31 09:12:00+00:00,540920,2026-08-31 17:12:00,2445.45,2445.6,2443.23,2444.3,53254.66,3.9824466460037846
2026-08-31 09:15:00+00:00,540921,2026-08-31 17:15:00,2444.31,2447.31,2442.83,2447.22,54744.09,4.0179861712892295
2026-08-31 09:18:00+00:00,540922,2026-08-31 17:18:00,2447.22,2447.74,2445.54,2446.6,19790.16,3.8881300161971284
2026-08-31 09:21:00+00:00,540923,2026-08-31 17:21:00,2446.61,2450.0,2446.55,2449.08,65145.06,3.856835015040178
2026-08-31 09:24:00+00:00,540924,2026-08-31 17:24:00,2449.08,2451.29,2445.54,2447.42,67721.05,3.9920610853944507
2026-08-31 09:27:00+00:00,540925,2026-08-31 17:27:00,2447.43,2448.68,2445.35,2445.88,40378.25,3.94477100786627
2026-08-31 09:30:00+00:00,540926,2026-08-31 17:30:00,2445.88,2447.35,2445.4,2446.14,26334.28,3.802287364447238
2026-08-31 09:33:00+00:00,540927,2026-08-31 17:33:00,2446.14,2448.0,2445.67,2446.75,21156.45,3.69712398127243
2026-08-31 09:36:00+00:00,540928,2026-08-31 17:36:00,2446.75,2447.0,2445.24,2446.1,13123.08,3.5587579826101288
2026-08-31 09:39:00+00:00,540929,2026-08-31 17:39:00,2446.09,2446.53,2445.01,2445.81,14242.51,3.4131324124236895
2026-08-31 09:42:00+00:00,540930,2026-08-31 17:42:00,2445.8,2448.44,2445.73,2448.0,15624.13,3.3629086686791427
2026-08-31 09:45:00+00:00,540931,2026-08-31 17:45:00,2448.0,2456.84,2448.0,2451.73,255979.1,3.7541294780592147
2026-08-31 09:48:00+00:00,540932,2026-08-31 17:48:00,2451.73,2452.3,2447.74,2447.92,60484.41,3.8116916581978706
2026-08-31 09:51:00+00:00,540933,2026-08-31 17:51:00,2447.92,2447.92,2445.61,2446.29,46887.48,3.7044279683265904
2026-08-31 09:54:00+00:00,540934,2026-08-31 17:54:00,2446.29,2446.99,2445.16,2445.2,26974.58,3.570540256303257
2026-08-31 09:57:00+00:00,540935,2026-08-31 17:57:00,2445.2,2446.28,2445.2,2445.53,45134.65,3.392644523710195
2026-08-31 10:00:00+00:00,540936,2026-08-31 18:00:00,2445.53,2446.32,2442.0,2442.74,101837.37,3.4588842005880496
2026-08-31 10:03:00+00:00,540937,2026-08-31 18:03:00,2442.75,2443.05,2441.5,2441.91,79115.02,3.3225353291174877
2026-08-31 10:06:00+00:00,540938,2026-08-31 18:06:00,2441.91,2442.5,2440.14,2440.32,72741.34,3.253782805609105
2026-08-31 10:09:00+00:00,540939,2026-08-31 18:09:00,2440.31,2445.88,2439.65,2445.11,84087.9,3.4663697480655986
2026-08-31 10:12:00+00:00,540940,2026-08-31 18:12:00,2445.11,2448.52,2444.84,2448.36,65124.95,3.481629051775187
2026-08-31 10:15:00+00:00,540941,2026-08-31 18:15:00,2448.36,2448.48,2444.35,2446.01,54314.42,3.5279412623626816
2026-08-31 10:18:00+00:00,540942,2026-08-31 18:18:00,2446.01,2448.38,2445.95,2447.5,19164.27,3.4495168864796537
2026-08-31 10:21:00+00:00,540943,2026-08-31 18:21:00,2447.51,2447.57,2445.07,2446.43,12662.77,3.381694251731107
2026-08-31 10:24:00+00:00,540944,2026-08-31 18:24:00,2446.42,2448.0,2445.36,2447.83,14899.56,3.328716090893162
2026-08-31 10:27:00+00:00,540945,2026-08-31 18:27:00,2447.83,2448.61,2447.63,2447.76,26841.51,3.160950655829366
2026-08-31 10:30:00+00:00,540946,2026-08-31 18:30:00,2447.76,2448.06,2445.36,2445.79,28042.9,3.1280256089843985
2026-08-31 10:33:00+00:00,540947,2026-08-31 18:33:00,2445.8,2446.95,2444.69,2446.59,15647.12,3.06602377977121
2026-08-31 10:36:00+00:00,540948,2026-08-31 18:36:00,2446.59,2449.69,2446.58,2448.86,37423.26,3.0691649383589903
2026-08-31 10:39:00+00:00,540949,2026-08-31 18:39:00,2448.87,2450.0,2448.07,2448.59,28912.35,2.9877960141904794
2026-08-31 10:42:00+00:00,540950,2026-08-31 18:42:00,2448.59,2451.12,2448.32,2449.75,33090.25,2.974382013176854
2026-08-31 10:45:00+00:00,540951,2026-08-31 18:45:00,2449.75,2450.58,2448.98,2450.01,20877.77,2.876211869378501
2026-08-31 10:48:00+00:00,540952,2026-08-31 18:48:00,2450.01,2450.86,2448.84,2448.84,20340.86,2.8150538787086066
2026-08-31 10:51:00+00:00,540953,2026-08-31 18:51:00,2448.85,2455.68,2448.84,2453.97,120845.4,3.1025500302293985
2026-08-31 10:54:00+00:00,540954,2026-08-31 18:54:00,2453.96,2455.44,2453.46,2453.46,66407.44,3.022367885213014
2026-08-31 10:57:00+00:00,540955,2026-08-31 18:57:00,2453.46,2455.11,2453.35,2454.33,69299.43,2.932198750554957
2026-08-31 11:00:00+00:00,540956,2026-08-31 19:00:00,2454.33,2456.39,2451.35,2454.0,87715.65,3.0827559826581714
2026-08-31 11:03:00+00:00,540957,2026-08-31 19:03:00,2453.99,2454.01,2451.86,2452.32,35092.13,3.0161305553254514
2026-08-31 11:06:00+00:00,540958,2026-08-31 19:06:00,2452.33,2456.8,2451.54,2451.59,50267.38,3.176406944230792
2026-08-31 11:09:00+00:00,540959,2026-08-31 19:09:00,2451.59,2454.29,2451.04,2453.2,19963.77,3.1816635910714495
2026-08-31 11:12:00+00:00,540960,2026-08-31 19:12:00,2453.2,2455.3,2452.62,2453.31,17904.46,3.1458304774235093
2026-08-31 11:15:00+00:00,540961,2026-08-31 19:15:00,2453.31,2455.44,2451.26,2453.28,45550.44,3.2196997290361042
2026-08-31 11:18:00+00:00,540962,2026-08-31 19:18:00,2453.27,2455.47,2453.19,2454.46,22088.18,3.1525783198192214
2026-08-31 11:21:00+00:00,540963,2026-08-31 19:21:00,2454.46,2454.46,2452.78,2453.68,19207.06,3.0473941541178364
2026-08-31 11:24:00+00:00,540964,2026-08-31 19:24:00,2453.68,2454.0,2451.29,2451.95,26196.12,3.0232945716808506
2026-08-31 11:27:00+00:00,540965,2026-08-31 19:27:00,2451.95,2451.96,2449.5,2451.01,34783.29,2.983059245132221
2026-08-31 11:30:00+00:00,540966,2026-08-31 19:30:00,2451.02,2451.2,2448.56,2448.56,31588.95,2.9585550133370537
2026-08-31 11:33:00+00:00,540967,2026-08-31 19:33:00,2448.56,2449.45,2446.4,2447.39,38869.53,2.9650867980986733
2026-08-31 11:36:00+00:00,540968,2026-08-31 19:36:00,2447.39,2448.46,2446.04,2447.69,27381.91,2.9261520268059162
2026-08-31 11:39:00+00:00,540969,2026-08-31 19:39:00,2447.68,2448.61,2446.62,2447.08,18712.4,2.859284024891225
2026-08-31 11:42:00+00:00,540970,2026-08-31 19:42:00,2447.08,2447.09,2445.6,2446.11,37792.06,2.7614780231132974
2026-08-31 11:45:00+00:00,540971,2026-08-31 19:45:00,2446.11,2447.0,2445.03,2445.57,23735.83,2.70494387860519
2026-08-31 11:48:00+00:00,540972,2026-08-31 19:48:00,2445.57,2446.08,2444.68,2445.74,40341.51,2.6117336015619688
2026-08-31 11:51:00+00:00,540973,2026-08-31 19:51:00,2445.73,2445.74,2443.09,2443.09,33563.73,2.614466915736088
2026-08-31 11:54:00+00:00,540974,2026-08-31 19:54:00,2443.1,2445.38,2442.37,2444.43,41419.49,2.6427192788978116
2026-08-31 11:57:00+00:00,540975,2026-08-31 19:57:00,2444.42,2445.61,2443.76,2445.04,23195.91,2.586096473262247
2026-08-31 12:00:00+00:00,540976,2026-08-31 20:00:00,2445.05,2449.67,2443.6,2449.66,76580.71,2.8349467251720983
2026-08-31 12:03:00+00:00,540977,2026-08-31 20:03:00,2449.67,2456.47,2449.66,2453.32,155058.41,3.118879101945516
2026-08-31 12:06:00+00:00,540978,2026-08-31 20:06:00,2453.32,2456.28,2450.77,2455.37,67634.84,3.2896734518065665
2026-08-31 12:09:00+00:00,540979,2026-08-31 20:09:00,2455.38,2455.38,2450.02,2453.85,93727.48,3.437553919534678
2026-08-31 12:12:00+00:00,540980,2026-08-31 20:12:00,2453.85,2453.85,2451.27,2451.97,37836.84,3.3763000681393387
2026-08-31 12:15:00+00:00,540981,2026-08-31 20:15:00,2451.97,2453.17,2450.88,2451.94,38892.7,3.298707206129383
2026-08-31 12:18:00+00:00,540982,2026-08-31 20:18:00,2451.96,2464.0,2451.83,2458.63,331456.36,3.9323709771201467
2026-08-31 12:21:00+00:00,540983,2026-08-31 20:21:00,2458.62,2460.76,2454.6,2456.73,92335.12,4.091487335897301
2026-08-31 12:24:00+00:00,540984,2026-08-31 20:24:00,2456.73,2458.51,2446.03,2450.49,213462.06,4.690666811904639
2026-08-31 12:27:00+00:00,540985,2026-08-31 20:27:00,2450.48,2456.94,2450.14,2453.53,87290.34,4.841333468197178
2026-08-31 12:30:00+00:00,540986,2026-08-31 20:30:00,2453.53,2455.69,2448.48,2455.01,110253.68,5.0105239347545245
2026-08-31 12:33:00+00:00,540987,2026-08-31 20:33:00,2455.0,2457.85,2453.26,2457.58,89630.85,4.980486510843464
2026-08-31 12:36:00+00:00,540988,2026-08-31 20:36:00,2457.58,2457.78,2451.74,2451.99,66867.0,5.056166045783248
2026-08-31 12:39:00+00:00,540989,2026-08-31 20:39:00,2451.99,2451.99,2443.23,2447.47,175140.58,5.32072561394157
2026-08-31 12:42:00+00:00,540990,2026-08-31 20:42:00,2447.46,2450.65,2446.97,2450.13,68176.71,5.203530927231478
2026-08-31 12:45:00+00:00,540991,2026-08-31 20:45:00,2450.13,2450.69,2447.09,2450.63,47000.7,5.088993003857794
2026-08-31 12:48:00+00:00,540992,2026-08-31 20:48:00,2450.63,2450.63,2445.74,2448.8,48632.36,5.074779217867976
2026-08-31 12:51:00+00:00,540993,2026-08-31 20:51:00,2448.8,2451.54,2448.01,2448.19,64722.11,4.964437845163102
2026-08-31 12:54:00+00:00,540994,2026-08-31 20:54:00,2448.18,2449.0,2445.5,2448.63,25254.93,4.859835141937166
2026-08-31 12:57:00+00:00,540995,2026-08-31 20:57:00,2448.63,2450.69,2448.63,2450.68,27463.81,4.659846917513079
2026-08-31 13:00:00+00:00,540996,2026-08-31 21:00:00,2450.69,2458.42,2450.47,2456.56,174568.05,4.894857851976449
2026-08-31 13:03:00+00:00,540997,2026-08-31 21:03:00,2456.56,2456.56,2452.08,2453.03,42614.08,4.865225148263847
2026-08-31 13:06:00+00:00,540998,2026-08-31 21:06:00,2453.04,2454.67,2452.2,2452.5,24301.9,4.694137637673591
2026-08-31 13:09:00+00:00,540999,2026-08-31 21:09:00,2452.5,2452.51,2450.99,2451.94,18625.18,4.467413520696937
2026-08-31 13:12:00+00:00,541000,2026-08-31 21:12:00,2451.94,2453.78,2451.72,2452.59,15688.77,4.295455412075755
2026-08-31 13:15:00+00:00,541001,2026-08-31 21:15:00,2452.58,2453.85,2450.98,2451.4,27878.25,4.193637168356051
2026-08-31 13:18:00+00:00,541002,2026-08-31 21:18:00,2451.4,2451.44,2447.85,2450.1,49560.83,4.1505202277592
2026-08-31 13:21:00+00:00,541003,2026-08-31 21:21:00,2450.1,2452.7,2449.14,2450.93,31638.54,4.108340211490682
2026-08-31 13:24:00+00:00,541004,2026-08-31 21:24:00,2450.93,2451.69,2445.88,2446.26,33128.88,4.229887339241343
2026-08-31 13:27:00+00:00,541005,2026-08-31 21:27:00,2446.25,2450.3,2444.12,2449.82,63827.66,4.369181100724125
2026-08-31 13:30:00+00:00,541006,2026-08-31 21:30:00,2449.82,2458.09,2447.47,2448.02,166587.85,4.815668164958141
2026-08-31 13:33:00+00:00,541007,2026-08-31 21:33:00,2448.01,2450.81,2444.53,2444.83,93421.9,4.920263296032542
2026-08-31 13:36:00+00:00,541008,2026-08-31 21:36:00,2444.83,2449.61,2444.2,2447.49,78356.49,4.955244489173097
2026-08-31 13:39:00+00:00,541009,2026-08-31 21:39:00,2447.49,2453.88,2447.49,2452.2,61718.51,5.057727025660756
2026-08-31 13:42:00+00:00,541010,2026-08-31 21:42:00,2452.21,2455.37,2446.45,2446.89,85929.8,5.333603666684993
2026-08-31 13:45:00+00:00,541011,2026-08-31 21:45:00,2446.89,2447.99,2440.32,2445.21,189708.36,5.500489119064609
2026-08-31 13:48:00+00:00,541012,2026-08-31 21:48:00,2445.2,2448.61,2438.0,2441.0,109350.84,5.865454181988574
2026-08-31 13:51:00+00:00,541013,2026-08-31 21:51:00,2440.99,2441.75,2435.5,2439.04,199578.66,5.892921740417962
2026-08-31 13:54:00+00:00,541014,2026-08-31 21:54:00,2439.05,2445.35,2438.0,2443.94,102115.85,5.9969987589595295
2026-08-31 13:57:00+00:00,541015,2026-08-31 21:57:00,2443.94,2444.3,2437.7,2439.33,65207.64,6.040070276176732
2026-08-31 14:00:00+00:00,541016,2026-08-31 22:00:00,2439.33,2442.35,2437.4,2441.77,96826.84,5.962208113592667
2026-08-31 14:03:00+00:00,541017,2026-08-31 22:03:00,2441.78,2446.24,2441.26,2444.41,99599.89,5.89205039119316
2026-08-31 14:06:00+00:00,541018,2026-08-31 22:06:00,2444.4,2446.0,2437.51,2446.0,71272.8,6.077618220393632
2026-08-31 14:09:00+00:00,541019,2026-08-31 22:09:00,2445.99,2446.5,2440.0,2440.01,50951.78,6.107788347508373
2026-08-31 14:12:00+00:00,541020,2026-08-31 22:12:00,2440.01,2442.0,2438.07,2439.58,34658.57,5.952232036972049
2026-08-31 14:15:00+00:00,541021,2026-08-31 22:15:00,2439.58,2442.0,2436.17,2441.99,52786.58,5.943501177188326
2026-08-31 14:18:00+00:00,541022,2026-08-31 22:18:00,2442.0,2445.74,2441.58,2443.03,57379.43,5.816108235960578
2026-08-31 14:21:00+00:00,541023,2026-08-31 22:21:00,2443.04,2448.0,2439.81,2441.45,54412.04,5.985671933391969
2026-08-31 14:24:00+00:00,541024,2026-08-31 22:24:00,2441.46,2441.46,2436.67,2438.26,63767.16,5.90026679529254
