signal_i,signal_bar_open,entry_i,entry_time,side,entry_price,initial_stop,initial_risk,initial_risk_frac,protection,mfe_r,trail_armed,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,exit_time_precision,account_equity_before,account_equity_after,arm,trade_no,carry_in,signal_id,direction,signal_open_bj,signal_confirm_bj,entry_bj,exit_bar_open_bj,exit_bj_from,exit_bj_to,status,cost_r,price_risk_1u_quantity_eth,be_trigger_bar_bj,favorable_r_lower,favorable_r_upper,full_initial_stop
543232,2026-09-05 04:48:00+00:00,543233,2026-09-05 04:51:00+00:00,-1,2448.6,2450.81,2.2100000000000364,0.0009025565629339363,2450.81,2.257918552036063,False,543250,2026-09-05 05:42:00+00:00,2450.81,initial_stop,-0.0009025565629339205,-0.0029025565629339205,-1.0,-3.215927601809901,False,bar_open_or_intrabar_window,0.04073015895446863,0.040611937364286,original,11,False,2026-09-05 12:51:00,空,2026-09-05 12:48:00,2026-09-05 12:51:00,2026-09-05 12:51:00,2026-09-05 13:42:00,2026-09-05 13:42:00,2026-09-05 13:45:00,已平仓,2.215927601809918,0.452488687782798,,2.257918552036063,2.257918552036063,True
544594,2026-09-08 00:54:00+00:00,544595,2026-09-08 00:57:00+00:00,1,2492.72,2487.06,5.6599999999998545,0.0022706120222086134,2492.15,2.598939929328695,True,544627,2026-09-08 02:33:00+00:00,2492.15,trailing_stop,-0.00022866587502801128,-0.0022286658750280113,-0.1007067137808699,-0.9815265017667786,False,bar_open_or_intrabar_window,0.040611937364286,0.04052142692536344,original,12,False,2026-09-08 08:57:00,多,2026-09-08 08:54:00,2026-09-08 08:57:00,2026-09-08 08:57:00,2026-09-08 10:33:00,2026-09-08 10:33:00,2026-09-08 10:36:00,已平仓,0.8808197879858883,0.1766784452296865,,2.598939929328695,2.598939929328695,False
545072,2026-09-09 00:48:00+00:00,545073,2026-09-09 00:51:00+00:00,1,2495.55,2486.51,9.039999999999964,0.0036224479573640934,2486.51,0.38163716814157433,False,545119,2026-09-09 03:09:00+00:00,2486.51,initial_stop,-0.0036224479573641055,-0.0056224479573641056,-1.0,-1.5521128318584128,False,bar_open_or_intrabar_window,0.04052142692536344,0.04029359731131745,original,13,False,2026-09-09 08:51:00,多,2026-09-09 08:48:00,2026-09-09 08:51:00,2026-09-09 08:51:00,2026-09-09 11:09:00,2026-09-09 11:09:00,2026-09-09 11:12:00,已平仓,0.5521128318584093,0.11061946902654912,,0.38163716814157433,0.38163716814157433,True
545120,2026-09-09 03:12:00+00:00,545121,2026-09-09 03:15:00+00:00,-1,2486.46,2493.13,6.670000000000073,0.002682528574760934,2493.13,0.1904047976011946,False,545136,2026-09-09 04:00:00+00:00,2493.13,initial_stop,-0.002682528574760923,-0.004682528574760923,-1.0,-1.7455652173912921,False,bar_open_or_intrabar_window,0.04029359731131745,0.0401049213905273,original,14,False,2026-09-09 11:15:00,空,2026-09-09 11:12:00,2026-09-09 11:15:00,2026-09-09 11:15:00,2026-09-09 12:00:00,2026-09-09 12:00:00,2026-09-09 12:03:00,已平仓,0.7455652173912963,0.14992503748125774,,0.1904047976011946,0.1904047976011946,True
545137,2026-09-09 04:03:00+00:00,545138,2026-09-09 04:06:00+00:00,1,2500.5,2484.58,15.920000000000073,0.0063667266546690955,2484.58,0.8128140703517585,False,545173,2026-09-09 05:51:00+00:00,2492.99,opposite_v6_next_open,-0.0030033993201360465,-0.0050033993201360465,-0.4717336683417201,-0.7858668341708622,False,bar_open_or_intrabar_window,0.0401049213905273,0.039904260454107825,original,15,False,2026-09-09 12:06:00,多,2026-09-09 12:03:00,2026-09-09 12:06:00,2026-09-09 12:06:00,2026-09-09 13:51:00,2026-09-09 13:51:00,2026-09-09 13:51:00,已平仓,0.3141331658291443,0.06281407035175851,,0.8128140703517585,0.8128140703517585,False
545730,2026-09-10 09:42:00+00:00,545731,2026-09-10 09:45:00+00:00,-1,2466.77,2476.48,9.710000000000036,0.003936321586528147,2444.48,6.461380020597276,True,545871,2026-09-10 16:45:00+00:00,2444.48,trailing_stop,0.009036107946829186,0.007036107946829186,2.2955715756951474,1.7874830072090386,False,bar_open_or_intrabar_window,0.039904260454107825,0.04018503113820132,original,16,False,2026-09-10 17:45:00,空,2026-09-10 17:42:00,2026-09-10 17:45:00,2026-09-10 17:45:00,2026-09-11 00:45:00,2026-09-11 00:45:00,2026-09-11 00:48:00,已平仓,0.5080885684860948,0.10298661174047335,,6.461380020597276,6.461380020597276,False
546659,2026-09-12 08:09:00+00:00,546660,2026-09-12 08:12:00+00:00,1,2525.14,2521.54,3.599999999999909,0.0014256635275667524,2533.9900000000002,5.933333333333518,True,546808,2026-09-12 15:36:00+00:00,2533.9900000000002,trailing_stop,0.0035047561719352416,0.0015047561719352415,2.4583333333334965,1.0554777777779587,False,bar_open_or_intrabar_window,0.04018503113820132,0.04024549981182594,original,17,False,2026-09-12 16:12:00,多,2026-09-12 16:09:00,2026-09-12 16:12:00,2026-09-12 16:12:00,2026-09-12 23:36:00,2026-09-12 23:36:00,2026-09-12 23:39:00,已平仓,1.402855555555591,0.2777777777777848,,5.933333333333518,5.933333333333518,False
546844,2026-09-12 17:24:00+00:00,546845,2026-09-12 17:27:00+00:00,-1,2526.26,2533.0,6.739999999999782,0.0026679755844607367,2533.0,1.85014836795262,False,547093,2026-09-13 05:51:00+00:00,2522.76,opposite_v6_next_open,0.0013854472619603264,-0.0006145527380396736,0.51928783382791,-0.23034421364987484,False,bar_open_or_intrabar_window,0.04024549981182594,0.0402207668297228,original,18,False,2026-09-13 01:27:00,空,2026-09-13 01:24:00,2026-09-13 01:27:00,2026-09-13 01:27:00,2026-09-13 13:51:00,2026-09-13 13:51:00,2026-09-13 13:51:00,已平仓,0.7496320474777692,0.14836795252226,,1.85014836795262,1.85014836795262,False
547092,2026-09-13 05:48:00+00:00,547093,2026-09-13 05:51:00+00:00,1,2522.76,2521.34,1.4200000000000728,0.0005628755807132159,2521.34,0.21830985915487996,False,547101,2026-09-13 06:15:00+00:00,2521.34,initial_stop,-0.000562875580713218,-0.002562875580713218,-1.0,-4.553183098591371,False,bar_open_or_intrabar_window,0.0402207668297228,0.04011768600857735,original,19,False,2026-09-13 13:51:00,多,2026-09-13 13:48:00,2026-09-13 13:51:00,2026-09-13 13:51:00,2026-09-13 14:15:00,2026-09-13 14:15:00,2026-09-13 14:18:00,已平仓,3.5531830985913677,0.7042253521126399,,0.21830985915487996,0.21830985915487996,True
547677,2026-09-14 11:03:00+00:00,547678,2026-09-14 11:06:00+00:00,-1,2508.71,2518.57,9.860000000000127,0.003930306811070282,2518.57,2.213995943204832,False,547721,2026-09-14 13:15:00+00:00,2503.28,boundary_mark,0.0021644590247577034,0.0001644590247577033,0.5507099391480493,0.04184381338741304,True,last_complete_close,0.04011768600857735,0.04011768600857735,original,20,False,2026-09-14 19:06:00,空,2026-09-14 19:03:00,2026-09-14 19:06:00,2026-09-14 19:06:00,2026-09-14 21:15:00,2026-09-14 21:18:00,2026-09-14 21:18:00,截止仍持仓，仅收盘估值,0.5088661257606426,0.10141987829614474,,2.213995943204832,2.213995943204832,False
