timeframe_min,arm,policy,period,candidates,taken,censored,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r,net_ge3r,net_ge3r_rate,net_ge5r,net_ge5r_rate,net_ge10r,net_ge10r_rate,matched,weeks,mean_excess_bp,p_one_sided,ci_low_bp,ci_high_bp,minimum_p_resolution,random_coverage,random_mean_net_bp,paired_target_mean_net_bp,random_win_rate,random_mean_net_r,random_ge5r,holm_p_four_cells
15,v9_both,retest,later,3778,398,19,379,118,261,0.0,0.3113456464379947,0.2668168113755629,0.35966042435052226,0.31926121372031663,-0.15397083442509982,-58.354946247112835,-0.862195286195285,-65.30595461116921,-45.30595461116919,0.7547054318288946,1.521546434003523,-0.9114843887338256,8.141999999999998,-1.4516024909185192,96.01088726207344,21.798153034300793,17.5,315.754114880752,269.0,180.0,4.0,3.0,0.0,145.0,219.0,2.0,372.0,175.0,254.0,0.0,231.0,65.0,113.0,0.0,172.0,25.0,56.0,0.0,103.0,2.0,9.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12,0.0316622691292876,3,0.0079155672823219,0,0.0,68,5,-13.197855627423886,0.59375,-195.0057430893874,99.81352769269922,0.03125,0.17941952506596306,-3.516671230847391,-16.714526858271295,0.35294117647058826,0.05100300824836038,2,1.0
15,v9_both,retest,cross_split,0,2,0,2,2,0,0.0,1.0,0.3423802239546494,1.0,1.0,1.93394383081896,3.86788766163792,1.93394383081896,1526.9456220112074,1546.9456220112074,,1.93394383081896,,2.062551724137923,1.8053359374999969,0.0,64.625,64.625,829.3955316977289,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,1,3257.954641172506,,,,,0.5,-678.903301886793,2579.051339285713,0.0,-1.0303534675615216,0,
15,joint,baseline,all,2790,2789,53,2736,749,1987,0.0,0.2737573099415205,0.25737563291444526,0.2907734046924652,0.28362573099415206,0.02418725193242265,66.17632128710837,-1.0759034749034755,-4.975603852947959,15.024396147052043,1.0319400867849045,2.8545601265185625,-1.042722301698689,78.61485477178441,-2.0886936416184967,442.03496747148876,12.612481725146198,7.25,174.47428147147053,2461.0,1739.0,30.0,89.0,38.0,1390.0,1633.0,64.0,2649.0,1653.0,1900.0,17.0,1745.0,791.0,996.0,4.0,1326.0,447.0,578.0,6.0,877.0,126.0,148.0,2.0,580.0,34.0,34.0,2.0,283.0,8.0,8.0,0.0,88.0,1.0,1.0,0.0,177,0.06469298245614036,89,0.03252923976608187,38,0.013888888888888888,2697,10,-10.051954056730834,0.7333984375,-37.22726096019171,17.584945992346604,0.0009765625,0.9857456140350878,6.244530438545801,-3.8074236181850285,0.292918057100482,0.21330830136341172,131,
15,joint,baseline,earlier,1325,1323,0,1323,388,935,0.0,0.29327286470143615,0.26936777362228714,0.31837498468646086,0.30839002267573695,0.2654098648838838,351.13725124137824,-1.069987012987012,34.26926315963701,54.26926315963702,1.3568610431531527,3.440974169153825,-1.0523644132516639,78.61485477178441,-2.0886936416184967,235.86807761521402,13.748299319727892,8.25,157.79383571744398,1189.0,816.0,22.0,60.0,28.0,629.0,745.0,33.0,1274.0,768.0,886.0,8.0,874.0,393.0,486.0,1.0,668.0,222.0,280.0,4.0,462.0,72.0,84.0,2.0,312.0,24.0,24.0,2.0,161.0,6.0,6.0,0.0,58.0,1.0,1.0,0.0,100,0.07558578987150416,60,0.045351473922902494,28,0.021164021164021163,1318,5,5.24816260002988,0.40625,-19.956896006966048,31.682244003436512,0.03125,0.9962207105064248,29.542653486944605,34.79081608697447,0.2936267071320182,0.4589938399825295,82,
15,joint,baseline,later,1465,1464,53,1411,361,1050,0.0,0.25584691708008506,0.23376408678926813,0.2792555553232929,0.26080793763288446,-0.20115545069680602,-283.83034093319327,-1.079333333333334,-40.58221492002653,-20.582214920026516,0.7388379739794989,2.224286861857948,-1.0350456172037261,24.859655172413778,-1.9914074074074104,440.9043784504116,11.518958185683912,6.5,185.684336627732,1272.0,923.0,8.0,29.0,10.0,761.0,886.0,31.0,1373.0,885.0,1012.0,9.0,871.0,398.0,510.0,3.0,658.0,225.0,298.0,2.0,415.0,54.0,64.0,0.0,268.0,10.0,10.0,0.0,122.0,2.0,2.0,0.0,30.0,0.0,0.0,0.0,77,0.05457122608079376,29,0.020552799433026223,10,0.007087172218284904,1372,5,-24.39291711673159,0.84375,-60.357269134529936,26.027761445931834,0.03125,0.9723600283486888,-14.90509644648767,-39.298013563219264,0.29300291545189505,-0.018629873650418502,49,
15,joint,baseline,cross_split,0,2,0,2,0,2,0.0,0.0,0.0,0.6576197760453506,0.0,-0.5652945105382968,-1.1305890210765936,-0.5652945105382968,-844.9910248539825,-824.9910248539825,0.0,,-0.5652945105382968,-0.4908471910112346,-0.6397418300653591,1.1305890210765936,32.75,32.75,1436.8501993425352,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,2,1,-402.2777560196655,,,,,1.0,-442.71326883431703,-844.9910248539824,0.0,-0.6537460813549502,0,
15,joint,wait3,all,2790,2652,53,2599,681,1918,0.0,0.26202385532897265,0.2454780754797276,0.27927207947912885,0.27318199307425933,0.0654063342583694,169.9910627375021,-1.0732307692307703,-0.41232730420802566,19.587672695791984,1.0820641528765913,3.2913835638745588,-1.0800005965907573,174.76633962264407,-14.974000000005484,436.62712676087915,13.34888418622547,7.5,169.15601943494602,2285.0,1640.0,32.0,80.0,37.0,1277.0,1546.0,65.0,2463.0,1504.0,1782.0,70.0,1685.0,795.0,1004.0,28.0,1228.0,425.0,550.0,15.0,830.0,159.0,176.0,6.0,544.0,60.0,61.0,3.0,272.0,14.0,14.0,0.0,77.0,1.0,1.0,0.0,167,0.06425548287803001,80,0.030781069642170065,37,0.014236244709503656,2354,10,-3.2984225460131165,0.5947265625,-27.394932860204857,19.68198035597134,0.0009765625,0.9057329742208542,4.6927388000307415,1.3943162540176206,0.2824978759558199,0.2010751358791563,91,
15,joint,wait3,earlier,1325,1279,0,1279,360,919,0.0,0.2814698983580923,0.2575062407676604,0.3067423293654902,0.29945269741985925,0.3733013736676371,477.4524569209078,-1.0698520084566592,41.162902061495394,61.162902061495394,1.4694422957561923,4.15143222284264,-1.1067063583269234,174.76633962264407,-14.974000000005484,183.95900095228902,14.675918686473807,8.5,156.37423800688902,1123.0,781.0,24.0,55.0,28.0,587.0,721.0,28.0,1206.0,708.0,846.0,35.0,845.0,380.0,485.0,12.0,641.0,219.0,283.0,8.0,434.0,83.0,90.0,4.0,304.0,40.0,41.0,2.0,153.0,10.0,10.0,0.0,53.0,1.0,1.0,0.0,95,0.07427677873338545,55,0.04300234558248632,28,0.0218921032056294,1176,5,13.282062189442378,0.03125,2.1459651249062666,29.609822650598467,0.03125,0.9194683346364347,26.97010589916646,40.252168088608826,0.2857142857142857,0.3737293823647488,54,
15,joint,wait3,later,1465,1371,53,1318,321,997,0.0,0.24355083459787558,0.22114519256359227,0.2674470319743535,0.248103186646434,-0.23269582728318838,-306.6931003592423,-1.0763855085508556,-39.851391321715575,-19.851391321715564,0.7089120399304554,2.326843011760824,-1.0567800472762956,38.64399999999942,-2.502571428571381,435.8588329367162,12.032814871016692,6.75,184.30384471818,1162.0,859.0,8.0,25.0,9.0,690.0,823.0,37.0,1255.0,796.0,934.0,35.0,838.0,415.0,517.0,16.0,586.0,206.0,266.0,7.0,396.0,76.0,86.0,2.0,240.0,20.0,20.0,1.0,119.0,4.0,4.0,0.0,24.0,0.0,0.0,0.0,72,0.054628224582701064,25,0.01896813353566009,9,0.006828528072837633,1171,5,-21.23287457725837,0.84375,-57.930274274850156,20.299841667836024,0.03125,0.8884673748103187,-15.777020134359383,-37.00989471161776,0.28010247651579845,0.03299221354141812,37,
15,joint,wait3,cross_split,0,2,0,2,0,2,0.0,0.0,0.0,0.6576197760453506,0.0,-0.3841469120817655,-0.768293824163531,-0.3841469120817655,-597.4283191340625,-577.4283191340626,0.0,,-0.3841469120817655,-0.1516710280373829,-0.6166227961261481,0.768293824163531,32.0,32.0,1204.1759540650326,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,2,1,134.2197811295125,,,,,1.0,-731.648100263575,-597.4283191340625,0.0,-1.028510542814486,0,
15,joint,retest,all,2790,336,9,327,115,212,0.0,0.3516819571865443,0.3019227031914322,0.4048855054049304,0.3547400611620795,0.16230186303984218,53.07270921402839,-0.7893846153846161,56.6582459169309,76.6582459169309,1.2760001104171335,2.133609191075312,-0.9070393762246814,26.448160228898445,-1.600869565217407,39.62968128923639,22.202599388379205,17.0,310.747309383053,239.0,142.0,2.0,8.0,3.0,123.0,188.0,3.0,324.0,140.0,209.0,0.0,217.0,57.0,102.0,0.0,176.0,29.0,62.0,0.0,111.0,3.0,9.0,0.0,61.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,21,0.06422018348623854,8,0.024464831804281346,3,0.009174311926605505,49,9,-28.76761530118408,0.650390625,-206.54295855680311,103.25954043133332,0.001953125,0.14984709480122324,50.02904493362443,21.261429632440347,0.3673469387755102,0.34122474149659826,1,1.0
15,joint,retest,earlier,1325,168,0,168,68,100,0.0,0.40476190476190477,0.33347132910896127,0.48031051254716184,0.4107142857142857,0.46257806308070243,77.713114597558,-0.5932878176208114,172.34161927052116,192.34161927052114,1.857455789152591,2.4756665630568575,-0.9063221169030831,26.448160228898445,-1.600869565217407,34.688731302113474,25.205357142857142,18.875,310.8554076416625,124.0,65.0,1.0,5.0,3.0,58.0,90.0,2.0,168.0,65.0,100.0,0.0,121.0,28.0,53.0,0.0,102.0,18.0,34.0,0.0,66.0,2.0,5.0,0.0,37.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14,0.08333333333333333,5,0.02976190476190476,3,0.017857142857142856,24,5,42.34218050162646,0.4375,-128.35637531881875,348.1907738768194,0.03125,0.14285714285714285,78.31584742243392,120.65802792406039,0.375,0.7638451248784092,1,1.0
15,joint,retest,later,1465,168,9,159,47,112,0.0,0.29559748427672955,0.2301684813029488,0.3706702704096477,0.29559748427672955,-0.15497110304106668,-24.6404053835296,-0.9135384615384629,-65.5732429095041,-45.57324290950409,0.7576197874973648,1.6387176741658416,-0.9076797863332514,8.141999999999998,-1.1657582417582448,39.6296812892364,19.02987421383648,14.25,310.747309383053,115.0,77.0,1.0,3.0,0.0,65.0,98.0,1.0,156.0,75.0,109.0,0.0,96.0,29.0,49.0,0.0,74.0,11.0,28.0,0.0,45.0,1.0,4.0,0.0,24.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7,0.0440251572327044,3,0.018867924528301886,0,0.0,25,4,-97.03301927188221,0.8125,-556.8565537044634,48.17441265419605,0.0625,0.15723270440251572,22.87371454436732,-74.15930472751488,0.36,-0.06449082654994001,0,1.0
15,joint,retest,cross_split,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,0,,,,,,,,,,,0,
60,v9_both,baseline,all,1615,1322,41,1281,441,840,0.0,0.3442622950819672,0.3187441119701519,0.37071173704377475,0.34894613583138173,0.2637806976337191,337.90307366879415,-1.0325940594059388,43.47920696331983,63.47920696331984,1.4085418672155907,2.6417197538901247,-0.9846373069008936,49.90969230769294,-1.3708453608247366,172.58202800143692,60.20843091334895,45.0,334.354595418412,1134.0,722.0,7.0,47.0,13.0,652.0,768.0,30.0,1270.0,711.0,829.0,5.0,891.0,357.0,450.0,5.0,692.0,188.0,254.0,5.0,466.0,42.0,46.0,1.0,316.0,2.0,2.0,1.0,157.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,112,0.08743169398907104,47,0.03669008587041374,13,0.01014832162373146,1269,10,-48.685771604937905,0.8525390625,-117.01413329478186,35.239246622798504,0.0009765625,0.990632318501171,93.04936754520722,44.3635959402693,0.37667454688731283,0.5225181469399672,72,
60,v9_both,baseline,earlier,972,767,0,767,312,455,0.0,0.4067796610169492,0.3725631771986684,0.4419252648117906,0.41199478487614083,0.5598040729083157,429.3697239206781,-1.0188009708737868,153.25105838646172,173.25105838646172,1.9418246553469005,2.837375272083731,-1.0019590350976837,49.90969230769294,-1.3708453608247366,104.43419883633564,62.16297262059974,49.0,299.384042400803,684.0,393.0,4.0,39.0,9.0,345.0,405.0,16.0,759.0,385.0,447.0,4.0,558.0,197.0,246.0,2.0,440.0,98.0,131.0,5.0,321.0,21.0,24.0,1.0,232.0,2.0,2.0,1.0,119.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,91,0.11864406779661017,39,0.05084745762711865,9,0.011734028683181226,764,5,11.599780312819917,0.4375,-63.20187427546728,121.27401463529941,0.03125,0.9960886571056062,144.2114918134631,155.81127212628303,0.4280104712041885,0.782430343556884,57,
60,v9_both,baseline,later,643,546,41,505,125,380,0.0,0.24752475247524752,0.21188402361691827,0.2869775656870949,0.2514851485148515,-0.21933331742066817,-110.76332529743742,-1.0363645833333337,-130.5478888880018,-110.5478888880018,0.6995909249080756,2.063559955158262,-0.9702850518216319,25.983122302158147,-1.3422914572864248,173.6065871273711,55.902970297029704,38.0,386.247877758912,445.0,328.0,3.0,7.0,3.0,306.0,358.0,14.0,502.0,325.0,377.0,1.0,325.0,159.0,200.0,3.0,246.0,90.0,121.0,0.0,141.0,21.0,22.0,0.0,80.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20,0.039603960396039604,7,0.013861386138613862,3,0.005940594059405941,493,5,-138.40170435695194,0.9375,-198.2996937531939,-30.113006353629576,0.03125,0.9762376237623762,5.894311334128674,-132.50739302282327,0.2920892494929006,0.03659613627761946,14,
60,v9_both,baseline,cross_split,0,9,0,9,4,5,0.0,0.4444444444444444,0.18877851977054566,0.7333487081991259,0.4444444444444444,2.144075005061507,19.296675045553563,-0.1692319749216304,453.33180289305096,473.33180289305113,8.73210180768695,5.44808304515951,-0.49913142701689645,18.017780202649984,-1.0631504424778786,1.8290760477368124,135.22222222222223,128.0,584.192439862543,5.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,9.0,1.0,5.0,0.0,8.0,1.0,4.0,0.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.1111111111111111,1,0.1111111111111111,1,0.1111111111111111,9,2,-138.19970715589852,1.0,-187.867568038656,-131.99122454555385,0.25,1.0,591.5315100489495,453.33180289305096,0.5555555555555556,5.187398590544909,1,
60,v9_both,wait3,all,1615,1313,48,1265,421,844,0.0,0.33280632411067196,0.30737973844926947,0.3592452783806913,0.3375494071146245,0.16914182227891286,213.96440518282478,-1.0286459566074952,35.16517874644336,55.165178746443374,1.2564381071453323,2.490106788233474,-0.9885907022079005,25.928389610389672,-2.239249999999955,159.92231545800865,61.41897233201581,45.0,329.942784488238,1110.0,718.0,6.0,43.0,9.0,641.0,765.0,34.0,1239.0,693.0,818.0,15.0,884.0,366.0,463.0,4.0,680.0,202.0,264.0,4.0,473.0,65.0,76.0,0.0,309.0,19.0,19.0,0.0,144.0,2.0,2.0,1.0,43.0,0.0,0.0,0.0,103,0.08142292490118577,43,0.03399209486166008,9,0.0071146245059288534,1176,10,-43.07324560010851,0.8115234375,-121.3603906770567,50.11626836136976,0.0009765625,0.9296442687747035,95.37160009519289,52.298354495084375,0.3630952380952381,0.5011004490147803,69,
