方向,入场北京时间,入场价,初始止损,退出根北京时间,退出价,退出时间说明,退出原因,毛R,净R,审慎MFE_R,是否边界未平
多,2026-02-11 01:39:00+08:00,2040.18,2027.15,2026-02-11 02:06:00+08:00,2027.15,该K线内止损，精确秒未知,initial_stop,-1.0,-1.3131511895625525,0.4973138910207239,False
空,2026-02-11 02:48:00+08:00,1996.58,2015.41,2026-02-11 03:33:00+08:00,2015.41,该K线内止损，精确秒未知,initial_stop,-1.0,-1.2120637280934574,0.036643653744016,False
空,2026-02-11 10:54:00+08:00,2015.9,2028.23,2026-02-11 14:54:00+08:00,1942.9,开盘成交,fanshen_arrows_next_open,5.920519059205225,5.593527980535312,6.386050283860541,False
空,2026-02-12 13:18:00+08:00,1953.39,1970.1,2026-02-12 13:54:00+08:00,1970.1,该K线内止损，精确秒未知,initial_stop,-1.0,-1.23379892280071,0.0754039497306994,False
多,2026-02-12 14:27:00+08:00,1980.4,1966.84,2026-02-12 15:06:00+08:00,1966.84,该K线内止损，精确秒未知,initial_stop,-1.0,-1.2920943952802306,0.1290560471976406,False
空,2026-02-12 16:33:00+08:00,1960.28,1968.01,2026-02-12 17:09:00+08:00,1968.01,该K线内止损，精确秒未知,initial_stop,-1.0,-1.507187580853813,0.2664941785252187,False
多,2026-02-12 17:21:00+08:00,1969.11,1961.7,2026-02-12 17:36:00+08:00,1976.37,开盘成交,fanshen_arrows_next_open,0.9797570850202608,0.4482834008097022,1.588394062078332,False
多,2026-02-12 18:54:00+08:00,1992.82,1978.66,2026-02-12 19:30:00+08:00,1997.19,开盘成交,fanshen_arrows_next_open,0.308615819209051,0.0271440677966326,0.5974576271186528,False
多,2026-02-14 12:33:00+08:00,2056.07,2051.81,2026-02-14 13:00:00+08:00,2051.81,该K线内止损，精确秒未知,initial_stop,-1.0,-1.9652910798121568,0.3356807511736533,False
多,2026-02-16 12:06:00+08:00,1965.02,1954.34,2026-02-16 13:24:00+08:00,1954.34,该K线内止损，精确秒未知,initial_stop,-1.0,-1.3679812734082517,0.7865168539326048,False
空,2026-02-16 13:27:00+08:00,1955.49,1965.34,2026-02-16 14:30:00+08:00,1965.34,该K线内止损，精确秒未知,initial_stop,-1.0,-1.3970538071065957,0.4253807106598981,False
多,2026-02-17 21:21:00+08:00,1978.55,1963.02,2026-02-17 22:42:00+08:00,1970.9,开盘成交,opposite_v6_next_open,-0.492594977462967,-0.7473985833869918,1.509980682549909,False
空,2026-02-17 22:42:00+08:00,1970.9,1997.98,2026-02-17 22:51:00+08:00,1950.93,开盘成交,fanshen_arrows_next_open,0.7374446085672113,0.5918833087149192,0.9117429837518508,False
多,2026-02-18 14:30:00+08:00,2004.2,1997.22,2026-02-18 15:21:00+08:00,1997.22,该K线内止损，精确秒未知,initial_stop,-1.0,-1.5742693409742254,0.4899713467048476,False
空,2026-02-19 17:51:00+08:00,1964.21,1977.2,2026-02-19 21:03:00+08:00,1944.28,开盘成交,fanshen_arrows_next_open,1.5342571208622056,1.231838337182456,1.5866050808314174,False
多,2026-02-20 13:36:00+08:00,1960.73,1937.36,2026-02-20 19:45:00+08:00,1943.1,开盘成交,opposite_v6_next_open,-0.7543859649122889,-0.9221848523748464,0.5297389816003397,False
多,2026-02-21 14:21:00+08:00,1964.7,1960.76,2026-02-21 14:30:00+08:00,1960.76,该K线内止损，精确秒未知,initial_stop,-1.0,-1.9973096446700611,0.0,False
多,2026-02-21 16:18:00+08:00,1964.0,1961.46,2026-02-21 19:12:00+08:00,1978.14,开盘成交,fanshen_arrows_next_open,5.566929133858387,4.020472440944901,7.035433070866199,False
多,2026-02-22 14:30:00+08:00,1976.11,1973.32,2026-02-22 16:24:00+08:00,1973.32,该K线内止损，精确秒未知,initial_stop,-1.0,-2.416566308243728,0.8817204301075514,False
多,2026-02-22 19:06:00+08:00,1981.19,1976.1,2026-02-22 20:03:00+08:00,1976.1,该K线内止损，精确秒未知,initial_stop,-1.0,-1.7784636542239642,0.2789783889980095,False
空,2026-02-24 11:06:00+08:00,1832.4,1845.58,2026-02-24 16:57:00+08:00,1830.81,开盘成交,opposite_v6_next_open,0.1206373292868107,-0.1574203338391374,1.5273141122913778,False
多,2026-02-24 22:45:00+08:00,1826.85,1800.61,2026-02-24 22:51:00+08:00,1834.6,开盘成交,fanshen_arrows_next_open,0.2953506097561,0.1561089939024337,0.5461128048780592,False
多,2026-02-26 17:15:00+08:00,2068.76,2051.09,2026-02-26 18:57:00+08:00,2062.59,开盘成交,opposite_v6_next_open,-0.3491794001131889,-0.583334465195247,0.8624787775891182,False
空,2026-02-26 18:57:00+08:00,2062.59,2073.3,2026-02-26 21:06:00+08:00,2067.77,开盘成交,opposite_v6_next_open,-0.4836601307189373,-0.8688309990662848,0.9430438842203857,False
多,2026-02-26 21:06:00+08:00,2067.77,2060.92,2026-02-26 21:21:00+08:00,2060.92,该K线内止损，精确秒未知,initial_stop,-1.0,-1.6037284671533043,0.0335766423357695,False
空,2026-02-26 22:51:00+08:00,2041.01,2074.82,2026-02-27 00:57:00+08:00,1986.74,开盘成交,fanshen_arrows_next_open,1.6051464063886336,1.4844123040520478,1.7725524992605666,False
空,2026-02-28 09:33:00+08:00,1922.7,1933.49,2026-02-28 14:42:00+08:00,1860.46,开盘成交,fanshen_arrows_next_open,5.7683039851714755,5.411918443002793,6.444856348470824,False
空,2026-03-01 21:24:00+08:00,1972.5,1981.78,2026-03-01 21:51:00+08:00,1981.78,该K线内止损，精确秒未知,initial_stop,-1.0,-1.4251077586206875,0.1282327586206959,False
空,2026-03-02 00:57:00+08:00,1973.67,2003.35,2026-03-02 03:24:00+08:00,1960.8,开盘成交,fanshen_arrows_next_open,0.4336253369272267,0.3006287061994666,0.7301212938005399,False
空,2026-03-03 10:21:00+08:00,2001.47,2015.15,2026-03-03 10:30:00+08:00,2015.15,该K线内止损，精确秒未知,initial_stop,-1.0,-1.292612573099419,0.3611111111111134,False
多,2026-03-04 09:36:00+08:00,1986.49,1967.69,2026-03-04 10:33:00+08:00,1967.69,该K线内止损，精确秒未知,initial_stop,-1.0,-1.211328723404251,0.6122340425531925,False
空,2026-03-04 11:30:00+08:00,1963.69,1980.5,2026-03-04 11:39:00+08:00,1953.05,开盘成交,fanshen_arrows_next_open,0.6329565734681817,0.3993230220107178,1.1957168352171446,False
多,2026-03-05 17:06:00+08:00,2121.78,2108.75,2026-03-05 17:15:00+08:00,2126.63,开盘成交,fanshen_arrows_next_open,0.372217958557163,0.0465418265541129,0.8104374520337516,False
多,2026-03-05 18:27:00+08:00,2142.49,2123.54,2026-03-05 20:15:00+08:00,2123.54,该K线内止损，精确秒未知,initial_stop,-1.0,-1.2261203166226922,1.1081794195250767,False
空,2026-03-06 09:30:00+08:00,2064.43,2078.21,2026-03-06 09:30:00+08:00,2078.21,该K线内止损，精确秒未知,initial_stop,-1.0,-1.2996269956458464,0.0,False
空,2026-03-06 11:18:00+08:00,2076.76,2086.58,2026-03-06 11:24:00+08:00,2086.58,该K线内止损，精确秒未知,initial_stop,-1.0,-1.422965376782075,0.3289205702647774,False
多,2026-03-06 15:30:00+08:00,2083.41,2069.24,2026-03-06 17:09:00+08:00,2069.24,该K线内止损，精确秒未知,initial_stop,-1.0,-1.2940592801693875,0.2293577981651438,False
空,2026-03-06 17:21:00+08:00,2061.62,2077.2200000000003,2026-03-06 20:00:00+08:00,2050.0,开盘成交,fanshen_arrows_next_open,0.7448717948717705,0.4805615384615242,1.078205128205099,False
多,2026-03-07 11:18:00+08:00,1987.18,1979.54,2026-03-07 11:51:00+08:00,1979.54,该K线内止损，精确秒未知,initial_stop,-1.0,-1.5202041884816624,0.1465968586387272,False
空,2026-03-07 14:54:00+08:00,1970.01,1976.31,2026-03-07 15:24:00+08:00,1976.31,该K线内止损，精确秒未知,initial_stop,-1.0,-1.6253999999999866,0.7031746031746183,False
空,2026-03-10 06:33:00+08:00,2019.65,2026.62,2026-03-10 08:27:00+08:00,2008.95,该K线内止损，精确秒未知,trailing_stop,1.5351506456241035,0.9556241032998464,4.611190817790527,False
多,2026-03-11 12:30:00+08:00,2034.07,2021.85,2026-03-11 13:39:00+08:00,2025.4,开盘成交,opposite_v6_next_open,-0.7094926350245488,-1.042400981996728,0.5515548281505827,False
空,2026-03-11 13:39:00+08:00,2025.4,2033.4,2026-03-11 15:39:00+08:00,2008.97,开盘成交,fanshen_arrows_next_open,2.053750000000008,1.5474000000000088,2.3387500000000045,False
空,2026-03-11 19:54:00+08:00,2019.29,2025.66,2026-03-11 20:21:00+08:00,2025.66,该K线内止损，精确秒未知,initial_stop,-1.0,-1.6339999999999637,1.0989010989010786,False
多,2026-03-11 21:18:00+08:00,2036.91,2020.3,2026-03-11 21:24:00+08:00,2043.92,开盘成交,fanshen_arrows_next_open,0.4220349187236566,0.1767718242022974,0.786273329319664,False
多,2026-03-13 07:09:00+08:00,2078.9,2054.12,2026-03-13 08:21:00+08:00,2114.4,开盘成交,fanshen_arrows_next_open,1.432606941081506,1.264818401937032,1.7292171105730252,False
空,2026-03-14 13:36:00+08:00,2087.05,2094.14,2026-03-14 19:24:00+08:00,2071.43,该K线内止损，精确秒未知,trailing_stop,2.2031029619183395,1.6143723554302931,3.757404795486811,False
多,2026-03-15 04:24:00+08:00,2079.25,2075.82,2026-03-15 07:12:00+08:00,2092.9,开盘成交,fanshen_arrows_next_open,3.9795918367349103,2.7672011661809486,5.658892128280111,False
多,2026-03-17 21:42:00+08:00,2339.4,2315.44,2026-03-17 23:33:00+08:00,2322.02,开盘成交,opposite_v6_next_open,-0.7253756260434091,-0.9206510851419076,0.7625208681135206,False
空,2026-03-17 23:33:00+08:00,2322.02,2336.64,2026-03-18 01:48:00+08:00,2336.64,该K线内止损，精确秒未知,initial_stop,-1.0,-1.3176497948016512,1.2838577291381752,False
多,2026-03-18 05:12:00+08:00,2333.65,2325.79,2026-03-18 06:30:00+08:00,2325.79,该K线内止损，精确秒未知,initial_stop,-1.0,-1.5938040712467962,1.4440203562340617,False
多,2026-03-18 10:36:00+08:00,2335.03,2327.74,2026-03-18 11:06:00+08:00,2327.74,该K线内止损，精确秒未知,initial_stop,-1.0,-1.6406117969821732,0.2537722908093166,False
多,2026-03-18 11:30:00+08:00,2338.29,2328.02,2026-03-18 11:36:00+08:00,2346.55,开盘成交,fanshen_arrows_next_open,0.8042843232716878,0.3489211295034441,0.8704965920155863,False
空,2026-03-18 18:39:00+08:00,2321.04,2331.05,2026-03-18 18:48:00+08:00,2309.9,开盘成交,fanshen_arrows_next_open,1.112887112887076,0.6491428571428381,1.502497502497466,False
多,2026-03-20 12:09:00+08:00,2157.46,2147.45,2026-03-20 12:30:00+08:00,2147.45,该K线内止损，精确秒未知,initial_stop,-1.0,-1.4310609390609368,0.070929070929073,False
空,2026-03-20 12:36:00+08:00,2143.46,2154.55,2026-03-20 15:21:00+08:00,2136.95,该K线内止损，精确秒未知,trailing_stop,0.5870153291253501,0.2004580703336525,2.0910730387736476,False
多,2026-03-20 15:39:00+08:00,2147.99,2134.58,2026-03-20 16:18:00+08:00,2168.0,开盘成交,fanshen_arrows_next_open,1.4921700223713972,1.1718135719612344,2.093214019388551,False
多,2026-03-21 17:42:00+08:00,2157.0,2153.45,2026-03-21 18:18:00+08:00,2153.45,该K线内止损，精确秒未知,initial_stop,-1.0,-2.2152112676055973,0.4028169014083839,False
多,2026-03-21 20:06:00+08:00,2156.94,2154.49,2026-03-21 21:21:00+08:00,2154.49,该K线内止损，精确秒未知,initial_stop,-1.0,-2.760767346938861,1.208163265306227,False
空,2026-03-23 02:27:00+08:00,2077.28,2081.25,2026-03-23 04:21:00+08:00,2069.37,该K线内止损，精确秒未知,trailing_stop,1.992443324937206,0.9459546599497484,6.267002518892031,False
多,2026-03-24 15:06:00+08:00,2148.19,2138.7,2026-03-24 15:15:00+08:00,2159.75,开盘成交,fanshen_arrows_next_open,1.2181243414119765,0.7653972602739558,1.9020021074814837,False
多,2026-03-24 16:00:00+08:00,2164.52,2150.28,2026-03-24 17:09:00+08:00,2150.28,该K线内止损，精确秒未知,initial_stop,-1.0,-1.3040056179775377,0.1453651685393395,False
多,2026-03-25 15:42:00+08:00,2172.5,2166.32,2026-03-25 15:45:00+08:00,2166.32,该K线内止损，精确秒未知,initial_stop,-1.0,-1.7030744336569634,0.0663430420711756,False
多,2026-03-25 16:30:00+08:00,2178.2,2162.92,2026-03-25 20:15:00+08:00,2189.5,开盘成交,fanshen_arrows_next_open,0.7395287958115425,0.4544240837696537,1.3612565445026523,False
空,2026-03-25 23:12:00+08:00,2164.78,2177.64,2026-03-25 23:21:00+08:00,2156.58,开盘成交,fanshen_arrows_next_open,0.637636080870955,0.3009673405910174,1.4245723172628797,False
空,2026-03-26 09:09:00+08:00,2161.8,2169.36,2026-03-26 10:27:00+08:00,2154.35,开盘成交,fanshen_arrows_next_open,0.9854497354497788,0.4135449735450165,1.378306878306898,False
多,2026-03-27 14:30:00+08:00,2063.7,2058.4700000000003,2026-03-27 15:09:00+08:00,2058.4700000000003,该K线内止损，精确秒未知,initial_stop,-1.0,-1.7891778202677504,0.8011472275335381,False
多,2026-03-27 15:15:00+08:00,2066.96,2057.7,2026-03-27 16:18:00+08:00,2057.7,该K线内止损，精确秒未知,initial_stop,-1.0,-1.446427645788332,0.6511879049675597,False
空,2026-03-28 07:09:00+08:00,1979.85,1985.9,2026-03-28 07:21:00+08:00,1985.9,该K线内止损，精确秒未知,initial_stop,-1.0,-1.6544958677685568,0.1008264462809721,False
多,2026-03-28 07:48:00+08:00,1991.04,1986.55,2026-03-28 09:09:00+08:00,1986.55,该K线内止损，精确秒未知,initial_stop,-1.0,-1.886877505567911,0.7706013363029018,False
空,2026-03-28 09:15:00+08:00,1985.83,1992.17,2026-03-28 10:00:00+08:00,1992.17,该K线内止损，精确秒未知,initial_stop,-1.0,-1.6264447949526553,0.4069400630914618,False
多,2026-03-28 12:30:00+08:00,1990.17,1986.7,2026-03-28 15:21:00+08:00,2004.62,开盘成交,fanshen_arrows_next_open,4.164265129682912,3.0171930835733645,4.743515850144066,False
空,2026-03-29 17:27:00+08:00,2000.25,2004.07,2026-03-29 19:03:00+08:00,2000.7,该K线内止损，精确秒未知,trailing_stop,-0.1178010471204327,-1.1650523560209816,2.604712041884872,False
多,2026-04-01 08:54:00+08:00,2109.41,2097.35,2026-04-01 09:33:00+08:00,2097.35,该K线内止损，精确秒未知,initial_stop,-1.0,-1.3498192371476014,0.6683250414593683,False
空,2026-04-01 09:57:00+08:00,2093.12,2101.06,2026-04-01 11:06:00+08:00,2101.06,该K线内止损，精确秒未知,initial_stop,-1.0,-1.5272342569269424,1.7720403022669535,False
多,2026-04-01 11:12:00+08:00,2101.2,2085.94,2026-04-01 12:30:00+08:00,2108.96,开盘成交,fanshen_arrows_next_open,0.5085190039318701,0.2331323722149466,0.5583224115334282,False
多,2026-04-01 13:18:00+08:00,2116.34,2104.19,2026-04-01 15:45:00+08:00,2136.24,该K线内止损，精确秒未知,trailing_stop,1.637860082304522,1.289491358024683,3.3547325102880214,False
空,2026-04-03 09:45:00+08:00,2047.01,2062.4,2026-04-03 13:30:00+08:00,2062.4,该K线内止损，精确秒未知,initial_stop,-1.0,-1.266018193632222,0.5126705653021474,False
多,2026-04-03 13:39:00+08:00,2061.0,2048.38,2026-04-03 20:48:00+08:00,2048.38,该K线内止损，精确秒未知,initial_stop,-1.0,-1.3266244057052272,1.6640253565768766,False
空,2026-04-03 20:54:00+08:00,2048.27,2060.69,2026-04-04 03:51:00+08:00,2051.89,开盘成交,opposite_v6_next_open,-0.2914653784218897,-0.621299516908217,0.6256038647342944,False
多,2026-04-04 03:51:00+08:00,2051.89,2047.11,2026-04-04 05:15:00+08:00,2057.77,开盘成交,fanshen_arrows_next_open,1.2301255230126409,0.3715941422594649,2.0376569037658485,False
