window,policy,schedule,n_candidates,n_accepted,n_natural,n_blocked,n_capacity_rejected,n_profit,n_net_be,n_other_zero,n_net_loss,n_strict_positive,n_full_initial_stop,n_tp,max_net_loss_streak,max_initial_stop_streak,max_gross_loss_streak,max_unrecovered_loss_events,max_risk,max_attempted_risk,max_effective_leverage,max_realized_drawdown,recovered_cycles,n_boundary,boundary_pnl,natural_net_r,natural_gross_r,positive_cash,negative_cash,halt_reason,halt_time,halt_risk,halt_equity,initial_balance,final_balance,residual_debt,profit,profit_rate,be_rate,loss_rate,mean_net_r,mean_gross_r,cash_pf
validation,partial25_at2,fixed,43,40,40,3,0,10,0,0,30,10,26,0,14,14,14,24,1.0,1.0,0.1844524621480865,0.016877516579909324,3,0,0.0,-1.1553910488100245,6.486821969527433,32.27758176176633,-33.4329728105763,,,,,1000,998.84460895119,16.019902065145857,-1.1553910488099746,0.25,0.0,0.75,-0.028884776220250614,0.16217054923818583,0.9654415700525298
validation,partial25_at2,double,43,18,18,1,24,3,0,0,15,3,14,0,9,9,9,9,256.0,512.0,9.508096545158896,0.3794110134133257,3,0,0.0,3.8894406916135313,7.484190318052377,594.0160299541053,-626.547369542755,,,,,1000,967.4686604113504,591.4836918251315,-32.531339588649644,0.16666666666666666,0.0,0.8333333333333334,0.21608003842297396,0.41578835100290984,0.9480784036929394
validation,partial50_at2,fixed,43,40,40,3,0,12,0,0,28,12,26,0,14,14,14,22,1.0,1.0,0.1851614191621574,0.01696633627796118,3,0,0.0,-4.241560801624137,3.400652216713322,28.10170097469961,-32.34326177632386,,,,,1000,995.7584391983758,13.793200614936836,-4.241560801624246,0.3,0.0,0.7,-0.10603902004060342,0.08501630541783305,0.8688579763241695
validation,partial50_at2,double,43,32,32,3,8,11,0,0,21,11,19,0,8,8,8,8,256.0,256.0,9.302624215012521,0.21655379500395444,9,0,0.0,2.478622499743835,8.48824102666001,1096.4631508938087,-349.2695666951545,,,,,1000,1747.1935841986542,7.6384777593680155,747.1935841986542,0.34375,0.0,0.65625,0.07745695311699484,0.2652575320831253,3.1393034362218315
validation,fixed3r,fixed,43,40,40,3,0,10,0,0,30,10,27,6,14,14,14,29,1.0,1.0,0.18725075692614024,0.019553493773446062,2,0,0.0,-12.878027994555525,-5.235814976218089,20.792432399769496,-33.67046039432512,,,,,1000,987.1219720054444,15.21805966994657,-12.878027994555623,0.25,0.0,0.75,-0.32195069986388813,-0.13089537440545224,0.6175274159088686
validation,fixed3r,double,43,17,17,1,25,3,0,0,14,3,13,2,8,8,8,8,128.0,256.0,9.372616700325015,0.2828789976830487,3,0,0.0,-9.913353179886537,-6.511145980093248,91.98166977757023,-334.0435799447216,,,,,1000,757.9380898328486,298.97990222709814,-242.06191016715138,0.17647058823529413,0.0,0.8235294117647058,-0.5831384223462669,-0.38300858706430874,0.2753582924503192
common,original,fixed,21,17,17,4,0,9,0,0,8,9,5,0,2,2,2,4,1.0,1.0,0.27869811320755583,0.0032412150099001558,6,0,0.0,22.739913029701768,26.315755054748042,30.902470982535306,-8.162557952833595,,,,,1000,1022.7399130297017,0.0,22.73991302970171,0.5294117647058824,0.0,0.47058823529411764,1.3376419429236335,1.5479855914557672,3.7858807448720966
common,original,double,21,17,17,4,0,9,0,0,8,9,5,0,2,2,2,4,16.0,16.0,1.3189543481206798,0.00849251034638232,6,0,0.0,22.739913029701768,26.315755054748042,150.56171328511937,-18.284564486487852,,,,,1000,1132.2771487986315,0.0,132.27714879863152,0.5294117647058824,0.0,0.47058823529411764,1.3376419429236335,1.5479855914557672,8.234361469007549
common,trail3_atr,fixed,21,17,17,4,0,10,0,0,7,10,5,0,2,2,2,4,1.0,1.0,0.27869811320755583,0.00294340112097935,6,0,0.0,12.02196517216881,15.597807197215099,19.63880704234282,-7.616841870174085,,,,,1000,1012.0219651721687,0.0,12.021965172168734,0.5882352941176471,0.0,0.4117647058823529,0.707174421892283,0.9175180704244176,2.578339865403293
common,trail3_atr,double,21,17,17,4,0,10,0,0,7,10,5,0,2,2,2,4,16.0,16.0,1.3616887131700168,0.006243999537879796,8,0,0.0,12.02196517216881,15.597807197215099,65.76059068102245,-16.3335482655159,,,,,1000,1049.4270424155065,0.0,49.42704241550655,0.5882352941176471,0.0,0.4117647058823529,0.707174421892283,0.9175180704244176,4.026105633143968
common,trail2_atr,fixed,21,17,17,4,0,10,0,0,7,10,5,0,2,2,2,4,1.0,1.0,0.27869811320755583,0.002936991954586965,7,0,0.0,16.6058514537319,20.181693478778193,24.222693323906128,-7.616841870174085,,,,,1000,1016.605851453732,0.0,16.605851453732043,0.5882352941176471,0.0,0.4117647058823529,0.9768147913959941,1.187158439928129,3.180149166383116
common,trail2_atr,double,21,17,17,4,0,10,0,0,7,10,5,0,2,2,2,3,8.0,8.0,1.3525562252015897,0.006227694552655372,9,0,0.0,16.6058514537319,20.181693478778193,42.94209168193788,-12.98159193506126,,,,,1000,1029.9604997468766,0.0,29.96049974687662,0.5882352941176471,0.0,0.4117647058823529,0.9768147913959941,1.187158439928129,3.307921855559022
common,cost_be1,fixed,21,17,17,4,0,12,0,0,5,12,4,0,2,2,2,2,1.0,1.0,0.27869811320755583,0.0022140451550681783,6,0,0.0,22.423461751722005,25.999303776768322,28.164296624896792,-5.74083487317489,,,,,1000,1022.4234617517219,1.2445999049620013,22.423461751721902,0.7058823529411765,0.0,0.29411764705882354,1.3190271618660003,1.5293708103981365,4.905958322629982
common,cost_be1,double,21,17,17,4,0,12,0,0,5,12,4,0,2,2,2,2,4.0,4.0,0.77731199439642,0.0033358576578126353,6,0,0.0,22.423461751722005,25.999303776768322,58.36882727224565,-6.914116660116406,,,,,1000,1051.4547106121292,1.2443705928981217,51.45471061212925,0.7058823529411765,0.0,0.29411764705882354,1.3190271618660003,1.5293708103981365,8.441978945617466
common,cost_be2,fixed,21,17,17,4,0,11,0,0,6,11,4,0,2,2,2,3,1.0,1.0,0.27869811320755583,0.0022140451550681783,7,0,0.0,24.683968859866,28.25981088491231,30.90365463739147,-6.219685777525569,,,,,1000,1024.683968859866,0.0,24.6839688598659,0.6470588235294118,0.0,0.35294117647058826,1.4519981682274117,1.6623418167595476,4.968684229846437
common,cost_be2,double,21,17,17,4,0,11,0,0,6,11,4,0,2,2,2,3,8.0,8.0,0.7752557403098768,0.0033358576578126353,7,0,0.0,24.683968859866,28.25981088491231,86.49138915738456,-8.82952027751901,,,,,1000,1077.6618688798656,0.0,77.66186887986555,0.6470588235294118,0.0,0.35294117647058826,1.4519981682274117,1.6623418167595476,9.79570649807575
common,partial25_at2,fixed,21,17,17,4,0,9,0,0,8,9,4,0,2,2,2,4,1.0,1.0,0.27869811320755583,0.002220004183735025,6,0,0.0,20.370473842822253,23.94631586786854,27.285700069258155,-6.9152262264360616,,,,,1000,1020.3704738428221,0.0,20.370473842822094,0.5294117647058824,0.0,0.47058823529411764,1.1982631672248385,1.408606815756973,3.9457422180851105
common,partial25_at2,double,21,17,17,4,0,9,0,0,8,9,4,0,2,2,2,2,4.0,4.0,0.40531985149695315,0.003376201013216007,9,0,0.0,20.370473842822253,23.94631586786854,42.47527838689007,-9.493808151690246,,,,,1000,1032.9814702351998,0.0,32.98147023519982,0.5294117647058824,0.0,0.47058823529411764,1.1982631672248385,1.408606815756973,4.473997968805374
common,partial50_at2,fixed,21,17,17,4,0,11,0,0,6,11,4,0,2,2,2,2,1.0,1.0,0.27869811320755583,0.002224791364844325,8,0,0.0,18.001034655942757,21.576876680989038,24.220720433468273,-6.219685777525569,,,,,1000,1018.0010346559427,0.0,18.001034655942703,0.6470588235294118,0.0,0.35294117647058826,1.0588843915260444,1.2692280400581788,3.8942032282383576
common,partial50_at2,double,21,17,17,4,0,11,0,0,6,11,4,0,2,2,2,2,4.0,4.0,0.27869811320755583,0.0033826363028580664,11,0,0.0,18.001034655942757,21.576876680989038,37.32086580532609,-7.3929675644669715,,,,,1000,1029.9278982408591,0.0,29.927898240859122,0.6470588235294118,0.0,0.35294117647058826,1.0588843915260444,1.2692280400581788,5.048157655215806
common,fixed3r,fixed,21,17,17,4,0,10,0,0,7,10,5,7,2,2,2,4,1.0,1.0,0.27869811320755583,0.003264563097075124,6,0,0.0,13.004854770673845,16.580696795720122,20.621696640847745,-7.616841870174085,,,,,1000,1013.0048547706737,0.0,13.00485477067366,0.5882352941176471,0.0,0.4117647058823529,0.7649914570984615,0.9753351056305954,2.707381483341262
common,fixed3r,double,21,17,17,4,0,10,0,0,7,10,5,7,2,2,2,4,16.0,16.0,1.3636142708127796,0.008777543527791365,7,0,0.0,13.004854770673845,16.580696795720122,75.08802340374677,-16.3335482655159,,,,,1000,1058.7544751382309,0.0,58.75447513823087,0.5882352941176471,0.0,0.4117647058823529,0.7649914570984615,0.9753351056305954,4.597165428058022
available,original,fixed,134,123,123,11,0,32,0,0,91,32,76,0,14,14,14,91,1.0,1.0,0.886986258479237,0.038328408891500465,0,0,0.0,-9.83875902948723,23.998550793382822,99.15745190768962,-108.99621093717667,,,,,1000,990.161240970513,9.83875902948705,-9.83875902948705,0.2601626016260163,0.0,0.7398373983739838,-0.07998991080883927,0.19511016905189285,0.9097330178279507
available,original,double,134,9,9,0,125,1,0,0,8,1,7,0,7,7,7,8,128.0,256.0,9.670155316593489,0.3216746873823194,0,0,0.0,-12.410816980109606,-6.826815129426648,0.2626782988004379,-321.9373656811199,,,,,1000,678.3253126176805,321.67468738231946,-321.67468738231946,0.1111111111111111,0.0,0.8888888888888888,-1.378979664456623,-0.7585350143807387,0.0008159298261159958
available,trail3_atr,fixed,134,123,123,11,0,36,0,0,87,36,76,0,14,14,14,87,1.0,1.0,0.8865508622954485,0.053886010222777836,0,0,0.0,-40.48494632507994,-6.647636502209904,67.00600713034271,-107.49095345542241,,,,,1000,959.5150536749203,40.484946325079704,-40.484946325079704,0.2926829268292683,0.0,0.7073170731707317,-0.32914590508195074,-0.054045825221218737,0.6233641527622209
available,trail3_atr,double,134,11,11,1,122,2,0,0,9,2,8,0,4,4,4,8,128.0,256.0,9.666242063971811,0.3215380762579232,1,0,0.0,-13.602781827862245,-6.451084486024154,1.9772595856060207,-323.28782886512056,,,,,1000,678.6894307204855,321.6458968350446,-321.31056927951454,0.18181818181818182,0.0,0.8181818181818182,-1.2366165298056586,-0.5864622260021958,0.006116096583490486
available,trail2_atr,fixed,134,123,123,11,0,36,0,0,87,36,76,0,14,14,14,86,1.0,1.0,0.8861158933490074,0.04620730383287608,1,0,0.0,-26.764441138910477,7.072868683959548,80.72651231651218,-107.49095345542241,,,,,1000,973.2355588610898,26.968429545040067,-26.76444113891023,0.2926829268292683,0.0,0.7073170731707317,-0.21759708243016648,0.05750299743056543,0.7510075008311308
available,trail2_atr,double,134,11,11,1,122,2,0,0,9,2,7,0,4,4,4,8,128.0,256.0,9.705020306098678,0.26825280652832373,1,0,0.0,-12.09611479380232,-4.909895020188331,13.958720872411504,-281.2479708609619,,,,,1000,732.7107500114496,268.60603883088527,-267.2892499885504,0.18181818181818182,0.0,0.8181818181818182,-1.0996467994365746,-0.4463540927443937,0.04963136562258846
available,cost_be1,fixed,134,124,124,10,0,55,0,1,68,55,61,0,6,6,6,68,1.0,1.0,0.886986258479237,0.0359324067365,0,0,0.0,-10.58318817342389,23.48535962083765,75.10658300085595,-85.68977117427949,,,,,1000,989.4168118265765,10.583188173423537,-10.583188173423537,0.4435483870967742,0.0,0.5483870967741935,-0.0853482917211604,0.18939806145836813,0.8764941482700543
available,cost_be1,double,134,10,10,0,124,2,0,0,8,2,7,0,5,5,5,8,128.0,256.0,9.670155316593489,0.3215371921062835,0,0,0.0,-12.408668616421547,-6.554942389007269,0.26749102475821473,-321.80468313104177,,,,,1000,678.4628078937164,321.53719210628356,-321.53719210628356,0.2,0.0,0.8,-1.2408668616421548,-0.6554942389007269,0.0008312216657496249
available,cost_be2,fixed,134,123,123,11,0,39,0,0,84,39,73,0,14,14,14,84,1.0,1.0,0.886986258479237,0.04268181248766367,0,0,0.0,-10.919313565122122,22.917996257747973,92.51329839196751,-103.43261195708942,,,,,1000,989.0806864348781,10.91931356512191,-10.91931356512191,0.3170731707317073,0.0,0.6829268292682927,-0.08877490703351319,0.1863251728272193,0.894430650463976
available,cost_be2,double,134,9,9,0,125,1,0,0,8,1,7,0,7,7,7,8,128.0,256.0,9.670155316593489,0.3216746873823194,0,0,0.0,-12.410816980109606,-6.826815129426648,0.2626782988004379,-321.9373656811199,,,,,1000,678.3253126176805,321.67468738231946,-321.67468738231946,0.1111111111111111,0.0,0.8888888888888888,-1.378979664456623,-0.7585350143807387,0.0008159298261159958
available,partial25_at2,fixed,134,123,123,11,0,34,0,0,89,34,71,0,14,14,14,89,1.0,1.0,0.8866601549183445,0.03735245913698293,0,0,0.0,-14.586745547779138,19.250564275090913,89.39364726390545,-103.9803928116844,,,,,1000,985.413254452221,14.586745547778946,-14.586745547778946,0.2764227642276423,0.0,0.7235772357723578,-0.11859142721771657,0.15650865264301556,0.8597163835089896
available,partial25_at2,double,134,10,10,1,123,1,0,0,9,1,5,0,8,4,4,8,128.0,256.0,9.414490025409615,0.20728014175974319,1,0,0.0,-11.128356121316076,-4.698228580711818,0.9976837513630699,-208.2073751328054,,,,,1000,792.7903086185577,207.2985631027302,-207.20969138144233,0.1,0.0,0.9,-1.1128356121316076,-0.46982285807118174,0.004791779113139944
available,partial50_at2,fixed,134,123,123,11,0,41,0,0,82,41,71,0,14,14,14,82,1.0,1.0,0.8863342910555269,0.040670958718116546,0,0,0.0,-19.334732066071034,14.502577756799006,81.53183524256679,-100.86656730863774,,,,,1000,980.665267933929,19.334732066070956,-19.334732066070956,0.3333333333333333,0.0,0.6666666666666666,-0.15719294362659378,0.11790713623413826,0.8083137695475514
available,partial50_at2,double,134,12,12,1,121,3,0,0,9,3,7,0,4,4,4,8,128.0,256.0,9.627745902674178,0.2612331748918424,1,0,0.0,-12.586045004775723,-5.130100854430436,20.490766543045197,-281.1152883108829,,,,,1000,739.3754782321623,261.4483989416883,-260.6245217678377,0.25,0.0,0.75,-1.0488370837313103,-0.4275084045358697,0.07289097176523762
available,fixed3r,fixed,134,123,123,11,0,36,0,0,87,36,75,26,14,14,14,86,1.0,1.0,0.8847990946061178,0.04670045529679567,1,0,0.0,-27.70091489972656,6.136394923143474,78.52752613944449,-106.22844103917123,,,,,1000,972.2990851002733,29.393452924177154,-27.70091489972674,0.2926829268292683,0.0,0.7073170731707317,-0.22521069024167933,0.049889389619052635,0.7392325950682815
available,fixed3r,double,134,22,22,1,111,3,0,0,19,3,16,3,8,6,8,8,128.0,256.0,9.14096727690102,0.24279960749193719,3,0,0.0,-19.720820052912064,-8.93325682714169,216.82419492013855,-381.5130210270378,,,,,1000,835.3111738931008,267.84617013086734,-164.68882610689923,0.13636363636363635,0.0,0.8636363636363636,-0.8964009114960029,-0.4060571285064405,0.5683271159040526
