variant,timeframe_min,threshold,slice,metric,candidates,closed,censored,mean_net_r,median_net_r,win_rate,realized_ge_10r_count,realized_ge_10r,mae_r_exit_bar_window_approx_median,mae_r_exit_bar_window_approx_p05,matched,matched_delta_net_r,matched_signflip_p
v1_common_execution_long,30,0.009907041428780516,top_quartile,eth_return_30m,164,164,0,0.15915109000536856,-0.7253579614569216,0.36585365853658536,0,0.0,-0.8699077245436752,-1.2622533028526537,0,,
v1_common_execution_long,60,0.5148741418764302,bottom_quartile,up_participation,107,107,0,-0.23652957426963372,-1.0193101903695414,0.19626168224299065,1,0.009345794392523364,-1.0472279260780295,-1.364215911326858,0,,
v1_common_execution_long,60,0.8708287895310796,top_quartile,up_participation,107,107,0,-0.581175966400638,-1.020618581907091,0.11214953271028037,0,0.0,-1.0359712230215818,-1.3435928567815045,0,,
v1_common_execution_long,60,0.5862705156958361,bottom_quartile,fast_breadth,107,107,0,-0.30687662325920423,-1.01913412378984,0.16822429906542055,1,0.009345794392523364,-1.031791777367501,-1.5383364005887339,0,,
v1_common_execution_long,60,0.8982188295165394,top_quartile,fast_breadth,135,135,0,-0.5799085247860177,-1.0190438247011957,0.1037037037037037,0,0.0,-1.0223214285714288,-1.3590063078561572,0,,
v1_common_execution_long,60,0.3037365327684548,bottom_quartile,joint_breadth,107,107,0,-0.21516694941780823,-1.0191639871382634,0.17757009345794392,1,0.009345794392523364,-1.0472279260780295,-1.5255290832139097,0,,
v1_common_execution_long,60,0.8543689320388349,top_quartile,joint_breadth,118,118,0,-0.6201383520048205,-1.0188589805111954,0.09322033898305085,0,0.0,-1.024523809523811,-1.348859473859479,0,,
v1_common_execution_long,60,-0.08575526175822507,bottom_quartile,joint_delta_30m,107,107,0,-0.3260126654391309,-1.0193101903695414,0.18691588785046728,1,0.009345794392523364,-1.0239999999999998,-1.513356345156672,0,,
v1_common_execution_long,60,0.0940289648622982,top_quartile,joint_delta_30m,107,107,0,-0.4760815528100268,-1.0184443185038254,0.17757009345794392,0,0.0,-1.0373643261934495,-1.510481802501009,0,,
v1_common_execution_long,60,-0.0015950242372397838,bottom_quartile,joint_delta_60m,107,107,0,-0.48319332795211545,-1.0198457618949257,0.1588785046728972,0,0.0,-1.031791777367501,-1.3641185748372628,0,,
v1_common_execution_long,60,0.47661385895085195,top_quartile,joint_delta_60m,107,107,0,-0.27353162637716777,-0.8642070196311721,0.19626168224299065,1,0.009345794392523364,-0.9708737864077679,-1.268611756914882,0,,
v1_common_execution_long,60,10.0,bottom_quartile,launch_density_1h,109,109,0,-0.4138175706038867,-1.0186911177644713,0.1926605504587156,0,0.0,-1.0261412407335542,-1.4953209868464263,0,,
v1_common_execution_long,60,195.0,top_quartile,launch_density_1h,115,115,0,-0.48932138860660895,-1.0175478547854788,0.14782608695652175,0,0.0,-1.021442495126706,-1.3513986013986108,0,,
v1_common_execution_long,60,0.24233983286908078,bottom_quartile,rv_tr_atr_expansion,108,108,0,-0.16668592115224076,-1.0194979588290827,0.2222222222222222,1,0.009259259259259259,-1.0470952211174296,-1.5098195775904388,0,,
v1_common_execution_long,60,0.919831223628692,top_quartile,rv_tr_atr_expansion,126,126,0,-0.5994276238808116,-1.0160437198067631,0.09523809523809523,0,0.0,-1.0207030987430357,-1.3440474383713117,0,,
v1_common_execution_long,60,0.00028054672948429893,bottom_quartile,return_median_30m,107,107,0,-0.23703915552430846,-1.0193101903695414,0.19626168224299065,1,0.009345794392523364,-1.0472279260780295,-1.425331260641132,0,,
v1_common_execution_long,60,0.010536337226319525,top_quartile,return_median_30m,120,120,0,-0.5633928509224944,-1.0163806764563716,0.1,0,0.0,-1.0215289836270625,-1.3471667221667243,0,,
v1_common_execution_long,60,0.0045387403973916884,bottom_quartile,return_iqr_30m,107,107,0,-0.19552708652118508,-1.01913412378984,0.2336448598130841,1,0.009345794392523364,-1.031791777367501,-1.52950243267733,0,,
v1_common_execution_long,60,0.009156224544066782,top_quartile,return_iqr_30m,123,123,0,-0.6045921901941658,-1.0168576998050685,0.08943089430894309,0,0.0,-1.0216154721274187,-1.345411183140733,0,,
v1_common_execution_long,60,-0.00020894351996547655,bottom_quartile,btc_return_30m,107,107,0,-0.43969449026437785,-1.0193101903695414,0.1588785046728972,0,0.0,-1.0339860454647771,-1.425331260641132,0,,
v1_common_execution_long,60,0.00528505419677594,top_quartile,btc_return_30m,134,134,0,-0.6480058919281415,-1.0188589805111954,0.08955223880597014,0,0.0,-1.0244720496894417,-1.596523467019331,0,,
v1_common_execution_long,60,0.00017063631746661034,bottom_quartile,eth_return_30m,107,107,0,-0.1737996811585015,-1.0191639871382634,0.19626168224299065,1,0.009345794392523364,-1.036161335187761,-1.3328311828683688,0,,
v1_common_execution_long,60,0.008546306891554334,top_quartile,eth_return_30m,107,107,0,-0.5158547585658406,-1.0206678567443934,0.09345794392523364,1,0.009345794392523364,-1.0415735359856946,-1.3581696081696293,0,,
v1_common_execution_long,240,0.22432995815195678,bottom_quartile,up_participation,19,19,0,0.8001861724941841,-1.0095681063122923,0.3684210526315789,1,0.05263157894736842,-1.0228640192539173,-1.6707385508597177,0,,
v1_common_execution_long,240,0.7611241217798594,top_quartile,up_participation,19,19,0,-0.21686993282482597,-1.0087266666666668,0.3157894736842105,0,0.0,-1.0056022408963596,-1.1005131110671817,0,,
v1_common_execution_long,240,0.5436719862864869,bottom_quartile,fast_breadth,19,19,0,-0.0011486979944981737,-1.0117052980132448,0.2631578947368421,1,0.05263157894736842,-1.030252720900204,-1.2085239252301947,0,,
v1_common_execution_long,240,0.8661473290697758,top_quartile,fast_breadth,19,19,0,-0.13815641857558045,-0.8877713248638849,0.3157894736842105,0,0.0,-1.0056022408963596,-1.6707385508597177,0,,
v1_common_execution_long,240,0.1650485436893204,bottom_quartile,joint_breadth,21,21,0,0.28796068869717306,-1.0123606975754995,0.23809523809523808,1,0.047619047619047616,-1.0421097405359419,-1.202749140893481,0,,
v1_common_execution_long,240,0.6516891224682364,top_quartile,joint_breadth,19,19,0,-0.3443585682532084,-1.0087266666666668,0.2631578947368421,0,0.0,-1.0056022408963596,-1.1169022005902807,0,,
v1_common_execution_long,240,-0.24373840445269018,bottom_quartile,joint_delta_30m,19,19,0,0.32642334324895933,-1.0095681063122923,0.3157894736842105,0,0.0,-1.0228640192539173,-1.6707385508597177,0,,
v1_common_execution_long,240,0.1353529875764149,top_quartile,joint_delta_30m,19,19,0,-0.28855539092302385,-1.0087266666666668,0.3684210526315789,0,0.0,-1.0145348837209365,-1.1718918267298888,0,,
v1_common_execution_long,240,-0.314275146135002,bottom_quartile,joint_delta_60m,19,19,0,1.2941227413647376,-0.8877713248638849,0.42105263157894735,2,0.10526315789473684,-1.0127041742286753,-1.6707385508597177,0,,
v1_common_execution_long,240,0.27948310471729676,top_quartile,joint_delta_60m,19,19,0,-0.5606712912591848,-1.0087266666666668,0.2631578947368421,0,0.0,-1.003484320557528,-1.120491679345945,0,,
v1_common_execution_long,240,11.0,bottom_quartile,launch_density_1h,21,21,0,-0.042609071390364586,-1.009965811965812,0.3333333333333333,1,0.047619047619047616,-1.0145348837209365,-1.1080745341614955,0,,
v1_common_execution_long,240,38.0,top_quartile,launch_density_1h,21,21,0,-0.03591054151198993,-0.8877713248638849,0.3333333333333333,0,0.0,-1.0056022408963596,-1.3134582623509372,0,,
v1_common_execution_long,240,0.14763001974983542,bottom_quartile,rv_tr_atr_expansion,19,19,0,0.6682670354523587,-1.009965811965812,0.3684210526315789,1,0.05263157894736842,-1.0014064697608998,-1.1777198720366224,0,,
v1_common_execution_long,240,0.3662788963460104,top_quartile,rv_tr_atr_expansion,19,19,0,0.8335884185134728,-0.1995146111936601,0.42105263157894735,1,0.05263157894736842,-0.7890991888430344,-1.1693381661968067,0,,
v1_common_execution_long,240,-0.0016968925654893274,bottom_quartile,return_median_30m,21,21,0,0.48384174299234234,-1.0095681063122923,0.2857142857142857,1,0.047619047619047616,-1.0220250356520364,-1.6410256410256416,0,,
v1_common_execution_long,240,0.002874157941006039,top_quartile,return_median_30m,19,19,0,-0.5932284753874295,-1.0117052980132448,0.21052631578947367,0,0.0,-1.0056022408963596,-1.1538159284211986,0,,
v1_common_execution_long,240,0.003656539246536493,bottom_quartile,return_iqr_30m,19,19,0,0.6210018649252504,-1.009965811965812,0.3684210526315789,1,0.05263157894736842,-1.030769230769231,-1.3500939880278031,0,,
v1_common_execution_long,240,0.00557289349696416,top_quartile,return_iqr_30m,19,19,0,-0.40596336731742216,-1.0087266666666668,0.2631578947368421,0,0.0,-1.003484320557528,-1.236950246221778,0,,
v1_common_execution_long,240,-0.0012331262637707008,bottom_quartile,btc_return_30m,19,19,0,-0.094007100301942,-1.0117088465845463,0.3684210526315789,0,0.0,-1.0228640192539173,-1.6707385508597177,0,,
v1_common_execution_long,240,0.0019079925862425795,top_quartile,btc_return_30m,19,19,0,-0.6102776151562022,-1.0161011627906973,0.2631578947368421,0,0.0,-1.0145348837209365,-1.3170477411066015,0,,
v1_common_execution_long,240,-0.0015222206154338336,bottom_quartile,eth_return_30m,20,20,0,-0.21828150865266807,-1.010406146016833,0.2,0,0.0,-1.048058354588528,-1.6558820959426797,0,,
v1_common_execution_long,240,0.0034631893080303566,top_quartile,eth_return_30m,19,19,0,-0.47199825620449193,-1.0087266666666668,0.2631578947368421,0,0.0,-1.0056022408963596,-1.1122238174573407,0,,
v7_bb_long,30,0.37067209775967414,bottom_quartile,up_participation,2129,2129,0,0.03202765705145366,-1.0418652037617548,0.28839830906528885,21,0.00986378581493659,-1.0328638497652596,-1.5160470216920527,0,,
v7_bb_long,30,0.8330058939096268,top_quartile,up_participation,2131,2131,0,-0.15469852282957786,-1.0289844119036369,0.25105584232754574,8,0.003754106053496011,-1.0185185185185173,-1.5454130141934939,0,,
v7_bb_long,30,0.7002341920374707,bottom_quartile,fast_breadth,2129,2129,0,0.009076643639217445,-1.0398181818181809,0.28933771723813995,27,0.012682010333489901,-1.030336765933762,-1.555371621621706,0,,
v7_bb_long,30,0.8658536585365854,top_quartile,fast_breadth,2133,2133,0,-0.21641745309701133,-1.029573008849557,0.22315986872948898,10,0.0046882325363338025,-1.021097046413502,-1.4432387597147514,0,,
v7_bb_long,30,0.26732673267326734,bottom_quartile,joint_breadth,2132,2132,0,-0.009686070741348904,-1.0403071716345438,0.28330206378986866,23,0.010787992495309569,-1.0316876083084408,-1.5279635115437138,0,,
v7_bb_long,30,0.7666666666666667,top_quartile,joint_breadth,2138,2138,0,-0.1440455327577193,-1.0287117931763752,0.2460243217960711,10,0.004677268475210477,-1.0180296275657552,-1.5184466884467405,0,,
v7_bb_long,30,-0.21868787276341947,bottom_quartile,joint_delta_30m,2129,2129,0,0.25601787918241165,-1.0409334248455735,0.32926256458431186,22,0.010333489901362142,-1.0236686390532752,-1.494583544254538,0,,
v7_bb_long,30,0.16666666666666669,top_quartile,joint_delta_30m,2132,2132,0,0.23209053790152517,-1.0358828612665825,0.34803001876172607,18,0.008442776735459663,-1.0199502487562264,-1.5593122779751334,0,,
v7_bb_long,30,-0.13124999999999998,bottom_quartile,joint_delta_60m,2132,2132,0,0.1495259107504163,-1.040391583495618,0.3123827392120075,19,0.008911819887429643,-1.0276051785355502,-1.4812714776632316,0,,
v7_bb_long,30,0.2899262899262899,top_quartile,joint_delta_60m,2131,2131,0,-0.07705420299972017,-1.0347470997679808,0.2763960581886438,11,0.005161895823557016,-1.0176470588235949,-1.5808569041652618,0,,
v7_bb_long,30,11.0,bottom_quartile,launch_density_1h,2221,2221,0,-0.06538564274981763,-1.040810551558752,0.2678973435389464,22,0.00990544799639802,-1.0332241459990616,-1.5656645569620267,0,,
v7_bb_long,30,56.0,top_quartile,launch_density_1h,2186,2186,0,0.11796880920031813,-0.9881517059297407,0.30329368709972554,15,0.006861848124428179,-1.0019092100950582,-1.4528132382400647,0,,
v7_bb_long,30,0.20535714285714285,bottom_quartile,rv_tr_atr_expansion,2129,2129,0,0.19385657946098192,-1.039931034482758,0.30812588069516206,26,0.012212306247064349,-1.02788844621518,-1.515311707382232,0,,
v7_bb_long,30,0.731457800511509,top_quartile,rv_tr_atr_expansion,2131,2131,0,-0.1420631251270061,-1.0289844119036369,0.25668700140778977,7,0.00328484279680901,-1.0168421052631582,-1.517388214949195,0,,
v7_bb_long,30,-0.0002865329512894421,bottom_quartile,return_median_30m,2129,2129,0,0.019135395206488846,-1.042119165839127,0.2879286049788633,20,0.009394081728511038,-1.0323089046493383,-1.5156815973142792,0,,
v7_bb_long,30,0.005407347598033629,top_quartile,return_median_30m,2129,2129,0,-0.11974432086534614,-1.0287313432835818,0.24753405354626584,11,0.005166744950681071,-1.0187110187110195,-1.5263563049853937,0,,
v7_bb_long,30,0.004093268626692126,bottom_quartile,return_iqr_30m,2130,2130,0,0.32350540342743916,-1.0449299267199388,0.3427230046948357,31,0.01455399061032864,-1.0241223626719678,-1.5483643387490307,0,,
v7_bb_long,30,0.0068814628906024855,top_quartile,return_iqr_30m,2132,2132,0,-0.2355124031382234,-1.0299886235638653,0.2298311444652908,9,0.004221388367729831,-1.022608889234709,-1.5034568511813684,0,,
v7_bb_long,30,-0.0006538926246208998,bottom_quartile,btc_return_30m,2131,2131,0,0.09296625726160701,-1.0399801652892569,0.30924448615673394,20,0.009385265133740028,-1.0252506946961515,-1.495002358768735,0,,
v7_bb_long,30,0.0026620365432772353,top_quartile,btc_return_30m,2129,2129,0,-0.04265549513574319,-1.025344526527871,0.2635039924847346,13,0.0061061531235321745,-1.0119940029985093,-1.4992118498236633,0,,
v7_bb_long,30,-0.0006018182205025369,bottom_quartile,eth_return_30m,2136,2136,0,0.08692970365702245,-1.0410510863676423,0.30430711610486894,20,0.009363295880149813,-1.0296043483756872,-1.506545369188915,0,,
v7_bb_long,30,0.004848432282405835,top_quartile,eth_return_30m,2153,2153,0,-0.11634463134748392,-1.0286922430691685,0.24756154203437064,11,0.005109150023223409,-1.0160055671537924,-1.4719026076722261,0,,
v7_bb_long,60,0.24327461578536078,bottom_quartile,up_participation,1134,1134,0,-0.12784380330685857,-1.0230577444446605,0.24162257495590828,9,0.007936507936507936,-1.0227438854156303,-1.4988588162954815,0,,
v7_bb_long,60,0.76953125,top_quartile,up_participation,1136,1136,0,0.015411250282597962,-1.0240490798428872,0.33098591549295775,9,0.007922535211267605,-1.0196797756656029,-1.4390416637877486,0,,
v7_bb_long,60,0.70382866714525,bottom_quartile,fast_breadth,1134,1134,0,-0.15386476954996275,-1.0295746233148297,0.28835978835978837,11,0.009700176366843033,-1.0338571839434758,-1.5644626123542005,0,,
v7_bb_long,60,0.8708333333333333,top_quartile,fast_breadth,1144,1144,0,-0.2881720269125014,-1.0221880191357073,0.23601398601398602,1,0.0008741258741258741,-1.0249223602484534,-1.4534752478142647,0,,
v7_bb_long,60,0.17832462836480514,bottom_quartile,joint_breadth,1134,1134,0,-0.22594197138306465,-1.0235689698594679,0.24603174603174602,9,0.007936507936507936,-1.027538794086194,-1.535056356245398,0,,
v7_bb_long,60,0.6681445603576751,top_quartile,joint_breadth,1134,1134,0,0.031258164515399416,-1.0250830912064002,0.3333333333333333,7,0.006172839506172839,-1.0230461454027522,-1.4281195207936852,0,,
v7_bb_long,60,-0.2770137524557956,bottom_quartile,joint_delta_30m,1135,1135,0,-0.16700887634893924,-1.020399816176471,0.2581497797356828,7,0.006167400881057269,-1.0147172734314474,-1.498431523766847,0,,
v7_bb_long,60,0.16393442622950818,top_quartile,joint_delta_30m,1135,1135,0,-0.01461871805333695,-1.029189233278956,0.2933920704845815,9,0.007929515418502203,-1.0270270270270332,-1.4572852141125796,0,,
v7_bb_long,60,-0.27201635351426584,bottom_quartile,joint_delta_60m,1134,1134,0,-0.17571180921570204,-1.0222199358638715,0.25308641975308643,8,0.007054673721340388,-1.0185153786374543,-1.4583094170404816,0,,
v7_bb_long,60,0.191699604743083,top_quartile,joint_delta_60m,1161,1161,0,-0.05868152779563856,-1.0271471068035702,0.3031869078380706,9,0.007751937984496124,-1.0256000000000007,-1.4960317460317427,0,,
v7_bb_long,60,11.0,bottom_quartile,launch_density_1h,1212,1212,0,-0.24044698905726333,-1.0309259264275519,0.2706270627062706,11,0.009075907590759076,-1.0439323419230466,-1.5808217781403928,0,,
v7_bb_long,60,51.0,top_quartile,launch_density_1h,1170,1170,0,-0.02685131001292985,-0.9755486293790643,0.30512820512820515,6,0.005128205128205128,-1.0034307840783405,-1.3597987868396655,0,,
v7_bb_long,60,0.1518987341772152,bottom_quartile,rv_tr_atr_expansion,1136,1136,0,-0.224814747962748,-1.0253721491263725,0.2649647887323944,5,0.0044014084507042256,-1.0312500000000946,-1.5434126335624208,0,,
v7_bb_long,60,0.4817987152034261,top_quartile,rv_tr_atr_expansion,1135,1135,0,0.008629318809028313,-1.028619565217392,0.3180616740088106,8,0.007048458149779736,-1.0236220472440956,-1.491737629459168,0,,
v7_bb_long,60,-0.0015091492171288579,bottom_quartile,return_median_30m,1139,1139,0,-0.22583988653283565,-1.024583703703704,0.23002633889376647,8,0.007023705004389816,-1.0247349823321916,-1.5306623656606344,0,,
v7_bb_long,60,0.003114734879649972,top_quartile,return_median_30m,1136,1136,0,-0.004019761655890359,-1.0249759446215907,0.3248239436619718,8,0.007042253521126761,-1.0198383658743109,-1.4487427466150904,0,,
v7_bb_long,60,0.0038586351808882757,bottom_quartile,return_iqr_30m,1135,1135,0,-0.10646618333962585,-1.0333903890160183,0.3180616740088106,7,0.006167400881057269,-1.03207810320781,-1.5507064503927377,0,,
v7_bb_long,60,0.005901925608774977,top_quartile,return_iqr_30m,1134,1134,0,0.12765552495287422,-1.0220037572254332,0.3236331569664903,12,0.010582010582010581,-1.0125910674691276,-1.449907892043631,0,,
v7_bb_long,60,-0.0011220746789580849,bottom_quartile,btc_return_30m,1134,1134,0,-0.21443892499189002,-1.0228952315765458,0.25396825396825395,6,0.005291005291005291,-1.0226288010089648,-1.477076124567475,0,,
v7_bb_long,60,0.0017110419726025228,top_quartile,btc_return_30m,1134,1134,0,0.03804312458698279,-1.0246045986525552,0.3368606701940035,9,0.007936507936507936,-1.0193001199350116,-1.526532582144858,0,,
v7_bb_long,60,-0.0015896028967004316,bottom_quartile,eth_return_30m,1134,1134,0,-0.2585982475655738,-1.0248461504471535,0.23633156966490299,6,0.005291005291005291,-1.0243574225640215,-1.5488613639361617,0,,
v7_bb_long,60,0.0032769363122082673,top_quartile,eth_return_30m,1137,1137,0,-0.0414317949203804,-1.027490174059517,0.31398416886543534,6,0.005277044854881266,-1.0239361702127812,-1.4423981393746284,0,,
v7_bb_long,240,0.2080536912751678,bottom_quartile,up_participation,244,244,0,0.9520772266231377,-0.8435723189276416,0.4098360655737705,7,0.028688524590163935,-0.9759244209670865,-1.4078291798628035,0,,
v7_bb_long,240,0.727069351230425,top_quartile,up_participation,248,248,0,0.38278220226913073,-1.0106373899098244,0.38306451612903225,1,0.004032258064516129,-1.0120551924473489,-1.550197129638811,0,,
v7_bb_long,240,0.4936708860759494,bottom_quartile,fast_breadth,241,241,0,0.08674543076114612,-1.017684095063985,0.27385892116182575,2,0.008298755186721992,-1.0384068278805123,-1.370106761565836,0,,
v7_bb_long,240,0.8590604026845637,top_quartile,fast_breadth,247,247,0,1.063126703494581,-0.4172544529262093,0.47368421052631576,7,0.02834008097165992,-0.8151618398637204,-1.2960627538366898,0,,
v7_bb_long,240,0.1375,bottom_quartile,joint_breadth,248,248,0,0.7352953980156772,-1.012196558906556,0.3387096774193548,7,0.028225806451612902,-1.0128250703180104,-1.3852405421799328,0,,
v7_bb_long,240,0.5341284769721841,top_quartile,joint_breadth,240,240,0,0.47307274678668065,-1.011227684159846,0.3875,2,0.008333333333333333,-1.0108125090627886,-1.5296941110126154,0,,
v7_bb_long,240,-0.2558139534883721,bottom_quartile,joint_delta_30m,245,245,0,0.8652316765165453,-0.803083700440529,0.4,7,0.02857142857142857,-0.9574588769143564,-1.3654300221163138,0,,
v7_bb_long,240,0.11875000000000002,top_quartile,joint_delta_30m,246,246,0,0.5168178953316319,-1.016010462064335,0.3048780487804878,3,0.012195121951219513,-1.0300899523781553,-1.5309813313025882,0,,
v7_bb_long,240,-0.25527207044479566,bottom_quartile,joint_delta_60m,247,247,0,0.4046568890063359,-0.4358105646630241,0.4574898785425101,0,0.0,-0.8289283998077864,-1.3864884758820248,0,,
v7_bb_long,240,0.18098679165558149,top_quartile,joint_delta_60m,240,240,0,0.3035083985110781,-1.0134573266741098,0.3625,1,0.004166666666666667,-1.0159447760977303,-1.5329862111858015,0,,
v7_bb_long,240,11.0,bottom_quartile,launch_density_1h,249,249,0,0.24033299201637634,-1.0163937184520468,0.24096385542168675,3,0.012048192771084338,-1.054545454545455,-1.4315318851033259,0,,
v7_bb_long,240,40.0,top_quartile,launch_density_1h,246,246,0,0.21041459817840075,-0.47459811785821693,0.45528455284552843,0,0.0,-0.7885866513859713,-1.326042959895332,0,,
v7_bb_long,240,0.08729366645734278,bottom_quartile,rv_tr_atr_expansion,240,240,0,-0.07637032762170172,-1.0144463864527307,0.23333333333333334,1,0.004166666666666667,-1.0389724054995644,-1.4528647385861069,0,,
v7_bb_long,240,0.3602108244178729,top_quartile,rv_tr_atr_expansion,240,240,0,1.0670156489332578,0.2837845448033559,0.5333333333333333,7,0.029166666666666667,-0.5900108949416354,-1.3482858272498661,0,,
v7_bb_long,240,-0.00172019404675261,bottom_quartile,return_median_30m,241,241,0,0.9555056893162089,-0.9216302521008404,0.3983402489626556,7,0.029045643153526972,-1.0000000000001277,-1.4110139446939254,0,,
v7_bb_long,240,0.0020438314349848496,top_quartile,return_median_30m,240,240,0,0.6326770701422958,-0.8982036611923281,0.42083333333333334,2,0.008333333333333333,-1.000542299349243,-1.4118958438030618,0,,
v7_bb_long,240,0.0034399236794202814,bottom_quartile,return_iqr_30m,272,272,0,-0.07411623713079935,-1.015467644208257,0.23161764705882354,1,0.003676470588235294,-1.0467052371156524,-1.4066045112506649,0,,
v7_bb_long,240,0.005403737964091687,top_quartile,return_iqr_30m,249,249,0,0.972480137995432,-0.2352948929159799,0.4819277108433735,6,0.024096385542168676,-0.8438897168405367,-1.4853389648479827,0,,
v7_bb_long,240,-0.0011200675712895736,bottom_quartile,btc_return_30m,246,246,0,0.9447352216674565,-0.9916408895642438,0.4024390243902439,8,0.032520325203252036,-1.001280476465262,-1.443078040680783,0,,
v7_bb_long,240,0.0015933472208454202,top_quartile,btc_return_30m,240,240,0,0.16550492269506833,-1.0132218997962819,0.3125,1,0.004166666666666667,-1.0248715743687926,-1.4758829777817204,0,,
v7_bb_long,240,-0.001911170537453044,bottom_quartile,eth_return_30m,246,246,0,1.1117104669334295,-1.0102444010597167,0.3861788617886179,9,0.036585365853658534,-1.003781823610279,-1.410854798143086,0,,
v7_bb_long,240,0.0024169977490260397,top_quartile,eth_return_30m,251,251,0,0.3130243071306186,-1.0074579652322602,0.3904382470119522,1,0.00398406374501992,-1.0033444816053512,-1.4050188042611587,0,,
