system,asset,closed,net_r
v9,SYS,96,8.97805967234033
v9,OMG,19,9.008417818414246
v9,1000CAT,100,9.012260967169228
v9,SOPH,132,9.041027816325164
v9,MYX,78,9.107437450762262
v9,BP,26,9.159995787079607
v9,ENJ,248,9.371378029764571
v9,LUNR,13,9.48501408404555
v9,ASTS,13,9.582278912181668
v9,XAG,41,9.708053149315209
v9,HOOK,97,9.785169349379887
v9,AKE,48,10.115763578814908
v9,TER,8,10.2755892899952
v9,KITE,66,10.2977400602681
v9,SSV,283,10.300270915431607
v9,FLUID,65,10.323034754055762
v9,SAGA,124,10.478589979625767
v9,EDGEX,22,10.765230692736182
v9,SUSHI,268,10.843333429294974
v9,ARK,130,10.900526505816373
v9,RIVER,74,11.103463627847262
v9,CROSS,70,11.148248921840791
v9,币安人生,76,11.188547633424701
v9,2Z,109,11.269928121823195
v9,AAVE,257,11.290653062073028
v9,PROM,88,11.316858658009105
v9,SUPER,134,11.41509396852322
v9,SHAZ,8,11.48209696024181
v9,MAV,135,11.509244996688542
v9,AEON,9,11.563727444120348
v9,AEVO,295,11.74252770360144
v9,VANA,232,11.821046279537898
v9,PROVE,118,11.869764246983934
v9,VFY,18,11.89012401437366
v9,ANKR,147,11.98498688657374
v9,EDEN,108,12.261875379496535
v9,BAT,209,12.540081481288745
v9,SNDK,28,12.70023549296216
v9,SLERF,56,12.78757213091309
v9,FOGO,70,13.270464791819794
v9,XVG,126,13.465432402901104
v9,MIRA,41,13.57732834566847
v9,NEO,293,13.65314618532386
v9,CGPT,110,13.674233139768242
v9,KAS,145,13.836340366128683
v9,XAU,83,13.98270995579176
v9,BICO,232,13.995035490938037
v9,ROSE,140,14.182023702192149
v9,H,130,14.238142672606923
v9,HYUNDAI,10,14.304452101633977
v9,MBABYDOGE,13,14.448316475854735
v9,CRDO,6,14.921556066836878
v9,IP,77,15.006292635192985
v9,KAITO,175,15.186502926273642
v9,OPEN,59,15.187333434180744
v9,TNSR,113,15.316312557430821
v9,JTO,238,15.742503042061825
v9,SAND,228,16.030705538263458
v9,BLUR,235,16.17518378349523
v9,NTRN,99,16.22575617342693
v9,SFP,127,16.597511185244958
v9,ZKJ,53,16.685580540086363
v9,SONIC,84,16.891531927776366
v9,TRB,234,16.975278345322284
v9,NOT,236,17.01293449996348
v9,PRL,39,17.097913299612816
v9,VVV,105,17.196424049295086
v9,SHIB,141,17.256090481842573
v9,BZ,24,17.528706712627773
v9,NIGHT,84,17.91444583314186
v9,ZIL,229,18.299417281766598
v9,SPACE,90,18.49344973785017
v9,THE,82,18.677259736411663
v9,OPG,55,18.744773413380774
v9,1000SHIB,121,18.760862960976958
v9,TAIKO,76,18.881001691215275
v9,LAB,106,19.20260544966677
v9,BTCDOM,119,19.52463449320587
v9,INJ,254,19.544367618057688
v9,ILV,104,19.69893084621872
v9,BILL,50,19.75854690625045
v9,HNT,10,20.103540834237094
v9,IO,122,20.132797284146793
v9,KSM,270,20.13653697007499
v9,AIN,54,20.14397835291587
v9,HMSTR,203,20.175634484318678
v9,FIGHT,38,20.369147190380552
v9,PEOPLE,251,20.449500171120633
v9,PUMPBTC,56,20.535291767167855
v9,DYM,108,20.60498436573468
v9,TRADOOR,49,20.95531554207551
v9,ONE,230,21.005301310861498
v9,NEAR,262,21.18238717846411
v9,龙虾,36,22.094505803462113
v9,CKB,140,22.265307173083226
v9,XCN,36,22.4065772485522
v9,APR,84,22.56690879020001
v9,SPX,198,22.81829293038751
v9,SKR,33,22.856337360908032
v9,CAKE,134,22.858933722826137
v9,MERL,202,23.08438648954377
v9,FIDA,103,23.443242487671544
v9,OP,273,23.489160004973765
v9,1000000MOG,113,23.783843840692825
v9,REZ,120,23.86574277046558
v9,T,116,23.884104638192603
v9,CFG,63,23.95786978042934
v9,PLUME,170,24.397866630104286
v9,GALA,268,24.701451221825675
v9,GWEI,30,24.829428548527346
v9,KDA,55,24.892669303412013
v9,ONT,230,24.92780613578197
v9,LEVER,43,24.988504562233448
v9,DOOD,150,25.070508969326575
v9,C98,121,25.186578155821003
v9,DUSK,116,25.338908985876564
v9,VET,144,25.357411940561917
v9,ME,210,25.50128600740499
v9,LRC,93,25.674922186348702
v9,UNI,243,26.049864143731405
v9,TRX,252,26.0612294201014
v9,ATA,94,26.27826988723002
v9,FORTH,41,26.413997937431972
v9,ICP,260,26.60416957442104
v9,ALPINE,66,26.81245702100157
v9,COTI,122,26.960208020682956
v9,PIXEL,107,26.96147468309125
v9,HYPER,79,27.07410551566201
v9,DRIFT,123,27.881280486680488
v9,BB,138,28.538364301764823
v9,SUN,105,28.685533638843154
v9,SLP,80,28.85098613004074
v9,RLC,115,29.008120394442436
v9,FLUX,116,29.012175231188586
v9,GUN,82,29.157623503412246
v9,WIF,259,29.173739631776023
v9,MTL,128,29.718605263969117
v9,SIREN,80,30.011078230917388
v9,XAI,121,30.94580428097285
v9,HYPE,180,30.956823546608465
v9,1MBABYDOGE,117,31.156409157673316
v9,BULLA,52,31.25447045928322
v9,AXS,276,31.33337431073901
v9,RED,80,31.42236290957668
v9,JASMY,133,31.506950392424887
v9,0G,154,31.77727056339807
v9,NKN,71,32.203407759116665
v9,PHB,100,32.778592830810105
v9,NEIROETH,50,32.93708707742062
v9,OKB,72,33.11905172770529
v9,BANK,77,33.52535285089113
v9,DEFI,59,33.64004410523384
v9,ZAMA,78,33.775929195262286
v9,ARIA,66,34.60399849980819
v9,RAYSOL,105,34.6811339374203
v9,MITO,53,34.93144919137376
v9,KAIA,112,35.72200375909694
v9,S,203,35.93400967230758
v9,SIGN,129,36.889154133180455
v9,EDGE,57,37.0373185544326
v9,MAVIA,78,37.32519340388187
v9,QTUM,260,37.67515105442427
v9,STORJ,113,37.7187650179649
v9,MET,106,37.87799832506049
v9,SKYAI,70,38.2923620252842
v9,BANANA,119,38.529043650021094
v9,PI,85,38.99888091800609
v9,AI,119,39.17008607800977
v9,TAO,248,39.69753302750856
v9,LDO,236,40.1087173428468
v9,KGEN,114,40.97102627660532
v9,BIO,199,41.00529813683826
v9,SOLV,97,41.38253690293381
v9,KAT,73,41.77607257228926
v9,MOODENG,203,41.984679941113235
v9,SOL,251,43.0484355248884
v9,BROCCOLIF3B,86,43.07755475243602
v9,DOT,242,43.778485834845526
v9,STG,126,44.80088341071998
v9,MYRO,69,45.19525840726299
v9,WAL,180,45.7298756253377
v9,ATOM,240,47.48041327387107
v9,1000PEPE,147,48.40872661119471
v9,JUP,249,49.35027152208662
v9,OG,67,49.39171010577315
v9,BLESS,67,49.65427747357719
v9,NEIRO,212,50.39529349839928
v9,XTZ,236,51.690055451347966
v9,EIGEN,230,51.71897630005261
v9,ETH,283,52.46226125913768
v9,EUL,56,53.233687262224755
v9,RONIN,104,53.52563170218379
v9,LQTY,238,53.93225675944268
v9,PUMP,116,55.335111380720676
v9,KMNO,151,55.93632199018204
v9,SHELL,162,56.56461739122304
v9,DOGE,270,60.12498582672129
v9,RAY,132,60.557823243540575
v9,PEPE,157,61.97804163012761
v9,MORPHO,216,62.00100237321813
v9,ORDI,289,62.40964995084562
v9,PLAY,58,63.47150253947875
v9,YGG,262,63.78765567029335
v9,ZK,204,64.33371760370791
v9,AIOT,62,65.74581934948321
v9,IMX,299,67.17026348794764
v9,ACT,204,68.32437640720217
v9,LINK,273,68.89968021938691
v9,CFX,255,69.53503270292963
v9,OMNI,54,69.78805313936532
v9,DASH,194,70.75970554681564
v9,DYDX,256,74.07246948055075
v9,OGN,112,74.16893524860205
v9,HBAR,252,74.51097769651594
v9,MAGIC,245,78.21194795735914
v9,MOVR,113,81.85924725975167
v9,BOME,250,85.93001299611353
v9,VELVET,56,87.25161900826916
v9,BROCCOLI714,96,87.79845163692067
v9,RSR,280,88.19072755110334
v9,ZETA,290,89.31117710973749
v9,CORE,135,89.89046334348876
v9,BERA,197,92.55313022290073
v9,ENA,187,96.89646860047917
v9,XLM,256,99.2622398353321
v9,ARB,301,101.81373570068969
v9,ADA,266,104.15244751665449
v9,TRUMP,192,105.04949405940475
v9,WLD,239,106.00511282571345
v9,STRK,260,106.72815031967363
v9,ALGO,248,110.21954334713531
v9,ETHW,267,110.76033945450814
v9,PENGU,232,113.31796566569919
v9,IOTA,264,120.17752782402664
v9,BEAT,76,121.18602670669098
v9,ZEC,146,180.7449104564156
v9,RAVE,85,218.97751903850923
v9,XRP,237,254.3692527099119
