variant,timeframe_min,metric,slice,targets,matched,match_rate,target_mean_net_r,control_mean_net_r,paired_delta_mean_net_r,paired_sign_flip_p,sign_flip_unit,unmatched_reasons
v1_common_execution_long,30,launch_density_1h,bottom_quartile,165,165,1.0,-0.26549304398760376,0.16878251895823834,-0.4342755629458422,0.5172,calendar_month,{}
v1_common_execution_long,30,launch_density_1h,top_quartile,164,164,1.0,-0.01939166051506899,-0.25407421056521917,0.2346825500501502,0.4838,calendar_month,{}
v1_common_execution_long,30,rv_tr_atr_expansion,bottom_quartile,164,163,0.9939024390243902,-0.22603166281279785,-0.12415009078008464,-0.10188157203271327,0.6082,calendar_month,"{""control_unresolved"": 1}"
v1_common_execution_long,30,rv_tr_atr_expansion,top_quartile,166,166,1.0,-0.2262872195411971,-0.616533541046259,0.3902463215050618,0.6436,calendar_month,{}
v1_common_execution_long,30,return_median_30m,bottom_quartile,164,164,1.0,-0.3877291519409018,-0.5647476623286867,0.17701851038778454,0.8132,calendar_month,{}
v1_common_execution_long,30,return_median_30m,top_quartile,164,164,1.0,0.11037090052861899,0.0007153264831550361,0.10965557404546386,0.7005,calendar_month,{}
v1_common_execution_long,30,return_iqr_30m,bottom_quartile,164,163,0.9939024390243902,-0.21229433962149846,0.2142783980535072,-0.4265727376750057,0.7235,calendar_month,"{""control_unresolved"": 1}"
v1_common_execution_long,30,return_iqr_30m,top_quartile,164,164,1.0,-0.06864871617674012,-0.10372894978388103,0.03508023360714088,0.9021,calendar_month,{}
v1_common_execution_long,30,btc_return_30m,bottom_quartile,164,164,1.0,-0.40526073759131886,-0.5858377942375524,0.18057705664623339,0.7578,calendar_month,{}
v1_common_execution_long,30,btc_return_30m,top_quartile,164,164,1.0,-0.003319718798926918,-0.2023653944450998,0.19904567564617295,0.3274,calendar_month,{}
v1_common_execution_long,30,eth_return_30m,bottom_quartile,164,164,1.0,-0.25747852323065706,-0.5159867429933374,0.25850821976268024,0.7783,calendar_month,{}
v1_common_execution_long,30,eth_return_30m,top_quartile,164,164,1.0,0.1591510900053686,-0.113715466728462,0.2728665567338306,0.3712,calendar_month,{}
v1_common_execution_long,30,joint_delta_60m,positive_rule,475,475,1.0,0.07056908344517515,0.013171429251957743,0.057397654193217434,0.7161,calendar_month,{}
v1_common_execution_long,60,baseline,all,427,427,1.0,-0.37762356731497737,-0.4891285674551268,0.11150500014014945,0.9775,calendar_month,{}
v1_common_execution_long,60,up_participation,bottom_quartile,107,107,1.0,-0.23652957426963372,-1.3778137144296727,1.141284140160039,0.6542,calendar_month,{}
v1_common_execution_long,60,up_participation,top_quartile,107,107,1.0,-0.5811759664006381,-0.23726964118251606,-0.343906325218122,0.6804,calendar_month,{}
v1_common_execution_long,60,fast_breadth,bottom_quartile,107,107,1.0,-0.3068766232592044,0.004520900973997426,-0.31139752423320166,0.145,calendar_month,{}
v1_common_execution_long,60,fast_breadth,top_quartile,135,135,1.0,-0.5799085247860177,-0.29688727578375546,-0.28302124900226233,0.5644,calendar_month,{}
v1_common_execution_long,60,joint_breadth,bottom_quartile,107,107,1.0,-0.21516694941780828,0.1361809786706018,-0.35134792808841003,0.1862,calendar_month,{}
v1_common_execution_long,60,joint_breadth,top_quartile,118,118,1.0,-0.6201383520048205,-0.32486853785951714,-0.29526981414530334,0.7773,calendar_month,{}
v1_common_execution_long,60,joint_delta_30m,bottom_quartile,107,107,1.0,-0.32601266543913093,-1.7393418001825198,1.413329134743389,0.3603,calendar_month,{}
v1_common_execution_long,60,joint_delta_30m,top_quartile,107,107,1.0,-0.47608155281002684,0.09781421458447634,-0.5738957673945031,0.0016,calendar_month,{}
v1_common_execution_long,60,joint_delta_60m,bottom_quartile,107,107,1.0,-0.48319332795211545,0.07289164260951304,-0.5560849705616284,0.0124,calendar_month,{}
v1_common_execution_long,60,joint_delta_60m,top_quartile,107,107,1.0,-0.27353162637716777,-0.36031090736389454,0.0867792809867269,0.6304,calendar_month,{}
v1_common_execution_long,60,launch_density_1h,bottom_quartile,109,109,1.0,-0.4138175706038867,0.010599413496716842,-0.4244169841006035,0.0046,calendar_month,{}
v1_common_execution_long,60,launch_density_1h,top_quartile,115,115,1.0,-0.4893213886066088,-0.3031787404704984,-0.18614264813611042,0.8836,calendar_month,{}
v1_common_execution_long,60,rv_tr_atr_expansion,bottom_quartile,108,108,1.0,-0.16668592115224076,-0.1431864177540834,-0.023499503398157366,0.9292,calendar_month,{}
v1_common_execution_long,60,rv_tr_atr_expansion,top_quartile,126,126,1.0,-0.5994276238808115,-0.284849485052736,-0.3145781388280755,0.635,calendar_month,{}
v1_common_execution_long,60,return_median_30m,bottom_quartile,107,107,1.0,-0.23703915552430835,-1.3748393308371232,1.137800175312815,0.6544,calendar_month,{}
v1_common_execution_long,60,return_median_30m,top_quartile,120,120,1.0,-0.5633928509224944,-0.2602390144732318,-0.30315383644926264,0.6541,calendar_month,{}
v1_common_execution_long,60,return_iqr_30m,bottom_quartile,107,107,1.0,-0.19552708652118506,-1.395447680613251,1.1999205940920656,0.6587,calendar_month,{}
v1_common_execution_long,60,return_iqr_30m,top_quartile,123,123,1.0,-0.6045921901941658,-0.2696924801142895,-0.33489971007987634,0.5668,calendar_month,{}
v1_common_execution_long,60,btc_return_30m,bottom_quartile,107,107,1.0,-0.43969449026437785,0.050312906802159454,-0.4900073970665373,0.0115,calendar_month,{}
v1_common_execution_long,60,btc_return_30m,top_quartile,134,134,1.0,-0.6480058919281414,-0.28103724851379785,-0.36696864341434354,0.2812,calendar_month,{}
v1_common_execution_long,60,eth_return_30m,bottom_quartile,107,107,1.0,-0.17379968115850142,0.008087492902417608,-0.18188717406091906,0.3006,calendar_month,{}
v1_common_execution_long,60,eth_return_30m,top_quartile,107,107,1.0,-0.5158547585658406,-0.2544467041174255,-0.26140805444841514,0.7495,calendar_month,{}
v1_common_execution_long,60,joint_delta_60m,positive_rule,317,317,1.0,-0.33721143808001364,-0.6757872657168231,0.3385758276368096,0.7212,calendar_month,{}
v1_common_execution_long,240,baseline,all,74,71,0.9594594594594594,0.24720102660698157,0.7903999290746593,-0.5431989024676777,0.0808,calendar_month,"{""control_unresolved"": 3}"
v1_common_execution_long,240,up_participation,bottom_quartile,19,19,1.0,0.8001861724941842,1.7867195406748844,-0.9865333681807005,0.2601,calendar_month,{}
v1_common_execution_long,240,up_participation,top_quartile,19,17,0.8947368421052632,-0.12261629439051301,-0.2832486296186449,0.16063233522813183,0.4975,calendar_month,"{""control_unresolved"": 2}"
v1_common_execution_long,240,fast_breadth,bottom_quartile,19,18,0.9473684210526315,0.055451405241489345,-0.022735054329623097,0.07818645957111246,0.874,calendar_month,"{""control_unresolved"": 1}"
v1_common_execution_long,240,fast_breadth,top_quartile,19,18,0.9473684210526315,-0.08904529021138072,0.3945063255629113,-0.48355161577429207,0.3058,calendar_month,"{""control_unresolved"": 1}"
v1_common_execution_long,240,joint_breadth,bottom_quartile,21,20,0.9523809523809523,0.3533562509441455,1.4767535563075496,-1.123397305363404,0.1565,calendar_month,"{""control_unresolved"": 1}"
v1_common_execution_long,240,joint_breadth,top_quartile,19,17,0.8947368421052632,-0.2649738179346521,-0.0507652283992312,-0.21420858953542088,0.6894,calendar_month,"{""control_unresolved"": 2}"
v1_common_execution_long,240,joint_delta_30m,bottom_quartile,19,19,1.0,0.32642334324895933,1.7253357322444405,-1.398912388995481,0.048,calendar_month,{}
v1_common_execution_long,240,joint_delta_30m,top_quartile,19,18,0.9473684210526315,-0.2481361813748197,0.23350585401199206,-0.4816420353868116,0.3057,calendar_month,"{""control_unresolved"": 1}"
v1_common_execution_long,240,joint_delta_60m,bottom_quartile,19,19,1.0,1.2941227413647374,2.858874737904277,-1.5647519965395393,0.0318,calendar_month,{}
v1_common_execution_long,240,joint_delta_60m,top_quartile,19,18,0.9473684210526315,-0.5353696317296563,-0.4974050308220559,-0.03796460090760034,0.9241,calendar_month,"{""control_unresolved"": 1}"
v1_common_execution_long,240,launch_density_1h,bottom_quartile,21,20,0.9523809523809523,0.006065533179652105,0.029203348354622044,-0.02313781517497,0.9729,calendar_month,"{""control_unresolved"": 1}"
v1_common_execution_long,240,launch_density_1h,top_quartile,21,20,0.9523809523809523,0.013401767868969372,0.12866191708675498,-0.11526014921778557,0.88,calendar_month,"{""control_unresolved"": 1}"
v1_common_execution_long,240,rv_tr_atr_expansion,bottom_quartile,19,18,0.9473684210526315,0.7621794668181106,1.9551840407330099,-1.1930045739149,0.1949,calendar_month,"{""control_unresolved"": 1}"
v1_common_execution_long,240,rv_tr_atr_expansion,top_quartile,19,18,0.9473684210526315,0.9363489508081488,-0.0199157973249476,0.9562647481330965,0.3926,calendar_month,"{""control_unresolved"": 1}"
v1_common_execution_long,240,return_median_30m,bottom_quartile,21,21,1.0,0.48384174299234234,1.5185096712502986,-1.0346679282579567,0.1863,calendar_month,{}
v1_common_execution_long,240,return_median_30m,top_quartile,19,17,0.8947368421052632,-0.5432523125487169,-0.8469969161407725,0.30374460359205563,0.3807,calendar_month,"{""control_unresolved"": 2}"
v1_common_execution_long,240,return_iqr_30m,bottom_quartile,19,19,1.0,0.6210018649252504,1.7371732476676054,-1.1161713827423545,0.0907,calendar_month,{}
v1_common_execution_long,240,return_iqr_30m,top_quartile,19,17,0.8947368421052632,-0.3339560152940028,-0.3655120678358758,0.03155605254187299,0.9121,calendar_month,"{""control_unresolved"": 2}"
v1_common_execution_long,240,btc_return_30m,bottom_quartile,19,19,1.0,-0.09400710030194194,0.25583177473948465,-0.34983887504142663,0.5136,calendar_month,{}
v1_common_execution_long,240,btc_return_30m,top_quartile,19,16,0.8421052631578947,-0.5335666399877308,-0.7111004931595868,0.17753385317185602,0.5412,calendar_month,"{""control_unresolved"": 3}"
v1_common_execution_long,240,eth_return_30m,bottom_quartile,20,20,1.0,-0.218281508652668,0.4353929765550612,-0.6536744852077294,0.2716,calendar_month,{}
v1_common_execution_long,240,eth_return_30m,top_quartile,19,17,0.8947368421052632,-0.40775971463837496,-0.4087445960684999,0.000984881430124919,1.0,calendar_month,"{""control_unresolved"": 2}"
v1_common_execution_long,240,joint_delta_60m,positive_rule,33,31,0.9393939393939394,-0.5375203164079679,-0.2128771023885398,-0.3246432140194282,0.2964,calendar_month,"{""control_unresolved"": 2}"
v7_bb_long,30,baseline,all,8513,8469,0.9948314342769882,0.07795132980756131,-0.11210218465737311,0.19005351446493438,0.234,calendar_month,"{""control_unresolved"": 44}"
v7_bb_long,30,up_participation,bottom_quartile,2129,2117,0.9943635509628934,0.03644225060303828,-0.12902705132297868,0.1654693019260169,0.4576,calendar_month,"{""control_unresolved"": 12}"
v7_bb_long,30,up_participation,top_quartile,2131,2128,0.998592210229939,-0.15343475143282057,-0.07333869521720984,-0.08009605621561075,0.4406,calendar_month,"{""control_unresolved"": 3}"
v7_bb_long,30,fast_breadth,bottom_quartile,2129,2118,0.994833255049319,-0.010950397281992263,-0.20873329741957483,0.19778290013758262,0.4848,calendar_month,"{""control_unresolved"": 11}"
v7_bb_long,30,fast_breadth,top_quartile,2133,2132,0.9995311767463666,-0.21600983984029853,-0.0671427580407072,-0.14886708179959135,0.2356,calendar_month,"{""control_unresolved"": 1}"
v7_bb_long,30,joint_breadth,bottom_quartile,2132,2120,0.9943714821763602,-0.005547711362488417,-0.20898177968740286,0.20343406832491448,0.4118,calendar_month,"{""control_unresolved"": 12}"
v7_bb_long,30,joint_breadth,top_quartile,2138,2134,0.9981290926099158,-0.14249849142604,-0.10479155074864777,-0.03770694067739226,0.6643,calendar_month,"{""control_unresolved"": 4}"
v7_bb_long,30,joint_delta_30m,bottom_quartile,2129,2117,0.9943635509628934,0.25523444594757716,-0.08373522249330542,0.33896966844088255,0.2163,calendar_month,"{""control_unresolved"": 12}"
v7_bb_long,30,joint_delta_30m,top_quartile,2135,2119,0.9925058548009368,0.22479705061711544,-0.0764058876113358,0.30120293822845123,0.1676,calendar_month,"{""control_unresolved"": 16}"
v7_bb_long,30,joint_delta_60m,bottom_quartile,2132,2124,0.9962476547842402,0.15225177776138799,-0.06066214822663825,0.21291392598802628,0.2769,calendar_month,"{""control_unresolved"": 8}"
v7_bb_long,30,joint_delta_60m,top_quartile,2131,2126,0.997653683716565,-0.07759549552813802,-0.08102519039805971,0.0034296948699217267,0.9822,calendar_month,"{""control_unresolved"": 5}"
v7_bb_long,30,launch_density_1h,bottom_quartile,2221,2210,0.995047276001801,-0.07381659865159079,-0.14551383814399035,0.07169723949239955,0.6196,calendar_month,"{""control_unresolved"": 11}"
v7_bb_long,30,launch_density_1h,top_quartile,2186,2175,0.994967978042086,0.12048177135453456,-0.1004553338036456,0.22093710515818013,0.662,calendar_month,"{""control_unresolved"": 11}"
v7_bb_long,30,rv_tr_atr_expansion,bottom_quartile,2129,2115,0.9934241427900423,0.18683634294433968,-0.10050194641552031,0.28733828935986,0.2544,calendar_month,"{""control_unresolved"": 14}"
v7_bb_long,30,rv_tr_atr_expansion,top_quartile,2131,2129,0.999061473486626,-0.1414108502929164,-0.16065048231954096,0.019239632026624567,0.8923,calendar_month,"{""control_unresolved"": 2}"
v7_bb_long,30,return_median_30m,bottom_quartile,2129,2117,0.9943635509628934,0.023476910278083126,-0.1279760247350729,0.15145293501315604,0.4838,calendar_month,"{""control_unresolved"": 12}"
v7_bb_long,30,return_median_30m,top_quartile,2129,2126,0.9985908877407234,-0.11843003669874584,-0.0673339424716103,-0.05109609422713556,0.5462,calendar_month,"{""control_unresolved"": 3}"
v7_bb_long,30,return_iqr_30m,bottom_quartile,2130,2107,0.9892018779342723,0.3039524534540286,-0.1627534140339595,0.46670586748798815,0.0775,calendar_month,"{""control_unresolved"": 23}"
v7_bb_long,30,return_iqr_30m,top_quartile,2132,2130,0.99906191369606,-0.23549904306733918,-0.06571555912269918,-0.16978348394464002,0.0986,calendar_month,"{""control_unresolved"": 2}"
v7_bb_long,30,btc_return_30m,bottom_quartile,2131,2117,0.993430314406382,0.09252092932794025,0.011248729719769084,0.08127219960817113,0.7121,calendar_month,"{""control_unresolved"": 14}"
v7_bb_long,30,btc_return_30m,top_quartile,2129,2125,0.9981211836542978,-0.040879507197078765,-0.18476665164557676,0.14388714444849804,0.2518,calendar_month,"{""control_unresolved"": 4}"
v7_bb_long,30,eth_return_30m,bottom_quartile,2136,2124,0.9943820224719101,0.09147148060457613,-0.13925669373895078,0.23072817434352694,0.3785,calendar_month,"{""control_unresolved"": 12}"
v7_bb_long,30,eth_return_30m,top_quartile,2153,2150,0.9986065954482118,-0.11498465527955921,-0.07946513442894794,-0.035519520850611275,0.8439,calendar_month,"{""control_unresolved"": 3}"
v7_bb_long,30,joint_delta_60m,positive_rule,4778,4750,0.9941398074508162,0.03382908310393034,-0.1328606747811209,0.16668975788505125,0.3202,calendar_month,"{""control_unresolved"": 28}"
v7_bb_long,60,baseline,all,4534,4493,0.9909572121746802,-0.07328109122340605,-0.16242244604486497,0.08914135482145892,0.5155,calendar_month,"{""control_unresolved"": 41}"
v7_bb_long,60,up_participation,bottom_quartile,1134,1123,0.9902998236331569,-0.12579801721581121,-0.033572085580288506,-0.09222593163552271,0.5563,calendar_month,"{""control_unresolved"": 11}"
v7_bb_long,60,up_participation,top_quartile,1136,1124,0.9894366197183099,0.021865667975102258,-0.2644262557201406,0.2862919236952428,0.248,calendar_month,"{""control_unresolved"": 12}"
v7_bb_long,60,fast_breadth,bottom_quartile,1134,1124,0.9911816578483245,-0.15358770102835018,-0.1905282410950056,0.036940540066655474,0.8852,calendar_month,"{""control_unresolved"": 10}"
v7_bb_long,60,fast_breadth,top_quartile,1144,1144,1.0,-0.2881720269125014,-0.1558657834423967,-0.1323062434701046,0.3788,calendar_month,{}
v7_bb_long,60,joint_breadth,bottom_quartile,1134,1126,0.9929453262786596,-0.2270891922811726,-0.17336692073810275,-0.05372227154306985,0.7692,calendar_month,"{""control_unresolved"": 8}"
v7_bb_long,60,joint_breadth,top_quartile,1134,1122,0.9894179894179894,0.03905074708968223,-0.13938483542489222,0.17843558251457445,0.4136,calendar_month,"{""control_unresolved"": 12}"
v7_bb_long,60,joint_delta_30m,bottom_quartile,1135,1129,0.9947136563876652,-0.16296445043726818,-0.08776802922612825,-0.07519642121113994,0.5879,calendar_month,"{""control_unresolved"": 6}"
v7_bb_long,60,joint_delta_30m,top_quartile,1137,1120,0.9850483729111698,-0.008237550770239415,-0.0909229774662674,0.082685426696028,0.555,calendar_month,"{""control_unresolved"": 17}"
v7_bb_long,60,joint_delta_60m,bottom_quartile,1134,1126,0.9929453262786596,-0.17002558532341522,-0.1119760367010029,-0.058049548622412364,0.5538,calendar_month,"{""control_unresolved"": 8}"
v7_bb_long,60,joint_delta_60m,top_quartile,1161,1149,0.9896640826873385,-0.053083926620903055,-0.17346960802979955,0.1203856814088965,0.416,calendar_month,"{""control_unresolved"": 12}"
v7_bb_long,60,launch_density_1h,bottom_quartile,1212,1204,0.9933993399339934,-0.2441047804244623,-0.27115645646122816,0.027051676036765802,0.8383,calendar_month,"{""control_unresolved"": 8}"
v7_bb_long,60,launch_density_1h,top_quartile,1170,1158,0.9897435897435898,-0.016166526345553652,-0.08772987800852125,0.07156335166296762,0.5535,calendar_month,"{""control_unresolved"": 12}"
v7_bb_long,60,rv_tr_atr_expansion,bottom_quartile,1136,1129,0.9938380281690141,-0.22675324033662123,-0.08243986644823943,-0.1443133738883818,0.2729,calendar_month,"{""control_unresolved"": 7}"
v7_bb_long,60,rv_tr_atr_expansion,top_quartile,1135,1127,0.9929515418502203,0.014362354367148516,-0.07664305007689479,0.09100540444404333,0.5647,calendar_month,"{""control_unresolved"": 8}"
v7_bb_long,60,return_median_30m,bottom_quartile,1139,1131,0.9929762949956101,-0.22703042157050926,-0.09684711532406683,-0.13018330624644237,0.4337,calendar_month,"{""control_unresolved"": 8}"
v7_bb_long,60,return_median_30m,top_quartile,1136,1124,0.9894366197183099,0.0022272075105801794,-0.18384969998721132,0.18607690749779152,0.4203,calendar_month,"{""control_unresolved"": 12}"
v7_bb_long,60,return_iqr_30m,bottom_quartile,1135,1123,0.9894273127753304,-0.09766730796240453,-0.24823335100790375,0.15056604304549925,0.3431,calendar_month,"{""control_unresolved"": 12}"
v7_bb_long,60,return_iqr_30m,top_quartile,1134,1128,0.9947089947089947,0.1338938181933493,0.026435453699532444,0.10745836449381686,0.5856,calendar_month,"{""control_unresolved"": 6}"
v7_bb_long,60,btc_return_30m,bottom_quartile,1134,1124,0.9911816578483245,-0.21401781359334307,-0.0701808497185186,-0.1438369638748245,0.2453,calendar_month,"{""control_unresolved"": 10}"
v7_bb_long,60,btc_return_30m,top_quartile,1134,1125,0.9920634920634921,0.04528672192864677,-0.10380244883452641,0.1490891707631732,0.3381,calendar_month,"{""control_unresolved"": 9}"
v7_bb_long,60,eth_return_30m,bottom_quartile,1134,1124,0.9911816578483245,-0.2585627044365682,-0.02667147918296389,-0.23189122525360437,0.131,calendar_month,"{""control_unresolved"": 10}"
v7_bb_long,60,eth_return_30m,top_quartile,1137,1129,0.9929639401934917,-0.03804209663759155,-0.0920249921468853,0.053982895509293735,0.6476,calendar_month,"{""control_unresolved"": 8}"
v7_bb_long,60,joint_delta_60m,positive_rule,2127,2103,0.9887165021156559,-0.11353122399291224,-0.22320246787190584,0.10967124387899362,0.4733,calendar_month,"{""control_unresolved"": 24}"
v7_bb_long,240,baseline,all,958,944,0.9853862212943633,0.4589570916735051,0.5148201075184695,-0.05586301584496435,0.7909,calendar_month,"{""control_unresolved"": 14}"
v7_bb_long,240,up_participation,bottom_quartile,244,240,0.9836065573770492,0.9835767974057228,0.5403123953166303,0.4432644020890925,0.5599,calendar_month,"{""control_unresolved"": 4}"
v7_bb_long,240,up_participation,top_quartile,248,243,0.9798387096774194,0.4105564584465065,0.4606516606217527,-0.05009520217524623,0.727,calendar_month,"{""control_unresolved"": 5}"
v7_bb_long,240,fast_breadth,bottom_quartile,241,234,0.970954356846473,0.11992930556453739,0.2890217118376991,-0.16909240627316166,0.7138,calendar_month,"{""control_unresolved"": 7}"
v7_bb_long,240,fast_breadth,top_quartile,247,246,0.9959514170040485,1.0715712159611699,0.7651311124517475,0.3064401035094224,0.735,calendar_month,"{""control_unresolved"": 1}"
v7_bb_long,240,joint_breadth,bottom_quartile,248,242,0.9758064516129032,0.7774783928379686,0.47525386138241926,0.3022245314555493,0.6449,calendar_month,"{""control_unresolved"": 6}"
v7_bb_long,240,joint_breadth,top_quartile,240,237,0.9875,0.4908310765349918,0.5888558013527234,-0.09802472481773143,0.6155,calendar_month,"{""control_unresolved"": 3}"
v7_bb_long,240,joint_delta_30m,bottom_quartile,245,242,0.9877551020408163,0.8871645513028534,0.5515472906158664,0.33561726068698694,0.7757,calendar_month,"{""control_unresolved"": 3}"
v7_bb_long,240,joint_delta_30m,top_quartile,246,242,0.983739837398374,0.5410587257043346,0.8366598099501148,-0.2956010842457803,0.4754,calendar_month,"{""control_unresolved"": 4}"
v7_bb_long,240,joint_delta_60m,bottom_quartile,247,244,0.9878542510121457,0.4207140116688119,0.6049296144749515,-0.18421560280613944,0.2819,calendar_month,"{""control_unresolved"": 3}"
v7_bb_long,240,joint_delta_60m,top_quartile,240,239,0.9958333333333333,0.3090254086898714,0.40587936346138187,-0.09685395477151036,0.7388,calendar_month,"{""control_unresolved"": 1}"
v7_bb_long,240,launch_density_1h,bottom_quartile,249,246,0.9879518072289156,0.25570349485099936,0.1702039880990774,0.08549950675192194,0.6219,calendar_month,"{""control_unresolved"": 3}"
v7_bb_long,240,launch_density_1h,top_quartile,246,243,0.9878048780487805,0.22557099476652884,0.28959324175861983,-0.06402224699209108,0.8714,calendar_month,"{""control_unresolved"": 3}"
v7_bb_long,240,rv_tr_atr_expansion,bottom_quartile,240,234,0.975,-0.05220928774171103,0.19431624688816657,-0.2465255346298776,0.2122,calendar_month,"{""control_unresolved"": 6}"
v7_bb_long,240,rv_tr_atr_expansion,top_quartile,240,240,1.0,1.0670156489332578,0.6381870960924855,0.4288285528407723,0.4163,calendar_month,{}
v7_bb_long,240,return_median_30m,bottom_quartile,241,237,0.983402489626556,0.9874618531921274,0.6887638945830046,0.29869795860912274,0.7409,calendar_month,"{""control_unresolved"": 4}"
v7_bb_long,240,return_median_30m,top_quartile,240,236,0.9833333333333333,0.6595691486045396,0.5548259073380086,0.10474324126653095,0.648,calendar_month,"{""control_unresolved"": 4}"
v7_bb_long,240,return_iqr_30m,bottom_quartile,272,265,0.9742647058823529,-0.04920078393604371,0.25499879580787216,-0.30419957974391587,0.0236,calendar_month,"{""control_unresolved"": 7}"
v7_bb_long,240,return_iqr_30m,top_quartile,249,249,1.0,0.972480137995432,0.8006986158874316,0.1717815221080003,0.6412,calendar_month,{}
v7_bb_long,240,btc_return_30m,bottom_quartile,246,242,0.983739837398374,0.9758704263267058,0.684423092896623,0.2914473334300829,0.8286,calendar_month,"{""control_unresolved"": 4}"
v7_bb_long,240,btc_return_30m,top_quartile,240,237,0.9875,0.18052757378245005,0.3351355545563139,-0.15460798077386378,0.3451,calendar_month,"{""control_unresolved"": 3}"
v7_bb_long,240,eth_return_30m,bottom_quartile,246,242,0.983739837398374,1.1455882766402954,0.8489129555488701,0.2966753210914253,0.8053,calendar_month,"{""control_unresolved"": 4}"
v7_bb_long,240,eth_return_30m,top_quartile,251,248,0.9880478087649402,0.32810429956485937,0.44531442234754337,-0.11721012278268408,0.6029,calendar_month,"{""control_unresolved"": 3}"
v7_bb_long,240,joint_delta_60m,positive_rule,452,444,0.9823008849557522,0.1715811879824721,0.27863153565847903,-0.10705034767600695,0.4806,calendar_month,"{""control_unresolved"": 8}"
