scope,timeframe,length,period,direction,entries,closed,censored,win_rate,net_r,gross_r,mean_net_r,net_bp,mean_net_bp,pf,pf_nominal,event_drawdown_r,realized_10r,random_pairs,random_mean_r,paired_strategy_mean_r,random_excess_r,rank_net_r
actual,1h,30,earlier,both,469,469,0,0.32196162046908317,4.071819614061109,30.005357361592004,0.00868191815364842,5383.012747654686,11.477639120798905,1.0132117371330753,1.039082179974704,54.99031983572986,2,466,-0.016171779953063063,0.015584051190789318,0.03175583114385236,4.0
actual,1h,30,later,both,337,324,13,0.35185185185185186,32.168163508082884,50.20306382653535,0.09928445527186075,18693.855528206663,57.697084963600815,1.1579887097964625,1.2117034532643345,35.344364071135104,1,323,0.02738753176371158,0.10295507751917995,0.07556754575546835,9.0
actual,1h,30,cross_split,both,15,15,0,0.8,34.203305405973126,35.38199048380818,2.2802203603982085,8764.290627516339,584.2860418344225,14.726507644108098,12.437220236956591,1.8470713958787432,0,5,5.301637061834581,2.7648268178983484,-2.536810243936232,3.0
actual,1h,50,full,both,802,790,12,0.34556962025316457,84.0034437804146,128.0324072371276,0.10633347313976532,34562.89738934525,43.75050302448765,1.1675140966709707,1.155858414151002,52.8635524537029,4,789,0.048262650343026965,0.10784508277696686,0.059582432433939916,3.0
actual,1h,50,earlier,both,458,458,0,0.32751091703056767,4.7357818993038645,29.896475504438435,0.01034013515131848,5812.389164509884,12.69080603604778,1.0158297607507196,1.043417184727243,52.8635524537029,2,456,-0.005532283475797022,0.015116644851422526,0.020648928327219554,3.0
actual,1h,50,later,both,330,318,12,0.3490566037735849,44.41965747371107,62.14195836728325,0.13968445746450023,19592.10056583739,61.61037913785343,1.221594929995723,1.2238761644415015,34.2668100678752,2,317,0.03208738272747998,0.14355200001363821,0.11146461728615827,7.0
actual,1h,50,cross_split,both,14,14,0,0.8571428571428571,34.84800440739966,35.9939733654059,2.489143171957118,9158.40765899798,654.1719756427129,19.866625559333478,25.607568530601554,1.8470713958787432,0,5,5.301637061834581,2.7648268178983484,-2.536810243936232,2.0
actual,1h,60,full,both,775,762,13,0.3425196850393701,72.1215450416555,114.31363183305862,0.0946476969050597,27909.045612315414,36.62604411065015,1.1481525744924328,1.1281233130389063,47.244666336754044,4,760,0.024640567303295034,0.09769042104527563,0.0730498537419806,4.0
actual,1h,60,earlier,both,437,437,0,0.32494279176201374,-2.190569933349181,21.750970999022773,-0.005012745842904304,1099.1472082475061,2.5152110028547052,0.9923599547977952,1.0084711661084782,47.244666336754044,2,436,0.002539370087538095,-0.002579716972513401,-0.005119087060051521,5.0
actual,1h,60,later,both,324,311,13,0.3440514469453376,39.35682343070165,56.534716523928736,0.1265492714813558,17903.766836950024,57.5683821123795,1.1984271102916828,1.2047232073711263,37.255348316191494,2,309,-0.025371014219755978,0.13423947696911212,0.15961049118886805,8.0
actual,1h,60,cross_split,both,14,14,0,0.8571428571428571,34.95529154430302,36.02794431010711,2.4968065388787872,8906.131567117887,636.1522547941348,21.091739170516167,15.262256773066149,1.0950852575488452,0,5,5.301637061834581,2.7648268178983484,-2.536810243936232,1.0
actual,1h,90,full,both,657,645,12,0.33798449612403103,54.37609572458275,89.70256747733481,0.08430402437919805,23926.223854749045,37.09492070503728,1.1304341188778915,1.127073467733777,54.39674334615656,2,644,0.11937898140398476,0.08604494432721195,-0.033334037076772835,6.0
actual,1h,90,earlier,both,373,373,0,0.3109919571045576,-34.1436972577392,-14.062732997247206,-0.0915380623531882,-7749.989080297396,-20.77745061741929,0.86398448450531,0.9325375541722621,54.39674334615656,0,373,0.09747257068313243,-0.0915380623531882,-0.18901063303632062,9.0
actual,1h,90,later,both,272,260,12,0.35384615384615387,60.35451192328552,74.71761464276642,0.23213273816648278,24075.711703853893,92.59889116866881,1.3677512116288257,1.3307852019526445,29.637710539104226,2,259,0.10561114737620503,0.237032279325974,0.13142113194976895,1.0
actual,1h,90,cross_split,both,12,12,0,0.8333333333333334,28.165281059036406,29.047685831815567,2.3471067549197007,7600.501231192549,633.375102599379,17.188950390678883,13.17142362498839,1.0950852575488452,0,4,4.979566875238434,2.265863067827487,-2.7137038074109463,6.0
actual,1h,120,full,both,566,559,7,0.33273703041144903,52.433355803323806,82.90587317690765,0.09379848980916602,22738.06869986136,40.67633041120101,1.1458477649621843,1.138893676209534,47.03334720924728,2,559,0.1433237786456612,0.09379848980916602,-0.049525288836495214,7.0
actual,1h,120,earlier,both,315,315,0,0.30158730158730157,-31.731657741765225,-15.077174179374694,-0.10073542140242929,-4054.9125848428557,-12.872738364580496,0.8500513888244802,0.9586587871201582,47.03334720924728,0,315,0.11020209998522096,-0.10073542140242929,-0.21093752138765026,8.0
actual,1h,120,later,both,239,232,7,0.3577586206896552,58.85925949411963,71.72655814218568,0.2537037047160329,21364.988094229495,92.090465923403,1.4077213430036304,1.332260892150682,23.792072494742037,2,232,0.1299823105935316,0.2537037047160329,0.12372139412250131,2.0
actual,1h,120,cross_split,both,12,12,0,0.6666666666666666,25.305754050969398,26.25648921409666,2.1088128375807833,5427.993190474728,452.332765872894,8.170670411832367,5.104088077687733,3.5290638946690707,0,4,5.082096382910568,3.133184051873692,-1.9489123310368757,7.0
actual,1h,150,full,both,502,496,6,0.32056451612903225,47.848520336052374,74.819038596014,0.0964687910001056,26335.919258637707,53.09661140854376,1.1473039238457008,1.1794592008378184,37.26617592289471,3,496,0.16015691953914896,0.0964687910001056,-0.06368812853904338,8.0
actual,1h,150,earlier,both,275,275,0,0.2909090909090909,-23.19219537576856,-8.563914448181546,-0.08433525591188568,2788.8360491819262,10.141221997025188,0.8766916336822507,1.032530538987634,37.26617592289471,1,275,0.14583601491016848,-0.08433525591188568,-0.23017127082205413,6.0
actual,1h,150,later,both,217,211,6,0.3459715639810427,52.07281276085341,63.63440881704325,0.24679058180499247,19814.51265857868,93.90764293165252,1.3908883581654004,1.3319058114729778,25.685396520286822,2,211,0.11648667218651595,0.24679058180499247,0.13030390961847652,3.0
actual,1h,150,cross_split,both,10,10,0,0.6,18.967902950967513,19.748544227152284,1.8967902950967512,3732.570550877094,373.25705508770943,6.37476892374208,3.822184508975636,3.5290638946690702,0,3,6.21536432866088,2.7459961087129496,-3.469368219947931,9.0
actual,1h,200,full,both,468,464,4,0.3168103448275862,40.19219950461954,65.28741811236523,0.08662111962202487,24993.07408339911,53.864383800429124,1.1312260245251058,1.1812286043327298,54.92407364703968,3,464,0.15623273117729156,0.08662111962202487,-0.06961161155526667,9.0
actual,1h,200,earlier,both,250,250,0,0.272,-27.873887563882572,-14.420216447643087,-0.11149555025553029,-2222.768290241102,-8.891073160964408,0.8409749908631861,0.9720290697763635,54.92407364703968,1,250,0.10308588556754986,-0.11149555025553029,-0.21458143582308015,7.0
actual,1h,200,later,both,209,205,4,0.35609756097560974,48.47052151667174,59.41688972428899,0.23644156837400848,22252.55459256961,108.5490467930225,1.3771715034071255,1.3858218679104077,35.243878349404106,2,205,0.1614651278291385,0.23644156837400848,0.07497644054486989,5.0
actual,1h,200,cross_split,both,9,9,0,0.6666666666666666,19.595565551830376,20.290744835719337,2.1772850613144863,4963.2877810706095,551.4764201189566,8.864113633030554,7.4769891670727,1.8470713958787432,0,3,6.106689744700485,2.7645863631639163,-3.342103381536569,8.0
actual,4h,0,full,both,242,239,3,0.3389121338912134,28.020882113478002,34.433934460429455,0.11724218457522177,23783.07826742538,99.5107877298133,1.1877697181739422,1.1783567464406155,34.939266263638785,1,238,0.08246449863031341,0.12206283546533919,0.03959833683502579,1.0
actual,4h,0,earlier,both,136,136,0,0.35294117647058826,32.35185346296792,35.906589984613376,0.2378812754629994,28594.46599046195,210.2534264004555,1.3948247622046204,1.379313887315846,17.22824521177632,1,136,0.3756215270616429,0.2378812754629994,-0.13774025159864348,1.0
actual,4h,0,later,both,102,99,3,0.31313131313131315,-4.479355345881746,-1.707626535213573,-0.045246013594765114,-4846.931773171908,-48.95890679971624,0.9313549411265042,0.912855059186864,18.82438718654228,0,98,-0.32769871638533316,-0.035196761414377754,0.2925019549709554,8.0
actual,4h,0,cross_split,both,4,4,0,0.5,0.14838399639183808,0.2349710110296424,0.03709599909795952,35.54405013534392,8.88601253383598,1.0728660095212532,1.0151791004656514,1.6451404335755881,0,1,1.612212389380536,0.3912548262548261,-1.22095756312571,1.0
actual,4h,20,full,both,242,239,3,0.3389121338912134,28.020882113478002,34.433934460429455,0.11724218457522177,23783.07826742538,99.5107877298133,1.1877697181739422,1.1783567464406155,34.939266263638785,1,238,0.08246449863031341,0.12206283546533919,0.03959833683502579,1.0
actual,4h,20,earlier,both,136,136,0,0.35294117647058826,32.35185346296792,35.906589984613376,0.2378812754629994,28594.46599046195,210.2534264004555,1.3948247622046204,1.379313887315846,17.22824521177632,1,136,0.3756215270616429,0.2378812754629994,-0.13774025159864348,1.0
actual,4h,20,later,both,102,99,3,0.31313131313131315,-4.479355345881746,-1.707626535213573,-0.045246013594765114,-4846.931773171908,-48.95890679971624,0.9313549411265042,0.912855059186864,18.82438718654228,0,98,-0.32769871638533316,-0.035196761414377754,0.2925019549709554,8.0
actual,4h,20,cross_split,both,4,4,0,0.5,0.14838399639183808,0.2349710110296424,0.03709599909795952,35.54405013534392,8.88601253383598,1.0728660095212532,1.0151791004656514,1.6451404335755881,0,1,1.612212389380536,0.3912548262548261,-1.22095756312571,1.0
actual,4h,30,full,both,236,233,3,0.33905579399141633,8.87201214556678,15.069939371433318,0.03807730534578017,11364.742854772945,48.775720406750835,1.0609536959245867,1.0865958169100218,33.88465657200883,0,231,0.06525615619870268,0.04024668776120996,-0.02500946843749265,3.0
actual,4h,30,earlier,both,134,134,0,0.35074626865671643,12.426822771115887,15.928125198647564,0.09273748336653648,15971.235434152464,119.18832413546615,1.1526990547143006,1.2130209981186333,16.26326307348834,0,134,0.3324111354355261,0.09273748336653648,-0.23967365206898966,3.0
actual,4h,30,later,both,98,95,3,0.3157894736842105,-3.7031946219409417,-1.0931568382438808,-0.038980996020430966,-4642.036629514858,-48.863543468577454,0.9404015715338371,0.9139125793445491,17.76977749491233,0,93,-0.32392921791240836,-0.035249697792131364,0.28867952012027703,7.0
actual,4h,30,cross_split,both,4,4,0,0.5,0.14838399639183808,0.2349710110296424,0.03709599909795952,35.54405013534392,8.88601253383598,1.0728660095212532,1.0151791004656514,1.6451404335755881,0,1,1.612212389380536,0.3912548262548261,-1.22095756312571,1.0
actual,4h,50,full,both,203,200,3,0.325,-0.6352391629875669,4.568385695252907,-0.0031761958149378344,7173.396585549354,35.86698292774677,0.9950607737101077,1.0616643552642442,32.73325335437413,0,199,-0.1674499497174406,0.0019840882627395204,0.16943403798018017,4.0
actual,4h,50,earlier,both,112,112,0,0.32142857142857145,2.523498074656491,5.259431175179127,0.022531232809432953,9593.28529328079,85.65433297572135,1.0358858672170894,1.1438906014882533,15.381249782638292,0,111,-0.05874711469035657,0.03190901409264006,0.0906561287829967,4.0
actual,4h,50,later,both,89,86,3,0.3372093023255814,-1.122341977813642,1.3089545200737742,-0.013050488114112118,-78.2446679033759,-0.9098217198066965,0.9800488722426347,0.9983463862638096,16.568323266087738,0,85,-0.2789092394650636,-0.0010855205945989811,0.2778237188704647,6.0
actual,4h,50,cross_split,both,2,2,0,0.0,-2.0363952598304143,-1.9999999999999998,-1.0181976299152071,-2341.644039828058,-1170.822019914029,0.0,0.0,2.0363952598304143,0,0,,,,6.0
actual,4h,60,full,both,185,182,3,0.3076923076923077,-9.083461214323716,-4.452758501068857,-0.049909127551229206,1314.756920130593,7.223939121596665,0.9242409788507362,1.0121253599365059,35.07894857131504,0,181,-0.11194458093386403,-0.044493859044480596,0.0674507218893835,7.0
actual,4h,60,earlier,both,104,104,0,0.27884615384615385,-12.87166539699524,-10.358262674893108,-0.12376601343264654,-3385.1211351523493,-32.5492416841572,0.8147160663506986,0.948784187438438,23.59733331067778,0,103,0.011642421347585483,-0.11508022240163769,-0.12672264374922312,6.0
actual,4h,60,later,both,79,76,3,0.35526315789473684,5.82459944250194,7.905504173824259,0.07663946634870973,7041.522095111005,92.65160651461848,1.1203602311077931,1.1760668252301343,16.645669637055008,0,75,-0.2448908485229333,0.0913956289303289,0.3362864774532622,5.0
actual,4h,60,cross_split,both,2,2,0,0.0,-2.0363952598304143,-1.9999999999999998,-1.0181976299152071,-2341.644039828058,-1170.822019914029,0.0,0.0,2.0363952598304143,0,0,,,,6.0
actual,4h,90,full,both,153,150,3,0.2866666666666667,-4.587670579032952,-0.8637604962528336,-0.03058447052688635,5284.344725393728,35.22896483595819,0.9542542016965191,1.0569925415794834,31.873014311795746,0,149,-0.048452631422035236,-0.02387649564939748,0.024576135772637776,5.0
actual,4h,90,earlier,both,91,91,0,0.26373626373626374,-12.72288053178959,-10.5121049889184,-0.1398118739757098,-3077.083619789196,-33.81410571196919,0.7915103234019223,0.9476693776949383,20.841181172175354,0,91,-0.015508392300898689,-0.1398118739757098,-0.12430348167481108,5.0
actual,4h,90,later,both,60,57,3,0.3333333333333333,10.171605212587052,11.648344492665567,0.17844921425591317,10703.072385010973,187.77319973703462,1.273241208847143,1.338946501065389,16.12318282605708,0,56,-0.0667052957893989,0.2000299632117817,0.2667352590011807,2.0
actual,4h,90,cross_split,both,2,2,0,0.0,-2.0363952598304143,-1.9999999999999998,-1.0181976299152071,-2341.644039828058,-1170.822019914029,0.0,0.0,2.0363952598304143,0,0,,,,6.0
actual,4h,120,full,both,143,142,1,0.2746478873239437,-10.40165030985035,-6.865852246141806,-0.07325105852007288,-5369.834812630005,-37.815738117112716,0.8925968591332062,0.9396099095033573,34.51640555067513,0,141,-0.2493272345942901,-0.06646508923813918,0.182862145356151,8.0
actual,4h,120,earlier,both,87,87,0,0.25287356321839083,-18.410327197491895,-16.282881851548222,-0.2116129562930103,-12661.109959801095,-145.52999953794364,0.6891097840892552,0.7768326241771947,19.5248340156777,0,86,-0.3452158804112305,-0.20223168264959687,0.14298419776163368,7.0
actual,4h,120,later,both,54,53,1,0.32075471698113206,10.045072147471954,11.417029605406414,0.18952966315984818,9632.919186999145,181.75319220753101,1.282225950104716,1.3227779166045104,14.069683093352825,0,52,-0.0456201818041998,0.21298355528355156,0.2586037370877514,3.0
actual,4h,120,cross_split,both,2,2,0,0.0,-2.0363952598304143,-1.9999999999999998,-1.0181976299152071,-2341.644039828058,-1170.822019914029,0.0,0.0,2.0363952598304143,0,0,,,,6.0
actual,4h,150,full,both,126,125,1,0.28,-7.877032231516658,-4.70497059160631,-0.06301625785213326,-2899.675194487549,-23.197401555900395,0.9070638812969776,0.9622233324305112,34.112113266807846,0,124,-0.32772757695744165,-0.0552174153568059,0.2725101616006358,6.0
actual,4h,150,earlier,both,75,75,0,0.24,-19.211308264029352,-17.32259018475662,-0.25615077685372467,-12682.254140477587,-169.09672187303448,0.6323514228533944,0.7401304421487215,19.21130826402936,0,75,-0.4629265189222746,-0.25615077685372467,0.20677574206854984,8.0
actual,4h,150,later,both,48,47,1,0.3404255319148936,12.979416466088285,14.192909168439883,0.27615779715081457,11890.328006014286,252.98570225562312,1.426021824595354,1.464205998886312,13.255664569202903,0,46,-0.11865785205733859,0.30455411289915246,0.423211964956491,1.0
actual,4h,150,cross_split,both,3,3,0,0.3333333333333333,-1.6451404335755881,-1.5752895752895753,-0.548380144525196,-2107.74906002425,-702.5830200080834,0.19213108278763563,0.0998849422993353,1.6451404335755881,0,1,1.612212389380536,0.3912548262548261,-1.22095756312571,4.0
actual,4h,200,full,both,120,119,1,0.2689075630252101,-22.195164328061857,-19.18236044643301,-0.18651398595009963,-18023.777128847294,-151.4603120071201,0.7300646887795693,0.7628688494176324,40.98829386348358,0,118,-0.28668424740631465,-0.17936518305753504,0.10731906434877957,9.0
actual,4h,200,earlier,both,72,72,0,0.2361111111111111,-28.144152985102252,-26.321793938839786,-0.3908910136819757,-22112.265295723402,-307.1147957739361,0.44556441915270417,0.541570017407666,28.144152985102245,0,72,-0.4041407817322455,-0.3908910136819757,0.013249768050269721,9.0
actual,4h,200,later,both,45,44,1,0.3181818181818182,7.594129090615981,8.714723067696355,0.17259384296854502,6196.237226900367,140.8235733386447,1.258077163671753,1.243646907448935,11.199000444805746,0,43,-0.09930547628625243,0.20056283297415595,0.2998683092604084,4.0
