i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image
445,AERO_USDT_SWAP_006359,AERO_USDT_SWAP,6359,2025-09-07 12:00:00+00:00,0.5288,1,0.005532,0.9969,,,images/train/AERO_USDT_SWAP_006359.png
446,ALLO_USDT_SWAP_016199,ALLO_USDT_SWAP,16199,2026-04-29 10:30:00+00:00,0.7061,1,0.005539,0.9973,drop,,images/train/ALLO_USDT_SWAP_016199.png
447,ENS_USDT_SWAP_020159,ENS_USDT_SWAP,20159,2025-12-30 15:00:00+00:00,0.4239,1,0.005542,0.9996,,,images/train/ENS_USDT_SWAP_020159.png
448,BAND_USDT_SWAP_010459,BAND_USDT_SWAP,10459,2025-09-20 13:00:00+00:00,0.332,2,0.005549,0.9974,,,images/train/BAND_USDT_SWAP_010459.png
449,BZ_USDT_SWAP_002159,BZ_USDT_SWAP,2159,2026-04-15 21:45:00+00:00,0.4482,1,0.00555,0.9974,,,images/train/BZ_USDT_SWAP_002159.png
450,2Z_USDT_SWAP_006939,2Z_USDT_SWAP,6939,2025-12-13 19:45:00+00:00,0.5722,1,0.005553,0.9971,skip,,images/train/2Z_USDT_SWAP_006939.png
451,ZK_USDT_SWAP_031259,ZK_USDT_SWAP,31259,2026-04-24 06:45:00+00:00,0.6002,1,0.005561,0.9965,drop,,images/train/ZK_USDT_SWAP_031259.png
452,ETC_USDT_SWAP_002739,ETC_USDT_SWAP,2739,2025-07-01 04:00:00+00:00,0.8032,1,0.005563,0.9976,keep,,images/train/ETC_USDT_SWAP_002739.png
453,ZKP_USDT_SWAP_008019,ZKP_USDT_SWAP,8019,2026-04-01 02:30:00+00:00,0.7303,1,0.005565,0.9968,drop,,images/train/ZKP_USDT_SWAP_008019.png
454,CORE_USDT_SWAP_011159,CORE_USDT_SWAP,11159,2025-09-27 20:30:00+00:00,0.7017,1,0.005567,0.9976,drop,,images/train/CORE_USDT_SWAP_011159.png
455,NG_USDT_SWAP_001199,NG_USDT_SWAP,1199,2026-03-22 20:45:00+00:00,0.664,2,0.005581,0.9978,drop,,images/train/NG_USDT_SWAP_001199.png
456,AUCTION_USDT_SWAP_004139,AUCTION_USDT_SWAP,4139,2025-07-16 16:45:00+00:00,0.4025,1,0.005582,0.9967,drop,,images/train/AUCTION_USDT_SWAP_004139.png
457,ATOM_USDT_SWAP_022999,ATOM_USDT_SWAP,22999,2026-01-28 04:30:00+00:00,0.6323,1,0.005594,0.9988,drop,,images/train/ATOM_USDT_SWAP_022999.png
458,CRWV_USDT_SWAP_000679,CRWV_USDT_SWAP,679,2026-04-17 13:45:00+00:00,0.3112,1,0.005605,0.9994,,,images/train/CRWV_USDT_SWAP_000679.png
459,AERO_USDT_SWAP_008379,AERO_USDT_SWAP,8379,2025-09-28 13:00:00+00:00,0.7647,1,0.005607,0.9967,drop,,images/train/AERO_USDT_SWAP_008379.png
460,GALA_USDT_SWAP_022919,GALA_USDT_SWAP,22919,2026-01-27 09:00:00+00:00,0.6561,1,0.005613,0.9974,,,images/train/GALA_USDT_SWAP_022919.png
461,JTO_USDT_SWAP_018119,JTO_USDT_SWAP,18119,2025-12-08 09:15:00+00:00,0.708,1,0.005614,0.9968,drop,,images/train/JTO_USDT_SWAP_018119.png
462,ENS_USDT_SWAP_014259,ENS_USDT_SWAP,14259,2025-10-30 04:00:00+00:00,0.4996,1,0.005616,0.9974,,,images/train/ENS_USDT_SWAP_014259.png
463,BOME_USDT_SWAP_024959,BOME_USDT_SWAP,24959,2026-02-18 14:15:00+00:00,0.8081,1,0.005625,0.9962,,,images/train/BOME_USDT_SWAP_024959.png
464,W_USDT_SWAP_028199,W_USDT_SWAP,28199,2026-03-24 11:30:00+00:00,0.6745,1,0.005627,0.9979,drop,,images/train/W_USDT_SWAP_028199.png
465,SSV_USDT_SWAP_030279,SSV_USDT_SWAP,30279,2026-04-15 03:15:00+00:00,0.6869,1,0.005628,0.9966,drop,,images/train/SSV_USDT_SWAP_030279.png
466,F_USDT_SWAP_006999,F_USDT_SWAP,6999,2026-01-06 05:45:00+00:00,0.5331,1,0.00564,0.998,,,images/train/F_USDT_SWAP_006999.png
467,COAI_USDT_SWAP_014719,COAI_USDT_SWAP,14719,2026-03-17 22:15:00+00:00,0.6499,1,0.005643,0.998,,,images/train/COAI_USDT_SWAP_014719.png
468,CFX_USDT_SWAP_016719,CFX_USDT_SWAP,16719,2025-11-23 18:45:00+00:00,0.5739,1,0.005647,0.9972,,,images/train/CFX_USDT_SWAP_016719.png
469,OP_USDT_SWAP_031739,OP_USDT_SWAP,31739,2026-04-29 06:15:00+00:00,0.6135,1,0.005648,0.9988,drop,,images/train/OP_USDT_SWAP_031739.png
470,OPN_USDT_SWAP_004099,OPN_USDT_SWAP,4099,2026-04-07 04:45:00+00:00,0.4679,1,0.00565,0.998,,,images/train/OPN_USDT_SWAP_004099.png
471,KMNO_USDT_SWAP_010039,KMNO_USDT_SWAP,10039,2025-09-16 05:45:00+00:00,0.4623,1,0.005651,0.9969,,,images/train/KMNO_USDT_SWAP_010039.png
472,JTO_USDT_SWAP_009559,JTO_USDT_SWAP,9559,2025-09-10 05:15:00+00:00,0.5878,1,0.005654,0.9976,drop,,images/train/JTO_USDT_SWAP_009559.png
473,LIGHT_USDT_SWAP_003559,LIGHT_USDT_SWAP,3559,2026-01-22 09:45:00+00:00,0.4262,1,0.005656,0.9969,,,images/train/LIGHT_USDT_SWAP_003559.png
474,SSV_USDT_SWAP_011139,SSV_USDT_SWAP,11139,2025-09-27 18:15:00+00:00,0.712,1,0.00566,0.9976,drop,,images/train/SSV_USDT_SWAP_011139.png
475,PROVE_USDT_SWAP_003119,PROVE_USDT_SWAP,3119,2025-11-18 23:15:00+00:00,0.4027,1,0.005661,0.9963,,,images/train/PROVE_USDT_SWAP_003119.png
476,TRUST_USDT_SWAP_006019,TRUST_USDT_SWAP,6019,2026-01-07 04:15:00+00:00,0.6465,1,0.005661,0.9991,,,images/train/TRUST_USDT_SWAP_006019.png
477,MUBARAK_USDT_SWAP_005139,MUBARAK_USDT_SWAP,5139,2025-07-27 05:15:00+00:00,0.6104,1,0.005663,0.9989,,,images/train/MUBARAK_USDT_SWAP_005139.png
478,PENGU_USDT_SWAP_022699,PENGU_USDT_SWAP,22699,2026-01-25 02:15:00+00:00,0.7812,1,0.005663,0.9966,skip,,images/train/PENGU_USDT_SWAP_022699.png
479,ARM_USDT_SWAP_000299,ARM_USDT_SWAP,299,2026-05-02 09:00:00+00:00,0.4446,1,0.005668,0.9986,,,images/train/ARM_USDT_SWAP_000299.png
480,AZTEC_USDT_SWAP_006879,AZTEC_USDT_SWAP,6879,2026-04-24 02:15:00+00:00,0.6105,1,0.005668,0.9969,,,images/train/AZTEC_USDT_SWAP_006879.png
481,SHIB_USDT_SWAP_008579,SHIB_USDT_SWAP,8579,2025-08-31 00:30:00+00:00,0.7007,1,0.005669,0.9965,,,images/train/SHIB_USDT_SWAP_008579.png
482,SIGN_USDT_SWAP_030019,SIGN_USDT_SWAP,30019,2026-04-12 10:00:00+00:00,0.4747,1,0.005669,0.9973,,,images/train/SIGN_USDT_SWAP_030019.png
483,SEI_USDT_SWAP_008299,SEI_USDT_SWAP,8299,2026-02-08 18:15:00+00:00,0.6562,1,0.00567,0.9974,,,images/train/SEI_USDT_SWAP_008299.png
484,ZBT_USDT_SWAP_008219,ZBT_USDT_SWAP,8219,2026-01-11 02:15:00+00:00,0.7336,1,0.005671,0.9969,,,images/train/ZBT_USDT_SWAP_008219.png
485,CORE_USDT_SWAP_010499,CORE_USDT_SWAP,10499,2025-09-20 23:30:00+00:00,0.4222,1,0.005671,0.9969,,,images/train/CORE_USDT_SWAP_010499.png
486,TRUMP_USDT_SWAP_026999,TRUMP_USDT_SWAP,26999,2026-03-10 21:30:00+00:00,0.4208,1,0.005672,0.9978,,,images/train/TRUMP_USDT_SWAP_026999.png
487,IOTA_USDT_SWAP_002599,IOTA_USDT_SWAP,2599,2025-06-30 17:45:00+00:00,0.5641,1,0.005677,0.9971,,,images/train/IOTA_USDT_SWAP_002599.png
488,PIEVERSE_USDT_SWAP_011499,PIEVERSE_USDT_SWAP,11499,2026-03-15 22:15:00+00:00,0.558,1,0.005679,0.9993,,,images/train/PIEVERSE_USDT_SWAP_011499.png
489,SOON_USDT_SWAP_018419,SOON_USDT_SWAP,18419,2025-12-12 14:00:00+00:00,0.3552,1,0.005691,0.997,,,images/train/SOON_USDT_SWAP_018419.png
490,ENA_USDT_SWAP_000719,ENA_USDT_SWAP,719,2025-09-24 19:15:00+00:00,0.7886,1,0.005695,0.998,,,images/train/ENA_USDT_SWAP_000719.png
491,MANA_USDT_SWAP_027219,MANA_USDT_SWAP,27219,2026-03-15 06:00:00+00:00,0.8227,1,0.005696,0.9974,,,images/train/MANA_USDT_SWAP_027219.png
492,ASTER_USDT_SWAP_021159,ASTER_USDT_SWAP,21159,2026-04-30 14:45:00+00:00,0.7042,1,0.005699,0.997,keep,,images/train/ASTER_USDT_SWAP_021159.png
493,BEAT_USDT_SWAP_015839,BEAT_USDT_SWAP,15839,2026-04-26 16:00:00+00:00,0.3727,1,0.005701,0.9978,drop,,images/train/BEAT_USDT_SWAP_015839.png
494,PNUT_USDT_SWAP_022499,PNUT_USDT_SWAP,22499,2026-01-24 01:45:00+00:00,0.5898,1,0.005713,0.9975,,,images/train/PNUT_USDT_SWAP_022499.png
495,ZKP_USDT_SWAP_006159,ZKP_USDT_SWAP,6159,2026-03-12 17:30:00+00:00,0.405,1,0.005716,0.9966,,,images/train/ZKP_USDT_SWAP_006159.png
496,MEME_USDT_SWAP_031259,MEME_USDT_SWAP,31259,2026-04-25 07:15:00+00:00,0.5991,1,0.005718,0.9969,drop,,images/train/MEME_USDT_SWAP_031259.png
497,IOTA_USDT_SWAP_024139,IOTA_USDT_SWAP,24139,2026-02-10 02:45:00+00:00,0.6904,1,0.005718,0.9974,,,images/train/IOTA_USDT_SWAP_024139.png
498,0G_USDT_SWAP_017599,0G_USDT_SWAP,17599,2026-03-24 18:15:00+00:00,0.7014,1,0.005724,0.9972,,,images/train/0G_USDT_SWAP_017599.png
499,ETC_USDT_SWAP_026199,ETC_USDT_SWAP,26199,2026-03-02 13:00:00+00:00,0.4207,2,0.005724,0.9976,drop,,images/train/ETC_USDT_SWAP_026199.png
500,BRETT_USDT_SWAP_002379,BRETT_USDT_SWAP,2379,2025-06-28 09:15:00+00:00,0.4824,1,0.005726,0.9978,drop,,images/train/BRETT_USDT_SWAP_002379.png
501,MOODENG_USDT_SWAP_020159,MOODENG_USDT_SWAP,20159,2025-12-30 16:15:00+00:00,0.3435,1,0.00573,0.9986,,,images/train/MOODENG_USDT_SWAP_020159.png
502,CHZ_USDT_SWAP_029979,CHZ_USDT_SWAP,29979,2026-04-10 21:45:00+00:00,0.3403,1,0.005737,0.9974,drop,,images/train/CHZ_USDT_SWAP_029979.png
503,MUBARAK_USDT_SWAP_016959,MUBARAK_USDT_SWAP,16959,2025-11-27 08:15:00+00:00,0.5319,1,0.005742,0.9986,,,images/train/MUBARAK_USDT_SWAP_016959.png
504,AVAX_USDT_SWAP_027119,AVAX_USDT_SWAP,27119,2026-03-12 02:30:00+00:00,0.7415,1,0.005743,0.998,,,images/train/AVAX_USDT_SWAP_027119.png
505,SYRUP_USDT_SWAP_027059,SYRUP_USDT_SWAP,27059,2026-04-11 03:15:00+00:00,0.5308,1,0.005759,0.9977,,,images/train/SYRUP_USDT_SWAP_027059.png
506,ACH_USDT_SWAP_024459,ACH_USDT_SWAP,24459,2026-02-13 08:00:00+00:00,0.4159,1,0.005759,0.9996,,,images/train/ACH_USDT_SWAP_024459.png
507,MMT_USDT_SWAP_004139,MMT_USDT_SWAP,4139,2025-12-17 15:15:00+00:00,0.3123,1,0.005766,0.9986,drop,,images/train/MMT_USDT_SWAP_004139.png
508,TRX_USDT_SWAP_000419,TRX_USDT_SWAP,419,2025-06-07 00:30:00+00:00,0.7173,1,0.005766,0.9968,drop,,images/train/TRX_USDT_SWAP_000419.png
509,WIF_USDT_SWAP_003359,WIF_USDT_SWAP,3359,2025-07-08 17:30:00+00:00,0.3145,1,0.005768,0.9978,drop,,images/train/WIF_USDT_SWAP_003359.png
510,ASTER_USDT_SWAP_017199,ASTER_USDT_SWAP,17199,2026-03-20 08:45:00+00:00,0.3705,1,0.005777,0.9979,,,images/train/ASTER_USDT_SWAP_017199.png
511,BICO_USDT_SWAP_028039,BICO_USDT_SWAP,28039,2026-03-22 16:00:00+00:00,0.7022,2,0.005781,0.9982,,,images/train/BICO_USDT_SWAP_028039.png
512,IOST_USDT_SWAP_003119,IOST_USDT_SWAP,3119,2025-07-06 03:45:00+00:00,0.7975,1,0.005781,0.9971,drop,,images/train/IOST_USDT_SWAP_003119.png
513,ZEN_USDT_SWAP_007899,ZEN_USDT_SWAP,7899,2026-01-24 12:45:00+00:00,0.7774,1,0.005783,0.9974,,,images/train/ZEN_USDT_SWAP_007899.png
514,TRUTH_USDT_SWAP_010659,TRUTH_USDT_SWAP,10659,2026-03-19 12:15:00+00:00,0.5317,1,0.005784,0.9994,drop,,images/train/TRUTH_USDT_SWAP_010659.png
515,TRUTH_USDT_SWAP_009739,TRUTH_USDT_SWAP,9739,2026-03-09 22:15:00+00:00,0.6786,1,0.005785,0.9977,,,images/train/TRUTH_USDT_SWAP_009739.png
516,NMR_USDT_SWAP_020039,NMR_USDT_SWAP,20039,2025-12-29 10:30:00+00:00,0.8261,1,0.005786,0.9964,,,images/train/NMR_USDT_SWAP_020039.png
517,TRB_USDT_SWAP_025139,TRB_USDT_SWAP,25139,2026-02-20 14:15:00+00:00,0.7463,1,0.005788,0.9975,drop,,images/train/TRB_USDT_SWAP_025139.png
518,ONT_USDT_SWAP_022339,ONT_USDT_SWAP,22339,2026-01-22 09:30:00+00:00,0.6805,1,0.005799,0.9973,keep,,images/train/ONT_USDT_SWAP_022339.png
519,SHELL_USDT_SWAP_023979,SHELL_USDT_SWAP,23979,2026-02-08 12:00:00+00:00,0.5831,2,0.0058,0.9961,drop,,images/train/SHELL_USDT_SWAP_023979.png
520,S_USDT_SWAP_020559,S_USDT_SWAP,20559,2026-01-03 21:00:00+00:00,0.4046,2,0.005804,0.9972,drop,,images/train/S_USDT_SWAP_020559.png
521,ENA_USDT_SWAP_000699,ENA_USDT_SWAP,699,2025-09-24 14:15:00+00:00,0.3906,1,0.005808,0.9991,,,images/train/ENA_USDT_SWAP_000699.png
522,SENT_USDT_SWAP_000359,SENT_USDT_SWAP,359,2025-11-18 08:45:00+00:00,0.4322,1,0.005808,0.9972,,,images/train/SENT_USDT_SWAP_000359.png
523,LINEA_USDT_SWAP_011599,LINEA_USDT_SWAP,11599,2025-12-31 09:45:00+00:00,0.7436,1,0.00581,0.9969,,,images/train/LINEA_USDT_SWAP_011599.png
524,GAS_USDT_SWAP_024759,GAS_USDT_SWAP,24759,2026-02-16 13:15:00+00:00,0.4259,1,0.005812,0.9986,drop,,images/train/GAS_USDT_SWAP_024759.png
525,RSR_USDT_SWAP_005159,RSR_USDT_SWAP,5159,2025-07-27 11:00:00+00:00,0.4986,1,0.005817,0.9991,,,images/train/RSR_USDT_SWAP_005159.png
526,TRX_USDT_SWAP_022399,TRX_USDT_SWAP,22399,2026-01-21 23:30:00+00:00,0.5519,1,0.005821,0.9966,,,images/train/TRX_USDT_SWAP_022399.png
527,VANA_USDT_SWAP_010499,VANA_USDT_SWAP,10499,2025-09-21 02:30:00+00:00,0.4271,1,0.005821,0.998,drop,,images/train/VANA_USDT_SWAP_010499.png
528,AIXBT_USDT_SWAP_028279,AIXBT_USDT_SWAP,28279,2026-03-25 03:15:00+00:00,0.745,1,0.005822,0.9962,,,images/train/AIXBT_USDT_SWAP_028279.png
529,IOTA_USDT_SWAP_016799,IOTA_USDT_SWAP,16799,2025-11-25 15:45:00+00:00,0.7214,1,0.005823,0.9982,drop,,images/train/IOTA_USDT_SWAP_016799.png
530,FLOW_USDT_SWAP_029519,FLOW_USDT_SWAP,29519,2026-04-07 03:15:00+00:00,0.4299,1,0.00584,1.0,,,images/train/FLOW_USDT_SWAP_029519.png
531,NOT_USDT_SWAP_019539,NOT_USDT_SWAP,19539,2025-12-24 05:30:00+00:00,0.7378,1,0.005841,0.9976,drop,,images/train/NOT_USDT_SWAP_019539.png
532,ONE_USDT_SWAP_010879,ONE_USDT_SWAP,10879,2025-09-25 00:30:00+00:00,0.8215,1,0.005845,0.9977,keep,,images/train/ONE_USDT_SWAP_010879.png
533,MASK_USDT_SWAP_018019,MASK_USDT_SWAP,18019,2025-12-08 09:00:00+00:00,0.5838,2,0.005845,0.9967,drop,,images/train/MASK_USDT_SWAP_018019.png
534,COMP_USDT_SWAP_025119,COMP_USDT_SWAP,25119,2026-02-20 06:30:00+00:00,0.4671,1,0.005846,0.997,drop,,images/train/COMP_USDT_SWAP_025119.png
535,ONDO_USDT_SWAP_020279,ONDO_USDT_SWAP,20279,2025-12-30 21:15:00+00:00,0.6403,1,0.005848,0.9975,keep,,images/train/ONDO_USDT_SWAP_020279.png
536,BIO_USDT_SWAP_028299,BIO_USDT_SWAP,28299,2026-03-25 09:15:00+00:00,0.6785,1,0.005852,0.9971,,,images/train/BIO_USDT_SWAP_028299.png
537,GRT_USDT_SWAP_024539,GRT_USDT_SWAP,24539,2026-02-13 06:00:00+00:00,0.8167,1,0.005852,0.9966,drop,,images/train/GRT_USDT_SWAP_024539.png
538,TRUST_USDT_SWAP_007499,TRUST_USDT_SWAP,7499,2026-01-22 14:15:00+00:00,0.495,2,0.005854,0.9973,drop,,images/train/TRUST_USDT_SWAP_007499.png
539,BIO_USDT_SWAP_027219,BIO_USDT_SWAP,27219,2026-03-14 03:15:00+00:00,0.5484,1,0.005857,0.9979,,,images/train/BIO_USDT_SWAP_027219.png
540,BZ_USDT_SWAP_002139,BZ_USDT_SWAP,2139,2026-04-15 16:45:00+00:00,0.4009,1,0.005858,0.9975,drop,,images/train/BZ_USDT_SWAP_002139.png
541,MASK_USDT_SWAP_010999,MASK_USDT_SWAP,10999,2025-09-26 06:00:00+00:00,0.6434,1,0.005859,0.9974,,,images/train/MASK_USDT_SWAP_010999.png
542,APE_USDT_SWAP_008259,APE_USDT_SWAP,8259,2025-08-27 15:30:00+00:00,0.3766,1,0.005861,0.9979,,,images/train/APE_USDT_SWAP_008259.png
543,COMP_USDT_SWAP_018239,COMP_USDT_SWAP,18239,2025-12-10 14:30:00+00:00,0.4846,1,0.005864,0.9977,skip,,images/train/COMP_USDT_SWAP_018239.png
544,SEI_USDT_SWAP_004999,SEI_USDT_SWAP,4999,2026-01-05 09:15:00+00:00,0.4275,2,0.005864,0.9969,,,images/train/SEI_USDT_SWAP_004999.png
545,EDEN_USDT_SWAP_008919,EDEN_USDT_SWAP,8919,2026-01-01 09:15:00+00:00,0.5877,1,0.005864,0.9973,,,images/train/EDEN_USDT_SWAP_008919.png
546,MORPHO_USDT_SWAP_003099,MORPHO_USDT_SWAP,3099,2025-07-05 23:15:00+00:00,0.4453,1,0.005874,0.9971,drop,,images/train/MORPHO_USDT_SWAP_003099.png
547,OP_USDT_SWAP_009639,OP_USDT_SWAP,9639,2025-09-11 01:15:00+00:00,0.7131,1,0.005876,0.9971,,,images/train/OP_USDT_SWAP_009639.png
548,JELLYJELLY_USDT_SWAP_029739,JELLYJELLY_USDT_SWAP,29739,2026-04-09 10:45:00+00:00,0.7716,1,0.005877,0.9967,drop,,images/train/JELLYJELLY_USDT_SWAP_029739.png
549,MEME_USDT_SWAP_008859,MEME_USDT_SWAP,8859,2025-09-03 23:15:00+00:00,0.5786,1,0.005878,0.9975,,,images/train/MEME_USDT_SWAP_008859.png
550,OP_USDT_SWAP_024539,OP_USDT_SWAP,24539,2026-02-13 06:15:00+00:00,0.7109,1,0.005884,0.9971,,,images/train/OP_USDT_SWAP_024539.png
551,MANA_USDT_SWAP_027719,MANA_USDT_SWAP,27719,2026-03-20 11:00:00+00:00,0.3273,1,0.00589,0.998,drop,,images/train/MANA_USDT_SWAP_027719.png
552,YFI_USDT_SWAP_004579,YFI_USDT_SWAP,4579,2025-07-21 10:45:00+00:00,0.676,1,0.005892,0.9975,drop,,images/train/YFI_USDT_SWAP_004579.png
553,NIGHT_USDT_SWAP_004539,NIGHT_USDT_SWAP,4539,2026-01-25 18:15:00+00:00,0.8386,1,0.005895,0.9967,keep,,images/train/NIGHT_USDT_SWAP_004539.png
554,NOT_USDT_SWAP_019519,NOT_USDT_SWAP,19519,2025-12-24 00:30:00+00:00,0.7191,2,0.005896,0.9964,drop,,images/train/NOT_USDT_SWAP_019519.png
555,SNX_USDT_SWAP_026879,SNX_USDT_SWAP,26879,2026-03-10 17:00:00+00:00,0.4785,2,0.005897,0.9966,,,images/train/SNX_USDT_SWAP_026879.png
556,ENA_USDT_SWAP_020179,ENA_USDT_SWAP,20179,2026-04-15 12:15:00+00:00,0.4051,1,0.005897,0.996,keep,,images/train/ENA_USDT_SWAP_020179.png
557,XRP_USDT_SWAP_003019,XRP_USDT_SWAP,3019,2025-07-04 02:45:00+00:00,0.5173,2,0.005909,0.997,keep,,images/train/XRP_USDT_SWAP_003019.png
558,SKY_USDT_SWAP_013639,SKY_USDT_SWAP,13639,2026-01-31 13:15:00+00:00,0.6861,1,0.005911,0.9976,keep,,images/train/SKY_USDT_SWAP_013639.png
559,UP_USDT_SWAP_001419,UP_USDT_SWAP,1419,2026-04-23 05:45:00+00:00,0.4085,1,0.005911,0.9981,,,images/train/UP_USDT_SWAP_001419.png
560,LIT_USDT_SWAP_007779,LIT_USDT_SWAP,7779,2026-03-15 04:15:00+00:00,0.5252,1,0.005913,0.9981,drop,,images/train/LIT_USDT_SWAP_007779.png
561,PYTH_USDT_SWAP_028259,PYTH_USDT_SWAP,28259,2026-03-25 01:45:00+00:00,0.3347,1,0.00592,0.997,,,images/train/PYTH_USDT_SWAP_028259.png
562,FLOKI_USDT_SWAP_017279,FLOKI_USDT_SWAP,17279,2025-11-30 15:15:00+00:00,0.4881,1,0.005929,0.9989,drop,,images/train/FLOKI_USDT_SWAP_017279.png
563,JTO_USDT_SWAP_003499,JTO_USDT_SWAP,3499,2025-07-09 02:15:00+00:00,0.7306,1,0.005934,0.9977,,,images/train/JTO_USDT_SWAP_003499.png
564,PEOPLE_USDT_SWAP_016039,PEOPLE_USDT_SWAP,16039,2025-11-17 18:30:00+00:00,0.7219,1,0.005939,0.9986,,,images/train/PEOPLE_USDT_SWAP_016039.png
565,UNI_USDT_SWAP_014339,UNI_USDT_SWAP,14339,2025-10-30 00:30:00+00:00,0.7355,1,0.005941,0.9969,keep,,images/train/UNI_USDT_SWAP_014339.png
566,AERO_USDT_SWAP_028759,AERO_USDT_SWAP,28759,2026-04-28 20:00:00+00:00,0.3293,1,0.005944,0.9971,drop,,images/train/AERO_USDT_SWAP_028759.png
567,BARD_USDT_SWAP_017199,BARD_USDT_SWAP,17199,2026-03-16 15:45:00+00:00,0.504,1,0.005947,0.9972,,,images/train/BARD_USDT_SWAP_017199.png
568,PI_USDT_SWAP_007139,PI_USDT_SWAP,7139,2025-08-16 00:30:00+00:00,0.4532,1,0.005948,0.997,drop,,images/train/PI_USDT_SWAP_007139.png
569,SOON_USDT_SWAP_026299,SOON_USDT_SWAP,26299,2026-03-04 16:00:00+00:00,0.6393,1,0.005948,0.9971,drop,,images/train/SOON_USDT_SWAP_026299.png
570,H_USDT_SWAP_001559,H_USDT_SWAP,1559,2025-07-19 11:45:00+00:00,0.7241,1,0.005949,0.9964,,,images/train/H_USDT_SWAP_001559.png
571,ONT_USDT_SWAP_020599,ONT_USDT_SWAP,20599,2026-01-04 06:30:00+00:00,0.5544,1,0.005954,0.999,,,images/train/ONT_USDT_SWAP_020599.png
572,APR_USDT_SWAP_017339,APR_USDT_SWAP,17339,2026-04-22 20:45:00+00:00,0.3715,1,0.005962,0.996,,,images/train/APR_USDT_SWAP_017339.png
573,KSM_USDT_SWAP_010199,KSM_USDT_SWAP,10199,2025-09-17 21:45:00+00:00,0.3605,1,0.005963,0.9985,,,images/train/KSM_USDT_SWAP_010199.png
574,ICX_USDT_SWAP_007219,ICX_USDT_SWAP,7219,2025-08-17 20:45:00+00:00,0.74,1,0.005965,0.9977,,,images/train/ICX_USDT_SWAP_007219.png
575,HUMA_USDT_SWAP_013279,HUMA_USDT_SWAP,13279,2025-10-19 23:45:00+00:00,0.3248,1,0.005968,0.9992,,,images/train/HUMA_USDT_SWAP_013279.png
576,SAHARA_USDT_SWAP_004119,SAHARA_USDT_SWAP,4119,2025-08-08 10:15:00+00:00,0.6245,1,0.005969,0.9966,,,images/train/SAHARA_USDT_SWAP_004119.png
577,AAVE_USDT_SWAP_024879,AAVE_USDT_SWAP,24879,2026-02-16 18:30:00+00:00,0.7748,1,0.005973,0.9975,,,images/train/AAVE_USDT_SWAP_024879.png
578,MUBARAK_USDT_SWAP_009259,MUBARAK_USDT_SWAP,9259,2025-09-08 03:15:00+00:00,0.4537,1,0.005976,0.9976,drop,,images/train/MUBARAK_USDT_SWAP_009259.png
579,GMT_USDT_SWAP_002359,GMT_USDT_SWAP,2359,2025-06-28 05:30:00+00:00,0.3661,1,0.005977,0.9994,,,images/train/GMT_USDT_SWAP_002359.png
580,AXS_USDT_SWAP_011159,AXS_USDT_SWAP,11159,2025-09-27 19:45:00+00:00,0.8708,1,0.005979,0.9978,,,images/train/AXS_USDT_SWAP_011159.png
581,GIGGLE_USDT_SWAP_017399,GIGGLE_USDT_SWAP,17399,2026-04-24 12:45:00+00:00,0.5332,2,0.00598,0.9981,,,images/train/GIGGLE_USDT_SWAP_017399.png
582,OFC_USDT_SWAP_001839,OFC_USDT_SWAP,1839,2026-04-28 14:45:00+00:00,0.7425,1,0.00598,0.9967,,,images/train/OFC_USDT_SWAP_001839.png
583,AERO_USDT_SWAP_026339,AERO_USDT_SWAP,26339,2026-04-03 15:00:00+00:00,0.6574,1,0.005983,0.9977,drop,,images/train/AERO_USDT_SWAP_026339.png
584,KSM_USDT_SWAP_016619,KSM_USDT_SWAP,16619,2025-11-23 18:45:00+00:00,0.6413,1,0.005983,0.9976,drop,,images/train/KSM_USDT_SWAP_016619.png
585,THETA_USDT_SWAP_031439,THETA_USDT_SWAP,31439,2026-04-27 05:15:00+00:00,0.7011,1,0.005985,0.9973,,,images/train/THETA_USDT_SWAP_031439.png
586,ENS_USDT_SWAP_024459,ENS_USDT_SWAP,24459,2026-02-13 10:00:00+00:00,0.4763,2,0.005989,0.9974,,,images/train/ENS_USDT_SWAP_024459.png
587,CRV_USDT_SWAP_014659,CRV_USDT_SWAP,14659,2025-11-02 07:45:00+00:00,0.6474,1,0.005993,0.9967,drop,,images/train/CRV_USDT_SWAP_014659.png
588,RAVE_USDT_SWAP_004359,RAVE_USDT_SWAP,4359,2026-01-29 17:45:00+00:00,0.4986,1,0.005996,0.9978,drop,,images/train/RAVE_USDT_SWAP_004359.png
589,AT_USDT_SWAP_015419,AT_USDT_SWAP,15419,2026-04-09 00:45:00+00:00,0.4011,1,0.006006,0.9976,,,images/train/AT_USDT_SWAP_015419.png
590,RLS_USDT_SWAP_011539,RLS_USDT_SWAP,11539,2026-04-01 20:00:00+00:00,0.661,2,0.00601,0.997,,,images/train/RLS_USDT_SWAP_011539.png
591,GLM_USDT_SWAP_001079,GLM_USDT_SWAP,1079,2025-06-14 21:15:00+00:00,0.5532,1,0.006026,0.9984,,,images/train/GLM_USDT_SWAP_001079.png
592,MOODENG_USDT_SWAP_028199,MOODENG_USDT_SWAP,28199,2026-03-24 10:15:00+00:00,0.3338,1,0.006029,0.9976,drop,,images/train/MOODENG_USDT_SWAP_028199.png
