event_order,symbol,direction,confidence,window_start_i,window_end_i,window_len,core_start_i,core_end_i,core_bars,confirmation_bars,similarity_distance_to_owner50,distance_threshold,distance_ok,morphology_gate_ok,strict_training_spec_match,same_input_strict_alternative_exists,same_input_best_alternative,semantic_classification,failed_gate_count,failed_gates,prediction_price_low,prediction_price_high,ma_price_low,ma_price_high,candle_price_low,candle_price_high,prediction_height_atr,prediction_height_over_ma_span,prediction_vs_ma_vertical_iou,prediction_coverage_of_ma,candle_to_ma_span_ratio,prediction_w_norm,prediction_h_norm,nearest_training_sample_id,nearest_training_source_order,nearest_training_symbol,nearest_training_feature_rms,ma_envelope_atr,ma_spread_end_atr,candle_envelope_atr,max_body_atr,core_progress_atr,post1_progress_atr,post2_progress_atr,post3_progress_atr,post5_progress_atr,aligned_ma_slope_atr,ma_slope_std_atr,minimum_close_to_ma_atr,max_close_to_ma_envelope_atr,max_body_to_ma_envelope_atr
11,MERL_USDT_SWAP,LONG,0.9609341025352478,618,637,20,628,631,4,6,0.45591347918267294,0.5,True,False,False,False,,OUT_OF_TRAINING_SPEC,3,"ma_envelope,ma_spread_end,core_progress",0.020501610027855156,0.021364072423398328,0.020528734435975204,0.02092094740361358,0.02079,0.02133,3.528165305609871,2.198964508328987,0.45475949985200487,1.0,1.3768030242638103,0.190449520945549,0.3927020728588104,161cdd3b1b3ba195ce300f6d,9768,PEPE_USDT_SWAP,0.38453998114994814,1.604466689774341,1.4716030166419796,2.2090345908118576,0.8181609595599583,1.3090575352959075,1.4317816792299092,2.168126542833862,2.0044943509218784,3.190827742283799,0.2100315302673381,0.1061426973531383,0.6841324381714871,1.5915382278940158,1.1824577481140437
12,MERL_USDT_SWAP,LONG,0.8696771860122681,621,643,23,635,639,5,4,0.9940954616082045,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,5,"ma_envelope,ma_spread_end,core_progress,close_to_ma_envelope,body_to_ma_envelope",0.020592670629280628,0.02238500012539731,0.020641694996544467,0.02140582644500706,0.02154,0.02232,5.585243629460977,2.3455774523124164,0.42633424831660865,1.0,1.0207667824290378,0.2092478722333908,0.624274492263794,09407c46135556bcb72d90b3,6871,KSM_USDT_SWAP,1.0625796527300482,2.381180644431373,2.146624683657558,2.4306301047985155,0.5920765639893798,-1.1529912035582779,0.9036958081943268,2.648763575741974,3.8017547793002517,3.0538685932083984,0.36291935838911654,0.20464110964678164,0.4804344668328873,2.4625467905595992,1.963955999831708
13,MUBARAK_USDT_SWAP,LONG,0.9701087474822998,597,615,19,607,610,4,5,0.5608912354305371,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,3,"ma_envelope,ma_spread_end,body_to_ma_envelope",0.019332875621169917,0.020517566072423398,0.019378533333333333,0.019779041831492646,0.019825,0.02047,4.453223609496741,2.9579658276869774,0.3380701665448123,1.0,1.6104527193913207,0.2017689794301986,0.5225067734718323,858062d2cae21142d3d1229d,401,MASK_USDT_SWAP,0.3080330085738042,1.5055020473238532,1.319119460713221,2.4245398661619,1.0788262660286254,1.14648784368896,2.048642212493391,2.2177961566442206,3.0034222528114136,2.796678543293734,0.27896711607301444,0.20698110524843522,0.6941231538709113,1.7552847990325988,1.5898898314184577
14,CHIP_USDT_SWAP,LONG,0.6835741996765137,614,637,24,628,631,4,6,1.8622791535834928,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,4,"ma_envelope,ma_spread_end,max_body,minimum_close_to_ma",0.034504639345403904,0.03906987789693594,0.03465591666666667,0.03741349191361781,0.03647,0.03891,6.342861914227267,1.6555263746943965,0.6040374924166315,1.0,0.8848353286815046,0.1574910134077072,0.4531760811805725,21dbfa09c62c57d57b3abb09,4574,GMT_USDT_SWAP,2.2024779198521425,3.831326405414794,3.605204426270006,3.3900929592213265,1.8061970684375972,1.2921255951130481,0.8058417689952302,1.2504441243029467,1.8617723628510594,4.27929766983676,0.32481349365481765,0.1128989180710672,1.065643790039026,1.8291331124599175,1.424239025142535
15,EDEN_USDT_SWAP,LONG,0.6368836760520935,636,654,19,646,650,5,4,1.2792550152751523,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,3,"ma_envelope,ma_spread_end,post5",0.05900657938718663,0.06115548189415042,0.0593405,0.06127733333333333,0.05907,0.06038,2.834673241883898,1.1094927322762858,0.7992860244635103,0.9370872872302324,0.6763617588847809,0.2554517388343811,0.3323564529418945,d48a49823e13b8a425a98bef,9598,TRUTH_USDT_SWAP,1.1675008616670592,2.554927273897643,2.4467589390936046,1.728055104796108,0.646371756755799,0.42212033094256,0.22425142581322988,1.91273274958347,2.8229297131783575,0.013191260341949852,0.06273470580320813,0.09476601009605665,0.07997935072216106,0.0,0.0
16,EDEN_USDT_SWAP,LONG,0.9635453224182128,651,674,24,666,670,5,4,1.1576604672270323,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,2,"ma_envelope,ma_spread_end",0.059002291922005574,0.06055319554317549,0.05946120686282202,0.06150566666666667,0.05907,0.06049,2.08529153803735,0.7585884634432074,0.4362066377326595,0.5341208852822455,0.6945599993356021,0.2000363320112228,0.3223765790462494,d48a49823e13b8a425a98bef,9598,TRUTH_USDT_SWAP,1.125793692742217,2.7489101647713996,2.3275714348719108,1.9092830422172533,0.7932936583860396,0.5512718643021545,0.18823917317634997,1.7210438690409033,1.8555004213097273,2.796696287191468,0.03999303110889541,0.1574215988209934,0.017364202771443158,0.0,0.0
17,TRUMP_USDT_SWAP,LONG,0.8952288031578064,589,613,25,603,607,5,6,0.676057633094523,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,1,ma_slope,2.2400610027855152,2.2620008356545958,2.2405416666666667,2.260974028948557,2.242,2.255,0.9514720944989263,1.0737785756924623,0.9312906986946693,1.0,0.6362455706613099,0.1929982751607895,0.1303871273994445,5c0a05064f38e11ad8e9ef34,8140,SAHARA_USDT_SWAP,0.2616618452051601,0.8860971116743855,0.7847067478891825,0.5637753624786079,0.3469386846022232,0.13010200672581926,2.515305463366128,2.862244147968351,4.249998886377244,3.426019510446959,0.00013124063673171602,0.11535873841251103,0.013010200672572296,0.0,0.0
18,TRUMP_USDT_SWAP,LONG,0.9192301034927368,612,634,23,626,630,5,4,1.0361634306213134,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,2,"ma_envelope,ma_spread_end",2.2569699572887654,2.4058196211699165,2.261525,2.3480499999999997,2.342,2.4,4.057671400028029,1.720308163896576,0.581291201766406,1.0,0.67032649523259,0.2103159874677658,0.3625310659408569,7c03df1b13893056cbd3fdd1,2490,LTC_USDT_SWAP,1.010077492035333,2.3586886844954686,2.285767653220965,1.5810915192226158,0.5997243693603109,0.24534178746558832,0.5452039721457196,2.3716372788339237,3.2984840314816735,4.961356146526152,0.1870793956482765,0.07311606886788172,0.23580071795302396,0.7223952630930809,0.33666345279997917
19,TRUMP_USDT_SWAP,LONG,0.8037692308425903,624,642,19,635,638,4,4,1.2487666205105432,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,5,"ma_envelope,ma_spread_end,minimum_close_to_ma,close_to_ma_envelope,body_to_ma_envelope",2.2606303458681527,2.6835535770659242,2.2745166666666665,2.4530196494288314,2.483,2.668,6.1159004393878575,2.3692782308364504,0.42206946697305353,1.0,1.036397247470602,0.200783684849739,0.6465233564376831,21dbfa09c62c57d57b3abb09,4574,GMT_USDT_SWAP,1.2483927125369079,2.581334838512697,2.4457627951967527,2.67528832143453,0.7085898797313068,0.8532000592683053,0.24583730521290773,1.8220882621662249,2.8922035907400345,2.1836137110087277,0.37476065288819527,0.21919387349213657,1.9942374709708799,2.7221628449884263,2.0965634525434096
20,TRUMP_USDT_SWAP,LONG,0.5545032024383545,658,675,18,668,671,4,4,1.9270124202584815,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,2,"ma_envelope,ma_spread_end",2.494842704735376,2.5616031281337044,2.3775749999999998,2.5559518277759734,2.524,2.558,1.5327300024295343,0.3742662330679736,0.33206403640751514,0.3425844253567806,0.19060771751530958,0.2143425047397613,0.1557509452104568,7c03df1b13893056cbd3fdd1,2490,LTC_USDT_SWAP,2.3664830890730175,4.095293315310021,3.8620701713524417,0.780594511386948,0.48213190409193907,0.27550394519539523,0.2984626072950089,2.846874100352417,2.869832762452031,4.3162284747278585,0.10529950286722013,0.10120966575994661,0.027550394519526265,0.0,0.0
21,JUP_USDT_SWAP,LONG,0.441647857427597,565,585,21,578,581,4,4,0.8531621952322358,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,2,"post5,ma_slope",0.21423743175487467,0.2173639164345404,0.21436000000000002,0.21722666666666665,0.2144,0.2171,1.429960780335315,1.0906341905810815,0.9168977175263575,1.0,0.9418604651162847,0.1815447807312011,0.2054587304592132,b43606eef65432177a994d8d,8871,COMP_USDT_SWAP,0.32197827966527276,1.3111277756416593,1.0260337127986545,1.234899416592733,0.7317922468697686,0.22868507714680428,0.7775292622991371,2.241113756038687,2.8356949566203755,0.9147403085872171,0.017105008453259185,0.08943416244564657,0.013258893981871236,0.0,0.0
22,JUP_USDT_SWAP,LONG,0.8128330707550049,589,611,23,603,607,5,4,0.7357251367392229,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,1,ma_slope,0.2146082729805014,0.21687323119777158,0.2157518645214992,0.21680000000000002,0.2147,0.2167,1.1371190750633717,2.1609403209113833,0.4627615072582138,1.0,1.9081502735320508,0.2087821960449218,0.1185347959399223,e2a77fa4c4a7a4f65e02a33b,3204,JTO_USDT_SWAP,0.40857881199471247,0.526214937108392,0.3537547693099283,1.004097176180029,0.3012291528540031,0.4016388704720088,1.2049166114160264,2.71106237568607,4.367822716383115,4.51843729281013,-0.08454656495218715,0.17946655606684161,0.007771669808354823,0.18632797611215796,0.18632797611215796
23,JUP_USDT_SWAP,SHORT,0.5736718773841858,603,620,18,613,616,4,4,2.222293428651537,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,7,"ma_envelope,ma_spread_end,post5,ma_slope,minimum_close_to_ma,close_to_ma_envelope,body_to_ma_envelope",0.22458728133704736,0.22903015598885795,0.21655500000000003,0.22146233615265143,0.2247,0.2288,1.7930309247596266,0.9053536406732873,0.0,0.0,0.8354838292022827,0.2130663394927978,0.2728341817855835,23de06830296b7a0dc35e731,7444,NMR_USDT_SWAP,1.4406183816401195,1.9804757436289728,1.7591823917351836,1.6546554579293726,0.7667915536745938,0.3228596015471933,1.3721533065755855,1.7353703583161848,1.7757278085095798,1.4125107567689803,-0.4127411291706682,0.2690381197118054,1.9120003275243944,3.1279927810495196,2.68406082892213
24,JUP_USDT_SWAP,LONG,0.87149578332901,619,636,18,629,632,4,4,0.709553088468379,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,3,"ma_envelope,ma_spread_end,post5",0.2195420771587743,0.23027607604456823,0.21823333333333333,0.22411999999999996,0.2224,0.2299,3.838823100527624,1.823442619330806,0.3801395538372523,0.7776765868446812,1.2740656851642234,0.21022330224514,0.598613440990448,e5496979fded2ee6d7d783de,3643,RAY_USDT_SWAP,0.7528268152153047,2.105261256828829,2.014065058557362,2.682241125631316,0.9298435902188521,0.14305286003367415,0.3576321500841754,1.7523975354124537,1.4662918153451152,1.2159493102861905,0.16120306196565906,0.08382925921827437,0.2306727368042755,0.9781239304802144,0.7796380871835171
25,KMNO_USDT_SWAP,LONG,0.7282461524009705,618,638,21,630,634,5,4,3.2954819466359453,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,2,"ma_envelope,ma_spread_end",0.02719110316155989,0.028408985649953578,0.0258705,0.027950999999999997,0.02788,0.02837,3.6864470067286086,0.5853797108357074,0.29935045662125437,0.36524721866864057,0.23552030761836187,0.2313673049211502,0.2638480961322784,2df3c2ca2110c4a77e25b0e1,1160,AVAX_USDT_SWAP,4.1205057154743585,6.297531223734617,5.860896338359125,1.483196491050216,0.6659249551654063,0.12107726457552269,0.4540397421582311,3.1177395628198354,2.9966622982443125,3.269086143539249,0.2812620630715589,0.09415881769656771,0.07415982455251133,0.7718675616689834,0.5599823486618082
26,KMNO_USDT_SWAP,SHORT,0.691102921962738,652,670,19,662,666,5,4,4.552026217713255,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,3,"ma_envelope,ma_spread_end,ma_slope",0.02966520519498607,0.030340004805013927,0.027504083333333332,0.030306,0.02967,0.03015,1.9335701105855596,0.24083500343022027,0.22595647002672087,0.22869873777376093,0.17131130476162187,0.2553467750549316,0.1506486237049102,82c3436ac470b997f96a60c6,5095,THETA_USDT_SWAP,5.432876524893687,8.028609143378917,7.185943061619877,1.3753915077733299,0.7736577231224943,0.05730797949055293,0.6017337846508355,1.6332774154808278,1.8052013539524967,2.120395241150548,-0.19130134492878215,0.3256578941566179,0.06800669917459383,0.0,0.0
27,TAO_USDT_SWAP,LONG,0.956634759902954,557,581,25,573,577,5,4,0.2742181420043427,0.5,True,True,True,True,"{""confirmation_bars"": 4, ""core_bars"": 4, ""core_end_i"": 577, ""core_start_i"": 574, ""similarity_distance"": 0.2573535906559457}",TRAIN_SPEC_MATCH,0,,229.48485236768803,235.64329247910865,229.74,231.91119317659155,231.4,235.4,3.281591787056585,2.8364312203156743,0.35255570198127606,1.0,1.8423049791817308,0.1924540102481842,0.3762208521366119,2650a0251dde4e0432268450,1253,FIL_USDT_SWAP,0.21743578715438588,1.1569438961017247,0.7217741814322107,2.1314435004221184,0.8525774001688442,0.5861469626160795,0.6394330501266445,2.557732200506548,2.451160025485433,2.611018288017098,0.25407784677515644,0.27096420769097257,0.38661336722565137,1.4081856398696162,1.1950412898274014
28,TAO_USDT_SWAP,LONG,0.3080177307128906,568,586,19,578,582,5,4,0.7506776024473987,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,8,"ma_envelope,ma_spread_end,max_body,core_progress,post5,minimum_close_to_ma,close_to_ma_envelope,body_to_ma_envelope",230.29697743732592,240.31257743732593,230.61833333333334,234.08072560765268,233.5,239.9,4.408905326543184,2.89268205520385,0.3456999355325033,1.0,1.8484329599130003,0.2572366297245025,0.4847478568553924,5d57b4179e25ce42685aac0c,4370,NOT_USDT_SWAP,0.7276646494076665,1.524158287154889,1.3847604124988202,2.81730441410164,1.5847337329321687,1.6287541144025044,0.4842241961737165,2.3771005993982595,2.02493754763555,0.8804076294067618,0.4511120167606795,0.3694078270118039,1.250644547512894,2.5892122297433957,2.2629646604405464
29,TAO_USDT_SWAP,LONG,0.8720396161079407,593,611,19,603,606,4,5,1.5541383228323662,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,5,"ma_envelope,ma_spread_end,minimum_close_to_ma,close_to_ma_envelope,body_to_ma_envelope",232.70236109563604,249.14677409470752,233.28000000000003,241.16040296442205,242.4,248.6,6.15161764501289,2.086747730200316,0.47921461014552325,1.0,0.7867617973333833,0.2016323059797287,0.4872971773147583,21dbfa09c62c57d57b3abb09,4574,GMT_USDT_SWAP,1.515556695436474,2.947945051519174,2.81327424555429,2.3193305471732786,1.1222567163741692,1.2718909452240605,0.8603968158868566,1.758202188986194,4.152349850584423,2.880458905360363,0.32698402333008075,0.1770988343153821,1.3074290745759194,2.560153799599756,2.147100440819545
30,LIT_USDT_SWAP,LONG,0.9810804724693298,588,610,23,602,606,5,4,0.465282402395906,0.5,True,True,True,False,,TRAIN_SPEC_MATCH,0,,3.32577396545961,3.390122270752089,3.3301749999999997,3.354665,3.3281,3.3877,1.9847764335263418,2.6275339033270244,0.3805850035783685,1.0,2.433646386280106,0.210406020283699,0.2749223411083221,7982dbf47f2295fca82f7c5d,8800,OL_USDT_SWAP,0.16134348488547368,0.7553761460558842,0.6737416476254399,1.8383184281310962,0.805035419030563,0.24675415142699259,0.6045476709961333,1.933935661809052,1.7858831709528593,2.5909185899834224,0.16294635626556686,0.1180487087366581,0.3090177664922348,0.6981600271937521,0.6063469200169462
31,LIT_USDT_SWAP,LONG,0.4923470914363861,599,622,24,612,616,5,6,1.141115934031496,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,9,"ma_envelope,ma_spread_end,post1,post2,post3,post5,minimum_close_to_ma,close_to_ma_envelope,body_to_ma_envelope",3.433717688022284,3.527191671309192,3.3397833333333335,3.417172476351658,3.4385,3.5195,2.566823676329709,1.207843628204731,0.0,0.0,1.0466584438184117,0.2010194361209869,0.3675701022148132,5d57b4179e25ce42685aac0c,4370,NOT_USDT_SWAP,1.29360811213922,2.125129127969063,1.9603902081459692,2.2242843459932775,0.8649994678862712,0.2691109455646137,-0.8210629869777669,-1.4169515092994245,-1.7409830559996808,-2.1089510836084413,0.45513394667291096,0.2786259452100542,1.6247018373334272,2.6662146113683605,2.0483578485924507
32,LIT_USDT_SWAP,LONG,0.9449031352996826,621,639,19,631,634,4,5,0.6625731781504998,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,2,"ma_envelope,ma_spread_end",3.3478273840297126,3.5164765576601673,3.353085833333333,3.434765,3.4017,3.51,3.4066229325431805,2.0647758848803237,0.4843140639730791,1.0,1.325919502117016,0.2033981382846832,0.4708417952060699,73dd15aef278b19f1e26bfd5,6812,YFI_USDT_SWAP,0.4867140496575917,1.6498753968838762,1.5395358240983428,2.187601964791383,0.7473801726434084,1.2463069365432016,2.2603200356431756,3.3026123845188518,2.0199464125497584,2.0765049121011545,0.07072342603017598,0.08787757319772711,0.10891600758961967,1.1280390740884056,0.3806589014449972
33,APR_USDT_SWAP,LONG,0.849474310874939,572,589,18,581,584,4,5,0.5517567906577503,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,2,"ma_envelope,ma_spread_end",0.22108146451253485,0.22817598752089138,0.22133999999999998,0.22482333333333332,0.2243,0.2279,3.357021789839432,2.0367051698631156,0.4909890811870472,1.0,1.0334928229665035,0.2135724574327469,0.4522904455661773,638802bd38f89e8ad2b90def,561,ATOM_USDT_SWAP,0.37502574214376866,1.6482610441181595,1.419160645402211,1.7034659594713932,0.7570959819872829,0.09463699774841365,1.8927399549682205,2.3659249437102754,2.176650948213448,2.176650948213448,0.10800428769535751,0.1738586451274837,0.367507007923,1.3146656270550188,0.6522066428161364
34,APR_USDT_SWAP,LONG,0.970073103904724,607,624,18,617,620,4,4,2.7624459727843007,0.5,False,False,False,False,,OUT_OF_TRAINING_SPEC,4,"post1,post2,post3,post5",0.22313742618384402,0.2350331364902507,0.22364666666666666,0.22866758453906058,0.2282,0.2346,2.470607705425418,2.3692302102394143,0.42207802166212816,1.0,1.2746673342714057,0.2126319855451584,0.2753832638263702,b22c36afece1b10305a9bd98,6657,A_USDT_SWAP,2.4110040063779925,1.0427892126091702,1.0237510579160956,1.3292093458435092,0.37384012851849097,0.4361468166049042,-5.545295239690876,-6.749891209361553,-6.666815625246337,-2.63764979565821,0.08186857655885173,0.05447556704260989,0.2900711250069955,0.7081179660757367,0.5467236301286912
