figure,symbol,timeframe,period,bars_after_v9,source,joint_reason,v9_net_r,joint_net_r,v9_mfe,joint_mfe,entry_premium_pct,joint_stop_above_v9_stop,matched,control_net_r,v9_max_close_r_before_exit,v9_held_bars,v9_mfe_rebuilt,v9_best_raw_trail_candidate_r,v9_h12_complete,v9_h12_close_r,v9_h12_close_return,v9_h12_max_r,v9_h12_min_r,v9_h12_first_touch,v9_h24_complete,v9_h24_close_r,v9_h24_close_return,v9_h24_max_r,v9_h24_min_r,v9_h24_first_touch,v9_h48_complete,v9_h48_close_r,v9_h48_close_return,v9_h48_max_r,v9_h48_min_r,v9_h48_first_touch,v9_post_exit48_complete,v9_post_exit48_max_r,v9_post_exit48_min_r,joint_max_close_r_before_exit,joint_held_bars,joint_mfe_rebuilt,joint_best_raw_trail_candidate_r,joint_h12_complete,joint_h12_close_r,joint_h12_close_return,joint_h12_max_r,joint_h12_min_r,joint_h12_first_touch,joint_h24_complete,joint_h24_close_r,joint_h24_close_return,joint_h24_max_r,joint_h24_min_r,joint_h24_first_touch,joint_h48_complete,joint_h48_close_r,joint_h48_close_return,joint_h48_max_r,joint_h48_min_r,joint_h48_first_touch,joint_post_exit48_complete,joint_post_exit48_max_r,joint_post_exit48_min_r
11,BOMEUSDT,15m,earlier,14,本周期,trailing_stop,0.9126053639846698,1.1203333333333323,2.6628352490421463,4.16666666666666,0.6893156080748364,True,True,-1.1002590673575108,2.4904214559339413,43,2.662835249037058,0.9913048084945946,True,-0.07662835249026848,-0.001969473165927993,0.057471264367705506,-0.7854406130253142,neither,True,1.5325670498055024,0.0393894633185623,1.6283524904183422,-0.7854406130253142,up_first,True,1.4367816091926544,0.03692762186115206,2.662835249037058,-0.7854406130253142,up_first,True,1.7816091953988957,-1.5517241379280653,3.8666666666666636,29,4.16666666666666,1.258203700117219,True,1.7333333333333276,0.025427872860635636,2.3666666666666565,-0.366666666666671,up_first,True,3.5666666666666536,0.052322738386308076,4.16666666666666,-0.366666666666671,up_first,True,-1.69999999999999,-0.024938875305623442,4.16666666666666,-2.833333333333326,up_first,True,2.633333333333329,-3.1666666666666594
12,BCHUSDT,15m,earlier,17,本周期,initial_stop,1.0925895953757152,-1.0590599315068483,5.049132947976917,0.6318493150684924,3.013559524520648,True,True,-1.1539447236180866,4.202312138728354,32,5.049132947976917,1.288032801702356,True,-0.07514450867051804,-0.0007765366465563028,0.25722543352600913,-0.9826589595375715,neither,True,2.2109826589595607,0.0228480974852161,5.049132947976917,-0.9826589595375715,up_first,True,2.933526011560721,0.030314796009796474,5.049132947976917,-0.9826589595375715,up_first,True,3.8092485549133195,0.2774566473988397,0.38099315068493034,97,0.6318493150684924,,True,-0.22517123287671667,-0.007625177582557874,0.6318493150684924,-0.38784246575342696,neither,True,-0.5539383561643856,-0.018758516714505347,0.6318493150684924,-0.7816780821917848,neither,True,0.08904109589040779,0.0030152793482356444,0.6318493150684924,-0.7816780821917848,neither,True,-0.6292808219178098,-1.7414383561643854
13,POPCATUSDT,15m,earlier,1,上级 1h,trailing_stop,1.9499277108433788,1.843506891271065,6.425702811244997,6.110260336906598,0.0442771751162363,False,True,2.1643497509684635,4.602409638554212,81,6.425702811244968,2.0227655245223666,True,0.13654618473895844,0.0037635598848795304,0.650602409638553,-0.8192771084337328,neither,True,0.0803212851405622,0.002213858755811371,0.6746987951807235,-0.9638554216867465,neither,True,-0.0803212851405622,-0.002213858755811371,1.3815261044176683,-0.9638554216867465,up_first,True,7.180722891566258,1.1164658634538156,4.372128637059718,80,6.110260336906572,1.9129732603601401,True,0.48238897396630664,0.01394113741978309,0.4977029096477751,-0.7963246554364477,neither,True,0.36753445635528065,0.010621818986501275,0.6278713629402738,-0.9341500765696806,neither,True,-0.24502297090352468,-0.0070812126576677015,1.3016845329249571,-0.9341500765696806,up_first,True,6.830015313935673,1.0490045941807025
14,FISUSDT,15m,earlier,2,上级 1h,initial_stop,-1.1001388012618285,-1.1269199999999984,0.1798107255520476,0.0279999999999946,-0.04410282258063836,True,True,-1.1792673267326703,0.11671924290221088,6,0.17981072555204608,,True,-1.5047318611987341,-0.030052923387096753,0.17981072555204608,-1.7634069400630916,down_first,True,-0.5236593059936882,-0.010458669354838634,0.17981072555204608,-1.7634069400630916,down_first,True,-0.3943217665615138,-0.007875504032258118,0.18296529968454134,-1.7634069400630916,down_first,True,0.18296529968454134,-1.7634069400630916,-0.16800000000000134,3,0.02799999999999467,,True,-1.4560000000000004,-0.02294358651118822,0.02799999999999467,-2.208000000000008,down_first,True,-1.0960000000000072,-0.017270721714465975,0.02799999999999467,-2.208000000000008,down_first,True,-1.604000000000004,-0.025275764260951905,0.25999999999999335,-2.208000000000008,down_first,True,0.25999999999999335,-2.208000000000008
15,SANDUSDT,15m,earlier,72,上级 1h,initial_stop,-0.910258726899382,-1.1937432432432429,1.3388090349075954,0.0912162162162148,1.8686940457581347,True,True,0.4800144927536324,1.279260780287481,153,1.3388090349075954,,True,0.5872689938398321,0.010160579792525049,0.7597535934291565,-0.12525667351129388,neither,True,0.06570841889116795,0.0011368480886742027,1.3388090349075954,-0.12525667351129388,up_first,True,0.6550308008213511,0.011332954383970417,1.3388090349075954,-0.2176591375770038,up_first,True,0.039014373716625986,-2.1663244353182822,0.003378378378381736,7,0.0912162162162131,,True,-0.5979729729729673,-0.006172839506172867,0.0912162162162131,-1.2229729729729695,down_first,True,-1.7162162162161967,-0.017716398130710687,0.0912162162162131,-2.726351351351342,down_first,True,-0.3243243243243279,-0.0033479807491108016,0.0912162162162131,-2.726351351351342,down_first,True,-0.10810810810810303,-2.726351351351342
16,CHESSUSDT,15m,earlier,37,本周期,initial_stop,-1.0647926267281118,-1.0787932960893858,0.9262672811059935,1.0,0.31294452347083723,True,True,-1.0609205020920487,0.8617511520737291,99,0.9262672811059875,,True,-0.39631336405529843,-0.012233285917496395,0.36866359447004293,-0.6728110599078339,neither,True,-0.24423963133640617,-0.007539118065433947,0.36866359447004293,-0.6728110599078339,neither,True,0.5483870967741906,0.016927453769558953,0.617511520737323,-0.6728110599078339,neither,True,-0.03225806451612924,-0.8894009216589845,0.921787709497206,55,1.0,,True,0.765363128491618,0.019427112875779917,0.8547486033519573,-0.2681564245810024,neither,True,0.2513966480446961,0.00638116846284742,1.0,-0.2681564245810024,up_first,True,-0.1731843575419021,-0.0043959160521838125,1.0,-0.3240223463687135,up_first,True,-0.16201117318435676,-1.3854748603351934
17,BANANAUSDT,15m,earlier,96,本周期,trailing_stop,1.680700000000004,3.240223107569709,2.9579999999999984,5.784860557768889,0.1604754829123367,True,True,-1.2602499999999972,2.892000000000003,227,2.9579999999999984,1.7494260372635821,True,-0.7939999999999969,-0.023595839524517048,0.4380000000000024,-0.9260000000000019,neither,True,-0.3019999999999996,-0.008974739970282308,0.4380000000000024,-0.9260000000000019,neither,True,-0.3339999999999961,-0.009925705794947892,0.4380000000000024,-0.9260000000000019,neither,True,1.8400000000000034,0.21000000000000085,5.6533864541832415,131,5.784860557768889,3.3773427037122947,True,0.0,0.0,0.42629482071712665,-0.48605577689242746,neither,True,0.09163346613545648,0.0013648231663896393,0.42629482071712665,-0.48605577689242746,neither,True,-0.4342629482071762,-0.00646807500593416,1.1633466135458033,-0.48605577689242746,up_first,True,3.557768924302774,0.3107569721115499
18,EIGENUSDT,15m,earlier,23,本周期,initial_stop,3.897840425531873,-1.0910076923076917,6.340425531914842,0.1653846153846141,1.9650090493837702,True,True,-1.1157549407114622,6.117021276595695,118,6.340425531914842,4.024328449866848,True,-0.22872340425532756,-0.003705938119452079,0.47872340425530985,-0.43617021276596496,neither,True,1.0053191489361577,0.01628889080410234,1.2606382978723214,-0.4468085106383042,up_first,True,1.5319148936170057,0.024821166939584582,1.8351063829787075,-0.45744680851064334,up_first,True,12.180851063829683,3.7925531914893273,-0.0730769230769235,8,0.1653846153846141,,True,-0.7615384615384624,-0.016735694362268627,0.1653846153846141,-1.1538461538461537,down_first,True,0.2730769230769184,0.006001183331924453,0.3499999999999953,-1.2076923076923103,down_first,True,2.326923076923075,0.05113684388470974,2.9346153846153835,-1.2076923076923103,down_first,True,3.546153846153845,-1.2076923076923103
19,AIOUSDT,15m,earlier,1,本周期,trailing_stop,0.2887002967359031,0.602904458598732,3.2017804154302674,3.468152866242048,-0.11970313622217121,True,True,-1.0734225941422613,1.8931750741839763,215,3.2017804154302674,,True,-0.15430267062314745,-0.006224563083552903,0.0830860534124637,-0.6409495548961456,neither,True,0.002967359050443955,0.0001197031362221157,0.13649851632047547,-0.6409495548961456,neither,True,0.18991097922848726,0.007661000718218736,1.1691394658753713,-0.6409495548961456,up_first,True,1.4124629080118705,-0.22848664688427514,2.063694267515921,213,3.468152866242033,0.658058252309669,True,-0.28343949044586014,-0.010666347075743099,0.05095541401273671,-0.6560509554140139,neither,True,-0.07961783439490443,-0.002996164908916632,0.17834394904458734,-0.6560509554140139,neither,True,0.5382165605095526,0.0202540747842761,1.286624203821655,-0.6560509554140139,up_first,True,1.5159235668789792,-0.21337579617834493
20,DOTUSDT,15m,later,22,上级 1h,opposite_v6_next_open,-0.1635714285714116,-0.6161421319796833,1.7460317460317554,1.827411167512708,0.261352499183265,True,True,-1.2131313131313213,1.4682539682539717,61,1.7460317460317554,,True,-0.11904761904762408,-0.0009800718719372714,0.5952380952381028,-0.5952380952381028,neither,True,0.9126984126984219,0.007513884351519229,1.111111111111117,-0.5952380952381028,up_first,True,1.2698412698412767,0.010454099967331043,1.7460317460317554,-0.5952380952381028,up_first,True,4.920634920634947,0.19841269841269504,1.47208121827412,39,1.8274111675127078,,True,1.116751269035555,0.007168458781362075,1.2690355329949303,-0.15228426395939795,up_first,True,0.659898477157361,0.004235907461713984,1.8274111675127078,-0.15228426395939795,up_first,True,0.7614213197969673,0.004887585532746819,1.8274111675127078,-0.7106598984771529,up_first,True,5.888324873096503,-0.15228426395939795
21,ETCUSDT,15m,later,149,本周期,initial_stop,2.894866141732293,-1.399950000000017,4.173228346456695,0.6625000000000022,0.9210194297249563,True,True,0.8574263565891607,4.094488188976381,300,4.173228346456695,3.0211973252344495,True,-0.1732283464566951,-0.0027756749936916902,0.2716535433070834,-0.3937007874015741,neither,True,-0.11811023622047712,-0.0018925056775170868,0.2716535433070834,-0.3937007874015741,neither,True,-0.5039370078740171,-0.008074690890739311,1.1771653543307088,-0.8228346456692913,up_first,True,3.9291338582677278,1.7716535433070868,0.44999999999999446,27,0.6624999999999875,,True,-0.04999999999999445,-0.00025003125390665737,0.6624999999999875,-0.24999999999999445,neither,True,-0.17499999999999166,-0.0008751093886735228,0.6624999999999875,-0.8999999999999889,neither,True,-0.8,-0.00400050006250785,0.6624999999999875,-2.33749999999999,down_first,True,8.774999999999991,-2.33749999999999
22,SSVUSDT,15m,later,0,本周期,opposite_v6_next_open,-0.7647243243243255,-0.7647243243243255,0.1891891891891903,0.1891891891891903,0.0,False,True,-1.1441785714285737,0.10270270270270361,99,0.18918918918919037,,True,-0.021621621621624086,-0.0009440641963655017,0.18918918918919037,-0.21621621621621687,neither,True,0.010810810810809642,0.0004720320981825843,0.18918918918919037,-0.3027027027027036,neither,True,-0.3513513513513542,-0.015341043190937098,0.18918918918919037,-0.6540540540540578,neither,True,0.21621621621621687,-0.783783783783788,0.10270270270270361,99,0.18918918918919037,,True,-0.021621621621624086,-0.0009440641963655017,0.18918918918919037,-0.21621621621621687,neither,True,0.010810810810809642,0.0004720320981825843,0.18918918918919037,-0.3027027027027036,neither,True,-0.3513513513513542,-0.015341043190937098,0.18918918918919037,-0.6540540540540578,neither,True,0.21621621621621687,-0.783783783783788
23,TRUMPUSDT,15m,later,52,上级 1h,trailing_stop,-0.1912222222222263,1.445739130434802,1.6388888888888795,5.5652173913044285,-0.20475020475021477,True,True,-1.20446808510638,1.4999999999999938,163,1.6388888888888797,,True,-0.05555555555556172,-0.0008190008190008813,0.4583333333333256,-0.40277777777777624,neither,True,-0.29166666666666513,-0.004299754299754266,0.4583333333333256,-0.7916666666666713,neither,True,-0.08333333333333642,-0.0012285012285012664,0.4583333333333256,-0.7916666666666713,neither,True,0.3472222222222145,-2.7916666666666714,5.13043478260878,44,5.5652173913044285,1.8844010062193446,True,0.7391304347826338,0.003487894952810988,0.8260869565217559,-0.08695652173912204,neither,True,3.0000000000000386,0.014156750102585214,3.2173913043479017,-0.08695652173912204,up_first,True,2.478260869565268,0.011694706606483418,5.5652173913044285,-0.08695652173912204,up_first,True,3.6956521739130923,1.2608695652174047
24,AKEUSDT,15m,later,21,本周期,initial_stop,-1.0915348837209298,-1.121076923076925,0.209302325581393,0.2923076923076888,-0.025406504065039748,True,True,-1.0915348837209298,-0.023255813953488812,32,0.209302325581393,,True,-0.5116279069767475,-0.011178861788618044,0.0,-0.8139534883720895,neither,True,-0.4302325581395367,-0.00940040650406515,0.16279069767441537,-0.8372093023255783,neither,True,-1.7209302325581342,-0.03760162601626027,0.209302325581393,-1.9186046511627828,down_first,True,-0.6511627906976741,-1.9186046511627828,-0.04615384615384693,7,0.2923076923076888,,True,-1.199999999999995,-0.019822109275730693,0.2923076923076888,-1.5384615384615308,down_first,True,-1.8307692307692196,-0.030241423125794253,0.2923076923076888,-2.5230769230769066,down_first,True,-2.0153846153846073,-0.03329097839898365,0.2923076923076888,-2.5230769230769066,down_first,True,-0.4307692307692296,-2.5230769230769066
25,QUSDT,15m,later,79,本周期,initial_stop,-1.042300357568534,-1.079223427331886,2.2491060786650787,0.1127982646420824,2.9078613693998223,True,True,-1.084030131826741,1.7783075089392149,149,2.2491060786650787,,True,1.4553039332538744,0.06880811496196104,2.2491060786650787,-0.23718712753277876,up_first,True,1.6638855780691284,0.07867004790081711,2.2491060786650787,-0.23718712753277876,up_first,True,0.14541120381406514,0.0068751761059453464,2.2491060786650787,-0.2455303933253891,up_first,True,1.050059594755662,-0.7604290822407629,0.039045553145337676,10,0.11279826464208245,,True,-0.7158351409978324,-0.01807129949071795,0.11279826464208245,-1.0824295010845983,down_first,True,-0.5249457700650746,-0.013252286293193083,0.11279826464208245,-1.3036876355748404,down_first,True,-0.7266811279826437,-0.018345107058759025,1.026030368763561,-1.7787418655097582,down_first,True,1.026030368763561,-2.4338394793926224
26,BANANAUSDT,1h,earlier,0,本周期,trailing_stop,0.6961849056603794,0.6961849056603794,2.9449056603773607,2.9449056603773607,0.0,False,True,-1.068836473247926,2.63547169811321,43,2.9449056603773607,0.7380926179641416,True,1.88301886792453,0.09063663609118167,2.1211320754717002,-0.6230188679245272,up_first,True,1.3241509433962273,0.06373626373626373,2.9449056603773607,-0.6230188679245272,up_first,True,0.4320754716981146,0.020797384433748123,2.9449056603773607,-0.6230188679245272,up_first,True,0.8441509433962275,-1.749056603773585,2.63547169811321,43,2.9449056603773607,0.7380926179641416,True,1.88301886792453,0.09063663609118167,2.1211320754717002,-0.6230188679245272,up_first,True,1.3241509433962273,0.06373626373626373,2.9449056603773607,-0.6230188679245272,up_first,True,0.4320754716981146,0.020797384433748123,2.9449056603773607,-0.6230188679245272,up_first,True,0.8441509433962275,-1.749056603773585
27,ONTUSDT,1h,earlier,5,本周期,initial_stop,-1.055292792792792,-1.0822259136212624,0.9234234234234248,1.029900332225916,0.8146639511201537,True,True,-1.0543744120413918,0.7545045045045028,23,0.9234234234234219,,True,0.1351351351351359,0.004887983706721055,0.9234234234234219,-0.2364864864864855,neither,True,-0.945945945945945,-0.03421588594704683,0.9234234234234219,-1.0360360360360346,down_first,True,-1.0135135135135145,-0.03665987780040736,0.9234234234234219,-2.1396396396396384,down_first,True,0.011261261261263148,-2.1396396396396384,0.7807308970099641,13,1.0299003322259113,,True,-0.4485049833887058,-0.01090909090909098,1.0299003322259113,-0.49833887043189434,up_first,True,-2.159468438538209,-0.05252525252525253,1.0299003322259113,-2.5913621262458486,up_first,True,-2.1926910299003315,-0.053333333333333344,1.0299003322259113,-3.488372093023256,up_first,True,-0.31561461794019696,-3.488372093023256
28,1INCHUSDT,1h,earlier,0,本周期,opposite_v6_next_open,-0.2668015170670051,-0.2668015170670051,2.155499367888757,2.155499367888757,0.0,False,True,-1.0751171393341574,1.97850821744627,99,2.1554993678887495,,True,0.5941845764854626,0.022904483430799205,1.0998735777496855,-0.08217446270543412,up_first,True,0.8280657395701644,0.03192007797270957,1.0998735777496855,-0.08217446270543412,up_first,True,0.9228824273072062,0.03557504873294337,1.283185840707967,-0.08217446270543412,up_first,True,-0.15802781289506967,-3.0088495575221224,1.97850821744627,99,2.1554993678887495,,True,0.5941845764854626,0.022904483430799205,1.0998735777496855,-0.08217446270543412,up_first,True,0.8280657395701644,0.03192007797270957,1.0998735777496855,-0.08217446270543412,up_first,True,0.9228824273072062,0.03557504873294337,1.283185840707967,-0.08217446270543412,up_first,True,-0.15802781289506967,-3.0088495575221224
29,KSMUSDT,1h,earlier,1,本周期,initial_stop,-1.026735275080907,-1.0263271801400384,0.5773462783171548,0.5506047103755589,0.13073161284076207,True,True,-1.0567835051546408,0.47961165048543725,132,0.5773462783171548,,True,0.12944983818770425,0.009683823173388895,0.4692556634304222,-0.16957928802589045,neither,True,-0.2543689320388334,-0.019028712535708925,0.4692556634304222,-0.3967637540453076,neither,True,0.47961165048543725,0.03587856485740559,0.5650485436893218,-0.3967637540453076,neither,True,-0.3695792880258891,-1.4996763754045326,0.45448758752386986,131,0.5506047103755589,,True,-0.07638446849140748,-0.005802707930367523,0.44430299172501675,-0.1527689369828127,neither,True,-0.17504774029280645,-0.013297872340425454,0.44430299172501675,-0.4073838319541702,neither,True,0.35264162953532957,0.026789168278530173,0.5506047103755589,-0.4073838319541702,neither,True,-0.3806492679821768,-1.4920432845321479
