timeframe_min,arm,symbol,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r
15,v9_both,VANAUSDT,8,4,4,0,0.5,0.21521606069626764,0.7847839393037324,0.5,-0.3088294253116839,-2.470635402493471,-0.3183142098052996,-23.31243445401426,-3.3124344540142587,0.4149080894329488,0.4380023873259893,-1.055661237949357,1.258278688524583,-1.2483896103896075,3.9814031217320673,8.25,6.5,170.080667050465,7,3,0,0,0,2,3,0,8,3,4,0,6,2,2,0,5,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,VANRYUSDT,2,0,2,0,0.0,0.0,0.6576197760453506,0.0,-1.0740516923076915,-2.148103384615383,-1.0740516923076915,-290.53643435614356,-270.53643435614345,0.0,,-1.0740516923076915,-1.0710153846153811,-1.0770880000000018,2.148103384615383,14.375,14.375,270.5364343561435,2,2,0,0,0,2,2,0,2,2,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,VELODROMEUSDT,10,2,8,0,0.2,0.05668215093776685,0.5098375308778678,0.2,-0.5341351558900064,-5.3413515589000635,-1.0936136759581903,-115.85667525802857,-95.85667525802857,0.32772178446745065,1.3018994397758947,-0.9931438048064817,2.330294117647026,-1.1980000000000066,7.67164567654709,16.1,8.875,183.4757763078295,9,7,0,0,0,6,7,0,10,7,8,0,5,2,3,0,4,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,VELVETUSDT,13,2,11,0,0.15384615384615385,0.04325817796522907,0.4223463125106327,0.15384615384615385,-0.12373405061405687,-1.6085426579827393,-1.057555555555556,-114.47771144916148,-94.47771144916149,0.8513284301831762,4.605447085782232,-0.9835851663224733,8.430486111111062,-1.1153863636363666,8.923642405457436,4.673076923076923,3.5,287.71228771228897,13,11,0,1,0,8,8,0,11,9,9,1,5,3,3,0,3,1,1,0,3,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0
15,v9_both,VETUSDT,18,4,14,0,0.2222222222222222,0.09000928045845544,0.45214584506003586,0.2222222222222222,0.7549125419596351,13.588425755273432,-1.11009922589726,4.104696873818524,24.104696873818497,1.832816360013345,7.476164682539606,-1.1654452124917853,25.61494444444413,-1.4019999999999986,7.4984648433918935,8.26388888888889,5.75,139.701912941562,18,14,0,1,1,9,9,0,18,14,14,0,9,5,5,0,7,3,3,0,4,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0
15,v9_both,VICUSDT,2,1,1,0,0.5,0.09453120463920084,0.9054687953607992,0.5,0.6006846684668241,1.2013693369336482,0.6006846684668241,68.83239411194899,88.83239411194897,2.3118505311728055,2.1171515151514773,-0.9157821782178291,2.1171515151514773,-0.9157821782178291,0.9157821782178291,19.25,19.25,225.58351212248502,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15,v9_both,VIRTUALUSDT,5,2,3,0,0.4,0.11762077314099711,0.7692757205908813,0.4,-0.44629303393991526,-2.231465169699576,-1.0741052631578911,-88.6533998653728,-68.65339986537279,0.3280590958111116,0.5447297830374719,-1.10697491192484,0.7619743589743501,-1.1636470588235213,2.9934395286739264,17.35,14.0,240.464344941956,4,3,0,0,0,3,3,0,5,3,3,0,3,1,1,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,VTHOUSDT,13,4,9,0,0.3076923076923077,0.12680703567070326,0.5763065701492199,0.3076923076923077,-0.28581026658387637,-3.7155334655903927,-1.1129090909090955,-34.208305958859306,-14.208305958859297,0.6534513795137603,1.7515006013535617,-1.1912817634449597,3.438437499999994,-1.4427999999999868,5.775706839290708,15.326923076923077,5.25,159.010600706713,13,9,0,0,0,6,6,0,11,7,7,1,8,4,4,1,6,2,2,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,VVVUSDT,11,5,6,0,0.45454545454545453,0.21271271487637833,0.7199084642140241,0.45454545454545453,0.5350728827810893,5.885801710591982,-0.2453179190751401,137.82704594306827,157.82704594306827,2.1174642906067853,2.230581334639953,-0.8778508271012968,7.051018315018324,-1.0987530364372493,2.1163195200124507,24.363636363636363,28.75,311.055065153424,7,4,0,1,0,4,6,0,11,4,6,0,7,1,2,0,5,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0
15,v9_both,WALUSDT,5,1,4,0,0.2,0.03622410822563066,0.6244653729700049,0.2,0.16144020281851817,0.8072010140925909,-1.0773793103448277,-29.1520077392332,-9.152007739233008,1.2195675023683328,4.483523809523765,-0.9190806988577938,4.483523809523765,-1.14514285714286,3.676322795431174,16.65,23.5,217.68103065304499,4,3,0,0,0,3,4,0,5,3,4,0,3,1,2,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15,v9_both,WAXPUSDT,11,1,10,0,0.09090909090909091,0.016232172705325593,0.3773584391082959,0.09090909090909091,-0.8848169367431677,-9.732986304174846,-1.1277499999999998,-110.72399706307736,-90.72399706307736,0.09174905811566174,0.983199999999996,-1.0716186304174842,0.983199999999996,-1.3227142857143022,9.732986304174846,5.818181818181818,3.0,156.555772994129,10,9,0,0,0,5,6,0,10,8,9,0,4,2,3,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15,v9_both,WCTUSDT,13,4,9,0,0.3076923076923077,0.12680703567070326,0.5763065701492199,0.3076923076923077,0.06118876849272175,0.7954539904053828,-1.1473962264150892,5.287304779017649,25.287304779017607,1.0815637220096144,2.6370001189034564,-1.0836162761342714,5.584190476190422,-1.2431724137930895,9.746138321943139,13.442307692307692,8.25,127.504553734063,11,7,0,1,0,4,6,0,12,6,8,0,7,2,3,0,6,1,2,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
15,v9_both,WETUSDT,14,3,11,0,0.21428571428571427,0.07571386653293533,0.4758923079830535,0.21428571428571427,-0.3905772421032002,-5.468081389444803,-1.098203125000003,-66.16636783155288,-46.16636783155288,0.5135461440887716,1.92420588235293,-1.0218817305912358,3.582999999999988,-1.2368214285714336,10.501086423890973,9.142857142857142,5.375,135.04232323021898,11,8,0,0,0,5,8,0,12,6,9,0,7,2,4,0,4,0,1,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0
15,v9_both,WIFUSDT,16,4,12,0,0.25,0.10182067420167085,0.4949831672970316,0.25,-0.3190618018295761,-5.104988829273218,-1.086864548494982,-47.081765066609435,-27.08176506660944,0.5571955931814749,1.6059445406995743,-0.9607305826726263,2.501260869565223,-1.209076923076922,6.448999170239915,9.734375,6.75,176.53824989539103,13,9,0,0,0,6,8,0,15,8,11,0,8,2,4,0,7,2,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,WLDUSDT,10,0,10,0,0.0,0.0,0.2775328030260577,0.0,-1.091382183148828,-10.91382183148828,-1.1133230134158945,-205.88130396332312,-185.8813039633231,0.0,,-1.091382183148828,-0.7926363636363644,-1.2367692307692284,10.91382183148828,6.575,6.0,176.76302647404898,9,9,0,0,0,8,9,0,10,9,10,0,6,5,6,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,WLFIUSDT,12,1,11,0,0.08333333333333333,0.014865094239669363,0.35387991372124555,0.16666666666666666,-0.8661296397788215,-10.393555677345859,-1.1103094909404652,-136.55717340743917,-116.55717340743917,0.023078056967136443,0.2455294117647055,-0.9671895535555058,0.2455294117647055,-1.303444444444447,10.393555677345859,9.604166666666666,4.375,151.9835460942465,9,8,1,0,0,6,8,1,12,8,11,0,7,4,6,0,5,2,4,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,WOOUSDT,13,3,10,0,0.23076923076923078,0.08179528654269594,0.5025637616051964,0.23076923076923078,0.04765800094555814,0.6195540122922558,-1.0897692307692322,-39.62475486205022,-19.62475486205022,1.0665139623244784,3.3114000000000665,-0.9314645987707941,7.690200000000199,-1.1781538461538483,4.831613819875773,15.51923076923077,11.5,188.51756640959698,11,8,0,1,0,8,10,1,13,8,10,0,8,3,5,0,5,2,2,0,4,1,1,0,3,0,0,0,1,0,0,0,1,0,0,0
15,v9_both,WUSDT,15,3,12,0,0.2,0.0704754929173392,0.45185448924055305,0.2,-0.5797119670808083,-8.695679506212125,-1.0879817351598189,-116.07694966650415,-96.07694966650412,0.3496995088784376,1.5587024225483452,-1.1143155644880967,4.176292452830221,-1.1838775510204018,12.871971959042346,12.7,9.25,172.83950617283799,14,12,0,0,0,11,11,0,15,12,12,0,8,5,5,0,6,3,3,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15,v9_both,XAIUSDT,14,3,11,0,0.21428571428571427,0.07571386653293533,0.4758923079830535,0.21428571428571427,-0.2956068551416044,-4.138495971982461,-1.0996339080459758,17.870748143857224,37.87074814385723,0.648217852116914,2.541958601458596,-1.0694883433052953,5.304999999999997,-1.2630188679245218,8.2316052893861,20.267857142857142,12.0,185.5155843830125,13,10,0,1,0,10,11,0,14,10,11,0,8,4,5,0,7,3,4,0,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
15,v9_both,XANUSDT,10,1,9,0,0.1,0.017876212896073995,0.4041500295247722,0.1,-0.7342504206755368,-7.342504206755368,-1.065408072969846,-166.93553081069848,-146.93553081069837,0.18490557402758703,1.6656597222222014,-1.00090710321973,1.6656597222222014,-1.1995081967213057,9.00816392897757,15.875,12.625,246.66568578723547,8,7,0,0,0,7,9,1,10,7,9,0,8,5,7,0,7,4,6,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,XAUTUSDT,3,0,3,0,0.0,0.0,0.5614970356393196,0.0,-1.4310067280240837,-4.293020184072251,-1.3448786677240263,-77.451353030574,-57.451353030574005,0.0,,-1.4310067280240837,-1.2313158584534702,-1.7168256578947547,4.293020184072251,6.416666666666667,8.0,57.991409361405,3,3,0,0,0,2,2,0,3,3,3,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,XLMUSDT,10,4,6,0,0.4,0.1681803285264069,0.6873262320788047,0.4,-0.13016253521387888,-1.3016253521387888,-1.099192307692309,2.3020716634430016,22.302071663443,0.816371945407912,1.4466885564930265,-1.1813965963518158,2.2066887755101927,-1.3213207547169703,3.5083141276489815,14.775,10.75,143.631381643168,10,6,0,0,0,4,4,0,10,6,6,0,6,2,2,0,6,2,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,XMRUSDT,11,5,6,0,0.45454545454545453,0.21271271487637833,0.7199084642140241,0.45454545454545453,0.2767140801848631,3.043854882033494,-0.9461375661375548,57.7552385321091,77.75523853210909,1.4315513607765784,2.0194280423726427,-1.17554755497162,4.67082550335572,-1.341084112149526,4.605773398923606,12.613636363636363,9.5,126.55539983861999,10,5,0,0,0,5,6,0,11,5,6,0,11,5,6,0,8,3,3,0,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
15,v9_both,XNYUSDT,18,3,15,0,0.16666666666666666,0.05836576760185505,0.39222038302033446,0.16666666666666666,-0.5561803197247668,-10.011245755045802,-1.0794802207596321,-89.69675951285427,-69.69675951285427,0.35142333177257984,1.80815700532244,-1.0290477847342083,3.8710184501844953,-1.2175789473684189,13.113861232234287,11.902777777777779,10.0,184.01662653198198,16,13,0,0,0,11,13,2,18,13,15,0,12,8,9,0,8,4,5,0,5,2,2,0,3,0,0,0,1,0,0,0,0,0,0,0
15,v9_both,XPINUSDT,12,5,7,0,0.4166666666666667,0.1932603124346072,0.6804886891575758,0.4166666666666667,0.17002644870015793,2.040317384401895,-0.4032372505543234,127.99500220787534,147.99500220787533,1.3203338948933,1.6819326595851958,-0.9099065590748692,4.590108108108119,-1.152615384615391,2.509153037766829,15.958333333333334,6.125,273.880301958703,9,5,0,0,0,3,5,0,11,4,6,1,8,2,3,0,7,2,2,0,4,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
15,v9_both,XPLUSDT,10,6,4,0,0.6,0.3126737679211953,0.831819671473593,0.6,1.3560542400908333,13.560542400908332,0.8445117930383784,253.90680958678323,273.9068095867832,3.926171453105115,3.0324615466722413,-1.1585567197812796,7.994571428571465,-1.2088648648648683,3.5113801637966637,20.525,23.25,174.32354820338898,9,4,0,2,0,4,4,1,10,4,4,0,10,4,4,0,9,3,3,0,7,1,1,0,3,0,0,0,2,0,0,0,2,0,0,0
15,v9_both,XRPUSDT,9,4,5,0,0.4444444444444444,0.18877851977054566,0.7333487081991259,0.4444444444444444,0.12872381093567073,1.1585142984210366,-1.0566782273603053,-22.691953827775,-2.691953827775011,1.209181102095859,1.6742114633240242,-1.107666310975012,2.8595426356589138,-1.1614913294797669,4.538284496051537,17.833333333333332,20.0,189.441221822454,9,5,0,0,0,5,5,0,9,5,5,0,6,2,2,0,6,2,2,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
15,v9_both,XTZUSDT,17,3,14,0,0.17647058823529413,0.06191126589146398,0.4102945877077837,0.17647058823529413,0.17914996805407626,3.0455494569192965,-1.1473548387096748,90.29310568428598,110.29310568428605,1.1945130694156285,6.234283109735137,-1.1183785623061508,15.762078431372576,-1.349076923076923,12.716528974453277,11.117647058823529,5.75,121.703853955375,15,12,0,1,1,9,11,0,16,11,13,0,8,3,5,0,7,2,4,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
15,v9_both,XVGUSDT,10,4,6,0,0.4,0.1681803285264069,0.6873262320788047,0.4,-0.20892762863149392,-2.0892762863149392,-0.5664206805125924,-78.1396218043773,-58.13962180437731,0.6219369593814307,0.8592470046082961,-0.921044050791354,1.6704516129032403,-1.1439999999999997,2.9009097173999763,17.575,16.0,209.9317376146245,8,4,0,0,0,3,5,0,10,4,6,0,9,3,5,0,7,1,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,XVSUSDT,11,5,6,0,0.45454545454545453,0.21271271487637833,0.7199084642140241,0.45454545454545453,0.4868252319995911,5.355077551995502,-1.1045000000000005,1.216424986108003,21.216424986108006,1.7574349125110902,2.4850188692466753,-1.1783361323729789,6.84739130434777,-1.2828421052631689,2.451070895209425,15.318181818181818,8.5,107.334525939176,10,6,0,1,0,3,3,0,10,5,5,0,6,1,1,0,5,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0
15,v9_both,YBUSDT,8,2,6,0,0.25,0.07147921209795555,0.5907245720727483,0.25,-0.6056498186597452,-4.845198549277962,-1.078654347826086,-145.3059161071169,-125.30591610711687,0.16062629557689967,0.463599401675317,-0.9620662254380993,0.8957217391304451,-1.1034901960784282,4.845198549277962,8.15625,8.875,225.24546120066051,8,6,0,0,0,6,6,1,8,6,6,0,6,4,4,0,5,3,3,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,YFIUSDT,8,3,5,0,0.375,0.13684428473912286,0.694257607346229,0.375,-0.5154950971494414,-4.123960777195531,-0.8917224242424244,-89.734773479688,-69.734773479688,0.23094920516844603,0.4128142857142771,-1.0724807268676726,0.98214285714285,-1.303428571428565,5.106103634338382,12.1875,11.375,126.8464443380665,7,4,0,0,0,4,5,0,8,4,5,0,7,3,4,0,5,2,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,YGGUSDT,10,4,6,0,0.4,0.1681803285264069,0.6873262320788047,0.4,0.4034218898478382,4.034218898478382,-0.12132142857142615,54.433302760707804,74.4333027607078,2.0501450271478516,1.9689503828828987,-0.6402637721755355,3.5008648648649143,-1.2083529411764715,2.6332296918767417,30.825,30.75,164.06787256144602,7,4,2,0,0,4,6,0,10,4,6,0,8,2,4,0,8,2,4,0,4,1,1,0,4,1,1,0,1,0,0,0,0,0,0,0
15,v9_both,ZAMAUSDT,11,3,8,0,0.2727272727272727,0.09746059213308628,0.5656453033189257,0.2727272727272727,-0.5470615289038258,-6.017676817942084,-1.042664092664094,-173.06644140284936,-153.06644140284936,0.2534919541374228,0.6811414221195683,-1.0076376355375984,1.1661296296296246,-1.144813559322033,6.334132744993756,9.272727272727273,3.75,290.346907993965,9,7,0,0,0,6,7,0,11,7,8,0,6,3,3,0,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,ZBTUSDT,13,3,10,0,0.23076923076923078,0.08179528654269594,0.5025637616051964,0.23076923076923078,-0.595307399354543,-7.7389961916090595,-1.0720999999999987,-114.05078943789515,-94.05078943789516,0.27239915991259805,0.9657749803715053,-1.0636321132723576,2.6232797202797165,-1.1554954954954948,8.448855273660056,13.423076923076923,8.25,247.428050527414,10,8,0,0,0,8,10,0,13,8,10,0,7,3,4,0,4,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,ZECUSDT,13,6,7,0,0.46153846153846156,0.23206067674961361,0.7085620444143711,0.46153846153846156,0.2151996849454846,2.7975959042913,-0.5752403100775242,2.235789948520009,22.23578994852,1.3861150173331507,1.6738491215006805,-1.035071260673255,4.547241308793468,-1.2234430992736018,3.2967193234317382,17.442307692307693,18.0,180.705588510771,11,6,0,0,0,5,6,0,13,6,7,0,9,2,3,0,8,1,2,0,6,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
15,v9_both,ZENUSDT,16,5,11,0,0.3125,0.14164643765150897,0.5559564434725178,0.375,-0.3075715950255015,-4.921145520408024,-1.0178413733159482,-27.519967761624624,-7.5199677616246845,0.5647138630057261,1.276879211652678,-1.0277765071519467,2.640596026490071,-1.471411764705847,7.025793937279195,10.296875,9.25,179.533468559836,13,8,1,0,0,4,7,0,15,7,10,0,9,1,4,0,6,0,1,0,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
15,v9_both,ZEREBROUSDT,13,3,10,0,0.23076923076923078,0.08179528654269594,0.5025637616051964,0.3076923076923077,-0.06723885990137549,-0.8741051787178813,-1.091833122629579,-24.243656564144366,-4.243656564144461,0.9035867407667646,2.7307096409991587,-0.9066234101715358,6.015762523191118,-1.1635229759299786,6.96270290479093,17.596153846153847,15.25,201.372275822181,12,9,1,1,0,9,10,0,13,9,10,0,8,4,5,0,5,2,2,0,4,1,1,0,2,1,1,0,2,1,1,0,0,0,0,0
15,v9_both,ZETAUSDT,8,3,5,0,0.375,0.13684428473912286,0.694257607346229,0.5,0.03930402269850214,0.3144321815880171,-0.5636964589717375,-30.159725129597632,-10.159725129597753,1.0709960782923291,1.581099695784436,-0.8857733811530581,2.7716923076923012,-1.1228695652173954,4.4288669057652905,20.78125,14.25,183.45916089150302,7,4,1,0,0,4,5,0,8,4,5,0,7,3,4,0,5,1,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,ZILUSDT,15,5,10,0,0.3333333333333333,0.15176324343669478,0.582864524428801,0.4,2.3344584427171906,35.01687664075786,-1.065717647058824,137.03084926772394,157.03084926772382,4.77731264167674,8.857438253968265,-0.9270314629083479,37.7162500000001,-1.2489999999999997,5.184448623489796,16.9,11.0,183.05084745762701,13,9,1,1,1,7,8,1,14,8,9,0,10,4,5,0,9,3,4,0,7,2,3,0,4,0,0,0,3,0,0,0,1,0,0,0
15,v9_both,ZKCUSDT,14,3,11,0,0.21428571428571427,0.07571386653293533,0.4758923079830535,0.21428571428571427,-0.6192983633609198,-8.670177087052878,-1.0870165930289635,-102.71648812176007,-82.71648812176007,0.1987679618611608,0.7169597763347761,-0.983732401459746,1.537874999999997,-1.2375483870967745,9.118514749390537,13.732142857142858,8.875,160.14419860371402,12,10,0,0,0,8,9,0,14,10,11,0,9,5,6,0,6,2,3,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,ZKPUSDT,11,3,8,0,0.2727272727272727,0.09746059213308628,0.5656453033189257,0.2727272727272727,-0.644824643437153,-7.093071077808682,-1.0960618556701045,-108.82904041943699,-88.82904041943699,0.21115601346757962,0.6328858589710985,-1.1239660818402473,1.3523695652173744,-1.1797307692307717,8.445440643026057,9.181818181818182,4.5,172.492056286882,11,8,0,0,0,7,7,0,11,8,8,0,6,3,3,0,4,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,ZKUSDT,12,4,8,0,0.3333333333333333,0.13812009012485987,0.6093779130595061,0.3333333333333333,-0.4237087119497638,-5.084504543397165,-1.0699676650161036,-111.92081847270317,-91.9208184727031,0.4215683443339162,0.9264128878155634,-1.0987695118324272,2.214569230769228,-1.1604778761061934,6.023116483695667,10.520833333333334,8.0,212.49575965861501,11,8,0,0,0,6,6,0,12,8,8,0,7,3,3,0,5,1,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,ZORAUSDT,12,4,8,0,0.3333333333333333,0.13812009012485987,0.6093779130595061,0.3333333333333333,-0.05533561837132811,-0.6640274204559373,-0.9890747663551407,78.59223082098275,98.59223082098286,0.9215401414635269,1.949812089892319,-1.0579094725031517,3.550517241379307,-1.25916279069768,6.317464275483948,14.854166666666666,10.375,202.80620724269,10,6,0,0,0,5,7,0,12,6,8,0,7,1,3,0,5,0,1,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
15,v9_both,ZROUSDT,11,5,6,0,0.45454545454545453,0.21271271487637833,0.7199084642140241,0.45454545454545453,0.4704207171226804,5.174627888349485,-1.0678707865168553,110.8197924301369,130.8197924301369,1.7907512872493043,2.3437133018985534,-1.0906564368572134,3.810153846153879,-1.1600659340659398,2.1754167131852187,22.886363636363637,18.0,205.921774095283,11,6,0,0,0,3,3,0,11,6,6,0,7,2,2,0,6,1,1,0,5,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
15,v9_both,ZRXUSDT,9,3,6,0,0.3333333333333333,0.12058381743407343,0.6457978664749412,0.3333333333333333,0.11278082028433165,1.0150273825589848,-0.7156000000000144,-23.839796904737998,-3.8397969047379945,1.177292701936119,2.2467259259259342,-0.9541917325364698,2.926000000000028,-1.1333333333333333,2.4302273182957372,21.0,18.0,150.0,7,4,0,0,0,3,5,0,9,4,6,0,6,1,3,0,6,1,3,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
15,v9_both,币安人生USDT,10,2,8,0,0.2,0.05668215093776685,0.5098375308778678,0.2,-0.32316010470715917,-3.231601047071592,-1.0650547309833027,-111.6709315520829,-91.6709315520827,0.6227797225959084,2.6676397375636722,-1.070860065274867,3.0613695652174315,-1.2321851851851926,8.566880522198934,18.325,7.5,180.377486001738,7,5,0,0,0,2,5,0,10,5,8,0,6,2,4,0,4,1,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
15,v9_both,我踏马来了USDT,14,1,13,0,0.07142857142857142,0.012722215106604151,0.31468704666737907,0.07142857142857142,-0.600997971582541,-8.413971602155573,-1.0743722134563247,-172.3280561198429,-152.32805611984296,0.3193458464132854,3.947624309392248,-0.9508919931959864,3.947624309392248,-1.1808631578947413,8.413971602155573,9.642857142857142,3.5,251.07159660360048,11,10,0,0,0,8,11,0,13,9,12,0,6,2,5,0,3,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
15,v9_both,龙虾USDT,8,1,7,0,0.125,0.022417491199971912,0.47088818505608376,0.125,0.2764350679974445,2.211480543979556,-1.0268821894534943,-153.16196053946237,-133.16196053946243,1.3611059592858306,8.335667883211682,-0.8748839056045895,8.335667883211682,-1.081587234042553,5.042600105189573,9.65625,6.75,510.0230303670345,7,6,0,1,0,5,6,0,7,5,6,0,5,4,4,0,4,3,3,0,2,1,1,0,2,1,1,0,1,0,0,0,1,0,0,0
60,joint,0GUSDT,3,1,2,0,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.3333333333333333,-0.05680834893271317,-0.17042504679813952,-0.6919423076923089,-39.85336229882332,-19.85336229882334,0.9026164337915883,1.5796140350877184,-0.8750195409429289,1.5796140350877184,-1.058096774193549,1.058096774193549,82.66666666666667,94.0,384.875084402431,2,1,0,0,0,1,2,0,3,1,2,0,3,1,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,joint,1000000MOGUSDT,1,0,1,0,0.0,0.0,0.7934506882081973,0.0,-1.0823200000000008,-1.0823200000000008,-1.0823200000000008,-262.954324586978,-242.954324586978,0.0,,-1.0823200000000008,-1.0823200000000008,-1.0823200000000008,1.0823200000000008,32.0,32.0,242.954324586977,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,joint,1000BONKUSDT,2,1,1,0,0.5,0.09453120463920084,0.9054687953607992,0.5,3.3285846919203905,6.657169383840781,3.3285846919203905,1270.3230408370225,1290.3230408370225,7.427209796134881,7.692948453608223,-1.0357790697674425,7.692948453608223,-1.0357790697674425,1.0357790697674425,33.0,33.0,482.2522099990975,2,1,0,1,0,1,1,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
60,joint,1000CATUSDT,2,1,1,0,0.5,0.09453120463920084,0.9054687953607992,0.5,0.5891998798918995,1.178399759783799,0.5891998798918995,412.892832366972,432.892832366972,2.132201278739957,2.219203883495138,-1.0408041237113392,2.219203883495138,-1.0408041237113392,1.0408041237113392,44.0,44.0,546.066840339048,2,1,0,0,0,1,1,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,joint,1000CHEEMSUSDT,1,1,0,0,1.0,0.2065493117918027,1.0,1.0,2.4238238993710683,2.4238238993710683,2.4238238993710683,726.32491519035,746.32491519035,,2.4238238993710683,,2.4238238993710683,2.4238238993710683,0.0,35.0,35.0,299.660761402186,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,joint,1000FLOKIUSDT,2,1,1,0,0.5,0.09453120463920084,0.9054687953607992,0.5,0.21038727799927548,0.42077455599855096,0.21038727799927548,-28.844651489052524,-8.844651489052495,1.4012185335433691,1.46951612903226,-1.048741573033709,1.46951612903226,-1.048741573033709,1.048741573033709,51.5,51.5,331.95303594712897,2,1,0,0,0,1,1,0,2,1,1,0,2,1,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
