timeframe_min,arm,week,closed,wins,losses,flat,win_rate,win_ci_low,win_ci_high,gross_win_rate,mean_net_r,sum_net_r,median_net_r,mean_net_bp,mean_gross_bp,pf_r,average_win_r,average_loss_r,best_net_r,worst_net_r,event_ordered_drawdown_r_nonaccount,mean_holding_hours,median_holding_hours,median_risk_bp,stop_exits,stop_net_losses,fee_only_losses,net_gt5r,net_gt10r,net_float_to_stop_loss,net_float_to_any_loss,mfe_ge2r_no_close_arm_stop_losses,reached_0r,float_to_stop_loss_0r,float_to_any_loss_0r,ambiguous_stop_profit_0r,reached_0.5r,float_to_stop_loss_0.5r,float_to_any_loss_0.5r,ambiguous_stop_profit_0.5r,reached_1r,float_to_stop_loss_1r,float_to_any_loss_1r,ambiguous_stop_profit_1r,reached_2r,float_to_stop_loss_2r,float_to_any_loss_2r,ambiguous_stop_profit_2r,reached_3r,float_to_stop_loss_3r,float_to_any_loss_3r,ambiguous_stop_profit_3r,reached_5r,float_to_stop_loss_5r,float_to_any_loss_5r,ambiguous_stop_profit_5r,reached_10r,float_to_stop_loss_10r,float_to_any_loss_10r,ambiguous_stop_profit_10r
15,v9_both,2026-07-20,281,73,208,0,0.2597864768683274,0.21199786910888857,0.31405427045602113,0.2775800711743772,-0.273283150954934,-76.79256541833645,-1.082315068493148,-53.996358601219626,-33.99635860121964,0.6425474157825409,1.8909631094948596,-1.032850348132025,10.935833333333116,-1.4145454545454592,106.46221535045437,14.193950177935942,9.0,142.66304347826,246,176,7,5,1,132,162,7,271,167,198,1,177,79,104,0,134,42,61,2,91,16,21,1,52,3,3,1,14,0,0,1,4,0,0,1
15,v9_both,2026-07-27,615,184,431,0,0.2991869918699187,0.26433497572880843,0.3365321018478756,0.3089430894308943,-0.09047810718410773,-55.64403591822626,-1.0717902097902088,-19.874823542079007,0.1251764579210046,0.8777810966060566,2.171944084839104,-1.0563381613193072,49.35325405405423,-1.480000000000005,220.24495998861178,13.13048780487805,8.75,161.61616161615999,546,375,7,10,1,299,355,9,594,354,410,5,406,173,222,0,315,94,131,1,203,18,28,1,124,4,4,1,56,2,2,0,5,1,1,0
15,v9_both,2026-08-03,793,221,572,0,0.2786885245901639,0.24860687309854018,0.31090399811945973,0.29129886506935687,-0.1998009884274055,-158.44218382293258,-1.1007301587301574,-15.761686816824673,4.2383131831753245,0.7478575569166406,2.1264318860459794,-1.098572780837577,21.11369863013721,-2.8925263157896213,294.1807538647532,14.220680958385877,7.75,125.189681335357,708,500,12,17,5,363,434,17,765,472,544,3,515,240,294,1,367,114,146,1,253,35,40,0,172,13,13,1,72,2,2,0,16,0,0,0
15,v9_both,2026-08-10,573,144,429,0,0.2513089005235602,0.21752862259194458,0.28840148071110505,0.2705061082024433,-0.012273259889579946,-7.032577916729309,-1.0637708333333342,-3.948577407552383,16.05142259244761,0.9838129752626973,2.9682301772852373,-1.0127219660741342,80.7416571428571,-2.377349999999836,76.91128798533357,14.241710296684118,9.25,161.81229773462698,477,343,12,9,6,283,366,13,557,328,413,4,387,175,243,1,292,101,149,0,170,27,34,1,100,7,7,1,35,3,3,0,10,0,0,0
15,v9_both,2026-08-17,499,155,344,0,0.3106212424849699,0.27159599508682986,0.35254000909134475,0.3186372745490982,0.7705084103462538,384.48369676278065,-1.0662912621359193,80.63858456765232,100.63858456765234,2.061221502464493,4.817978462366434,-1.0532062933256294,60.80539130434942,-2.066070796460163,153.62830673452655,14.693386773547093,9.5,153.84615384615302,442,295,6,43,18,231,279,15,481,277,326,2,340,144,185,0,260,83,105,1,175,24,26,0,120,5,5,0,73,1,1,0,36,0,0,0
15,v9_both,2026-08-24,1175,227,948,0,0.19319148936170213,0.17163193004772817,0.2167506259202144,0.2025531914893617,-0.4937672517697606,-580.1765208294687,-1.0796354679802966,-104.04572520834724,-84.04572520834724,0.3914885389944695,1.6443133477893603,-1.0057338088371872,24.859655172413778,-1.9914074074074104,622.6324329979018,13.623617021276596,7.25,212.085199744036,989,799,12,8,2,692,840,35,1147,771,920,5,744,395,517,5,514,207,287,5,265,50,65,0,133,8,9,0,45,2,2,0,5,0,0,0
15,v9_both,2026-08-31,536,172,364,0,0.3208955223880597,0.28277035542926765,0.36156966914409827,0.3246268656716418,-0.001299839468909118,-0.6967139553352872,-1.0693778462112715,-1.9722508326974515,18.027749167302556,0.9981578414452867,2.194816813156792,-1.0390252907096251,13.603205479452162,-1.414115384615383,181.86328894999423,15.752798507462687,12.625,171.235139693211,477,314,3,13,5,258,307,11,521,299,349,6,366,151,194,1,288,83,118,1,181,14,18,0,123,3,3,0,49,0,0,0,14,0,0,0
15,v9_both,2026-09-07,683,168,515,0,0.24597364568081992,0.2151555489314395,0.27963324764880504,0.25329428989751096,-0.14808941618945448,-101.1450712573974,-1.0891111111111158,-9.013313638129237,10.986686361870767,0.8116716480271932,2.5947774388432485,-1.0428498659865306,14.213583333333082,-1.407820359281455,435.81589890784073,13.863836017569547,6.0,175.51020408163203,604,451,5,26,3,326,388,10,658,426,490,2,377,161,209,0,286,87,118,1,183,23,27,0,121,2,2,0,57,0,0,0,12,0,0,0
15,v9_both,2026-09-14,500,177,323,0,0.354,0.31334230488712544,0.3968840025625018,0.364,0.3214010005503485,160.70050027517425,-1.0492284312085207,22.805867997356128,42.80586799735613,1.4881336677590529,2.7678792615377534,-1.019238789526341,19.689782608695932,-1.4978173076922772,144.38834237809002,15.528,10.25,187.67218350906649,447,277,8,21,4,230,276,8,490,267,313,0,339,125,162,0,271,76,94,1,187,13,15,0,128,4,4,0,74,0,0,0,15,0,0,0
15,v9_both,2026-09-21,187,49,138,0,0.2620320855614973,0.20424958653133246,0.3293947247115497,0.26737967914438504,-0.3776219521954858,-70.61530506055584,-1.0829387755102051,-93.92524760730241,-73.9252476073024,0.5232099353599647,1.5814357233034446,-1.073229387698729,6.448785714285746,-1.7192578512396628,87.05395311955452,9.872994652406417,4.0,195.72953736654802,176,128,1,1,0,101,111,1,184,125,135,0,105,47,56,0,76,21,27,0,53,2,5,0,33,0,0,0,13,0,0,0,3,0,0,0
60,joint,2026-07-20,47,5,42,0,0.10638297872340426,0.04630478188805601,0.22594269459787378,0.10638297872340426,-0.6493007130963622,-30.51713351552902,-1.0546969696969697,-251.48518651783164,-231.48518651783164,0.2644512348438104,2.1943599185735563,-0.9878317406761141,5.826000000000006,-1.1199999999999986,39.03358318562659,43.61702127659574,43.0,360.331967643659,41,36,0,1,0,31,36,2,47,36,42,0,30,21,25,1,20,12,15,1,9,3,4,0,5,0,0,0,2,0,0,0,1,0,0,0
60,joint,2026-07-27,54,13,41,0,0.24074074074074073,0.14644291436565254,0.36947524292940376,0.24074074074074073,0.1303256996973817,7.037587783658612,-1.0510220653531812,92.89309214087446,112.89309214087446,1.160494159686988,3.9143909502561787,-1.0694998675529688,28.19157894736854,-1.213780590717304,27.087993171306916,38.27777777777778,11.5,321.0445554118915,52,39,0,3,1,34,36,2,52,37,39,0,34,19,21,0,23,9,10,0,15,2,2,0,11,0,0,0,4,0,0,0,2,0,0,0
60,joint,2026-08-03,146,64,82,0,0.4383561643835616,0.3604740462616515,0.519398986646687,0.4452054794520548,0.38001759747472924,55.48256923131047,-0.7184740462789264,134.75837867002159,154.7583786700216,1.6843160800326133,2.1337495348587043,-0.9887487926786173,8.760666666666694,-1.3708453608247366,22.03478079203842,68.61643835616438,58.5,254.82266690721497,128,68,1,4,0,57,70,5,145,67,81,0,113,37,49,0,95,22,31,1,69,7,8,0,54,0,0,0,36,0,0,0,8,0,0,0
60,joint,2026-08-10,47,11,36,0,0.23404255319148937,0.13603274526919518,0.37224257668075733,0.2553191489361702,-0.46110730038913705,-21.67204311828944,-1.0496284153005455,-108.55703414650874,-88.5570341465087,0.41567933754143044,1.401568616400622,-1.0302582749637859,3.1094829396325334,-1.150285714285717,28.473719588024352,37.4468085106383,21.0,342.81650071123596,44,34,1,0,0,30,32,1,46,33,35,0,29,16,18,0,18,6,7,0,12,1,2,0,8,0,0,0,3,0,0,0,0,0,0,0
60,joint,2026-08-17,109,78,31,0,0.7155963302752294,0.6246970241550022,0.7918165557468834,0.7155963302752294,3.3953329162210717,370.0912878680968,2.2762253521126787,855.6658249033052,875.6658249033052,13.036399917082159,5.138961035833599,-0.9918604169975468,49.90969230769294,-1.2456065940206704,13.482638082514072,48.825688073394495,55.0,344.086021505376,108,30,0,24,7,27,28,1,109,30,31,0,99,20,21,0,91,12,13,2,81,3,3,1,76,2,2,1,50,0,0,0,22,0,0,0
60,joint,2026-08-24,22,4,18,0,0.18181818181818182,0.07306884532528965,0.3851660761507122,0.18181818181818182,-0.3925223291924704,-8.635491242234348,-1.0307012336588262,-273.47159761604775,-253.47159761604772,0.4932091650671094,2.101016401614055,-0.9466420471494759,5.011443535188209,-1.072774373259053,12.430307024170082,30.772727272727273,28.5,457.523567132904,20,16,0,1,0,15,17,1,22,16,18,0,13,8,9,0,10,5,6,0,7,3,3,0,4,0,0,0,2,0,0,0,0,0,0,0
60,joint,2026-08-31,124,41,83,0,0.33064516129032256,0.25402587347493577,0.4174422060703856,0.3387096774193548,0.06982551589758147,8.658363971300103,-1.036973642354011,-1.0592661524540985,18.940733847545907,1.1069473664429494,2.1857921318315205,-0.9754110052264127,18.936846153846123,-1.138882352941181,53.61982836540353,67.83870967741936,48.5,350.0133269593615,111,75,1,3,1,71,79,6,123,74,82,0,92,44,51,2,73,27,32,0,47,9,10,0,26,0,0,0,15,0,0,0,3,0,0,0
60,joint,2026-09-07,64,14,50,0,0.21875,0.13502319354373135,0.3343278405637433,0.21875,-0.3004262986757157,-19.227283115245804,-1.0358613432356365,-153.35402065727493,-133.35402065727493,0.6137355570531684,2.1821592377284302,-0.9955502488688768,16.516455782312935,-1.133050847457625,38.06058470184485,40.828125,32.5,406.447754457232,60,46,0,1,1,42,46,0,63,45,49,1,39,22,25,0,24,8,10,0,15,1,1,0,11,0,0,0,4,0,0,0,1,0,0,0
60,joint,2026-09-14,40,19,21,0,0.475,0.329354700094151,0.6250263800287721,0.475,0.7121460589168431,28.485842356673725,-0.42771325460928616,111.53268944112628,131.53268944112628,2.350948967972785,2.60903390984292,-1.0040858062067497,25.983122302158147,-1.3422914572864248,10.03221166632612,43.225,40.0,364.85159746436653,39,20,0,2,1,19,20,3,40,20,21,0,33,13,14,0,30,10,11,0,23,4,4,0,13,0,0,0,7,0,0,0,2,0,0,0
60,joint,2026-09-21,3,0,3,0,0.0,0.0,0.5614970356393196,0.0,-1.0327176036668388,-3.0981528110005163,-1.0249495225102316,-702.6349085647595,-682.6349085647596,0.0,,-1.0327176036668388,-1.0237588440458398,-1.0494444444444448,3.0981528110005163,5.333333333333333,5.0,801.61854768154,3,3,0,0,0,3,3,0,3,3,3,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,v9_both,2026-07-20,147,43,104,0,0.2925170068027211,0.22501147030021404,0.37059042554193855,0.29931972789115646,-0.11080524576619959,-16.28837112763134,-1.046900000000001,-62.649514982635985,-42.64951498263598,0.8415330109687159,2.0115996489610417,-0.9883380387784245,6.327648780487806,-1.1505454545454536,81.18283271555921,64.14285714285714,45.0,276.032315978455,130,89,1,3,0,81,95,4,144,86,101,1,101,47,58,1,70,21,28,1,49,6,8,0,27,1,1,0,9,0,0,0,1,0,0,0
60,v9_both,2026-07-27,149,59,90,0,0.3959731543624161,0.32101031263778634,0.47616513814042105,0.40268456375838924,0.3660914905551906,54.5476320927234,-0.9545981308411235,118.08872897928569,138.08872897928572,1.6267924795291036,2.399563626102431,-0.9669624649702228,28.19157894736854,-1.280903542616629,34.19961350989664,70.80536912751678,47.0,345.92626308602604,125,75,1,4,2,67,82,5,147,73,88,2,114,41,55,0,90,24,33,0,59,6,6,0,35,0,0,0,13,0,0,0,3,0,0,0
60,v9_both,2026-08-03,187,74,113,0,0.39572192513368987,0.32841065150421883,0.46723123769210045,0.40106951871657753,0.21008323303934562,39.28556457835763,-1.0277349397590367,104.55344363830953,124.55344363830955,1.338768886652362,2.0979898025641512,-1.026244962932651,8.760666666666694,-1.3708453608247366,43.43990833127455,67.33689839572193,52.0,253.456221198156,165,96,1,5,0,81,97,6,186,95,112,0,131,45,57,0,111,28,37,1,77,7,7,0,61,0,0,0,34,0,0,0,7,0,0,0
60,v9_both,2026-08-10,145,55,90,0,0.3793103448275862,0.30441219392464747,0.4604382700316808,0.38620689655172413,0.10001693769745744,14.502455966131329,-1.0262547770700634,2.7922019153309896,22.792201915331002,1.1624123869960445,1.8872087696237958,-0.992155848479749,6.736163636363613,-1.213129197495734,44.180483344581624,62.44137931034483,49.0,291.59978598181,127,77,1,4,0,68,81,1,144,76,89,0,101,36,46,1,75,13,20,0,54,1,2,0,31,0,0,0,13,0,0,0,1,0,0,0
60,v9_both,2026-08-17,148,85,63,0,0.5743243243243243,0.4937765403256576,0.6511114248064398,0.5743243243243243,2.4095886314638553,356.6191174566506,1.2469234815351808,630.2800192898692,650.2800192898692,6.632589120824804,4.940384123603976,-1.0049767150744022,49.90969230769294,-1.2456065940206704,39.04896141684557,49.12837837837838,52.0,337.0004189720925,142,57,0,24,8,49,55,0,147,56,62,1,119,29,34,0,100,12,15,3,86,1,1,1,82,1,1,1,53,0,0,0,21,0,0,0
60,v9_both,2026-08-24,61,11,50,0,0.18032786885245902,0.10379140078524819,0.2947415644986369,0.18032786885245902,-0.46664878307123414,-28.465575767345282,-1.0357746478873242,-295.4574478711721,-275.4574478711721,0.4186469891200915,1.863525472716872,-0.9792871193446174,5.011443535188209,-1.080324074074078,33.14944240067098,44.459016393442624,23.0,417.48388904454896,53,44,0,1,0,39,45,2,60,43,49,1,30,14,19,0,22,7,11,0,14,4,4,0,8,0,0,0,3,0,0,0,0,0,0,0
60,v9_both,2026-08-31,225,48,177,0,0.21333333333333335,0.16485089037301143,0.27144006568615914,0.2222222222222222,-0.31599686237048535,-71.0992940333592,-1.0440273972602736,-133.75500764715014,-113.75500764715014,0.5851249806049015,2.0890816057763484,-0.9682215316984403,18.936846153846123,-1.138882352941181,141.20680469780066,61.888888888888886,39.0,361.471177152491,194,152,2,3,1,142,167,6,223,150,175,0,141,75,93,2,103,43,55,0,53,9,10,0,29,0,0,0,15,0,0,0,3,0,0,0
60,v9_both,2026-09-07,145,43,102,0,0.296551724137931,0.22823916632747226,0.37536590148462395,0.296551724137931,-0.0987152672034528,-14.313713744500657,-1.0314863387978144,-74.17399647139173,-54.17399647139172,0.8503843256092104,1.8920038865228015,-0.937940008480207,16.516455782312935,-1.1942322264319238,45.2664698317721,61.717241379310344,46.0,403.50651024880597,126,83,1,1,1,80,99,3,145,83,102,0,105,46,62,1,81,24,38,0,47,4,4,0,29,0,0,0,11,0,0,0,3,0,0,0
60,v9_both,2026-09-14,69,23,46,0,0.3333333333333333,0.23351050633136186,0.45073524666101994,0.3333333333333333,0.12039018454971119,8.306922733930072,-1.0343913764510797,-54.98582921406151,-34.98582921406154,1.174856052638585,2.426701304223997,-1.0327653752874313,25.983122302158147,-1.3422914572864248,32.932962880342274,37.72463768115942,36.0,343.332128659198,67,44,0,2,1,40,42,3,69,44,46,0,48,23,25,0,39,15,16,0,27,4,4,0,14,0,0,0,6,0,0,0,2,0,0,0
60,v9_both,2026-09-21,5,0,5,0,0.0,0.0,0.43448246865939283,0.0,-1.0383328972324704,-5.1916644861623515,-1.0448946608946592,-651.930228713716,-631.930228713716,0.0,,-1.0383328972324704,-1.0180574458683154,-1.0555090909090927,5.191664486162352,8.4,9.0,445.487271792233,5,5,0,0,0,5,5,0,5,5,5,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
