event_id,mother_decision_time,episode_net_return_before,executed_before,episode_status_before,episode_net_return_after,executed_after,episode_status_after,difference,missed_net_winner,avoided_net_loser,entry_time_before,entry_price_before,initial_stop_before,risk_pct_before,risk_atr_before,exit_time_before,outcome_before,net_return_before,hold_minutes_before,entry_time_after,entry_price_after,initial_stop_after,risk_pct_after,risk_atr_after,exit_time_after,outcome_after,net_return_after,hold_minutes_after,direction,same_executed,participation_changed,entry_delay_minutes,directional_entry_change_bp,former_winner_now_nonpositive,former_loser_now_positive,original_k2_ltf_state
2023-08-12T14:00:00+00:00_L,2023-08-12 15:00:00+00:00,-0.0027033639143730897,True,hard_stop,-0.0012488818195413014,True,transition_colour_exit,0.0014544820948317883,False,False,2023-08-12 19:00:00+00:00,29430.0,29409.3,0.0007033639143731134,0.4599283856031698,2023-08-12 21:50:00+00:00,hard_stop,-0.0027033639143730897,170.0,2023-08-12 22:05:00+00:00,29422.8,29409.3,0.00045882784779150863,0.2999532949585784,2023-08-13 03:05:00+00:00,transition_colour_exit,-0.0012488818195413014,300.0,1,True,False,185.0,-2.4464831804282827,False,False,opposite
2023-08-29T06:00:00+00:00_S,2023-08-29 07:00:00+00:00,-0.002346448327231963,True,transition_colour_exit,-0.002196291250028846,True,transition_colour_exit,0.00015015707720311688,False,False,2023-08-29 12:00:00+00:00,25977.9,26066.6,0.003414440736164089,1.1329605299414307,2023-08-29 12:10:00+00:00,transition_colour_exit,-0.002346448327231963,10.0,2023-08-29 12:05:00+00:00,25981.8,26066.6,0.003263823137734848,1.0831460308797705,2023-08-29 12:10:00+00:00,transition_colour_exit,-0.002196291250028846,5.0,-1,True,False,5.0,-1.5012760846722095,False,False,opposite
2023-09-03T17:00:00+00:00_L,2023-09-03 18:00:00+00:00,0.00031574397134659545,True,transition_colour_exit,0.0,False,expired_no_alignment,-0.00031574397134659545,True,False,2023-09-04 02:00:00+00:00,25909.6,25833.2,0.0029487139901811614,1.00370799381175,2023-09-04 05:10:00+00:00,transition_colour_exit,0.00031574397134659545,190.0,,,,,,,,,,1,False,True,,,True,False,opposite
2023-09-06T07:00:00+00:00_S,2023-09-06 08:00:00+00:00,-0.0018252732532179055,True,transition_colour_exit,-0.0029484715614018758,True,transition_colour_exit,-0.0011231983081839703,False,False,2023-09-06 10:00:00+00:00,25754.5,25785.5,0.0012036731444990197,0.41136179416634133,2023-09-06 11:20:00+00:00,transition_colour_exit,-0.0018252732532179055,80.0,2023-09-06 10:50:00+00:00,25725.6,25785.5,0.002328419939671046,0.7948571442117562,2023-09-06 11:20:00+00:00,transition_colour_exit,-0.0029484715614018758,30.0,-1,True,False,50.0,11.22133996000807,False,False,opposite
2023-10-08T06:00:00+00:00_S,2023-10-08 07:00:00+00:00,-0.0037985289323114717,True,hard_stop,0.0,False,expired_no_alignment,0.0037985289323114717,False,True,2023-10-08 14:00:00+00:00,27911.7,27961.9,0.0017985289323115656,0.5835999878456717,2023-10-08 14:50:00+00:00,hard_stop,-0.0037985289323114717,50.0,,,,,,,,,,-1,False,True,,,False,False,opposite
2023-10-08T15:00:00+00:00_S,2023-10-08 16:00:00+00:00,-0.001684790045096361,True,transition_colour_exit,-0.0023261648745518376,True,transition_colour_exit,-0.0006413748294554766,False,False,2023-10-08 17:00:00+00:00,27917.9,27957.5,0.0014184447970656297,0.3860126782146481,2023-10-08 19:05:00+00:00,transition_colour_exit,-0.001684790045096361,125.0,2023-10-08 17:15:00+00:00,27900.0,27957.5,0.002060931899641577,0.5604982070036131,2023-10-08 19:05:00+00:00,transition_colour_exit,-0.0023261648745518376,110.0,-1,True,False,15.0,6.411657037241891,False,False,opposite
2023-10-18T09:00:00+00:00_S,2023-10-18 10:00:00+00:00,0.00019896581543510546,True,transition_colour_exit,0.0,False,expired_no_alignment,-0.00019896581543510546,True,False,2023-10-18 18:00:00+00:00,28331.5,28599.8,0.009470024530999039,1.3251510670214806,2023-10-18 21:50:00+00:00,transition_colour_exit,0.00019896581543510546,230.0,,,,,,,,,,-1,False,True,,,True,False,opposite
2023-11-21T11:00:00+00:00_S,2023-11-21 12:00:00+00:00,-0.0030865530256845002,True,transition_colour_exit,-0.006928654194524151,True,transition_colour_exit,-0.003842101168839651,False,False,2023-11-21 18:00:00+00:00,36905.7,37366.0,0.012472328122756185,2.2121410552006213,2023-11-21 18:35:00+00:00,transition_colour_exit,-0.0030865530256845002,35.0,2023-11-21 18:05:00+00:00,36764.6,37366.0,0.01635812711140612,2.8902490345375806,2023-11-21 18:35:00+00:00,transition_colour_exit,-0.006928654194524151,30.0,-1,True,False,5.0,38.232576539667384,False,False,opposite
2023-12-07T08:00:00+00:00_S,2023-12-07 09:00:00+00:00,0.006259524894180581,True,transition_colour_exit,0.0,False,expired_no_alignment,-0.006259524894180581,True,False,2023-12-07 16:00:00+00:00,43682.9,43905.6,0.00509810475037136,0.8656207774791609,2023-12-07 21:05:00+00:00,transition_colour_exit,0.006259524894180581,305.0,,,,,,,,,,-1,False,True,,,True,False,opposite
2023-12-16T15:00:00+00:00_L,2023-12-16 16:00:00+00:00,-0.002949387267346946,True,hard_stop,0.0,False,expired_no_alignment,0.002949387267346946,False,True,2023-12-16 21:00:00+00:00,42343.1,42302.9,0.0009493872673469135,0.17721475735952413,2023-12-16 21:10:00+00:00,hard_stop,-0.002949387267346946,10.0,,,,,,,,,,1,False,True,,,False,False,opposite
2023-12-25T21:00:00+00:00_L,2023-12-25 22:00:00+00:00,-0.0021449465423347674,True,transition_colour_exit,-0.0021403457105979556,True,transition_colour_exit,4.600831736811806e-06,False,False,2023-12-26 04:00:00+00:00,43464.3,43336.0,0.002951847838340958,0.5819528124873431,2023-12-26 05:00:00+00:00,transition_colour_exit,-0.0021449465423347674,60.0,2023-12-26 04:55:00+00:00,43464.1,43336.0,0.0029472599225567435,0.5810456374094007,2023-12-26 05:00:00+00:00,transition_colour_exit,-0.0021403457105979556,5.0,1,True,False,55.0,-0.046014775345604164,False,False,opposite
2024-02-29T19:00:00+00:00_L,2024-02-29 20:00:00+00:00,-0.005907731936102055,True,transition_colour_exit,-0.007014231113279699,True,transition_colour_exit,-0.0011064991771776445,False,False,2024-02-29 22:00:00+00:00,61416.7,60668.0,0.012190495418998368,0.708392594590042,2024-03-01 00:00:00+00:00,transition_colour_exit,-0.005907731936102055,120.0,2024-02-29 23:30:00+00:00,61485.0,60668.0,0.013287793770838417,0.7730155600107742,2024-03-01 00:00:00+00:00,transition_colour_exit,-0.007014231113279699,30.0,1,True,False,90.0,11.120753801490135,False,False,opposite
2024-03-12T16:00:00+00:00_S,2024-03-12 17:00:00+00:00,0.0016566581592252234,True,transition_colour_exit,-0.006923657161920669,True,transition_colour_exit,-0.008580315321145893,False,False,2024-03-12 20:00:00+00:00,71349.3,71877.7,0.007405818977901594,0.6517224054875715,2024-03-12 20:45:00+00:00,transition_colour_exit,0.0016566581592252234,45.0,2024-03-12 20:35:00+00:00,70740.1,71877.7,0.016081402203276376,1.403102589861211,2024-03-12 20:45:00+00:00,transition_colour_exit,-0.006923657161920669,10.0,-1,True,False,35.0,85.38275778458893,True,False,opposite
2024-03-29T07:00:00+00:00_S,2024-03-29 08:00:00+00:00,-0.0017776754831639856,True,transition_colour_exit,-0.004512279157371955,True,transition_colour_exit,-0.0027346036742079693,False,False,2024-03-29 12:00:00+00:00,70167.7,70529.6,0.005157643759165667,0.7823774166268476,2024-03-29 12:25:00+00:00,transition_colour_exit,-0.0017776754831639856,25.0,2024-03-29 12:15:00+00:00,69976.3,70529.6,0.007906962785971864,1.1961575701012064,2024-03-29 12:25:00+00:00,transition_colour_exit,-0.004512279157371955,10.0,-1,True,False,15.0,27.277508027196973,False,False,opposite
2024-04-19T01:00:00+00:00_S,2024-04-19 02:00:00+00:00,-0.00860873901309289,True,transition_colour_exit,-0.006640663653682431,True,transition_colour_exit,0.0019680753594104594,False,False,2024-04-19 04:00:00+00:00,61766.7,62787.4,0.016525085523429364,1.259335706492735,2024-04-19 06:35:00+00:00,transition_colour_exit,-0.00860873901309289,155.0,2024-04-19 06:10:00+00:00,61887.7,62787.4,0.014537622176943148,1.1100463751655867,2024-04-19 06:35:00+00:00,transition_colour_exit,-0.006640663653682431,25.0,-1,True,False,130.0,-19.589843718379463,False,False,opposite
2024-06-10T12:00:00+00:00_S,2024-06-10 13:00:00+00:00,-0.0015318581342890197,True,transition_colour_exit,-0.0011662922901474176,True,transition_colour_exit,0.0003655658441416021,False,False,2024-06-10 14:00:00+00:00,69423.4,69528.9,0.0015196605179233517,0.514291691583559,2024-06-10 14:10:00+00:00,transition_colour_exit,-0.0015318581342890197,10.0,2024-06-10 14:05:00+00:00,69448.8,69528.9,0.00115336766078019,0.39047170138235626,2024-06-10 14:10:00+00:00,transition_colour_exit,-0.0011662922901474176,5.0,-1,True,False,5.0,-3.658708735096994,False,False,opposite
2024-07-07T13:00:00+00:00_S,2024-07-07 14:00:00+00:00,-0.0011411444294208133,True,transition_colour_exit,-0.0024203446826398505,True,transition_colour_exit,-0.0012792002532190372,False,False,2024-07-07 19:00:00+00:00,57169.1,57372.5,0.0035578660500165554,0.4948711477631,2024-07-07 19:45:00+00:00,transition_colour_exit,-0.0011411444294208133,45.0,2024-07-07 19:30:00+00:00,57096.0,57372.5,0.004842721031245621,0.6727230695992928,2024-07-07 19:45:00+00:00,transition_colour_exit,-0.0024203446826398505,15.0,-1,True,False,30.0,12.7866277412092,False,False,opposite
2024-08-16T09:00:00+00:00_L,2024-08-16 10:00:00+00:00,-0.004154080081094856,True,transition_colour_exit,-0.005435603385326336,True,transition_colour_exit,-0.00128152330423148,False,False,2024-08-16 12:00:00+00:00,58400.8,58256.9,0.002464007342365198,0.2586248264290093,2024-08-16 12:15:00+00:00,transition_colour_exit,-0.004154080081094856,15.0,2024-08-16 12:05:00+00:00,58475.9,58256.9,0.0037451326101864187,0.3935985892144021,2024-08-16 12:15:00+00:00,transition_colour_exit,-0.005435603385326336,10.0,1,True,False,5.0,12.859412884753674,False,False,opposite
2024-08-20T15:00:00+00:00_S,2024-08-20 16:00:00+00:00,-0.006958222540569546,True,hard_stop,-0.006391504018369741,True,hard_stop,0.000566718522199805,False,False,2024-08-20 19:00:00+00:00,59194.6,59488.1,0.0049582225405695795,0.5906641384399146,2024-08-20 19:45:00+00:00,hard_stop,-0.006958222540569546,45.0,2024-08-20 21:05:00+00:00,59228.0,59488.1,0.004391504018369665,0.5234471632307357,2024-08-20 22:10:00+00:00,hard_stop,-0.006391504018369741,65.0,-1,True,False,125.0,-5.6424065708693405,False,False,opposite
2024-10-19T14:00:00+00:00_L,2024-10-19 15:00:00+00:00,-0.0026390750414813074,True,transition_colour_exit,-0.002332831398170419,True,transition_colour_exit,0.0003062436433108884,False,False,2024-10-19 16:00:00+00:00,68223.6,68124.0,0.0014599053699893558,0.4168344585268731,2024-10-19 16:10:00+00:00,transition_colour_exit,-0.0026390750414813074,10.0,2024-10-19 16:05:00+00:00,68202.7,68124.0,0.0011539132614984025,0.32936618359499786,2024-10-19 16:10:00+00:00,transition_colour_exit,-0.002332831398170419,5.0,1,True,False,5.0,-3.0634560474684935,False,False,opposite
2024-11-30T10:00:00+00:00_S,2024-11-30 11:00:00+00:00,-0.00341796006684225,True,transition_colour_exit,-0.0025389114817164753,True,transition_colour_exit,0.0008790485851257746,False,False,2024-11-30 14:00:00+00:00,96406.1,96814.0,0.004231060067775734,0.6861495354826109,2024-11-30 14:10:00+00:00,transition_colour_exit,-0.00341796006684225,10.0,2024-11-30 14:05:00+00:00,96490.8,96814.0,0.0033495421325141577,0.5436713161754867,2024-11-30 14:10:00+00:00,transition_colour_exit,-0.0025389114817164753,5.0,-1,True,False,5.0,-8.785751109110507,False,False,opposite
2024-12-06T17:00:00+00:00_L,2024-12-06 18:00:00+00:00,0.002565614924367578,True,transition_colour_exit,-0.0029930149969192837,True,transition_colour_exit,-0.005558629921286862,False,False,2024-12-07 00:00:00+00:00,99745.6,98899.8,0.008479572031247523,0.68510471784174,2024-12-07 01:20:00+00:00,transition_colour_exit,0.002565614924367578,80.0,2024-12-07 01:00:00+00:00,100300.6,98899.8,0.013966018149442804,1.1346591259786096,2024-12-07 01:20:00+00:00,transition_colour_exit,-0.0029930149969192837,20.0,1,True,False,60.0,55.641552108565136,True,False,opposite
2024-12-14T20:00:00+00:00_S,2024-12-14 21:00:00+00:00,-0.005094429038778879,True,hard_stop,0.0,False,entry_invalid_risk,0.005094429038778879,False,True,2024-12-14 23:00:00+00:00,101117.2,101430.1,0.00309442903877885,0.5946352348619661,2024-12-14 23:35:00+00:00,hard_stop,-0.005094429038778879,35.0,2024-12-15 04:00:00+00:00,101737.8,101430.1,,,,entry_invalid_risk,,,-1,False,True,300.0,-61.374326029597356,False,False,opposite
