arm,symbol,timeframe_min,exit_reason,n,wins,losses,breakeven,win_rate,net_mean_r,net_sum_r,net_median_r,gross_mean_r,fee_mean_r,fee_median_r,risk_median_pct,net_mean_bp,pf_r,avg_win_r,avg_loss_r,max_win_r,max_loss_r,closed_trade_drawdown_r,max_loss_streak,net_sum_without_best_r,mfe_median_r,mfe_mean_r,mfe_q75_r,mfe_max_r,mfe_upper_mean_r,excursion_ambiguous,close_peak_median_r,net_float_positive,net_float_then_loss,gross_win_net_loss,holding_median_hours,matched_n,matched_target_mean_r,matched_random_mean_r,matched_excess_mean_r,matched_target_mean_bp,matched_random_mean_bp,matched_excess_mean_bp,inherited_matches,boundary_control_exclusions,paired_bp_weeks,paired_bp_mean_excess_bp,paired_bp_ci_low_bp,paired_bp_ci_high_bp,paired_bp_p_one_sided,paired_bp_minimum_p_resolution,mfe_ge1_n,mfe_ge1_then_loss_n,mfe_ge2_n,mfe_ge2_then_loss_n,mfe_ge3_n,mfe_ge3_then_loss_n,mfe_ge5_n,mfe_ge5_then_loss_n,mfe_ge10_n,mfe_ge10_then_loss_n
joint,ETHUSDT,15,initial_stop,4,0,4,0,0.0,-1.6313507009469326,-6.52540280378773,-1.617765968414207,-0.9999999999999987,0.6313507009469514,0.6177659684142267,0.54545559644886,-76.719147987235,0.0,,-1.6313507009469326,-1.20117722534082,-2.0886936416184967,6.52540280378773,4,-5.32422557844691,0.4365697383866264,0.3971286473134026,0.5907455349486219,0.6705202312138474,0.3971286473134026,0,0.20953757225433964,2,2,0,4.5,4,-1.6313507009469326,0.30744871196241025,-1.9387994129093429,-76.719147987235,27.44032145868882,-104.15946944592382,4,0,4,-104.15946944592382,-180.12870385402772,-28.190235037819946,1.0,0.0625,0,0,0,0,0,0,0,0,0,0
joint,ETHUSDT,15,opposite_v6_next_open,1,0,1,0,0.0,-0.313972151311212,-0.313972151311212,-0.313972151311212,-0.1979577628220037,0.1160143884892088,0.1160143884892088,1.7239240977303698,-54.126415766163994,0.0,,-0.313972151311212,-0.313972151311212,-0.313972151311212,0.313972151311212,1,0.0,1.5518681828730487,1.5518681828730487,1.5518681828730487,1.5518681828730487,1.5518681828730487,0,1.2471571130192527,1,1,0,30.75,1,-0.313972151311212,-1.165476554705687,0.851504403394475,-54.126415766163994,-140.8630433209812,86.7366275548172,1,0,1,86.7366275548172,,,,,1,1,0,0,0,0,0,0,0,0
joint,ETHUSDT,15,trailing_stop,2,2,0,0,1.0,1.537872306786654,3.075744613573308,1.537872306786654,1.7682343789420665,0.23036207215541393,0.23036207215541393,0.897571635646625,144.0201154166685,,1.537872306786654,,1.9064750483559143,1.1692695652173934,0.0,0,1.1692695652173937,3.909678888795465,3.909678888795465,4.047489347685943,4.1852998065764195,3.909678888795465,0,3.422895467160047,2,0,0,16.375,2,1.537872306786654,-1.3180862952881123,2.8559586020747663,144.0201154166685,-96.76282193634977,240.78293735301827,2,0,2,240.78293735301827,150.07802746415774,331.4878472418788,0.25,0.25,2,0,2,0,2,0,0,0,0,0
joint,ETHUSDT,60,opposite_v6_next_open,1,0,1,0,0.0,-0.7552585076490792,-0.7552585076490792,-0.7552585076490792,-0.6954417733374962,0.059816734311583,0.059816734311583,3.34354595418412,-252.524152761322,0.0,,-0.7552585076490792,-0.7552585076490792,-0.7552585076490792,0.7552585076490792,1,0.0,0.4225725881985632,0.4225725881985632,0.4225725881985632,0.4225725881985632,0.4225725881985632,0,0.2393068997814539,1,1,0,119.0,1,-0.7552585076490792,-1.168744545454543,0.4134860378054639,-252.524152761322,-138.52234954395803,-114.00180321736397,1,0,1,-114.00180321736397,,,,,0,0,0,0,0,0,0,0,0,0
joint,ETHUSDT,60,trailing_stop,1,1,0,0,1.0,17.45046124763703,17.45046124763703,17.45046124763703,17.595463137996198,0.1450018903591685,0.1450018903591685,1.37929236304852,2406.928793053999,,17.45046124763703,,17.45046124763703,17.45046124763703,0.0,0,0.0,23.8846880907372,23.8846880907372,23.8846880907372,23.8846880907372,23.8846880907372,0,22.8487712665406,1,0,0,107.0,1,17.45046124763703,30.37168072680063,-12.9212194791636,2406.928793053999,2448.8677270824624,-41.938934028463336,1,0,1,-41.938934028463336,,,,,1,0,1,0,1,0,1,0,1,0
ordinary,BTCUSDT,5,initial_stop,18,0,18,0,0.0,-1.9275667447856248,-34.69620140614125,-1.5890646511845448,-1.000000000000005,0.9275667447856658,0.5890646511845536,0.33952202154113,-55.97696156464744,0.0,,-1.9275667447856248,-1.2495698965913422,-5.002603174603395,34.69620140614125,18,-33.44663150954991,0.7839291124680161,0.7181882206357654,1.0239622413134044,1.6447249774571742,0.7181882206357654,0,0.5128941628346955,10,10,0,1.8333333333333333,18,-1.9275667447856248,-1.1720647512420743,-0.7555019935435503,-55.97696156464744,-12.222643364703906,-43.75431819994353,18,0,9,-43.75431819994353,-82.00134771305706,-14.364044104533834,1.0,0.001953125,6,6,0,0,0,0,0,0,0,0
ordinary,BTCUSDT,5,opposite_v6_next_open,3,0,3,0,0.0,-0.9455105537917059,-2.8365316613751177,-0.7403070155650776,-0.4414500661249763,0.5040604876667316,0.3665845794392525,0.54557668602954,-47.391988052521334,0.0,,-0.9455105537917059,-0.5932200934579334,-1.5030045523521065,2.8365316613751177,3,-2.2433115679171842,1.0107150913602525,1.2349201718694298,1.4972967980165817,1.9838785046729108,1.2349201718694298,0,0.9060455673358871,2,2,0,8.25,3,-0.9455105537917059,-0.30527948016425394,-0.6402310736274517,-47.391988052521334,8.13521157869591,-55.52719963121725,3,0,3,-55.52719963121725,-187.94861389582402,23.507210444915557,0.75,0.125,2,2,0,0,0,0,0,0,0,0
ordinary,BTCUSDT,5,trailing_stop,5,3,2,0,0.6,0.06486918159897889,0.3243459079948945,0.5806736388803383,1.0811898313654962,1.0163206497665462,1.118220444444453,0.17885561026329,6.129727682074799,1.1768646834878207,0.7194035515844273,-0.9169323733791936,0.8426684444444043,-1.164773837667426,1.164773837667426,1,-0.5183225364495098,3.3134420178405963,3.6576506061409844,3.5480952380951964,5.96533333333332,3.6576506061409844,0,3.083974161796333,5,2,2,4.0,5,0.06486918159897889,-2.7357628739558413,2.8006320555548205,6.129727682074799,-33.48376341447865,39.61349109655346,5,0,5,39.61349109655346,21.648234378600204,57.57874781450671,0.03125,0.03125,5,2,5,2,3,0,1,0,0,0
ordinary,BTCUSDT,15,initial_stop,3,0,3,0,0.0,-1.319310586928613,-3.957931760785839,-1.2729645603477084,-1.0000000000000047,0.31931058692861,0.2729645603477129,0.73269584793437,-89.08070266536333,0.0,,-1.319310586928613,-1.2198453579418325,-1.465121842496298,3.957931760785839,3,-2.7380864028440066,0.7626211969241045,0.7429560088464681,1.0076107470504603,1.2526002971768162,0.7429560088464681,0,0.2069541959211025,2,2,0,3.25,3,-1.319310586928613,-0.7911934160532169,-0.528117170875396,-89.08070266536333,-39.64363663761367,-49.437066027749665,3,0,3,-49.437066027749665,-120.71550677499185,18.288451972425904,0.875,0.125,1,1,0,0,0,0,0,0,0,0
ordinary,BTCUSDT,15,opposite_v6_next_open,1,0,1,0,0.0,-0.7106470674486781,-0.7106470674486781,-0.7106470674486781,-0.5931085043988247,0.1175385630498536,0.1175385630498536,1.7015692110781602,-120.921516991365,0.0,,-0.7106470674486781,-0.7106470674486781,-0.7106470674486781,0.7106470674486781,1,0.0,0.9814516129032236,0.9814516129032236,0.9814516129032236,0.9814516129032236,0.9814516129032236,0,0.6851906158357707,1,1,0,18.25,1,-0.7106470674486781,-1.1341187484186526,0.42347168096997445,-120.921516991365,-169.1215824469916,48.2000654556266,1,0,1,48.2000654556266,,,,,0,0,0,0,0,0,0,0,0,0
ordinary,BTCUSDT,15,trailing_stop,4,4,0,0,1.0,2.2243972686448905,8.897589074579562,2.04104354047719,2.501437977651862,0.2770407090069731,0.2970251992870693,0.6735647835190799,158.1867474248935,,2.2243972686448905,,3.9803809155882273,0.8351210780369547,0.0,0,4.917208158991334,4.890532710314099,5.077774237566912,6.797501034589864,7.734981649604078,5.077774237566912,0,4.402205649990702,4,0,0,20.625,4,2.2243972686448905,0.14947340640105863,2.074923862243832,158.1867474248935,-16.188904092045973,174.37565151693948,4,0,4,174.37565151693948,48.37388934116013,300.37741369271885,0.0625,0.0625,4,0,4,0,3,0,2,0,0,0
ordinary,BTCUSDT,60,opposite_v6_next_open,1,0,1,0,0.0,-0.9063887537698196,-0.9063887537698196,-0.9063887537698196,-0.782858254694034,0.1235304990757858,0.1235304990757858,1.6190333682477898,-146.747363695787,0.0,,-0.9063887537698196,-0.9063887537698196,-0.9063887537698196,0.9063887537698196,1,0.0,0.977040568148654,0.977040568148654,0.977040568148654,0.977040568148654,0.977040568148654,0,0.8828679832668535,1,1,0,145.0,1,-0.9063887537698196,-1.3089275502786517,0.40253879650883206,-146.747363695787,-84.74009838863593,-62.00726530715106,1,0,1,-62.00726530715106,,,,,0,0,0,0,0,0,0,0,0,0
ordinary,BTCUSDT,60,trailing_stop,2,2,0,0,1.0,1.7244832698510746,3.448966539702149,1.7244832698510746,1.896826256102956,0.17234298625188205,0.17234298625188205,1.185108603548065,220.17791009355898,,1.7244832698510746,,2.6497042749690594,0.7992622647330899,0.0,0,0.7992622647330898,3.4269951095796065,3.4269951095796065,3.844364926017062,4.261734742454517,3.4269951095796065,0,3.150104187037776,2,0,0,43.0,2,1.7244832698510746,0.9342223637757664,0.7902609060753083,220.17791009355898,63.11578721498344,157.06212287857554,2,0,2,157.06212287857554,72.79683427871191,241.32741147843916,0.25,0.25,2,0,2,0,1,0,0,0,0,0
ordinary,ETHUSDT,5,initial_stop,30,0,30,0,0.0,-1.602198866789591,-48.06596600368773,-1.3993193051915118,-0.9999999999999951,0.6021988667896078,0.39931930519152625,0.50164666430737,-74.02873329847677,0.0,,-1.602198866789591,-1.1504528419737707,-3.8773893129771495,48.06596600368774,30,-46.91551316171395,0.23005243764170646,0.39667123528393705,0.4374451626927159,2.3710407239821096,0.4106168605018376,2,0.00592885375495015,11,11,0,0.6666666666666667,30,-1.602198866789591,-0.9207095049005656,-0.6814893618890256,-74.02873329847677,-23.594661579710667,-50.434071718766106,30,0,9,-50.434071718766106,-76.86724691931485,-33.35901185464144,1.0,0.001953125,3,3,1,1,0,0,0,0,0,0
ordinary,ETHUSDT,5,opposite_v6_next_open,4,0,4,0,0.0,-0.5579396785776541,-2.2317587143106166,-0.5656024411961386,-0.19417600922719302,0.3637636693504638,0.3431836869531376,0.6048113260364051,-41.265883394334004,0.0,,-0.5579396785776541,-0.0739643122676683,-1.0265895196506711,2.2317587143106166,4,-2.1577944020429483,1.5696616618720636,1.4410133588274054,2.114466355255727,2.2317170111287923,1.4410133588274054,0,1.273315643595596,3,3,2,11.875,4,-0.5579396785776541,-1.5168384024113555,0.9588987238337012,-41.265883394334004,-59.768169485969175,18.502286091635174,4,0,3,18.502286091635174,-33.38014107834695,50.19945643208828,0.25,0.125,3,3,2,2,0,0,0,0,0,0
ordinary,ETHUSDT,5,trailing_stop,9,5,4,0,0.5555555555555556,3.514215075973489,31.6279356837614,0.5361220115416336,4.067428601389377,0.553213525415892,0.3897254264825379,0.51318181060214,211.6522083783129,19.755269112243372,6.662857004696908,-0.4215873349307848,28.85919925857288,-1.056638297872362,1.3567376419165047,3,2.7687364251885214,3.2164179104477917,7.122642300610819,4.541632316570458,38.20203892493065,7.149991339332727,1,2.3536047081903155,9,4,4,6.25,9,3.514215075973489,-0.7385281483085487,4.252743224282037,211.6522083783129,-13.051475156010664,224.70368353432355,9,0,8,224.70368353432355,-12.964268253410541,653.5316969348772,0.08984375,0.00390625,9,4,9,4,5,2,1,0,1,0
ordinary,ETHUSDT,15,initial_stop,7,0,7,0,0.0,-1.491582509307462,-10.441077565152234,-1.2239118840579748,-0.9999999999999977,0.4915825093074752,0.2239118840579713,0.89320850852302,-89.84919650452558,0.0,,-1.491582509307462,-1.161810631229231,-2.0886936416184967,10.441077565152234,7,-9.279266933923003,0.409616775126536,0.4042222646766586,0.6278901734103952,0.7495016611295685,0.4042222646766586,0,0.1953488372093065,4,4,0,5.25,7,-1.491582509307462,-1.2148987134185574,-0.27668379588890446,-89.84919650452558,-24.728473402475508,-65.12072310205006,7,0,5,-65.12072310205006,-156.31866959519525,-10.242874474194673,1.0,0.03125,0,0,0,0,0,0,0,0,0,0
ordinary,ETHUSDT,15,opposite_v6_next_open,1,0,1,0,0.0,-0.313972151311212,-0.313972151311212,-0.313972151311212,-0.1979577628220037,0.1160143884892088,0.1160143884892088,1.7239240977303698,-54.126415766163994,0.0,,-0.313972151311212,-0.313972151311212,-0.313972151311212,0.313972151311212,1,0.0,1.5518681828730487,1.5518681828730487,1.5518681828730487,1.5518681828730487,1.5518681828730487,0,1.2471571130192527,1,1,0,30.75,1,-0.313972151311212,-1.246995069033526,0.9330229177223142,-54.126415766163994,-100.97327642312192,46.84686065695792,1,0,1,46.84686065695792,,,,,1,1,0,0,0,0,0,0,0,0
ordinary,ETHUSDT,15,trailing_stop,3,3,0,0,1.0,1.6173990842544839,4.852197252763451,1.7764526391901434,1.862602143204078,0.24520305894959613,0.2720347826086993,0.7352001022887,139.096940454947,,1.6173990842544839,,1.9064750483559143,1.1692695652173934,0.0,0,2.945722204407537,3.872017353579129,3.897125043723353,4.028658580077774,4.1852998065764195,3.897125043723353,0,3.3521739130434884,3,0,0,22.25,3,1.6173990842544839,-1.1107613585782934,2.728160442832777,139.096940454947,-68.07173312064853,207.16867357559553,3,0,3,207.16867357559553,161.75665772246822,286.2710317096402,0.125,0.125,3,0,3,0,3,0,0,0,0,0
ordinary,ETHUSDT,60,initial_stop,1,0,1,0,0.0,-1.213129197495734,-1.213129197495734,-1.213129197495734,-1.0000000000000044,0.2131291974957305,0.2131291974957305,0.93839794054499,-113.839794054499,0.0,,-1.213129197495734,-1.213129197495734,-1.213129197495734,1.213129197495734,1,0.0,0.5202048947068747,0.5202048947068747,0.5202048947068747,0.5202048947068747,0.5202048947068747,0,0.3608423449060819,1,1,0,56.0,1,-1.213129197495734,-1.243178756476687,0.030049558980953073,-113.839794054499,-102.24402612206696,-11.59576793243204,1,0,1,-11.59576793243204,,,,,0,0,0,0,0,0,0,0,0,0
ordinary,ETHUSDT,60,opposite_v6_next_open,1,0,1,0,0.0,-0.7552585076490792,-0.7552585076490792,-0.7552585076490792,-0.6954417733374962,0.059816734311583,0.059816734311583,3.34354595418412,-252.524152761322,0.0,,-0.7552585076490792,-0.7552585076490792,-0.7552585076490792,0.7552585076490792,1,0.0,0.4225725881985632,0.4225725881985632,0.4225725881985632,0.4225725881985632,0.4225725881985632,0,0.2393068997814539,1,1,0,119.0,1,-0.7552585076490792,-1.1734383249886238,0.41817981733954457,-252.524152761322,-135.31476679858545,-117.20938596273655,1,0,1,-117.20938596273655,,,,,0,0,0,0,0,0,0,0,0,0
ordinary,ETHUSDT,60,trailing_stop,1,1,0,0,1.0,18.017780202649984,18.017780202649984,18.017780202649984,18.167186282151153,0.1494060795011696,0.1494060795011696,1.3386336129543799,2411.92062100914,,18.017780202649984,,18.017780202649984,18.017780202649984,0.0,0,0.0,24.650038971161266,24.650038971161266,24.650038971161266,24.650038971161266,24.650038971161266,0,23.582229150428603,1,0,0,108.0,1,18.017780202649984,29.15950669914725,-11.141726496497267,2411.92062100914,2519.3985634981186,-107.47794248897844,1,0,1,-107.47794248897844,,,,,1,0,1,0,1,0,1,0,1,0
