交易标识,合约,周期,方向,入场北京时间,出场北京时间,入场价,初始止损价,出场价,初始止损距离百分比,退出原因,毛盈亏R,固定成本R,净盈亏R,可确认最大毛浮盈R,含退出K线歧义的毛浮盈上界R,最大收盘毛浮盈R,持仓小时,曾有净浮盈但最终亏损,人工判断状态
BTCUSDT:5:ordinary:baseline:2026-08-01 06:10:00+00:00,BTCUSDT,5m,空,2026-08-01 14:10:00+08:00,2026-08-01 14:20:00+08:00,62965.3,63020.2,63020.2,0.0871908813267,初始止损,-0.9999999999999056,2.293817850637496,-3.293817850637367,0.0018214936248782,0.0018214936248782,0.0,0.1666666666666666,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-01 10:15:00+00:00,ETHUSDT,5m,空,2026-08-01 18:15:00+08:00,2026-08-01 20:40:00+08:00,1863.58,1868.45,1868.45,0.26132497665783,初始止损,-0.9999999999999676,0.765330595482548,-1.765330595482495,0.1437371663243944,0.1437371663243944,0.0,2.4166666666666665,False,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-08-01 13:55:00+00:00,BTCUSDT,5m,空,2026-08-01 21:55:00+08:00,2026-08-01 22:05:00+08:00,63041.0,63072.5,63072.5,0.0499674814803,初始止损,-1.0000000000002207,4.002603174603693,-5.002603174603395,0.2603174603173679,0.2603174603173679,0.1365079365080289,0.1666666666666666,False,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-08-01 17:00:00+00:00,BTCUSDT,5m,空,2026-08-02 01:00:00+08:00,2026-08-02 05:00:00+08:00,62899.9,63012.4,62679.3,0.17885561026329,追踪止损,1.9608888888888487,1.118220444444453,0.8426684444444043,5.96533333333332,5.96533333333332,4.99466666666668,4.0,False,尚未作出事前人工交易判断
BTCUSDT:15:ordinary:baseline:2026-08-03 06:45:00+00:00,BTCUSDT,15m,空,2026-08-03 14:45:00+08:00,2026-08-03 21:15:00+08:00,62605.4,62874.600000000006,62874.600000000006,0.42999485667370996,初始止损,-1.0000000000000202,0.4651218424962804,-1.465121842496298,1.2526002971768162,1.2526002971768162,1.108469539375916,6.5,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-04 04:40:00+00:00,ETHUSDT,5m,多,2026-08-04 12:40:00+08:00,2026-08-04 14:25:00+08:00,1870.48,1861.67,1861.67,0.47100209571874,初始止损,-0.999999999999998,0.4246265607264526,-1.424626560726448,0.4086265607264394,0.4086265607264394,0.059023836549374,1.75,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-04 06:55:00+00:00,ETHUSDT,5m,空,2026-08-04 14:55:00+08:00,2026-08-04 15:30:00+08:00,1855.3,1863.14,1863.14,0.42257316875977,初始止损,-0.9999999999999988,0.4732908163265298,-1.4732908163265206,0.3507653061224424,0.3507653061224424,0.2665816326530458,0.5833333333333334,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-04 10:50:00+00:00,ETHUSDT,5m,多,2026-08-04 18:50:00+08:00,2026-08-05 04:25:00+08:00,1867.41,1853.96,1870.15,0.72024890088411,反向信号后下一开盘,0.2037174721189479,0.2776817843866179,-0.0739643122676683,1.063940520446089,1.063940520446089,0.9211895910780544,9.583333333333334,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-05 03:20:00+00:00,ETHUSDT,5m,空,2026-08-05 11:20:00+08:00,2026-08-05 13:25:00+08:00,1863.73,1876.1,1876.1,0.6637227495399001,初始止损,-0.9999999999999838,0.301330638641876,-1.3013306386418564,0.0202101859337103,0.0202101859337103,0.0,2.0833333333333335,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-05 07:25:00+00:00,ETHUSDT,5m,空,2026-08-05 15:25:00+08:00,2026-08-05 15:55:00+08:00,1863.65,1869.79,1869.79,0.32946100394385996,初始止损,-0.9999999999999948,0.6070521172638688,-1.607052117263851,0.1644951140065166,0.1644951140065166,0.1058631921824274,0.5,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-05 08:05:00+00:00,ETHUSDT,5m,多,2026-08-05 16:05:00+08:00,2026-08-05 18:55:00+08:00,1871.78,1862.62,1866.12,0.4893737511887,反向信号后下一开盘,-0.617903930131014,0.4086855895196574,-1.0265895196506711,0.3930131004367023,0.3930131004367023,0.1866812227074305,2.8333333333333335,False,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-08-05 12:35:00+00:00,BTCUSDT,5m,多,2026-08-05 20:35:00+08:00,2026-08-05 21:10:00+08:00,64407.1,64120.4,64120.4,0.44513725971204005,初始止损,-1.000000000000003,0.4492996163236937,-1.449299616323691,0.2696198116498211,0.2696198116498211,0.1492849668643297,0.5833333333333334,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-05 13:35:00+00:00,ETHUSDT,5m,空,2026-08-05 21:35:00+08:00,2026-08-05 21:50:00+08:00,1858.29,1875.3,1875.3,0.91535766753305,初始止损,-1.0000000000000029,0.2184938271604949,-1.2184938271604968,0.2222222222222207,0.2222222222222207,0.0,0.25,True,尚未作出事前人工交易判断
ETHUSDT:15:ordinary:baseline:2026-08-05 15:45:00+00:00,ETHUSDT,15m,多,2026-08-05 23:45:00+08:00,2026-08-06 10:15:00+08:00,1877.04,1863.24,1896.93,0.7352001022887,追踪止损,1.4413043478260903,0.2720347826086993,1.1692695652173934,3.6340579710145113,3.6340579710145113,3.3521739130434884,10.5,False,尚未作出事前人工交易判断
ETHUSDT:60:ordinary:baseline:2026-08-05 18:00:00+00:00,ETHUSDT,1h,多,2026-08-06 02:00:00+08:00,2026-08-11 01:00:00+08:00,1915.93,1851.87,1871.38,3.34354595418412,反向信号后下一开盘,-0.6954417733374962,0.059816734311583,-0.7552585076490792,0.4225725881985632,0.4225725881985632,0.2393068997814539,119.0,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-07 09:40:00+00:00,ETHUSDT,5m,多,2026-08-07 17:40:00+08:00,2026-08-07 22:00:00+08:00,1916.95,1909.1,1920.17,0.40950468191658,追踪止损,0.4101910828025299,0.4883949044586061,-0.0782038216560744,3.31847133757965,3.31847133757965,2.2394904458598894,4.333333333333333,True,尚未作出事前人工交易判断
ETHUSDT:15:ordinary:baseline:2026-08-08 05:45:00+00:00,ETHUSDT,15m,多,2026-08-08 13:45:00+08:00,2026-08-08 15:30:00+08:00,1917.02,1913.23,1913.23,0.1977026843747,初始止损,-0.9999999999999812,1.0116200527704822,-2.0116200527704393,0.0448548812665103,0.0448548812665103,0.0,1.75,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-08 08:40:00+00:00,ETHUSDT,5m,多,2026-08-08 16:40:00+08:00,2026-08-08 20:05:00+08:00,1916.55,1914.2,1917.9,0.12261615924447,追踪止损,0.5744680851064242,1.6311063829788,-1.056638297872362,2.880851063829891,2.880851063829891,2.2340425531915757,3.4166666666666665,True,尚未作出事前人工交易判断
ETHUSDT:15:ordinary:baseline:2026-08-08 10:30:00+00:00,ETHUSDT,15m,多,2026-08-08 18:30:00+08:00,2026-08-09 07:00:00+08:00,1921.8,1914.88,1914.88,0.36007909251742,初始止损,-0.9999999999999846,0.5554335260115786,-1.5554335260115577,0.5852601156069429,0.5852601156069429,0.359826589595385,12.5,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-08-08 12:20:00+00:00,BTCUSDT,5m,多,2026-08-08 20:20:00+08:00,2026-08-09 09:25:00+08:00,64995.3,64887.100000000006,64887.100000000006,0.16647357578162,初始止损,-1.000000000000029,1.2013918669132209,-2.2013918669131853,1.5499075785582404,1.5499075785582404,1.2883548983363948,13.083333333333334,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-08 14:15:00+00:00,ETHUSDT,5m,多,2026-08-08 22:15:00+08:00,2026-08-09 02:20:00+08:00,1920.61,1918.4,1918.4,0.11506760872845999,初始止损,-1.0000000000000235,1.7381085972853232,-2.7381085972852417,2.3710407239821096,2.3710407239821096,1.9411764705884895,4.083333333333333,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-08-11 11:15:00+00:00,BTCUSDT,5m,多,2026-08-11 19:15:00+08:00,2026-08-11 21:25:00+08:00,64333.0,64180.100000000006,64180.100000000006,0.2376696252312,初始止损,-0.999999999999989,0.8415042511446056,-1.84150425114456,0.8960104643558222,0.8960104643558222,0.7325049051668036,2.1666666666666665,True,尚未作出事前人工交易判断
BTCUSDT:60:ordinary:baseline:2026-08-11 17:00:00+00:00,BTCUSDT,1h,空,2026-08-12 01:00:00+08:00,2026-08-18 02:00:00+08:00,63488.5,64516.4,64293.2,1.6190333682477898,反向信号后下一开盘,-0.782858254694034,0.1235304990757858,-0.9063887537698196,0.977040568148654,0.977040568148654,0.8828679832668535,145.0,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-13 16:40:00+00:00,ETHUSDT,5m,空,2026-08-14 00:40:00+08:00,2026-08-14 02:50:00+08:00,1869.16,1884.93,1884.93,0.8436944937833001,初始止损,-0.9999999999999944,0.2370526315789484,-1.2370526315789423,0.4470513633481414,0.4470513633481414,0.0,2.1666666666666665,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-13 23:55:00+00:00,ETHUSDT,5m,空,2026-08-14 07:55:00+08:00,2026-08-14 08:20:00+08:00,1883.92,1886.88,1886.88,0.15711919826744,初始止损,-0.9999999999999812,1.272918918918938,-2.2729189189188848,0.0405405405405799,0.0405405405405799,0.0,0.4166666666666667,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-14 03:55:00+00:00,ETHUSDT,5m,空,2026-08-14 11:55:00+08:00,2026-08-14 12:15:00+08:00,1882.36,1886.35,1886.35,0.21196795512018002,初始止损,-0.9999999999999658,0.9435388471177424,-1.9435388471177044,0.2957393483708687,0.2957393483708687,0.0275689223057377,0.3333333333333333,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-14 05:20:00+00:00,ETHUSDT,5m,空,2026-08-14 13:20:00+08:00,2026-08-14 19:35:00+08:00,1881.01,1885.03,1878.14,0.21371497227553002,追踪止损,0.713930348258702,0.9358258706467784,-0.2218955223880683,3.2164179104477917,3.2164179104477917,2.9676616915423177,6.25,True,尚未作出事前人工交易判断
ETHUSDT:60:ordinary:baseline:2026-08-14 08:00:00+00:00,ETHUSDT,1h,空,2026-08-14 16:00:00+08:00,2026-08-17 00:00:00+08:00,1872.34,1889.91,1889.91,0.93839794054499,初始止损,-1.0000000000000044,0.2131291974957305,-1.213129197495734,0.5202048947068747,0.5202048947068747,0.3608423449060819,56.0,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-08-15 13:05:00+00:00,BTCUSDT,5m,多,2026-08-15 21:05:00+08:00,2026-08-16 09:40:00+08:00,63048.0,62916.2,62976.0,0.20904707524424998,反向信号后下一开盘,-0.5462822458270365,0.9567223065250762,-1.5030045523521065,0.7101669195751263,0.7101669195751263,0.6942336874051823,12.583333333333334,False,尚未作出事前人工交易判断
ETHUSDT:15:ordinary:baseline:2026-08-15 15:30:00+00:00,ETHUSDT,15m,多,2026-08-15 23:30:00+08:00,2026-08-16 09:00:00+08:00,1883.44,1879.98,1879.98,0.18370640954848,初始止损,-1.000000000000011,1.088693641618531,-2.0886936416184967,0.6705202312138474,0.6705202312138474,0.4190751445086793,9.5,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-15 22:30:00+00:00,ETHUSDT,5m,多,2026-08-16 06:30:00+08:00,2026-08-16 06:40:00+08:00,1884.69,1883.38,1883.38,0.06950745215393,初始止损,-0.9999999999999304,2.8773893129773116,-3.8773893129771495,0.0,0.0,0.0,0.1666666666666666,False,尚未作出事前人工交易判断
ETHUSDT:60:ordinary:baseline:2026-08-18 16:00:00+00:00,ETHUSDT,1h,多,2026-08-19 00:00:00+08:00,2026-08-23 12:00:00+08:00,1916.88,1891.22,2383.05,1.3386336129543799,追踪止损,18.167186282151153,0.1494060795011696,18.017780202649984,24.650038971161266,24.650038971161266,23.582229150428603,108.0,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-19 06:10:00+00:00,ETHUSDT,5m,空,2026-08-19 14:10:00+08:00,2026-08-19 14:20:00+08:00,1905.87,1912.05,1912.05,0.32426136095325997,初始止损,-1.000000000000006,0.6167864077670007,-1.61678640776699,0.0825242718446578,0.0825242718446578,0.0,0.1666666666666666,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-19 08:40:00+00:00,ETHUSDT,5m,多,2026-08-19 16:40:00+08:00,2026-08-20 11:05:00+08:00,1924.62,1913.83,2239.86,0.56063015036734,追踪止损,29.215940685820332,0.3567414272474546,28.85919925857288,38.20203892493065,38.20203892493065,34.88229842446723,18.416666666666668,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-21 08:40:00+00:00,ETHUSDT,5m,多,2026-08-21 16:40:00+08:00,2026-08-21 17:05:00+08:00,2408.75,2376.73,2376.73,1.32932018681888,初始止损,-1.0000000000000042,0.1504528419737675,-1.1504528419737707,1.271705184259832,1.271705184259832,1.128669581511552,0.4166666666666667,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-08-22 02:40:00+00:00,BTCUSDT,5m,多,2026-08-22 10:40:00+08:00,2026-08-22 13:05:00+08:00,78397.7,77975.2,77975.2,0.53891887134443,初始止损,-1.0000000000000009,0.371113372781072,-1.3711133727810658,1.027455621301789,1.027455621301789,0.8260355029585799,2.4166666666666665,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-08-22 17:05:00+00:00,BTCUSDT,5m,多,2026-08-23 01:05:00+08:00,2026-08-23 05:00:00+08:00,77280.0,77064.90000000001,77064.90000000001,0.27833850931674997,初始止损,-0.9999999999999885,0.7185495118550034,-1.7185495118549687,1.0134821013482511,1.0134821013482511,0.8386796838679754,3.9166666666666665,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-22 21:15:00+00:00,ETHUSDT,5m,空,2026-08-23 05:15:00+08:00,2026-08-23 19:25:00+08:00,2411.53,2436.69,2432.09,1.0433210451455999,反向信号后下一开盘,-0.8171701112877667,0.1916955484896685,-1.008865659777434,2.2317170111287923,2.2317170111287923,1.8179650238473968,14.166666666666666,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-08-22 21:50:00+00:00,BTCUSDT,5m,空,2026-08-23 05:50:00+08:00,2026-08-23 08:25:00+08:00,76986.0,77239.7,77239.7,0.32954043592341,初始止损,-1.0000000000000109,0.60690579424518,-1.6069057942451892,0.8435159637367066,0.8435159637367066,0.4856129286558869,2.5833333333333335,True,尚未作出事前人工交易判断
BTCUSDT:15:ordinary:baseline:2026-08-24 11:15:00+00:00,BTCUSDT,15m,多,2026-08-24 19:15:00+08:00,2026-08-25 15:45:00+08:00,77810.1,77276.5,79557.1,0.6857721555427899,追踪止损,3.2739880059969555,0.2916420539730133,2.982345952023945,6.485007496251792,6.485007496251792,5.943590704647612,20.5,False,尚未作出事前人工交易判断
ETHUSDT:15:ordinary:baseline:2026-08-25 21:00:00+00:00,ETHUSDT,15m,空,2026-08-26 05:00:00+08:00,2026-08-26 10:15:00+08:00,2435.25,2465.35,2465.35,1.2360127296992,初始止损,-0.999999999999994,0.1618106312292371,-1.161810631229231,0.7495016611295685,0.7495016611295685,0.1953488372093065,5.25,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-08-26 02:30:00+00:00,BTCUSDT,5m,多,2026-08-26 10:30:00+08:00,2026-08-26 13:05:00+08:00,79185.0,78671.6,78671.6,0.64835511776219,初始止损,-1.0000000000000082,0.3084729255940845,-1.3084729255940906,0.0292169848071682,0.0292169848071682,0.0,2.5833333333333335,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-26 04:20:00+00:00,ETHUSDT,5m,多,2026-08-26 12:20:00+08:00,2026-08-26 12:45:00+08:00,2468.92,2459.67,2459.67,0.37465774508692,初始止损,-1.0000000000000144,0.5338205405405414,-1.533820540540555,0.0486486486486289,0.0486486486486289,0.0,0.4166666666666667,False,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-08-26 06:10:00+00:00,BTCUSDT,5m,多,2026-08-26 14:10:00+08:00,2026-08-26 14:15:00+08:00,79137.7,78869.40000000001,78869.40000000001,0.33902931219883997,初始止损,-0.9999999999999928,0.5899194931047744,-1.589919493104752,0.0003727171077369,0.0003727171077369,0.0,0.0833333333333333,False,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-08-26 09:20:00+00:00,BTCUSDT,5m,空,2026-08-26 17:20:00+08:00,2026-08-27 01:35:00+08:00,78449.1,78877.1,78546.1,0.54557668602954,反向信号后下一开盘,-0.226635514018681,0.3665845794392525,-0.5932200934579334,1.9838785046729108,1.9838785046729108,1.9235981308411283,8.25,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-26 09:25:00+00:00,ETHUSDT,5m,空,2026-08-26 17:25:00+08:00,2026-08-26 18:35:00+08:00,2445.24,2460.92,2460.92,0.64124584907822,初始止损,-1.000000000000016,0.3118928571428518,-1.3118928571428674,0.2378826530611922,0.2378826530611922,0.0860969387755028,1.1666666666666667,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-26 10:45:00+00:00,ETHUSDT,5m,多,2026-08-26 18:45:00+08:00,2026-08-26 20:30:00+08:00,2464.16,2447.9500000000003,2447.9500000000003,0.65783066034671,初始止损,-1.0000000000000009,0.3040296113510274,-1.3040296113510266,0.6607032695866942,0.6607032695866942,0.6107341147440065,1.75,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-26 17:30:00+00:00,ETHUSDT,5m,多,2026-08-27 01:30:00+08:00,2026-08-27 12:35:00+08:00,2461.99,2441.6,2484.27,0.8281918285614399,追踪止损,1.0926924963217413,0.2414899460519887,0.8512025502697534,2.599803825404637,2.599803825404637,2.3536047081903155,11.083333333333334,False,尚未作出事前人工交易判断
ETHUSDT:15:ordinary:baseline:2026-08-26 21:30:00+00:00,ETHUSDT,15m,多,2026-08-27 05:30:00+08:00,2026-08-28 12:15:00+08:00,2499.53,2456.44,2491.0,1.7239240977303698,反向信号后下一开盘,-0.1979577628220037,0.1160143884892088,-0.313972151311212,1.5518681828730487,1.5518681828730487,1.2471571130192527,30.75,True,尚未作出事前人工交易判断
BTCUSDT:15:ordinary:baseline:2026-08-27 15:00:00+00:00,BTCUSDT,15m,多,2026-08-27 23:00:00+08:00,2026-08-28 17:15:00+08:00,80161.3,78797.3,79352.3,1.7015692110781602,反向信号后下一开盘,-0.5931085043988247,0.1175385630498536,-0.7106470674486781,0.9814516129032236,0.9814516129032236,0.6851906158357707,18.25,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-28 13:55:00+00:00,ETHUSDT,5m,多,2026-08-28 21:55:00+08:00,2026-08-28 22:00:00+08:00,2511.63,2493.96,2493.96,0.70352719150512,初始止损,-0.9999999999999922,0.2842818336162981,-1.2842818336162902,0.3938879456706286,0.744765138653073,0.0,0.0833333333333333,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-29 13:35:00+00:00,ETHUSDT,5m,空,2026-08-29 21:35:00+08:00,2026-08-29 22:20:00+08:00,2432.7,2436.1,2436.1,0.13976240391335,初始止损,-1.0000000000000435,1.4309999999999723,-2.4310000000000054,0.0,0.0,0.0,0.75,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-08-29 16:20:00+00:00,ETHUSDT,5m,多,2026-08-30 00:20:00+08:00,2026-08-30 17:45:00+08:00,2449.33,2440.84,2453.19,0.34662540368181,反向信号后下一开盘,0.4546525323910609,0.5769917550059113,-0.1223392226148432,2.075382803298038,2.075382803298038,1.6254416961131375,17.416666666666668,True,尚未作出事前人工交易判断
BTCUSDT:15:ordinary:baseline:2026-08-31 09:15:00+00:00,BTCUSDT,15m,多,2026-08-31 17:15:00+08:00,2026-08-31 20:30:00+08:00,78616.7,77901.5,77901.5,0.90973037535281,初始止损,-0.999999999999997,0.2198453579418367,-1.2198453579418325,0.2136465324384837,0.2136465324384837,0.0894854586129757,3.25,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-09-01 08:25:00+00:00,ETHUSDT,5m,空,2026-09-01 16:25:00+08:00,2026-09-02 03:20:00+08:00,2457.21,2473.43,2421.21,0.66009824150153,追踪止损,2.2194821208385056,0.3029852034525325,1.9164969173859736,4.655363748458764,4.655363748458764,4.238594327990188,10.916666666666666,False,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-09-03 02:40:00+00:00,ETHUSDT,5m,多,2026-09-03 10:40:00+08:00,2026-09-03 13:20:00+08:00,2400.58,2386.87,2386.87,0.57111198127119,初始止损,-1.000000000000009,0.3501940189642614,-1.3501940189642678,0.6870897155361085,0.6870897155361085,0.6549963530269872,2.6666666666666665,True,尚未作出事前人工交易判断
ETHUSDT:5:ordinary:baseline:2026-09-03 05:30:00+00:00,ETHUSDT,5m,空,2026-09-03 13:30:00+08:00,2026-09-03 14:30:00+08:00,2384.11,2408.05,2408.05,1.00414829852649,初始止损,-0.9999999999999896,0.1991737677527159,-1.1991737677527046,0.0463659147869726,0.0463659147869726,0.0,1.0,False,尚未作出事前人工交易判断
BTCUSDT:15:ordinary:baseline:2026-09-03 12:45:00+00:00,BTCUSDT,15m,多,2026-09-03 20:45:00+08:00,2026-09-04 16:00:00+08:00,78278.4,77760.7,80495.6,0.66135741149537,追踪止损,4.282789260189349,0.3024083446011252,3.9803809155882273,7.734981649604078,7.734981649604078,6.666022793123468,19.25,False,尚未作出事前人工交易判断
ETHUSDT:15:ordinary:baseline:2026-09-03 14:15:00+00:00,ETHUSDT,15m,多,2026-09-03 22:15:00+08:00,2026-09-04 20:30:00+08:00,2438.81,2412.96,2492.9700000000003,1.05994316900455,追踪止损,2.0951644100580427,0.1886893617021286,1.9064750483559143,4.1852998065764195,4.1852998065764195,3.493617021276606,22.25,False,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-09-04 08:35:00+00:00,BTCUSDT,5m,多,2026-09-04 16:35:00+08:00,2026-09-04 20:30:00+08:00,81072.1,80650.20000000001,80650.20000000001,0.52040097641481,初始止损,-1.000000000000001,0.3843190329462038,-1.3843190329462025,0.7243422611993257,0.7243422611993257,0.5401753970135039,3.9166666666666665,True,尚未作出事前人工交易判断
BTCUSDT:5:ordinary:baseline:2026-09-05 16:05:00+00:00,BTCUSDT,5m,多,2026-09-06 00:05:00+08:00,2026-09-06 03:30:00+08:00,79804.9,79678.0,79816.70000000001,0.15901279244757,追踪止损,0.0929866036249876,1.2577604412924477,-1.164773837667426,2.853427895981264,2.853427895981264,2.27974783293945,3.4166666666666665,True,尚未作出事前人工交易判断
BTCUSDT:15:ordinary:baseline:2026-09-07 07:45:00+00:00,BTCUSDT,15m,空,2026-09-07 15:45:00+08:00,2026-09-08 23:15:00+08:00,79238.9,79736.1,78665.20000000001,0.62746958880046,追踪止损,1.1538616251005032,0.318740547063551,0.8351210780369547,3.2960579243764077,3.2960579243764077,2.860820595333791,31.5,False,尚未作出事前人工交易判断
