交易编号,方向_1多_负1空,入场时间UTC,退出K线开盘时间UTC,入场价,原始1h止损,3R目标价,退出价,止损距离比例,毛R,净R,毛价格收益比例,净价格收益比例,退出原因,持仓5m根数,大菱形1h开盘UTC,大菱形确认UTC,5m确认可用UTC,等待5m根数
171,1,2025-03-11 02:15:00+00:00,2025-03-19 23:30:00+00:00,79310.1,76800.1,86840.1,86840.1,0.0316479237827212,3.0,2.9368047011952187,0.0949437713481637,0.0929437713481637,target,2560,2025-03-11 01:00:00+00:00,2025-03-11 02:00:00+00:00,2025-03-11 02:15:00+00:00,3
172,-1,2025-03-20 04:40:00+00:00,2025-03-20 14:15:00+00:00,85603.6,86378.0,83280.40000000002,86378.0,0.0090463485180529,-1.0,-1.2210836776859522,-0.0090463485180529,-0.0110463485180529,stop,116,2025-03-20 01:00:00+00:00,2025-03-20 02:00:00+00:00,2025-03-20 04:40:00+00:00,32
173,-1,2025-03-24 20:50:00+00:00,2025-03-25 20:05:00+00:00,87939.1,88506.5,86236.90000000002,88506.5,0.006452192483207,-1.0,-1.3099721536834716,-0.006452192483207,-0.008452192483207,stop,280,2025-03-24 19:00:00+00:00,2025-03-24 20:00:00+00:00,2025-03-24 20:50:00+00:00,10
174,1,2025-03-28 22:40:00+00:00,2025-03-29 06:25:00+00:00,84329.1,83688.0,86252.40000000002,83688.0,0.0076023579049225,-1.0,-1.26307627515208,-0.0076023579049225,-0.0096023579049225,stop,94,2025-03-28 21:00:00+00:00,2025-03-28 22:00:00+00:00,2025-03-28 22:40:00+00:00,8
175,1,2025-03-29 20:35:00+00:00,2025-03-30 16:50:00+00:00,82722.5,82212.6,84252.19999999998,82212.6,0.0061639819879717,-1.0,-1.3244655814865698,-0.0061639819879717,-0.0081639819879717,stop,244,2025-03-29 19:00:00+00:00,2025-03-29 20:00:00+00:00,2025-03-29 20:35:00+00:00,7
176,-1,2025-04-02 01:15:00+00:00,2025-04-02 09:10:00+00:00,84911.1,85266.0,83846.40000000002,85266.0,0.0041796655560933,-1.0,-1.4785071851225775,-0.0041796655560933,-0.0061796655560933,stop,96,2025-04-02 00:00:00+00:00,2025-04-02 01:00:00+00:00,2025-04-02 01:15:00+00:00,3
177,-1,2025-04-02 21:05:00+00:00,2025-04-07 06:30:00+00:00,85327.0,88547.4,75665.80000000002,75665.80000000002,0.037741863653943,3.0,2.947008446155757,0.1132255909618289,0.1112255909618289,target,1266,2025-04-02 20:00:00+00:00,2025-04-02 21:00:00+00:00,2025-04-02 21:05:00+00:00,1
178,1,2025-04-07 11:10:00+00:00,2025-04-07 13:40:00+00:00,77340.4,76150.0,80911.59999999998,76150.0,0.015391696965622,-1.0,-1.1299401881720434,-0.015391696965622,-0.017391696965622,stop,31,2025-04-07 10:00:00+00:00,2025-04-07 11:00:00+00:00,2025-04-07 11:10:00+00:00,2
179,1,2025-04-09 05:25:00+00:00,2025-04-09 17:30:00+00:00,76619.8,75000.0,81479.20000000001,81479.20000000001,0.0211407495190538,3.0,2.9053959748117055,0.0634222485571615,0.0614222485571615,target,146,2025-04-09 04:00:00+00:00,2025-04-09 05:00:00+00:00,2025-04-09 05:25:00+00:00,5
180,-1,2025-04-10 03:20:00+00:00,2025-04-10 16:00:00+00:00,81569.7,82600.1,78478.49999999997,78478.49999999997,0.0126321415917921,3.0,2.841673718944101,0.0378964247753764,0.0358964247753764,target,153,2025-04-10 01:00:00+00:00,2025-04-10 02:00:00+00:00,2025-04-10 03:20:00+00:00,16
181,-1,2025-04-13 02:20:00+00:00,2025-04-15 13:45:00+00:00,85011.8,86147.9,81603.50000000003,86147.9,0.0133640271115302,-1.0,-1.149655488073234,-0.0133640271115302,-0.0153640271115302,stop,714,2025-04-13 01:00:00+00:00,2025-04-13 02:00:00+00:00,2025-04-13 02:20:00+00:00,4
182,1,2025-04-20 16:55:00+00:00,2025-04-21 00:25:00+00:00,84623.8,84250.2,85744.60000000002,85744.60000000002,0.0044148336519986,3.0,2.5469817987152106,0.013244500955996,0.011244500955996,target,91,2025-04-20 14:00:00+00:00,2025-04-20 15:00:00+00:00,2025-04-20 16:55:00+00:00,23
183,-1,2025-04-21 11:25:00+00:00,2025-04-21 14:10:00+00:00,86705.0,87582.0,84074.0,87582.0,0.0101147569344328,-1.0,-1.1977309007981756,-0.0101147569344328,-0.0121147569344328,stop,34,2025-04-21 10:00:00+00:00,2025-04-21 11:00:00+00:00,2025-04-21 11:25:00+00:00,5
184,-1,2025-04-26 00:35:00+00:00,2025-04-26 01:15:00+00:00,94592.2,94933.1,93569.49999999996,94933.1,0.0036038912299323,-1.0,-1.5549557054854652,-0.0036038912299323,-0.0056038912299323,stop,9,2025-04-25 23:00:00+00:00,2025-04-26 00:00:00+00:00,2025-04-26 00:35:00+00:00,7
185,1,2025-04-28 05:05:00+00:00,2025-04-28 05:25:00+00:00,93923.5,93804.9,94279.30000000002,94279.30000000002,0.0012627297747635,3.0,1.41612984822942,0.0037881893242906,0.0017881893242906,target,5,2025-04-28 04:00:00+00:00,2025-04-28 05:00:00+00:00,2025-04-28 05:05:00+00:00,1
186,1,2025-05-01 02:05:00+00:00,2025-05-01 09:50:00+00:00,94632.9,94331.7,95536.5,95536.5,0.0031828254232935,3.0,2.371627490039834,0.0095484762698806,0.0075484762698806,target,94,2025-05-01 01:00:00+00:00,2025-05-01 02:00:00+00:00,2025-05-01 02:05:00+00:00,1
187,1,2025-05-05 06:05:00+00:00,2025-05-05 10:35:00+00:00,94628.7,94180.0,95974.8,94180.0,0.0047416904173891,-1.0,-1.4217905059059532,-0.0047416904173891,-0.0067416904173891,stop,55,2025-05-05 05:00:00+00:00,2025-05-05 06:00:00+00:00,2025-05-05 06:05:00+00:00,1
188,1,2025-05-12 23:05:00+00:00,2025-05-13 00:40:00+00:00,102930.1,102310.0,104790.40000000002,102310.0,0.0060244768051328,-1.0,-1.3319790356394097,-0.0060244768051328,-0.0080244768051328,stop,20,2025-05-12 22:00:00+00:00,2025-05-12 23:00:00+00:00,2025-05-12 23:05:00+00:00,1
189,1,2025-05-15 12:25:00+00:00,2025-05-15 13:45:00+00:00,102437.9,101742.5,104524.09999999998,101742.5,0.0067885030833314,-1.0,-1.2946157607132611,-0.0067885030833314,-0.0087885030833314,stop,17,2025-05-15 11:00:00+00:00,2025-05-15 12:00:00+00:00,2025-05-15 12:25:00+00:00,5
190,-1,2025-05-18 18:10:00+00:00,2025-05-18 22:55:00+00:00,104103.9,105880.0,98775.59999999998,105880.0,0.0170608401798588,-1.0,-1.1172275209729177,-0.0170608401798588,-0.0190608401798588,stop,58,2025-05-18 17:00:00+00:00,2025-05-18 18:00:00+00:00,2025-05-18 18:10:00+00:00,2
191,-1,2025-05-21 18:05:00+00:00,2025-05-21 23:10:00+00:00,106604.0,109307.3,98494.1,109307.3,0.0253583355221192,-1.0,-1.0788695298339066,-0.0253583355221192,-0.0273583355221192,stop,62,2025-05-21 17:00:00+00:00,2025-05-21 18:00:00+00:00,2025-05-21 18:05:00+00:00,1
192,-1,2025-05-22 20:25:00+00:00,2025-05-23 12:00:00+00:00,111041.4,111868.1,108561.29999999996,108561.29999999996,0.0074449709747896,3.0,2.7313622837788833,0.022334912924369,0.020334912924369,target,188,2025-05-22 19:00:00+00:00,2025-05-22 20:00:00+00:00,2025-05-22 20:25:00+00:00,5
193,1,2025-05-24 04:05:00+00:00,2025-05-24 06:30:00+00:00,108274.9,107709.0,109972.59999999998,107709.0,0.0052265114075376,-1.0,-1.3826644283442344,-0.0052265114075376,-0.0072265114075376,stop,30,2025-05-24 03:00:00+00:00,2025-05-24 04:00:00+00:00,2025-05-24 04:05:00+00:00,1
194,-1,2025-05-26 14:00:00+00:00,2025-05-26 15:30:00+00:00,109554.5,110139.3,107800.1,110139.3,0.0053379824653483,-1.0,-1.3746733926128571,-0.0053379824653483,-0.0073379824653483,stop,19,2025-05-26 08:00:00+00:00,2025-05-26 09:00:00+00:00,2025-05-26 14:00:00+00:00,60
195,1,2025-05-28 23:15:00+00:00,2025-05-29 14:30:00+00:00,107822.0,106728.4,111102.80000000002,106728.4,0.0101426425033852,-1.0,-1.1971872713972191,-0.0101426425033852,-0.0121426425033852,stop,184,2025-05-28 20:00:00+00:00,2025-05-28 21:00:00+00:00,2025-05-28 23:15:00+00:00,27
196,1,2025-05-30 05:10:00+00:00,2025-05-30 07:45:00+00:00,106096.6,104890.4,109715.20000000004,104890.4,0.0113688845825409,-1.0,-1.1759187531089357,-0.0113688845825409,-0.0133688845825409,stop,32,2025-05-30 01:00:00+00:00,2025-05-30 02:00:00+00:00,2025-05-30 05:10:00+00:00,38
197,-1,2025-06-03 04:20:00+00:00,2025-06-03 14:20:00+00:00,105300.3,105665.0,104206.2,105665.0,0.003463427929455,-1.0,-1.577462571976972,-0.003463427929455,-0.005463427929455,stop,121,2025-06-03 03:00:00+00:00,2025-06-03 04:00:00+00:00,2025-06-03 04:20:00+00:00,4
198,-1,2025-06-03 21:05:00+00:00,2025-06-05 14:15:00+00:00,105646.8,106198.7,103991.10000000002,103991.10000000002,0.0052240105710726,3.0,2.617152382678017,0.0156720317132178,0.0136720317132178,target,495,2025-06-03 20:00:00+00:00,2025-06-03 21:00:00+00:00,2025-06-03 21:05:00+00:00,1
199,1,2025-06-06 03:25:00+00:00,2025-06-06 14:25:00+00:00,102234.7,101474.3,104515.89999999998,104515.89999999998,0.0074377877569943,3.0,2.731102840610203,0.0223133632709831,0.0203133632709831,target,133,2025-06-06 02:00:00+00:00,2025-06-06 03:00:00+00:00,2025-06-06 03:25:00+00:00,5
200,-1,2025-06-10 05:40:00+00:00,2025-06-10 11:25:00+00:00,109255.4,109750.1,107771.29999999996,109750.1,0.0045279226473017,-1.0,-1.4417036587830905,-0.0045279226473017,-0.0065279226473017,stop,70,2025-06-10 02:00:00+00:00,2025-06-10 03:00:00+00:00,2025-06-10 05:40:00+00:00,32
201,1,2025-06-12 15:05:00+00:00,2025-06-12 15:25:00+00:00,107639.1,107020.3,109495.5,107020.3,0.0057488403377583,-1.0,-1.347896250808014,-0.0057488403377583,-0.0077488403377583,stop,5,2025-06-12 14:00:00+00:00,2025-06-12 15:00:00+00:00,2025-06-12 15:05:00+00:00,1
202,1,2025-06-13 07:35:00+00:00,2025-06-16 14:20:00+00:00,104640.4,103766.0,107263.59999999998,107263.59999999998,0.0083562371703471,3.0,2.7606578225068596,0.0250687115110414,0.0230687115110414,target,946,2025-06-13 06:00:00+00:00,2025-06-13 07:00:00+00:00,2025-06-13 07:35:00+00:00,7
203,-1,2025-06-16 23:05:00+00:00,2025-06-17 17:05:00+00:00,107555.8,108973.3,103303.3,103303.3,0.0131792055844501,3.0,2.8482457848324514,0.0395376167533503,0.0375376167533503,target,217,2025-06-16 22:00:00+00:00,2025-06-16 23:00:00+00:00,2025-06-16 23:05:00+00:00,1
204,1,2025-06-17 19:25:00+00:00,2025-06-18 17:35:00+00:00,105268.2,103562.3,110385.89999999998,103562.3,0.0162052737673864,-1.0,-1.1234166129315908,-0.0162052737673864,-0.0182052737673864,stop,267,2025-06-17 18:00:00+00:00,2025-06-17 19:00:00+00:00,2025-06-17 19:25:00+00:00,5
205,-1,2025-06-20 15:05:00+00:00,2025-06-22 14:40:00+00:00,104097.2,105755.0,99123.8,99123.8,0.0159255003977052,3.0,2.874415249125347,0.0477765011931157,0.0457765011931157,target,572,2025-06-20 14:00:00+00:00,2025-06-20 15:00:00+00:00,2025-06-20 15:05:00+00:00,1
206,1,2025-06-22 23:05:00+00:00,2025-06-23 22:25:00+00:00,100758.6,99079.2,105796.80000000005,105796.80000000005,0.0166675598906694,3.0,2.8800064308681677,0.0500026796720084,0.0480026796720084,target,281,2025-06-22 22:00:00+00:00,2025-06-22 23:00:00+00:00,2025-06-22 23:05:00+00:00,1
207,-1,2025-06-24 08:20:00+00:00,2025-06-24 16:40:00+00:00,104718.3,105730.5,101681.7,105730.5,0.0096659323155551,-1.0,-1.2069122703023123,-0.0096659323155551,-0.0116659323155551,stop,101,2025-06-24 07:00:00+00:00,2025-06-24 08:00:00+00:00,2025-06-24 08:20:00+00:00,4
208,-1,2025-06-29 15:55:00+00:00,2025-06-29 22:40:00+00:00,107654.1,108168.0,106112.40000000002,108168.0,0.0047736221843849,-1.0,-1.4189690601284344,-0.0047736221843849,-0.0067736221843849,stop,82,2025-06-29 14:00:00+00:00,2025-06-29 15:00:00+00:00,2025-06-29 15:55:00+00:00,11
209,-1,2025-06-30 07:05:00+00:00,2025-07-02 15:00:00+00:00,107444.1,108249.9,105026.70000000004,108249.9,0.0074997138046666,-1.0,-1.2666768428890582,-0.0074997138046666,-0.0094997138046666,stop,672,2025-06-30 06:00:00+00:00,2025-06-30 07:00:00+00:00,2025-06-30 07:05:00+00:00,1
210,-1,2025-07-02 23:45:00+00:00,2025-07-03 09:10:00+00:00,108688.4,109627.5,105871.09999999998,109627.5,0.0086402964805812,-1.0,-1.2314735384943016,-0.0086402964805812,-0.0106402964805812,stop,114,2025-07-02 20:00:00+00:00,2025-07-02 21:00:00+00:00,2025-07-02 23:45:00+00:00,33
211,1,2025-07-04 22:15:00+00:00,2025-07-08 02:15:00+00:00,107987.8,107391.9,109775.50000000004,107391.9,0.0055182159466162,-1.0,-1.3624359791911342,-0.0055182159466162,-0.0075182159466162,stop,913,2025-07-04 20:00:00+00:00,2025-07-04 21:00:00+00:00,2025-07-04 22:15:00+00:00,15
212,-1,2025-07-10 10:05:00+00:00,2025-07-10 14:15:00+00:00,110969.7,111214.0,110236.8,111214.0,0.0022015018514063,-1.0,-1.9084707327056791,-0.0022015018514063,-0.0042015018514063,stop,51,2025-07-10 09:00:00+00:00,2025-07-10 10:00:00+00:00,2025-07-10 10:05:00+00:00,1
213,-1,2025-07-13 22:05:00+00:00,2025-07-13 23:50:00+00:00,118460.2,119051.8,116685.39999999998,119051.8,0.0049940824006713,-1.0,-1.4004739688979,-0.0049940824006713,-0.0069940824006713,stop,22,2025-07-13 21:00:00+00:00,2025-07-13 22:00:00+00:00,2025-07-13 22:05:00+00:00,1
214,1,2025-07-25 10:20:00+00:00,2025-07-25 14:55:00+00:00,116248.0,115044.7,119857.9,115044.7,0.0103511458261647,-1.0,-1.1932153245242243,-0.0103511458261647,-0.0123511458261647,stop,56,2025-07-25 09:00:00+00:00,2025-07-25 10:00:00+00:00,2025-07-25 10:20:00+00:00,4
215,-1,2025-07-28 02:05:00+00:00,2025-07-28 02:25:00+00:00,119131.2,119538.6,117908.99999999996,119538.6,0.0034197590555623,-1.0,-1.5848365243004292,-0.0034197590555623,-0.0054197590555623,stop,5,2025-07-28 01:00:00+00:00,2025-07-28 02:00:00+00:00,2025-07-28 02:05:00+00:00,1
216,-1,2025-08-04 05:05:00+00:00,2025-08-04 07:35:00+00:00,114299.3,114616.5,113347.7,114616.5,0.0027751701016541,-1.0,-1.7206765447667154,-0.0027751701016541,-0.0047751701016541,stop,31,2025-08-04 04:00:00+00:00,2025-08-04 05:00:00+00:00,2025-08-04 05:05:00+00:00,1
217,-1,2025-08-08 01:25:00+00:00,2025-08-09 10:10:00+00:00,116892.0,117624.5,114694.5,117624.5,0.0062664681928617,-1.0,-1.3191590443686008,-0.0062664681928617,-0.0082664681928617,stop,394,2025-08-08 00:00:00+00:00,2025-08-08 01:00:00+00:00,2025-08-08 01:25:00+00:00,5
218,-1,2025-08-10 21:05:00+00:00,2025-08-10 22:05:00+00:00,118060.4,118760.0,115961.59999999998,118760.0,0.0059257803632717,-1.0,-1.337508290451684,-0.0059257803632717,-0.0079257803632717,stop,13,2025-08-10 20:00:00+00:00,2025-08-10 21:00:00+00:00,2025-08-10 21:05:00+00:00,1
219,-1,2025-08-11 11:10:00+00:00,2025-08-11 12:30:00+00:00,121055.9,121472.0,119807.59999999998,119807.59999999998,0.0034372550202014,3.0,2.4181403508772013,0.0103117650606043,0.0083117650606043,target,17,2025-08-11 10:00:00+00:00,2025-08-11 11:00:00+00:00,2025-08-11 11:10:00+00:00,2
220,-1,2025-08-14 05:20:00+00:00,2025-08-14 12:30:00+00:00,123010.1,124020.0,119980.40000000002,119980.40000000002,0.0082098949598447,3.0,2.756391523913257,0.0246296848795341,0.0226296848795341,target,87,2025-08-14 01:00:00+00:00,2025-08-14 02:00:00+00:00,2025-08-14 05:20:00+00:00,40
221,1,2025-08-15 01:45:00+00:00,2025-08-15 14:00:00+00:00,118600.4,117606.1,121583.29999999996,117606.1,0.0083836142205252,-1.0,-1.238560595393747,-0.0083836142205252,-0.0103836142205252,stop,148,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-15 01:45:00+00:00,33
222,1,2025-08-18 13:05:00+00:00,2025-08-18 13:55:00+00:00,115500.1,114862.0,117414.40000000002,114862.0,0.0055246705414108,-1.0,-1.362012537219868,-0.0055246705414108,-0.0075246705414108,stop,11,2025-08-18 12:00:00+00:00,2025-08-18 13:00:00+00:00,2025-08-18 13:05:00+00:00,1
223,-1,2025-08-23 03:05:00+00:00,2025-08-24 19:35:00+00:00,115729.1,116530.5,113324.90000000002,113324.90000000002,0.0069247924679272,3.0,2.7111826803094567,0.0207743774037816,0.0187743774037816,target,487,2025-08-23 02:00:00+00:00,2025-08-23 03:00:00+00:00,2025-08-23 03:05:00+00:00,1
224,1,2025-08-25 03:10:00+00:00,2025-08-25 03:55:00+00:00,113574.0,113019.6,115237.19999999998,113019.6,0.0048813989117227,-1.0,-1.4097186147186191,-0.0048813989117227,-0.0068813989117227,stop,10,2025-08-25 02:00:00+00:00,2025-08-25 03:00:00+00:00,2025-08-25 03:10:00+00:00,2
225,1,2025-08-29 13:05:00+00:00,2025-08-29 13:35:00+00:00,110587.9,110003.3,112341.69999999995,110003.3,0.0052862926233339,-1.0,-1.378336982552178,-0.0052862926233339,-0.0072862926233339,stop,7,2025-08-29 12:00:00+00:00,2025-08-29 13:00:00+00:00,2025-08-29 13:05:00+00:00,1
226,1,2025-09-01 08:05:00+00:00,2025-09-01 21:30:00+00:00,109658.2,107936.6,114822.99999999996,107936.6,0.0156996923166711,-1.0,-1.1273910315985138,-0.0156996923166711,-0.0176996923166711,stop,162,2025-09-01 07:00:00+00:00,2025-09-01 08:00:00+00:00,2025-09-01 08:05:00+00:00,1
227,1,2025-09-04 21:05:00+00:00,2025-09-05 07:10:00+00:00,110385.7,109690.0,112472.8,112472.8,0.0063024467843207,3.0,2.682662929423601,0.0189073403529623,0.0169073403529623,target,122,2025-09-04 20:00:00+00:00,2025-09-04 21:00:00+00:00,2025-09-04 21:05:00+00:00,1
228,-1,2025-09-05 15:05:00+00:00,2025-09-09 06:50:00+00:00,110440.0,113041.3,102636.1,113041.3,0.0235539659543643,-1.0,-1.0849113904586167,-0.0235539659543643,-0.0255539659543643,stop,1054,2025-09-05 14:00:00+00:00,2025-09-05 15:00:00+00:00,2025-09-05 15:05:00+00:00,1
229,-1,2025-09-11 09:10:00+00:00,2025-09-11 12:10:00+00:00,113928.0,114276.0,112884.0,114276.0,0.0030545607752264,-1.0,-1.6547586206896552,-0.0030545607752264,-0.0050545607752264,stop,37,2025-09-11 07:00:00+00:00,2025-09-11 08:00:00+00:00,2025-09-11 09:10:00+00:00,14
230,-1,2025-09-17 04:05:00+00:00,2025-09-17 05:45:00+00:00,116387.0,116700.0,115448.0,116700.0,0.0026893037882237,-1.0,-1.7436869009584666,-0.0026893037882237,-0.0046893037882237,stop,21,2025-09-17 03:00:00+00:00,2025-09-17 04:00:00+00:00,2025-09-17 04:05:00+00:00,1
231,-1,2025-09-30 04:55:00+00:00,2025-09-30 09:45:00+00:00,114085.8,114482.0,112897.2,112897.2,0.0034728248388493,3.0,2.4240999495204396,0.0104184745165479,0.0084184745165479,target,59,2025-09-30 03:00:00+00:00,2025-09-30 04:00:00+00:00,2025-09-30 04:55:00+00:00,11
232,-1,2025-10-03 01:45:00+00:00,2025-10-03 13:25:00+00:00,120042.2,120502.3,118661.89999999998,120502.3,0.0038328187920581,-1.0,-1.5218091719191411,-0.0038328187920581,-0.0058328187920581,stop,141,2025-10-03 00:00:00+00:00,2025-10-03 01:00:00+00:00,2025-10-03 01:45:00+00:00,9
233,-1,2025-10-04 01:30:00+00:00,2025-10-04 03:55:00+00:00,121906.6,122248.0,120882.40000000002,122248.0,0.0028005046486407,-1.0,-1.7141570005858353,-0.0028005046486407,-0.0048005046486407,stop,30,2025-10-04 00:00:00+00:00,2025-10-04 01:00:00+00:00,2025-10-04 01:30:00+00:00,6
234,-1,2025-10-05 10:05:00+00:00,2025-10-06 13:05:00+00:00,122634.9,124660.0,116559.59999999998,124660.0,0.0165132437829688,-1.0,-1.121114907905782,-0.0165132437829688,-0.0185132437829688,stop,325,2025-10-05 09:00:00+00:00,2025-10-05 10:00:00+00:00,2025-10-05 10:05:00+00:00,1
235,-1,2025-10-06 21:25:00+00:00,2025-10-07 15:05:00+00:00,124721.7,125488.6,122420.99999999996,122420.99999999996,0.0061488898884477,3.0,2.674738036249841,0.0184466696653431,0.0164466696653431,target,213,2025-10-06 20:00:00+00:00,2025-10-06 21:00:00+00:00,2025-10-06 21:25:00+00:00,5
236,1,2025-10-08 02:25:00+00:00,2025-10-08 03:45:00+00:00,122150.1,121210.4,124969.20000000004,121210.4,0.0076929941113434,-1.0,-1.259976801106733,-0.0076929941113434,-0.0096929941113434,stop,17,2025-10-08 00:00:00+00:00,2025-10-08 01:00:00+00:00,2025-10-08 02:25:00+00:00,17
237,1,2025-10-12 04:10:00+00:00,2025-10-12 15:05:00+00:00,110789.3,109973.9,113235.50000000004,113235.50000000004,0.007359916526235,3.0,2.728257787588916,0.022079749578705,0.020079749578705,target,132,2025-10-12 03:00:00+00:00,2025-10-12 04:00:00+00:00,2025-10-12 04:10:00+00:00,2
238,-1,2025-10-13 03:55:00+00:00,2025-10-14 10:10:00+00:00,114679.3,115920.3,110956.3,110956.3,0.0108214821680983,3.0,2.815182433521354,0.032464446504295,0.030464446504295,target,364,2025-10-13 02:00:00+00:00,2025-10-13 03:00:00+00:00,2025-10-13 03:55:00+00:00,11
239,1,2025-10-14 15:50:00+00:00,2025-10-15 13:45:00+00:00,112237.2,110865.7,116351.7,110865.7,0.0122196562280598,-1.0,-1.1636707254830478,-0.0122196562280598,-0.0142196562280598,stop,264,2025-10-14 14:00:00+00:00,2025-10-14 15:00:00+00:00,2025-10-14 15:50:00+00:00,10
240,1,2025-10-16 02:05:00+00:00,2025-10-16 08:05:00+00:00,111200.0,110380.0,113660.0,110380.0,0.0073741007194244,-1.0,-1.271219512195122,-0.0073741007194244,-0.0093741007194244,stop,73,2025-10-16 01:00:00+00:00,2025-10-16 02:00:00+00:00,2025-10-16 02:05:00+00:00,1
241,1,2025-10-17 03:05:00+00:00,2025-10-17 05:50:00+00:00,108974.5,108333.3,110898.1,108333.3,0.0058839453266589,-1.0,-1.339907985028074,-0.0058839453266589,-0.0078839453266589,stop,34,2025-10-17 02:00:00+00:00,2025-10-17 03:00:00+00:00,2025-10-17 03:05:00+00:00,1
242,1,2025-10-17 16:05:00+00:00,2025-10-21 16:25:00+00:00,107243.9,105041.0,113852.59999999998,113852.59999999998,0.0205410284407783,3.0,2.902633891688229,0.0616230853223351,0.0596230853223351,target,1157,2025-10-17 15:00:00+00:00,2025-10-17 16:00:00+00:00,2025-10-17 16:05:00+00:00,1
243,-1,2025-10-21 23:05:00+00:00,2025-10-23 17:35:00+00:00,109219.3,110786.5,104517.7,110786.5,0.0143491122905933,-1.0,-1.1393814446145996,-0.0143491122905933,-0.0163491122905933,stop,511,2025-10-21 22:00:00+00:00,2025-10-21 23:00:00+00:00,2025-10-21 23:05:00+00:00,1
244,-1,2025-10-23 21:05:00+00:00,2025-10-24 00:50:00+00:00,109601.7,110574.9,106682.1,110574.9,0.0088794243154987,-1.0,-1.2252398273736136,-0.0088794243154987,-0.0108794243154987,stop,46,2025-10-23 19:00:00+00:00,2025-10-23 20:00:00+00:00,2025-10-23 21:05:00+00:00,13
245,-1,2025-10-26 21:30:00+00:00,2025-10-26 22:00:00+00:00,113010.0,113665.9,111042.30000000002,113665.9,0.0058039111583045,-1.0,-1.3445952126848637,-0.0058039111583045,-0.0078039111583045,stop,7,2025-10-26 19:00:00+00:00,2025-10-26 20:00:00+00:00,2025-10-26 21:30:00+00:00,18
246,-1,2025-10-27 09:05:00+00:00,2025-10-27 16:50:00+00:00,114891.0,115569.0,112857.0,115569.0,0.0059012455283703,-1.0,-1.3389115044247788,-0.0059012455283703,-0.0079012455283703,stop,94,2025-10-27 08:00:00+00:00,2025-10-27 09:00:00+00:00,2025-10-27 09:05:00+00:00,1
247,1,2025-10-30 06:50:00+00:00,2025-10-30 12:50:00+00:00,110783.6,108362.1,118048.1,108362.1,0.0218579284298397,-1.0,-1.0914999793516416,-0.0218579284298397,-0.0238579284298397,stop,73,2025-10-30 05:00:00+00:00,2025-10-30 06:00:00+00:00,2025-10-30 06:50:00+00:00,10
248,1,2025-10-31 00:05:00+00:00,2025-10-31 14:55:00+00:00,108372.2,107550.7,110836.7,110836.7,0.0075803573241107,3.0,2.736160194765673,0.0227410719723323,0.0207410719723323,target,179,2025-10-30 23:00:00+00:00,2025-10-31 00:00:00+00:00,2025-10-31 00:05:00+00:00,1
249,1,2025-11-03 12:20:00+00:00,2025-11-03 15:25:00+00:00,108100.0,106916.9,111649.30000000002,106916.9,0.0109444958371878,-1.0,-1.1827402586425484,-0.0109444958371878,-0.0129444958371878,stop,38,2025-11-03 11:00:00+00:00,2025-11-03 12:00:00+00:00,2025-11-03 12:20:00+00:00,4
250,1,2025-11-07 17:05:00+00:00,2025-11-07 17:30:00+00:00,101020.9,100473.9,102661.9,102661.9,0.0054147211121658,3.0,2.630636563071298,0.0162441633364976,0.0142441633364976,target,6,2025-11-07 16:00:00+00:00,2025-11-07 17:00:00+00:00,2025-11-07 17:05:00+00:00,1
251,1,2025-11-13 06:05:00+00:00,2025-11-13 14:35:00+00:00,102929.5,101726.5,106538.5,101726.5,0.0116876114233528,-1.0,-1.1711213632585205,-0.0116876114233528,-0.0136876114233528,stop,103,2025-11-13 05:00:00+00:00,2025-11-13 06:00:00+00:00,2025-11-13 06:05:00+00:00,1
252,1,2025-11-14 16:30:00+00:00,2025-11-14 17:50:00+00:00,96912.0,95800.0,100248.0,95800.0,0.0114743272246986,-1.0,-1.1743021582733812,-0.0114743272246986,-0.0134743272246986,stop,17,2025-11-14 15:00:00+00:00,2025-11-14 16:00:00+00:00,2025-11-14 16:30:00+00:00,6
253,1,2025-11-17 01:05:00+00:00,2025-11-17 13:45:00+00:00,95266.4,93733.3,99865.69999999995,93733.3,0.0160927672295792,-1.0,-1.1242794338268876,-0.0160927672295792,-0.0180927672295792,stop,153,2025-11-17 00:00:00+00:00,2025-11-17 01:00:00+00:00,2025-11-17 01:05:00+00:00,1
254,1,2025-11-18 08:40:00+00:00,2025-11-19 17:10:00+00:00,91215.3,89313.0,96922.2,89313.0,0.0208550539218749,-1.0,-1.095900015770383,-0.0208550539218749,-0.0228550539218749,stop,391,2025-11-18 07:00:00+00:00,2025-11-18 08:00:00+00:00,2025-11-18 08:40:00+00:00,8
255,1,2025-11-19 22:05:00+00:00,2025-11-20 16:00:00+00:00,90412.4,89415.3,93403.69999999995,89415.3,0.011028354517743,-1.0,-1.1813507170795323,-0.011028354517743,-0.013028354517743,stop,216,2025-11-19 21:00:00+00:00,2025-11-19 22:00:00+00:00,2025-11-19 22:05:00+00:00,1
256,1,2025-11-21 14:40:00+00:00,2025-11-21 15:35:00+00:00,84824.8,83066.8,90098.8,83066.8,0.0207250709698107,-1.0,-1.0965014789533565,-0.0207250709698107,-0.0227250709698107,stop,12,2025-11-21 13:00:00+00:00,2025-11-21 14:00:00+00:00,2025-11-21 14:40:00+00:00,8
