bar,source,symbol,n_bars,first,last,age_hours,n_gaps,max_gap_hours,zero_vol_share,spike_bars,ohlc_bad,flagged,reasons,blacklist_candidate
5m,gate,SOXL_USDT,10439,2026-05-29,2026-07-04 19:00,117.6,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,SPACE_USDT,42077,2026-01-23,2026-06-18 14:20,506.3,0,0.08,0.004,0,0,True,stale>48.0h,False
5m,okx,SPACE_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,SPX_USDT,9201,2026-06-02,2026-07-04 19:00,117.6,0,0.08,0.0967,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,SUI_USDT,10439,2026-05-29,2026-07-04 19:00,117.6,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,SUI_USDT,52327,2025-12-18,2026-06-18 13:20,507.3,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,TAC_USDT,10439,2026-05-29,2026-07-04 19:00,117.6,1,0.17,0.3428,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,TAG_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.2233,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,TAIKO_USDT,10188,2026-05-30,2026-07-04 19:00,117.6,1,0.17,0.4448,2,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,TAKE_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.3778,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,TAO_USDT,10437,2026-05-29,2026-07-04 19:00,117.6,2,0.17,0.0068,0,0,True,stale>48.0h,False
5m,gate,TA_USDT,9201,2026-06-02,2026-07-04 19:00,117.6,0,0.08,0.1494,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,THE_USDT,9201,2026-06-02,2026-07-04 19:00,117.6,0,0.08,0.497,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,TIA_USDT,52327,2025-12-18,2026-06-18 14:25,506.2,0,0.08,0.0031,0,0,True,stale>48.0h,False
5m,gate,TLM_USDT,9646,2026-06-01,2026-07-04 18:55,117.7,0,0.08,0.2972,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,TOWNS_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.7317,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,TRB_USDT,9201,2026-06-02,2026-07-04 19:00,117.6,0,0.08,0.3352,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,TRIA_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,TRUMP_USDT,9646,2026-06-01,2026-07-04 19:00,117.6,0,0.08,0.0093,0,0,True,stale>48.0h,False
5m,okx,TRUMP_USDT,52327,2025-12-18,2026-06-18 13:45,506.9,0,0.08,0.0007,0,0,True,stale>48.0h,False
5m,gate,TRX_USDT,10182,2026-05-30,2026-07-04 19:00,117.6,1,0.17,0.0529,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,TRX_USDT,52327,2025-12-18,2026-06-18 13:15,507.4,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,TRX_USDT_SWAP,57699,2025-12-20,2026-07-08 18:20,22.3,0,0.08,0.0001,0,0,False,,False
5m,gate,TSTBSC_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.6289,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,TURBO_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,UAI_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.0989,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,UB_USDT,10439,2026-05-29,2026-07-04 19:00,117.6,1,0.17,0.0076,0,0,True,stale>48.0h,False
5m,okx,UB_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,UNI_USDT,10438,2026-05-29,2026-07-04 19:00,117.6,2,0.17,0.0123,0,0,True,stale>48.0h,False
5m,okx,UNI_USDT,52327,2025-12-18,2026-06-18 13:20,507.3,0,0.08,0.0012,0,0,True,stale>48.0h,False
5m,gate,UP_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.2756,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,UP_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.01,0,0,True,stale>48.0h,False
5m,gate,US_USDT,9012,2026-06-01,2026-07-02 14:10,170.5,0,0.08,0.0448,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,gate,VANRY_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.2861,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,VELODROME_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.4811,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,VELVET_USDT,11159,2026-05-27,2026-07-04 19:00,117.6,1,0.17,0.133,1,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,VIRTUAL_USDT,9455,2026-06-01,2026-07-04 03:05,133.5,0,0.08,0.0235,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,okx,VIRTUAL_USDT,6535,2026-05-25,2026-06-17 09:10,535.5,0,0.08,0.0291,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,gate,VVV_USDT,9646,2026-06-01,2026-07-04 19:00,117.6,0,0.08,0.0027,0,0,True,stale>48.0h,False
5m,okx,VVV_USDT_SWAP,444,2026-07-03,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,WIF_USDT,10438,2026-05-29,2026-07-04 19:00,117.6,1,0.17,0.0389,0,0,True,zero_vol>0.02|stale>48.0h,False
5m,gate,WLD_USDT,10438,2026-05-29,2026-07-04 18:55,117.7,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,WLD_USDT,52327,2025-12-18,2026-06-18 13:05,507.5,0,0.08,0.0007,0,0,True,stale>48.0h,False
5m,okx,WLD_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,WLFI_USDT,10438,2026-05-29,2026-07-04 19:00,117.6,2,0.17,0.0174,0,0,True,stale>48.0h,False
5m,okx,WLFI_USDT,52327,2025-12-18,2026-06-18 14:05,506.5,0,0.08,0.0044,0,0,True,stale>48.0h,False
5m,okx,WLFI_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,W_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,XLM_USDT,10437,2026-05-29,2026-07-04 19:00,117.6,2,0.17,0.0014,0,0,True,stale>48.0h,False
5m,okx,XLM_USDT,52327,2025-12-18,2026-06-18 13:15,507.4,0,0.08,0.0014,0,0,True,stale>48.0h,False
5m,okx,XLM_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,XNY_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.1939,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,XPL_USDT,10187,2026-05-30,2026-07-04 19:00,117.6,1,0.17,0.0008,0,0,True,stale>48.0h,False
5m,okx,XPL_USDT,52327,2025-12-18,2026-06-18 13:10,507.5,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,XPL_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,gate,XRP_USDT,10438,2026-05-29,2026-07-04 18:55,117.7,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,XRP_USDT,52327,2025-12-18,2026-06-18 13:05,507.5,0,0.08,0.0,0,0,True,stale>48.0h,False
5m,okx,XRP_USDT_SWAP,57699,2025-12-20,2026-07-08 18:10,22.5,0,0.08,0.0,0,0,False,,False
5m,okx,ZAMA_USDT,26407,2026-03-18,2026-06-18 09:35,511.0,0,0.08,0.0648,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,ZBT_USDT,9012,2026-06-01,2026-07-02 14:10,170.5,0,0.08,0.186,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,ZEC_USDT,10438,2026-05-29,2026-07-04 18:55,117.7,1,0.17,0.0,0,0,True,stale>48.0h,False
5m,okx,ZEC_USDT,52327,2025-12-18,2026-06-18 13:10,507.5,0,0.08,0.0044,0,0,True,stale>48.0h,False
5m,gate,ZEREBRO_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.1311,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,ZETA_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.3689,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,ZETA_USDT_SWAP,899,2026-07-01,2026-07-04 19:00,117.6,0,0.08,0.0078,0,0,True,stale>48.0h,False
5m,okx,ZIL_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0044,0,0,True,stale>48.0h,False
5m,gate,ZKP_USDT,9201,2026-06-02,2026-07-04 19:00,117.6,0,0.08,0.4037,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,ZKP_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0044,0,0,True,stale>48.0h,False
5m,okx,ZK_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0011,0,0,True,stale>48.0h,False
5m,okx,ZRO_USDT,17767,2026-04-17,2026-06-18 02:45,517.9,0,0.08,0.0986,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,ZRX_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.5178,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,okx,ZRX_USDT_SWAP,899,2026-07-01,2026-07-04 18:55,117.7,0,0.08,0.0512,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,币安人生_USDT,9646,2026-06-01,2026-07-04 19:00,117.6,0,0.08,0.1153,0,0,True,zero_vol>0.02|stale>48.0h,True
5m,gate,我踏马来了_USDT,1800,2026-06-28,2026-07-04 19:00,117.6,1,0.17,0.3394,0,0,True,zero_vol>0.02|stale>48.0h,True
