event_key,stream_key,venue,symbol,asset,timeframe_min,original_entry_time,original_exit_time,original_entry_price,original_entry_i,original_exit_i,original_net_r,period,cache_entry_i,cache_exit_i,arm,status,adds_count,quantity_model,real_exchange_solvency,final_balance,min_maintenance_buffer,min_initial_margin_buffer,opening_fees,closing_fee,optimizer_exit_i,optimizer_exit_price,optimizer_exit_bar_open,selected_trades,failed_trades,asset_complete
binance_30m_4158666b29c2b6a0:52109:1,binance_30m_4158666b29c2b6a0,binance,1000PEPEUSDT,1000PEPE,30,2026-08-19 15:00:00+00:00,2026-08-22 05:00:00+00:00,0.002651,52110,52234,20.22201574803143,later,34134,34258,one,conditional_optimal,1,continuous,unknown,4478.317264483229,0.0100000099997714,52.55276102645743,11.020233987030007,15.42499648198225,123,0.0045632,2026-08-22T04:30:00+00:00,1,0,True
binance_30m_4158666b29c2b6a0:52109:1,binance_30m_4158666b29c2b6a0,binance,1000PEPEUSDT,1000PEPE,30,2026-08-19 15:00:00+00:00,2026-08-22 05:00:00+00:00,0.002651,52110,52234,20.22201574803143,later,34134,34258,two,conditional_optimal,2,continuous,unknown,10362.527123035816,0.0100000099964745,52.55276102645743,42.78958320153646,53.14804795572954,123,0.0045632,2026-08-22T04:30:00+00:00,1,0,True
binance_60m_cdfe540094978f08:23003:1,binance_60m_cdfe540094978f08,binance,1000RATSUSDT,1000RATS,60,2026-07-31 02:00:00+00:00,2026-08-01 02:00:00+00:00,0.0272,23004,23028,28.19157894736854,later,16658,16682,none,conditional_optimal,0,continuous,unknown,2276.3004473533383,0.0100000099999135,59.94804506696109,1.540459805116881,3.7220227350103463,22,0.06572,2026-08-01T00:00:00+00:00,1,0,True
binance_60m_cdfe540094978f08:23003:1,binance_60m_cdfe540094978f08,binance,1000RATSUSDT,1000RATS,60,2026-07-31 02:00:00+00:00,2026-08-01 02:00:00+00:00,0.0272,23004,23028,28.19157894736854,later,16658,16682,one,conditional_optimal,1,continuous,unknown,8134.05358099946,0.0100000099988051,59.94804506696109,8.215808501059438,16.27435224280276,22,0.06572,2026-08-01T00:00:00+00:00,1,0,True
binance_60m_cdfe540094978f08:23003:1,binance_60m_cdfe540094978f08,binance,1000RATSUSDT,1000RATS,60,2026-07-31 02:00:00+00:00,2026-08-01 02:00:00+00:00,0.0272,23004,23028,28.19157894736854,later,16658,16682,two,conditional_optimal,2,continuous,unknown,18158.03976829462,0.0100000099846511,59.94804506696109,64.89123813666797,83.09726640950876,22,0.06572,2026-08-01T00:00:00+00:00,1,0,True
binance_30m_6bebd440a31d52ba:3922:1,binance_30m_6bebd440a31d52ba,binance,1MBABYDOGEUSDT,1MBABYDOGE,30,2024-12-07 05:30:00+00:00,2024-12-09 21:00:00+00:00,0.0025591,3923,4050,25.08298811881189,earlier,3923,4050,none,conditional_optimal,0,continuous,unknown,2162.00580734425,0.0100000099999277,62.77422274643618,1.4317606635986084,3.498696928534992,106,0.0062535,2024-12-09T10:30:00+00:00,1,0,True
binance_30m_6bebd440a31d52ba:3922:1,binance_30m_6bebd440a31d52ba,binance,1MBABYDOGEUSDT,1MBABYDOGE,30,2024-12-07 05:30:00+00:00,2024-12-09 21:00:00+00:00,0.0025591,3923,4050,25.08298811881189,earlier,3923,4050,one,conditional_optimal,1,continuous,unknown,10565.626043171707,0.0100000099987482,62.77422274643618,17.783611718893425,28.295316690474497,106,0.0062535,2024-12-09T10:30:00+00:00,1,0,True
binance_30m_6bebd440a31d52ba:3922:1,binance_30m_6bebd440a31d52ba,binance,1MBABYDOGEUSDT,1MBABYDOGE,30,2024-12-07 05:30:00+00:00,2024-12-09 21:00:00+00:00,0.0025591,3923,4050,25.08298811881189,earlier,3923,4050,two,conditional_optimal,2,continuous,unknown,30169.210276913727,0.0100000099991461,62.77422274643618,56.88217585641961,87.09536367286262,106,0.0062535,2024-12-09T10:30:00+00:00,1,0,True
okx_30m_7be0d25a9677420f:52013:1,okx_30m_7be0d25a9677420f,okx,AAVE-USDT-SWAP,AAVE,30,2026-08-17 15:00:00+00:00,2026-08-22 05:00:00+00:00,87.85,52014,52234,19.938653846153997,later,34038,34258,none,conditional_optimal,0,continuous,unknown,823.0323068262137,0.0100000099998283,59.71325674591121,1.549490125157261,2.276348270379011,217,129.06,2026-08-22T03:30:00+00:00,2,0,True
okx_30m_7be0d25a9677420f:52013:1,okx_30m_7be0d25a9677420f,okx,AAVE-USDT-SWAP,AAVE,30,2026-08-17 15:00:00+00:00,2026-08-22 05:00:00+00:00,87.85,52014,52234,19.938653846153997,later,34038,34258,one,conditional_optimal,1,continuous,unknown,2158.747017159562,0.0100000099993735,59.71325674591121,7.683822187512617,9.760013039899592,217,129.06,2026-08-22T03:30:00+00:00,2,0,True
okx_30m_7be0d25a9677420f:52013:1,okx_30m_7be0d25a9677420f,okx,AAVE-USDT-SWAP,AAVE,30,2026-08-17 15:00:00+00:00,2026-08-22 05:00:00+00:00,87.85,52014,52234,19.938653846153997,later,34038,34258,two,conditional_optimal,2,continuous,unknown,3909.6941854224337,0.0100000099996009,59.71325674591121,16.60343987473764,20.450187687722533,217,129.06,2026-08-22T03:30:00+00:00,2,0,True
binance_30m_7997bbc4f887d3a5:23365:1,binance_30m_7997bbc4f887d3a5,binance,ACEUSDT,ACE,30,2025-04-18 05:00:00+00:00,2025-04-22 02:30:00+00:00,0.4593,23366,23553,15.217887850467402,earlier,10690,10877,none,conditional_optimal,0,continuous,unknown,1269.1020062771904,0.0100000099997146,57.155138543327645,1.6478792867950909,2.8214506229820584,166,0.7864,2025-04-21T16:00:00+00:00,1,0,True
binance_30m_7997bbc4f887d3a5:23365:1,binance_30m_7997bbc4f887d3a5,binance,ACEUSDT,ACE,30,2025-04-18 05:00:00+00:00,2025-04-22 02:30:00+00:00,0.4593,23366,23553,15.217887850467402,earlier,10690,10877,one,conditional_optimal,1,continuous,unknown,4043.991065306247,0.0100000099986345,57.155138543327645,9.122311226284138,13.0885131159326,166,0.7864,2025-04-21T16:00:00+00:00,1,0,True
binance_30m_7997bbc4f887d3a5:23365:1,binance_30m_7997bbc4f887d3a5,binance,ACEUSDT,ACE,30,2025-04-18 05:00:00+00:00,2025-04-22 02:30:00+00:00,0.4593,23366,23553,15.217887850467402,earlier,10690,10877,two,conditional_optimal,2,continuous,unknown,9422.896986960552,0.0100000099932913,57.155138543327645,31.035716371141454,40.43007915362678,166,0.7864,2025-04-21T16:00:00+00:00,1,0,True
okx_30m_8e37f0bf44dd301b:43643:1,okx_30m_8e37f0bf44dd301b,okx,ACH-USDT-SWAP,ACH,30,2026-08-19 14:30:00+00:00,2026-08-22 05:00:00+00:00,0.004196,43644,43769,22.331902439024248,later,34133,34258,none,conditional_optimal,0,continuous,unknown,645.5236484751779,0.0100000099998567,50.00500000499993,1.9228846151923105,2.4728039522349157,124,0.005396,2026-08-22T04:30:00+00:00,2,0,True
okx_30m_8e37f0bf44dd301b:43643:1,okx_30m_8e37f0bf44dd301b,okx,ACH-USDT-SWAP,ACH,30,2026-08-19 14:30:00+00:00,2026-08-22 05:00:00+00:00,0.004196,43644,43769,22.331902439024248,later,34133,34258,one,conditional_optimal,1,continuous,unknown,1255.423210116713,0.0100000099998567,50.00500000499993,6.519979031772977,7.689611832754218,124,0.005396,2026-08-22T04:30:00+00:00,2,0,True
okx_30m_8e37f0bf44dd301b:43643:1,okx_30m_8e37f0bf44dd301b,okx,ACH-USDT-SWAP,ACH,30,2026-08-19 14:30:00+00:00,2026-08-22 05:00:00+00:00,0.004196,43644,43769,22.331902439024248,later,34133,34258,two,conditional_optimal,2,continuous,unknown,1899.575023129241,0.0100000099990893,50.00500000499993,13.705357971416667,15.534172525042369,124,0.005396,2026-08-22T04:30:00+00:00,2,0,True
okx_30m_eb8c0ec85e91866e:19104:1,okx_30m_eb8c0ec85e91866e,okx,ACT-USDT-SWAP,ACT,30,2025-12-17 12:00:00+00:00,2025-12-21 11:30:00+00:00,0.02143,19105,19296,21.762616541353296,later,19105,19296,none,conditional_optimal,0,continuous,unknown,1679.1220659650637,0.0100000099998283,59.06808596397891,1.574304386000811,3.1581589152671428,154,0.04299,2025-12-20T17:00:00+00:00,2,0,True
okx_30m_eb8c0ec85e91866e:19104:1,okx_30m_eb8c0ec85e91866e,okx,ACT-USDT-SWAP,ACT,30,2025-12-17 12:00:00+00:00,2025-12-21 11:30:00+00:00,0.02143,19105,19296,21.762616541353296,later,19105,19296,one,conditional_optimal,1,continuous,unknown,6711.769700737174,0.0100000099996577,59.06808596397891,12.00489739796186,18.64731931541241,154,0.04299,2025-12-20T17:00:00+00:00,2,0,True
okx_30m_eb8c0ec85e91866e:19104:1,okx_30m_eb8c0ec85e91866e,okx,ACT-USDT-SWAP,ACT,30,2025-12-17 12:00:00+00:00,2025-12-21 11:30:00+00:00,0.02143,19105,19296,21.762616541353296,later,19105,19296,two,conditional_optimal,2,continuous,unknown,18126.43666171829,0.0100000099993735,59.06808596397891,52.00362868515596,70.15222119675616,154,0.04299,2025-12-20T17:00:00+00:00,2,0,True
okx_30m_12fa0e76f9dd2f40:9423:1,okx_30m_12fa0e76f9dd2f40,okx,ACU-USDT-SWAP,ACU,30,2026-08-07 15:00:00+00:00,2026-08-10 02:30:00+00:00,0.08018,9424,9543,11.89759183673476,later,9424,9543,none,conditional_optimal,0,continuous,unknown,549.6170880230435,0.0100000099998567,57.86852593831412,1.6204413100648412,2.0737525919899396,107,0.10261,2026-08-09T20:30:00+00:00,1,0,True
okx_30m_12fa0e76f9dd2f40:9423:1,okx_30m_12fa0e76f9dd2f40,okx,ACU-USDT-SWAP,ACU,30,2026-08-07 15:00:00+00:00,2026-08-10 02:30:00+00:00,0.08018,9424,9543,11.89759183673476,later,9424,9543,one,conditional_optimal,1,continuous,unknown,1051.5137447168674,0.0100000099998567,57.86852593831412,5.073257329917299,6.035880212176259,107,0.10261,2026-08-09T20:30:00+00:00,1,0,True
okx_30m_12fa0e76f9dd2f40:9423:1,okx_30m_12fa0e76f9dd2f40,okx,ACU-USDT-SWAP,ACU,30,2026-08-07 15:00:00+00:00,2026-08-10 02:30:00+00:00,0.08018,9424,9543,11.89759183673476,later,9424,9543,two,conditional_optimal,2,continuous,unknown,1608.8427531314194,0.0100000099949966,57.86852593831412,12.880473160086378,14.41661299937726,107,0.10261,2026-08-09T20:30:00+00:00,1,0,True
binance_30m_6f3ea426536b19d3:22071:1,binance_30m_6f3ea426536b19d3,binance,ACXUSDT,ACX,30,2026-03-11 11:00:00+00:00,2026-03-12 08:30:00+00:00,0.03515,22072,22115,11.11979999999999,later,22072,22115,none,conditional_optimal,0,continuous,unknown,1473.9144079770738,0.0100000099999704,61.26682279426378,1.4897375848360084,2.8680097401380564,29,0.06767,2026-03-12T01:30:00+00:00,1,0,True
binance_30m_6f3ea426536b19d3:22071:1,binance_30m_6f3ea426536b19d3,binance,ACXUSDT,ACX,30,2026-03-11 11:00:00+00:00,2026-03-12 08:30:00+00:00,0.03515,22072,22115,11.11979999999999,later,22072,22115,one,conditional_optimal,1,continuous,unknown,3952.185237626413,0.0100000099989188,61.26682279426378,8.806289025029834,12.67996051219347,29,0.06767,2026-03-12T01:30:00+00:00,1,0,True
binance_30m_6f3ea426536b19d3:22071:1,binance_30m_6f3ea426536b19d3,binance,ACXUSDT,ACX,30,2026-03-11 11:00:00+00:00,2026-03-12 08:30:00+00:00,0.03515,22072,22115,11.11979999999999,later,22072,22115,two,conditional_optimal,2,continuous,unknown,7859.023351985518,0.0100000099880617,61.26682279426378,33.50777989824263,41.341652682809205,29,0.06767,2026-03-12T01:30:00+00:00,1,0,True
binance_240m_4cd0a68b30b5fe39:2605:1,binance_240m_4cd0a68b30b5fe39,binance,ADAUSDT,ADA,240,2024-11-06 08:00:00+00:00,2024-12-09 20:00:00+00:00,0.3598,2606,2807,20.532739393939412,earlier,464,665,none,conditional_optimal,0,continuous,unknown,3725.828106619079,0.0100000099997998,64.94211460105045,1.348380207651906,4.980537231710348,160,1.329,2024-12-03T00:00:00+00:00,5,0,True
binance_240m_4cd0a68b30b5fe39:2605:1,binance_240m_4cd0a68b30b5fe39,binance,ADAUSDT,ADA,240,2024-11-06 08:00:00+00:00,2024-12-09 20:00:00+00:00,0.3598,2606,2807,20.532739393939412,earlier,464,665,one,conditional_optimal,1,continuous,unknown,24701.535133002853,0.0100000099997998,64.94211460105045,27.71375493210577,52.395399219259986,160,1.329,2024-12-03T00:00:00+00:00,5,0,True
binance_240m_4cd0a68b30b5fe39:2605:1,binance_240m_4cd0a68b30b5fe39,binance,ADAUSDT,ADA,240,2024-11-06 08:00:00+00:00,2024-12-09 20:00:00+00:00,0.3598,2606,2807,20.532739393939412,earlier,464,665,two,conditional_optimal,2,continuous,unknown,101854.4812396929,0.0100000099537282,64.94211460105045,236.30319074850323,338.6326077867314,160,1.329,2024-12-03T00:00:00+00:00,5,0,True
okx_30m_0017f1878074c036:23149:1,okx_30m_0017f1878074c036,okx,AEVO-USDT-SWAP,AEVO,30,2025-07-08 17:30:00+00:00,2025-07-11 21:00:00+00:00,0.08295,23150,23301,10.311476014760188,earlier,14603,14754,none,conditional_optimal,0,continuous,unknown,960.7737910866048,0.0100000099999277,52.611509789055795,1.8226342388824697,2.6879185827907475,120,0.12233,2025-07-11T05:30:00+00:00,2,0,True
okx_30m_0017f1878074c036:23149:1,okx_30m_0017f1878074c036,okx,AEVO-USDT-SWAP,AEVO,30,2025-07-08 17:30:00+00:00,2025-07-11 21:00:00+00:00,0.08295,23150,23301,10.311476014760188,earlier,14603,14754,one,conditional_optimal,1,continuous,unknown,2488.5317701874906,0.010000009999544,52.611509789055795,8.431139045227154,10.838940895355227,120,0.12233,2025-07-11T05:30:00+00:00,2,0,True
okx_30m_0017f1878074c036:23149:1,okx_30m_0017f1878074c036,okx,AEVO-USDT-SWAP,AEVO,30,2025-07-08 17:30:00+00:00,2025-07-11 21:00:00+00:00,0.08295,23150,23301,10.311476014760188,earlier,14603,14754,two,conditional_optimal,2,continuous,unknown,4550.468963787881,0.0100000099971566,52.611509789055795,25.893166129853487,30.39992818795918,120,0.12233,2025-07-11T05:30:00+00:00,2,0,True
binance_60m_b0971bbaabf2e857:2639:1,binance_60m_b0971bbaabf2e857,binance,AI16ZUSDT,AI16Z,60,2025-04-22 14:00:00+00:00,2025-04-30 03:00:00+00:00,0.1462,2640,2821,10.01361494719741,earlier,2640,2821,none,conditional_optimal,0,continuous,unknown,2209.6475661468835,0.010000009999743,56.04108254837457,1.6907275942932856,3.8058717597942566,163,0.3291,2025-04-29T09:00:00+00:00,1,0,True
binance_60m_b0971bbaabf2e857:2639:1,binance_60m_b0971bbaabf2e857,binance,AI16ZUSDT,AI16Z,60,2025-04-22 14:00:00+00:00,2025-04-30 03:00:00+00:00,0.1462,2640,2821,10.01361494719741,earlier,2640,2821,one,conditional_optimal,1,continuous,unknown,9573.370091973447,0.0100000099993167,56.04108254837457,13.130820023144622,22.639960896037252,163,0.3291,2025-04-29T09:00:00+00:00,1,0,True
binance_60m_b0971bbaabf2e857:2639:1,binance_60m_b0971bbaabf2e857,binance,AI16ZUSDT,AI16Z,60,2025-04-22 14:00:00+00:00,2025-04-30 03:00:00+00:00,0.1462,2640,2821,10.01361494719741,earlier,2640,2821,two,conditional_optimal,2,continuous,unknown,27769.261976586105,0.010000009995565,56.04108254837457,89.5064911185497,117.38264222848284,163,0.3291,2025-04-29T09:00:00+00:00,1,0,True
gate_30m_b0318fc8a35ed904:2905:1,gate_30m_b0318fc8a35ed904,gate,AIGENSYN_USDT,AIGENSYN,30,2026-06-29 03:00:00+00:00,2026-06-30 09:30:00+00:00,0.02315,2906,2967,11.121688311688317,later,2906,2967,none,conditional_optimal,0,continuous,unknown,1118.357374604804,0.0100000099999704,65.12589830857249,1.3413116035164427,2.3633736633881512,49,0.04079,2026-06-30T03:30:00+00:00,1,0,True
gate_30m_b0318fc8a35ed904:2905:1,gate_30m_b0318fc8a35ed904,gate,AIGENSYN_USDT,AIGENSYN,30,2026-06-29 03:00:00+00:00,2026-06-30 09:30:00+00:00,0.02315,2906,2967,11.121688311688317,later,2906,2967,one,conditional_optimal,1,continuous,unknown,3696.252288579508,0.0100000099984072,65.12589830857249,7.113914854824447,10.728009067326106,49,0.04079,2026-06-30T03:30:00+00:00,1,0,True
gate_30m_b0318fc8a35ed904:2905:1,gate_30m_b0318fc8a35ed904,gate,AIGENSYN_USDT,AIGENSYN,30,2026-06-29 03:00:00+00:00,2026-06-30 09:30:00+00:00,0.02315,2906,2967,11.121688311688317,later,2906,2967,two,conditional_optimal,2,continuous,unknown,6785.239145137191,0.010000009990108,65.12589830857249,33.203468927709125,39.96187341518922,53,0.04064,2026-06-30T05:30:00+00:00,1,0,True
binance_30m_c5605f3ca4af54aa:13173:1,binance_30m_c5605f3ca4af54aa,binance,AINUSDT,AIN,30,2026-04-10 22:00:00+00:00,2026-04-12 03:00:00+00:00,0.05844,13174,13232,19.375462686567264,later,13174,13232,none,conditional_optimal,0,continuous,unknown,1801.4976017694448,0.0100000099998283,53.49080229691488,1.7888152962725046,3.495597310648871,57,0.1142,2026-04-12T02:30:00+00:00,1,0,True
binance_30m_c5605f3ca4af54aa:13173:1,binance_30m_c5605f3ca4af54aa,binance,AINUSDT,AIN,30,2026-04-10 22:00:00+00:00,2026-04-12 03:00:00+00:00,0.05844,13174,13232,19.375462686567264,later,13174,13232,one,conditional_optimal,1,continuous,unknown,6597.107751911257,0.0100000099970429,53.49080229691488,10.726769890926391,17.251856268997575,57,0.1142,2026-04-12T02:30:00+00:00,1,0,True
binance_30m_c5605f3ca4af54aa:13173:1,binance_30m_c5605f3ca4af54aa,binance,AINUSDT,AIN,30,2026-04-10 22:00:00+00:00,2026-04-12 03:00:00+00:00,0.05844,13174,13232,19.375462686567264,later,13174,13232,two,conditional_optimal,2,continuous,unknown,16977.040020947054,0.0100000099714634,53.49080229691488,68.16465588861853,85.19505562107527,56,0.11399,2026-04-12T02:00:00+00:00,1,0,True
binance_30m_87e70569aa53b65c:4584:1,binance_30m_87e70569aa53b65c,binance,AIOTUSDT,AIOT,30,2025-08-04 01:00:00+00:00,2025-08-09 06:00:00+00:00,0.40038,4585,4835,17.260078914919852,earlier,4585,4835,none,conditional_optimal,0,continuous,unknown,1115.5080939067898,0.0100000099997714,60.04092706575547,1.5368874205478662,2.5564888907659697,246,0.666,2025-08-09T04:00:00+00:00,2,0,True
binance_30m_87e70569aa53b65c:4584:1,binance_30m_87e70569aa53b65c,binance,AIOTUSDT,AIOT,30,2025-08-04 01:00:00+00:00,2025-08-09 06:00:00+00:00,0.40038,4585,4835,17.260078914919852,earlier,4585,4835,one,conditional_optimal,1,continuous,unknown,3287.386919253355,0.0100000099994304,60.04092706575547,11.749314423278786,14.963414071026444,246,0.666,2025-08-09T04:00:00+00:00,2,0,True
binance_30m_87e70569aa53b65c:4584:1,binance_30m_87e70569aa53b65c,binance,AIOTUSDT,AIOT,30,2025-08-04 01:00:00+00:00,2025-08-09 06:00:00+00:00,0.40038,4585,4835,17.260078914919852,earlier,4585,4835,two,conditional_optimal,2,continuous,unknown,7598.890074457307,0.010000009993746,60.04092706575547,27.027918282032076,34.58842469947089,246,0.666,2025-08-09T04:00:00+00:00,2,0,True
binance_60m_b0be76eeffdb87ca:11087:1,binance_60m_b0be76eeffdb87ca,binance,ALCHUSDT,ALCH,60,2026-04-14 12:00:00+00:00,2026-04-15 23:00:00+00:00,0.06521,11088,11123,10.603509433962309,later,11088,11123,none,conditional_optimal,0,continuous,unknown,997.021957131119,0.0100000099996577,61.52619619797663,1.479761684693207,2.380644047556576,27,0.10491,2026-04-15T15:00:00+00:00,1,0,True
binance_60m_b0be76eeffdb87ca:11087:1,binance_60m_b0be76eeffdb87ca,binance,ALCHUSDT,ALCH,60,2026-04-14 12:00:00+00:00,2026-04-15 23:00:00+00:00,0.06521,11088,11123,10.603509433962309,later,11088,11123,one,conditional_optimal,1,continuous,unknown,1830.1150089254072,0.0100000099970429,61.52619619797663,11.08051507210069,12.834545141239438,34,0.1028,2026-04-15T22:00:00+00:00,1,0,True
binance_60m_b0be76eeffdb87ca:11087:1,binance_60m_b0be76eeffdb87ca,binance,ALCHUSDT,ALCH,60,2026-04-14 12:00:00+00:00,2026-04-15 23:00:00+00:00,0.06521,11088,11123,10.603509433962309,later,11088,11123,two,conditional_optimal,2,continuous,unknown,3026.514129257034,0.0100000099970429,61.52619619797663,18.258906465760575,21.224904405889266,34,0.1028,2026-04-15T22:00:00+00:00,1,0,True
okx_240m_0b2fc4927ac4a2dd:2605:1,okx_240m_0b2fc4927ac4a2dd,okx,ALGO-USDT-SWAP,ALGO,240,2024-11-06 08:00:00+00:00,2024-11-26 08:00:00+00:00,0.1203,2606,2726,15.299345029239788,earlier,464,584,none,conditional_optimal,0,continuous,unknown,2537.8907665259817,0.0100000099999135,63.349186475329034,1.4096466740258062,3.8527998871129263,107,0.3288,2024-11-24T04:00:00+00:00,6,0,True
okx_240m_0b2fc4927ac4a2dd:2605:1,okx_240m_0b2fc4927ac4a2dd,okx,ALGO-USDT-SWAP,ALGO,240,2024-11-06 08:00:00+00:00,2024-11-26 08:00:00+00:00,0.1203,2606,2726,15.299345029239788,earlier,464,584,one,conditional_optimal,1,continuous,unknown,13503.58867365515,0.0100000099985209,63.349186475329034,22.00331906333176,35.46437543148172,107,0.3288,2024-11-24T04:00:00+00:00,6,0,True
okx_240m_0b2fc4927ac4a2dd:2605:1,okx_240m_0b2fc4927ac4a2dd,okx,ALGO-USDT-SWAP,ALGO,240,2024-11-06 08:00:00+00:00,2024-11-26 08:00:00+00:00,0.1203,2606,2726,15.299345029239788,earlier,464,584,two,conditional_optimal,2,continuous,unknown,47834.847380612366,0.010000009997384,63.349186475329034,77.69020800915061,125.62837397174388,107,0.3288,2024-11-24T04:00:00+00:00,6,0,True
binance_60m_b53bcab58427fa59:23036:1,binance_60m_b53bcab58427fa59,binance,ALICEUSDT,ALICE,60,2026-04-15 21:00:00+00:00,2026-04-18 08:00:00+00:00,0.115,23037,23096,12.288235294117662,later,14109,14168,none,conditional_optimal,0,continuous,unknown,1607.2229613877248,0.010000010000013,62.05000000379536,1.4596153844694089,2.971269230472075,58,0.2341,2026-04-18T07:00:00+00:00,1,0,True
binance_60m_b53bcab58427fa59:23036:1,binance_60m_b53bcab58427fa59,binance,ALICEUSDT,ALICE,60,2026-04-15 21:00:00+00:00,2026-04-18 08:00:00+00:00,0.115,23037,23096,12.288235294117662,later,14109,14168,one,conditional_optimal,1,continuous,unknown,4445.452027075515,0.0100000099999419,62.05000000379536,7.102657994076971,11.466679358505068,58,0.2341,2026-04-18T07:00:00+00:00,1,0,True
binance_60m_b53bcab58427fa59:23036:1,binance_60m_b53bcab58427fa59,binance,ALICEUSDT,ALICE,60,2026-04-15 21:00:00+00:00,2026-04-18 08:00:00+00:00,0.115,23037,23096,12.288235294117662,later,14109,14168,two,conditional_optimal,2,continuous,unknown,9594.138797291296,0.0100000099989188,62.05000000379536,15.213225658831028,24.747325006787943,58,0.2341,2026-04-18T07:00:00+00:00,1,0,True
