symbol,minutes,fold,policy,feature,group,n,mean_net_bp,median_net_bp,win_pct,pf,p90_net_bp,best_net_bp,worst_net_bp,top_realized_decile_sum_bp,rest_realized_mean_bp,top5_positive_share_pct,matched_n,controls_mean_net_bp,excess_bp,p,ci_low,ci_high,months
BTC,15,discovery,departure_signal,side,long,559,-9.14771372471521,-34.81916994557797,27.01252236135957,0.78226307892412,98.16912752291258,740.7637189878469,-383.6750847427539,14827.826517243077,-39.64492741423237,17.761836925526094,559,-12.241723595942966,3.0940098712277564,0.304,-8.358818182831106,15.162379674160984,24
BTC,15,discovery,departure_signal,side,short,532,-25.882092163279093,-37.690048771618066,21.804511278195488,0.45344619081912896,81.72534046575198,470.4740542397112,-485.589860569422,9354.466415502295,-48.376023946374005,16.771814861988812,532,-27.931245245057873,2.0491530817787775,0.37075,-8.625391592739234,13.885133655862287,24
BTC,15,discovery,departure_signal,zero_before,1,25,12.525719831638924,-24.00071939541391,36.0,1.4301125957629541,104.39046032470992,364.2480193008768,-99.18556410048127,791.3023499772698,-21.734516099377128,92.72805112278468,25,-18.111073432988256,30.636793264627176,0.081,-4.345399091524402,68.30822534712615,13
BTC,15,discovery,departure_signal,zero_before,2_to_8,446,-21.88585704575775,-37.86001740712084,25.784753363228702,0.5629639656810868,93.00444478574312,740.7637189878469,-485.589860569422,9860.037702254896,-48.93049861511935,19.554653543508806,446,-19.51510516693858,-2.3707518788191684,0.6765,-13.296065299141713,8.916929696862384,24
BTC,15,discovery,departure_signal,zero_before,9_plus,620,-15.21757380058596,-34.804338797334005,23.06451612903226,0.6316678866301307,81.26185404304246,696.0464508774833,-272.1518025456282,13556.366097551938,-41.20297823282299,17.987165479899307,620,-20.23553583907031,5.017962038484348,0.155,-4.352625667775424,14.758672501161653,24
BTC,15,discovery,departure_signal,breakout,yes,199,-18.441847060723212,-39.65007621446135,32.1608040201005,0.6815782878854483,126.73821625787299,740.7637189878469,-485.589860569422,5249.548066046252,-49.829472799609896,28.073690418472136,199,-14.627997483030875,-3.813849577692337,0.643,-23.76008651441059,16.949732845260094,24
BTC,15,discovery,departure_signal,breakout,no,892,-17.054840177013855,-35.306128435507716,22.757847533632287,0.5905290889020789,75.6644809194561,696.0464508774833,-412.44376115499466,18631.620041749167,-42.2001714210044,13.744237405200774,892,-21.066787512757585,4.011947335743724,0.147,-2.790809226293863,11.050692930637396,24
BTC,15,discovery,departure_signal,trend_aligned,yes,975,-17.034841705256227,-35.6712917948787,24.82051282051282,0.6205562534778147,89.27586388385474,740.7637189878469,-485.589860569422,22053.92672455017,-44.08540180977764,12.013139830235854,975,-19.135035622758075,2.1001939175018514,0.31575,-5.931561680182709,10.416798951752352,24
BTC,15,discovery,departure_signal,trend_aligned,no,116,-19.602365003064282,-37.67637676641287,21.551724137931032,0.5365207353700635,85.50094993797276,397.2617748543428,-175.59979033674787,2182.95648737952,-42.85414257437477,48.27623592743153,116,-26.257639899256713,6.655274896192426,0.27425,-14.13572990003898,28.90334570800043,24
BTC,15,discovery,departure_neutral,side,long,559,5.832415101908431,-43.859554930203416,26.29695885509839,1.1023048881134458,154.1665860158963,1789.7388220589016,-341.259539726676,29698.899870880086,-52.56178892428086,21.588807649990013,559,0.10912424597645261,5.723290855931979,0.225,-9.311455943074515,19.409760591991628,24
BTC,15,discovery,departure_neutral,side,short,532,-30.889060654134415,-54.06423011447224,20.676691729323306,0.5355538847333362,112.63182098836293,1042.1346375536323,-852.6279957294247,16549.14496982642,-69.00026200381993,21.861052975532985,532,-28.82459429753739,-2.064466356597031,0.59775,-18.266606375068502,12.568894323895941,24
BTC,15,discovery,departure_neutral,zero_before,1,25,43.99451413054869,-38.33729949142216,20.0,1.7301446526032378,100.05574132019049,1593.7275197308854,-245.33631889170013,2548.552876602728,-65.84954651540957,100.0,25,46.56338518539546,-2.5688710548467837,0.516,-124.25252601627855,157.21265011727584,13
BTC,15,discovery,departure_neutral,zero_before,2_to_8,446,-13.603927719480575,-54.75122098313077,26.00896860986547,0.8047306856305413,150.7603050543044,1789.7388220589016,-852.6279957294247,20799.195082688668,-66.99886993909476,25.3252618497537,446,-21.082066089465126,7.478138369984551,0.222,-11.573512273214448,26.009752573013092,24
BTC,15,discovery,departure_neutral,zero_before,9_plus,620,-13.23414728452916,-44.117923473226384,21.935483870967744,0.7633520279051932,121.7726115352094,1231.49347939421,-352.2031421264171,23026.99836363564,-55.97163025097441,19.562879425601004,620,-11.347043333100796,-1.8871039514283643,0.59775,-15.739509355456766,11.078666822235903,24
BTC,15,discovery,departure_neutral,breakout,yes,199,4.157109666080897,-48.722769322591105,32.663316582914575,1.0545411461527041,208.1319171915231,1789.7388220589016,-852.6279957294247,12705.027141259467,-66.35621406541546,40.10061064615502,199,-5.342722667308421,9.499832333389318,0.2025,-13.077212161466386,28.13059232132388,24
BTC,15,discovery,departure_neutral,breakout,no,892,-15.694983239442594,-49.05372594349642,21.524663677130047,0.7311988476015696,121.48586058897858,1788.2573469376096,-341.259539726676,33384.32519462835,-59.08260628954009,15.357434220365354,892,-15.931033522415555,0.2360502829729605,0.4905,-14.466008647606333,12.90642870248769,24
BTC,15,discovery,departure_neutral,trend_aligned,yes,975,-9.956656443185999,-48.810713611571174,24.205128205128204,0.8397264609224897,138.9558218810592,1789.7388220589016,-852.6279957294247,43573.2191125904,-60.7536592299849,14.910770637082951,975,-13.539402498674134,3.5827460554881325,0.2475,-6.813137322731809,12.925519550887953,24
BTC,15,discovery,departure_neutral,trend_aligned,no,116,-29.87000167177886,-52.795568878819516,18.103448275862068,0.48135583036212326,92.23171220801464,654.4572905917612,-219.37207569297843,2783.1499879645344,-60.07759790279694,56.342070122992695,116,-17.86867479811873,-12.001326873660126,0.785,-42.63479388693114,18.338731761028733,24
BTC,15,discovery,departure_opposite,side,long,559,11.008532628094425,-59.07309721175589,28.80143112701252,1.1380749234523737,300.53770892002103,2031.7786658167638,-559.2457798233496,41121.11302405478,-69.51758108339959,17.11695204631575,559,6.323988658796462,4.684543969297964,0.38975,-24.528048391470666,30.909703760234027,24
BTC,15,discovery,departure_opposite,side,short,532,-32.049998232296346,-70.9810521922993,25.0,0.6363376388740275,188.94676460781136,1351.960447987085,-820.5651639763278,24880.906078244632,-87.72281409587089,18.572952623920227,532,-26.80314263533257,-5.246855596963769,0.72425,-22.320743747379353,10.328142343603975,24
BTC,15,discovery,departure_opposite,zero_before,1,25,39.05707622327211,-85.37850252373856,24.0,1.446620358065878,399.28328301350405,1562.5424489889106,-559.2457798233496,2726.354495878729,-79.54216319531487,98.08819917399835,25,100.74608076585498,-61.68900454258288,0.702,-296.3648777747599,126.66797245392598,13
BTC,15,discovery,departure_opposite,zero_before,2_to_8,446,-16.134163744558542,-68.72919193133929,27.130044843049326,0.8298706114099683,208.90130207886716,1887.7956116679838,-820.5651639763278,28954.151616465075,-90.14959762228975,22.111092099542056,446,-20.75690909976204,4.622745355203497,0.38225,-28.12461159305674,37.731281297043864,24
BTC,15,discovery,departure_opposite,zero_before,9_plus,620,-7.544224509654135,-58.28882650089016,26.93548387096774,0.9004203017080625,219.93164064285784,2031.7786658167638,-512.4273797550738,34683.42442498891,-70.53914627414781,16.69072076228191,620,-6.427794810293887,-1.1164296993602472,0.5445,-19.58647626042896,14.662609667352045,24
BTC,15,discovery,departure_opposite,breakout,yes,199,17.40560104386213,-63.13358045433313,31.65829145728643,1.186254099315761,354.7932215000785,2031.7786658167638,-820.5651639763278,17727.550154775152,-79.68623210640553,37.24919640471367,199,2.1997068483857922,15.205894195476336,0.21325,-13.576369406686482,48.239609455980194,24
BTC,15,discovery,departure_opposite,breakout,no,892,-16.099264493503853,-63.269564100191225,25.89686098654709,0.8028952352493014,205.78706288669906,1737.155663151404,-559.2457798233496,48183.20613016583,-77.98472575856766,12.327739729148272,892,-12.513345162061077,-3.5859193314427733,0.581,-30.076725796736877,18.681158714533858,24
BTC,15,discovery,departure_opposite,trend_aligned,yes,975,-7.754190763185444,-63.628216844029396,27.487179487179485,0.9089791197312621,230.19196959631134,2031.7786658167638,-820.5651639763278,61746.58003352475,-79.02727027095845,11.499256100801949,975,-9.07612410531696,1.3219333421315176,0.4455,-17.294966349865426,17.806245708644642,24
BTC,15,discovery,departure_opposite,trend_aligned,no,116,-28.762873503198808,-59.761506950887764,22.413793103448278,0.6024470519305961,125.49963064638294,911.8445341495052,-375.9883290107457,4359.8090102646765,-74.00290708303595,58.24918279220799,116,-16.163286371083363,-12.599587132115442,0.78525,-47.74224854591976,17.195534436204227,24
BTC,15,replication,cross_signal,side,long,923,-18.111423947246703,-37.357229020162904,27.085590465872155,0.6093812912908935,92.58672720762111,913.9364125590155,-443.3968829146617,19775.86549257817,-43.967120236008284,12.57458809618917,923,-22.06898292808556,3.9575589808388583,0.122314453125,-1.8815505984856025,10.0836706721777,12
BTC,15,replication,cross_signal,side,short,919,-18.27788509786233,-39.87224387787201,26.22415669205658,0.6033131257378326,100.69996225226873,567.48386543655,-343.3410564131933,20120.97114474617,-44.64129087023174,10.36077016167276,919,-15.822426805928593,-2.4554582919337427,0.74560546875,-9.467167707780964,3.8550228354358667,12
BTC,15,replication,cross_signal,zero_before,0,1547,-20.08770083323023,-39.90329220795006,26.438267614738205,0.5804825959320855,96.47137867826099,913.9364125590155,-443.3968829146617,33244.38243572676,-46.2069365120215,7.186931503118983,1547,-18.419555407279297,-1.6681454259509354,0.79248046875,-5.465625468653044,2.1895557610028344,12
BTC,15,replication,cross_signal,zero_before,1,3,-10.482162805455943,-43.077408321184876,33.33333333333333,0.7072239286535456,52.15371706953434,75.96149841721413,-64.33057851239708,75.96149841721413,-53.70399341679098,100.0,3,-30.36906295931512,19.88690015385917,0.375,-102.44137576553847,144.95265627746795,3
BTC,15,replication,cross_signal,zero_before,2_to_8,30,15.872018333127176,-30.882622826485775,30.0,1.4477528048947867,119.02795225682158,787.8336913233719,-174.9094799744144,1263.128341517017,-29.146955241600057,94.97970060425813,30,-16.468620339497765,32.34063867262494,0.291015625,-33.97981328841859,120.3124819222717,11
BTC,15,replication,cross_signal,zero_before,9_plus,262,-11.004815193948348,-33.36922515914662,27.480916030534353,0.7085941072280422,79.2981343398605,558.6578011284638,-284.43445285659004,5353.033759623894,-35.04806527846111,29.21866694155375,262,-22.252913981478603,11.248098787530253,0.05810546875,-1.830586548079191,24.738855615463407,12
BTC,15,replication,cross_signal,breakout,yes,195,-10.89156512369732,-35.92585368362931,34.87179487179487,0.7668303863532667,123.76884108465693,539.355458755102,-443.3968829146617,4708.036511832345,-39.039381205447555,28.72043816058671,195,-18.460751382150278,7.569186258452956,0.256591796875,-13.847878979940628,27.312511396052397,12
BTC,15,replication,cross_signal,breakout,no,1647,-19.05911688471355,-38.553866278681056,25.683060109289617,0.5871391956848513,90.51217164753437,913.9364125590155,-369.49192482262026,35043.03997743574,-44.82685930267136,7.539797561750887,1647,-19.010707321039494,-0.048409563674055585,0.509033203125,-3.7787369607269796,3.4525983956321604,12
BTC,15,replication,cross_signal,trend_aligned,yes,789,-20.30096649876761,-34.806025261924205,22.9404309252218,0.5016512105410665,69.77553895834504,787.8336913233719,-343.3410564131933,13096.635421190005,-41.00577181509528,15.698362855294402,789,-25.758867737584644,5.457901238817035,0.09326171875,-1.0579280703684197,13.19508407951972,12
BTC,15,replication,cross_signal,trend_aligned,no,1053,-16.61610459707174,-41.59439293281995,29.439696106362774,0.6698657114764538,121.73498756890963,913.9364125590155,-443.3968829146617,26312.922015664382,-46.26154187579824,8.704594984776557,1053,-13.852549698306799,-2.7635548987649416,0.818603515625,-7.93117591104073,2.3070469982594872,12
BTC,15,replication,departure_signal,side,long,274,-14.480956028957692,-31.145734420720533,28.467153284671532,0.6299714505289266,75.44307176348202,787.8336913233719,-361.83791285102075,5065.01822074773,-36.71869988895178,31.442297657741054,274,-19.008673815948395,4.527717786990703,0.27880859375,-9.916012303543273,18.433833402054468,12
BTC,15,replication,departure_signal,side,short,265,-11.453733221125212,-36.699152631585164,26.41509433962264,0.737609327335908,111.57570976934214,509.41165194454686,-284.43445285659004,6722.912623766466,-41.00063835027163,25.696584361935493,265,-21.20729391509789,9.753560693972677,0.179931640625,-8.488148838059573,28.875821217950385,12
BTC,15,replication,departure_signal,zero_before,1,11,-21.442011697737104,-43.077408321184876,36.36363636363637,0.5448548612665065,74.23340957144033,75.96149841721413,-149.6596434359809,150.19490798865445,-42.89522629597362,100.0,11,-13.121615435542589,-8.320396262194514,0.58203125,-73.94837523686746,47.01308642701835,8
BTC,15,replication,departure_signal,zero_before,2_to_8,266,-14.601118594146671,-35.52654521011998,27.06766917293233,0.6730179391853549,92.74317486370755,787.8336913233719,-361.83791285102075,6418.318146999248,-43.10550499180862,31.888581082505485,266,-15.809999754132567,1.2088811599858986,0.45361328125,-16.73632570468452,21.28550476463065,12
BTC,15,replication,departure_signal,zero_before,9_plus,262,-11.004815193948348,-33.36922515914662,27.480916030534353,0.7085941072280422,79.2981343398605,558.6578011284638,-284.43445285659004,5353.033759623894,-35.04806527846111,29.21866694155375,262,-24.727144307941103,13.722329113992759,0.031982421875,1.4012930059161772,26.530401495476532,12
BTC,15,replication,departure_signal,breakout,yes,129,-27.229348421781108,-44.1808429661361,28.68217054263566,0.5194476672113865,98.0172495523578,431.15737306320347,-361.83791285102075,2762.2722475574915,-54.09360512040736,39.17517867484702,129,-22.983722976155114,-4.24562544562599,0.617919921875,-29.35877333129817,24.085016068858565,12
BTC,15,replication,departure_signal,breakout,no,410,-8.51325685151909,-31.684419942262217,27.073170731707318,0.7670102071759761,80.56889218353291,787.8336913233719,-195.31401285305947,9020.7657449555,-33.9056939134914,23.76287861446012,410,-19.179046949138513,10.665790097619427,0.1044921875,-3.6270646069692964,24.476783610924375,12
BTC,15,replication,departure_signal,trend_aligned,yes,471,-13.260974575700764,-33.59458311653072,26.53927813163482,0.6843203234522559,90.46870305280177,787.8336913233719,-361.83791285102075,10556.931516625638,-39.723050926195505,20.464440888638872,471,-20.06395984061649,6.802985264915725,0.162841796875,-5.328731554847495,19.587322586940182,12
BTC,15,replication,departure_signal,trend_aligned,no,68,-11.13385632908132,-35.30003278687797,33.82352941176471,0.6977537951866667,80.55634641001654,377.36369154714237,-234.88272047526235,1318.5870918474652,-34.02769380696712,65.477900429972,68,-20.267418060888755,9.133561731807431,0.21875,-14.33338299599021,28.38833499380661,12
BTC,15,replication,departure_neutral,side,long,274,-17.09508165890551,-46.63242590244974,26.277372262773724,0.7203271723863507,170.55379016125562,741.5685921886039,-690.4665571992119,9337.130966684846,-56.99668024888193,25.725719102156784,274,-22.085305750507708,4.990224091602199,0.207275390625,-6.6675729378930155,15.885102300329036,12
BTC,15,replication,departure_neutral,side,short,265,-23.549730544271082,-57.34501159652126,23.0188679245283,0.6462825753575133,126.48588299146498,697.4045435985365,-788.333894418014,9654.767476694546,-66.78758853330413,27.530008121246123,265,-36.009584175130875,12.4598536308598,0.04345703125,0.38844301191283565,24.620310410605104,12
BTC,15,replication,departure_neutral,zero_before,1,11,-93.33994023939013,-36.32242742253598,36.36363636363637,0.09704874004875355,29.403864241839287,64.61391861039557,-292.11319298623414,94.01778285223486,-124.52856949839182,100.0,11,-25.859887811952795,-67.48005242743734,0.82421875,-169.42212244670935,43.8741421707832,8
BTC,15,replication,departure_neutral,zero_before,2_to_8,266,-25.628211026348936,-53.69983934249477,25.93984962406015,0.6417443620891998,181.5607430926858,697.4045435985365,-788.333894418014,9557.456551172252,-68.51280620996263,25.290375862007735,266,-26.507404548889042,0.8791935225401015,0.448486328125,-12.856240278728338,15.166845057572807,12
BTC,15,replication,departure_neutral,zero_before,9_plus,262,-11.759112569197852,-48.73539522898206,22.900763358778626,0.7834288500421837,147.07892936794832,741.5685921886039,-310.9245094741941,9271.151979703103,-52.56187009716145,28.303445548838386,262,-31.520935901194004,19.76182333199616,0.00048828125,10.123269458405328,31.045327822864106,12
BTC,15,replication,departure_neutral,breakout,yes,129,-33.38344796100286,-65.50445111752288,25.581395348837212,0.5905854074336607,169.95682030935163,741.5685921886039,-359.4422790517282,4758.850563950466,-78.14927026655032,43.63431999462238,129,-39.396986913751704,6.0135389527488385,0.337890625,-20.517264952315312,34.46569963845243,12
BTC,15,replication,departure_neutral,breakout,no,410,-16.14211263854287,-48.42568902166998,24.390243902439025,0.7227702387963328,156.0772150395782,697.4045435985365,-788.333894418014,14112.361280916624,-56.18056222959134,18.81188389928471,410,-25.638298219938598,9.496185581395729,0.065673828125,-0.7732176344566682,20.913866798787964,12
BTC,15,replication,departure_neutral,trend_aligned,yes,471,-21.540441823568546,-50.999999999999915,25.05307855626327,0.6634722349408421,156.86261737701602,741.5685921886039,-788.333894418014,16171.79595067215,-62.215943379605044,15.581172451996148,471,-28.399525182159493,6.859083358590946,0.103271484375,-2.9557774993119645,16.766842776439095,12
BTC,15,replication,departure_neutral,trend_aligned,no,68,-11.458571615752364,-54.28065629831501,22.058823529411764,0.816391445416051,173.05450505360443,697.4045435985365,-331.3411117688625,2856.2785115719544,-59.597727564641254,71.00615389122494,68,-32.61378266546582,21.155211049713447,0.16748046875,-15.272490807871156,61.48515672359428,12
BTC,15,replication,departure_opposite,side,long,274,-22.137857565752874,-64.78366817365853,28.832116788321166,0.732726371560023,209.1072164129951,887.4085620874283,-483.9125230500463,12305.485865973269,-74.67991397963235,23.85126955053781,274,-20.451243484971783,-1.6866140807810917,0.55078125,-23.55130472491077,17.21396952116899,12
BTC,15,replication,departure_opposite,side,short,265,3.259576346246452,-74.10371702998296,29.433962264150942,1.0398208138295328,303.03622192292636,1072.2939827689227,-686.025615078798,16965.80842225931,-67.65554911976471,21.72611444318404,265,-13.958668289894915,17.218244636141364,0.1171875,-5.557878902199593,44.06951799383782,12
BTC,15,replication,departure_opposite,zero_before,1,11,-41.77364642398634,-17.40422155547037,36.36363636363637,0.6521097410096072,69.66081931512271,740.8347107438018,-371.0116387283579,810.4955300589245,-141.11173785808603,99.99999999999999,11,2.8329181165640875,-44.60656454055043,0.71875,-166.56935597346904,113.34770384552196,8
BTC,15,replication,departure_opposite,zero_before,2_to_8,266,-15.877900091429977,-73.72349254639141,29.69924812030075,0.8247766080655757,235.53515081340515,1072.2939827689227,-686.025615078798,15114.154109241565,-80.91077629105413,22.47535231443433,266,-21.528471555429796,5.650571463999824,0.3564453125,-20.75969034300105,37.34679175247935,12
BTC,15,replication,departure_opposite,zero_before,9_plus,262,-1.980739336934179,-65.48482606742621,28.24427480916031,0.9726324458347053,257.3742093800117,1042.4968234524124,-334.45873865363126,13729.21668082849,-60.63051228555422,24.327166201615942,262,-13.768230829169081,11.787491492234901,0.055419921875,-1.4990853232011845,23.971755729146217,12
BTC,15,replication,departure_opposite,breakout,yes,129,-37.983393731245776,-91.9935967108487,24.8062015503876,0.627176100770025,227.87441707252134,1072.2939827689227,-483.9125230500463,6542.9946625575685,-98.64527977489894,49.97525551410992,129,-29.11686624749757,-8.866527483748204,0.740234375,-33.974388572975705,17.234464323283554,12
BTC,15,replication,departure_opposite,breakout,no,410,-0.7368962193421283,-63.990375390643436,30.48780487804878,0.9903301593544275,271.74289820919023,1042.4968234524124,-686.025615078798,22748.892032111937,-62.468887485209244,14.91651073851014,410,-13.52832211165179,12.791425892309665,0.06494140625,-0.796647582325826,28.38904689168625,12
BTC,15,replication,departure_opposite,trend_aligned,yes,471,-8.976408695008239,-66.69108747185402,29.511677282377917,0.8916455420338218,257.31527584146545,1072.2939827689227,-686.025615078798,26195.600148655896,-71.92314100237537,14.107288238709264,471,-15.623809484536814,6.647400789528578,0.23876953125,-10.570488949564128,24.150003744574757,12
BTC,15,replication,departure_opposite,trend_aligned,no,68,-14.32495214576615,-71.18250288731974,26.47058823529412,0.8185297249621222,155.545784572917,667.0834198492082,-371.0116387283579,3337.0482331402563,-70.6745078533173,64.76793278502451,68,-28.586375654229144,14.261423508462986,0.311767578125,-37.382135135602724,68.98124989022487,12
BTC,15,exposed,cross_signal,side,long,487,-26.04750785114732,-41.53004984519535,25.87268993839836,0.5029065109457995,90.40712551277967,864.0622093077521,-692.4792871174235,10192.16291151976,-52.23127679230252,20.692001939365735,487,-28.24694126611606,2.1994334149687376,0.265625,-2.253594959455699,7.242238929911528,6
BTC,15,exposed,cross_signal,side,short,486,-20.01843479752493,-42.63196787044231,26.13168724279835,0.5944375046207222,114.90237575666197,659.9757525810512,-697.2809109692334,10665.049737392246,-46.66821292674911,15.809286646089074,486,-14.779471078907804,-5.23896371861712,0.6875,-23.87837577760062,15.337512850409036,6
BTC,15,exposed,cross_signal,zero_before,0,822,-23.317311141885295,-43.38075419511476,25.669099756691,0.5500665939580872,97.56737486213929,864.0622093077521,-697.2809109692334,18100.25517919952,-50.4290729875903,12.574848467153302,822,-23.598509422867284,0.2811982809819917,0.484375,-8.720341172121366,9.182630564793962,6
BTC,15,exposed,cross_signal,zero_before,1,2,32.60283647346043,32.60283647346043,50.0,3.088148241242386,83.66634851959357,96.43222653112684,-31.226553584205988,96.43222653112684,-31.226553584205988,100.0,2,-29.681640641099328,62.284477114559756,0.25,10.550074356452015,114.0188798726675,2
BTC,15,exposed,cross_signal,zero_before,2_to_8,12,-1.3094196358017218,-16.937758326850386,41.66666666666667,0.9756451671939653,170.1326797568711,222.41484045854023,-334.08837373445573,393.1818714383684,-40.889490706798895,100.0,12,6.821425346060402,-8.13084498186212,0.59375,-148.02942423639854,121.07497194265643,5
BTC,15,exposed,cross_signal,zero_before,9_plus,137,-24.063930757616408,-33.651745229562586,26.277372262773724,0.4709747561347181,70.93082403496136,439.16308159610566,-257.6071817491332,2402.4986082067016,-46.335423756098784,47.82117402502896,137,-11.41315633738199,-12.65077442023442,0.875,-31.890504855323133,9.179381839626478,6
BTC,15,exposed,cross_signal,breakout,yes,83,-26.252421525436308,-51.96502988198624,28.915662650602407,0.6012436900531833,155.46439505617397,481.6039318402543,-697.2809109692334,2493.2373156639887,-63.13767976047571,51.2064537489365,83,-10.17734356134949,-16.075077964086823,0.78125,-43.44138663081887,14.671729944337862,6
BTC,15,exposed,cross_signal,breakout,no,890,-22.73611758257825,-41.78164985426778,25.730337078651683,0.5405598665286375,93.36245857874897,864.0622093077521,-692.4792871174235,18325.34331034979,-48.1404344055486,12.198266188654491,890,-22.577936882422144,-0.15818070015611022,0.53125,-9.316495114574398,8.69311161463851,6
BTC,15,exposed,cross_signal,trend_aligned,yes,437,-22.941067000539135,-38.80257298367161,22.883295194508012,0.5179939348167975,86.86873860443849,481.6039318402543,-697.2809109692334,8866.789220965718,-48.0713371506395,19.17069582907279,437,-7.078216274576516,-15.862850725962623,0.953125,-29.69731005582397,-0.9695475468442581,6
BTC,15,exposed,cross_signal,trend_aligned,no,536,-23.11352491766839,-45.8672762364176,28.544776119402986,0.5684592710950708,98.64998683829175,864.0622093077521,-692.4792871174235,12015.984897273744,-50.632436209842325,17.507705549931206,536,-33.29459483014511,10.181069912476719,0.015625,3.523234586448349,17.52799274455899,6
BTC,15,exposed,departure_signal,side,long,123,-18.8105588459396,-37.581336622033426,30.081300813008134,0.5866177645026455,92.23619238257852,439.16308159610566,-210.73569482288778,2600.4731135784878,-44.67428956026416,47.59414299310558,123,-25.328998366567085,6.518439520627491,0.328125,-14.86673688034599,34.287160115628645,6
BTC,15,exposed,departure_signal,side,short,132,-24.436850744478892,-37.39406882352856,26.515151515151516,0.51677720914689,88.13232851410605,554.152363745859,-334.08837373445573,2766.9753757669396,-50.78508198337417,43.21223035240723,132,3.563464172540352,-28.00031491701924,0.921875,-57.88348809146308,2.677466760997088,6
BTC,15,exposed,departure_signal,zero_before,1,4,-97.66346936786016,-124.35584663254116,25.0,0.18449473973243302,44.37364761198675,88.37905647096858,-230.32124067732693,88.37905647096858,-159.67764464746975,100.0,4,40.49905009128608,-138.16251945914624,1.0,-243.75413728167905,-71.34831900246036,3
BTC,15,exposed,departure_signal,zero_before,2_to_8,114,-16.245181096990304,-39.56110634961039,30.701754385964914,0.6670062490648894,123.22621906253723,554.152363745859,-334.08837373445573,2807.8222001798763,-45.68404750232129,42.927033302472964,114,-2.5785275150690645,-13.66665358192124,0.75,-54.09182447377264,29.606086393157746,6
BTC,15,exposed,departure_signal,zero_before,9_plus,137,-24.063930757616408,-33.651745229562586,26.277372262773724,0.4709747561347181,70.93082403496136,439.16308159610566,-257.6071817491332,2402.4986082067016,-46.335423756098784,47.82117402502896,137,-18.344040817224062,-5.719889940392351,0.734375,-22.116182612097102,11.808388778508256,6
