symbol,minutes,fold,policy,observed_start,observed_end_close,n,mean_net_bp,median_net_bp,win_pct,pf,p90_net_bp,best_net_bp,worst_net_bp,top_realized_decile_sum_bp,rest_realized_mean_bp,top5_positive_share_pct,strength_auc,score_top_decile_n,score_top_decile_gross_bp,score_top_decile_net_bp,score_top_decile_win_pct,score_top_decile_excess_bp,mean_gross_bp,median_hold_bars,mean_mfe_bp,median_mae_bp,boundary_marks,matched_n,controls_mean_net_bp,excess_bp,p,ci_low,ci_high,months,portfolio_n,portfolio_mean_net_bp,portfolio_median_net_bp,portfolio_win_pct,portfolio_pf,portfolio_p90_net_bp,portfolio_best_net_bp,portfolio_worst_net_bp,portfolio_top_realized_decile_sum_bp,portfolio_rest_realized_mean_bp,portfolio_top5_positive_share_pct,portfolio_trades,portfolio_blocked,portfolio_fixed_notional_return_pct,portfolio_close_marked_drawdown_pct,p_holm_replication,matched_case_mean_net_bp
BTC,30,replication,cross_signal,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,917,-12.655463049887585,-42.26421120354982,30.207197382769905,0.7798385757815236,171.34930441739766,946.596608888679,-395.92108654102896,29284.271414369163,-49.562825492261915,9.83201812098624,0.4772337545126354,92,1.3223559938109295,-18.677644006189073,29.347826086956523,-14.95712158068175,7.3445369501124125,16.0,126.99997375994656,-55.70555790793463,1,917,-6.944757973927747,-5.710705075959841,0.90283203125,-13.245032219821256,2.065500344975768,12,837,-11.577153183503816,-42.0695403503024,30.107526881720432,0.7978390665129838,173.68889533031015,946.596608888679,-395.92108654102896,27459.909685244536,-49.33597197853549,10.568375441039326,837,80,-96.90077214592684,101.36686473058418,1.0,-12.655463049887585
BTC,30,replication,departure_signal,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,274,-25.119237241613824,-46.79267772481397,28.467153284671532,0.5855879644957311,120.71602132205923,657.3469631654106,-361.77830886909624,6977.495654571414,-56.34214088932359,26.091295910937767,0.5438906331763474,28,20.714609767900544,0.7146097679005484,42.857142857142854,21.789100973407805,-5.119237241613826,16.0,114.79323823435062,-60.31619662294596,1,274,-30.06272064057007,4.943483398956244,0.306884765625,-13.944820413534256,22.63795830250988,12,272,-25.08138819867895,-46.79267772481397,28.308823529411764,0.5876040583932335,121.5438851592702,657.3469631654106,-361.77830886909624,6977.495654571414,-56.55587395332823,26.10487182170334,272,2,-68.22137590040678,69.18383219826596,1.0,-25.119237241613828
BTC,30,replication,departure_neutral,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,274,-37.828916389158145,-77.22707885885302,24.45255474452555,0.6014014062133073,236.81688243812425,1125.991256093983,-624.3562554403748,12774.898260381098,-94.06512744313184,29.354827736471737,0.5632706035042181,28,55.01457373609984,35.01457373609984,46.42857142857143,81.04677752632628,-17.82891638915815,36.0,198.05078696821477,-93.93008119631062,1,274,-48.489235941524434,10.660319552366287,0.256103515625,-20.501885368121474,37.97071882922586,12,274,-37.828916389158145,-77.22707885885302,24.45255474452555,0.6014014062133073,236.81688243812425,1125.991256093983,-624.3562554403748,12774.898260381098,-94.06512744313184,29.354827736471737,274,0,-103.65123090629338,103.47734248599444,1.0,-37.828916389158145
BTC,30,replication,departure_opposite,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,274,-47.60424799954384,-110.02067494496448,26.277372262773724,0.6318572706470134,288.75577020356434,1121.4345934842374,-733.4011236844184,16201.77303854078,-118.88348370087722,22.328424372704635,0.5283278327832783,28,62.90828038660874,42.90828038660874,39.285714285714285,93.8429009556408,-27.604247999543837,64.0,279.11401907682637,-139.14613852551884,1,274,-62.17667845970918,14.572430460165345,0.19921875,-14.89187139861959,44.984631968477046,12,189,-58.9363317068535,-111.0037794244567,26.984126984126984,0.5767346346050083,281.45043592881933,1121.4345934842374,-733.4011236844184,10884.917151824322,-129.55225790835078,32.84177479185617,189,85,-111.38966692595314,110.18253397065256,1.0,-47.60424799954384
BTC,30,exposed,cross_signal,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,493,-22.944527701709337,-49.60367394932661,25.557809330628807,0.6434086265029588,141.77793259754574,846.8594982456245,-480.435824884069,15809.061325636252,-61.22057219543782,16.883480749899356,0.4866571515072877,50,11.903862126918982,-8.09613787308102,26.0,22.1689590178259,-2.94452770170934,14.0,124.94405520957798,-67.11921801283216,1,493,-22.02504282032455,-0.9194848813847862,0.59375,-8.042876759905685,6.7337056768817165,6,451,-24.31434109524322,-51.36312550035436,25.49889135254989,0.6353460336012401,143.03127582632192,846.8594982456245,-480.435824884069,14842.56914454979,-63.724288835813525,18.035809828998456,451,42,-109.65767833954698,111.3112818214876,,-22.944527701709337
BTC,30,exposed,departure_signal,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,129,-4.945946667286583,-38.38839204234333,27.131782945736433,0.8988560671510054,167.02016005596326,555.3100179106929,-238.97496334739364,4300.4536535888765,-42.57311011783487,38.6398628705598,0.5696048632218845,13,6.819066877378209,-13.180933122621791,30.76923076923077,35.99880193834592,15.054053332713416,15.0,129.09338789066302,-49.59171750383851,0,129,-32.93591527362036,27.989968606333782,0.03125,8.134255604278454,49.610521546808485,6,128,-4.586767770082391,-37.29741137186047,27.34375,0.90617093410471,172.25128198590534,555.3100179106929,-238.97496334739364,4300.4536535888765,-42.50052111442975,38.6398628705598,128,1,-5.871062745705458,13.668725835452214,,-4.945946667286583
BTC,30,exposed,departure_neutral,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,129,6.7096162102715144,-61.3337313515727,31.007751937984494,1.0928321345951555,260.38102599417465,1593.5950444712987,-380.75121406658695,6779.195137521798,-50.97978143445494,37.98905102724627,0.5463483146067416,13,63.32470978270797,43.32470978270798,38.46153846153847,100.63408770714794,26.709616210271513,38.0,236.7969051788879,-86.70668401745685,1,129,-45.276799675106275,51.98641588537779,0.03125,21.529115150518326,78.0127249760535,6,129,6.7096162102715144,-61.3337313515727,31.007751937984494,1.0928321345951555,260.38102599417465,1593.5950444712987,-380.75121406658695,6779.195137521798,-50.97978143445494,37.98905102724627,129,0,8.655404911250319,32.08648363855426,,6.7096162102715144
BTC,30,exposed,departure_opposite,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,129,38.34055921075625,-57.827323058508,41.86046511627907,1.407906391296735,419.3740819939586,1546.3917609815092,-566.5782576487044,10353.149883313958,-46.61394607867588,37.41154965699741,0.5414814814814815,13,8.091842565985857,-11.90815743401414,30.76923076923077,66.03992398759557,58.34055921075625,81.0,351.88632707918794,-123.0198216714684,1,129,-38.60579697606436,76.9463561868206,0.015625,50.78663169385972,119.36612895396831,6,78,39.07101752393253,-39.08656267380293,43.58974358974359,1.420605304252046,428.8929478936956,1546.3917609815092,-566.5782576487044,5826.076699557689,-39.693390467013586,42.50968730705736,78,51,30.475393668667607,26.125300738451095,,38.34055921075625
BTC,60,discovery,cross_signal,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,879,-11.424000355354352,-55.844448208596226,31.62684869169511,0.8660690694090354,253.5727275704856,2113.018241045599,-685.5486075612549,47671.72285489873,-72.96260324558183,10.391109310827987,0.5077568560791965,88,31.57443374801984,11.57443374801984,28.40909090909091,-8.314752149060972,8.575999644645647,17.0,210.22836769236528,-93.0851538277655,1,879,-20.31498952317727,8.890989167822914,0.12825,-5.006381170241837,24.35064269698879,24,799,-11.574007744711771,-55.772502958711925,32.040050062578224,0.8661043609099941,258.26139255642573,2113.018241045599,-685.5486075612549,43644.72286618907,-73.56377615328759,11.27992722892343,799,80,-92.47632188024636,95.02567063307538,,-11.42400035535435
BTC,60,discovery,departure_signal,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,247,-9.897212308202912,-63.93094447081136,29.1497975708502,0.8783294723565469,202.34082098201137,1394.9400218102492,-394.509413828652,14002.49186015863,-74.08605090218356,27.677271011003356,0.5533333333333333,25,50.48605110688666,30.486051106886663,44.0,76.65612737878638,10.102787691797085,15.0,194.0006579241466,-95.71354013025112,0,246,-15.21823218565524,6.059063600547423,0.39075,-30.312022919492257,42.03196586184362,24,246,-10.163493021395832,-64.41121108726853,28.86178861788618,0.8755618195899072,204.01851269618857,1394.9400218102492,-394.509413828652,14002.49186015863,-74.67290110145704,27.76475892330465,246,1,-25.00219283263352,42.10502689352444,,-9.159168585107823
BTC,60,discovery,departure_neutral,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,247,26.67032957496452,-88.973198985538,26.720647773279353,1.229982037368093,432.8959931803394,2708.960628736885,-499.93371121849646,27714.79457675136,-95.1676719447528,33.178434927930766,0.5652101121714381,25,219.34015251736616,199.34015251736616,48.0,264.5741798039113,46.67032957496452,39.0,374.0329477996964,-156.50822432327516,0,246,-2.427721857918092,30.004590872698845,0.075,-10.380852198385591,67.73087223832192,24,247,26.67032957496452,-88.973198985538,26.720647773279353,1.229982037368093,432.8959931803394,2708.960628736885,-499.93371121849646,27714.79457675136,-95.1676719447528,33.178434927930766,247,0,65.87571405016277,36.30817840144612,,27.576869014780744
BTC,60,discovery,departure_opposite,2023-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,247,65.80365117472513,-134.76517512278184,34.81781376518219,1.4299424482470084,596.519171826965,3699.549440645171,-739.8096371207619,38582.72554863133,-100.58208877691096,27.79197041931613,0.5114834609273436,25,325.8291213377069,305.8291213377069,56.00000000000001,359.0170880642369,85.80365117472513,74.0,544.205684152756,-222.24611182686593,1,246,13.202578076733836,54.71590917203356,0.02525,3.51114907713231,105.18355385048157,24,170,54.65024982975695,-144.91162629298282,32.35294117647059,1.3465049388149335,564.9179528396646,3699.549440645171,-711.9285507191574,27056.807762753717,-116.11938099147083,40.86567828850144,170,77,92.90542471058696,50.79601034951149,,67.91848724876739
BTC,60,replication,cross_signal,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,482,-30.94453504861568,-66.79420905611853,28.21576763485477,0.6393588092239578,220.31573367861165,959.2333165489052,-518.7224901706943,19236.309342126748,-78.8719982345485,13.689880734808437,0.4669117647058823,49,21.06856366210498,1.0685636621049823,26.53061224489796,83.88251495428953,-10.94453504861568,15.0,167.99233621345718,-88.63763935076041,1,481,-38.30898538103533,7.579543512256191,0.221435546875,-8.871768058573505,26.794075142580766,12,434,-27.674137608206877,-61.469572405042896,29.03225806451613,0.6753854445736429,226.1424559082912,959.2333165489052,-518.7224901706943,17704.979066726497,-76.19373022740585,14.4861326061894,434,48,-120.10575721961794,118.39105804413704,1.0,-30.729441868779137
BTC,60,replication,departure_signal,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,149,-59.37819096924292,-77.34583113513713,24.16107382550336,0.3651080767622321,114.75147298083952,740.2573514715605,-592.3316879511531,3975.777655516847,-95.6949858950302,44.19310086625861,0.6988692232055064,15,78.81080533323191,58.810805333231926,53.333333333333336,79.36993462711672,-39.37819096924292,14.0,127.7047537008453,-100.93780848963397,0,148,-39.14455281377282,-19.726704617762337,0.936767578125,-43.654847760314034,2.8964855044455313,12,147,-59.169909525836616,-77.34583113513713,23.809523809523807,0.3685862179734884,115.59326465660784,740.2573514715605,-592.3316879511531,3975.777655516847,-96.01329057435478,44.28392117240585,147,2,-86.97976700297984,87.68945052750081,1.0,-58.87125743153516
BTC,60,replication,departure_neutral,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,149,-57.75088406192211,-115.27147087857956,24.832214765100673,0.5546378919897437,205.217750427508,1410.9075558641591,-621.8866705731996,8321.745563969198,-126.3181140984746,45.05967409760533,0.6737451737451737,15,202.46130514979268,182.46130514979268,60.0,204.371258396918,-37.75088406192212,29.0,265.0409017404755,-145.13602468802512,0,148,-54.675125229171904,-2.1694089588426477,0.545654296875,-37.49257048286405,29.661125222352755,12,149,-57.75088406192211,-115.27147087857956,24.832214765100673,0.5546378919897437,205.217750427508,1410.9075558641591,-621.8866705731996,8321.745563969198,-126.3181140984746,45.05967409760533,149,0,-86.04881725226397,87.345301733835,1.0,-56.84453418801456
BTC,60,replication,departure_opposite,2025-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,149,-50.94642981145741,-153.34894456288993,28.187919463087248,0.6894222694376864,368.44180973489136,1442.2590226950626,-744.1319789896128,12357.354796967673,-148.86845402145394,36.623383105319995,0.5149087672452158,15,114.72352213910747,94.72352213910752,40.0,159.65058857543357,-30.946429811457428,63.0,385.7848519531052,-220.8546079325946,1,148,-79.83866426034012,30.212823259010268,0.091064453125,-10.863001756220088,69.63490294214887,12,101,-54.42211985534973,-153.68272190333653,26.732673267326735,0.6654626484878687,363.7418721459596,1442.2590226950626,-744.1319789896128,8065.677146484323,-150.6923472430516,48.49362173205887,101,48,-54.966341053903236,61.26027824910578,1.0,-49.62584100132985
BTC,60,exposed,cross_signal,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,217,10.023588099612532,-54.71909047628286,36.405529953917046,1.1321702245159044,295.0628143471109,1300.1780585946954,-545.46235359906,11046.54021106954,-45.49446971001856,21.699113965597917,0.4570720968629609,22,0.0552100743990034,-19.944789925600993,31.818181818181817,-41.491317047022775,30.023588099612535,16.0,215.06577447724408,-97.67017245476129,1,216,3.291137998002307,6.781055476810581,0.203125,-6.871471566537013,20.307959798180363,6,193,10.636502779649872,-57.76329442123583,36.787564766839374,1.1356980437171684,300.511850270958,1300.1780585946954,-545.46235359906,10180.473242089764,-46.98050985905975,23.531932274825927,193,24,20.528450364724527,13.21891336962948,,10.072193474812888
BTC,60,exposed,departure_signal,2026-01-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,60,26.527011973194973,-16.380485491236367,40.0,1.5624499829666274,217.1772088610656,816.5237339894604,-285.18204477160134,2731.5583037282863,-21.109955284010898,55.92801322509525,0.4560185185185185,6,-54.45602303981389,-74.45602303981389,16.666666666666664,-98.1073829549721,46.52701197319498,19.0,213.45399112795516,-62.039729178758336,1,60,-2.065195227997921,28.59220720119289,0.25,-52.95752555489465,99.66491664849761,6,60,26.527011973194973,-16.380485491236367,40.0,1.5624499829666274,217.1772088610656,816.5237339894604,-285.18204477160134,2731.5583037282863,-21.109955284010898,55.92801322509525,60,0,15.916207183917086,9.650668917130671,,26.527011973194973
