period,arm,cash,streak_type,streak_length,rank,signal_i,side,entry_time,risk,notional,fee_reserve,required_cash,equity_before,cycle_id,cycle_net_before,level_before,accepted,entry_i,exit_i,exit_time,reason,net_r,gross_r,cost_r,full_initial_stop,outcome,censored,pnl,raw_pnl,equity_after,cycle_net_after,level_after,cycle_end
continuous_pre,legacy_gross1,fixed10,net_loss,25,18,25884,-1,2023-09-23 09:27:00+00:00,1.0,612.0692307692523,1.2241384615385045,62.43106153846373,848.6981645260009,0,-151.30183547399906,75,True,25885,25944,2023-09-23 12:24:00+00:00,initial_stop,-2.2241384615384385,-1.0,1.2241384615385045,True,loss,False,-2.224138461538473,-2.2241384615384385,846.4740260644625,-153.52597393553754,76,
continuous_pre,legacy_gross1,fixed10,net_loss,25,19,25949,1,2023-09-23 12:42:00+00:00,1.0,1386.3913043479906,2.7727826086959815,141.41191304349505,846.4740260644625,0,-153.52597393553754,76,True,25950,25953,2023-09-23 12:51:00+00:00,initial_stop,-3.7727826086959646,-1.0,2.772782608695981,True,loss,False,-3.772782608695934,-3.7727826086959646,842.7012434557665,-157.29875654423347,77,
continuous_pre,legacy_gross1,fixed10,net_loss,25,20,26003,-1,2023-09-23 15:24:00+00:00,1.0,824.0310880829716,1.648062176165943,84.0511709844631,842.7012434557665,0,-157.29875654423347,77,True,26004,26004,2023-09-23 15:24:00+00:00,take_profit,-0.6480621761658331,1.000000000000118,1.648062176165943,False,loss,False,-0.6480621761658085,-0.6480621761658331,842.0531812796007,-157.94681872039928,78,
continuous_pre,legacy_gross1,fixed10,net_loss,25,21,26301,-1,2023-09-24 06:18:00+00:00,1.0,2340.39705882331,4.68079411764662,238.72049999997765,842.0531812796007,0,-157.94681872039928,78,True,26302,26305,2023-09-24 06:27:00+00:00,initial_stop,-5.680794117646406,-1.0,4.68079411764662,True,loss,False,-5.680794117646428,-5.680794117646406,836.3723871619543,-163.6276128380457,79,
continuous_pre,legacy_gross1,fixed10,net_loss,25,22,27196,1,2023-09-26 03:03:00+00:00,1.0,409.6683804627383,0.8193367609254766,41.7861748071993,836.3723871619543,0,-163.6276128380457,79,True,27197,27265,2023-09-26 06:27:00+00:00,opposite_v6_next_open,-1.6522416452442574,-0.8329048843187956,0.8193367609254767,False,loss,False,-1.652241645244203,-1.6522416452442574,834.7201455167101,-165.2798544832899,80,
continuous_pre,legacy_gross1,fixed10,net_loss,25,23,27264,-1,2023-09-26 06:27:00+00:00,1.0,317.4391217564732,0.6348782435129464,32.37879041916026,834.7201455167101,0,-165.2798544832899,80,True,27265,27330,2023-09-26 09:42:00+00:00,initial_stop,-1.6348782435129294,-1.0,0.6348782435129463,True,loss,False,-1.6348782435129579,-1.6348782435129294,833.0852672731971,-166.91473272680287,81,
continuous_pre,legacy_gross1,fixed10,net_loss,25,24,27342,-1,2023-09-26 10:21:00+00:00,1.0,223.89421720733688,0.44778843441467375,22.83721015514836,833.0852672731971,0,-166.91473272680287,81,True,27343,27368,2023-09-26 11:36:00+00:00,opposite_v6_next_open,-1.0105528913963526,-0.5627644569816721,0.44778843441467375,False,loss,False,-1.0105528913964008,-1.0105528913963526,832.0747143818007,-167.92528561819927,82,
continuous_pre,legacy_gross1,fixed10,net_loss,25,25,27367,1,2023-09-26 11:36:00+00:00,1.0,466.68621700878646,0.933372434017573,47.601994134896216,832.0747143818007,0,-167.92528561819927,82,True,27368,27388,2023-09-26 12:36:00+00:00,initial_stop,-1.9333724340175562,-1.0,0.9333724340175729,True,loss,False,-1.9333724340175422,-1.9333724340175562,830.1413419477832,-169.8586580522168,83,
continuous_pre,next_bar,fixed10,initial_stop,6,1,25777,-1,2023-09-23 04:06:00+00:00,1.0,656.9999999999803,1.3139999999999608,67.01399999999799,847.7856170869403,0,-152.2143829130597,75,True,25778,25787,2023-09-23 04:33:00+00:00,initial_stop,-2.313999999999967,-1.0,1.3139999999999605,True,loss,False,-2.3139999999999645,-2.313999999999967,845.4716170869403,-154.52838291305966,76,
continuous_pre,next_bar,fixed10,initial_stop,6,2,25878,1,2023-09-23 09:09:00+00:00,1.0,905.9829545454592,1.8119659090909184,92.41026136363683,845.4716170869403,0,-154.52838291305966,76,True,25879,25880,2023-09-23 09:12:00+00:00,initial_stop,-2.8119659090908913,-1.0,1.8119659090909184,True,loss,False,-2.8119659090908726,-2.8119659090908913,842.6596511778495,-157.34034882215053,77,
continuous_pre,next_bar,fixed10,initial_stop,6,3,25884,-1,2023-09-23 09:27:00+00:00,1.0,612.0692307692523,1.2241384615385045,62.43106153846373,842.6596511778495,0,-157.34034882215053,77,True,25885,25944,2023-09-23 12:24:00+00:00,initial_stop,-2.2241384615384385,-1.0,1.2241384615385045,True,loss,False,-2.224138461538473,-2.2241384615384385,840.435512716311,-159.564487283689,78,
continuous_pre,next_bar,fixed10,initial_stop,6,4,25949,1,2023-09-23 12:42:00+00:00,1.0,1386.3913043479906,2.7727826086959815,141.41191304349505,840.435512716311,0,-159.564487283689,78,True,25950,25953,2023-09-23 12:51:00+00:00,initial_stop,-3.7727826086959646,-1.0,2.772782608695981,True,loss,False,-3.772782608695934,-3.7727826086959646,836.6627301076151,-163.33726989238494,79,
continuous_pre,next_bar,fixed10,initial_stop,6,5,26003,-1,2023-09-23 15:24:00+00:00,1.0,824.0310880829716,1.648062176165943,84.0511709844631,836.6627301076151,0,-163.33726989238494,79,True,26004,26033,2023-09-23 16:51:00+00:00,initial_stop,-2.6480621761658703,-1.0,1.648062176165943,True,loss,False,-2.648062176165922,-2.6480621761658703,834.0146679314491,-165.98533206855086,80,
continuous_pre,next_bar,fixed10,initial_stop,6,6,26301,-1,2023-09-24 06:18:00+00:00,1.0,2340.39705882331,4.68079411764662,238.72049999997765,834.0146679314491,0,-165.98533206855086,80,True,26302,26305,2023-09-24 06:27:00+00:00,initial_stop,-5.680794117646406,-1.0,4.68079411764662,True,loss,False,-5.680794117646428,-5.680794117646406,828.3338738138027,-171.6661261861973,81,
continuous_pre,next_bar,fixed10,net_loss,27,1,22602,-1,2023-09-16 13:21:00+00:00,1.0,475.148255813946,0.950296511627892,48.46512209302249,869.9158376703373,0,-130.08416232966272,61,True,22603,22637,2023-09-16 15:03:00+00:00,cost_be_gap,-0.8805290697674122,0.06976744186046666,0.950296511627892,False,loss,False,-0.8805290697673627,-0.8805290697674122,869.0353086005699,-130.96469139943008,62,
continuous_pre,next_bar,fixed10,net_loss,27,2,22643,1,2023-09-16 15:24:00+00:00,1.0,481.47058823531347,0.9629411764706269,49.110000000001975,869.0353086005699,0,-130.96469139943008,62,True,22644,22666,2023-09-16 16:30:00+00:00,initial_stop,-1.962941176470615,-1.0,0.9629411764706269,True,loss,False,-1.962941176470622,-1.962941176470615,867.0723674240993,-132.9276325759007,63,
continuous_pre,next_bar,fixed10,net_loss,27,3,22684,1,2023-09-16 17:27:00+00:00,1.0,783.54066985649,1.5670813397129801,79.92114832536198,867.0723674240993,0,-132.9276325759007,63,True,22685,22709,2023-09-16 18:39:00+00:00,initial_stop,-2.5670813397129626,-1.0,1.5670813397129801,True,loss,False,-2.567081339713013,-2.5670813397129626,864.5052860843863,-135.49471391561372,64,
continuous_pre,next_bar,fixed10,net_loss,27,4,22721,-1,2023-09-16 19:18:00+00:00,1.0,401.27764127764755,0.8025552825552951,40.93031941032005,864.5052860843863,0,-135.49471391561372,64,True,22722,22764,2023-09-16 21:24:00+00:00,initial_stop,-1.8025552825553284,-1.0,0.8025552825552952,True,loss,False,-1.8025552825553177,-1.8025552825553284,862.702730801831,-137.29726919816903,65,
continuous_pre,next_bar,fixed10,net_loss,27,5,23834,1,2023-09-19 02:57:00+00:00,1.0,625.7022900763619,1.2514045801527238,63.82163358778892,862.702730801831,0,-137.29726919816903,65,True,23835,23839,2023-09-19 03:09:00+00:00,initial_stop,-2.2514045801527254,-1.0,1.2514045801527238,True,loss,False,-2.25140458015278,-2.2514045801527254,860.4513262216782,-139.5486737783218,66,
continuous_pre,next_bar,fixed10,net_loss,27,6,23899,-1,2023-09-19 06:12:00+00:00,1.0,500.86196319018546,1.001723926380371,51.08792024539892,860.4513262216782,0,-139.5486737783218,66,True,23900,23908,2023-09-19 06:36:00+00:00,initial_stop,-2.0017239263803983,-1.0,1.001723926380371,True,loss,False,-2.0017239263803503,-2.0017239263803983,858.4496022952978,-141.55039770470216,67,
continuous_pre,next_bar,fixed10,net_loss,27,7,23941,1,2023-09-19 08:18:00+00:00,1.0,647.4782608696304,1.294956521739261,66.04278260870231,858.4496022952978,0,-141.55039770470216,67,True,23942,23955,2023-09-19 08:57:00+00:00,cost_be_gap,-0.03013438735172874,1.264822134387497,1.294956521739261,False,loss,False,-0.03013438735172258,-0.03013438735172874,858.4194679079461,-141.5805320920539,68,
continuous_pre,next_bar,fixed10,net_loss,27,8,24323,-1,2023-09-20 03:24:00+00:00,1.0,628.0613026819617,1.2561226053639234,64.0622528735601,858.4194679079461,0,-141.5805320920539,68,True,24324,24337,2023-09-20 04:03:00+00:00,cost_be_gap,-0.0722145593870203,1.1839080459769225,1.2561226053639234,False,loss,False,-0.07221455938702093,-0.0722145593870203,858.3472533485591,-141.6527466514409,69,
continuous_pre,next_bar,fixed10,net_loss,27,9,24863,-1,2023-09-21 06:24:00+00:00,1.0,412.8188775510128,0.8256377551020256,42.1075255102033,858.3472533485591,0,-141.6527466514409,69,True,24864,24911,2023-09-21 08:45:00+00:00,initial_stop,-1.8256377551020595,-1.0,0.8256377551020255,True,loss,False,-1.8256377551020933,-1.8256377551020595,856.521615593457,-143.478384406543,70,
continuous_pre,next_bar,fixed10,net_loss,27,10,24911,1,2023-09-21 08:48:00+00:00,1.0,329.6707317073122,0.6593414634146244,33.626414634145846,856.521615593457,0,-143.478384406543,70,True,24912,24914,2023-09-21 08:54:00+00:00,initial_stop,-1.6593414634146342,-1.0,0.6593414634146244,True,loss,False,-1.6593414634146484,-1.6593414634146342,854.8622741300424,-145.13772586995765,71,
continuous_pre,next_bar,fixed10,net_loss,27,11,25280,1,2023-09-22 03:15:00+00:00,1.0,277.6637630662016,0.5553275261324032,28.321703832752565,854.8622741300424,0,-145.13772586995765,71,True,25281,25364,2023-09-22 07:24:00+00:00,initial_stop,-1.5553275261324098,-1.0,0.5553275261324033,True,loss,False,-1.5553275261323734,-1.5553275261324098,853.30694660391,-146.69305339609002,72,
continuous_pre,next_bar,fixed10,net_loss,27,12,25463,1,2023-09-22 12:24:00+00:00,1.0,951.5535714286641,1.9031071428573283,97.05846428572373,853.30694660391,0,-146.69305339609002,72,True,25464,25467,2023-09-22 12:33:00+00:00,initial_stop,-2.903107142857341,-1.0,1.9031071428573283,True,loss,False,-2.9031071428573796,-2.903107142857341,850.4038394610526,-149.5961605389474,73,
continuous_pre,next_bar,fixed10,net_loss,27,13,25474,-1,2023-09-22 12:57:00+00:00,1.0,519.5439739413788,1.0390879478827577,52.993485342020634,850.4038394610526,0,-149.5961605389474,73,True,25475,25497,2023-09-22 14:03:00+00:00,initial_stop,-2.03908794788273,-1.0,1.0390879478827577,True,loss,False,-2.039087947882763,-2.03908794788273,848.3647515131698,-151.63524848683016,74,
continuous_pre,next_bar,fixed10,net_loss,27,14,25537,-1,2023-09-22 16:06:00+00:00,1.0,522.3540983606636,1.0447081967213272,53.28011803278768,848.3647515131698,0,-151.63524848683016,74,True,25538,25550,2023-09-22 16:42:00+00:00,cost_be_gap,-0.5791344262295123,0.46557377049183407,1.0447081967213272,False,loss,False,-0.5791344262295297,-0.5791344262295123,847.7856170869403,-152.2143829130597,75,
continuous_pre,next_bar,fixed10,net_loss,27,15,25777,-1,2023-09-23 04:06:00+00:00,1.0,656.9999999999803,1.3139999999999608,67.01399999999799,847.7856170869403,0,-152.2143829130597,75,True,25778,25787,2023-09-23 04:33:00+00:00,initial_stop,-2.313999999999967,-1.0,1.3139999999999605,True,loss,False,-2.3139999999999645,-2.313999999999967,845.4716170869403,-154.52838291305966,76,
continuous_pre,next_bar,fixed10,net_loss,27,16,25878,1,2023-09-23 09:09:00+00:00,1.0,905.9829545454592,1.8119659090909184,92.41026136363683,845.4716170869403,0,-154.52838291305966,76,True,25879,25880,2023-09-23 09:12:00+00:00,initial_stop,-2.8119659090908913,-1.0,1.8119659090909184,True,loss,False,-2.8119659090908726,-2.8119659090908913,842.6596511778495,-157.34034882215053,77,
continuous_pre,next_bar,fixed10,net_loss,27,17,25884,-1,2023-09-23 09:27:00+00:00,1.0,612.0692307692523,1.2241384615385045,62.43106153846373,842.6596511778495,0,-157.34034882215053,77,True,25885,25944,2023-09-23 12:24:00+00:00,initial_stop,-2.2241384615384385,-1.0,1.2241384615385045,True,loss,False,-2.224138461538473,-2.2241384615384385,840.435512716311,-159.564487283689,78,
continuous_pre,next_bar,fixed10,net_loss,27,18,25949,1,2023-09-23 12:42:00+00:00,1.0,1386.3913043479906,2.7727826086959815,141.41191304349505,840.435512716311,0,-159.564487283689,78,True,25950,25953,2023-09-23 12:51:00+00:00,initial_stop,-3.7727826086959646,-1.0,2.772782608695981,True,loss,False,-3.772782608695934,-3.7727826086959646,836.6627301076151,-163.33726989238494,79,
continuous_pre,next_bar,fixed10,net_loss,27,19,26003,-1,2023-09-23 15:24:00+00:00,1.0,824.0310880829716,1.648062176165943,84.0511709844631,836.6627301076151,0,-163.33726989238494,79,True,26004,26033,2023-09-23 16:51:00+00:00,initial_stop,-2.6480621761658703,-1.0,1.648062176165943,True,loss,False,-2.648062176165922,-2.6480621761658703,834.0146679314491,-165.98533206855086,80,
continuous_pre,next_bar,fixed10,net_loss,27,20,26301,-1,2023-09-24 06:18:00+00:00,1.0,2340.39705882331,4.68079411764662,238.72049999997765,834.0146679314491,0,-165.98533206855086,80,True,26302,26305,2023-09-24 06:27:00+00:00,initial_stop,-5.680794117646406,-1.0,4.68079411764662,True,loss,False,-5.680794117646428,-5.680794117646406,828.3338738138027,-171.6661261861973,81,
continuous_pre,next_bar,fixed10,net_loss,27,21,27196,1,2023-09-26 03:03:00+00:00,1.0,409.6683804627383,0.8193367609254766,41.7861748071993,828.3338738138027,0,-171.6661261861973,81,True,27197,27265,2023-09-26 06:27:00+00:00,opposite_v6_next_open,-1.6522416452442574,-0.8329048843187956,0.8193367609254767,False,loss,False,-1.652241645244203,-1.6522416452442574,826.6816321685585,-173.3183678314415,82,
continuous_pre,next_bar,fixed10,net_loss,27,22,27264,-1,2023-09-26 06:27:00+00:00,1.0,317.4391217564732,0.6348782435129464,32.37879041916026,826.6816321685585,0,-173.3183678314415,82,True,27265,27330,2023-09-26 09:42:00+00:00,initial_stop,-1.6348782435129294,-1.0,0.6348782435129463,True,loss,False,-1.6348782435129579,-1.6348782435129294,825.0467539250456,-174.95324607495445,83,
continuous_pre,next_bar,fixed10,net_loss,27,23,27342,-1,2023-09-26 10:21:00+00:00,1.0,223.89421720733688,0.44778843441467375,22.83721015514836,825.0467539250456,0,-174.95324607495445,83,True,27343,27368,2023-09-26 11:36:00+00:00,opposite_v6_next_open,-1.0105528913963526,-0.5627644569816721,0.44778843441467375,False,loss,False,-1.0105528913964008,-1.0105528913963526,824.0362010336491,-175.96379896635085,84,
continuous_pre,next_bar,fixed10,net_loss,27,24,27367,1,2023-09-26 11:36:00+00:00,1.0,466.68621700878646,0.933372434017573,47.601994134896216,824.0362010336491,0,-175.96379896635085,84,True,27368,27388,2023-09-26 12:36:00+00:00,initial_stop,-1.9333724340175562,-1.0,0.9333724340175729,True,loss,False,-1.9333724340175422,-1.9333724340175562,822.1028285996316,-177.8971714003684,85,
continuous_pre,next_bar,fixed10,net_loss,27,25,27388,-1,2023-09-26 12:39:00+00:00,1.0,374.5330188679237,0.7490660377358475,38.202367924528225,822.1028285996316,0,-177.8971714003684,85,True,27389,27407,2023-09-26 13:33:00+00:00,cost_be_gap,-0.4731226415094075,0.27594339622643166,0.7490660377358475,False,loss,False,-0.4731226415094625,-0.4731226415094075,821.6297059581221,-178.37029404187786,86,
continuous_pre,next_bar,fixed10,net_loss,27,26,27790,1,2023-09-27 08:45:00+00:00,1.0,796.465,1.5929300000000002,81.23943,821.6297059581221,0,-178.37029404187786,86,True,27791,27802,2023-09-27 09:18:00+00:00,cost_be_gap,-0.457929999999949,1.134999999999991,1.59293,False,loss,False,-0.45792999999991935,-0.457929999999949,821.1717759581222,-178.82822404187777,87,
continuous_pre,next_bar,fixed10,net_loss,27,27,28627,-1,2023-09-29 02:36:00+00:00,1.0,375.30227272726495,0.7506045454545299,38.28083181818102,821.1717759581222,0,-178.82822404187777,87,True,28628,28672,2023-09-29 04:48:00+00:00,opposite_v6_next_open,-1.1937863636363584,-0.44318181818181934,0.7506045454545299,False,loss,False,-1.1937863636363772,-1.1937863636363584,819.9779895944858,-180.02201040551415,88,
continuous_pre,next_bar,double10,initial_stop,1,1,1321,-1,2023-08-03 05:18:00+00:00,2.0,1033.8535211267076,2.0677070422534154,105.45305915492418,998.7010631578947,0,-1.2989368421052632,1,True,1322,1329,2023-08-03 05:39:00+00:00,initial_stop,-2.033853521126675,-1.0,1.0338535211267077,True,loss,False,-4.067707042253346,-4.06770704225335,994.6333561156414,-5.366643884358609,2,
continuous_pre,next_bar,double10,net_loss,4,1,1305,-1,2023-08-03 04:30:00+00:00,1.0,967.8894736841642,1.9357789473683285,98.72472631578475,1000.0,0,0.0,0,True,1306,1309,2023-08-03 04:39:00+00:00,cost_be_gap,-1.2989368421052205,0.6368421052631466,1.9357789473683285,False,loss,False,-1.2989368421052632,-1.2989368421052205,998.7010631578947,-1.2989368421052632,1,
continuous_pre,next_bar,double10,net_loss,4,2,1321,-1,2023-08-03 05:18:00+00:00,2.0,1033.8535211267076,2.0677070422534154,105.45305915492418,998.7010631578947,0,-1.2989368421052632,1,True,1322,1329,2023-08-03 05:39:00+00:00,initial_stop,-2.033853521126675,-1.0,1.0338535211267077,True,loss,False,-4.067707042253346,-4.06770704225335,994.6333561156414,-5.366643884358609,2,
continuous_pre,next_bar,double10,net_loss,4,3,1853,1,2023-08-04 07:54:00+00:00,4.0,1404.86424474193,2.80972848948386,143.29615296367686,994.6333561156414,0,-5.366643884358609,2,True,1854,1863,2023-08-04 08:21:00+00:00,cost_be_gap,-0.4768107074570075,0.22562141491397913,0.702432122370965,False,loss,False,-1.9072428298280784,-1.90724282982803,992.7261132858133,-7.273886714186688,3,
continuous_pre,next_bar,double10,net_loss,4,4,1946,1,2023-08-04 12:33:00+00:00,8.0,4213.272206303714,8.426544412607427,429.7537650429788,992.7261132858133,0,-7.273886714186688,3,True,1947,1947,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-16.426544412607313,-16.426544412607324,976.299568873206,-23.700431126794,4,
continuous_pre,next_bar,double_risk_only,initial_stop,2,1,1946,1,2023-08-04 12:33:00+00:00,8.0,4213.272206303714,8.426544412607427,16.426544412607427,992.7261132858133,0,-7.273886714186688,3,True,1947,1947,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-16.426544412607313,-16.426544412607324,976.299568873206,-23.700431126794,4,
continuous_pre,next_bar,double_risk_only,initial_stop,2,2,2340,-1,2023-08-05 08:15:00+00:00,16.0,29290.400000000005,58.58080000000001,74.58080000000001,976.299568873206,0,-23.700431126794,4,True,2341,2347,2023-08-05 08:33:00+00:00,initial_stop,-4.661299999999905,-1.0,3.6613000000000007,True,loss,False,-74.58079999999848,-74.58079999999848,901.7187688732075,-98.28123112679248,5,
continuous_pre,next_bar,double_risk_only,net_loss,8,1,1305,-1,2023-08-03 04:30:00+00:00,1.0,967.8894736841642,1.9357789473683285,2.9357789473683287,1000.0,0,0.0,0,True,1306,1309,2023-08-03 04:39:00+00:00,cost_be_gap,-1.2989368421052205,0.6368421052631466,1.9357789473683285,False,loss,False,-1.2989368421052632,-1.2989368421052205,998.7010631578947,-1.2989368421052632,1,
continuous_pre,next_bar,double_risk_only,net_loss,8,2,1321,-1,2023-08-03 05:18:00+00:00,2.0,1033.8535211267076,2.0677070422534154,4.067707042253415,998.7010631578947,0,-1.2989368421052632,1,True,1322,1329,2023-08-03 05:39:00+00:00,initial_stop,-2.033853521126675,-1.0,1.0338535211267077,True,loss,False,-4.067707042253346,-4.06770704225335,994.6333561156414,-5.366643884358609,2,
continuous_pre,next_bar,double_risk_only,net_loss,8,3,1853,1,2023-08-04 07:54:00+00:00,4.0,1404.86424474193,2.80972848948386,6.8097284894838594,994.6333561156414,0,-5.366643884358609,2,True,1854,1863,2023-08-04 08:21:00+00:00,cost_be_gap,-0.4768107074570075,0.22562141491397913,0.702432122370965,False,loss,False,-1.9072428298280784,-1.90724282982803,992.7261132858133,-7.273886714186688,3,
continuous_pre,next_bar,double_risk_only,net_loss,8,4,1946,1,2023-08-04 12:33:00+00:00,8.0,4213.272206303714,8.426544412607427,16.426544412607427,992.7261132858133,0,-7.273886714186688,3,True,1947,1947,2023-08-04 12:33:00+00:00,initial_stop,-2.0533180515759155,-1.0,1.0533180515759284,True,loss,False,-16.426544412607313,-16.426544412607324,976.299568873206,-23.700431126794,4,
continuous_pre,next_bar,double_risk_only,net_loss,8,5,2340,-1,2023-08-05 08:15:00+00:00,16.0,29290.400000000005,58.58080000000001,74.58080000000001,976.299568873206,0,-23.700431126794,4,True,2341,2347,2023-08-05 08:33:00+00:00,initial_stop,-4.661299999999905,-1.0,3.6613000000000007,True,loss,False,-74.58079999999848,-74.58079999999848,901.7187688732075,-98.28123112679248,5,
continuous_pre,next_bar,double_risk_only,net_loss,8,6,2348,1,2023-08-05 08:39:00+00:00,32.0,27142.814814813788,54.28562962962758,86.28562962962758,901.7187688732075,0,-98.28123112679248,5,True,2349,2433,2023-08-05 12:51:00+00:00,opposite_v6_next_open,-2.363092592592506,-0.6666666666666666,1.6964259259258616,False,loss,False,-75.61896296296015,-75.6189629629602,826.0998059102474,-173.90019408975263,6,
continuous_pre,next_bar,double_risk_only,net_loss,8,7,2432,-1,2023-08-05 12:51:00+00:00,64.0,67725.31791907443,135.45063583814886,199.45063583814886,826.0998059102474,0,-173.90019408975263,6,True,2433,2441,2023-08-05 13:15:00+00:00,initial_stop,-3.116416184971187,-1.0,2.116416184971076,True,loss,False,-199.4506358381559,-199.45063583815596,626.6491700720915,-373.35082992790853,7,
continuous_pre,next_bar,double_risk_only,net_loss,8,8,2723,-1,2023-08-06 03:24:00+00:00,128.0,202526.89655174955,405.0537931034991,533.0537931034992,626.6491700720915,0,-373.35082992790853,7,True,2724,2775,2023-08-06 05:57:00+00:00,initial_stop,-4.164482758620974,-1.0,3.164482758621087,True,loss,False,-533.0537931034846,-533.0537931034846,93.59537696860684,-906.4046230313932,8,
continuous_pre,ohlc,fixed10,initial_stop,7,1,479118,-1,2026-04-24 15:09:00+00:00,1.0,208.15356820235417,0.41630713640470834,21.231663956640123,79.25910595054528,1,-920.7419572073501,585,True,479119,479126,2026-04-24 15:30:00+00:00,initial_stop,-1.4163071364047253,-1.0,0.41630713640470834,True,loss,False,-1.4163071364047255,-1.4163071364047253,77.84279881414055,-922.1582643437548,586,
continuous_pre,ohlc,fixed10,initial_stop,7,2,479131,1,2026-04-24 15:48:00+00:00,1.0,231.18625498008052,0.46237250996016105,23.580998007968212,77.84279881414055,1,-922.1582643437548,586,True,479132,479143,2026-04-24 16:21:00+00:00,initial_stop,-1.4623725099601506,-1.0,0.46237250996016105,True,loss,False,-1.4623725099601472,-1.4623725099601506,76.3804263041804,-923.6206368537149,587,
continuous_pre,ohlc,fixed10,initial_stop,7,3,479196,1,2026-04-24 19:03:00+00:00,1.0,302.5416666666731,0.6050833333333462,30.859250000000657,76.3804263041804,1,-923.6206368537149,587,True,479197,479222,2026-04-24 20:18:00+00:00,initial_stop,-1.6050833333333296,-1.0,0.6050833333333463,True,loss,False,-1.6050833333333259,-1.6050833333333296,74.77534297084708,-925.2257201870483,588,
continuous_pre,ohlc,fixed10,initial_stop,7,4,479229,1,2026-04-24 20:42:00+00:00,1.0,207.5178571428605,0.415035714285721,21.166821428571772,74.77534297084708,1,-925.2257201870483,588,True,479230,479248,2026-04-24 21:36:00+00:00,initial_stop,-1.4150357142857295,-1.0,0.415035714285721,True,loss,False,-1.415035714285736,-1.4150357142857295,73.36030725656134,-926.640755901334,589,
continuous_pre,ohlc,fixed10,initial_stop,7,5,479266,-1,2026-04-24 22:33:00+00:00,1.0,484.2976939203373,0.9685953878406746,49.3983647798744,73.36030725656134,1,-926.640755901334,589,True,479267,479287,2026-04-24 23:33:00+00:00,initial_stop,-1.9685953878406222,-1.0,0.9685953878406746,True,loss,False,-1.9685953878406224,-1.9685953878406222,71.39171186872072,-928.6093512891747,590,
continuous_pre,ohlc,fixed10,initial_stop,7,6,479491,1,2026-04-25 09:48:00+00:00,1.0,524.87782805429,1.0497556561085801,53.537538461537586,71.39171186872072,1,-928.6093512891747,590,True,479492,479522,2026-04-25 11:18:00+00:00,initial_stop,-2.049755656108599,-1.0,1.0497556561085801,True,loss,False,-2.0497556561086014,-2.049755656108599,69.34195621261212,-930.6591069452833,591,
continuous_pre,ohlc,fixed10,initial_stop,7,7,480751,1,2026-04-28 00:48:00+00:00,1.0,205.41459074732663,0.41082918149465325,20.952288256227316,69.34195621261212,1,-930.6591069452833,591,True,480752,480770,2026-04-28 01:42:00+00:00,initial_stop,-1.4108291814946559,-1.0,0.4108291814946533,True,loss,False,-1.4108291814946625,-1.4108291814946559,67.93112703111746,-932.069936126778,592,
continuous_pre,ohlc,fixed10,net_loss,10,1,25777,-1,2023-09-23 04:06:00+00:00,1.0,656.9999999999803,1.3139999999999608,67.01399999999799,857.4758976282601,1,-142.5251655296346,56,True,25778,25787,2023-09-23 04:33:00+00:00,initial_stop,-2.313999999999967,-1.0,1.3139999999999605,True,loss,False,-2.3139999999999645,-2.313999999999967,855.1618976282601,-144.83916552963456,57,
continuous_pre,ohlc,fixed10,net_loss,10,2,25878,1,2023-09-23 09:09:00+00:00,1.0,905.9829545454592,1.8119659090909184,92.41026136363683,855.1618976282601,1,-144.83916552963456,57,True,25879,25880,2023-09-23 09:12:00+00:00,initial_stop,-2.8119659090908913,-1.0,1.8119659090909184,True,loss,False,-2.8119659090908726,-2.8119659090908913,852.3499317191693,-147.65113143872543,58,
continuous_pre,ohlc,fixed10,net_loss,10,3,25884,-1,2023-09-23 09:27:00+00:00,1.0,612.0692307692523,1.2241384615385045,62.43106153846373,852.3499317191693,1,-147.65113143872543,58,True,25885,25944,2023-09-23 12:24:00+00:00,initial_stop,-2.2241384615384385,-1.0,1.2241384615385045,True,loss,False,-2.224138461538473,-2.2241384615384385,850.1257932576308,-149.8752699002639,59,
continuous_pre,ohlc,fixed10,net_loss,10,4,25949,1,2023-09-23 12:42:00+00:00,1.0,1386.3913043479906,2.7727826086959815,141.41191304349505,850.1257932576308,1,-149.8752699002639,59,True,25950,25953,2023-09-23 12:51:00+00:00,initial_stop,-3.7727826086959646,-1.0,2.772782608695981,True,loss,False,-3.772782608695934,-3.7727826086959646,846.3530106489349,-153.64805250895984,60,
continuous_pre,ohlc,fixed10,net_loss,10,5,26003,-1,2023-09-23 15:24:00+00:00,1.0,824.0310880829716,1.648062176165943,84.0511709844631,846.3530106489349,1,-153.64805250895984,60,True,26004,26033,2023-09-23 16:51:00+00:00,initial_stop,-2.6480621761658703,-1.0,1.648062176165943,True,loss,False,-2.648062176165922,-2.6480621761658703,843.7049484727689,-156.29611468512576,61,
