scope,timeframe_min,arm,policy,kind,bucket,period,analysis_start,analysis_split,analysis_end_exclusive,taken,closed,censored,weeks,symbols,win_rate,mean_net_bp,mean_net_r,wins,sum_net_r,mean_gross_bp,median_net_bp,ge5r,ge10r,pf_r,ge5r_rate,win_rate_low,win_rate_high,mean_net_bp_low,mean_net_bp_high,mean_net_r_low,mean_net_r_high,matched,paired_target_mean_net_bp,random_mean_net_bp,random_win_rate,mean_excess_bp,random_coverage,test_scope,fixed_incumbent_symbols,run_universe_symbols,fixed_universe_coverage,fixed_universe_rule,first_analysis_month_removed
all_fixed_incumbents,15,v9_both,baseline,overall,0,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,26440,26414,26,195,132,0.2976451881577951,-12.577090712073133,-0.054233087760067765,7862.0,-1432.51278009443,7.422909287926874,-132.042579653647,775.0,177.0,0.9259961628890708,0.029340501249337472,0.28009643759547526,0.3148793100603692,-30.05622237405195,5.659894075834937,-0.14612306530319058,0.05079091284119218,23025,-14.811347692816879,-19.041190284193068,0.2855157437567861,4.229842591376188,0.871696827439994,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,4,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,1,1,0,1,1,1.0,79.65668510394701,0.5721095890410818,1.0,0.5721095890410818,99.656685103947,79.65668510394701,0.0,0.0,,0.0,,,,,,,0,,,,,0.0,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,8,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,5640,5635,5,195,132,0.32138420585625554,8.371905161003264,0.06428074216374888,1811.0,362.22198209272494,28.371905161003273,-132.469437652813,215.0,44.0,1.090350170378983,0.038154392191659274,0.2839320701402131,0.3607130709476559,-28.214127607267,50.929278436868785,-0.134838468282491,0.2952813880202352,919,42.77840900411462,-7.026554293098846,0.2959738846572361,49.80496329721347,0.16308784383318545,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,8,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,3172,3172,0,105,132,0.3370113493064313,33.86608850877068,0.18477895967707975,1069.0,586.118860095697,53.866088508770694,-124.3107570199715,149.0,36.0,1.2654160079709966,0.046973518284993694,0.2877320100543524,0.3890827194936301,-16.81019280039501,96.06868713461422,-0.0956588518102996,0.5455902863881352,509,101.37422511216857,5.244010017000902,0.2966601178781925,96.13021509516767,0.16046658259773014,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,8,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,2468,2463,5,91,123,0.30125862768980916,-24.461042292962734,-0.09090413236011857,742.0,-223.89687800297204,-4.461042292962727,-140.948880721684,66.0,8.0,0.8756672477270916,0.02679658952496955,0.24701815913950625,0.3590973454247592,-66.510967898863,24.668903027547877,-0.31253798663586135,0.1691599565841779,410,-29.966152944664568,-22.26001096100318,0.2951219512195122,-7.70614198366139,0.1664636622005684,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,8,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,12,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,3710,3710,0,194,132,0.2835579514824798,-25.57921802092742,-0.11576428037912272,1052.0,-429.4854802065453,-5.579218020927417,-132.5097162431625,112.0,24.0,0.8469861481347906,0.03018867924528302,0.2595600378946658,0.31092072964476675,-45.919623418987655,-1.2643243567624751,-0.22893031445271778,0.009186378724375405,612,-29.262143829510368,-39.379922512631424,0.25,10.117778683121061,0.16495956873315365,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,12,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,2121,2121,0,104,132,0.2989156058462989,-14.19116089462976,-0.052931405376647936,634.0,-112.26751080387027,5.808839105370241,-128.813928182807,74.0,13.0,0.9285633352932804,0.03488920320603489,0.265058266774965,0.331366838272225,-43.62489137781197,18.032025702497975,-0.21843447195850266,0.12723331342265878,353,-22.450887876467874,-37.85520037197073,0.2577903682719547,15.404312495502866,0.16643092880716642,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,12,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,1589,1589,0,91,119,0.263058527375708,-40.78001674017056,-0.19963371265114851,418.0,-317.217969402675,-20.78001674017055,-136.666666666667,38.0,11.0,0.7432002025706943,0.02391441157960982,0.2270267202503298,0.30242567526370345,-67.18073493978441,-11.13798991221373,-0.3355019643532026,-0.04248304163275972,259,-38.545438622653236,-41.45801871206474,0.23938223938223938,2.9125800894115064,0.16299559471365638,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,12,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,16,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,4441,4432,9,195,132,0.29129061371841153,-7.557378130258615,-0.043941889820803694,1291.0,-194.75045568580197,12.442621869741387,-127.0652079169685,134.0,38.0,0.9418083550211117,0.03023465703971119,0.26057765360274343,0.32286776213961393,-33.469418507311744,23.497817194046938,-0.19762524569788564,0.1230801535415664,673,13.731033148908166,4.113186771523145,0.2852897473997028,9.617846377385026,0.15185018050541516,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,16,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,2454,2454,0,105,132,0.2844335778321108,-14.591147567382654,-0.08716210504508808,698.0,-213.89580578064613,5.40885243261735,-128.7922074081245,69.0,14.0,0.8848009566104663,0.028117359413202935,0.24708686596692594,0.3243699725985257,-45.02631934783817,18.465192122640627,-0.25002489574709186,0.09040688871723493,383,13.01905611827997,16.18884286656243,0.3028720626631854,-3.169786748282454,0.1560717196414018,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,16,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,1986,1978,8,91,121,0.29979777553083925,1.169047652705181,0.009679145649567296,593.0,19.14535009484411,21.16904765270518,-123.8074340737665,65.0,24.0,1.0128495873409304,0.03286147623862487,0.25024889669264666,0.35262709214099525,-43.93295661332119,57.67151934103531,-0.2575509099966548,0.32830136852780056,290,14.671333847979206,-11.835007312614936,0.2620689655172414,26.50634116059414,0.14661274014155712,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,16,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,1,0,1,0,0,,,,,,,,,,,,,,,,,,0,,,,,,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,20,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,5861,5859,2,195,132,0.27939921488308583,-20.279946100165965,-0.09884180897213542,1637.0,-579.1141587677414,-0.27994610016595545,-138.886223798102,173.0,39.0,0.8663949656813382,0.029527223075610173,0.25142565248747756,0.31002587536083215,-49.22347596965034,9.574746843311658,-0.2351287748258083,0.05440710576593425,884,-39.40136270982833,-9.001258019142732,0.2839366515837104,-30.40010469068559,0.150878989588667,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,20,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,3276,3276,0,105,132,0.26526251526251526,-41.030903975605014,-0.22416429247209893,869.0,-734.362222138596,-21.030903975605,-140.7544316550845,67.0,13.0,0.7024987520831889,0.020451770451770452,0.22706210067009508,0.3042043091993163,-76.07913342924648,-3.369313315546291,-0.3779583848956545,-0.055622649281463515,488,-54.14152734307645,-2.0996080689889145,0.26639344262295084,-52.04191927408752,0.14896214896214896,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,20,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,2581,2579,2,91,121,0.2966265994571539,5.553435556920299,0.05896970358101055,765.0,152.0828655354262,25.553435556920306,-135.606936416184,106.0,26.0,1.0815019659979344,0.04110120201628538,0.25840698829752096,0.34040131984850225,-39.58593524270912,54.75139512470213,-0.17136432303006385,0.30800450560052917,394,-20.09749782499164,-19.19198919172309,0.3020304568527919,-0.9055086332685509,0.1527723924001551,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,baseline,4h,20,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,4,4,0,1,4,0.75,318.68173047804277,0.7912994588571438,3.0,3.1651978354285752,338.68173047804277,165.656798165062,0.0,0.0,37.39132764261892,0.0,,,,,,,0,,,,,0.0,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,overall,0,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,3678,3671,7,194,132,0.33587578316535005,4.304070773189614,0.011838707104657734,1233.0,43.459893781198545,24.304070773189622,-165.09746445845,73.0,8.0,1.0196928294786565,0.019885589757559247,0.3066293096633015,0.3643922061321197,-34.633690970343146,48.39960857992527,-0.11133617646043138,0.14632963408667332,501,-33.36351185964259,-26.90913107370496,0.3093812375249501,-6.454380785937648,0.13647507491146826,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,overall,0,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,1984,1984,0,105,132,0.328125,-0.4601259487612888,-0.024964821345367542,651.0,-49.5302055492092,19.539874051238723,-166.068176055923,34.0,2.0,0.9589775614490635,0.017137096774193547,0.29033762044749306,0.3657057619643874,-45.406307562542125,48.29293251578765,-0.1604851931329581,0.13149012821255232,270,-18.682671018386404,-2.244483708888389,0.2962962962962963,-16.438187309498005,0.13608870967741934,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,overall,0,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,1693,1686,7,90,120,0.34519572953736655,10.386841298556037,0.05576261602057211,582.0,94.01577061068457,30.38684129855605,-163.1203807647875,39.0,6.0,1.0941597810104562,0.023131672597864767,0.3021995608409877,0.38677337245300186,-50.053562226384834,83.9072082130397,-0.13428835157338773,0.27367232808847336,231,-50.52293621955244,-55.73793968193209,0.3246753246753247,5.215003462379649,0.13701067615658363,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,overall,0,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,1,1,0,1,1,0.0,-799.080738644022,-1.0256712802768158,0.0,-1.0256712802768158,-779.080738644022,-799.080738644022,0.0,0.0,0.0,0.0,,,,,,,0,,,,,0.0,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,4h,0,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,731,729,2,168,129,0.35802469135802467,-2.943585667427202,0.019945844498273208,261.0,14.54052063924117,17.056414332572803,-149.716981132075,12.0,0.0,1.0364233397865896,0.01646090534979424,0.30341084719652384,0.4163122464577576,-67.59340987447138,70.93588021237555,-0.16458533849789203,0.23693307731996274,20,-207.40515117034644,-9.565087674730709,0.35,-197.84006349561577,0.027434842249657063,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,4h,0,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,362,362,0,91,125,0.3425414364640884,-17.33158811702027,-0.032807370446994874,124.0,-11.876268101812144,2.668411882979756,-150.602449537168,5.0,0.0,0.9422883841177493,0.013812154696132596,0.273191299445645,0.41520591733571216,-93.77385489317487,60.830509407091114,-0.25879480246905157,0.21850278538862394,11,-122.93433380612355,-28.575173083063095,0.2727272727272727,-94.35916072306046,0.03038674033149171,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,4h,0,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,369,367,2,78,113,0.37329700272479566,11.24839495042753,0.07198035079306082,137.0,26.416788741053324,31.248394950427542,-146.08069164265,7.0,0.0,1.136575617555696,0.01907356948228883,0.29594141301860266,0.45731825486859523,-87.76243060443416,135.8432254065111,-0.21109057285569802,0.42729581973440617,9,-310.6472612821745,13.669461157675546,0.4444444444444444,-324.3167224398499,0.02452316076294278,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,4h,0,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,4h,4,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,380,378,2,138,122,0.34656084656084657,-17.670952281235117,-0.07188998517682214,131.0,-27.17441439683877,2.3290477187648886,-153.391449319368,5.0,1.0,0.875938189295707,0.013227513227513227,0.2894699881726789,0.4054810047962458,-66.09913770472365,32.485554927552755,-0.22915465528428758,0.10003526793153013,13,-128.83619640850253,-221.67288125309958,0.15384615384615385,92.836684844597,0.03439153439153439,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,4h,4,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,214,214,0,79,108,0.35046728971962615,-18.494010320476626,-0.12298468878968973,75.0,-26.3187234009936,1.505989679523383,-155.95556477622,3.0,0.0,0.7937907071674212,0.014018691588785047,0.2722398979728823,0.4254173033972023,-87.06717174130759,46.75885492777413,-0.3210645544909671,0.08259449103345204,8,-98.55795386936012,-270.90957991362075,0.0,172.35162604426063,0.037383177570093455,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,4h,4,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,166,164,2,59,89,0.34146341463414637,-16.59696191295655,-0.005217628023446153,56.0,-0.8556909958451691,3.403038087043412,-142.57782122922902,2.0,1.0,0.9906387935265812,0.012195121951219513,0.2642462606315378,0.42857142857142855,-79.52291666478985,56.09562088951571,-0.2404267913206876,0.2698324992795456,5,-177.28138447113042,-142.89416339626558,0.4,-34.3872210748648,0.03048780487804878,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,4h,4,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,4h,8,all,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,564,563,1,167,129,0.3641207815275311,33.66508185939785,0.10792125376146844,205.0,60.75966586770673,53.66508185939785,-155.157965872613,12.0,0.0,1.188295610680866,0.021314387211367674,0.29111015638425847,0.4351890342026248,-41.65913303369191,119.27620927439702,-0.142001740997267,0.38052116283655135,12,230.0712035333449,-73.76790697601544,0.25,303.83911050936035,0.021314387211367674,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,4h,8,earlier,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,321,321,0,92,122,0.37694704049844235,73.28826189428135,0.25426940741564696,121.0,81.62047978042267,93.28826189428135,-146.209507782919,10.0,0.0,1.454577518981857,0.03115264797507788,0.27302274960639905,0.4752203216973916,-54.87310546500659,208.4374494487443,-0.15872299380770305,0.6818629725864995,6,204.80481436601198,-108.43843774838666,0.16666666666666666,313.2432521143987,0.018691588785046728,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,4h,8,later,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,243,242,1,75,99,0.34710743801652894,-18.892937938939355,-0.08620171038312378,84.0,-20.860813912715955,1.1070620610606703,-166.0186880911485,2.0,0.0,0.8542526165392733,0.008264462809917356,0.2425045823514009,0.45148330971115774,-94.755719554428,65.09494845153402,-0.3519723541387942,0.19389155122645027,6,255.3375927006778,-39.09737620364419,0.3333333333333333,294.434968904322,0.024793388429752067,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
all_fixed_incumbents,15,v9_both,retest,4h,8,cross,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2026-09-23 04:00:00+00:00,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,,,,descriptive same-clock matched random,135,638,0.2115987460815047,merged source first_ms < analysis_start; not a point-in-time universe,False
