arm,period,direction,entries,n,censored,win_rate,mean_gross_bp,mean_net_bp,sum_net_r,mean_net_r,pf_r,net_ge3r,net_gt5r,net_gt10r,random_pairs,random_mean_net_bp,paired_excess_bp,paired_excess_r
ma_density_only,earlier,both,7355,7355,0,0.3222297756628144,24.465124098750564,4.465124098750555,696.2275832415718,0.09466044639586292,1.13672423456927,557,250,67,7333,-4.787101021689993,9.214469752799827,0.13467155611099194
ma_density_only,earlier,long,3582,3582,0,0.31714126186487995,5.588111038267218,-14.41188896173279,-123.26462745347106,-0.034412235469980755,0.9505752250818233,208,82,20,3570,-6.400382204384596,-8.250660015733375,0.031117007673303575
ma_density_only,earlier,short,3773,3773,0,0.3270606944076332,42.38652902391657,22.386529023916566,819.4922106950428,0.21719910169494905,1.3154054142883944,349,168,47,3763,-3.2565632002125233,25.783832833762766,0.232914909266067
ma_hard,earlier,both,22,22,0,0.4090909090909091,318.19133412581164,298.19133412581164,47.90798389371429,2.1776356315324676,4.988984711628822,4,3,2,22,11.137310067801042,287.05402405801055,1.9539834811277204
ma_hard,earlier,long,9,9,0,0.1111111111111111,-59.16662956054175,-79.16662956054175,-2.410814146475657,-0.26786823849729524,0.7040654758661442,1,1,0,9,-30.70070401182766,-48.46592554871408,-0.3385728282006418
ma_hard,earlier,short,13,13,0,0.6153846153846154,579.4391551394409,559.4391551394409,50.318798040189954,3.8706767723223043,14.023726637345076,3,2,2,13,40.102089046005545,519.3370660934354,3.5411378491242784
ma_grade_a,earlier,both,3,3,0,0.0,-275.4654924729277,-295.4654924729277,-3.230659320707048,-1.0768864402356828,0.0,0,0,0,3,-11.104809731060678,-284.36068274186704,-0.837211101011574
ma_grade_a,earlier,long,3,3,0,0.0,-275.4654924729277,-295.4654924729277,-3.230659320707048,-1.0768864402356828,0.0,0,0,0,3,-11.104809731060678,-284.36068274186704,-0.837211101011574
ma_grade_a,earlier,short,0,0,0,,,,0.0,,,0,0,0,0,,,
baseline,later,both,20687,20600,87,0.29150485436893203,9.852877186347778,-10.147122813652231,-1306.3134472571294,-0.0634132741386956,0.9130730819301794,1325,586,134,20529,-12.324451309974418,1.8410190309596914,0.04937792715413814
baseline,later,long,9918,9904,14,0.24676898222940227,-19.10044036050467,-39.10044036050468,-2174.2798849656847,-0.21953552958054168,0.7143705649122608,460,217,59,9869,-18.2395982438765,-21.386947812611794,-0.05866040330853215
baseline,later,short,10769,10696,73,0.33292819745699326,36.66230659771901,16.662306597718995,867.9664377085554,0.08114869462495844,1.1170479031026679,865,369,75,10660,-6.848223815539185,23.34540972319299,0.1493995297184996
ma_density_only,later,both,7188,7147,41,0.29424933538547643,14.361633357694712,-5.638366642305292,-376.61252001037275,-0.05269518959148912,0.9283172936645954,479,225,58,7119,-15.044775235605915,9.06149437045696,0.07959240813904771
ma_density_only,later,long,3471,3464,7,0.25144341801385683,-14.917871719260317,-34.917871719260326,-782.1543962243519,-0.22579514902550574,0.7089249227452459,170,81,22,3453,-13.046878603090713,-22.84450042470297,-0.06608490686911901
ma_density_only,later,short,3717,3683,34,0.33450991039913114,41.900108944600014,21.90010894460001,405.5418762139791,0.1101118317170728,1.1579975813692764,309,144,36,3666,-16.926591130880052,39.11370387064443,0.21680565656327022
ma_hard,later,both,37,37,0,0.1891891891891892,-29.05502834131929,-49.0550283413193,-10.086913564258237,-0.2726192855204929,0.6565227378593202,2,2,0,37,2.5023369861074936,-51.55736532742678,-0.3205874643643883
ma_hard,later,long,15,15,0,0.2,12.875324264034536,-7.124675735965468,0.2563861849981639,0.017092412333210925,1.0224899877169469,1,1,0,15,134.79535944276907,-141.92003517873454,-0.8905862903618506
ma_hard,later,short,22,22,0,0.18181818181818182,-57.64390511769687,-77.64390511769692,-10.3432997492564,-0.4701499886025636,0.4243179217551882,1,1,0,22,-87.69745105252541,10.053545934828508,0.06804809881569954
ma_grade_a,later,both,3,3,0,0.0,-206.73358224485165,-226.7335822448517,-3.304826208933193,-1.1016087363110643,0.0,0,0,0,3,650.2019565615257,-876.9355388063773,-4.495510550625356
ma_grade_a,later,long,1,1,0,0.0,-229.738353541799,-249.738353541799,-1.0870555555555554,-1.0870555555555554,0.0,0,0,0,1,2326.733668341707,-2576.472021883506,-13.601109609609553
ma_grade_a,later,short,2,2,0,0.0,-195.23119659637797,-215.23119659637803,-2.217770653377637,-1.1088853266888186,0.0,0,0,0,2,-188.06389932856501,-27.167297267813012,0.05728897886674178
baseline,cross_split,both,19,14,5,0.5,198.87820777823126,178.87820777823126,9.226681685356628,0.6590486918111876,2.6408551479918825,1,1,0,14,-66.80464570251458,245.68285348074588,0.8477685937791745
baseline,cross_split,long,7,5,2,0.6,363.3369211571313,343.3369211571313,2.553258784212966,0.5106517568425932,4.6942100788952645,0,0,0,5,-162.0151747941662,505.3520959512977,0.5926683701598188
baseline,cross_split,short,12,9,3,0.4444444444444444,107.51225590106456,87.51225590106455,6.67342290114366,0.7414914334604066,2.353102504611449,1,1,0,9,-13.909907318263675,101.42216321932823,0.9894909402343717
ma_density_only,cross_split,both,7,4,3,0.25,98.75352889860176,78.75352889860176,-0.08388479917137293,-0.02097119979284323,0.9699663580748349,0,0,0,4,14.26301372571298,64.49051517288879,-0.08386283843654119
ma_density_only,cross_split,long,1,0,1,,,,0.0,,,0,0,0,0,,,
ma_density_only,cross_split,short,6,4,2,0.25,98.75352889860176,78.75352889860176,-0.08388479917137293,-0.02097119979284323,0.9699663580748349,0,0,0,4,14.26301372571298,64.49051517288879,-0.08386283843654119
ma_hard,cross_split,both,0,0,0,,,,0.0,,,0,0,0,0,,,
ma_hard,cross_split,long,0,0,0,,,,0.0,,,0,0,0,0,,,
ma_hard,cross_split,short,0,0,0,,,,0.0,,,0,0,0,0,,,
ma_grade_a,cross_split,both,0,0,0,,,,0.0,,,0,0,0,0,,,
ma_grade_a,cross_split,long,0,0,0,,,,0.0,,,0,0,0,0,,,
ma_grade_a,cross_split,short,0,0,0,,,,0.0,,,0,0,0,0,,,
