signal_i,signal_bar_open,symbol,asset,timeframe,source,box_entry_i,bars_after_v9,trade_key,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,arm,status,baseline_risk_frac,net_r_on_baseline_risk,signal_close,period,month,matched,reason,control_signal_i,control_parent_i,control_signal_bar_open,control_net_r,control_net_return,control_baseline_risk_frac,control_net_r_on_baseline_risk,control_exit_time,vol_bin,fold,net_bp,gross_bp
25799,2025-05-21 02:45:00+00:00,1000PEPEUSDT,1000PEPE,15m,chart,25798.0,1.0,binance_um:1000PEPEUSDT:15m:box_any:25799,25800,2025-05-21 03:00:00+00:00,0.0134658,0.012992,0.0004737999999999,0.0351854327258684,25857,2025-05-21 17:15:00+00:00,0.0137454999999999,trailing_stop,0.0207711387366513,0.0187711387366513,0.5903334740396794,0.5334917686787676,False,2.4626424651751817,baseline,closed,0.0351854327258684,0.5334917686787676,2025-05-21 03:00:00+00:00,earlier,2025-05,True,matched,25007.0,25006.0,2025-05-12 20:45:00+00:00,-1.060075704225353,-0.0352913284295051,0.033291328429505,-1.060075704225353,2025-05-13 01:00:00+00:00,2.0,earlier,187.71138736651295,207.711387366513
29622,2025-06-29 22:30:00+00:00,1000PEPEUSDT,1000PEPE,15m,chart,29477.0,145.0,binance_um:1000PEPEUSDT:15m:box_any:29622,29623,2025-06-29 22:45:00+00:00,0.0103032,0.0096229,0.0006803,0.0660280301265626,29684,2025-06-30 14:00:00+00:00,0.0096229,initial_stop,-0.0660280301265626,-0.0680280301265626,-1.0000000000000009,-1.0302901661031905,False,0.2640011759517863,baseline,closed,0.0660280301265626,-1.0302901661031905,2025-06-29 22:45:00+00:00,earlier,2025-06,True,matched,28757.0,28612.0,2025-06-20 22:15:00+00:00,0.6689969343960659,0.0111988135436658,0.0167397083123788,0.6689969343960659,2025-06-21 13:30:00+00:00,1.0,earlier,-680.280301265626,-660.280301265626
30535,2025-07-09 10:45:00+00:00,1000PEPEUSDT,1000PEPE,15m,chart,30464.0,71.0,binance_um:1000PEPEUSDT:15m:box_any:30535,30536,2025-07-09 11:00:00+00:00,0.0102764,0.0101768,9.960000000000004e-05,0.009692110077459,30550,2025-07-09 14:30:00+00:00,0.0101768,initial_stop,-0.009692110077459,-0.011692110077459,-1.0000000000000036,-1.206353413654622,False,2.588353413654625,baseline,closed,0.009692110077459,-1.206353413654622,2025-07-09 11:00:00+00:00,earlier,2025-07,True,matched,32637.0,32566.0,2025-07-31 08:15:00+00:00,-1.264321917808223,-0.0095665310564639,0.0075665310564639,-1.264321917808223,2025-07-31 11:45:00+00:00,0.0,earlier,-116.92110077459,-96.92110077459
34773,2025-08-22 14:15:00+00:00,1000PEPEUSDT,1000PEPE,15m,chart,34773.0,0.0,binance_um:1000PEPEUSDT:15m:box_any:34773,34774,2025-08-22 14:30:00+00:00,0.0106124,0.0097812,0.0008311999999999,0.0783234706569672,34931,2025-08-24 05:45:00+00:00,0.0111591,opposite_v6_next_open,0.0515152086238739,0.0495152086238739,0.6577237728585182,0.6321886429258907,False,1.3409528392685297,baseline,closed,0.0783234706569672,0.6321886429258907,2025-08-22 14:30:00+00:00,earlier,2025-08,True,matched,34001.0,34001.0,2025-08-14 13:15:00+00:00,-1.0673951248871505,-0.0316757369817016,0.0296757369817016,-1.0673951248871505,2025-08-14 21:30:00+00:00,2.0,earlier,495.152086238739,515.152086238739
36804,2025-09-12 18:00:00+00:00,1000PEPEUSDT,1000PEPE,15m,htf,36798.0,6.0,binance_um:1000PEPEUSDT:15m:box_any:36804,36805,2025-09-12 18:15:00+00:00,0.0113706,0.0106886999999999,0.0006819,0.0599704501081737,36941,2025-09-14 04:15:00+00:00,0.0116413,opposite_v6_next_open,0.0238070110636201,0.0218070110636201,0.3969790291831631,0.3636292711541267,False,1.9734565185511048,baseline,closed,0.0599704501081737,0.3636292711541267,2025-09-12 18:15:00+00:00,later,2025-09,True,matched,37287.0,37281.0,2025-09-17 18:45:00+00:00,1.812938954765035,0.0380575279572965,0.0209921728788871,1.812938954765035,2025-09-18 10:15:00+00:00,2.0,later,218.070110636201,238.070110636201
46969,2025-12-27 15:15:00+00:00,1000PEPEUSDT,1000PEPE,15m,chart,46953.0,16.0,binance_um:1000PEPEUSDT:15m:box_any:46969,46970,2025-12-27 15:30:00+00:00,0.0040761,0.0040474,2.8700000000000427e-05,0.0070410441353255,47076,2025-12-28 18:00:00+00:00,0.0041684,trailing_stop,0.0226441942052451,0.0206441942052451,3.2160278745643973,2.9319790940765964,False,6.4355400696863265,baseline,closed,0.0070410441353255,2.9319790940765964,2025-12-27 15:30:00+00:00,later,2025-12,True,matched,44928.0,44912.0,2025-12-06 09:00:00+00:00,2.643155672823174,0.0229644674705422,0.0086882765577003,2.643155672823174,2025-12-07 09:00:00+00:00,0.0,later,206.441942052451,226.44194205245103
48456,2026-01-12 03:00:00+00:00,1000PEPEUSDT,1000PEPE,15m,chart,48455.0,1.0,binance_um:1000PEPEUSDT:15m:box_any:48456,48457,2026-01-12 03:15:00+00:00,0.0059716,0.0058636,0.0001079999999999,0.0180856051979368,48474,2026-01-12 07:30:00+00:00,0.0058636,initial_stop,-0.0180856051979367,-0.0200856051979367,-0.9999999999999972,-1.110585185185183,False,0.682407407407413,baseline,closed,0.0180856051979368,-1.110585185185183,2026-01-12 03:15:00+00:00,later,2026-01,True,matched,50170.0,50169.0,2026-01-29 23:30:00+00:00,-1.1418770614692688,-0.0160967114718066,0.0140967114718066,-1.1418770614692688,2026-01-30 01:30:00+00:00,1.0,later,-200.856051979367,-180.85605197936695
56050,2026-04-01 05:30:00+00:00,1000PEPEUSDT,1000PEPE,15m,chart,56050.0,0.0,binance_um:1000PEPEUSDT:15m:box_any:56050,56051,2026-04-01 05:45:00+00:00,0.0034572,0.0033986,5.860000000000023e-05,0.016950133055652,56082,2026-04-01 13:30:00+00:00,0.0033986,initial_stop,-0.016950133055652,-0.018950133055652,-1.000000000000002,-1.117993174061435,False,1.2372013651877098,baseline,closed,0.016950133055652,-1.117993174061435,2026-04-01 05:45:00+00:00,later,2026-04,True,matched,56901.0,56901.0,2026-04-10 02:15:00+00:00,1.2955992509363146,0.0197248752672842,0.015224518888097,1.2955992509363146,2026-04-11 05:00:00+00:00,1.0,later,-189.50133055652,-169.50133055652
1724,2024-09-19 08:00:00+00:00,1000PEPEUSDT,1000PEPE,1h,htf,1716.0,8.0,binance_um:1000PEPEUSDT:1h:box_any:1724,1725,2024-09-19 09:00:00+00:00,0.0078179,0.0075534999999999,0.0002643999999999,0.0338198237378323,1798,2024-09-22 10:00:00+00:00,0.0080502,trailing_stop,0.0297138617787386,0.0277138617787386,0.8785930408472067,0.8194561270801869,False,2.6267019667171008,baseline,closed,0.0338198237378323,0.8194561270801869,2024-09-19 09:00:00+00:00,earlier,2024-09,True,matched,1782.0,1774.0,2024-09-21 18:00:00+00:00,-1.0888452830188655,-0.0245110431532449,0.0225110431532449,-1.0888452830188655,2024-09-22 10:00:00+00:00,2.0,earlier,277.138617787386,297.138617787386
2324,2024-10-14 08:00:00+00:00,1000PEPEUSDT,1000PEPE,1h,htf,2322.0,2.0,binance_um:1000PEPEUSDT:1h:box_any:2324,2325,2024-10-14 09:00:00+00:00,0.0103549,0.0099778,0.0003771,0.0364175414538044,2398,2024-10-17 10:00:00+00:00,0.0099778,initial_stop,-0.0364175414538044,-0.0384175414538044,-1.0000000000000004,-1.0549185892336257,False,2.1898700609917787,baseline,closed,0.0364175414538044,-1.0549185892336257,2024-10-14 09:00:00+00:00,earlier,2024-10,True,matched,2733.0,2731.0,2024-10-31 09:00:00+00:00,-1.0620753851196314,-0.0342188899214328,0.0322188899214328,-1.0620753851196314,2024-10-31 17:00:00+00:00,2.0,earlier,-384.175414538044,-364.175414538044
3623,2024-12-07 11:00:00+00:00,1000PEPEUSDT,1000PEPE,1h,chart,3622.0,1.0,binance_um:1000PEPEUSDT:1h:box_any:3623,3624,2024-12-07 12:00:00+00:00,0.0224299,0.0212141,0.0012157999999999,0.0542044324762927,3681,2024-12-09 21:00:00+00:00,0.0238834,trailing_stop,0.0648018939005523,0.0628018939005523,1.1955091297910838,1.158611778253002,False,4.893568021056097,baseline,closed,0.0542044324762927,1.158611778253002,2024-12-07 12:00:00+00:00,earlier,2024-12,True,matched,4047.0,4046.0,2024-12-25 03:00:00+00:00,-1.0580839483394842,-0.0364329209218113,0.0344329209218113,-1.0580839483394842,2024-12-25 17:00:00+00:00,2.0,earlier,628.018939005523,648.018939005523
4275,2025-01-03 15:00:00+00:00,1000PEPEUSDT,1000PEPE,1h,chart,4197.0,78.0,binance_um:1000PEPEUSDT:1h:box_any:4275,4276,2025-01-03 16:00:00+00:00,0.0212388,0.0203115,0.0009272999999999,0.0436606587942821,4326,2025-01-05 18:00:00+00:00,0.0203115,initial_stop,-0.0436606587942821,-0.0456606587942821,-1.0000000000000009,-1.0458078291814956,False,0.725978647686836,baseline,closed,0.0436606587942821,-1.0458078291814956,2025-01-03 16:00:00+00:00,earlier,2025-01,True,matched,4544.0,4466.0,2025-01-14 20:00:00+00:00,-1.0720062086092697,-0.0297753826875213,0.0277753826875213,-1.0720062086092697,2025-01-15 11:00:00+00:00,2.0,earlier,-456.60658794282097,-436.606587942821
6096,2025-03-20 12:00:00+00:00,1000PEPEUSDT,1000PEPE,1h,htf,6065.0,31.0,binance_um:1000PEPEUSDT:1h:box_any:6096,6097,2025-03-20 13:00:00+00:00,0.0075906,0.0072587,0.0003319,0.0437251337180197,6118,2025-03-21 10:00:00+00:00,0.0072587,initial_stop,-0.0437251337180196,-0.0457251337180196,-0.999999999999999,-1.0457402832178355,False,0.8752636336245845,baseline,closed,0.0437251337180197,-1.0457402832178355,2025-03-20 13:00:00+00:00,earlier,2025-03,True,matched,6106.0,6075.0,2025-03-20 22:00:00+00:00,-1.044831507254961,-0.0466114824698142,0.0446114824698142,-1.044831507254961,2025-03-21 10:00:00+00:00,3.0,earlier,-457.25133718019606,-437.251337180196
6828,2025-04-20 00:00:00+00:00,1000PEPEUSDT,1000PEPE,1h,htf,6826.0,2.0,binance_um:1000PEPEUSDT:1h:box_any:6828,6829,2025-04-20 01:00:00+00:00,0.0074755,0.0073209,0.0001546,0.020680890910307,6838,2025-04-20 10:00:00+00:00,0.0073209,initial_stop,-0.020680890910307,-0.022680890910307,-0.9999999999999974,-1.096707632600256,False,0.6319534282018098,baseline,closed,0.020680890910307,-1.096707632600256,2025-04-20 01:00:00+00:00,earlier,2025-04,True,matched,6408.0,6406.0,2025-04-02 12:00:00+00:00,-1.0521119718309857,-0.0403788970121218,0.0383788970121218,-1.0521119718309857,2025-04-02 22:00:00+00:00,2.0,earlier,-226.80890910307,-206.80890910307
9819,2025-08-22 15:00:00+00:00,1000PEPEUSDT,1000PEPE,1h,chart,9819.0,0.0,binance_um:1000PEPEUSDT:1h:box_any:9819,9820,2025-08-22 16:00:00+00:00,0.0108841,0.0097699,0.0011142,0.1023695114892366,9896,2025-08-25 20:00:00+00:00,0.0097699,initial_stop,-0.1023695114892366,-0.1043695114892366,-1.0,-1.019537066953868,False,0.7565069107880077,baseline,closed,0.1023695114892366,-1.019537066953868,2025-08-22 16:00:00+00:00,earlier,2025-08,True,matched,9663.0,9663.0,2025-08-16 03:00:00+00:00,-1.0713879026955957,-0.0300159512253526,0.0280159512253525,-1.0713879026955957,2025-08-18 09:00:00+00:00,2.0,earlier,-1043.6951148923658,-1023.695114892366
10215,2025-09-08 03:00:00+00:00,1000PEPEUSDT,1000PEPE,1h,chart,10215.0,0.0,binance_um:1000PEPEUSDT:1h:box_any:10215,10216,2025-09-08 04:00:00+00:00,0.0099928,0.0097989,0.0001939,0.0194039708590185,10251,2025-09-09 15:00:00+00:00,0.0102545,trailing_stop,0.026188855976303,0.024188855976303,1.3496647756575588,1.2465930892212516,False,4.352243424445582,baseline,closed,0.0194039708590185,1.2465930892212516,2025-09-08 04:00:00+00:00,earlier,2025-09,True,matched,10122.0,10122.0,2025-09-04 06:00:00+00:00,-1.1007227774855322,-0.021856481819986,0.019856481819986,-1.1007227774855322,2025-09-04 18:00:00+00:00,1.0,earlier,241.88855976303,261.88855976303
14752,2026-03-16 04:00:00+00:00,1000PEPEUSDT,1000PEPE,1h,htf,14749.0,3.0,binance_um:1000PEPEUSDT:1h:box_any:14752,14753,2026-03-16 05:00:00+00:00,0.0036763,0.0034422999999999,0.000234,0.063650953404238,14811,2026-03-18 15:00:00+00:00,0.0034422999999999,initial_stop,-0.0636509534042379,-0.0656509534042379,-0.9999999999999992,-1.0314213675213668,False,1.98119658119658,baseline,closed,0.063650953404238,-1.0314213675213668,2026-03-16 05:00:00+00:00,later,2026-03,True,matched,14499.0,14496.0,2026-03-05 15:00:00+00:00,-1.0587854729729738,-0.0360220108617568,0.0340220108617568,-1.0587854729729738,2026-03-06 14:00:00+00:00,2.0,later,-656.5095340423791,-636.5095340423791
5395,2024-10-20 13:45:00+00:00,AAVEUSDT,AAVE,15m,chart,5222.0,173.0,binance_um:AAVEUSDT:15m:box_any:5395,5396,2024-10-20 14:00:00+00:00,158.88,157.70000000000002,1.1799999999999784,0.007426988922457,5407,2024-10-20 16:45:00+00:00,157.70000000000002,initial_stop,-0.007426988922457,-0.009426988922457,-1.0000000000000018,-1.2692881355932273,False,1.406779661016972,baseline,closed,0.007426988922457,-1.2692881355932273,2024-10-20 14:00:00+00:00,earlier,2024-10,True,matched,5408.0,5235.0,2024-10-20 17:00:00+00:00,-1.231794117647061,-0.0106283466565157,0.0086283466565157,-1.231794117647061,2024-10-21 04:15:00+00:00,0.0,earlier,-94.26988922457,-74.26988922457001
16258,2025-02-10 17:30:00+00:00,AAVEUSDT,AAVE,15m,chart,16221.0,37.0,binance_um:AAVEUSDT:15m:box_any:16258,16259,2025-02-10 17:45:00+00:00,252.41,247.15,5.259999999999991,0.0208391109702467,16352,2025-02-11 17:00:00+00:00,247.15,initial_stop,-0.0208391109702468,-0.0228391109702468,-1.0000000000000018,-1.0959733840304204,False,1.9239543726235728,baseline,closed,0.0208391109702467,-1.0959733840304204,2025-02-10 17:45:00+00:00,earlier,2025-02,True,matched,15682.0,15645.0,2025-02-04 17:30:00+00:00,-1.06525307125307,-0.0326498983357179,0.030649898335718,-1.06525307125307,2025-02-04 20:00:00+00:00,2.0,earlier,-228.391109702468,-208.391109702468
19374,2025-03-15 04:30:00+00:00,AAVEUSDT,AAVE,15m,chart,19319.0,55.0,binance_um:AAVEUSDT:15m:box_any:19374,19375,2025-03-15 04:45:00+00:00,176.45,173.8,2.6499999999999773,0.0150184188155283,19384,2025-03-15 07:00:00+00:00,173.8,initial_stop,-0.0150184188155283,-0.0170184188155283,-0.9999999999999996,-1.1331698113207556,False,0.3132075471698187,baseline,closed,0.0150184188155283,-1.1331698113207556,2025-03-15 04:45:00+00:00,earlier,2025-03,True,matched,19994.0,19939.0,2025-03-21 15:30:00+00:00,1.901530864197553,0.0264585432890518,0.0139143380668803,1.901530864197553,2025-03-22 14:30:00+00:00,1.0,earlier,-170.184188155283,-150.184188155283
19788,2025-03-19 12:00:00+00:00,AAVEUSDT,AAVE,15m,htf,19744.0,44.0,binance_um:AAVEUSDT:15m:box_any:19788,19789,2025-03-19 12:15:00+00:00,179.72,174.66,5.060000000000002,0.0281549076340974,19877,2025-03-20 10:15:00+00:00,174.66,initial_stop,-0.0281549076340974,-0.0301549076340974,-0.9999999999999982,-1.071035573122528,False,0.9604743083003976,baseline,closed,0.0281549076340974,-1.071035573122528,2025-03-19 12:15:00+00:00,earlier,2025-03,True,matched,18086.0,18042.0,2025-03-01 18:30:00+00:00,-0.3135643044619444,-0.0062112925028595,0.0198086721430799,-0.3135643044619444,2025-03-02 15:15:00+00:00,1.0,earlier,-301.549076340974,-281.549076340974
20068,2025-03-22 10:00:00+00:00,AAVEUSDT,AAVE,15m,htf,20003.0,65.0,binance_um:AAVEUSDT:15m:box_any:20068,20069,2025-03-22 10:15:00+00:00,181.87,180.06,1.8100000000000025,0.0099521636333645,20074,2025-03-22 11:30:00+00:00,180.06,initial_stop,-0.0099521636333644,-0.0119521636333644,-0.9999999999999982,-1.200961325966849,False,0.5690607734806629,baseline,closed,0.0099521636333645,-1.200961325966849,2025-03-22 10:15:00+00:00,earlier,2025-03,True,matched,20176.0,20111.0,2025-03-23 13:00:00+00:00,-1.2109942857142872,-0.0114789296934243,0.0094789296934243,-1.2109942857142872,2025-03-23 15:30:00+00:00,0.0,earlier,-119.521636333644,-99.521636333644
22104,2025-04-12 15:00:00+00:00,AAVEUSDT,AAVE,15m,htf,22089.0,15.0,binance_um:AAVEUSDT:15m:box_any:22104,22105,2025-04-12 15:15:00+00:00,146.73,143.55,3.1799999999999784,0.0216724596197095,22157,2025-04-13 04:15:00+00:00,143.55,initial_stop,-0.0216724596197095,-0.0236724596197095,-1.0000000000000009,-1.0922830188679258,False,1.0723270440251635,baseline,closed,0.0216724596197095,-1.0922830188679258,2025-04-12 15:15:00+00:00,earlier,2025-04,True,matched,22542.0,22527.0,2025-04-17 04:30:00+00:00,0.2307560975609724,0.0027871556930327,0.0120783620562673,0.2307560975609724,2025-04-17 10:15:00+00:00,1.0,earlier,-236.724596197095,-216.724596197095
22596,2025-04-17 18:00:00+00:00,AAVEUSDT,AAVE,15m,htf,22590.0,6.0,binance_um:AAVEUSDT:15m:box_any:22596,22597,2025-04-17 18:15:00+00:00,140.94,138.86,2.079999999999984,0.0147580530722292,22600,2025-04-17 19:00:00+00:00,138.86,initial_stop,-0.0147580530722292,-0.0167580530722292,-1.0000000000000009,-1.1355192307692326,False,0.2740384615384603,baseline,closed,0.0147580530722292,-1.1355192307692326,2025-04-17 18:15:00+00:00,earlier,2025-04,True,matched,22255.0,22249.0,2025-04-14 04:45:00+00:00,-1.1055202952029506,-0.0209536998181562,0.0189536998181562,-1.1055202952029506,2025-04-14 06:00:00+00:00,1.0,earlier,-167.580530722292,-147.580530722292
25921,2025-05-22 09:15:00+00:00,AAVEUSDT,AAVE,15m,chart,25920.0,1.0,binance_um:AAVEUSDT:15m:box_any:25921,25922,2025-05-22 09:30:00+00:00,259.55,253.05,6.5,0.0250433442496628,25924,2025-05-22 10:00:00+00:00,253.05,initial_stop,-0.0250433442496629,-0.0270433442496629,-1.000000000000002,-1.0798615384615404,False,0.0538461538461485,baseline,closed,0.0250433442496628,-1.0798615384615404,2025-05-22 09:30:00+00:00,earlier,2025-05,True,matched,24543.0,24542.0,2025-05-08 00:45:00+00:00,9.625190476190433,0.1851422028852758,0.0192351728875659,9.625190476190433,2025-05-09 09:15:00+00:00,1.0,earlier,-270.43344249662897,-250.433442496629
25989,2025-05-23 02:15:00+00:00,AAVEUSDT,AAVE,15m,chart,25989.0,0.0,binance_um:AAVEUSDT:15m:box_any:25989,25990,2025-05-23 02:30:00+00:00,262.9,254.33,8.569999999999965,0.0325979459870671,26005,2025-05-23 06:15:00+00:00,254.33,initial_stop,-0.0325979459870672,-0.0345979459870672,-1.0000000000000009,-1.0613535589264889,False,0.1388564760793468,baseline,closed,0.0325979459870671,-1.0613535589264889,2025-05-23 02:30:00+00:00,earlier,2025-05,True,matched,26646.0,26646.0,2025-05-29 22:30:00+00:00,-1.164221498371334,-0.014178673437004,0.012178673437004,-1.164221498371334,2025-05-29 23:45:00+00:00,1.0,earlier,-345.979459870672,-325.97945987067203
