gate_id,fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe
structure,2024H1,1,67.242003683162,47.242003683162004,47.242003683162004,1.0,inf,0.006027804167558992,0.006027804167558992,56.0,47.242003683162004,47.242003683162004,0.2303304309352531
structure,2024H2,3,-86.94989165868466,-106.94989165868432,-88.860503526877,0.0,0.0,-0.024469292778912966,-0.024469292778912966,15.0,-31.1640158480978,-16.739893928403,0.010332990824219
eth_multitimeframe,2023H1,24,-15.830040370664955,-35.83004037066492,-71.6288551979765,0.20833333333333334,0.3963241370884567,-0.13345231168627691,-0.13523264732148987,23.0,102.13218850056126,218.601441131831,0.3808943715224744
eth_multitimeframe,2023H2,18,4.083926673369882,-15.916073326630057,-45.594905835275,0.2222222222222222,0.6139885573428351,-0.07784328435532817,-0.08941708458854802,19.0,103.30116577197064,202.83252031633398,0.34460235158021435
eth_multitimeframe,2024H1,30,-29.85576347532798,-49.85576347532789,-78.216952555666,0.13333333333333333,0.3366205604299227,-0.20101035283005053,-0.22183939484525816,16.0,6.986464437403501,697.275504776673,0.16764239873442674
eth_multitimeframe,2024H2,24,-19.586844705525543,-39.586844705525465,-90.4670224983145,0.16666666666666666,0.5036896991312098,-0.060546792780705516,-0.10503498373908893,16.5,171.80699945525183,367.860558573362,0.369986501986515
market_stack,2023H1,29,-15.579865910353067,-35.57986591035303,-68.023660971634,0.20689655172413793,0.4087852232384426,-0.1648169340836929,-0.1648169340836929,23.0,126.1606533077516,218.601441131831,0.34396302266905027
market_stack,2023H2,20,-18.808078318096708,-38.80807831809665,-65.136095258398,0.15,0.28306428851762566,-0.16018517565331536,-0.16018517565331536,14.5,26.363878650468088,202.83252031633398,0.33356827751875745
market_stack,2024H1,31,-24.672307073644546,-44.67230707364449,-71.206181435644,0.1935483870967742,0.3485056329478457,-0.14257902434192515,-0.14534629762488038,22.0,22.42557921953,384.792098088823,0.30869320323481986
market_stack,2024H2,22,-5.225978001557043,-25.225978001556953,-83.054617746776,0.22727272727272727,0.6259087483347247,-0.05567790034961162,-0.08270697445722297,12.5,134.56259831267332,367.860558573362,0.3662126524171316
trend_quality,2023H1,2,40.054430274618,20.054430274618003,20.054430274618003,0.5,1.472937667947055,0.000839218260928698,-0.01308604250556622,44.0,103.94431157859161,124.91678190458501,0.4170014112943774
trend_quality,2023H2,1,-72.610909118923,-92.610909118923,-92.610909118923,0.0,0.0,-0.012116686697708268,-0.012116686697708268,6.0,-92.610909118923,-92.610909118923,
trend_quality,2024H1,1,67.242003683162,47.242003683162004,47.242003683162004,1.0,inf,0.006027804167558992,0.006027804167558992,56.0,47.242003683162004,47.242003683162004,0.2303304309352531
trend_quality,2024H2,3,-86.94989165868466,-106.94989165868432,-88.860503526877,0.0,0.0,-0.024469292778912966,-0.024469292778912966,15.0,-31.1640158480978,-16.739893928403,0.010332990824219
confirmed_expansion,2023H1,2,40.054430274618,20.054430274618003,20.054430274618003,0.5,1.472937667947055,0.000839218260928698,-0.01308604250556622,44.0,103.94431157859161,124.91678190458501,0.4170014112943774
confirmed_expansion,2023H2,0,,,,,,,,,,,
confirmed_expansion,2024H1,1,67.242003683162,47.242003683162004,47.242003683162004,1.0,inf,0.006027804167558992,0.006027804167558992,56.0,47.242003683162004,47.242003683162004,0.2303304309352531
confirmed_expansion,2024H2,2,-32.8001987276405,-52.80019872764,-52.80019872764,0.0,0.0,-0.013594835174383202,-0.013594835174383202,24.5,-23.951954888250402,-16.739893928403,0.010332990824219
vote_3_of_6,2023H1,30,-0.09681001163069798,-20.096810011630634,-56.062846568925,0.26666666666666666,0.6281368401334159,-0.08408551424930844,-0.09385755021334863,23.5,131.2324168214513,256.003055584773,0.36314288047915555
vote_3_of_6,2023H2,17,-6.220955795686772,-26.22095579568671,-42.361098285471996,0.17647058823529413,0.4074001027644051,-0.11587456456822165,-0.11587456456822165,18.0,45.446830325466024,202.83252031633398,0.33356827751875745
vote_3_of_6,2024H1,25,-4.544611090064592,-24.54461109006452,-71.206181435644,0.2,0.648695132647435,-0.06388396655446993,-0.17667715532267425,22.0,31.348236570716455,697.275504776673,0.2886548083336291
vote_3_of_6,2024H2,19,-34.31165444793389,-54.31165444793379,-95.489627196234,0.15789473684210525,0.4277708661075203,-0.06937641220513613,-0.11382336257459147,12.0,154.41043150408248,367.860558573362,0.37837823970304907
vote_4_of_6,2023H1,6,69.68608637296717,49.68608637296733,58.910511339618004,0.5,2.6886833551239775,0.026494418842770484,-0.027744249873381976,63.5,174.8687900261245,218.601441131831,0.3554475276381449
vote_4_of_6,2023H2,6,39.16732310554651,19.16732310554667,-21.6454703753415,0.3333333333333333,1.6708064412174228,0.0018700043474582095,-0.030082498231077892,38.0,143.222626995898,202.83252031633398,0.49360826443662315
vote_4_of_6,2024H1,8,51.10941760435887,31.109417604358864,-36.805120359143004,0.375,1.4952046073089462,0.002283741457578037,-0.04357482171217697,46.0,242.25205401121517,697.275504776673,0.34182209426229354
vote_4_of_6,2024H2,8,54.01210486753512,34.01210486753525,-52.80019872764,0.375,1.5449371995610077,0.046314750150999506,-0.03584447728520734,27.5,306.8631311395093,367.860558573362,0.47001046942584923
